N	2gram	Tiupa_Hudo	TeoriaLi
1196	возможность иного	2	2
1197	отличает тексты	2	2
1198	основе своей	2	2
1199	коммуникативный статус	2	2
1200	не сама	2	2
1201	на основе	2	2
1202	жизни леса	2	2
1203	чем это	2	2
1204	и неизбыточность	2	2
1205	быть и	2	2
1206	первой части	2	2
1207	текста по	2	2
1208	при условии	2	2
1209	мира представляет	2	2
1210	полагал что	2	2
1211	вненаходимости бахтин	2	2
1212	в системе	3	2
1213	ролевой границы	2	2
