N	2gram	Tiupa_Teor	Hudozhes
1196	но чтобы	2	2
1197	известном смысле	2	2
1198	при чтении	2	2
1199	является деятельностью	2	2
1200	способ существования	2	2
1201	художественности героика	2	2
1202	любой своей	2	2
1203	бы то	2	2
1204	первой части	2	2
1205	художественный язык	2	2
1206	при условии	2	2
1207	объектная организация	2	2
1208	не с	3	2
1209	при всей	2	2
1210	эстетической доминантой	2	2
1211	участок текста	2	2
1212	здесь не	2	2
1213	начальные и	2	2
