N	3gram	Berdyaev_M_1	Otkroven
1018	существо проблематическое и	1	1
1019	действовать так как	1	1
1020	исступленное чувство личности	1	1
1021	того чтобы самому	1	1
1022	достигнуть цели и	1	1
1023	слова мити карамазова	1	1
1024	что в центре	1	1
1025	вздора самой неэкономической	1	1
1026	чему бы ни	1	1
1027	еще ничего но	1	1
1028	и глупейшего и	1	1
1029	формула а ведь	1	1
1030	выгод даже и	1	1
1031	все дело-то человеческое	1	1
1032	себе даже вредного	1	1
1033	это благоразумие с	1	1
1034	потому что неопределимая	1	1
1035	так твердо так	1	1
1036	возжелал свободной любви	2	1
1037	своя фантазия раздраженная	1	1
1038	разрушение и хаос	1	1
1039	глупость пожелает удержать	1	1
1040	природа ни исторические	1	1
1041	хаос и мрак	1	1
1042	на этот случай	2	1
1043	я верю в	1	1
1044	же можно и	1	1
1045	человеку у достоевского	1	1
1046	даже сердцем человек	1	1
1047	из всего что	1	1
1048	твердого древнего закона	1	1
1049	и хаос что	1	1
1050	образ человека лик	1	1
1051	сходятся тут все	1	1
1052	красота есть не	1	1
1053	пропущенная самая выгодная	1	1
1054	так что уж	1	1
1055	периферии бытия но	1	1
1056	от человека как	1	1
1057	на земле к	1	1
1058	достоевского нет ничего	2	1
1059	все эти логарифмы	1	1
1060	он производит свои	1	1
1061	широк человек слишком	1	1
1062	может быть что	1	1
1063	арифметики когда будет	1	1
1064	пагубного вздора самой	1	1
1065	и с умом	1	1
1066	не фортепианные клавиши	1	1
1067	пожелает самого пагубного	1	1
