1	в то же время	3	5
787	ради вещей встречи с	1	1
788	т усиленный сопровождающим повтором	1	1
789	венчает тройной повтор ударного	1	1
790	два анаграмматических поля глоссализации	1	1
791	личности со сверхличным олицетворением	1	1
792	повтор ударного а этому	1	1
793	откровение того что скрыто	1	1
794	и в гомеровой илиаде	1	1
795	чья роль в лирическом	1	1
796	этим я-в-мире обоснована эстетическая	1	1
797	и обозначенного им лирического	1	1
798	внежизненно-активной позиции исчезает чтобы	1	1
799	значимы прежде всего подтвержденные	1	1
800	стопного ямба со сверхсхемным	1	1
801	подвигов воспевание их вершителей-героев	1	1
802	не могут быть понижены	1	1
803	хлестакову ничтожнейшими в этом	1	1
804	субъективно оправданном а в	1	1
805	звуков но важнейшим наиболее	1	1
806	олицетворяя собою некий ролевой	1	1
807	в тарасе бульбе как	1	1
808	вещей встречи с музой	1	1
809	оценке его в совершенном	1	1
810	злата стола центр миропорядка	1	1
811	степени и к субъекту	1	1
812	а у а е	1	1
813	менее чем троекратные в	1	1
814	е функционально выступающая анаграмматическим	1	1
815	целостное забвение всего непричастного	1	1
816	основе своей героический персонаж	1	1
817	своей героический персонаж не	1	1
818	две реплики общения между	1	1
819	ритмическую доминанту невозможно практически	1	1
820	люлькой видя и в	1	1
821	а а а в	1	1
822	с молитвою из личного	1	1
823	эстетического отношения еще не	1	1
824	об архитектонических формах эстетического	1	1
825	раздваивается между ними а	1	1
826	лирического мы по пути	1	1
827	они сопоставлены или противопоставлены	1	1
828	строкой полноударного стопного ямба	1	1
829	поход одновременно подвергается героизации	1	1
830	сами поидоша о собе	1	1
831	от морального и политического	1	1
832	интонация героично само патетически	1	1
833	безударного слогов при назывании	1	1
834	углом они сопоставлены или	1	1
835	жена тараса любит сынов	1	1
836	в строке не два	1	1
837	в другом стихотворении пушкина	1	1
838	лирическом сюжете от ситуации	1	1
839	материнской любви она глядела	1	1
840	бульбе как и в	1	1
841	фельетонного я из картины	1	1
842	коллизий эта встреча не	1	1
843	патетически гиперболизированное и в	1	1
844	как и в гомеровой	1	1
845	семантическим субстратом доминирующего повтора	1	1
846	ратная удаль обеих борющихся	1	1
847	полюс лирического я в	1	1
848	своих поистине героически самозабвенно	1	1
849	распространяет некую концепцию личности	1	1
850	своей причастностью к сверхличному	1	1
851	это всеобъемлющая эстетическая ситуация	1	1
852	переступанию границы и делает	1	1
853	наплънився ратнаго духа роковое	1	1
854	в диалоге это сопряжение	1	1
855	града чрънигова отня злата	1	1
856	восполняет ущербность своего объекта	1	1
857	в пределах строки однако	1	1
858	риторической позы излагателя народного	1	1
859	внимательно и диктовала ассонанс	1	1
860	объекта или архитектонических заданиях	1	1
861	другом стихотворении пушкина что	1	1
862	низкой данности апостолов нового	1	1
863	в ее нелепой испорченности	1	1
864	умиротворенного согласия личности со	1	1
865	д как анаграмматического субститута	1	1
866	повторами стих передает очевидное	1	1
867	дорога братiе забывъ чти	1	1
868	и сверхличное метапоэтическое я	1	1
869	произведением художественным означает быть	1	1
870	с другими звуками в	1	1
871	усиленный сопровождающим повтором ч	1	1
872	одинокое ждущее я носитель	1	1
873	странного любопытства гибнет заглядывая	1	1
874	подобном случае мы имеем	1	1
875	в речевом потоке оговоримся	1	1
876	снятии жизненных ценностей третий	1	1
877	хронотопом встречи-разлуки полная вписанность	1	1
878	ритмически ключевых строк снижение	1	1
879	в сочетании с архаикой	1	1
880	согласия личности со сверхличным	1	1
881	сама собою как это	1	1
882	в большинстве случаев сгущенные	1	1
883	конфликтного характера как это	1	1
884	становится ритмической кульминацией текста	1	1
885	повторам и стиха тон	1	1
886	строки выделяют именно те	1	1
887	добронравный автор гневно порицает	1	1
888	неутолимой жажде остаться самим	1	1
889	составляющих вместе с доминирующим	1	1
890	сглаживается семантическая разность строф	1	1
891	антонимы свобода и диктовала	1	1
892	напишут наши имена в	1	1
893	малый круг без остатка	1	1
894	этот фонетический сигнал олицетворения	1	1
895	возможность свободы но дело	1	1
896	тем самым по ту	1	1
897	эстетическая ситуация художественного мира	1	1
898	грядущем неблагополучии однако герой	1	1
899	в точке выхода его	1	1
900	стихе как и в	1	1
901	и ада связанные анаграмматической	1	1
902	всегда осложнена наличием внутреннего	1	1
903	чаадаеву направляет самоопределение лирического	1	1
904	внутреннего я если с	1	1
905	как в другом стихотворении	1	1
906	художественности героика не сводится	1	1
907	миропорядка парадоксальное сочетание самозабвения	1	1
908	предлогов союзов и частиц	1	1
909	строфе с появлением гостьи	1	1
910	подобно аристофану который выставляет	1	1
911	сохраняющаяся сила так в	1	1
912	своим законным местом в	1	1
913	действительность в ее нелепой	1	1
914	стих во второй строфе	1	1
915	него неприемлемой судьбы а	1	1
916	при одном пиррихии однако	1	1
917	фонетические субституты одного и	1	1
918	позиции исчезает чтобы резко	1	1
919	силой целостности своего условного	1	1
920	жажде остаться самим собой	1	1
921	воедино ритмические рисунки абсолютного	1	1
922	и для автора теряют	1	1
923	в русской культуре вызванный	1	1
924	эстетическая культура есть культура	1	1
925	сердца своего мужествомъ наплънився	1	1
926	знает личности как субъекта	1	1
927	второй строфе гласным а	1	1
928	фонемы суть фонетические субституты	1	1
929	его катастрофического нарастания так	1	1
930	и не манифестировано а	1	1
931	мнимо героическое исполнение ими	1	1
932	лирического события свершающегося ночью	1	1
933	это уже не смятенность	1	1
934	свято дорожит люлькой видя	1	1
935	трагически повел себя эдип	1	1
936	было введено в современное	1	1
937	очевидные антонимы свобода и	1	1
938	сочетание самозабвения и гордости	1	1
939	тайны таким же образом	1	1
940	в глаза нечистой силе	1	1
941	наиболее глубинным семантическим субстратом	1	1
942	никакой трагической интонации диссонанса	1	1
943	обычая все перечисленные ценности	1	1
944	вполне факультативна замечательный образец	1	1
945	аллитерация т закономерно и	1	1
946	впоследствии при виде многого	1	1
947	совершается героически с решимостью	1	1
948	стола центр миропорядка непростительно	1	1
949	второй стопе заключительный стих	1	1
950	могут быть понижены в	1	1
951	любование этим поведением кая	1	1
952	связывающих ее полюса эстетическая	1	1
953	сверхличной заданности в связи	1	1
954	в первом случае героические	1	1
955	от ударений к очевидно	1	1
956	сюжета два хронотопа два	1	1
957	их внешней среды объединяющее	1	1
958	сентиментальной поэзии весьма существенно	1	1
959	речевая инициатива авторства неотделима	1	1
960	свои преступления именно потому	1	1
961	остаться самим собой так	1	1
962	сатирической художественности необходима активная	1	1
963	волоске ценностей жизни почести	1	1
964	в финальной немой сцене	1	1
965	и ситуации авторской позиции	1	1
966	скрижали миропорядка и означает	1	1
967	искусство никогда не ограничивается	1	1
968	стопе ударный стих обретает	1	1
969	вписывает свое я в	1	1
970	новая форма искусства говорит	1	1
971	пластика статуарного жеста интонация	1	1
972	видения со стороны метапоэтического	1	1
973	ее случайными чертами сатирический	1	1
974	радостей жизни стих в	1	1
975	героиню в качестве монологического	1	1
976	испорченности изображается так что	1	1
977	она разрушает себя в	1	1
978	третий стих во второй	1	1
979	забывъ чти и живота	1	1
980	комедиях аристофана где действительность	1	1
981	введено в современное литературоведение	1	1
982	навстречу ее внешнему осуществлению	1	1
983	я в мире это	1	1
984	дело в том что	2	1
985	строк многообразны выделить ритмическую	1	1
986	слова как и обозначенного	1	1
987	мы есмы ци не	1	1
988	муза не только посещает	1	1
989	основной аллитерирующей оппозицией стихотворения	1	1
990	аллитерирующей оппозицией стихотворения муза	1	1
991	форма искусства говорит гегель	1	1
992	анаграмматически средствами поэтической глоссализации	1	1
993	амбиций в дегероизированной системе	1	1
994	преображающего ситуацию взгляда муза	1	1
995	игорь и всеволод сами	1	1
996	для сатиры как эстетической	1	1
997	героически самозабвенно олицетворяя собою	1	1
998	но в равной степени	1	1
999	и является в нежданной	1	1
1000	качестве монологического вдохновения но	1	1
1001	поостри сердца своего мужествомъ	1	1
1002	же собе хвалы добудем	1	1
1003	появление этого слова как	1	1
1004	условного мира распространяет некую	1	1
1005	субъективной стороне художественного содержания	1	1
1006	но и отвечает ей	1	1
1007	личного самоопределения князя с	1	1
1008	жизни ее действительного не	1	1
1009	кладущего конец повторам с	1	1
1010	в ее внутренней субъективности	1	1
1011	инициатива авторства неотделима от	1	1
1012	часто знаменует полюс лирического	1	1
1013	кругозора ратным духом в	1	1
1014	она глядела на них	1	1
1015	под каким диалогическим углом	1	1
1016	оказываться повтор у не	1	1
1017	поэтического дудения муза является	1	1
1018	анаграмму имени дант существенно	1	1
1019	без остатка вписан в	1	1
1020	подобно страстны когда же	1	1
1021	чтчстчтстчтс ддд ввв внлнвлнлнн	1	1
1022	ходом ибо герои комедии	1	1
1023	к собственной самобытности гоголевский	1	1
1024	т.п типах ситуаций или	1	1
1025	диаметрально противоположная сатире трансформация	1	1
1026	строфе задает аллитерация д	1	1
1027	миропорядка сатирическому я присуща	1	1
1028	из н из и	1	1
1029	границах это жертвенное забвение	1	1
1030	его рыцарской ролью в	1	1
1031	речь о трагическом комическом	1	1
1032	первой стопе усложняющее строку	1	1
1033	другими звуками в речевом	1	1
1034	а и е о	1	1
1035	и е о о	1	1
1036	архитектонических формах эстетического объекта	1	1
1037	целое представляет собой некий	1	1
1038	стих в финале же	1	1
1039	заданности в связи с	1	1
1040	не что иное как	1	1
1041	однако полноценной рецептивной значимостью	1	1
1042	передает очевидное смятение лирической	1	1
1043	я ср просьбы о	1	1
1044	совмещении внутренней данности бытия	1	1
1045	вторжения и вот вошла	1	1
1046	однако в строке отсутствует	1	1
1047	и величанья своего отпадоша	1	1
1048	прихода характерно однако что	1	1
1049	поэзии повтор т усиленный	1	1
1050	ахматовой в большинстве своем	1	1
1051	свободы и иных жизненных	1	1
1052	мира распространяет некую концепцию	1	1
1053	скрыто под покровом тайны	1	1
1054	со сверхсхемным ударением во	1	1
1055	в начальном стихе представлено	1	1
1056	гласным а и сгустившимся	1	1
1057	рыцарскую роль защитника отчизны	1	1
1058	взгляда муза внимательно взглянула	1	1
1059	повторов звонкого д и	1	1
1060	строфе соответствующей первому эпизоду	1	1
1061	наивной и сентиментальной поэзии	1	1
1062	скифы или маяковского во	1	1
1063	как это случается с	1	1
1064	героический персонаж не отделен	1	1
1065	выраженное смятение но иного	1	1
1066	к видам пафоса идейно-эмоциональной	1	1
1067	вся превратилась в одно	1	1
1068	в снятии жизненных ценностей	1	1
1069	в большинстве своем оказывается	1	1
1070	определение личности относительно своей	1	1
1071	или самозабвенная гордость героическая	1	1
1072	в отличие от ряда	1	1
1073	изначально отреклось от свободы	1	1
1074	художественностью могут обладать и	1	1
1075	своего мужествомъ наплънився ратнаго	1	1
1076	живота и града чрънигова	1	1
1077	я кризис героического миросозерцания	1	1
1078	в основе своей героический	1	1
1079	нежданной ипостаси наиболее ощутимые	1	1
1080	взглянула на меня организованный	1	1
1081	гегеля есть отказ самосознания	1	1
1082	позиции а трепетность объекта	1	1
1083	по преимуществу невольному именно	1	1
1084	обладать и роман и	1	1
1085	на действительную роль в	1	1
1086	героично само патетически гиперболизированное	1	1
1087	первом случае героические персонажи	1	1
1088	своей судьбы они едины	1	1
1089	сверхличному ратному духу игорь	1	1
1090	характеристика художественного целого это	1	1
1091	глоссализацией фонемы суть фонетические	1	1
1092	в первой строфе задает	1	1
1093	на фоне ударных строк	1	1
1094	и третьей стопах при	1	1
1095	но свято дорожит люлькой	1	1
1096	граница сопрягающая и размежевывающая	1	1
1097	так и не возникает	1	1
1098	то во втором эстетическая	1	1
1099	ложных границ существования обретения	1	1
1100	не только соответствующий тип	1	1
1101	в самом начале текста	1	1
1102	пиррихий на третьей стопе	1	1
1103	могла бы разрушить художественную	1	1
1104	сверхсхемных ударения в первой	1	1
1105	поистине героически самозабвенно олицетворяя	1	1
1106	встречи-разлуки полная вписанность ночного	1	1
1107	сатирической виной самозванства состоит	1	1
1108	сакральная истинность незыблемого миропорядка	1	1
1109	звучит ритмическим эхом стиха	1	1
1110	фонемах а ударных у	1	1
1111	это случается с героем	1	1
1112	в уникальную художественную реальность	1	1
1113	в музе ахматовой это	1	1
1114	авторское любование этим поведением	1	1
1115	такова а а о	1	1
1116	два полюса лирической ситуации	1	1
1117	между которыми располагается я	1	1
1118	ролевая граница сопрягающая и	1	1
1119	от ложных границ существования	1	1
1120	злонравных персонажей то в	1	1
1121	определенных языковых стилей социальных	1	1
1122	объект восхищенного любования ведущего	1	1
1123	не должно стремиться христианской	1	1
1124	стороны бытия мысли индивидуальной	1	1
1125	граница личности и его	1	1
1126	что хотят скрыть обличают	1	1
1127	обеих борющихся сторон чего	1	1
1128	аллитерация д как анаграмматического	1	1
1129	системе ценностей вписать свое	1	1
1130	в перспективе окончательного совпадения	1	1
1131	статике пребывания а в	1	1
1132	имени тебе моем? имя	1	1
1133	художественного содержания к видам	1	1
1134	диада личности и противостоящего	1	1
1135	гибнет заглядывая в глаза	1	1
1136	стиха указывает на его	1	1
1137	вследствие этой внутренней оторванности	1	1
1138	русской поэзии очень часто	1	1
1139	именах обращаемые к хлестакову	1	1
1140	в точке этого несовпадения	1	1
1141	можно вести речь о	1	1
1142	метапоэтическое я музы с	1	1
1143	местоимения не только не	1	1
1144	героического самоопределения мотивировка похода	1	1
1145	гомеровой илиаде равно героизирована	1	1
1146	жизнь второй стих этот	1	1
1147	гоголевского ревизора имитирующей сцену	1	1
1148	маркированном положении например начальные	1	1
1149	а а в первой	1	1
1150	отсутствует сверхсхемное ударение на	1	1
1151	как правило обладают ключевой	1	1
1152	над субъективной стороной жизни	1	1
1153	личности со своей ролью	1	1
1154	шире ролевой границы присутствия	1	1
1155	нести на себе сверхсхемные	1	1
1156	ничтожно мала в сравнении	1	1
1157	на первой стопе усложняющее	1	1
1158	по преимуществу ночной хронотоп	1	1
1159	ямба служат лишь поддержанию	1	1
1160	а гоголевский хома брут	1	1
1161	роль жена тараса любит	1	1
1162	текста где речевая инициатива	1	1
1163	свободы т.е возможности ухода	1	1
1164	ощутимые сверхсхемные ударения на	1	1
1165	из картины безымянной народной	1	1
1166	выступающая анаграмматическим субститутом ключевого	1	1
1167	ролевой границей он воодушевленно	1	1
1168	ивана ильича самоотрицанием революции	1	1
1169	стихотворения муза выступает оппозиция	1	1
1170	роли в миропорядке в	1	1
1171	состоит не в самом	1	1
1172	покаянного самоотрицания всего данного	1	1
1173	модификации стопного ямба служат	1	1
1174	чрънигова отня злата стола	1	1
1175	абсолютного большинства строк многообразны	1	1
1176	сверхсхемным ударением во второй	1	1
1177	повесть о разорении рязани	1	1
1178	наглядеться героична пластика статуарного	1	1
1179	сатирического изображения жизни словами	1	1
1180	ответная эстетическая реакция читателя	1	1
1181	духовно-практического модуса личностного существования	1	1
1182	тип героя и ситуации	1	1
1183	и читателей по пути	1	1
1184	этот звук практически исчезает	1	1
1185	многого множества половцев ужасошася	1	1
1186	начале текста остается в	1	1
1187	ценностной позиции а трепетность	1	1
1188	внеличную сторону индивида и	1	1
1189	ясно говорит ему о	1	1
1190	героев или соответствующих эстетических	1	1
1191	доминировала в тексте изначально	1	1
1192	последующие ритмические модификации стопного	1	1
1193	не сводится к жизненному	1	1
1194	двенадцать с ее сатирическим	1	1
1195	и сгустившимся в строке	1	1
1196	постепенное освоение человеком внутренней	1	1
1197	не менее чем троекратные	1	1
1198	вся глядела всеми чувствами	1	1
1199	ничтожного истинное могло обнаружиться	1	1
1200	и к субъекту и	1	1
1201	самобытности гоголевский тарас бульба	1	1
1202	мир суть всеобщие полюса	1	1
1203	значимостью ритмико-ассонансная субструктура стихотворения	1	1
1204	утрачивающего стабильность собственной ценностной	1	1
1205	свое имя в скрижали	1	1
1206	открывается в диалоге это	1	1
1207	но умиротворенного согласия личности	1	1
1208	только не могут быть	1	1
1209	полным ходом ибо герои	1	1
1210	эстетических отношений и отпочкованию	1	1
1211	и его эстетической доминантой	1	1
1212	сатирик их ведет по	1	1
1213	с архаикой традиционалистского заглавия	1	1
1214	героическая личность горда своей	1	1
1215	и внутренних человека и	1	1
1216	ревизия началась и идет	1	1
1217	эта вписанность осуществляется в	1	1
1218	жизнерадостной поэзии повтор т	1	1
1219	не отделимая от его	1	1
1220	тексте строкой полноударного стопного	1	1
1221	просьбы о своих именах	1	1
1222	ритмическом отношении стихи и	1	1
1223	сатира является эстетическим освоением	1	1
1224	следует подчеркнуть факультативность комизма	1	1
1225	личность горда своей причастностью	1	1
1226	комизм и другие модальности	1	1
1227	суетных амбиций в дегероизированной	1	1
1228	меня лирической героини-поэтессы ассонансная	1	1
1229	природе суть то что	1	1
1230	анаграмматической инверсией первых двух	1	1
1231	соответствующей первому эпизоду лирического	1	1
1232	жанровая форма трагедии вполне	1	1
1233	авторская позиция осмеяния которая	1	1
1234	жизни героя вытесненные из	1	1
1235	гоголевский тарас бульба нимало	1	1
1236	ттт утяжеленный повторами стих	1	1
1237	исчезает очевидным образом доминирует	1	1
1238	и к адресату сатирической	1	1
1239	и не появляется однако	1	1
1240	автобиографического героя жития протопопа	1	1
1241	перед художественно воспринимающим сознанием	1	1
1242	вести художественная картина жизни	1	1
1243	пути самоутверждения неумолимо приводящего	1	1
1244	модель миропорядка художественное мышление	1	1
1245	с политической точки зрения	1	1
1246	жизни всегда осложнена наличием	1	1
1247	авторства неотделима от риторической	1	1
1248	тему дестабилизированных висит на	1	1
1249	судьбы внешняя граница личности	1	1
1250	мы по пути освобождения	1	1
1251	суть фонетические субституты одного	1	1
1252	сгустившимся в строке н	1	1
1253	первой строфе задает аллитерация	1	1
1254	к адресату сатирической художественности	1	1
1255	отделение эстетического отношения еще	1	1
1256	местоимения особенно личные в	1	1
1257	сатирическому я присуща самовлюбленность	1	1
1258	о о у о	1	1
1259	миропорядка и частной жизни	1	1
1260	достоевского где подлинная жизнь	1	1
1261	злата стола и своя	1	1
1262	неумолимо приводящего к самоотрицанию	1	1
1263	формах эстетического объекта или	1	1
1264	этих моментов совмещения внутренней	1	1
1265	обретает право на пророческое	1	1
1266	проступает сквозь шелуху суетных	1	1
1267	протопопа аввакума и героиню	1	1
1268	трагедии вполне факультативна замечательный	1	1
1269	а всего лишь один	1	1
1270	только раскрывают содержание судьбы	1	1
1271	актуализации д ограничено лишь	1	1
1272	стопе в соотношении этих	1	1
1273	горького мать лирических героев	1	1
1274	покрывало несовместимое с дудочкой	1	1
1275	могут обладать и роман	1	1
1276	претензией вследствие этой внутренней	1	1
1277	приносит хотя муза и	1	1
1278	жизни оказывается уже внешней	1	1
1279	выхода его за пределы	1	1
1280	с первых же реплик	1	1
1281	всеми чувствами вся превратилась	1	1
1282	и роман и лирическое	1	1
1283	сама по себе еще	1	1
1284	превратилась в одно зрение	1	1
1285	игореве публицистически осужденный за	1	1
1286	весьма наглядна и знаменательна	1	1
1287	адекватное созерцание сатирического изображения	1	1
1288	бытия я и его	1	1
1289	точки зрения никакое забвение	1	1
1290	способа присутствия я в	1	1
1291	героическое созвучие внутреннего мира	1	1
1292	средствами поэтической глоссализации так	1	1
1293	ограничено лишь первой строфой	1	1
1294	судьбе как трагически повел	1	1
1295	равно героизирована ратная удаль	1	1
1296	зрения никакое забвение злата	1	1
1297	героя жития протопопа аввакума	1	1
1298	и его естественной фонологической	1	1
1299	ночью вертикальный хронотоп высшей	1	1
1300	субъективную избыточность я относительно	1	1
1301	вот вошла кладущего конец	1	1
1302	хотя муза и является	1	1
1303	фонетически готовится сгущением ударных	1	1
1304	этих композиционно и ритмически	1	1
1305	два эпизода лирического сюжета	1	1
1306	каждым живущим сопрягаемые в	1	1
1307	и авторской оценке его	1	1
1308	это сопряжение индивидуального я	1	1
1309	о в ударном положении	1	1
1310	эхом стиха по два	1	1
1311	себе этот психологический парадокс	1	1
1312	на стадии становления художественности	1	1
1313	духом в момент свершения	1	1
1314	несовпадения личности со своей	1	1
1315	смерти ивана ильича самоотрицанием	1	1
1316	читателей по пути героического	1	1
1317	братiе забывъ чти и	1	1
1318	достаточного основания для сатирической	1	1
1319	всеобъемлющая эстетическая ситуация управляемая	1	1
1320	самозабвения и гордости характеризует	1	1
1321	и в этой малости	1	1
1322	стадии становления художественности в	1	1
1323	надиндивидуальным трансцендентным восходит к	1	1
1324	же реплик текста смеховая	1	1
1325	моем? имя как раз	1	1
1326	е у и а	1	1
1327	встреча не приносит хотя	1	1
1328	местом в христианском миропорядке	1	1
1329	бою князя всеволода и	1	1
1330	брут не удовлетворясь своим	1	1
1331	становления художественности в былинах	1	1
1332	внутренняя граница личности ничтожно	1	1
1333	ситуация избыточной свободы я	1	1
1334	становится сама собою как	1	1
1335	ударения в первой и	1	1
1336	наиболее ощутимые сверхсхемные ударения	1	1
1337	парадоксальное сочетание самозабвения и	1	1
1338	таким образом аллитерационная субструктура	1	1
1339	праведного козацкого миропорядка парадоксальное	1	1
1340	факультативна замечательный образец зарождения	1	1
1341	утяжеленность стиха указывает на	1	1
1342	миропорядка и равнодушна к	1	1
1343	сопоставлены или противопоставлены в	1	1
1344	ибо герои комедии невольно	1	1
1345	эта встреча не приносит	1	1
1346	относится не только к	1	1
1347	воспринимающим сознанием мнимо героическое	1	1
1348	отделен от своей судьбы	1	1
1349	не удовлетворясь своим законным	1	1
1350	большим я на фоне	1	1
1351	и созидает художественную целостность	1	1
1352	в качестве монологического вдохновения	1	1
1353	внешняя граница личности восхищенное	1	1
1354	художественного целого это тот	1	1
1355	персону с ее случайными	1	1
1356	они едины судьба выражает	1	1
1357	ударения личные местоимения не	1	1
1358	служебного долга оказывается всего	1	1
1359	по себе еще не	1	1
1360	возможности ухода рука которая	1	1
1361	хронотоп тогда как дневной	1	1
1362	кульминацией текста но наоборот	1	1
1363	смыслосообразно пересиливает аллитерацию д	1	1
1364	хозяйкой аллитерационная субструктура поэтического	1	1
1365	кто говорит и как	1	1
1366	граница личности ничтожно мала	1	1
1367	это бывает в большинстве	1	1
1368	в его летописных версиях	1	1
1369	к поэтессе с императивом	1	1
1370	миропорядком в основе своей	1	1
1371	любое произведение искусства характеризуется	1	1
1372	так стих звучит ритмическим	1	1
1373	означает стать полноценной личностью	1	1
1374	этим поведением кая рана	1	1
1375	шиллер в статье о	1	1
1376	трагизм комизм и другие	1	1
1377	не только не становится	1	1
1378	является эстетическим освоением неполноты	1	1
1379	муза является к поэтессе	1	1
1380	его катастрофической неуверенности в	1	1
1381	произведение искусства характеризуется тем	1	1
1382	обретает интонацию обремененного ответственностью	1	1
1383	оно анаграмматически средствами поэтической	1	1
1384	сравнении с ее ролевой	1	1
1385	жизни подобно аристофану который	1	1
1386	и а а и	1	1
1387	трагическая ситуация есть ситуация	1	1
1388	ролевой претензией вследствие этой	1	1
1389	не приносит хотя муза	1	1
1390	диады в уникальную художественную	1	1
1391	в дегероизированной системе ценностей	1	1
1392	же стихотворения аллитерация т	1	1
1393	сгущенные глоссализацией фонемы суть	1	1
1394	доминанту невозможно практически каждый	1	1
1395	в статье о наивной	1	1
1396	сила так в финальной	1	1
1397	но вы как я	1	1
1398	выставляет на осмеяние и	1	1
1399	аристофана где действительность в	1	1
1400	открытие и постепенное освоение	1	1
1401	жизни стих в финале	1	1
1402	из и л из	1	1
1403	очерченном с молитвою из	1	1
1404	потоке оговоримся также что	1	1
1405	полная вписанность ночного я	1	1
1406	дестабилизированных висит на волоске	1	1
1407	монологического вдохновения но и	1	1
1408	бывает в большинстве случаев	1	1
1409	я внутри себя гегелевское	1	1
1410	я на фоне ударных	1	1
1411	миропорядка проступает сквозь шелуху	1	1
1412	козака андрий меняет прежнюю	1	1
1413	защищенностью в круге очерченном	1	1
1414	является в нежданной ипостаси	1	1
1415	висит на волоске ценностей	1	1
1416	пятого стиха на конец	1	1
1417	совмещения внутренней и внешней	1	1
1418	излишне широк человек как	1	1
1419	божественной вести художественная картина	1	1
1420	к сверхличному содержанию миропорядка	1	1
1421	ролевой границы присутствия я	1	1
1422	героини-поэтессы ассонансная структура стихотворения	1	1
1423	полюса эстетическая культура есть	1	1
1424	личности совершается как бы	1	1
1425	и не возникает в	1	1
1426	и града чрънигова отня	1	1
1427	на себе сверхсхемные ударения	1	1
1428	обличают себя сами но	1	1
1429	пиррихия на второй и	1	1
1430	второй и четвертой стопах	1	1
1431	человека с самим собою	1	1
1432	звуком бессодержательной оболочкой я	1	1
1433	равнодушна к собственной самобытности	1	1
1434	как прочная сохраняющаяся сила	1	1
1435	аллитерация с явственно знаменует	1	1
1436	случайно за минуту до	1	1
1437	как бы в точке	1	1
1438	и его поступки только	1	1
1439	тем это разграничение к	1	1
1440	вопрошает о судьбе как	1	1
1441	музы не только не	1	1
1442	распределена ровно из случаев	1	1
1443	ситуации ожидания к ситуации	1	1
1444	в культуре дифференциация типов	1	1
1445	почести юность свобода не	1	1
1446	первоначальное отделение эстетического отношения	1	1
1447	былинах и в слове	1	1
1448	активная авторская позиция осмеяния	1	1
1449	и идет полным ходом	1	1
1450	и становится сама собою	1	1
1451	ассонансная структура стихотворения в	1	1
1452	среды объединяющее обе эти	1	1
1453	отказ самосознания от своего	1	1
1454	музой поэтому никаких трагических	1	1
1455	пределах строки а также	1	1
1456	где действительность в ее	1	1
1457	редукции оговоримся что звуки	1	1
1458	дело не более чем	1	1
1459	инверсией первых двух звуков	1	1
1460	и четвертой стопах однако	1	1
1461	прежнюю рыцарскую роль защитника	1	1
1462	от своей судьбы они	1	1
1463	тогда как дневной хронотоп	1	1
1464	строф явление музы не	1	1
1465	не знает личности как	1	1
1466	бессодержательной оболочкой я ср	1	1
1467	софокла совершает свои преступления	1	1
1468	эстетической доминантой если в	1	1
1469	личностного самоопределения оказывается шире	1	1
1470	ничтожнейшими в этом мире	1	1
1471	из личного странного любопытства	1	1
1472	поэтической глоссализации так и	1	1
1473	эстетической константой текста в	1	1
1474	авторской оценке его в	1	1
1475	личные в качестве полноударных	1	1
1476	противостоящего ей внешнего мира	1	1
1477	о своих именах обращаемые	1	1
1478	отречение от радостей жизни	1	1
1479	в сравнении с ее	1	1
1480	написано стопным ямбом который	1	1
1481	когда на обломках самовластья	1	1
1482	полноценной личностью тогда как	1	1
1483	ударением во второй стопе	1	1
1484	отвечает ей открывается в	1	1
1485	нередко сводятся к субъективной	1	1
1486	в индивидуальную картину своей	1	1
1487	том под каким диалогическим	1	1
1488	появляется однако с первых	1	1
1489	что скрыто под покровом	1	1
1490	аналогичность стиху и здесь	1	1
1491	судьбы они едины судьба	1	1
1492	сверхличное метапоэтическое я музы	1	1
1493	героического миросозерцания в русской	1	1
1494	модуса личностного существования способа	1	1
1495	а в первой строфе	1	1
1496	художественности в былинах и	1	1
1497	не смятенность субъекта утрачивающего	1	1
1498	явлены не в статике	1	1
1499	поле актуализации д ограничено	1	1
1500	с мотивом инкарнационного вторжения	1	1
1501	имеются по два сверхсхемных	1	1
1502	и его внешней заданности	1	1
1503	между собой и сверхличное	1	1
1504	строке не два спондея	1	1
1505	карамазов в романе достоевского	1	1
1506	крепостiю своею и поостри	1	1
1507	большинстве своем оказывается горизонтальным	1	1
1508	взглянула но основной аллитерирующей	1	1
1509	эстетического объекта или архитектонических	1	1
1510	от соседства с другими	1	1
1511	есть не что иное	1	1
1512	к снятию ритмико-интонационного напряжения	1	1
1513	он воодушевленно устремляется навстречу	1	1
1514	о о и о	1	1
1515	я в новую ролевую	1	1
1516	это всеобъемлющая характеристика художественного	1	1
1517	связана с мотивом инкарнационного	1	1
1518	о о о у	1	1
1519	доминирует гласная фонема о	1	1
1520	это тот или иной	1	1
1521	эпизода лирического сюжета два	1	1
1522	поэтизация подвигов воспевание их	1	1
1523	имеем дело не более	1	1
1524	соседстве со словом жизнь	1	1
1525	как варианты одной общей	1	1
1526	проста внутренний хронотоп ожидания	1	1
1527	несовместимое с дудочкой и	1	1
1528	тарасе бульбе как и	1	1
1529	минуту до этого городничий	1	1
1530	автономию в искусстве от	1	1
1531	и соответствующую ей поэтику	1	1
1532	художественности необходима активная авторская	1	1
1533	представлено только одно одинокое	1	1
1534	варианты одной общей фонемы	1	1
1535	искусства силой целостности своего	1	1
