N	3gram	Tiupa_Narr_1	TeoriaLi
926	не выбирают а	1	1
927	и существенно разнится	1	1
928	императивную ритуальность заданность	1	1
929	пространственно-временных масштабов и	1	1
930	анекдоте подготовившем почву	1	1
931	диалогизм биографического слова	1	1
932	для полноценного авторства	1	1
933	типической ситуации общения	1	1
934	новелле есть нарушение	1	1
935	и возможность иной	1	1
936	содержания сколько от	1	1
937	моментам родственным анекдотическому	1	1
938	орудие мирового становления	1	1
939	образ становящегося человека	1	1
940	компетенцией соответствующего жанра	1	1
941	собой исторически продуктивный	1	1
942	является сюжетообразующим при	1	1
943	объединяющая субъекта и	1	1
944	сферу исторического бытия	1	1
945	притче есть реализация	1	1
946	а некий нравственный	1	1
947	поучаемого это разделение	1	1
948	невозможно рассказывать себе	1	1
949	не такое слово	1	1
950	н.д тамарченко историческое	1	1
951	или притче была	1	1
952	касается ментальной и	1	1
953	иного включает в	1	1
954	в коммуникативной ситуации	1	1
955	принципиальным условием коммуникативной	1	1
956	извращает осмеивает всякую	1	1
957	данного коммуникативного события	1	1
958	анекдот легко может	1	1
959	поведение в окказионально-авантюрном	1	1
960	жизни то есть	1	1
961	давшее литературе героический	1	1
962	уже столь раннего	1	1
963	мастерства рассказчика не	1	1
964	присутствия рассказчика однако	1	1
965	себя в классическом	1	1
966	героев бытийная компетенция	1	1
967	доверительной и раскованной	1	1
968	повествователя о ней	1	1
969	строго отграниченная система	1	1
970	в иной коммуникативный	1	1
971	проявляет себя в	1	1
972	может выступать в	1	1
973	она названа маской	1	1
974	опыт частного существования	1	1
975	можно припоминая и	1	1
976	неканонического жития ибо	1	1
977	подготовившем почву для	1	1
978	слова манифестирующего двоякий	1	1
979	аверинцева предстают перед	1	1
980	стремится к однозначности	1	1
981	именно это ощущение	1	1
982	аверинцева живое непредубежденное	1	1
983	свободного выбора в	1	1
984	сказание давшее литературе	1	1
985	есть монолог в	1	1
986	или притчи явственно	1	1
987	то есть принадлежат	1	1
988	где иллюстрировалась общая	1	1
989	собственного ее понимания	1	1
990	внеязыковое и потому	1	1
991	умершее солнце тысяча	1	1
992	жизнеописанием биографической личности	1	1
993	высказывания жанр в	1	1
994	есть нарушение запрета	1	1
995	сознаний встречающихся в	1	1
996	а по своей	2	1
997	участок текста характеризующийся	1	1
998	жизненный опыт запечатлеваемый	1	1
999	внутренне статичном актанте	1	1
1000	слова не сводится	1	1
1001	общественных отношений которое	1	1
1002	также рецептивной компетенцией	1	1
1003	ценностно-смысловой картины мира	1	1
1004	тысяча и одна	1	1
1005	это императивная картина	1	1
1006	сказания субъект дискурсии	1	1
1007	выводится в просторную	1	1
1008	к тому архаичному	1	1
1009	текста да и	1	1
1010	запечатлеваемый и запечатлевающий	1	1
1011	своей карнавальной непредвиденностью	1	1
1012	или острота наизнанку	1	1
1013	субъекта и формы	1	1
1014	сказания не от	1	1
1015	ритуальность заданность человеческих	1	1
1016	фигур общества фиксировавшиеся	1	1
1017	монологизированного слова в	1	1
1018	разделение иерархично оно	1	1
1019	нередко кощунственное вырастающая	1	1
1020	притча разъединяет участников	1	1
1021	жизнеописания может как	1	1
1022	есть реализация такого	1	1
1023	солирует риторический предел	1	1
1024	позицией соучастника данного	1	1
1025	смыслом ни в	1	1
1026	городского фольклора являет	1	1
1027	верификация такого знания	1	1
1028	в дискурсе речевой	1	1
1029	иной преемственно воспроизводимой	1	1
1030	для жизнеописания как	1	1
1031	раз ответственность свободного	1	1
1032	человека с его	1	1
1033	субъекта и адресата	1	1
1034	как рассказчик анекдота	1	1
1035	чем и основана	1	1
1036	деятельности персонажа то	1	1
1037	и поучаемого это	1	1
1038	фиксировавшиеся пушкиным или	1	1
1039	становления мира в	1	1
1040	и основана жанровая	1	1
1041	соответственно риторика сказания	1	1
1042	посрамляющий умершее солнце	1	1
1043	но факультативны он	1	1
1044	оказывается всего лишь	2	1
1045	действия или субъектом	1	1
1046	полноценного авторства субъекту	1	1
1047	и романного слова	1	1
1048	форма авторства как	1	1
1049	обратное влияние со	1	1
1050	где слово деритуализовано	1	1
1051	отношению к самому	1	1
1052	не предначертанность судьбы	1	1
1053	излагаемой жизни как	1	1
1054	анекдот ни притча	1	1
1055	именовал веком героев	1	1
1056	гегель именовал веком	1	1
1057	с этой точки	1	1
1058	эта возможность иного	1	1
1059	составляет преломляющая несобственно-прямая	1	1
1060	формах косвенной речи	1	1
1061	хоровое слово общенародной	1	1
1062	полускрытой рассеянной чужой	1	1
1063	типа есть монолог	1	1
1064	да и персонажи	1	1
1065	дискурс речевая маска	1	1
1066	бытия это мир	1	1
1067	некоторых норм сколько	1	1
1068	и речевой деятельности	1	1
1069	субъектом инициативного самообнаружения	1	1
1070	хулы плача осмеяния	1	1
1071	нарушение табу дозволенное	1	1
1072	риторический предел до	1	1
1073	речь включая разные	1	1
1074	реакцию предварительное знакомство	1	1
1075	знает к его	1	1
1076	ситуации речевая маска	1	1
1077	романа неканонического жития	1	1
1078	анекдотическим повествованием творится	1	1
1079	обладать собственным смыслом	1	1
1080	нем звучит один	1	1
1081	строим свою речь	1	1
1082	это бывает в	1	1
1083	субъектом самоопределения на	1	1
1084	акте выбора осуществляется	1	1
1085	есть профанация священного	1	1
1086	отношений которое гегель	1	1
1087	состоянию общественных отношений	1	1
1088	при этом и	1	1
1089	субъекты этического выбора	1	1
1090	от божья повеленья	1	1
1091	предстают перед нами	1	1
1092	возможны но факультативны	1	1
1093	или а все-таки	1	1
1094	притче о блудном	1	1
1095	в мире на	1	1
1096	что по своему	1	1
1097	мире случайности полноценная	1	1
1098	прежде всего к	1	1
1099	усматривает во внутренне	1	1
1100	в классическом романе	1	1
1101	предполагает по бахтину	1	1
1102	статус знания даже	1	1
1103	живет в готовом	1	1
1104	биография и не	1	1
1105	по своему коммуникативному	1	1
1106	внутреннего зрения и	1	1
1107	о том что	6	1
1108	видения мира романного	1	1
1109	субъектом ролевого действия	1	1
1110	реальному человеческому существованию	1	1
1111	слово судьба в	1	1
1112	иерархично оно не	1	1
1113	не ценностно дистанцированной	1	1
1114	деритуализовано инициативно личностно	1	1
1115	не знает к	1	1
1116	акт притчевого типа	1	1
1117	для своей манифестации	1	1
1118	тому же обратное	1	1
1119	переходит к позиции	1	1
1120	и оценки и	1	1
1121	в себе самом	1	1
1122	совершенно иными границами	1	1
1123	как субъекты этического	1	1
1124	или субъектом инициативного	1	1
1125	реализация такого выбора	1	1
1126	имплицитно присутствующего в	1	1
1127	как раз ответственность	1	1
1128	релятивистская казусная картина	1	1
1129	мире слово сказания	1	1
1130	с анекдотической стратегией	1	1
1131	формы скрытой полускрытой	1	1
1132	я героя система	1	1
1133	столь раннего зачинателя	1	1
1134	статичен в анекдоте	1	1
1135	как исполненной некоторого	1	1
1136	сообщает нечто смешное	1	1
1137	мире императивной нормы	1	1
1138	раскрытие установленного знанием	1	1
1139	героя и картины	1	1
1140	непредсказуемое стечение обстоятельств	1	1
1141	изобразителя жизни повествователя	1	1
1142	неожиданное маловероятное беспрецедентное	1	1
1143	картина мира где	1	1
1144	стилевых формах косвенной	1	1
1145	и сомнению отсюда	1	1
1146	включает в себя	1	1
1147	субъектом этического выбора	1	1
1148	субъекта жизни принципиальным	1	1
1149	потому нейтральное к	1	1
1150	мнения или понимания	1	1
1151	обладает достоверным но	1	1
1152	в.т зависит от	1	1
1153	собственно говоря и	1	1
1154	эксплицированного в тексте	1	1
1155	сознания к другому	2	1
1156	ролевого обезличенного словарного	1	1
1157	жизнепроцессе бытия это	1	1
1158	рассказчика однако диалогизм	1	1
1159	анекдотические истории не	1	1
1160	образом ориентировано на	1	1
1161	его характера инициативно-авантюрное	1	1
1162	фон романного видения	1	1
1163	кощунственное вырастающая из	1	1
1164	мире необходимости ни	1	1
1165	и прежде всего	1	1
1166	к ценностной однозначности	1	1
1167	автора с читателем	1	1
1168	глупость неуместность ошибка	1	1
1169	с языком ставят	1	1
1170	плача осмеяния тогда	1	1
1171	табу дозволенное посрамление	1	1
1172	и является в	1	1
1173	косвенной речи хотя	1	1
1174	слова говорящий здесь	1	1
1175	и реализатором самобытного	1	1
1176	в мире императивной	1	1
1177	выбирают а по	1	1
1178	в ситуации произнесения	1	1
1179	его ценностно-смысловой позиции	1	1
1180	претерпевшего к тому	1	1
1181	недостоверностью отвергает извращает	1	1
1182	чудаковатое дурацкое нередко	1	1
1183	смысл закономерно приводит	1	1
1184	о ней установка	1	1
1185	целью и ситуацией	1	1
1186	но не верифицируемым	1	1
1187	почву для жизнеописания	1	1
1188	тогда как ни	2	1
1189	анекдота или притчи	1	1
1190	выбора или субъектом	1	1
1191	такое слово анекдота	1	1
1192	компетенция рассказывающего анекдот	1	1
1193	повествуемой ситуации речевая	1	1
1194	божья повеленья сказание	1	1
1195	острота наизнанку глупость	1	1
1196	ту или иную	2	1
1197	в маркированном положении	1	1
1198	с содержанием анекдота	1	1
1199	по сути дела	2	1
1200	своей манифестации особого	1	1
1201	подобен новеллистическому герою	1	1
1202	становления и развития	1	1
1203	рассказчика не только	1	1
1204	домонологично оно объединяет	1	1
1205	не только вымышленные	1	1
1206	знания даже будучи	1	1
1207	общенародной хвалы или	1	1
1208	жанровая форма романа	1	1
1209	образа и романного	1	1
1210	жанровой схемы и	1	1
1211	рода хоровое слово	1	1
1212	а вероятностный опыт	1	1
1213	целенаправленно устремленный от	1	1
1214	и развития самоопределяющегося	1	1
1215	неуместность ошибка оговорка	1	1
1216	связь со смертью	1	1
1217	в сказании или	1	1
1218	исполнитель передаваемого текста	1	1
1219	самоопределения на чем	1	1
1220	рок и не	1	1
1221	эпос усматривает во	1	1
1222	эта позиция определяется	1	1
1223	лишь в стилевых	1	1
1224	сказании или притче	1	1
1225	явственно солирует риторический	1	1
1226	рецептивной компетенцией соответствующего	1	1
1227	запечатлевающий основу такой	1	1
1228	искусство заинтересовывать судьбой	1	1
1229	мере в какой	1	1
1230	в его личностности	1	1
1231	герой жизнеописания может	1	1
1232	высказывания в ситуации	1	1
1233	самообнаружение его характера	1	1
1234	языком ставят перед	1	1
1235	себе самому тогда	1	1
1236	остроумно находчивое или	1	1
1237	любопытство к реальному	1	1
1238	и фиксируемой иногда	1	1
1239	ни притча не	1	1
1240	собственным смыслом ни	1	1
1241	вникания в ее	1	1
1242	ответную реакцию предварительное	1	1
1243	жизнеописания как феномена	1	1
1244	к его ценностно-смысловой	1	1
1245	позиции учителя жизни	1	1
1246	наблюдения именно таковы	1	1
1247	на статус знания	1	1
1248	от своея воля	1	1
1249	беспрецедентное анекдотическим повествованием	1	1
1250	сводится к реализации	1	1
1251	двуголосого слова манифестирующего	1	1
1252	есть субъектом самоопределения	1	1
1253	слово деритуализовано инициативно	1	1
1254	быть редуцированы ср	1	1
1255	нам всегда предносится	1	1
1256	к одному из	1	1
1257	действующие лица по	1	1
1258	необыкновенное в новелле	1	1
1259	фатально непреложный и	1	1
1260	опыт становления и	1	1
1261	иных пространственно-временных масштабов	1	1
1262	возможность иной интонации	1	1
1263	себя и возможность	1	1
1264	речевой деятельности персонажа	1	1
1265	некоторой необходимости известного	1	1
1266	означала бы перевод	1	1
1267	которая своей карнавальной	1	1
1268	анекдота не столько	1	1
1269	и делает героя	1	1
1270	иной коммуникативный статус	1	1
1271	диалог персонажей здесь	1	1
1272	вяземским не обязательно	1	1
1273	форма романа неканонического	1	1
1274	солнце тысяча и	1	1
1275	слухи о происшествиях	1	1
1276	самоопределяющегося субъекта жизни	1	1
1277	ночной жанр посрамляющий	1	1
1278	в данном контексте	1	1
1279	него выступая здесь	1	1
1280	требующей для своей	1	1
1281	смертью герой жизнеописания	1	1
1282	и оцененном мире	1	1
1283	смыслов оно стремится	1	1
1284	и не окказиональный	1	1
1285	оказывается самообнаружение его	1	1
1286	и пр связь	1	1
1287	биографической личности творится	1	1
1288	нарушителем некоторых норм	1	1
1289	субъект дискурсии обладает	1	1
1290	фактически точными они	1	1
1291	в силу своей	1	1
1292	сомнению отсюда существенная	1	1
1293	от одного сознания	2	1
1294	мандельштам справедливо противопоставлял	1	1
1295	сыновей в иисусовой	1	1
1296	осмеивает всякую фатальную	1	1
1297	условием коммуникативной стратегии	1	1
1298	речевой акт притчевого	1	1
1299	и где демонстрируется	1	1
1300	попросту чудаковатое дурацкое	1	1
1301	возможна только в	1	1
1302	хаотичен а сказание	1	1
1303	тип высказывания реализующий	1	1
1304	известного предназначения когда	1	1
1305	реалистической парадигмы где	1	1
1306	столкновение индивидуальных инициатив	1	1
1307	и требующей для	1	1
1308	действующий во времени	1	1
1309	той мере в	1	1
1310	их поступки в	1	1
1311	иной жизни и	1	1
1312	масштабов и соотношений	1	1
1313	не столько от	1	1
1314	кто говорит и	2	1
1315	персонажи сказания не	1	1
1316	а сказание давшее	1	1
1317	литературе героический эпос	1	1
1318	через героя тогда	1	1
1319	соотношений такая возможность	1	1
1320	говорить о разных	1	1
1321	мира с совершенно	1	1
1322	знакомство слушателей с	1	1
1323	не столько нарушителем	1	1
1324	анекдота выбор лексики	1	1
1325	есть острота или	1	1
1326	например слухи о	1	1
1327	не может обладать	1	1
1328	коммуникативного поведения речевой	1	1
1329	двоякий жизненный опыт	1	1
1330	которое гегель именовал	1	1
1331	звучит один голос	1	1
1332	бы непосредственного присутствия	1	1
1333	диалогизированного слова прямой	1	1
1334	и сам текст	1	1
1335	отсюда существенная зависимость	1	1
1336	мира которая своей	1	1
1337	компетенция героического актанта	1	1
1338	в той мере	1	1
1339	общества фиксировавшиеся пушкиным	1	1
1340	по поводу этой	1	1
1341	герою своей необыкновенностью	1	1
1342	вследствие которого он	1	1
1343	перед ним определенные	1	1
1344	воспроизводимой в культуре	1	1
1345	это игра случая	1	1
1346	ней установка не	1	1
1347	мира романного образа	1	1
1348	судьбы а некий	1	1
1349	или убеждением значения	1	1
1350	персонажа оказывается самообнаружение	1	1
1351	сам текст анекдота	1	1
1352	возможность совершенно иной	1	1
1353	художественного высказывания в	2	1
1354	мира где персонажем	1	1
1355	смысле домонологично оно	1	1
1356	целое нашего высказывания	1	1
1357	очередь по отношению	1	1
1358	столько нарушителем некоторых	1	1
1359	жеста и как	1	1
1360	его несовместимом с	1	1
1361	а не ценностно	1	1
1362	притча не знают	1	1
1363	говорящих и слушающих	1	1
1364	судьбой отдельных лиц	1	1
1365	том что он	1	1
1366	свою очередь определяется	1	1
1367	жанром в качестве	1	1
1368	диалогизирована в первую	1	1
1369	принципиально недопустимая в	1	1
1370	перевод его в	1	1
1371	человек действующий во	1	1
1372	герое и через	1	1
1373	и составляющий морализаторскую	1	1
1374	не на раскрытие	1	1
1375	окказионального ситуативного диалогизированного	1	1
1376	иллюстрировалась общая идея	1	1
1377	до которой иные	1	1
1378	только в вероятностном	1	1
1379	ролевого действия или	1	1
1380	инициативного самообнаружения все	1	1
1381	разъединяет участников коммуникативного	1	1
1382	на чем и	1	1
1383	или вяземским не	1	1
1384	смысла уже столь	1	1
1385	непредубежденное любопытство к	1	1
1386	с совершенно иными	1	1
1387	притче он статичен	1	1
1388	из которых и	1	1
1389	разные формы скрытой	1	1
1390	продуктивный тип высказывания	1	1
1391	и сближение но	1	1
1392	определенные задания реализуют	1	1
1393	курьезная риторика окказионального	1	1
1394	предназначения когда персонажи	1	1
1395	ее содержание к	1	1
1396	притчи явственно солирует	1	1
1397	и через героя	1	1
1398	состоит в придании	1	1
1399	реализуют в нем	1	1
1400	нашего высказывания и	1	1
1401	речевая маска есть	1	1
1402	напротив дискредитирующе глупое	1	1
1403	определяется креативная компетенция	1	1
1404	является возможность совершенно	1	1
1405	к тому же	4	1
1406	фольклора являет собой	1	1
1407	занимательное неожиданное маловероятное	1	1
1408	по себе а	1	1
1409	принципиальное различие между	1	1
1410	сказание в известном	1	1
1411	требует риторики двуголосого	1	1
1412	верифицируемым знанием верификация	1	1
1413	будучи порой фактически	1	1
1414	происшествиях неофициальной жизни	1	1
1415	убеждением значения чьей-то	1	1
1416	зримого жеста и	1	1
1417	он статичен в	1	1
1418	частности форма авторства	1	1
1419	тогда как притчу	1	1
1420	романа является как	1	1
1421	парадигмы где образ	1	1
1422	до которого анекдот	1	1
1423	является как бы	1	1
1424	традиционные для него	1	1
1425	составляющий морализаторскую премудрость	1	1
1426	персонажем в акте	1	1
1427	мира как центрированная	1	1
1428	это разделение иерархично	1	1
1429	жанра представляют собой	1	1
1430	истины соответственно риторика	1	1
1431	культивируется соответствующим жанром	1	1
1432	иными границами между	1	1
1433	другие компетенции суть	1	1
1434	или напротив дискредитирующе	1	1
1435	в нем звучит	1	1
1436	биографического дискурса проявляет	1	1
1437	иного языка и	1	1
1438	поэтому анекдот невозможно	1	1
1439	с максимальной полнотой	1	1
1440	несовместимом с анекдотической	1	1
1441	жанра высказывания жанр	1	1
1442	креативная компетенция жанра	2	1
1443	смешное но обязательно	1	1
1444	например в значительной	1	1
1445	существенно связаны с	1	1
1446	персонажа то она	2	1
1447	отграниченная система смыслов	1	1
1448	которой иные сказания	1	1
1449	сколько от мастерства	1	1
1450	правило лишь в	1	1
1451	не знают становления	1	1
1452	поэтому речевая маска	1	1
1453	факультативны он и	1	1
1454	индивидуальных инициатив бытийной	1	1
1455	предел до которого	1	1
1456	подход к изучению	1	1
1457	ситуации рассказывания а	1	1
1458	риторика ролевого обезличенного	1	1
1459	сказания в принципе	1	1
1460	которого он от	1	1
1461	было и не	1	1
1462	пр связь со	1	1
1463	иной позицией соучастника	1	1
1464	обычно является сюжетообразующим	1	1
1465	рассказывать себе самому	1	1
1466	он и подобен	1	1
1467	как феномена культуры	1	1
1468	в акте выбора	1	1
1469	биография возможна только	1	1
1470	личности в противоположность	1	1
1471	на поучающего и	1	1
1472	пришел увидел победил	1	1
1473	собой лишь одну	1	1
1474	скрытой полускрытой рассеянной	1	1
1475	при всем его	1	1
