N	2gram	Tiupa_Anal_3	DiskursI
1202	или сплетни	1	1
1203	мы должны	1	1
1204	данному жанру	1	1
1205	внутренняя активность	1	1
1206	персонажи сказания	1	1
1207	но это	1	1
1208	выбирают а	1	1
1209	о жанровой	1	1
1210	компетентность восприятия	1	1
1211	в мифе	1	1
1212	читатель может	1	1
1213	все того	1	1
1214	личности и	2	1
1215	эта семантическая	1	1
1216	и рассказывающим	1	1
1217	языку поэтому	1	1
1218	в готовом	2	1
1219	здесь только	1	1
1220	нами не	1	1
1221	евангелии от	1	1
1222	адресата занимающего	1	1
1223	столь пассивным	1	1
1224	стороны бытия	1	1
1225	притчи это	1	1
1226	не знает	1	1
1227	предполагает внутренне	1	1
1228	принципиально важным	1	1
1229	стабильно дифференцированном	1	1
1230	быть признано	1	1
1231	их с	1	1
1232	или иного	1	1
1233	в отдельности	1	1
1234	в заглавие	2	1
1235	притчевого дискурса	1	1
1236	в свое	2	1
1237	неразвернутость характеристик	1	1
1238	канонической жанровой	1	1
1239	восприятия со	1	1
1240	явление культуры	1	1
1241	и поучаемого	1	1
1242	переживание переживания	1	1
1243	или преступается	1	1
1244	читателя и	2	1
1245	реализуют в	1	1
1246	в голову	1	1
1247	собой лишь	1	1
1248	весьма разнородны	1	1
1249	и другие	1	1
1250	типа есть	1	1
1251	в коммуникативной	1	1
1252	городского фольклора	1	1
1253	по причине	1	1
1254	который не	2	1
1255	какое гегель	1	1
1256	в таком	1	1
1257	случае его	1	1
