N	2gram	Tiupa_Lite_1	Hudozhes
1204	революцией xviii	1	1
1205	всего в	3	1
1206	быть назван	1	1
1207	открытое она	1	1
1208	жизни и	3	1
1209	в своих	4	1
1210	по поводу	2	1
1211	типа есть	1	1
1212	героя как	2	1
1213	сознания критериев	1	1
1214	существенный момент	1	1
1215	возможностях и	1	1
1216	или индивидуального	1	1
1217	можно назвать	1	1
1218	все что	1	1
1219	этой точки	3	1
1220	они не	1	1
1221	событий в	1	1
1222	которая не	2	1
