N	3gram	Berdyaev_O_1	Mirosoze
1017	свободы и он	1	1
1018	его интересовали люди	1	1
1019	красота есть не	1	1
1020	отношение к злу	1	1
1021	уверен что человек	1	1
1022	с неблагородной или	1	1
1023	не потому ли	1	1
1024	раскрытие глубины человека	1	1
1025	добро и зло	1	1
1026	и все вращается	1	1
1027	человеческое кажется и	1	1
1028	господа не столкнуть	1	1
1029	уж одна возможность	1	1
1030	с утра до	1	1
1031	вещь тут дьявол	1	1
1032	что он человек	1	1
1033	собственное вольное и	1	1
1034	фортепианные клавиши если	1	1
1035	к которой человечество	1	1
1036	с богом борется	1	1
1037	все противоречия вместе	1	1
1038	ничего эпического нет	1	1
1039	земле к которой	1	1
1040	и противоречит самым	1	1
1041	хаос что сам	1	1
1042	может быть он	1	1
1043	случай только один	1	1
1044	у него всегда	2	1
1045	иных случаях а	1	1
1046	существо проблематическое и	1	1
1047	своем я верю	1	1
1048	того чтобы самому	1	1
1049	слова мити карамазова	1	1
1050	вздора самой неэкономической	1	1
1051	благоразумия возникнет какой-нибудь	1	1
1052	ничего нет кроме	1	1
1053	и глупейшего и	1	1
1054	себе даже вредного	1	1
1055	ведь этот свой	1	1
1056	не так как	1	1
1057	еще люди а	1	1
1058	положительное одним словом	1	1
1059	рассудок возьмет свое	1	1
1060	состоит чтобы человек	1	1
1061	человеку у достоевского	1	1
1062	пропущенная самая выгодная	1	1
1063	так что уж	1	1
1064	именно свои фантастические	1	1
1065	он производит свои	1	1
1066	и кто знает	1	1
1067	не только бога	2	1
