N	2gram	Tiupa_Vved_1	Narrotol
1162	устрашающие коннотации	1	1
1163	собственном мире	1	1
1164	не выбирает	1	1
1165	креативного и	1	1
1166	возбуждающем некие	1	1
1167	то в	1	1
1168	за собой	1	1
1169	бесконечное число	1	1
1170	для которого	3	1
1171	сказкой которая	1	1
1172	разворачивается и	1	1
1173	с позициями	1	1
1174	барони констатирует	1	1
1175	хтонической силе	1	1
1176	образом нарративное	1	1
1177	устройства нарративного	1	1
1178	образом восходит	1	1
1179	выступающего в	1	1
1180	адресатом событийно	1	1
1181	составе литературного	1	1
1182	принципу развертывания	1	1
1183	длительности по	1	1
1184	бы и	4	1
1185	повествования бы	1	1
1186	в литературном	1	1
1187	специфический для	1	1
1188	если описательное	1	1
1189	наррации в	4	1
1190	героя однако	1	1
1191	интригу слова	1	1
1192	применительно к	1	1
1193	мира понятие	1	1
1194	текста именно	1	1
1195	участок текста	2	1
1196	читатель ждет	1	1
1197	компетенцию повествователя	1	1
1198	искушения новых	1	1
1199	т.п но	1	1
1200	чехова повествовательный	1	1
1201	проникает носитель	1	1
1202	мамы не	1	1
1203	взросления и	1	1
1204	суточного и	1	1
1205	бы не	2	1
1206	пространственно-временной системе	1	1
1207	знаки текста	1	1
1208	событийность и	1	1
1209	концом придает	1	1
1210	наиболее очевидно	1	1
1211	неотождествимостью вещей	1	1
1212	посредство волшебной	1	1
1213	без нарративной	1	1
1214	ли герой	1	1
1215	заблуждений и	1	1
1216	которого событийно	1	1
1217	героя через	1	1
1218	высокой сложности	1	1
1219	мира временнóй	1	1
1220	названными обозначенными	1	1
1221	и любая	1	1
1222	поскольку в	1	1
1223	расследования восходящая	1	1
1224	без этой	1	1
1225	собой либо	1	1
1226	перельманом для	1	1
1227	столько чем	1	1
1228	рассказ позицию	1	1
1229	предшествовал утренний	1	1
1230	и знаков	1	1
1231	на восстановлении	1	1
1232	у персонажа	1	1
1233	маркируемая как	1	1
1234	интрига повествования	1	1
1235	аспект наррации	1	1
1236	признать евангелия	1	1
1237	ею предполагается	1	1
1238	термину хронотоп	1	1
1239	присутствия чужого	1	1
1240	с их	1	1
1241	наррация прокладывает	1	1
1242	превращенный тем	1	1
1243	и смысловая	1	1
1244	примера организованности	1	1
1245	постигшей котят	1	1
1246	наполнен диегетический	1	1
1247	пост-классической нарратологиях	1	1
1248	встречается художественная	1	1
1249	строй текста	1	1
1250	прохождением через	1	1
1251	событий дано	1	1
1252	детской кухни	1	1
1253	критически соотносить	1	1
1254	возможен только	1	1
1255	замкнуто подобно	1	1
1256	размежевать невозможно	1	1
1257	единая интенциональная	1	1
1258	и событие	2	1
1259	событийности охватывается	1	1
1260	повествованиями следует	1	1
1261	вывели бы	1	1
1262	времени сюжета	1	1
1263	актантный или	1	1
1264	это такая	1	1
1265	мысли толстого	1	1
1266	этот финальный	1	1
1267	новом третьем	1	1
1268	событием однако	1	1
1269	и котятами	1	1
1270	диспозицию персонажей	1	1
1271	пространству дома	1	1
1272	котором рассказчик	1	1
1273	образ автора	2	1
1274	создается лишь	1	1
1275	есть на	1	1
1276	нарративным текстом	1	1
1277	статусного преображения	1	1
1278	составляющая суть	1	1
1279	или погибал	1	1
1280	она уникальна	1	1
1281	и воспитания	1	1
1282	строгом значении	1	1
1283	именно прерывания	1	1
1284	двух но	1	1
1285	говорения воспринимается	1	1
1286	интриге в	1	1
1287	имевшем место	1	1
1288	имплицитного адресата	1	1
1289	рода серийное	1	1
1290	смерть одного	1	1
1291	быть только	2	1
1292	рецептивное напряжение	1	1
1293	фоновых и	1	1
1294	рассказе и	1	1
1295	скорости по	1	1
1296	инструмент нарратологического	1	1
1297	некие рецептивные	1	1
1298	явления иного	1	1
1299	ценностным центром	1	1
1300	и стало	1	1
1301	кем собственно	1	1
1302	исключения нарративных	1	1
1303	возможную широту	1	1
1304	художественно-зримым пространство	1	1
1305	повествователя мастера	1	1
1306	аналогичных действий	1	1
1307	обратившись к	1	1
1308	ведет не	1	1
1309	ко сну	1	1
1310	служащим образцом	1	1
1311	открывается нам	1	1
1312	речевым строем	1	1
1313	к закрепленным	1	1
1314	нарративности своего	1	1
1315	его отграниченность	1	1
1316	им исходной	1	1
1317	событийность действительно	1	1
1318	главное в	1	1
1319	дискурсов в	1	1
1320	образом для	1	1
1321	позиционируется коммуникативный	1	1
1322	что подтверждается	1	1
1323	может состоять	1	1
1324	для рецептивной	1	1
1325	несомненным прообразом	1	1
1326	описанием семейного	1	1
1327	породило принципиально	1	1
1328	время диегетическое	1	1
1329	ее игровую	1	1
1330	концом в	1	1
1331	значимость какой	1	1
1332	мифологического субстрата	1	1
1333	выше кругу	1	1
1334	данного общества	1	1
1335	организации читательского	1	1
1336	или иному	1	1
1337	принадлежностью цепи	1	1
1338	сквозь превратности	1	1
1339	есть сюжет	1	1
1340	часто остаются	1	1
1341	бессознательно благодаря	1	1
1342	является временем	1	1
1343	пересечение семантической	1	1
1344	размежевано на	1	1
1345	преображающийся субъект	1	1
1346	служит инстанция	1	1
1347	последовательность как	1	1
1348	сказкой архаической	1	1
1349	типической имеется	1	1
1350	возможность употребления	1	1
1351	служат узнаванию	1	1
1352	интрига становилась	1	1
1353	наррататором но	1	1
1354	или существами	1	1
1355	даже полагал	1	1
1356	пространственная конфигурация	1	1
1357	события в	1	1
1358	определяется той	1	1
1359	модусом говорения	1	1
1360	самой наррацией	1	1
1361	восходящая по	1	1
1362	мифы о	1	1
1363	обычно имеет	1	1
1364	факт который	1	1
1365	являясь его	1	1
1366	другой взрослой	1	1
1367	рассказ событие	2	1
1368	если к	1	1
1369	из двенадцати	1	1
1370	не тождествен	1	1
1371	читателем по	1	1
1372	мысли рикёра	1	1
1373	нашего времени	2	1
1374	в пространственно-временной	1	1
1375	значимая параллель	1	1
1376	неопределенного горизонта	2	1
1377	живым ликом	1	1
1378	текстах такого	1	1
1379	у.х одена	1	1
1380	на жизнь	1	1
1381	нарративном дискурсе	1	1
1382	тайну или	1	1
1383	в формах	1	1
1384	романные нарративы	1	1
1385	очевидным что	1	1
1386	поддержка иначе	1	1
1387	наделяя его	1	1
1388	внутренний мир	1	1
1389	собой грандиозную	1	1
1390	нашей способности	1	1
1391	первопредках о	1	1
1392	для данной	1	1
1393	из него	1	1
1394	большой интриги	1	1
1395	катастрофическое отсутствие	1	1
1396	из необходимости	1	1
1397	увлекательное переплетение	1	1
1398	мифологикой первобытного	1	1
1399	именуемое диегесис	1	1
1400	рассказано в	2	1
1401	ложный помощник	1	1
1402	присутствующие во	1	1
1403	определяется с	1	1
1404	на этом	1	1
1405	событийных эпизодов	1	1
1406	лишь благодарю	1	1
1407	людей и	1	1
1408	своих персонажей	1	1
1409	продолжения эти	1	1
1410	обладает интерсубъективной	1	1
1411	вынуждает предположить	1	1
1412	такая постановка	1	1
1413	рефлексии и	1	1
1414	нарративных энтимем	1	1
1415	живаго данная	1	1
1416	восстановлении им	1	1
1417	меняемся не	1	1
1418	рассказать историю	1	1
1419	без исключения	2	1
1420	трех нарративных	1	1
1421	в сердцевине	2	1
1422	типический представитель	1	1
1423	в нее	1	1
1424	слушающий исходили	1	1
1425	с собой	1	1
1426	поедает котят	1	1
1427	она определяется	1	1
1428	а преображался	1	1
1429	угадывается в	1	1
1430	излагаемых происшествий	1	1
1431	общих предпосылках	1	1
1432	исходя из	2	1
1433	что является	1	1
1434	реципиентом обнаруживаются	1	1
1435	этом последнем	1	1
1436	адресату связанными	1	1
1437	творит ментальный	1	1
1438	непосредственно а	1	1
1439	должного или	1	1
1440	домом упоминаемая	1	1
1441	свойственная средневековью	1	1
1442	интенсифицируется втягивается	1	1
1443	здесь мы	1	1
1444	героя либо	1	1
1445	правило не	2	1
1446	это позиция	1	1
1447	ю.м лотман	2	1
1448	изложенного не	1	1
1449	в экстрадиегетический	1	1
1450	смысле библия	1	1
1451	[] в	1	1
1452	конкретном целом	1	1
1453	себя мы	1	1
1454	образом нарратив	1	1
1455	эпизоду вперед	1	1
1456	должны ее	1	1
1457	лишь раскрывается	1	1
1458	ни слушающий	1	1
1459	с позиций	1	1
1460	статус событийности	2	1
1461	конфигурации составляющая	1	1
1462	взаимодополнительности единством	1	1
1463	мире присущими	1	1
1464	сложности относительно	1	1
1465	любого другого	1	1
1466	подлежащего однозначной	1	1
1467	неуверенное продвижение	1	1
1468	длительность растянутую	1	1
1469	неизмеримо шире	1	1
1470	характеристики нарративного	1	1
1471	имплицитного автора	4	1
1472	нерассказанной жизни	1	1
1473	мною лицам	1	1
1474	рассказанное время	1	1
1475	оно становится	1	1
1476	а его	2	1
1477	слов практически	1	1
1478	наделив неро	1	1
1479	индивидуальных откровений	1	1
1480	как гадость	2	1
1481	механизмом коммуникативного	1	1
1482	литературно-художественной наррации	1	1
1483	миропорядка воспроизводит	1	1
1484	говоря всякое	1	1
1485	в единую	1	1
1486	характеризуют строй	1	1
1487	имплицитного читателя	1	1
1488	входит в	1	1
1489	предшествующего кризису	1	1
1490	в разрывании	1	1
1491	воскресающего героя	1	1
1492	чеховской и	1	1
1493	схождения сознаний	1	1
1494	никакой повести	1	1
1495	мира героического	1	1
1496	сюжетов или	1	1
1497	наррации гоголь	1	1
1498	две самостоятельные	1	1
1499	игнорирует этот	1	1
1500	историю отрезок	1	1
1501	ему любо	1	1
1502	по природе	1	1
1503	на горизонте	1	1
1504	трагедийному сюжету	1	1
1505	этого как	1	1
1506	отрезки итеративного	1	1
1507	физического в	1	1
1508	рассказ необходимо	1	1
1509	котором позиционируется	1	1
1510	существами но	1	1
1511	присуща всякому	1	1
1512	этом смысле	1	1
1513	точки над	1	1
1514	отца и	1	1
1515	целой жизни	1	1
1516	свободными и	1	1
1517	мире и/или	1	1
1518	это свидетельствует	1	1
1519	новой жизни	1	1
1520	добраться до	1	1
1521	в молчание	2	1
1522	религиозной художественной	1	1
1523	истории образует	1	1
1524	кроется ключ	1	1
1525	практически не	1	1
1526	четырехфазную сюжетную	1	1
1527	реального или	1	1
1528	рассказчика и	2	1
1529	в воспринимающем	1	1
1530	дискурса о	1	1
1531	текстом он	1	1
1532	[...] в	2	1
1533	маргарите например	1	1
1534	наррации состоит	1	1
1535	рассказ излагающий	1	1
1536	нет рассказывания	1	1
1537	эпос к	1	1
1538	для уверенной	1	1
1539	словом конфигурируемые	1	1
1540	когда повествовательные	1	1
1541	удивление нераздельно	1	1
1542	смыслами человеческого	1	1
1543	циклической и	1	1
1544	вариация очевидным	1	1
1545	и ошибок	1	1
1546	персонажа всегда	1	1
1547	к прельщению	1	1
1548	стороны циклическую	1	1
1549	смерть и	1	1
1550	совершить поскольку	1	1
1551	возрастной гендерной	1	1
1552	на полноту	2	1
1553	отказавшись от	1	1
1554	не сакральной	1	1
1555	ощущаемое говорящим	1	1
1556	субъект его	1	1
1557	было дальше-то?	1	1
1558	есть имя	1	1
1559	судьбой котят	3	1
1560	установок читательского	1	1
1561	чтение интрига	1	1
1562	литературного произведения	1	1
1563	совершает именно	1	1
1564	два-три таких	1	1
1565	повествовательное высказывание	1	1
1566	пространств не	1	1
1567	поскольку знаменует	1	1
1568	порой прямо	1	1
1569	испытание смертью	2	1
1570	исходили из	1	1
1571	от буквального	1	1
1572	не идентифицировать	1	1
1573	с нарративной	2	1
1574	не сводит	1	1
1575	биографического автора	2	1
1576	интереса для	1	1
1577	к которым	1	1
1578	рассказываемых событий	1	1
1579	онегине читатель	1	1
1580	этого запредельного	1	1
1581	как об	1	1
1582	молока в	1	1
1583	рассказа мысля	1	1
1584	пространственных и	1	1
1585	папа и	2	1
1586	переплетением трех	1	1
1587	по длительности	2	1
1588	и особенно	1	1
1589	аналогичная сепаратности	1	1
1590	диегетического пространства	1	1
1591	расставляющего точки	1	1
1592	для аналогичных	1	1
1593	интриги соединяющей	1	1
1594	зеркальным отображением	1	1
1595	рассказывания носит	1	1
1596	только поименованное	1	1
1597	последовательности эпизодов	1	1
1598	подобно пространству	1	1
1599	они порой	1	1
1600	исключает возможности	1	1
1601	автору и	1	1
1602	не всегда	2	1
1603	древний эпос	1	1
1604	любопытство удивление	1	1
1605	нельзя признать	1	1
1606	креативную компетенцию	1	1
1607	служит символическая	1	1
1608	несоизмеримо более	1	1
1609	о первопредках	1	1
1610	потенциально предполагаемая	1	1
1611	пространство способно	1	1
1612	невольно проникаемся	1	1
1613	и читателем	1	1
1614	в сознаниях	1	1
1615	от пространства	1	1
1616	жизни но	1	1
1617	вспомним холстомера	1	1
1618	становится и	1	1
1619	реакцию нравственный	1	1
1620	перечитывании художественного	1	1
1621	остаются безответными	1	1
1622	дать кошке	1	1
1623	т.н идеальный	1	1
1624	по удачному	1	1
1625	персонажи рассказывающие	1	1
1626	в совокупном	1	1
1627	ориентирует читателя	1	1
1628	на кухне	1	1
1629	ходу рассказывания	1	1
1630	определенного рода	1	1
1631	специфически человеческий	1	1
1632	тождественны глубинному	1	1
1633	и нулевой	1	1
1634	мировой истории	1	1
1635	обобщающих систем	1	1
1636	глубине этого	1	1
1637	грандиозную интригу	1	1
1638	в.я проппом	1	1
1639	с креативной	1	1
1640	сторона высказывания	1	1
1641	коммуникативной событийности	1	1
1642	эти миры	1	1
1643	служить интрига	1	1
1644	рождения котят	1	1
1645	на рассказ	1	1
1646	недостижимо перспектива	1	1
1647	автора и	1	1
1648	окружающей дом	1	1
1649	становится реципиентом	1	1
1650	смысловую длительность	1	1
1651	обратимся к	2	1
1652	данного нарратива	1	1
1653	структуральному подходу	1	1
1654	неотождествимость диегетического	1	1
1655	объектов которые	1	1
1656	не мог	1	1
1657	зрения нарратора	1	1
1658	между ними	1	1
1659	ценностно направленная	1	1
1660	одного и	1	1
1661	готовыми сценариями	1	1
1662	чехова иначе	1	1
1663	и конец	2	1
1664	рода слои	1	1
1665	ответом следует	1	1
1666	данного повествования	1	1
1667	диегетического времени	3	1
1668	злочастии не	1	1
1669	речи оцельняющая	1	1
1670	его иногда	1	1
1671	показаться детям	1	1
1672	на первый	1	1
1673	выросши именуя	1	1
1674	образом их	1	1
1675	или менее	2	1
1676	интенциональная ценностно	1	1
1677	перспективы распознаются	1	1
1678	все-таки что	1	1
1679	бытии подобно	1	1
1680	и завершенную	1	1
1681	о горе	1	1
1682	восходит через	1	1
1683	или поддержка	1	1
1684	ускоряющих восприятие	1	1
1685	дубликат этого	1	1
1686	выявлена и	1	1
1687	которой завязка	1	1
1688	есть в	2	1
1689	возможности оглядываний	1	1
1690	телеологична рикёр	1	1
1691	кумулятивная интрига	1	1
1692	в ходе	2	1
1693	реализована только	1	1
1694	циклов ритуальных	1	1
1695	циклической эпопейной	1	1
1696	адресата коррелирующую	1	1
1697	всего чеховской	1	1
1698	не литературное	1	1
1699	особую ценностную	1	1
1700	и разворачивается	1	1
1701	концентрирующая внимание	1	1
1702	воскресение божества	1	1
1703	эмоциональность тревога	1	1
1704	сюжетов взросления	1	1
1705	непрерывности бытия	1	1
1706	имеет продолжения	1	1
1707	вследствие такой	1	1
1708	физическому времени	1	1
1709	мифологему умирающего	1	1
1710	центров и	1	1
1711	человек и	1	1
1712	откровения упрощенным	1	1
1713	мысленно расчленяемые	1	1
1714	через призму	1	1
1715	его реакции	1	1
1716	и происходят	1	1
1717	ритуальных или	1	1
1718	на интерсубъективный	1	1
1719	создает развилку	1	1
1720	собой единством	1	1
1721	погубителем отказавшись	1	1
1722	на смеховую	1	1
1723	уступает значимости	1	1
1724	между делом	1	1
1725	претворению того	1	1
1726	его конечность	1	1
1727	предпосылках человеческого	1	1
1728	существенно отличаться	1	1
1729	оттеснять на	1	1
1730	человека как	1	1
1731	ошибок средневековое	1	1
1732	нянька кухарка	1	1
1733	в следующем	1	1
1734	выражению чехова	1	1
1735	это делает	1	1
1736	день сменяется	1	1
1737	недемонстративно плачут	1	1
1738	всяком случае	1	1
1739	выполняют нянька	1	1
1740	эти момента	1	1
1741	т.д связанные	1	1
1742	реципиентом двойной	1	1
1743	проявляются наиболее	1	1
1744	время нашего	1	1
1745	роль папы	1	1
1746	некоторого события	1	1
1747	встречаться речи	1	1
1748	однако спрашивать	1	1
1749	существовании асинхрония	1	1
1750	новейшие исследования	1	1
1751	[...] интрига	1	1
1752	ход как	1	1
1753	подходу интрига	1	1
1754	ментальному пространству	1	1
1755	правило активизирует	1	1
1756	построения интриги	1	1
1757	актуальная нарратология	1	1
1758	воспринимающем сознании	1	1
1759	или маленький	1	1
1760	происшествий однако	1	1
1761	схемы обнаруживаются	1	1
1762	обособления искушения	1	1
1763	нарратологии этим	1	1
1764	разлома одновременно	1	1
1765	этом подлежащего	1	1
1766	вторая часть	1	1
1767	взаимодействие осуществляется	1	1
1768	хранения и	1	1
1769	к христианским	1	1
1770	повествовательный вопрос	1	1
1771	как видится	1	1
1772	нулевой в	1	1
1773	нормы в	1	1
1774	высказывания смена	1	1
1775	свидетеля он	1	1
1776	этом парадоксе	1	1
1777	от времени	1	1
1778	чудо умножения	1	1
1779	предполагает предвосхищаемое	1	1
1780	которых интерес	1	1
1781	как наррация	1	1
1782	на прогулку	1	1
1783	оперативным подходом	1	1
1784	в которых	1	1
1785	функция вестника	1	1
1786	сепаратность обладает	1	1
1787	первого тома	2	1
1788	овладела оперативным	1	1
1789	глубинному автору	1	1
1790	от себя	1	1
1791	утренний чай	1	1
1792	отсутствующей уступает	1	1
1793	из земли	1	1
1794	возводится к	1	1
1795	говоря и	1	1
1796	действительно так	1	1
1797	нарративы как	1	1
1798	действии инновации	1	1
1799	физического неотождествимость	1	1
1800	вдруг точно	1	1
1801	отводимой адресату	1	1
1802	прозой привыкли	1	1
1803	своем собственном	1	1
1804	нередко означает	1	1
1805	конструктивным началом	1	1
1806	пауза подобно	1	1
1807	за ответом	1	1
1808	конкретного кадра	1	1
1809	рецептивную интенцию	1	1
1810	бескорыстной очарованности	1	1
1811	природе ментальное	1	1
1812	репрезентируется итеративным	1	1
1813	позиции наблюдательно	1	1
1814	парадоксе таится	1	1
1815	оказывается здесь	1	1
1816	и уж	1	1
1817	единым модусом	1	1
1818	некоторую собственную	1	1
1819	существования готовились	1	1
1820	определение события	1	1
1821	намеченной цели	1	1
1822	опыта здесь	1	1
1823	двойной событийности	1	1
1824	переплетение циклической	1	1
1825	группу персонажей	2	1
1826	его определенной	1	1
1827	среди неклассических	1	1
1828	эпизодов в.т	1	1
1829	мир и	1	1
1830	авантюрно-бытовой любовной	1	1
1831	возможных суждений	1	1
1832	мира нарративная	1	1
1833	и напротив	1	1
1834	началу длительность	1	1
1835	фрактальный разлом	1	1
1836	откровений легко	1	1
1837	к новой	1	1
1838	дублируется животными	1	1
1839	слушателя нет	1	1
1840	детской озабоченности	1	1
1841	предполагаемая всяким	1	1
1842	как беспрецедентный	1	1
1843	отклонениями от	1	1
1844	остается вне	1	1
1845	напряжение ожидания	1	1
1846	слушателем к	1	1
1847	наблюдениям рафаэля	1	1
1848	их актантных	1	1
1849	позицию биографического	1	1
1850	тоже аномальна	1	1
1851	той о	1	1
1852	узнавания сокрытия	1	1
1853	смысла интерсубъективная	1	1
1854	к фигуре	1	1
1855	глубинному адресату	1	1
1856	фокализатору данной	1	1
1857	либо отправку	1	1
1858	бесконечно подобно	1	1
1859	временнóй пространственный	1	1
1860	через посредство	1	1
1861	средневековые тексты	1	1
1862	бы молодец	1	1
1863	сюжетосложения кумулятивному	1	1
1864	собака поедает	1	1
1865	процессуальной непрерывности	1	1
1866	без слушателя	1	1
1867	текст итогового	1	1
1868	жизни других	1	1
1869	занять уготованную	1	1
1870	слушающий не	1	1
1871	временных примет	1	1
1872	восприятие а	1	1
1873	характеристике она	1	1
1874	наррации это	2	1
1875	мира на	2	1
1876	имеет смысл	2	1
1877	ее непосредственными	1	1
1878	стать полноценным	1	1
1879	их в	2	1
1880	не вещами	1	1
1881	рассуждает рикёр	1	1
1882	слои имплицитная	1	1
1883	необходимо причислить	1	1
1884	аспекте читательского	1	1
1885	и воскресающего	1	1
1886	значения далеко	1	1
1887	как день	1	1
1888	книжности к	1	1
1889	дядя петруша	4	1
1890	то два	1	1
1891	временем ментальным	1	1
1892	реализуем новое	1	1
1893	а протекания	1	1
1894	суммирующего ряд	1	1
1895	и долго	2	1
1896	новое и	1	1
1897	бахтин имеет	1	1
1898	свершившегося как	1	1
1899	приводит разграничение	1	1
1900	повторения преображающийся	1	1
1901	неустранимость эпизодического	1	1
1902	восприятие принципиальная	1	1
1903	поиск такого	1	1
1904	встречи креативного	1	1
1905	мире первого	1	1
1906	говоря при	1	1
1907	субъект восприятия	1	1
1908	будучи писателем	1	1
1909	связи с	1	1
1910	думают о	1	1
1911	субстрата в	1	1
1912	событии-прецеденте имевшем	1	1
1913	понятие имплицитного	1	1
1914	жизни то	2	1
1915	ожидания поскольку	1	1
1916	данного нарративного	1	1
1917	однодневным циклом	1	1
1918	но [...]	1	1
1919	широкие возможности	1	1
1920	комплекс детопожирания	1	1
1921	них звучит	1	1
1922	сознаний принципиальная	1	1
1923	сторону индивида	1	1
1924	что есть	1	1
1925	вперед пролепсис	1	1
1926	нарративного говорения	1	1
1927	преображения воскресающего	1	1
1928	в отношении	1	1
1929	интриг необходимо	1	1
1930	его полноте	1	1
1931	принадлежащие различным	1	1
1932	можно ли	1	1
1933	полноценный рассказ	1	1
1934	ни казались	1	1
1935	древними повествованиями	1	1
1936	предельно адекватного	1	1
1937	интриги то	1	1
1938	весьма значимая	1	1
1939	вспять как	1	1
1940	шедевра мы	1	1
1941	их фактическим	1	1
1942	вплоть до	1	1
1943	обращениях нарратора	1	1
1944	литература нередко	1	1
1945	доминирующим при	1	1
1946	представлений об	1	1
1947	но они	2	1
1948	и персонажи	1	1
1949	в.я проппа	1	1
1950	ожидания разворачивается	1	1
1951	для множества	2	1
1952	речь самого	1	1
1953	и служащим	1	1
1954	действующее существо	1	1
1955	рассказа следует	1	1
1956	мы переживаем	1	1
1957	идиллического хронотопа	1	1
1958	русские формалисты	1	1
1959	виртуальный континуум	1	1
1960	с которой	1	1
1961	континуальном времени	1	1
1962	представитель лишний	1	1
1963	образ читателя	1	1
1964	читателю интерес	1	1
1965	активизирует читательское	1	1
1966	и время	1	1
1967	развилку альтернативных	1	1
1968	будучи по	1	1
1969	однако имплицитного	1	1
1970	детям появляться	1	1
1971	центральную группу	2	1
1972	чужие кладовой	1	1
1973	эпопейной и	1	1
1974	в нарастании	1	1
1975	рассказе совершенно	1	1
1976	служебных персонажей	1	1
1977	из процессуальной	1	1
1978	и пост-классической	1	1
1979	таится самая	1	1
1980	художественному хотя	1	1
1981	душ определяется	1	1
1982	дом жизни	1	1
1983	дело не	1	1
1984	импульсы знания	1	1
1985	рикёру преобразует	1	1
1986	персонажей но	1	1
1987	на котором	1	1
1988	нарративную функцию	1	1
1989	делом мы	1	1
1990	между жизнью	1	1
1991	для указания	1	1
1992	конфигурациям к	1	1
1993	воспринимающего предполагает	1	1
1994	и притом	1	1
1995	здесь актант	1	1
1996	организатор коммуникативного	1	1
1997	или перипетийному	1	1
1998	до поры	1	1
1999	у кого	1	1
2000	знаменатель для	1	1
2001	смерть т.е	1	1
2002	скорей мы	1	1
2003	новое коммуникативное	1	1
2004	понимаем всю	1	1
2005	фактами реалиями	1	1
2006	второго плана	2	1
2007	не отделен	1	1
2008	в основе	3	1
2009	ждет уж	1	1
2010	нарратора за	1	1
2011	дискурсе общеизвестная	1	1
2012	описаний то	1	1
2013	аналогичной жизненной	1	1
2014	пространство дома	1	1
2015	малыми они	1	1
2016	событие интрига	1	1
2017	условное пространство	1	1
2018	котят вследствие	1	1
2019	текста напряжение	1	1
2020	актуальна бывает	1	1
2021	здесь например	1	1
2022	писал бахтин	2	1
2023	розы на	1	1
2024	в единство	1	1
2025	многочисленных лиминальных	1	1
2026	интерсубъективной взаимодополнительности	1	1
2027	здесь событийность	2	1
2028	инновации такого	1	1
2029	состав нарративного	1	1
2030	сознаний креативного	1	1
2031	непритязательным читателем	1	1
2032	чтобы стать	2	1
2033	интриг умножает	1	1
2034	и превращенный	1	1
2035	чай а	1	1
2036	составляющего основной	1	1
2037	пространства физического	1	1
2038	связаны особое	1	1
2039	напротив характеризовал	1	1
2040	субъект высказывания	1	1
2041	общериторического понятия	1	1
2042	что иное	1	1
2043	всегда имеется	1	1
2044	внутренне осуществляет	1	1
2045	к интриге	1	1
2046	мы призваны	1	1
2047	и активирует	1	1
2048	подавляющее большинство	1	1
2049	быть реализована	1	1
2050	верность императивности	1	1
2051	традиция разграничения	1	1
2052	широту мировидения	1	1
2053	являются последовательными	1	1
2054	бумажное существо	1	1
2055	радость узнавания	1	1
2056	из котят	1	1
2057	какой уникально	1	1
2058	вытекает из	1	1
2059	их картине	1	1
2060	общего миропорядка	1	1
2061	рикёр нарративная	1	1
2062	нарративной коммуникации	1	1
2063	я никак	1	1
2064	их отождествляют	1	1
2065	наррацией сколько	1	1
2066	хронотопе писал	1	1
2067	а порой	1	1
2068	животными персонажами	1	1
2069	читателю важно	1	1
2070	защищенное пространство	1	1
2071	которые ритмизуют	1	1
2072	этого обряда	1	1
2073	системы персонажей	1	1
2074	с ранней	1	1
2075	литературы нарративную	1	1
2076	конечного слова	1	1
2077	видения скрепленных	1	1
2078	пространство в	2	1
2079	папа действует	1	1
2080	была выявлена	1	1
2081	персонажем в	1	1
2082	изнаночной по	1	1
2083	художественным восприятием	1	1
2084	репрезентирующего событийный	1	1
2085	вполне ограждено	1	1
2086	замедления ускорения	1	1
2087	которые оказываются	1	1
2088	существо актант	1	1
2089	жизни не	1	1
2090	эпизодов ведущем	1	1
2091	неклассических нарративных	1	1
2092	о кошке	1	1
2093	слияние пространственных	1	1
2094	бумаги и	1	1
2095	наррации эти	1	1
2096	эффектов замедления	1	1
2097	разомкнутое пространство	1	1
2098	оно репрезентируется	1	1
2099	до их	1	1
2100	представлялось что	1	1
2101	находятся в	1	1
2102	обратим внимание	1	1
2103	такова что	1	1
2104	нарастающего напряжения	1	1
2105	беспрецедентную и	1	1
2106	отправку в	1	1
2107	устойчивая традиция	1	1
2108	котят дядя	1	1
2109	изменения исходной	1	1
2110	или недолжного	1	1
2111	необходимости вычленения	1	1
2112	нарратологии диегетическим	1	1
2113	порой ни	1	1
2114	говорящим как	1	1
2115	рассказывания рассказать	1	1
2116	имплицитный автор	3	1
2117	идентификации диегетического	1	1
2118	лотман напротив	1	1
2119	с нами	1	1
2120	это сделать	1	1
2121	энтимем напротив	1	1
2122	идиллический хронотоп	1	1
2123	к кумулятивному	1	1
2124	только внешне	1	1
2125	забудьте дать	1	1
2126	обычно выделяют	1	1
2127	носителем функции	1	1
2128	о тайне	1	1
2129	квантом событийного	1	1
2130	эпизодов к	1	1
2131	запредельного пространства	1	1
2132	протяженность диегетического	1	1
2133	и отцовского	1	1
2134	сознаний по	1	1
2135	него мире	1	1
2136	что дети	1	1
2137	видится фокализатору	1	1
2138	излагаемая история	1	1
2139	бы малыми	1	1
2140	рифмы розы	1	1
2141	или забеганий	1	1
2142	преображался или	1	1
2143	об условиях	1	1
2144	нарративной интенции	1	1
2145	но дискурса	1	1
2146	диегетическому миру	1	1
2147	история прежде	1	1
2148	xvii частью	1	1
2149	концовки завершающего	1	1
2150	дидактических повествований	1	1
2151	персонажа в	2	1
2152	смешивать с	1	1
2153	а лишь	2	1
2154	и после	1	1
2155	коррелирующую с	1	1
2156	лиминальная схема	1	1
2157	любовной и	1	1
2158	с читателем	1	1
2159	к мифу	1	1
2160	другого пространства	1	1
2161	ритмизуют неуверенное	1	1
2162	нарратором а	1	1
2163	и теперь	1	1
2164	чужой мир	1	1
2165	в тайну	1	1
2166	действий в	1	1
2167	письменно запечатленного	1	1
2168	признать риторическую	1	1
2169	от действительного	1	1
2170	кумулятивной схема	1	1
2171	ящик для	1	1
2172	к широко	1	1
2173	сегментов наррации	1	1
2174	сюжет в	1	1
