N	2gram	Tiupa_Hudo_1	Analitik
1190	стороны художественной	1	1
1191	актуализировано на	1	1
1192	для возникновения	2	1
1193	распределенности текста	1	1
1194	или менее	5	1
1195	голосов представленных	1	1
1196	начале этой	1	1
1197	ряда и	1	1
1198	как чередование	1	1
1199	каким диалогическим	1	1
1200	читателем в	1	1
1201	формы высказывания	1	1
1202	я с	5	1
1203	своей эстетической	3	1
1204	числом слогов	1	1
1205	кадр внутреннего	1	1
1206	не обретает	1	1
1207	речь выступая	1	1
1208	с субъектом	1	1
1209	членения и	1	1
1210	с этой	1	1
1211	к понятию	1	1
1212	слова и	2	1
1213	длиной ритмических	1	1
1214	в любом	1	1
1215	варваризмы неологизмы	1	1
1216	будучи принципом	1	1
1217	на которой	1	1
1218	своей коммуникативной	1	1
1219	только для	1	1
1220	композиционных субъектов	1	1
1221	своих других	1	1
1222	обнаруживается еще	1	1
1223	конкретном целом	1	1
1224	при условии	2	1
1225	эстетического субъекта	3	1
1226	всей субъектной	1	1
1227	с этими	1	1
1228	составляет своего	1	1
1229	осмысленном и	1	1
1230	коммуникативным событием	1	1
1231	перед нами	1	1
1232	выбора лингвистических	1	1
1233	встрече с	1	1
1234	эстетическим объектом	1	1
1235	кротким мягким	1	1
1236	текстовых показателей	1	1
1237	средств осуществление	1	1
1238	тихая добродушная	1	1
1239	не является	4	1
1240	за его	1	1
1241	в воображении	3	1
1242	известной степени	3	1
1243	примет в	1	1
1244	в мировой	1	1
1245	дневного ночного	1	1
1246	обращенного к	1	1
1247	личность героя	1	1
1248	с кротким	1	1
1249	постепенно углубляемая	1	1
1250	внутреннего слуха	2	1
1251	и частной	1	1
1252	лишь поименованное	1	1
1253	сколько бы	1	1
1254	художественного текста	13	1
1255	в субъектной	1	1
1256	это хронотоп	2	1
1257	значимы при	1	1
1258	подчеркивал м.м	1	1
1259	обладают не	1	1
1260	число композиционных	1	1
1261	всю субъектную	1	1
1262	определенным диалогическим	1	1
1263	б построение	1	1
1264	жанр в	1	1
1265	например не	1	1
1266	себя самого	1	1
1267	от него	1	1
1268	один отдельный	1	1
1269	мягким взглядом	1	1
1270	в литературной	1	1
1271	отдельный кадр	1	1
1272	тем более	1	1
1273	и как	3	1
1274	в исходном	1	1
1275	ни к	2	1
1276	зрения в	1	1
1277	система мотивов	1	1
1278	действительной жизни	1	1
1279	спадов бенвенист	1	1
1280	литературной практике	1	1
1281	своей внутренней	2	1
1282	следит за	1	1
1283	глоссализация текста	1	1
1284	второй и	1	1
1285	ту форму	1	1
1286	же в	1	1
1287	в равной	2	1
1288	всю полноту	1	1
1289	отношении к	2	1
1290	в системе	2	1
1291	щеки на	1	1
1292	движений текста	1	1
1293	внутреннее я	1	1
1294	порядок фокусирующих	1	1
1295	объектных деталей	1	1
1296	мягкую белую	1	1
1297	слово в	1	1
1298	позволяет говорить	1	1
1299	в романе	3	1
1300	ее взаимоналожениях	1	1
1301	героя и	5	1
1302	из тех	2	1
1303	обратим внимание	1	1
1304	стороны всякая	1	1
1305	быть признано	1	1
1306	конструктивную основу	1	1
1307	не сами	2	1
1308	создают эффект	1	1
1309	не что	1	1
1310	говорящего иначе	1	1
1311	читаем это	1	1
1312	из этого	2	1
1313	речевой строй	1	1
1314	центра этого	1	1
1315	как упорядоченная	1	1
1316	барышня с	1	1
1317	на это	1	1
1318	и рецептивного	1	1
1319	рассказе чехова	1	1
1320	тексте а	1	1
1321	просто не	1	1
1322	весьма простых	1	1
1323	без исключения	4	1
1324	характеризуется тем	1	1
1325	собой лишь	1	1
1326	глоссой нейтральной	1	1
1327	ее в	2	1
1328	этой точки	1	1
1329	которого только	1	1
1330	героя как	1	1
1331	художественной целостности	3	1
1332	иронически дискредитирует	1	1
1333	шею с	1	1
1334	малый отрезок	1	1
1335	субъектная организация	1	1
1336	значение в	1	1
1337	точно так	1	1
