N	2gram	Tiupa_Narr_1	DiskursI
1185	содержанию анекдота	1	1
1186	нас в	1	1
1187	не заключает	1	1
1188	неодинаковым историческим	1	1
1189	риторики в	1	1
1190	в конечном	3	1
1191	механизмом активизации	1	1
1192	не событиям	1	1
1193	строго отграниченная	1	1
1194	наррации а	1	1
1195	убеждения организующего	1	1
1196	к нему	5	1
1197	названные типы	1	1
1198	анекдотические истории	1	1
1199	греймасом и	1	1
1200	том или	2	1
1201	и всю	1	1
1202	ряду родовых	1	1
1203	формой авторства	1	1
1204	адресата притчи	1	1
1205	субъект дискурсии	1	1
1206	речевая маска	5	1
1207	речевого целого	1	1
1208	складывается из	2	1
1209	слово общенародной	1	1
1210	нет у	2	1
1211	высказываний как	2	1
1212	состоит именно	2	1
1213	отметить что	1	1
1214	свидетеля и	1	1
1215	как коммуникативное	2	1
1216	утрачивает свою	1	1
1217	чем и	1	1
1218	не занять	1	1
1219	ему позиции	1	1
1220	деяния или	1	1
1221	вслед за	4	1
1222	наконец в	2	1
1223	сказания субъект	1	1
1224	твердым композиционным	1	1
1225	есть событие	1	1
1226	еще только	1	1
1227	историческим возрастом	1	1
1228	человека как	1	1
1229	и существенно	1	1
1230	слушателя в	1	1
1231	героический эпос	1	1
1232	строим свою	1	1
1233	как прямая	1	1
1234	в эпическом	1	1
1235	на поучающего	1	1
1236	к сообщаемому	2	1
1237	герой в	1	1
1238	нем излагается	1	1
1239	известном смысле	2	1
1240	ситуации произнесения	1	1
1241	они хотят	1	1
1242	сюжетом но	1	1
1243	ожиданий порождаемых	1	1
1244	является своего	1	1
1245	окказиональная случайностная	1	1
1246	тот свет	1	1
1247	какой перечислены	1	1
1248	природе суть	1	1
1249	с ними	1	1
1250	сами участвуем	1	1
1251	одного сознания	2	1
1252	композиционная форма	1	1
1253	известного рода	1	1
1254	к общенародной	1	1
1255	которые будучи	1	1
1256	уготованной ему	1	1
1257	вступление в	1	1
1258	в интриганстве	1	1
1259	которое мы	1	1
1260	удовлетворение ожиданий	1	1
1261	предполагающем удовлетворение	1	1
1262	содержанием анекдота	1	1
1263	до нас	1	1
1264	он уже	2	1
1265	нормы а	1	1
1266	шмида к	1	1
1267	бахтин может	1	1
1268	всех его	2	1
1269	открывает перед	1	1
1270	фрейденберг был	1	1
1271	кристаллизацией личного	1	1
1272	или же	1	1
1273	события эти	1	1
1274	имеет своим	1	1
1275	к категориям	1	1
1276	архетипических деяний	1	1
1277	его завершения	1	1
1278	в уста	1	1
1279	со всеми	1	1
1280	оно объединяет	1	1
1281	до наших	1	1
1282	запечатленного в	1	1
1283	произнесения сказания	1	1
1284	ценностной дистанции	1	1
1285	дж фрэзером	1	1
1286	притчевого назидания	1	1
1287	суть не	1	1
1288	тема тот	1	1
1289	репродуктивной компетентностью	1	1
1290	не предначертанность	1	1
1291	поскольку мы	1	1
1292	сказания еще	1	1
1293	свою родину	1	1
1294	ее а	1	1
1295	разные времена	1	1
1296	и внезакономерных	1	1
1297	этого понятия	2	1
1298	позиция активного	1	1
1299	в нашей	1	1
1300	ощущаться завершенная	1	1
1301	то и	1	1
1302	с собственно	1	1
1303	кэте фридеманн	1	1
1304	сказания не	1	1
1305	если в	3	1
1306	форме например	1	1
1307	нравственный закон	1	1
1308	есть монолог	1	1
1309	и составляющий	1	1
1310	адресатом некоего	1	1
1311	слова не	1	1
1312	человеческой деятельности	1	1
1313	неожиданное маловероятное	1	1
1314	касается ментальной	1	1
1315	в известном	2	1
1316	его текст	1	1
1317	следовательно предметно-смысловые	1	1
1318	легендарно-историческое предание	1	1
1319	но от	2	1
1320	его и	1	1
1321	существенно меняет	1	1
1322	ту или	2	1
1323	высказывания которые	1	1
1324	суть то	1	1
1325	очевидно что	1	1
1326	от понятия	1	1
1327	ценностное уплотнение	1	1
1328	система смыслов	1	1
1329	категориям а	1	1
1330	притчевого типа	1	1
1331	которая может	1	1
1332	в прошлом	3	1
1333	в конце	1	1
1334	граница между	1	1
1335	не о	3	1
1336	может служить	1	1
1337	мы можем	1	1
1338	не случайно	2	1
1339	смыслов оно	1	1
1340	или диалогической	1	1
1341	каждый из	2	1
1342	при отсутствии	1	1
1343	хх столетия	1	1
1344	есть принадлежат	1	1
1345	поскольку ни	1	1
1346	его вступление	1	1
1347	нормы то	1	1
1348	субъекта жизни	1	1
1349	следует понимать	1	1
1350	как раз	2	1
1351	присутствует как	1	1
1352	или ином	2	1
1353	говорящий здесь	1	1
1354	стилю в	1	1
1355	последнее принадлежит	1	1
1356	автора как	1	1
1357	покидающих свою	1	1
1358	или напротив	4	1
1359	и строго	1	1
1360	предметно-смысловые формы	1	1
1361	на статус	1	1
1362	как формулирует	1	1
1363	для слушателей	1	1
1364	формах косвенной	1	1
1365	представляют собой	2	1
1366	нарратора в	1	1
1367	детях покидающих	1	1
1368	знакомством с	1	1
1369	целое нашего	1	1
1370	сыновей в	1	1
1371	времена различные	1	1
1372	в новейшее	1	1
1373	с повествовательной	1	1
1374	между которыми	1	1
1375	в области	2	1
1376	притче универсального	1	1
1377	себе они	1	1
1378	до сих	1	1
1379	составляющий морализаторскую	1	1
1380	будучи порой	1	1
1381	это пока	1	1
1382	связаны с	1	1
1383	всем мыслью	1	1
1384	божья повеленья	1	1
1385	а именно	3	1
1386	романного образа	1	1
1387	согласно весьма	1	1
1388	предполагает и	1	1
1389	непреложный и	1	1
1390	и прежде	1	1
1391	было бы	4	1
1392	трактовали не	1	1
1393	повествования о	1	1
1394	было и	1	1
1395	же о	1	1
1396	тематические и	1	1
1397	себя и	2	1
1398	нового времени	2	1
1399	о ее	1	1
1400	эту форму	1	1
1401	его из	1	1
1402	картину мира	2	1
1403	говорит о	2	1
1404	определенные задания	1	1
1405	здесь присутствует	1	1
1406	в хх	1	1
1407	равной степени	1	1
1408	иерархично оно	1	1
1409	равнодостойности сознаний	1	1
1410	выступает в	2	1
1411	и оцененном	1	1
1412	характеристике о.м	1	1
1413	лица по	1	1
1414	всех прочих	1	1
1415	от этого	1	1
1416	есть к	1	1
1417	морализаторскую премудрость	1	1
1418	и неоспоримый	1	1
1419	как композиционно	1	1
1420	жанра высказывания	1	1
1421	текста это	1	1
1422	значимого для	1	1
1423	стремится к	1	1
1424	ничем не	1	1
1425	не на	2	1
1426	что случилось	1	1
1427	авторства как	1	1
1428	места времени	1	1
1429	осуществлено только	1	1
1430	здесь действующие	1	1
1431	предначертанность судьбы	1	1
1432	историей которая	1	1
1433	пристрастной интерпретации	1	1
1434	нарративного текста	4	1
1435	объединены в	1	1
1436	повествуемого мира	3	1
1437	пассивным как	1	1
1438	от жанра	1	1
1439	практике может	1	1
1440	который окружал	1	1
1441	разных местах	1	1
1442	премудрость притчевого	1	1
1443	круговорот жизни	1	1
1444	несмотря на	2	1
1445	в связи	2	1
1446	на передний	1	1
1447	что жанр	1	1
1448	верифицируемым знанием	1	1
1449	выбора осуществляется	1	1
1450	текста если	1	1
1451	это лишь	1	1
1452	целого следовательно	1	1
1453	и побудило	1	1
1454	как представляется	2	1
1455	чужой стране	1	1
1456	как это	6	1
1457	некоторые из	1	1
1458	человека к	1	1
1459	некий нравственный	1	1
1460	наделенного репродуктивной	1	1
1461	не удается	1	1
1462	образуется в	1	1
1463	мифа в	1	1
1464	восходит к	3	1
1465	персонажи не	1	1
1466	вниманием к	1	1
1467	преступается не	1	1
1468	вид сюжетных	1	1
1469	жанровые зародыши	1	1
1470	устремленный от	1	1
1471	бытуют как	1	1
1472	этого жанрового	1	1
1473	в область	2	1
1474	междуязычны интернациональны	1	1
1475	оно существует	1	1
1476	творится окказиональная	1	1
1477	если оно	1	1
1478	смешное но	1	1
1479	значимого со-бытия	1	1
1480	наряду с	2	1
1481	в той	6	1
1482	однако эти	1	1
1483	двух сыновей	1	1
1484	с текстами	1	1
1485	проблема речевых	1	1
1486	текста где	1	1
1487	исторически сложившихся	1	1
1488	тип высказывания	1	1
1489	достоверным но	1	1
1490	с точкой	2	1
1491	составляет один	1	1
1492	любопытное занимательное	1	1
1493	дифференцированном и	1	1
1494	событие о	1	1
1495	когда она	1	1
1496	персонажа то	2	1
1497	да и	4	1
1498	ним определенные	1	1
1499	слово сказания	1	1
1500	организующего учительный	1	1
1501	направленного на	2	1
1502	созерцающего ума	1	1
1503	сделала его	1	1
1504	как слушатели-читатели	1	1
1505	динамизмом произведения	1	1
1506	кого-то деяния	1	1
1507	в современной	1	1
1508	поэтому жанры	1	1
1509	мировой истории	1	1
1510	архитектоническая форма	2	1
1511	новейшее время	1	1
1512	понимать как	1	1
1513	будет адекватным	1	1
1514	этого слова	2	1
1515	в чистом	1	1
1516	схемы и	1	1
1517	только о	2	1
1518	однако он	1	1
1519	производящего текст	1	1
1520	своей карнавальной	1	1
1521	разделение иерархично	1	1
1522	высказывания жанр	1	1
1523	быть и	1	1
1524	аналогии с	1	1
1525	правило лишь	1	1
1526	с историей	1	1
1527	дискурсии и	1	1
1528	впрочем не	1	1
1529	ее тема	1	1
1530	только исполнитель	1	1
1531	сих пор	1	1
1532	читателя или	4	1
1533	о его	1	1
1534	не об	1	1
1535	рассказе о	2	1
1536	в чем	1	1
1537	форме определенной	1	1
1538	аномалий который	1	1
1539	в смысле	1	1
1540	поэтике здесь	1	1
1541	тому или	1	1
1542	это явление	1	1
1543	при всем	2	1
1544	культурного феномена	1	1
1545	под названием	1	1
1546	тех или	1	1
1547	ибо нарратив	1	1
1548	обладает достоверным	1	1
1549	в книге	1	1
1550	композиционным костяком	1	1
1551	прахудожественными речевыми	1	1
1552	или происшествия	1	1
1553	в следующей	1	1
1554	для полноценного	1	1
1555	и времени	1	1
1556	в начальной	1	1
1557	случаях когда	1	1
1558	указать на	1	1
1559	к норме	1	1
1560	стороны адресата	2	1
1561	о событии	1	1
1562	а матрица	1	1
1563	притчи может	1	1
1564	не существует	3	1
1565	определенные возможности	1	1
1566	однократных и	2	1
1567	архитектонические формы	1	1
1568	был всем	1	1
1569	в результате	2	1
1570	времени сохранили	1	1
1571	свою актуальность	1	1
1572	которая в	2	1
1573	рассмотренная выше	1	1
1574	персонажем в	1	1
1575	артур данто	1	1
1576	судьбы а	1	1
1577	внутренне свободного	1	1
1578	нечто смешное	1	1
1579	предносится целое	1	1
1580	не одной	1	1
1581	для современной	1	1
1582	в собственно	1	1
1583	от того	1	1
1584	тем более	2	1
1585	или сплетни	1	1
1586	едином но	1	1
1587	и состава	1	1
1588	внутренняя активность	1	1
1589	надо полагать	2	1
1590	персонажи сказания	1	1
1591	нераздельное единство	1	1
1592	но это	1	1
1593	превратился в	1	1
1594	выбирают а	1	1
1595	в мировом	1	1
1596	для производящего	1	1
1597	репродуктивной рецепцией	1	1
1598	различные эпохи	1	1
1599	компетентность восприятия	1	1
1600	читатель может	1	1
1601	и ж	1	1
1602	природа будучи	1	1
1603	мифа который	1	1
1604	не являются	2	1
1605	и рассказывающим	1	1
1606	в системе	1	1
1607	языку поэтому	1	1
1608	в готовом	1	1
1609	здесь только	1	1
1610	нами не	2	1
1611	получило наименование	1	1
1612	останется не	1	1
1613	адресата занимающего	1	1
1614	столь пассивным	1	1
1615	слове писал	1	1
1616	притчи это	1	1
1617	не знает	1	1
1618	предполагает внутренне	1	1
1619	отношением к	1	1
1620	новой риторики	1	1
1621	речи и	1	1
1622	стабильно дифференцированном	1	1
1623	существом словом	1	1
1624	жанры от	1	1
1625	бесконечно репродуцируемых	2	1
1626	и составляют	1	1
1627	нарративности как	1	1
1628	или иного	2	1
1629	повеленья сказание	1	1
1630	культуры в	1	1
1631	для кого-то	2	1
1632	притчевого дискурса	1	1
1633	виде целенаправленно	1	1
1634	в свое	1	1
1635	восприятия со	1	1
1636	как коммуникативного	1	1
1637	и поучаемого	1	1
1638	мира т.е	1	1
1639	или преступается	1	1
1640	как культурного	1	1
1641	организующий принцип	2	1
1642	реализуют в	1	1
1643	длительности и	1	1
1644	собой лишь	1	1
1645	также не	1	1
1646	весьма разнородны	1	1
1647	к повторению	1	1
1648	другому что	1	1
1649	типа есть	1	1
1650	ценностного урока	1	1
1651	в коммуникативной	1	1
1652	городского фольклора	1	1
1653	событие не	4	1
1654	событий в	2	1
1655	который не	1	1
1656	в таком	2	1
1657	в роли	2	1
1658	случае его	1	1
