N	2gram	Tiupa_Anal_3	DiskursI
1168	мужиком в	1	1
1169	к той	1	1
1170	непристойность необыкновенное	1	1
1171	это по	2	1
1172	не обладает	1	1
1173	внутреннего мира	1	1
1174	и строго	1	1
1175	и анекдоту	1	1
1176	атласе да	1	1
1177	лирическим субъектом	1	1
1178	поэтому анекдот	1	1
1179	общечеловеческими ценностями	1	1
1180	были бы	3	1
1181	примере такой	1	1
1182	гробовщика и	2	1
1183	не объедешь	2	1
1184	русской поэзии	2	1
1185	того что	1	1
1186	в финале	3	1
1187	пушкину сопрягать	1	1
1188	случае так	1	1
1189	как сильно	1	1
1190	форма авторства	3	1
1191	между которыми	1	1
1192	лучшей драгоценнейшей	1	1
1193	к статусу	1	1
1194	русское сердце	1	1
1195	обращении к	1	1
1196	этих повестей	1	1
1197	этот тезис	1	1
1198	младший офицерский	1	1
1199	к жанровой	1	1
1200	о своем	2	1
1201	и между	1	1
1202	как новеллы	1	1
1203	еще и	3	1
1204	во второй	7	1
1205	являются компактность	1	1
1206	слово притчи	1	1
1207	выражения все	1	1
1208	к однозначности	1	1
1209	мира это	1	1
1210	герой притчи	1	1
1211	и др	1	1
1212	неканонического жанра	1	1
1213	поэтики обоих	1	1
1214	серьезностью осуществляющие	1	1
1215	компетентность предполагающая	1	1
1216	в романе	2	1
1217	слезы свидания	1	1
1218	диалогизированного слова	1	1
1219	между ними	1	1
1220	индивидуального интимного	1	1
1221	сталкиваются лицом	1	1
1222	анекдоту их	1	1
1223	субъект объект	1	1
1224	является ни	1	1
1225	муках совести	1	1
1226	умения отрешиться	1	1
1227	превращается в	1	1
1228	своем анекдот	1	1
1229	улицу вместе	1	1
1230	случайном венчании	1	1
1231	на этот	1	1
1232	нарушение табу	1	1
1233	побега и	1	1
1234	живой без	1	1
1235	интонация столь	1	1
1236	сколько в	1	1
1237	обязан он	1	1
1238	анекдотичность сюжетов	1	1
1239	повести с	1	1
1240	его как	3	1
1241	на передний	1	1
1242	отвергает извращает	1	1
1243	отношении текст	1	1
1244	там где	2	1
1245	предел до	1	1
1246	автор стирает	1	1
1247	от канонической	1	1
1248	и вненациональному	1	1
1249	воля а	1	1
1250	в одно	1	1
1251	читателя что	1	1
1252	владимир планирует	1	1
1253	первом примечании	1	1
1254	билось русское	1	1
1255	пословично-афористическую сентенцию	1	1
1256	анекдот легко	1	1
1257	правда очевидно	1	1
1258	в пушкинском	2	1
1259	к лицу	1	1
1260	на фоне	1	1
1261	белкинских текстов	1	1
1262	а дорога	1	1
1263	анекдота это	1	1
1264	вольному воля	1	1
1265	передний план	1	1
1266	на чем	1	1
1267	предполагающий возможность	1	1
1268	этими атрибутами	1	1
1269	как это	3	1
1270	а завтра	1	1
1271	части не	1	1
1272	марьи гавриловны	3	1
1273	в предыдущей	1	1
1274	сути дела	1	1
1275	этого момента	1	1
1276	действия словом	1	1
1277	в особенности	3	1
1278	требует от	1	1
1279	притчевого мышления	1	1
1280	мнению присуще	1	1
1281	следует анекдот	1	1
1282	из которых	1	1
1283	слово деритуализовано	1	1
1284	горе ее	1	1
1285	по своему	2	1
1286	самых событий	1	1
1287	устная интонация	1	1
1288	лицом к	1	1
1289	концепцию цикла	1	1
1290	для анекдота	1	1
1291	в европейской	1	1
1292	применении к	1	1
1293	сердце при	1	1
1294	без гроба	1	1
1295	для первого	1	1
1296	сознается что	1	1
1297	тогдашних офицеров	1	1
1298	диалогической ситуации	1	1
1299	и барышни-крестьянки	1	1
1300	его величия	1	1
1301	дифференцированном и	1	1
1302	художественного мира	1	1
1303	это его	1	1
1304	человек мирной	1	1
1305	да и	2	1
1306	судьбы но	1	1
1307	кто из	1	1
1308	недостаточность психологических	1	1
1309	бутылку или	1	1
1310	путь в	1	1
1311	юноше но	1	1
1312	когда на	1	1
1313	по-английски разоряться	1	1
1314	с голью	1	1
1315	глупость неуместность	1	1
1316	даже в	2	1
1317	так беспрецедентно	1	1
1318	под названием	1	1
1319	мастерства рассказчика	1	1
1320	шпорах демонстративно	1	1
1321	фразы обнаруживается	1	1
1322	в поступках	1	1
1323	бытия с	1	1
1324	священного новелла	1	1
1325	на пути	2	1
1326	внутреннюю меру	2	1
1327	и от	2	1
1328	метут улицу	1	1
1329	которого пушкинские	1	1
1330	речевого общения	1	1
1331	было сказано	1	1
1332	возможность одновременного	1	1
1333	время от	1	1
1334	оба они	1	1
1335	чья жизнь	1	1
1336	этом и	1	1
1337	свою жизненную	1	1
1338	что касается	3	1
1339	прохорова халат	1	1
1340	знать у	1	1
1341	гусарства отставного	1	1
1342	один из	2	1
1343	коего мы	1	1
1344	беспрецедентно оригинальная	1	1
1345	герои сильвио	1	1
1346	но с	2	1
1347	анекдот конденсируется	1	1
1348	паремии редуцированная	1	1
1349	к судьбе	1	1
1350	умершее солнце	1	1
1351	событий вследствие	1	1
1352	куда нам	1	1
1353	анекдота белкин	1	1
1354	емкостью ситуации	1	1
1355	поэтики которая	1	1
1356	живет и	1	1
1357	по схеме	1	1
1358	в стихотворении	1	1
1359	о событии	1	1
1360	вы смеетесь	1	1
1361	притчи может	1	1
1362	мотивировок в	1	1
1363	формы и	1	1
1364	обряда инициации	1	1
1365	является сюжетообразующим	1	1
1366	мы по-русски	1	1
1367	ролевых границ	1	1
1368	белкинской книги	1	1
1369	уверяем читателя	1	1
1370	его не	3	1
1371	хома брут	1	1
1372	трагизма в	1	1
1373	в повествовании	1	1
1374	два имени	1	1
1375	когда он	2	1
1376	стрелке-мухобое вы	1	1
1377	обращается к	1	1
1378	как сам	2	1
1379	пушкинские повести	1	1
1380	оказывается отмеченный	1	1
1381	на границах	1	1
1382	в динамике	1	1
1383	осуществляющие некий	1	1
1384	мифологического предания	2	1
1385	стороны в	1	1
1386	уже неоднократно	1	1
1387	от всего	1	1
1388	будто бы	1	1
1389	не зрелому	1	1
1390	о жанровой	1	1
1391	присутствия я	3	1
1392	минута тогда	1	1
1393	же в	2	1
1394	от нудительной	1	1
1395	хотя в	2	1
1396	в искусстве	2	1
1397	анекдот и	2	1
1398	в равной	1	1
1399	жанрового состава	1	1
1400	но всегда	2	1
1401	примеряя ее	1	1
1402	острота наизнанку	1	1
1403	в новый	1	1
1404	в готовом	2	1
1405	к самому	1	1
1406	контрапункт пронизывающий	1	1
1407	равной степени	1	1
1408	венчании бурмин	1	1
1409	отведенной ему	1	1
1410	одной из	1	1
1411	пределе своем	1	1
1412	а о	1	1
1413	от мастерства	1	1
1414	не твое	1	1
1415	первых двух	1	1
1416	не говоря	1	1
1417	притча не	1	1
1418	сказать что	2	1
1419	сюжета герой	1	1
1420	стабильно дифференцированном	1	1
1421	их с	1	1
1422	детей становится	1	1
1423	сочинений как	1	1
1424	и безымянного	1	1
1425	он предполагает	1	1
1426	в заглавие	2	1
1427	из этого	1	1
1428	неразвернутость характеристик	1	1
1429	восприятия со	1	1
1430	занимает в	1	1
1431	и шлафорк	1	1
1432	притча живой	1	1
1433	переживание переживания	1	1
1434	мертвый без	1	1
1435	неуместность ошибка	1	1
1436	для рассказчика	1	1
1437	собственной ситуации	1	1
1438	кощунство и	1	1
1439	повести которая	1	1
1440	белкин и	1	1
1441	в голову	1	1
1442	общими для	1	1
1443	свободного выбора	1	1
1444	ее в	1	1
1445	словесное кощунство	1	1
1446	отроками возвращались	1	1
1447	городского фольклора	1	1
1448	что повести	2	1
1449	границах литературного	1	1
1450	нарративного высказывания	1	1
1451	и скуфья	1	1
1452	во всяком	2	1
