N	2gram	Tiupa_Disk_2	TeoriaLi
1188	из этого	1	1
1189	поведения в	3	1
1190	только о	1	1
1191	недопустимая в	1	1
1192	столько от	1	1
1193	переживание переживания	1	1
1194	картина жизни	1	1
1195	включает в	1	1
1196	кощунство и	1	1
1197	здесь обычно	1	1
1198	жизни и	3	1
1199	также может	1	1
1200	свободного выбора	1	1
1201	учителя жизни	1	1
1202	ее в	1	1
1203	словесное кощунство	1	1
1204	в своих	6	1
1205	острота наизнанку	1	1
1206	запечатлевающий основу	1	1
1207	автора с	1	1
1208	трагическое я	1	1
1209	прямой речи	1	1
1210	преломляющая несобственно-прямая	1	1
1211	можно назвать	4	1
