2gram	Tiupa_LitereturaIMentalnost_partition_part2_wordlist_2gram	Tiupa_LitereturaIMentalnost_partition_part3_wordlist_2gram
сознания авторитарного	1	1
собою без	1	1
ничего абсолютно	1	1
и.п смирнова	1	1
социалистической культурной	1	1
к ее	1	1
и последовательно	1	1
одновременно не	1	2
а также	4	2
жизнь читателя	1	1
в причастности	1	1
читателя всю	1	1
приходит к	1	1
