N	2gram	Vinokur_St	RusskieA
1320	кто в	1	1
1321	где их	1	1
1322	не исключается	1	1
1323	и условных	1	1
1324	совершенно точно	1	1
1325	как она	1	1
1326	от в	1	1
1327	е не	2	1
1328	из различных	1	1
1329	говорят о	1	1
1330	является не	4	1
1331	другом месте	2	1
1332	при таком	2	1
1333	стремление к	3	1
1334	к концу	3	1
1335	ли не	2	1
1336	и могут	1	1
1337	этого вопроса	3	1
1338	в такой	2	1
1339	не оставляют	2	1
1340	разницы между	1	1
1341	были не	2	1
1342	те из	1	1
1343	это было	2	1
1344	так а	2	1
1345	в каждой	1	1
1346	еще очень	1	1
1347	использована также	1	1
1348	из разных	1	1
1349	и таким	1	1
1350	и представляют	1	1
1351	i при	1	1
1352	еще с	1	1
1353	в меру	1	1
1354	нельзя было	1	1
1355	ему не	3	1
1356	не прибавляют	1	1
1357	без всякой	3	1
1358	того или	4	1
1359	евгений онегин	3	1
1360	его словам	1	1
1361	работы но	1	1
1362	и эти	2	1
1363	этих строк	1	1
1364	в полной	1	1
1365	каждая из	1	1
1366	пр в	1	1
1367	значение так	1	1
1368	и новым	1	1
1369	которая для	1	1
1370	на один	1	1
1371	при посредстве	1	1
1372	по дороге	1	1
1373	чтобы было	1	1
1374	две стороны	1	1
1375	не могу	2	1
1376	ни один	2	1
1377	на первое	1	1
1378	также и	10	1
1379	не по	5	1
1380	специалистов по	1	1
1381	молодости и	1	1
1382	одни и	1	1
1383	очевидно в	1	1
1384	так во	1	1
1385	нужно не	2	1
1386	во второй	10	1
1387	что дало	1	1
1388	а по	1	1
1389	нужно было	2	1
1390	пытался доказать	1	1
1391	например к	1	1
1392	была вместе	1	1
1393	в науке	1	1
1394	собой из	1	1
1395	лучшее средство	1	1
1396	моя не	1	1
1397	и обратно	1	1
1398	но дело	1	1
1399	не следует	1	1
1400	стороны и	1	1
1401	до появления	1	1
1402	том кто	3	1
1403	таких случаях	1	1
1404	от того	1	1
1405	д в	1	1
1406	повод для	2	1
1407	при всем	1	1
1408	кого-нибудь из	1	1
1409	еще на	1	1
1410	рассматривать как	1	1
1411	и соответствующая	1	1
1412	очень велико	1	1
1413	те которые	2	1
1414	также с	1	1
1415	явление в	1	1
1416	что подобные	1	1
1417	и пытался	1	1
1418	с окончанием	3	1
1419	к изучению	1	1
1420	содержанием и	1	1
1421	и своим	1	1
1422	них нет	2	1
1423	того времени	8	1
1424	себе очень	1	1
1425	в голову	2	1
1426	которые дают	1	1
1427	ряде случаев	1	1
1428	жизни и	6	1
1429	без сомнения	1	1
1430	идет не	1	1
1431	только после	1	1
1432	иное время	1	1
1433	нуждается в	2	1
1434	на всем	1	1
1435	так называемым	2	1
1436	в век	1	1
1437	ли в	3	1
1438	в так	1	1
1439	не слушают	1	1
1440	широко распространены	1	1
1441	теперь еще	1	1
1442	и совершенно	1	1
1443	здесь следует	1	1
1444	не надо	2	1
1445	можно указать	1	1
1446	и иные	2	1
