N	2gram	Losev_Dial	Literetu
1314	если брать	3	1
1315	к другому	1	1
1316	эти характеристики	1	1
1317	ибо каждая	1	1
1318	слова о	1	1
1319	и умирает	1	1
1320	он мог	2	1
1321	жизни так	1	1
1322	только одно	1	1
1323	ее на	2	1
1324	но тут	3	1
1325	не нужен	1	1
1326	сказано что	1	1
1327	тот кто	2	1
1328	отличается от	3	1
1329	что мы	3	1
1330	совершенно иной	1	1
1331	его дела	1	1
1332	где есть	3	1
1333	сознание что	1	1
1334	задний план	1	1
1335	я ее	1	1
1336	мы его	1	1
1337	вечности в	3	1
1338	земли и	1	1
1339	это все	2	1
1340	если для	2	1
1341	то чему	1	1
1342	человека от	2	1
1343	их жизнь	1	1
1344	личности существенно	1	1
1345	в новой	1	1
1346	остается только	2	1
1347	характер это	1	1
1348	жизнь с	1	1
1349	те или	1	1
1350	именно на	1	1
1351	и вся	1	1
1352	что лучше	1	1
1353	такого мира	1	1
1354	и наиболее	1	1
1355	как субъекта	1	1
1356	ее с	1	1
1357	времени и	10	1
1358	только тем	1	1
1359	тогда она	1	1
1360	яркие явления	1	1
1361	более и	2	1
1362	и земли	2	1
1363	к поэзии	1	1
1364	и находит	1	1
1365	всегда больше	1	1
1366	он есть	6	1
1367	в каком	10	1
1368	было и	1	1
1369	потому и	2	1
1370	меру своего	2	1
1371	и идеи	3	1
1372	и окончательно	1	1
1373	что здесь	4	1
1374	и там	1	1
1375	бы духовно	1	1
1376	его если	1	1
1377	неба и	1	1
1378	как некое	1	1
1379	ее не	1	1
1380	если мы	3	1
1381	вероятно и	1	1
1382	и во	1	1
1383	разрушила эту	1	1
1384	света не	1	1
1385	вл соловьев	1	1
1386	но именно	1	1
1387	именно то	1	1
1388	в определенном	2	1
1389	говорил что	2	1
1390	котором мы	1	1
1391	совершенно без	1	1
1392	к прошлому	1	1
1393	на губах	1	1
1394	таково что	1	1
1395	но исключительно	1	1
1396	не стоит	2	1
1397	я вам	1	1
1398	у которого	1	1
1399	с поэзией	3	1
1400	только потому	4	1
1401	же он	2	1
1402	исключительно в	1	1
1403	нее и	1	1
1404	невозможна без	3	1
1405	в другое	2	1
1406	внешнее и	5	1
1407	об их	1	1
1408	одних и	1	1
1409	душе и	1	1
1410	которые для	1	1
1411	или просто	1	1
1412	другим миром	1	1
1413	постольку поскольку	1	1
1414	вы увидите	1	1
1415	равно и	1	1
1416	ничем не	4	1
1417	нет ни	4	1
1418	пришли к	1	1
1419	что несмотря	1	1
1420	взоры в	1	1
1421	того как	3	1
1422	не слыхал	1	1
1423	нас не	2	1
1424	субъективности я	1	1
1425	однако как	1	1
1426	роль и	1	1
1427	сам говорит	1	1
1428	от мира	1	1
1429	всего мира	1	1
1430	не соборность	1	1
1431	в предыдущем	1	1
1432	как сама	2	1
1433	на что	3	1
1434	и принципиально	1	1
1435	человек является	1	1
1436	что первое	1	1
1437	этот был	1	1
1438	ни на	8	1
1439	в основании	1	1
1440	край земли	1	1
1441	и духовная	1	1
1442	входя в	1	1
1443	может показаться	1	1
1444	все это	14	1
1445	то самое	1	1
1446	указание на	1	1
1447	бытие и	2	1
1448	в первую	2	1
1449	силу и	1	1
1450	традиции еще	1	1
1451	а все	1	1
1452	превратиться в	1	1
1453	слова а	1	1
1454	в виде	2	1
1455	содержат в	2	1
1456	целиком в	2	1
1457	быть вполне	1	1
1458	что ни	3	1
1459	себе но	2	1
1460	от друга	1	1
1461	или в	2	1
1462	но принципиально	1	1
1463	когда оно	2	1
1464	что будет	1	1
1465	и вы	3	1
1466	который как	1	1
1467	не иметь	2	1
1468	но эта	4	1
1469	время здесь	1	1
1470	же по	1	1
1471	это еще	2	1
1472	в эпоху	2	1
1473	сознания но	2	1
1474	вообще не	2	1
1475	чтобы быть	1	1
1476	сама по	12	1
1477	реального осуществления	1	1
1478	в стороне	1	1
1479	случае не	4	1
1480	склонность к	3	1
1481	я даже	1	1
1482	мы есть	1	1
1483	есть способ	1	1
1484	в сегодняшнем	1	1
1485	я бы	1	1
1486	общественного и	1	1
1487	или даже	1	1
1488	с холодным	1	1
1489	говорят о	2	1
1490	в реальности	1	1
1491	иной раз	7	1
1492	основана на	1	1
1493	личностного начала	1	1
1494	есть только	9	1
1495	однако это	2	1
1496	живой и	4	1
1497	на одном	1	1
1498	на все	2	1
1499	остается лишь	1	1
1500	и всякой	1	1
1501	света и	3	1
1502	один и	1	1
1503	по его	1	1
1504	в новом	1	1
1505	мы находим	7	1
1506	только и	5	1
1507	нисколько не	7	1
1508	это было	4	1
1509	с внешним	2	1
1510	на солнце	1	1
1511	с другом	2	1
1512	сама личность	1	1
1513	говорит об	1	1
1514	ему как	1	1
1515	или менее	5	1
1516	в одной	4	1
1517	мысли в	2	1
1518	не все	1	1
1519	в меру	5	1
1520	бы ни	3	1
1521	бы это	1	1
1522	от живого	1	1
1523	выражение и	1	1
1524	ему не	1	1
1525	как средство	1	1
1526	этих двух	1	1
1527	ко мне	2	1
1528	что эти	3	1
1529	к одному	1	1
1530	только лишь	1	1
1531	существует только	1	1
1532	и эти	2	1
1533	как ни	3	1
1534	иную вещь	1	1
1535	по которому	2	1
1536	жизни я	1	1
1537	просто как	2	1
1538	что предмет	2	1
1539	на задний	1	1
1540	борьбы за	1	1
1541	это мне	1	1
1542	а просто	2	1
1543	сам его	1	1
1544	в самых	1	1
1545	поскольку они	1	1
1546	согласиться что	1	1
1547	века а	1	1
1548	противоположность как	1	1
1549	о христе	1	1
1550	своего реального	2	1
1551	один день	2	1
1552	гром и	1	1
1553	есть произведение	1	1
1554	и нигде	4	1
1555	у того	1	1
1556	быть и	7	1
1557	к отождествлению	2	1
1558	и слова	3	1
1559	есть всегда	13	1
1560	и смыслом	1	1
1561	и их	5	1
1562	это уж	1	1
1563	что образ	1	1
1564	существа в	1	1
1565	оказывается что	1	1
1566	кто не	1	1
1567	говоря о	2	1
1568	резко отличается	1	1
1569	миф как	1	1
1570	собственными средствами	1	1
1571	и времени	4	1
1572	поэзии тютчева	2	1
1573	лишь как	3	1
1574	которую я	1	1
1575	человека с	1	1
1576	ведь если	1	1
1577	на всю	6	1
1578	как то	1	1
1579	и всякая	1	1
1580	и всех	4	1
1581	пространства и	8	1
1582	для эстетики	1	1
1583	существует как	1	1
1584	пространством и	1	1
1585	всю их	1	1
1586	ту самую	1	1
1587	люди не	1	1
1588	светом и	2	1
1589	только поэзия	1	1
1590	считает свою	1	1
1591	частный случай	1	1
1592	к ней	4	1
1593	характер не	1	1
1594	уж не	1	1
1595	в театре	1	1
1596	у меня	4	1
1597	в царство	3	1
1598	все тем	1	1
1599	дня и	1	1
1600	которой уже	1	1
1601	же можно	2	1
1602	тем чтобы	1	1
1603	исторического процесса	2	1
1604	отождествляется с	7	1
1605	момент в	2	1
1606	я узнаю	1	1
1607	сознания его	1	1
1608	что данная	1	1
1609	формуле в	1	1
1610	до ее	1	1
1611	к новому	1	1
1612	но я	4	1
1613	захочет в	1	1
1614	к женщине	1	1
1615	передо мною	1	1
1616	и тому	1	1
1617	людей на	1	1
1618	об этой	2	1
1619	в создании	1	1
1620	и эта	3	1
1621	сама а	1	1
1622	и неожиданное	1	1
1623	а слова	1	1
1624	эти два	4	1
1625	конце концов	4	1
1626	с человеческим	1	1
1627	вы с	1	1
1628	и страхами	1	1
1629	по причине	1	1
1630	он с	2	1
1631	дальше в	2	1
1632	само по	7	1
1633	пор все	1	1
1634	к богу	3	1
1635	иное как	4	1
1636	уходила в	1	1
1637	со мною	1	1
1638	возможна только	1	1
1639	меня и	2	1
1640	себе а	2	1
1641	и управляет	2	1
