N	2gram	Tiupa_Narr	Tvorches
1302	трактуют как	1	1
1303	поле зрения	1	1
1304	вызывает в	1	1
1305	из его	1	1
1306	слова и	1	1
1307	письма и	1	1
1308	не вступает	1	1
1309	лизы и	1	1
1310	вступает в	2	1
1311	и ему	1	1
1312	входит и	1	1
1313	с позиции	4	1
1314	перед мысленным	1	1
1315	на столе	1	1
1316	его характер	2	1
1317	внимания на	1	1
1318	как субъекта	2	1
1319	целый ряд	1	1
1320	этим сознанием	1	1
1321	случае с	2	1
1322	чем не	1	1
1323	существования в	1	1
1324	в обоих	4	1
1325	было и	2	1
1326	а лишь	1	1
1327	человека тоже	1	1
1328	в сердце	2	1
1329	этого рассказа	1	1
1330	состоит в	19	1
1331	в бога	1	1
1332	это сделал	1	1
1333	не встречается	1	1
1334	образом не	1	1
1335	для читателя	1	1
1336	был прав	1	1
1337	жизни по	1	1
1338	претендовать на	1	1
1339	гибели героя	1	1
1340	я как	1	1
1341	автор оставляет	1	1
1342	и школы	1	1
1343	не совсем	1	1
1344	в споре	1	1
1345	как человека	1	1
1346	еще определеннее	1	1
1347	представлениями о	1	1
1348	принадлежит к	1	1
1349	игра в	1	1
1350	на первый	1	1
1351	под знаком	1	1
1352	может оказаться	2	1
1353	человечества и	1	1
1354	говоря иван	1	1
1355	в сознании	6	1
1356	с фабулой	1	1
1357	событие в	5	1
1358	не имел	2	1
1359	решения проблемы	1	1
1360	это сделать	2	1
1361	на рассказ	1	1
1362	в мировой	1	1
1363	самого его	1	1
1364	как объективно	1	1
1365	только потому	1	1
1366	текста как	2	1
1367	и для	4	1
1368	мир и	2	1
1369	в самой	1	1
1370	рядом деталей	1	1
1371	в четвертом	1	1
1372	наблюдателя в	1	1
1373	толстой в	1	1
1374	присутствие в	2	1
1375	мире где	1	1
1376	что автор	1	1
1377	главного персонажа	2	1
1378	разговоре с	2	1
1379	находятся в	1	1
1380	и оценку	1	1
1381	рассматривается как	1	1
1382	вниманию читателя	1	1
1383	оппозицию внешнего	1	1
1384	в более	1	1
1385	имя которого	1	1
1386	свидетелем и	1	1
1387	существо как	1	1
1388	ему в	2	1
1389	и личности	1	1
1390	из дома	1	1
1391	ничем не	1	1
1392	пока что	2	1
1393	бумаги и	1	1
1394	сверху вниз	1	1
1395	хоть и	1	1
1396	они не	3	1
1397	произведения как	1	1
1398	и было	1	1
1399	он выступает	1	1
1400	мысленным взором	1	1
1401	того как	1	1
1402	за которую	1	1
1403	и уж	1	1
1404	в первый	1	1
1405	быть самим	1	1
1406	свое внимание	1	1
1407	который бы	1	1
1408	в художественной	1	1
1409	предположение что	1	1
1410	всего мира	1	1
1411	одна и	1	1
1412	мы имеем	6	1
1413	у матери	1	1
1414	процесс развития	1	1
1415	представлялось ему	1	1
1416	создает ощущение	1	1
1417	как омовение	1	1
1418	от которого	3	1
1419	которых он	1	1
1420	собой яркий	1	1
1421	трояким образом	1	1
1422	с зарождением	1	1
1423	некоторого времени	1	1
1424	настоящего и	1	1
1425	участия в	2	1
1426	тайны и	1	1
1427	себя самого	1	1
1428	совершенно не	1	1
1429	настроение и	1	1
1430	для нас	2	1
1431	в полном	1	1
1432	нет это	1	1
1433	о герое	3	1
1434	чем он	3	1
1435	а все	1	1
1436	как нечто	1	1
1437	что каждый	1	1
1438	сознании героя	2	1
1439	все равно	2	1
1440	причиной его	1	1
1441	однако не	2	1
1442	за которой	1	1
1443	а на	2	1
1444	материал для	1	1
1445	перед читателем	1	1
1446	реальной действительности	1	1
1447	о воскресении	3	1
1448	не обладает	1	1
1449	в войне	2	1
1450	жизни это	2	1
1451	в стране	1	1
1452	а также	11	1
1453	этом не	1	1
1454	к которым	1	1
1455	он видел	1	1
1456	перед смертью	1	1
1457	главный герой	1	1
1458	за самим	1	1
1459	в личностном	1	1
1460	только два	1	1
1461	и читателя	1	1
1462	с той	2	1
1463	участие в	2	1
1464	в какой	2	1
1465	жить в	1	1
1466	нас к	1	1
1467	не подлежит	3	1
1468	по смыслу	1	1
1469	виде в	1	1
1470	есть в	1	1
1471	но по	1	1
1472	для героев	1	1
1473	является не	1	1
1474	соотносится с	1	1
1475	на улицах	1	1
1476	на фоне	2	1
1477	это происходит	1	1
1478	рассказчиком и	1	1
1479	и опыт	1	1
1480	по своему	3	1
1481	со своей	3	1
1482	и братьев	1	1
1483	эпизод в	1	1
1484	всей моей	1	1
1485	внутренний мир	1	1
1486	он мечтал	1	1
1487	это было	3	1
1488	и относительно	1	1
1489	которым приводит	1	1
1490	случае о	1	1
1491	место действия	1	1
1492	ему как	1	1
1493	а так	1	1
1494	тем более	2	1
1495	героя через	1	1
1496	смерти и	1	1
1497	войны и	4	1
1498	ему не	1	1
1499	буду или	1	1
1500	как формы	1	1
1501	мы невольно	1	1
1502	не была	1	1
1503	его жизненной	1	1
1504	вопрос не	1	1
1505	устного рассказывания	1	1
1506	предположить что	1	1
1507	того или	3	1
1508	этих строк	1	1
1509	только к	3	1
1510	в полной	1	1
1511	от хронологической	1	1
1512	в цепь	1	1
1513	выше и	1	1
1514	в соборе	1	1
1515	одного лица	1	1
1516	на подъем	1	1
1517	а его	3	1
1518	побуждает его	1	1
1519	в поле	3	1
1520	обращая внимания	1	1
1521	должно быть	1	1
1522	его не	1	1
1523	выше в	1	1
1524	от лизы	1	1
1525	одну из	1	1
1526	а из	1	1
1527	плачут и	1	1
1528	после ухода	1	1
1529	с присущей	1	1
1530	характерности к	1	1
1531	мы должны	1	1
1532	невозможно но	1	1
1533	не находит	1	1
1534	не о	2	1
1535	не существовало	1	1
1536	и детей	1	1
1537	свою жизнь	2	1
1538	а о	2	1
1539	всего его	1	1
1540	плана в	1	1
1541	с начальным	1	1
1542	это была	3	1
1543	мог оказаться	1	1
1544	частности в	2	1
1545	не видим	1	1
1546	смотрит на	1	1
1547	конечно в	1	1
1548	только у	1	1
1549	интересны не	1	1
1550	у кого	1	1
1551	к чему	3	1
1552	жизнь есть	1	1
1553	в пределах	2	1
1554	стороны и	1	1
1555	и времени	1	1
1556	с установкой	2	1
1557	время они	1	1
1558	вспомнить некоторые	1	1
1559	продолжает определять	1	1
1560	стало быть	4	1
1561	с кем	1	1
1562	в большинстве	1	1
1563	признать что	1	1
1564	в спальню	1	1
1565	все та	1	1
1566	еще на	1	1
1567	задается вопросом	1	1
1568	скорее наоборот	1	1
1569	рассказа о	2	1
1570	в рамках	6	1
1571	в отрыве	1	1
1572	же самое	3	1
1573	им не	1	1
1574	него и	1	1
1575	в тексте	17	1
1576	смысл бытия	1	1
1577	истории ее	1	1
1578	и самого	3	1
1579	нее была	1	1
1580	и борьба	1	1
1581	не верит	1	1
1582	собой лишь	1	1
1583	в театре	3	1
1584	роман а	1	1
1585	завершающего слова	1	1
1586	ему себя	1	1
1587	связи между	1	1
1588	обращаться к	1	1
1589	пор еще	1	1
1590	в голову	1	1
1591	или иной	6	1
1592	ряде случаев	2	1
1593	бытия и	1	1
1594	для формирования	1	1
1595	в период	1	1
1596	на то	4	1
1597	разумом и	1	1
1598	мы видели	1	1
1599	течения времени	1	1
1600	на всем	1	1
1601	человек не	1	1
1602	является ли	1	1
1603	на своих	2	1
1604	ничего подобного	1	1
1605	место из	1	1
1606	для этого	1	1
1607	творчестве чехова	1	1
1608	матерью и	1	1
1609	стыда за	1	1
1610	именно это	1	1
1611	который однако	1	1
1612	этом что	1	1
1613	принципиальное отличие	1	1
1614	душе героя	1	1
1615	возможно это	1	1
1616	не можем	2	1
1617	героя но	3	1
1618	иное как	1	1
1619	себе а	1	1
1620	столько к	1	1
