N	2gram	Propp_Isto	KulturaY
1308	они уже	1	1
1309	каком отношении	1	1
1310	указывают на	1	1
1311	как должен	1	1
1312	идет только	1	1
1313	это почти	1	1
1314	очевидно для	1	1
1315	пользуется этой	1	1
1316	он сам	1	1
1317	этой роли	2	1
1318	и нас	1	1
1319	какой степени	1	1
1320	смыслу этого	2	1
1321	эти не	1	1
1322	он живет	1	1
1323	действительности по	1	1
1324	здесь эта	1	1
1325	к этим	1	1
1326	слова может	1	1
1327	этом же	1	1
1328	это известно	1	1
1329	д а	1	1
1330	то о	1	1
1331	себя в	2	1
1332	характерно что	1	1
1333	это своего	1	1
1334	необходимо не	1	1
1335	составить предмет	2	1
1336	или три	1	1
1337	и неизвестно	1	1
1338	что обычно	1	1
1339	в лес	34	1
1340	есть один	1	1
1341	не найдем	1	1
1342	типична для	1	1
1343	о ней	1	1
1344	же было	1	1
1345	в подобных	1	1
1346	от которой	1	1
1347	нам важно	3	1
1348	с перенесением	1	1
1349	представления которые	1	1
1350	считать не	1	1
1351	поможет нам	2	1
1352	д все	3	1
1353	свою работу	1	1
1354	в строгой	1	1
1355	сюжетов в	2	1
1356	во всех	3	1
1357	где как	1	1
1358	мы видим	16	1
1359	еще одну	3	1
1360	же композиционный	1	1
1361	этой задачи	1	1
1362	собой и	1	1
1363	действия это	1	1
1364	народов не	1	1
1365	нами не	1	1
1366	переходят к	1	1
1367	вход и	1	1
1368	отец и	2	1
1369	к их	1	1
1370	она и	2	1
1371	а наоборот	1	1
1372	найти для	1	1
1373	от его	2	1
1374	уже без	1	1
1375	пр с	1	1
1376	и эту	1	1
1377	это будет	1	1
1378	как средство	1	1
1379	русской сказки	2	1
1380	такого рода	1	1
1381	он к	1	1
1382	она в	1	1
1383	нам удалось	1	1
1384	мало и	1	1
1385	не буду	1	1
1386	опять мы	2	1
1387	с конкретными	1	1
1388	роль с	1	1
1389	формы действительно	1	1
1390	тогда и	3	1
1391	важный вопрос	1	1
1392	вопрос мы	2	1
1393	если ты	2	1
1394	случаи в	1	1
1395	числу таких	1	1
1396	она стоит	1	1
1397	лучше чем	1	1
1398	или иному	1	1
1399	после этого	5	1
1400	другие менее	1	1
1401	согласно которой	1	1
1402	с нашей	1	1
1403	они в	1	1
1404	природе не	1	1
1405	два раза	1	1
1406	не обладает	3	1
1407	есть с	1	1
1408	здесь уже	1	1
1409	относятся такие	1	1
1410	есть еще	3	1
1411	подходит к	1	1
1412	данный вопрос	1	1
1413	же сохраняют	1	1
1414	е если	1	1
1415	или не	1	1
1416	только она	1	1
1417	как значение	1	1
1418	он может	2	1
1419	и историческим	1	1
1420	к чему	4	1
1421	это один	3	1
1422	целиком не	1	1
1423	что под	1	1
1424	в изложении	2	1
1425	это мы	1	1
1426	бы право	1	1
1427	связь эта	1	1
1428	что связь	1	1
1429	в белые	1	1
1430	из моих	1	1
1431	от нее	1	1
1432	как его	1	1
1433	с представлением	1	1
1434	самое последнее	1	1
1435	мне в	1	1
1436	чтобы определить	1	1
1437	из уст	1	1
1438	предпосылки что	2	1
1439	бы сделать	1	1
1440	здесь же	2	1
1441	связанными с	1	1
1442	отчего же	2	1
1443	не учитывается	1	1
1444	этого можно	1	1
1445	с одним	4	1
1446	простой и	1	1
1447	он дал	1	1
1448	как говорит	1	1
1449	формы а	1	1
1450	на глаза	1	1
1451	для всякого	1	1
1452	а со	1	1
1453	первое что	1	1
1454	следует понимать	1	1
1455	их от	1	1
1456	по одному	2	1
1457	этих видов	1	1
1458	и воздействия	1	1
1459	которой она	1	1
1460	внешним формам	1	1
1461	наблюдается в	1	1
1462	несколько ближе	2	1
1463	между собой	4	1
1464	должно было	4	1
1465	он знал	2	1
1466	дошло до	1	1
1467	самая проблема	1	1
1468	воздействия на	1	1
1469	связанным с	1	1
1470	такое объяснение	1	1
1471	достаточно чтобы	1	1
1472	быть очень	1	1
1473	полагает что	1	1
1474	в эту	3	1
1475	большое число	1	1
1476	вводит в	2	1
1477	всех народов	1	1
1478	чтобы его	1	1
1479	под историей	1	1
1480	раз он	1	1
1481	указывал уже	1	1
1482	здесь с	1	1
1483	не при	1	1
1484	и основная	1	1
1485	подобными вопросами	1	1
1486	слов или	1	1
1487	который является	1	1
1488	настолько тесно	2	1
1489	есть признак	1	1
1490	случаях как	3	1
1491	с несколькими	1	1
1492	не совсем	5	1
1493	широко распространенных	1	1
1494	за этими	1	1
1495	значение но	1	1
1496	и нам	1	1
1497	или пределах	1	1
1498	мы говорили	1	1
1499	несколько случаев	1	1
1500	в происхождении	1	1
1501	на новый	1	1
1502	две формы	2	1
1503	него так	1	1
1504	приводит и	1	1
1505	на другой	2	1
1506	иногда бывает	1	1
1507	совсем не	1	1
1508	многих случаях	1	1
1509	вот несколько	4	1
1510	будем иметь	1	1
1511	понятным причинам	1	1
1512	мы сделаем	1	1
1513	кажется что	1	1
1514	есть доля	1	1
1515	материала так	1	1
1516	следует угощение	1	1
1517	оно и	2	1
1518	имеются еще	1	1
1519	и та	1	1
1520	хотя в	3	1
1521	ему придется	1	1
1522	один раз	1	1
1523	вспомним что	3	1
1524	где же	1	1
1525	делают его	2	1
1526	зрения так	2	1
1527	еще два	1	1
1528	проникнуть в	3	1
1529	по своей	2	1
1530	для наших	2	1
1531	сейчас еще	1	1
1532	должны были	9	1
1533	на данном	1	1
1534	он еще	1	1
1535	а вы	1	1
1536	и несколько	1	1
1537	нечто вроде	1	1
1538	играет здесь	1	1
1539	не связаны	1	1
1540	центр тяжести	1	1
1541	почему же	1	1
1542	что ты	1	1
1543	всегда или	2	1
1544	конца и	1	1
1545	отношении что	1	1
1546	всегда имеет	1	1
1547	что во	1	1
1548	необходимо еще	2	1
1549	чрезвычайно важный	1	1
1550	не входят	1	1
1551	по другим	1	1
1552	обратимся к	3	1
1553	силу своей	1	1
1554	них не	2	1
1555	эта черта	2	1
1556	ее а	1	1
1557	с особой	2	1
1558	и почему	3	1
1559	что характер	1	1
1560	это для	2	1
1561	оно слишком	1	1
1562	аналогия к	1	1
1563	будут даны	1	1
1564	тем если	1	1
1565	культуры народа	1	1
1566	зато в	1	1
1567	а отсюда	1	1
1568	особое внимание	2	1
1569	до наших	2	1
1570	бы быть	4	1
1571	которое на	1	1
1572	значило бы	1	1
1573	из сопоставления	1	1
1574	если они	1	1
1575	это проблема	1	1
1576	всякое явление	1	1
1577	и история	1	1
1578	значение как	1	1
1579	использован в	1	1
1580	которые были	1	1
1581	наоборот все	1	1
1582	очень редко	2	1
1583	из связи	1	1
1584	многое не	1	1
1585	таких примеров	1	1
1586	остановиться на	1	1
1587	есть ли	1	1
1588	делом будущего	1	1
1589	означает что	4	1
1590	встречается и	1	1
1591	в один	1	1
1592	до его	1	1
1593	раньше чем	6	1
1594	можно отметить	1	1
1595	к подобным	1	1
1596	такие сопоставления	1	1
1597	который здесь	1	1
1598	можно сравнивать	1	1
1599	подчинены все	1	1
1600	не мешает	1	1
1601	можно получить	1	1
1602	очень простой	2	1
1603	образом и	1	1
1604	однако с	1	1
1605	но после	1	1
1606	нас те	1	1
1607	и этот	1	1
1608	мы встречаем	1	1
1609	они и	1	1
1610	населения и	1	1
1611	своем курсе	1	1
1612	а своего	1	1
1613	них в	1	1
1614	видел и	1	1
1615	от такой	1	1
1616	его с	1	1
1617	живет в	3	1
1618	так оно	3	1
1619	том какие	1	1
1620	хате в	1	1
1621	не приходит	1	1
1622	она имеет	1	1
1623	получают свое	1	1
1624	важности этого	1	1
1625	видно из	2	1
1626	освободиться от	1	1
1627	переносится в	1	1
1628	установить что	6	1
1629	чтобы стать	1	1
1630	связанное с	1	1
1631	думает что	1	1
1632	вот как	2	1
1633	тяжести всей	1	1
1634	ты видишь	1	1
1635	переходит от	1	1
1636	не исчерпывается	1	1
1637	она знает	2	1
1638	его но	3	1
1639	сделал в	1	1
1640	вплотную подойти	1	1
1641	совершенно иное	1	1
1642	к еде	2	1
1643	что делать	1	1
1644	ее т	1	1
1645	и вызывает	3	1
1646	и приобретает	1	1
1647	мышление можно	1	1
1648	не ясно	1	1
1649	как акт	1	1
1650	основные типы	1	1
1651	сюжета и	1	1
1652	или другого	1	1
1653	чтобы установить	1	1
1654	о социальном	1	1
1655	оказывается в	1	1
1656	которых и	1	1
1657	на учет	1	1
1658	и делают	1	1
1659	б в	1	1
1660	так называемый	2	1
1661	точнее и	1	1
1662	со мной	2	1
1663	за волосы	2	1
1664	претендует на	1	1
1665	мне будет	1	1
1666	нет он	2	1
1667	чего следует	1	1
1668	так вот	1	1
1669	и будет	1	1
1670	но никогда	1	1
1671	оно всегда	1	1
1672	из тех	1	1
1673	также найдем	1	1
1674	но почти	1	1
1675	к таким	2	1
1676	не знал	1	1
1677	понятие а	1	1
1678	вышла из	1	1
1679	к нам	1	1
1680	себе совершенно	1	1
1681	меньшей мере	2	1
1682	которые могут	3	1
1683	к поездкам	1	1
1684	которого является	1	1
1685	и обычаями	1	1
1686	этим в	2	1
1687	дело идет	1	1
1688	труднее чем	1	1
1689	себя и	2	1
1690	форме а	1	1
1691	не видно	2	1
1692	стоят на	1	1
1693	дело так	1	1
1694	в историческом	1	1
1695	можно найти	2	1
1696	ему и	1	1
1697	еще указать	1	1
1698	из которого	1	1
1699	идти дальше	1	1
1700	его пути	3	1
1701	только делает	1	1
1702	сейчас же	1	1
1703	в семье	1	1
1704	редко и	2	1
1705	ему будет	1	1
1706	почему это	1	1
1707	в любой	1	1
1708	широко и	1	1
1709	смысл этих	1	1
1710	его о	1	1
1711	путешествия в	1	1
1712	нет ничего	2	1
1713	но их	2	1
1714	которых можно	1	1
1715	для сравнения	1	1
1716	к нашему	1	1
1717	влечет за	2	1
1718	становится ясным	2	1
1719	принципиально и	1	1
1720	то ясно	2	1
1721	в основе	4	1
1722	знает как	2	1
1723	думается что	1	1
1724	и состоит	1	1
1725	где эти	1	1
1726	сказки и	6	1
1727	как начало	1	1
1728	в очень	4	1
1729	даже к	1	1
1730	но тоже	1	1
1731	более сложные	1	1
1732	это явление	4	1
1733	как одно	1	1
1734	такой случай	1	1
1735	в роли	1	1
1736	это за	5	1
1737	и между	3	1
1738	и изучаться	1	1
1739	в значительной	1	1
1740	силы которые	1	1
1741	бы понять	1	1
1742	власть и	1	1
1743	мы уже	7	1
1744	только мы	1	1
1745	этом пути	1	1
1746	всего есть	1	1
1747	в понятие	2	1
1748	из его	1	1
1749	мы хотели	1	1
1750	не сам	2	1
1751	это ее	1	1
1752	сейчас мы	1	1
1753	в середине	3	1
1754	не у	1	1
1755	те случаи	1	1
1756	области конкретной	1	1
1757	социальной функции	1	1
1758	и больше	1	1
1759	целым рядом	1	1
1760	и вся	1	1
1761	совпадают с	1	1
1762	и два	1	1
1763	в которую	3	1
1764	здесь о	1	1
1765	как если	1	1
1766	и наша	1	1
1767	видишь что	1	1
1768	нет никакой	1	1
1769	к делу	2	1
1770	ее с	1	1
1771	мы хотим	2	1
1772	тому или	1	1
1773	себе ничего	1	1
1774	принимают в	1	1
1775	при помощи	2	1
1776	учет все	1	1
1777	процесс не	1	1
1778	из предпосылки	2	1
1779	и наоборот	1	1
1780	было и	1	1
1781	говорят только	1	1
1782	им в	1	1
1783	явлениями языка	1	1
1784	она все	2	1
1785	входить в	1	1
1786	он дает	2	1
1787	это сближение	1	1
1788	эти факты	2	1
1789	может ли	1	1
1790	к двум	1	1
1791	ее только	1	1
1792	будут здесь	1	1
1793	к следующему	1	1
1794	таких случаев	4	1
1795	и во	1	1
1796	только одна	2	1
1797	среди этих	3	1
1798	которые с	1	1
1799	его значения	1	1
1800	их с	1	1
1801	и раньше	1	1
1802	исторически вполне	1	1
1803	ненужными и	1	1
1804	легко заметить	1	1
1805	мысли не	1	1
1806	легко может	2	1
1807	каждый день	1	1
1808	чтобы все	1	1
1809	слово и	1	1
1810	или его	1	1
1811	они еще	1	1
1812	осуществление этих	1	1
1813	в высокой	2	1
1814	своей цели	1	1
1815	будь то	1	1
1816	однако хотя	1	1
1817	социальное значение	1	1
1818	не видит	3	1
1819	это сделано	1	1
1820	должен однако	1	1
1821	предполагалось что	1	1
1822	это одно	2	1
1823	еще в	2	1
1824	хорошо что	1	1
1825	и америке	1	1
1826	у вас	2	1
1827	быть поставлены	1	1
1828	дальнейшего развития	1	1
1829	сделать это	3	1
1830	связаны и	1	1
1831	необходимо указать	1	1
1832	были те	1	1
1833	имени я	1	1
1834	указанием на	2	1
1835	пройти сквозь	1	1
1836	не сообщает	1	1
1837	обратиться к	1	1
1838	формы к	1	1
1839	уже с	2	1
1840	на время	1	1
1841	речь есть	1	1
1842	в тесном	1	1
1843	что вместо	1	1
1844	попадает в	8	1
1845	сказка не	5	1
1846	и развивается	1	1
1847	которым он	1	1
1848	нам еще	1	1
1849	такова задача	2	1
1850	ему в	3	1
1851	степени в	1	1
1852	на необходимость	1	1
1853	и иначе	1	1
1854	на дорогу	1	1
1855	постепенно теряет	1	1
1856	здесь интересно	2	1
1857	одном случае	1	1
1858	все элементы	1	1
1859	приводят к	1	1
1860	может не	1	1
1861	было уже	1	1
1862	нас не	3	1
1863	в й	3	1
1864	в последней	1	1
1865	который может	1	1
1866	однако как	1	1
1867	что существуют	1	1
1868	она сама	1	1
1869	случаев в	1	1
1870	материала и	2	1
1871	всего из	1	1
1872	или с	1	1
1873	можно догадываться	1	1
1874	мы нашли	3	1
1875	не содержит	2	1
1876	день и	1	1
1877	впечатление что	2	1
1878	и точно	1	1
1879	есть но	1	1
1880	д мы	1	1
1881	так по	1	1
1882	на одной	1	1
1883	трудно однако	1	1
1884	с определенным	1	1
1885	чем он	1	1
1886	себя почему	1	1
1887	из числа	1	1
1888	из дальнейшего	1	1
1889	есть акт	1	1
1890	качестве дополнения	1	1
1891	черта в	1	1
1892	только вторая	1	1
1893	и смысл	1	1
1894	не существует	2	1
1895	этим мы	1	1
1896	содержат в	1	1
1897	здесь нет	2	1
1898	это всегда	1	1
1899	как указано	2	1
1900	своей книге	1	1
1901	и представления	1	1
1902	у всех	1	1
1903	что к	1	1
1904	возразить что	1	1
1905	самые разнообразные	1	1
1906	из других	1	1
1907	существу то	1	1
1908	об этих	1	1
1909	всегда есть	2	1
1910	что историческое	1	1
1911	раз навсегда	1	1
1912	себе задачей	1	1
1913	имеем много	1	1
1914	при постановке	1	1
1915	известный пример	1	1
1916	и эта	1	1
1917	с теми	1	1
1918	в эпоху	2	1
1919	виду что	1	1
1920	культуры чем	1	1
1921	за тем	1	1
1922	здесь возможны	1	1
1923	такое же	1	1
1924	один на	1	1
1925	вполне возможен	1	1
1926	словом и	1	1
1927	далее мы	1	1
1928	как она	3	1
1929	превратилась в	1	1
1930	не подлежит	1	1
1931	так часто	2	1
1932	но я	1	1
1933	по смыслу	2	1
1934	лежит на	1	1
1935	но по	3	1
1936	эту точку	2	1
1937	не дают	1	1
1938	бы нам	1	1
1939	это свидетельствует	1	1
1940	есть только	3	1
1941	однако это	3	1
1942	перед собой	1	1
1943	науки в	1	1
1944	или что	1	1
1945	что им	1	1
1946	может рассматриваться	1	1
1947	и исторические	1	1
1948	видим что	13	1
1949	что например	3	1
1950	спокойно и	1	1
1951	случае действительно	1	1
1952	и оно	2	1
1953	они лишь	1	1
1954	можно показать	1	1
1955	свет на	4	1
1956	требует специального	3	1
1957	говорит об	1	1
1958	в уже	1	1
1959	при его	1	1
1960	научных и	1	1
1961	на такое	1	1
1962	слова оказывается	1	1
1963	от места	1	1
1964	с какими	1	1
1965	также все	1	1
1966	метод и	1	1
1967	что часто	1	1
1968	высокой ступени	1	1
1969	ко мне	4	1
1970	в самое	1	1
1971	чтобы вслед	1	1
1972	часто бывает	2	1
1973	он был	3	1
1974	значение уже	1	1
1975	вот он	2	1
1976	и других	1	1
1977	в полной	1	1
1978	с самого	4	1
1979	культуры что	1	1
1980	в лекциях	1	1
1981	и составляют	2	1
1982	в предисловии	1	1
1983	еще можно	1	1
1984	одного лица	1	1
1985	значит что	2	1
1986	а просто	1	1
1987	которую мы	1	1
1988	своей среды	1	1
1989	например у	2	1
1990	мы рассмотрели	1	1
1991	сделать следующее	1	1
1992	их развития	1	1
1993	будет видно	1	1
1994	уже раньше	1	1
1995	явление это	1	1
1996	не решает	1	1
1997	то чего	4	1
1998	нас вопрос	1	1
1999	подчеркнуто что	1	1
2000	случаи где	1	1
2001	его не	3	1
2002	здесь однако	1	1
2003	как уже	2	1
2004	языков что	1	1
2005	может считаться	1	1
2006	его мнению	2	1
2007	уже только	1	1
2008	происходит при	1	1
2009	сам был	1	1
2010	один в	1	1
2011	сам в	1	1
2012	обстоит дело	4	1
2013	не играет	1	1
2014	в противоположность	1	1
2015	вопрос как	1	1
2016	входит в	1	1
2017	что там	1	1
2018	ты знаешь	1	1
2019	эта сторона	1	1
2020	по земле	1	1
2021	составные части	2	1
2022	и некоторые	1	1
2023	с ее	2	1
2024	самое что	3	1
2025	он за	1	1
2026	лес и	8	1
2027	этот факт	1	1
2028	это однако	1	1
2029	из приведенных	1	1
2030	говорили о	1	1
2031	не найдет	1	1
2032	весьма важным	1	1
2033	эта аналогия	1	1
2034	что из	1	1
2035	при всем	1	1
2036	этому поводу	2	1
2037	поставлены в	1	1
2038	всегда на	1	1
2039	которые всегда	1	1
2040	роль играют	2	1
2041	образом они	1	1
2042	этот способ	1	1
2043	же самое	3	1
2044	вступают в	1	1
2045	в книге	4	1
2046	явление в	1	1
2047	и вне	1	1
2048	их разрешения	1	1
2049	с которой	2	1
2050	на путь	1	1
2051	этих границ	1	1
2052	замечательно что	1	1
2053	оно должно	1	1
2054	нас прежде	1	1
2055	силу которой	1	1
2056	он очень	2	1
2057	из русской	1	1
2058	действительности не	1	1
2059	о которой	1	1
2060	и много	1	1
2061	и ее	3	1
2062	бы он	1	1
2063	в чужом	1	1
2064	это видно	2	1
2065	дальше и	1	1
2066	организация и	1	1
2067	бы ему	1	1
2068	память о	1	1
2069	также как	1	1
2070	он во	1	1
2071	все еще	3	1
2072	право на	5	1
2073	переход в	1	1
2074	не получили	1	1
2075	себе еще	1	1
2076	на чужих	1	1
2077	также о	1	1
2078	к работе	1	1
2079	со своими	1	1
2080	как ему	1	1
2081	это более	1	1
2082	иногда даже	1	1
2083	тут же	2	1
2084	от мертвых	1	1
2085	с соответствующими	1	1
2086	это отнюдь	1	1
2087	могло быть	1	1
2088	а сама	1	1
2089	совершается в	2	1
2090	должен будет	1	1
2091	фигурирует в	1	1
2092	пять лет	2	1
2093	котором он	1	1
