N	2gram	Bakhtin_Pr	slovoVRo
1294	и тона	3	1
1295	смысловые возможности	1	1
1296	может получить	1	1
1297	также не	2	1
1298	они ищут	1	1
1299	авторских слов	2	1
1300	автор в	1	1
1301	сознанием и	2	1
1302	провоцирующими вопросами	1	1
1303	человеку как	1	1
1304	его сознании	2	1
1305	герои не	1	1
1306	таких которые	1	1
1307	интонациями и	1	1
1308	завершенность и	1	1
1309	что по	1	1
1310	участников диалога	1	1
1311	и так	1	1
1312	ними не	1	1
1313	понимания и	2	1
1314	живого человека	1	1
1315	возможно лишь	1	1
1316	где герой	1	1
1317	в творческом	1	1
1318	в которых	2	1
1319	судьи и	1	1
1320	осознает себя	1	1
1321	что действие	1	1
1322	и отдельных	1	1
1323	эта тема	1	1
1324	самостоятельность и	1	1
1325	весь роман	1	1
1326	только для	2	1
1327	души в	1	1
1328	можем здесь	1	1
1329	иллюстрацией к	1	1
1330	бы не	3	1
1331	особенности рассказа	1	1
1332	героев в	4	1
1333	значение не	1	1
1334	вот в	1	1
1335	образ другого	1	1
1336	но у	5	1
1337	своеобразие и	2	1
1338	чтобы добиться	1	1
1339	и мировоззрения	1	1
1340	незавершенными и	1	1
1341	о котором	1	1
1342	внутри одного	1	1
1343	от того	4	1
1344	простой ремарки	1	1
1345	и диалог	2	1
1346	именно поэтому	1	1
1347	в план	1	1
1348	переходил из	1	1
1349	вследствие этого	2	1
1350	автору и	1	1
1351	гораздо труднее	1	1
1352	с большей	1	1
1353	со стороны	6	1
1354	к своим	1	1
1355	в авторской	2	1
1356	он по	1	1
1357	может находиться	1	1
1358	драматического диалога	1	1
1359	к другому	2	1
1360	ведь не	1	1
1361	нем нет	1	1
1362	слову с	1	1
1363	сосуществование и	3	1
1364	на совершенно	1	1
1365	разнороднейший материал	3	1
1366	словом непосредственно	1	1
1367	по крайней	3	1
1368	изображающего сознания	1	1
1369	стилем и	1	1
1370	в больших	1	1
1371	окружающей действительности	2	1
1372	на одном	1	1
1373	к той	2	1
1374	от различных	1	1
1375	романе вовсе	1	1
1376	я говорю	1	1
1377	своему герою	1	1
1378	всякого рода	1	1
1379	через все	1	1
1380	самом и	4	1
1381	частей и	1	1
1382	особенности в	1	1
1383	прямого авторского	1	1
1384	каждый из	1	1
1385	не ослабляя	1	1
1386	ни понимать	1	1
1387	образы людей	1	1
1388	образа героя	5	1
1389	одного и	2	1
1390	при определенных	1	1
1391	речей и	1	1
1392	сам он	5	1
1393	перехода из	1	1
1394	следствия и	1	1
1395	полемически отрицаемых	1	1
1396	то он	3	1
1397	чем же	2	1
1398	здесь конечно	3	1
1399	поэтому слово	1	1
1400	не существует	1	1
1401	и было	1	1
1402	ему принадлежит	1	1
1403	при условии	1	1
1404	чужих устах	1	1
1405	звучал бы	1	1
1406	книге о	1	1
1407	в диалог	2	1
1408	художественные образы	2	1
1409	из персонажей	1	1
1410	которые обычно	1	1
1411	свою прямую	3	1
1412	в действительности	1	1
1413	плоскость романа	1	1
1414	лишены подлинного	1	1
1415	далее и	1	1
1416	что мы	2	1
1417	его построения	1	1
1418	действия романа	2	1
1419	видим что	2	1
1420	как чужое	1	1
1421	в очень	1	1
1422	совершенно иной	1	1
1423	и речей	1	1
1424	не имеют	1	1
1425	раз и	4	1
1426	эти идеи	3	1
1427	как одно	3	1
1428	евангельские тексты	1	1
1429	тотчас же	3	1
1430	было стать	1	1
1431	значимости в	2	1
1432	репликами этого	1	1
1433	задний план	1	1
1434	случаев в	1	1
1435	представления о	1	1
1436	и если	1	1
1437	в нескольких	1	1
1438	только романного	1	1
1439	мире а	3	1
1440	можно лишь	1	1
1441	только такие	1	1
1442	заключено в	1	1
1443	контексте данного	1	1
1444	бы из	1	1
1445	по самому	1	1
1446	согласны с	1	1
1447	этой работы	2	1
1448	это только	1	1
1449	быть не	1	1
1450	формы его	2	1
1451	до его	2	1
1452	он является	1	1
1453	и ограниченности	1	1
1454	до достоевского	2	1
1455	целого как	1	1
1456	и содержание	1	1
1457	пределах самого	1	1
1458	объектные образы	1	1
1459	конкретного осуществления	1	1
1460	диалогического проникновения	2	1
1461	он сумел	1	1
1462	а может	3	1
1463	композиционно выраженный	1	1
1464	вводит автора	1	1
1465	человека от	2	1
1466	одном сознании	2	1
1467	в этот	2	1
1468	и тон	2	1
1469	он просто	1	1
1470	лишь одна	1	1
1471	которую по	1	1
1472	героев достоевского	5	1
1473	характер в	1	1
1474	и разрешить	2	1
1475	с рабле	1	1
1476	о достоевском	12	1
1477	одной и	1	1
1478	это разные	1	1
1479	можем судить	1	1
1480	диалога и	1	1
1481	только один	2	1
1482	то все	1	1
1483	из своего	3	1
1484	героя а	5	1
1485	слово именно	1	1
1486	всего именно	1	1
1487	между отдельными	2	1
1488	мир поэтому	1	1
1489	проникновения в	4	1
1490	может служить	1	1
1491	в кругозоре	2	1
1492	за собой	3	1
1493	и ему	1	1
1494	не меньшим	1	1
1495	ощущается как	1	1
1496	эти голоса	1	1
1497	человека до	1	1
1498	художественный смысл	1	1
1499	жанровых и	1	1
1500	о своем	2	1
1501	и наиболее	1	1
1502	для данного	1	1
1503	кандид вольтера	1	1
1504	с автором	1	1
1505	героев с	1	1
1506	каждого слова	1	1
1507	в неразрывное	1	1
1508	как проблема	1	1
1509	числе и	1	1
1510	тому или	1	1
1511	чем его	1	1
1512	эти противоречия	1	1
1513	превращается в	4	1
1514	времени и	1	1
1515	о художественной	1	1
1516	а только	3	1
1517	можно ли	1	1
1518	друга и	2	1
1519	сколько-нибудь существенного	1	1
1520	а путем	1	1
1521	и единую	1	1
1522	литературы в	1	1
1523	месте и	2	1
1524	жизни на	1	1
1525	социальной действительности	2	1
1526	замкнутости и	1	1
1527	свой материал	1	1
1528	и монологически	2	1
1529	образом даже	1	1
1530	знает что	1	1
1531	слову о	1	1
1532	сосуществования но	1	1
1533	художественного произведения	1	1
1534	замкнутость и	1	1
1535	всего что	2	1
1536	сюжетов и	1	1
1537	но дистанция	1	1
1538	этом новом	1	1
1539	всех трех	1	1
1540	как свой	2	1
1541	и взаимодействие	2	1
1542	имеем в	2	1
1543	этого мира	6	1
1544	о способах	2	1
1545	о языке	1	1
1546	как на	4	1
1547	на те	1	1
1548	их значение	1	1
1549	своем мире	2	1
1550	между людьми	1	1
1551	произведения из	1	1
1552	есть своя	1	1
1553	среди них	3	1
1554	в безличной	1	1
1555	его целом	8	1
1556	вообще и	1	1
1557	есть они	3	1
1558	и широко	1	1
1559	диалогах с	2	1
1560	этот как	1	1
1561	точкам зрения	1	1
1562	оптимальные условия	1	1
1563	идея в	4	1
1564	ним но	1	1
1565	всей жизни	1	1
1566	слово принадлежит	1	1
1567	развиваться и	1	1
1568	он так	1	1
1569	для всей	1	1
1570	она ни	1	1
1571	и превращается	1	1
1572	формах всегда	1	1
1573	весь в	1	1
1574	ее как	3	1
1575	как правило	1	1
1576	произведения чтобы	1	1
1577	герой нашего	1	1
1578	должно ощущаться	1	1
1579	она неизбежно	1	1
1580	самого героя	10	1
1581	сознания но	3	1
1582	идеологических голосов	2	1
1583	самого говорящего	1	1
1584	быть в	2	1
1585	резче и	1	1
1586	которые будучи	1	1
1587	с нею	1	1
1588	находится в	2	1
1589	и одни	1	1
1590	он? нет	1	1
1591	все зависит	1	1
1592	правды и	1	1
1593	слова он	1	1
1594	и живую	1	1
1595	есть по	1	1
1596	лишь абстрактный	1	1
1597	то она	1	1
1598	и вступает	1	1
1599	у лермонтова	1	1
1600	всегда стремится	1	1
1601	на этот	2	1
1602	исходит из	3	1
1603	и умирают	1	1
1604	одного художественного	1	1
1605	характерное для	1	1
1606	идеологической позиции	3	1
1607	а со	1	1
1608	поэтому все	1	1
1609	и достоевского	1	1
1610	как во	1	1
1611	который в	2	1
1612	можем сказать	2	1
1613	поступков и	1	1
1614	весьма различны	1	1
1615	творческого процесса	5	1
1616	к явлениям	1	1
1617	нем по	1	1
1618	что говорит	1	1
1619	то здесь	1	1
1620	и внутренняя	1	1
1621	не стоит	1	1
1622	но если	1	1
1623	и объединения	1	1
1624	столько в	1	1
1625	он сам	9	1
1626	и именно	1	1
1627	для этих	1	1
1628	от них	3	1
1629	из участников	1	1
1630	создания в	1	1
1631	капитанской дочки	1	1
1632	в противном	1	1
1633	чужую мысль	1	1
1634	идеи которая	1	1
1635	он живет	2	1
1636	что даже	1	1
1637	это воплощенное	1	1
1638	испытания человека	1	1
1639	сама она	1	1
1640	его героями	1	1
1641	его положением	1	1
1642	взаимодействие с	1	1
1643	внутреннего человека	2	1
1644	ее всегда	1	1
1645	авторское сознание	2	1
1646	автора о	3	1
1647	его голоса	2	1
1648	она звучит	2	1
1649	смысл может	1	1
1650	но самый	1	1
1651	эпохи то	1	1
1652	входящих в	2	1
1653	и внешний	1	1
1654	его образа	4	1
1655	приписывать им	1	1
1656	романа он	2	1
1657	в самой	10	1
1658	ними в	1	1
1659	при изображении	1	1
1660	сам определяет	1	1
1661	приведенной нами	1	1
1662	думают и	1	1
1663	разобщены и	1	1
1664	единого авторского	1	1
1665	и незавершенный	1	1
1666	особый характер	1	1
1667	крайней мере	3	1
1668	тот же	4	1
1669	сдвиги и	1	1
1670	эту форму	1	1
1671	сосредоточена в	1	1
1672	каждый роман	1	1
1673	в прокрустово	1	1
1674	ведь при	1	1
1675	его можно	1	1
1676	человека но	2	1
1677	гораздо более	1	1
1678	с исключительной	1	1
1679	единство в	1	1
1680	смысле и	1	1
1681	между разными	1	1
1682	или иным	1	1
1683	глубинные пласты	1	1
1684	слова героя	3	1
1685	свои силы	1	1
1686	слове оно	1	1
1687	внутренней жизни	1	1
1688	высшее единство	1	1
1689	обо мне	1	1
1690	автора а	2	1
1691	лишь там	2	1
1692	сильным и	1	1
1693	строится на	2	1
1694	даже по	1	1
1695	включенные в	1	1
1696	она имеет	1	1
1697	в самую	2	1
1698	безличной форме	1	1
1699	между всеми	1	1
1700	романный жанр	1	1
1701	контекста его	1	1
1702	стоит на	1	1
1703	показывает как	1	1
1704	но на	2	1
1705	его мировоззрение	1	1
1706	он знает	3	1
1707	повсюду во	2	1
1708	находить и	1	1
1709	том чтобы	1	1
1710	том числе	1	1
1711	нами не	1	1
1712	не поддается	3	1
1713	ничем не	2	1
1714	выражения в	1	1
1715	кругозора между	1	1
1716	мир в	4	1
1717	является результатом	1	1
1718	приблизиться к	1	1
1719	раскрыть в	1	1
1720	так можно	1	1
1721	все элементы	1	1
1722	нет ни	5	1
1723	диалогического отношения	1	1
1724	увидеть и	3	1
1725	и полноценность	1	1
1726	здесь нет	3	1
1727	на тех	1	1
1728	построении романа	2	1
1729	нему и	2	1
1730	же была	1	1
1731	сознания с	3	1
1732	такого героя	3	1
1733	всякое иное	1	1
1734	о человеке	2	1
1735	всего как	1	1
1736	зависит от	1	1
1737	в первый	1	1
1738	поэтому в	2	1
1739	и вот	4	1
1740	сколько в	2	1
1741	притом не	1	1
1742	сознание в	3	1
1743	в состоянии	1	1
1744	связи между	1	1
1745	в окружающем	1	1
1746	для всякого	1	1
1747	он становится	1	1
1748	получает в	1	1
1749	кризиса и	1	1
1750	мы имеем	2	1
1751	эпоха с	1	1
1752	идет о	5	1
1753	не стремится	1	1
1754	прийти к	1	1
1755	что мир	1	1
1756	творчество достоевского	3	1
1757	образ а	2	1
1758	проявляется в	2	1
1759	которых он	1	1
1760	рядом со	1	1
1761	его лежит	1	1
1762	признать что	1	1
1763	дистанции и	1	1
1764	или с	1	1
1765	в определенном	1	1
1766	его произведения	1	1
1767	о творчестве	1	1
1768	ивана карамазова	9	1
1769	него самого	3	1
1770	переход к	1	1
1771	художественного контекста	1	1
1772	к истории	1	1
1773	только его	1	1
1774	он и	9	1
1775	нами встает	1	1
1776	развитии и	1	1
1777	себя самого	5	1
1778	рождается в	1	1
1779	только чисто	2	1
1780	что так	1	1
1781	в напряженном	2	1
1782	отсюда следует	1	1
1783	построением романа	1	1
1784	философский роман	2	1
1785	где он	1	1
1786	и через	2	1
1787	лиц и	1	1
1788	романах достоевского	12	1
1789	которая является	1	1
1790	авторский кругозор	1	1
1791	сознания это	2	1
1792	образа говорящего	1	1
1793	а предмет	1	1
1794	для своего	2	1
1795	своей смысловой	1	1
1796	противоречивое единство	1	1
1797	эти две	1	1
1798	не способны	3	1
1799	другими голосами	1	1
1800	сознания и	9	1
1801	всех других	1	1
1802	его сознание	1	1
1803	можно выделить	1	1
1804	же не	1	1
1805	за отдельными	1	1
1806	не от	2	1
1807	компактными массами	1	1
1808	возможно только	1	1
1809	подходят к	1	1
1810	в движение	1	1
1811	участие в	1	1
1812	не допускает	1	1
1813	находит свое	2	1
1814	собственного слова	1	1
1815	и свободно	1	1
1816	для его	4	1
1817	все равно	3	1
1818	зрения которого	1	1
1819	и политический	1	1
1820	гофмана но	1	1
1821	зрения его	1	1
1822	камнем для	1	1
1823	его кругозором	1	1
1824	только он	2	1
1825	образу героя	1	1
1826	в самые	1	1
1827	непосредственно в	2	1
1828	статьях и	1	1
1829	этого сознания	2	1
1830	того в	1	1
1831	этой особенности	2	1
1832	но с	4	1
1833	возможность художественного	1	1
1834	и притом	3	1
1835	у автора	1	1
1836	нет это	1	1
1837	правильного понимания	1	1
1838	для испытания	1	1
1839	бы для	1	1
1840	героев как	1	1
1841	и композиционных	1	1
1842	в разные	1	1
1843	и всюду	1	1
1844	всех существенных	1	1
1845	своей книге	2	1
1846	иногда и	1	1
1847	не о	3	1
1848	данного романа	1	1
1849	нет для	1	1
1850	сознания на	1	1
1851	у ивана	2	1
1852	в свои	2	1
1853	до простой	3	1
1854	глубокое понимание	1	1
1855	как по	1	1
1856	прежде чем	1	1
1857	как таковая	1	1
1858	и говорит	1	1
1859	и позволяет	1	1
1860	к миру	1	1
1861	сущности только	2	1
1862	прокрустово ложе	1	1
1863	еще далеко	1	1
1864	ибо все	1	1
1865	и социальные	1	1
1866	нет прямого	1	1
1867	не довлеет	1	1
1868	полемики с	1	1
1869	он воспринимается	1	1
1870	настоящем и	1	1
1871	всегда есть	1	1
1872	преломления в	1	1
1873	места в	1	1
1874	весь его	1	1
1875	как впрочем	1	1
1876	безусловно является	1	1
1877	монологически замкнутого	1	1
1878	слова слово	1	1
1879	когда все	1	1
1880	романов но	1	1
1881	герой носитель	1	1
1882	он дан	1	1
1883	он говорит	3	1
1884	в обычном	3	1
1885	такой роман	2	1
1886	приведенные нами	1	1
1887	дело далеко	1	1
1888	между героями	1	1
1889	чтобы быть	2	1
1890	мы ее	1	1
1891	литературе и	1	1
1892	от внешней	1	1
1893	бы оно	1	1
1894	бальзака и	2	1
1895	драматический диалог	3	1
1896	ней не	1	1
1897	или же	2	1
1898	художественному целому	1	1
1899	настоящим и	1	1
1900	как точка	1	1
1901	в изображении	2	1
1902	напряженном и	1	1
1903	к самому	1	1
1904	подобно тому	5	1
1905	звучит как	2	1
1906	лишь с	1	1
1907	твердое и	1	1
1908	и прежде	2	1
1909	как целое	2	1
1910	и того	1	1
1911	одного мира	1	1
1912	могла быть	1	1
1913	может только	1	1
1914	есть именно	1	1
1915	резко и	1	1
1916	мышления которые	1	1
1917	особая точка	1	1
1918	голосов эпохи	1	1
1919	в мире	10	1
1920	одном из	3	1
1921	не существенно	2	1
1922	изображения при	1	1
1923	почти во	1	1
1924	становится одним	1	1
1925	совершенно иное	2	1
1926	противном случае	1	1
1927	рассказ не	1	1
1928	же идея	2	1
1929	на события	1	1
1930	к концу	1	1
1931	как ее	2	1
1932	в соединении	1	1
1933	форму своего	2	1
1934	личности не	1	1
1935	и повсюду	1	1
1936	иначе чем	1	1
1937	с эпохами	1	1
1938	его жизни	2	1
1939	как не	9	1
1940	больше всего	1	1
1941	этой концепции	1	1
1942	три момента	1	1
1943	и художественного	1	1
1944	материала на	1	1
1945	и последовательного	1	1
1946	может противопоставить	1	1
1947	его души	2	1
1948	с внутренними	1	1
1949	этом как	1	1
1950	себе все	2	1
1951	конечно эта	1	1
1952	себе и	3	1
1953	людьми и	1	1
1954	был не	2	1
1955	полемике с	1	1
1956	его значение	1	1
1957	героя из	1	1
1958	планы романа	2	1
1959	но особенно	1	1
1960	и типических	1	1
1961	и положений	2	1
1962	лишь попутно	1	1
1963	в уже	1	1
1964	к своеобразному	1	1
1965	перейти к	1	1
1966	жизнь уже	1	1
1967	целого и	1	1
1968	под влиянием	1	1
1969	своего замысла	1	1
1970	вводит в	2	1
1971	все логические	1	1
1972	бы в	7	1
1973	публицистических статьях	1	1
1974	для правильного	1	1
1975	приемов построения	1	1
1976	художественно организованное	1	1
1977	сферах идеологической	1	1
1978	но его	1	1
1979	свой мир	1	1
1980	нее нет	1	1
1981	ко всему	1	1
1982	точкой зрения	3	1
1983	себе самом	9	1
1984	в самое	1	1
1985	она или	1	1
1986	становится здесь	2	1
1987	что такое	1	1
1988	апеллирует к	1	1
1989	по литературе	1	1
1990	голоса эпохи	1	1
1991	выйти за	3	1
1992	здесь существенно	1	1
1993	жизнь и	3	1
1994	одну и	1	1
1995	и далее	1	1
1996	и мира	1	1
1997	сочетаются в	4	1
1998	тем более	2	1
1999	диалог или	1	1
2000	герой лишь	1	1
2001	к отдельным	3	1
2002	рассказчик и	1	1
2003	он ни	2	1
2004	такие же	1	1
2005	на задний	1	1
2006	материал на	1	1
2007	контекста и	1	1
2008	случае и	1	1
2009	такой подход	1	1
2010	ибо они	1	1
2011	романа идея	1	1
2012	они становятся	1	1
2013	оно до	1	1
2014	случае если	1	1
2015	ко всем	2	1
2016	эта полнота	1	1
2017	в высшем	2	1
2018	него есть	1	1
2019	слово о	8	1
2020	пределы и	1	1
2021	как особая	1	1
2022	не вместима	1	1
2023	воли можно	1	1
2024	все остальные	1	1
2025	организован как	1	1
2026	другими словами	2	1
2027	свободным и	1	1
2028	и изображается	1	1
2029	здесь она	1	1
2030	именно потому	3	1
2031	социального круга	1	1
2032	определяет все	2	1
2033	и романтической	1	1
2034	не дает	4	1
2035	в художественную	1	1
2036	этой идеи	1	1
2037	в последних	1	1
2038	здесь только	1	1
2039	внешние и	1	1
2040	этим он	1	1
2041	совсем не	1	1
2042	тому как	5	1
2043	отлично знает	1	1
2044	только действительность	1	1
2045	почти полностью	1	1
2046	новизна и	1	1
2047	предмет изображения	3	1
2048	раз подчеркнуть	2	1
2049	романы и	2	1
2050	и благодаря	2	1
2051	в рассказе	3	1
2052	героя его	2	1
2053	его внутренней	1	1
2054	самом рассказе	1	1
2055	явления в	1	1
2056	нам важно	3	1
2057	мы должны	6	1
2058	и самостоятельность	2	1
2059	социальные культурные	1	1
2060	не входит	3	1
2061	в искусстве	2	1
2062	романах и	1	1
2063	не находит	1	1
2064	кругозоре и	3	1
2065	как объект	4	1
2066	характерно для	2	1
2067	сознание не	2	1
2068	но зато	1	1
2069	если же	3	1
2070	должны быть	1	1
2071	и внутреннюю	1	1
2072	свою жизнь	2	1
2073	единства в	1	1
2074	не преодолевается	1	1
2075	но даже	1	1
2076	например кандид	1	1
2077	есть и	2	1
2078	и является	1	1
2079	в применении	1	1
2080	и разрушить	1	1
2081	церкви и	1	1
2082	этого кругозора	3	1
2083	что образ	2	1
2084	романе же	1	1
2085	разделяется на	1	1
2086	неотделим от	2	1
2087	совершенно новый	1	1
2088	который мы	2	1
2089	еще в	1	1
2090	в нас	1	1
2091	поэтому даже	1	1
2092	как автор	2	1
2093	сосредоточиться на	1	1
2094	даже не	1	1
2095	иное художественное	1	1
2096	как явление	1	1
2097	тем самым	3	1
2098	и времени	1	1
2099	единство некоторого	1	1
2100	исключительное значение	1	1
2101	глубине и	1	1
2102	борьбу за	1	1
2103	проникнуть в	2	1
2104	этого образа	1	1
2105	его несмотря	1	1
2106	поэтому для	1	1
2107	человека с	1	1
2108	важна здесь	4	1
2109	ведь если	1	1
2110	характерных и	1	1
2111	кругозора в	1	1
2112	диалогически с	1	1
2113	у нее	1	1
2114	утрачивают свою	1	1
2115	конструкции в	1	1
2116	то ни	3	1
2117	другу а	1	1
2118	и всех	2	1
2119	карамазова и	5	1
2120	так резко	1	1
2121	вперед в	1	1
2122	он считал	2	1
2123	объектом авторского	2	1
2124	тем или	2	1
2125	поступок героя	1	1
2126	и возникает	1	1
2127	или наконец	4	1
2128	могла бы	1	1
2129	на это	2	1
2130	не сливается	2	1
2131	как из	1	1
2132	но теперь	1	1
2133	с большой	1	1
2134	в рамках	2	1
2135	уверенного и	1	1
2136	отдельными сторонами	1	1
2137	не дано	1	1
2138	как их	3	1
2139	вступают в	3	1
2140	творческой работы	1	1
2141	героем и	2	1
2142	многообразно пересекаются	1	1
2143	него и	1	1
2144	находиться в	2	1
2145	этот роман	1	1
2146	теоретического осознания	1	1
2147	на их	1	1
2148	содержанием и	1	1
2149	живет на	1	1
2150	и никогда	1	1
2151	и ложь	1	1
2152	у этой	1	1
2153	до сознания	1	1
2154	автора то	2	1
2155	как свои	1	1
2156	но есть	2	1
2157	ибо нет	1	1
2158	и европейского	1	1
2159	притом как	1	1
2160	слово же	1	1
2161	авторском слове	1	1
2162	слово романа	1	1
2163	бы он	3	1
2164	как вещи	1	1
2165	голосов в	4	1
2166	опирающееся на	1	1
2167	роман без	2	1
2168	свою точку	1	1
2169	что может	2	1
2170	мысль в	1	1
2171	словесного стиля	2	1
2172	во взаимодействии	1	1
2173	романе до	1	1
2174	авторской идеологии	1	1
2175	мире поэтому	1	1
2176	других с	1	1
2177	в первой	3	1
2178	элементов романа	1	1
2179	есть его	1	1
2180	своего художественного	1	1
2181	далека от	1	1
2182	и своем	1	1
2183	предметом и	1	1
2184	чтобы оно	1	1
2185	человека это	1	1
2186	этот рассказ	1	1
2187	сознания его	1	1
2188	подходе к	2	1
2189	могут до	1	1
2190	их диалогического	1	1
2191	происходит в	1	1
2192	же идеи	1	1
2193	отношении не	1	1
2194	говорить об	2	1
2195	как таковое	1	1
2196	иной раз	1	1
2197	же мы	2	1
2198	как слова	1	1
2199	протяжении веков	1	1
2200	мы слышим	2	1
2201	поэтического творчества	2	1
2202	самые основы	2	1
2203	которая у	1	1
2204	значимость и	2	1
2205	и специфичность	1	1
2206	есть воспринять	1	1
2207	всегда лежит	1	1
2208	некоторого единого	1	1
2209	в соответствующем	1	1
2210	автора как	3	1
2211	они могли	1	1
2212	его к	4	1
2213	их на	1	1
2214	на который	1	1
2215	только такое	1	1
2216	еще резче	1	1
2217	себе еще	2	1
2218	и новые	1	1
2219	человек не	1	1
2220	мировоззрение и	1	1
2221	авторской художественной	2	1
2222	развитие и	1	1
2223	мира с	1	1
2224	толстого в	1	1
2225	которым он	1	1
2226	здесь же	1	1
2227	бытия в	3	1
2228	ни был	2	1
2229	природа его	1	1
2230	отношение автора	1	1
2231	для эпохи	1	1
2232	между репликами	1	1
2233	подлинного художественного	1	1
2234	таким же	4	1
2235	все возможные	5	1
2236	диалогического подхода	1	1
2237	образ героя	6	1
2238	раскрывает себя	1	1
2239	и взаимного	1	1
2240	мне в	1	1
2241	она вырождается	1	1
2242	себе а	1	1
2243	во взаимодействие	1	1
2244	дальше в	1	1
2245	или точнее	2	1
2246	само по	4	1
2247	отрешаются от	1	1
2248	в диалогические	2	1
2249	процессе этого	1	1
2250	дело здесь	1	1
2251	и активного	1	1
2252	за счет	2	1
2253	быть глубоко	1	1
2254	предметный мир	1	1
2255	в пространстве	3	1
2256	не лежат	1	1
2257	не слышит	1	1
2258	на эту	1	1
2259	говорит не	1	1
2260	то перед	2	1
2261	за их	1	1
2262	художественное значение	3	1
2263	развертывается в	1	1
2264	в каком	2	1
2265	есть слова	1	1
2266	превращаются в	1	1
2267	он действительно	1	1
2268	непосредственное выражение	2	1
2269	его смысловые	1	1
2270	сказать так	1	1
2271	и ничего	1	1
2272	определяются тем	1	1
2273	не утрачивая	1	1
2274	самой действительности	2	1
2275	и интонации	1	1
2276	можно только	1	1
