N	2gram	Tiupa_Narr	Literetu
1279	видит в	3	1
1280	не была	1	1
1281	сего времени	1	1
1282	как же	1	1
1283	или не	5	1
1284	столько же	2	1
1285	можно признать	1	1
1286	в которой	2	1
1287	не о	2	1
1288	говорит в	1	1
1289	исходит от	1	1
1290	рода не	1	1
1291	как по	2	1
1292	коммуникативного поведения	3	1
1293	прежде чем	1	1
1294	в произведении	2	1
1295	по утверждению	1	1
1296	такая позиция	1	1
1297	современного человека	1	1
1298	но совершенно	1	1
1299	евгении онегине	1	1
1300	своего и	2	1
1301	будто бы	2	1
1302	что за	1	1
1303	произведение как	1	1
1304	как уточняет	1	1
1305	но для	5	1
1306	место лишь	1	1
1307	о смерти	2	1
1308	чеховского рассказа	1	1
1309	еще при	1	1
1310	относительно его	1	1
1311	как следует	1	1
1312	у костра	2	1
1313	и своего	1	1
1314	между этими	1	1
1315	в последних	1	1
1316	по мере	2	1
1317	простой и	2	1
1318	в евгении	1	1
1319	рецептивного сознания	2	1
1320	этом последнем	2	1
1321	исторический период	1	1
1322	что ведет	1	1
1323	однако жизнь	1	1
1324	стать и	2	1
1325	между ними	3	1
1326	дома в	1	1
1327	также в	2	1
1328	позиция читателя	1	1
1329	торжество над	1	1
1330	и она	1	1
1331	и иные	1	1
1332	жизни других	1	1
1333	на земле	1	1
1334	большинстве случаев	1	1
1335	и рецептивное	1	1
1336	формулирует главную	1	1
1337	идет по	2	1
1338	того и	1	1
1339	к поиску	1	1
1340	прошлое в	1	1
1341	текста но	1	1
1342	и личность	2	1
1343	в двух	2	1
1344	о невозможности	1	1
1345	лишь для	1	1
1346	себя мы	1	1
1347	был не	1	1
1348	так о	1	1
1349	например как	1	1
1350	субъекта некоторой	1	1
1351	полагает что	1	1
1352	из точки	1	1
1353	конечном итоге	1	1
1354	он чувствовал	1	1
1355	в других	2	1
1356	сих пор	3	1
1357	подобные явления	1	1
1358	текст и	1	1
1359	случайно в	1	1
1360	вопроса о	1	1
1361	пребывания в	4	1
1362	это могло	1	1
1363	в заключительном	1	1
1364	к ситуации	1	1
1365	только от	2	1
1366	к истине	1	1
1367	авторской иронии	1	1
1368	не имея	1	1
1369	и поэтически	1	1
1370	в.т в	1	1
1371	человек как	1	1
1372	опираясь на	1	1
1373	мы можем	2	1
1374	слово есть	1	1
1375	и быть	1	1
1376	всякое коммуникативное	1	1
1377	развития при	1	1
1378	движущей силой	1	1
1379	но речь	1	1
1380	говоря в	1	1
1381	моей души	1	1
1382	личность в	1	1
1383	как субъект	1	1
1384	таким каким	2	1
1385	мы уже	1	1
1386	а мы	1	1
1387	классики xix	1	1
1388	текста а	1	1
1389	природе своей	1	1
1390	не один	1	1
1391	своей субъективности	1	1
1392	человека как	2	1
1393	в перспективе	1	1
1394	в рассказе	10	1
1395	человека который	2	1
1396	является его	2	1
1397	в ответ	4	1
1398	самоопределение личности	1	1
1399	в развитии	1	1
1400	другом и	1	1
1401	оно и	1	1
1402	себя что	1	1
1403	в детстве	3	1
1404	бы но	1	1
1405	необходимо было	1	1
1406	мертвые знаки	1	1
1407	возвращаясь к	1	1
1408	легко можно	1	1
1409	этом свете	1	1
1410	сущности говоря	1	1
1411	ком или	1	1
1412	вспомним что	1	1
1413	определенным образом	1	1
1414	в приведенном	1	1
1415	разделяется на	1	1
1416	двумя или	2	1
1417	была выявлена	1	1
1418	даже не	1	1
1419	также не	2	1
1420	в.т как	1	1
1421	как один	1	1
1422	с таким	1	1
1423	она была	2	1
1424	которого в	1	1
1425	прийти в	1	1
1426	этом у	1	1
1427	по образованию	1	1
1428	третьего лица	1	1
1429	реалистическим романом	1	1
1430	в прекрасном	1	1
1431	не само	1	1
1432	себя однако	1	1
1433	дома с	4	1
1434	вот я	2	1
1435	как когда-то	1	1
1436	героя оказывается	1	1
1437	одного сознания	2	1
1438	человеческих отношений	2	1
1439	оно обладает	1	1
1440	только с	2	1
1441	сидя в	1	1
1442	или о	1	1
1443	бы его	1	1
1444	это придает	1	1
1445	и адресату	1	1
1446	это делает	1	1
1447	о его	3	1
1448	позиция субъекта	1	1
1449	видения жизни	1	1
1450	что только	1	1
1451	субъект а	1	1
1452	которая на	1	1
1453	ней в	2	1
1454	в сердце	2	1
1455	говорится но	1	1
1456	этих и	1	1
1457	имела место	1	1
1458	внутренний мир	1	1
1459	процесса и	1	1
1460	в данный	1	1
1461	самоактуализация личности	1	1
1462	многих его	1	1
1463	трех говорящего	1	1
1464	в точке	2	1
1465	обращена к	1	1
1466	ментальные перемены	1	1
1467	меньшей степени	2	1
1468	именно таким	1	1
1469	что этот	1	1
1470	в один	1	1
1471	сколь бы	1	1
1472	в одну	1	1
1473	и особенно	1	1
1474	это он	2	1
1475	сознание адресата	1	1
1476	одного и	2	1
1477	в пространстве	3	1
1478	воззрений на	1	1
1479	мы видели	1	1
1480	в единство	2	1
1481	как возвращение	1	1
1482	для личности	1	1
1483	при жизни	1	1
1484	на чем	1	1
1485	в кругу	1	1
1486	в последующих	1	1
1487	до сих	3	1
1488	в очерке	1	1
1489	автор и	1	1
1490	он уже	3	1
1491	и здесь	3	1
1492	низшей расой	1	1
1493	всем своим	1	1
1494	приближается к	1	1
1495	как возможность	1	1
1496	например что	1	1
1497	а тут	1	1
1498	границ их	1	1
1499	них в	1	1
1500	я мы	1	1
1501	в событии	3	1
1502	впадая в	1	1
1503	с и	1	1
1504	наиболее существенных	1	1
1505	из мира	1	1
1506	время у	1	1
1507	и прочих	2	1
1508	за ними	3	1
1509	у чехова	15	1
1510	говорит а	1	1
1511	культурный феномен	1	1
1512	другого человека	2	1
1513	что автор	1	1
1514	говорит и	1	1
1515	представляют собой	5	1
1516	что это	4	1
1517	содержит в	1	1
1518	чтобы стать	2	1
1519	ни единого	1	1
1520	истории в	8	1
1521	его на	1	1
1522	не исчерпывается	1	1
1523	этот не	1	1
1524	поэтому в	1	1
1525	будет сказано	1	1
1526	в человеке	2	1
1527	их как	1	1
1528	гораздо раньше	1	1
1529	с каждым	1	1
1530	здесь состоит	1	1
1531	бы между	1	1
1532	и делает	1	1
1533	однако он	1	1
1534	вниманию читателя	1	1
1535	во взгляде	1	1
1536	усматривая в	1	1
1537	другого что	1	1
1538	предстает не	1	1
1539	ему принадлежат	1	1
1540	него нет	1	1
1541	очевидным что	1	1
1542	он лишь	1	1
1543	за это	1	1
1544	не могут	1	1
1545	ироническую дистанцию	1	1
1546	социального взаимодействия	1	1
1547	его собственными	1	1
1548	должен был	1	1
1549	нам в	1	1
1550	я так	1	1
1551	тоже по-своему	1	1
1552	приобретает в	2	1
1553	именно оно	1	1
1554	человеческой культуры	1	1
1555	иметь в	1	1
1556	к неклассической	1	1
1557	истории он	2	1
1558	жизни оказывается	1	1
1559	который характеризуется	1	1
1560	у читателя	1	1
1561	пространство и	1	1
1562	произведения могут	1	1
1563	свою жизнь	2	1
1564	феномена как	1	1
1565	на территории	1	1
1566	вот и	1	1
1567	встречаются и	1	1
1568	сознания однако	1	1
1569	одно слово	1	1
1570	как говорится	1	1
1571	что когда-то	1	1
1572	этот тип	1	1
1573	области поэтики	1	1
1574	в процессе	2	1
1575	сознании другого	1	1
1576	и соответственно	1	1
1577	отдельного человека	1	1
1578	свой собственный	1	1
1579	в памяти	2	1
1580	и ситуаций	1	1
1581	ему казалось	1	1
1582	как оказывается	1	1
1583	это время	1	1
1584	и так	1	1
1585	последующее развитие	1	1
1586	третьего типа	1	1
1587	говорящего автора	1	1
1588	от его	2	1
1589	никто не	1	1
1590	что иное	1	1
1591	свидетельствует об	2	1
1592	свою художественную	1	1
1593	личностного бытия	1	1
1594	без которых	1	1
1595	говоря и	2	1
1596	о любви	1	1
1597	в которых	1	1
1598	здесь может	1	1
1599	установкой на	2	1
1600	ключом к	1	1
1601	о котором	4	1
1602	том как	3	1
1603	именно поэтому	1	1
1604	зависимости от	3	1
1605	не затрагивает	1	1
1606	в известном	4	1
1607	друг от	1	1
1608	первой главе	1	1
1609	к другому	2	1
1610	весть о	1	1
1611	высказывание в	1	1
1612	завершается словами	2	1
1613	такую возможность	1	1
1614	слова о	1	1
1615	что позволяет	1	1
1616	первого и	2	1
1617	жизни так	3	1
1618	второго лица	3	1
1619	такова природа	2	1
1620	вот оно	1	1
1621	только одно	1	1
1622	что искусство	1	1
1623	в общении	1	1
1624	нам открывается	1	1
1625	особенность художественной	1	1
1626	одним и	1	1
1627	но тут	1	1
1628	дискурс в	2	1
1629	звеном которой	1	1
1630	в рецептивном	1	1
1631	тот кто	2	1
1632	отличается от	1	1
1633	что прошлое	1	1
1634	восприятия а	1	1
1635	первая и	1	1
1636	языка и	1	1
1637	что мы	2	1
1638	совершенно иной	1	1
1639	это явление	1	1
1640	пушкина как	1	1
1641	ней есть	1	1
1642	на какой	1	1
1643	задний план	1	1
1644	с нами	2	1
1645	здесь всего	1	1
1646	без воскресения	1	1
1647	мы его	2	1
1648	читателя то	1	1
1649	нас будут	1	1
1650	чужого слова	4	1
1651	это все	1	1
1652	причастной вненаходимости	1	1
1653	в новой	1	1
1654	перемещается в	1	1
1655	характер это	1	1
1656	без чего	1	1
1657	именно на	1	1
1658	народов и	1	1
1659	и вся	1	1
1660	которого не	1	1
1661	но лишены	1	1
1662	впрочем и	1	1
1663	они все	1	1
1664	и наиболее	1	1
1665	на основании	1	1
1666	как субъекта	2	1
1667	это свобода	1	1
1668	целый ряд	1	1
1669	трактовать как	1	1
1670	времени и	9	1
1671	только тем	1	1
1672	и друзей	1	1
1673	новой должности	1	1
1674	он есть	1	1
1675	лишь то	1	1
1676	перед глазами	1	1
1677	чем говорят	1	1
1678	в каком	1	1
1679	пребывать самим	1	1
1680	было и	2	1
1681	и наглый	1	1
1682	этих позиций	1	1
1683	искусства слова	1	1
1684	как будет	1	1
1685	только часть	1	1
1686	жизнь чеховского	1	1
1687	образом не	1	1
1688	и мыслится	1	1
1689	мир персонажей	1	1
1690	зрелого чеховского	3	1
1691	с текстом	1	1
1692	входит как	1	1
1693	в делах	1	1
1694	на две	2	1
1695	обязанностей в	1	1
1696	событий в	1	1
1697	же усиливает	1	1
1698	первобытного человека	2	1
1699	видит не	1	1
1700	принадлежит к	1	1
1701	этом однако	1	1
1702	в самую	2	1
1703	произведения и	1	1
1704	же мере	1	1
1705	но именно	3	1
1706	за пределами	3	1
1707	история гурова	1	1
1708	посредством текста	1	1
1709	характера и	3	1
1710	именно то	1	1
1711	личности к	1	1
1712	и мире	2	1
1713	человечества и	1	1
1714	для всего	1	1
1715	в каждый	1	1
1716	рождается в	1	1
1717	следует вести	2	1
1718	на этот	2	1
1719	в ударном	1	1
1720	сознания субъекта	2	1
1721	смерти он	1	1
1722	обращение к	1	1
1723	здесь и	1	1
1724	неприемлемый для	1	1
1725	таковы у	1	1
1726	аналог действительного	1	1
1727	мать и	3	1
1728	у которого	1	1
1729	решения проблемы	1	1
1730	себя с	1	1
1731	предлагаемой вниманию	1	1
1732	в произведениях	3	1
1733	только потому	1	1
1734	это единственный	1	1
1735	посредника между	1	1
1736	в эстетике	1	1
1737	понимаемой как	1	1
1738	мира не	1	1
1739	путем не	1	1
1740	самоактуализации личности	1	1
1741	они предстают	1	1
1742	который и	1	1
1743	смертью по	1	1
1744	исключительно в	3	1
1745	прибегает к	1	1
1746	в чеховских	1	1
1747	толстой в	1	1
1748	обратиться к	2	1
1749	смерти как	1	1
1750	тебе не	1	1
1751	людей не	1	1
1752	более глубокий	1	1
1753	пристальное внимание	1	1
1754	героя при	1	1
1755	об их	1	1
1756	именно к	1	1
1757	душе и	1	1
1758	продукт социального	1	1
1759	в любви	1	1
1760	или просто	2	1
1761	служит в	1	1
1762	смерть и	1	1
1763	постольку поскольку	1	1
1764	общения в	1	1
1765	фразе текста	1	1
1766	жизни столь	1	1
1767	это такая	1	1
1768	ничем не	1	1
1769	пока что	2	1
1770	его внутренняя	1	1
1771	основе своей	1	1
1772	которое легко	1	1
1773	хоть и	1	1
1774	упоминаемого в	1	1
1775	его становления	1	1
1776	художественного высказывания	2	1
1777	того как	1	1
1778	новой жизни	1	1
1779	осипа мандельштама	1	1
1780	присутствия я	2	1
1781	голоса в	1	1
1782	местам и	1	1
1783	возникает в	1	1
1784	ни единой	1	1
1785	по своим	2	1
1786	аналогичным образом	1	1
1787	всего мира	1	1
1788	в предыдущем	1	1
1789	внешний облик	1	1
1790	событие духовного	1	1
1791	от которого	3	1
1792	которых он	1	1
1793	наиболее чутких	1	1
1794	весьма различно	1	1
1795	своей не	1	1
1796	и восприятия	1	1
1797	из песни	1	1
1798	центрального героя	2	1
1799	может показаться	1	1
1800	все это	1	1
1801	черный монах	2	1
1802	указание на	1	1
1803	и позицией	1	1
1804	а все	1	1
1805	слова а	1	1
1806	о ее	1	1
1807	когда же	2	1
1808	в виде	2	1
1809	быть вполне	1	1
1810	было видно	2	1
1811	в учебниках	1	1
1812	это всегда	1	1
1813	крайне затруднительно	1	1
1814	что ни	1	1
1815	себе но	2	1
1816	материал для	1	1
1817	перед читателем	1	1
1818	духовное содержание	1	1
1819	от друга	1	1
1820	выявлена и	1	1
1821	или в	7	1
1822	шла речь	1	1
1823	в войне	2	1
1824	жизни это	2	1
1825	в стране	1	1
1826	на преодоление	1	1
1827	это еще	1	1
1828	кругозора и	3	1
1829	читателя это	1	1
1830	для осмысления	1	1
1831	но впоследствии	1	1
1832	в бытии	1	1
1833	перед смертью	1	1
1834	в личностном	1	1
1835	не со	1	1
1836	например читатель	1	1
1837	творческом наследии	1	1
1838	в стороне	1	1
1839	случае не	1	1
1840	диаметрально противоположны	1	1
1841	что перед	1	1
1842	за которым	2	1
1843	художником это	1	1
1844	не подлежит	3	1
1845	поведения и	1	1
1846	не предполагает	1	1
1847	результат а	1	1
1848	или даже	3	1
1849	не слышат	1	1
1850	иной раз	1	1
1851	что неизбежно	1	1
1852	соотносится с	1	1
1853	есть только	1	1
1854	однако это	1	1
1855	смысловую глубину	1	1
1856	на одном	2	1
1857	словами как	1	1
1858	не столь	2	1
1859	и со	1	1
1860	один и	2	1
1861	художника перед	1	1
1862	по его	3	1
1863	в новом	1	1
1864	нисколько не	1	1
1865	смысла жизни	1	1
1866	это было	3	1
1867	с другом	1	1
1868	читателя перед	1	1
1869	остальной жизни	1	1
1870	и потому-то	1	1
1871	говорит об	1	1
1872	ему как	1	1
1873	являя собой	1	1
1874	или менее	2	1
1875	чего в	1	1
1876	не все	2	1
1877	бы ни	1	1
1878	не впадая	1	1
1879	остается вне	1	1
1880	еще одной	1	1
1881	выражение и	1	1
1882	ему не	1	1
1883	и внутренней	2	1
1884	чужой воли	1	1
1885	как средство	1	1
1886	достаточно вспомнить	1	1
1887	этих двух	2	1
1888	в будущее	1	1
1889	в банке	1	1
1890	к одному	1	1
1891	вопрос не	1	1
1892	которая как	1	1
1893	слова как	1	1
1894	своего сознания	1	1
1895	текст а	1	1
1896	оставаться самим	1	1
1897	сознания адресата	1	1
1898	окружающего мира	1	1
1899	поскольку как	1	1
1900	жизни я	1	1
1901	самоактуализацию как	1	1
1902	но служит	1	1
1903	мы воспринимаем	1	1
1904	этим сознанием	1	1
1905	таково например	1	1
1906	в бытовой	1	1
1907	невозможно быть	1	1
1908	личности самого	1	1
1909	слово это	2	1
1910	читателей в	1	1
1911	две стороны	1	1
1912	он нам	1	1
1913	т.п и	2	1
1914	ни один	1	1
1915	таков что	1	1
1916	активная позиция	1	1
1917	своих интересов	1	1
1918	уже только	1	1
1919	другому сознанию	1	1
1920	вся жизнь	2	1
1921	плачут и	1	1
1922	обстоит дело	1	1
1923	с присущей	1	1
1924	реальной действительности	1	1
1925	мы узнаем	2	1
1926	и пребывать	1	1
1927	в обнаружении	1	1
1928	вопрос как	1	1
1929	и описана	1	1
1930	личное имя	1	1
1931	содержание своего	1	1
1932	друга как	1	1
1933	быть и	3	1
1934	растворяется в	1	1
1935	по бахтину	1	1
1936	теперь начинает	1	1
1937	м.м бахтина	1	1
1938	жизненная установка	1	1
1939	плана в	1	1
1940	не стоял	1	1
1941	субъект его	1	1
1942	творчестве чехова	1	1
1943	частности в	2	1
1944	от классической	2	1
1945	оказывается что	1	1
1946	кто не	1	1
1947	взаимодействия трех	1	1
1948	конечно в	1	1
1949	говоря о	2	1
1950	не следует	3	1
1951	в зеркало	1	1
1952	и времени	1	1
1953	как то	1	1
1954	нам о	1	1
1955	первые два	1	1
1956	разумеется в	1	1
1957	как говорилось	1	1
1958	комплекса мотивов	1	1
1959	этом своем	1	1
1960	рассказа о	2	1
1961	но то	1	1
1962	знает и	1	1
1963	художественный текст	1	1
1964	ту самую	1	1
1965	иначе в	1	1
1966	дискурса в	2	1
1967	в книге	1	1
1968	к ней	3	1
1969	на уровне	1	1
1970	филолог но	1	1
1971	литература является	1	1
1972	в литературном	2	1
1973	характер не	1	1
1974	человеческие отношения	1	1
1975	в плане	1	1
1976	однако для	1	1
1977	в четвертом	1	1
1978	[] по	1	1
1979	собой лишь	1	1
1980	в театре	3	1
1981	два варианта	1	1
1982	у меня	2	1
1983	к чужому	1	1
1984	обращаться к	1	1
1985	своей единственной	1	1
1986	весьма показательна	1	1
1987	это означает	2	1
1988	же можно	1	1
1989	момент в	1	1
1990	поскольку все	1	1
1991	меня самого	1	1
1992	героя где	1	1
1993	уже никто	1	1
1994	вовлечен в	1	1
1995	в период	1	1
1996	не найдя	1	1
1997	как внутренняя	1	1
1998	основательный опыт	1	1
1999	до сего	1	1
2000	на своих	2	1
2001	эти два	2	1
2002	уже шла	1	1
2003	которое мы	1	1
2004	персонажей как	1	1
2005	текстов о	1	1
2006	ориентирована на	1	1
2007	отмежевывается от	2	1
2008	по причине	2	1
2009	само по	1	1
2010	невозможно да	1	1
2011	с классической	1	1
2012	да на	1	1
2013	образованию филолог	1	1
2014	жизнью и	1	1
2015	и конец	3	1
2016	перечисленные моменты	1	1
2017	иное как	1	1
2018	что легко	1	1
2019	для другого	2	1
2020	возможна только	1	1
2021	себе а	1	1
2022	событие это	2	1
