N	2gram	Bakhtin_Pr	RusskieA
1313	и ни	1	1
1314	остановиться несколько	2	1
1315	который мы	1	1
1316	имеются и	1	1
1317	также и	5	1
1318	с особым	1	1
1319	из среды	1	1
1320	бы дать	1	1
1321	главное и	1	1
1322	ни их	1	1
1323	на другое	1	1
1324	своего апогея	1	1
1325	у того	1	1
1326	здесь это	1	1
1327	во второй	1	1
1328	входили в	1	1
1329	и может	1	1
1330	характерно для	1	1
1331	а по	1	1
1332	нужно было	1	1
1333	мы обнаружим	1	1
1334	и детей	1	1
1335	и говорят	1	1
1336	особый тип	2	1
1337	в науке	1	1
1338	стыда и	1	1
1339	и обратно	1	1
1340	но дело	1	1
1341	например и	1	1
1342	а смерть	1	1
1343	стороны и	1	1
1344	с земли	2	1
1345	человека с	3	1
1346	несколько подробнее	2	1
1347	или как	1	1
1348	при всем	3	1
1349	их как	1	1
1350	слова если	1	1
1351	которых они	1	1
1352	рассматривать как	1	1
1353	но эту	1	1
1354	и время	5	1
1355	также с	1	1
1356	же самое	1	1
1357	они сохранили	1	1
1358	явление в	1	1
1359	всякую связь	1	1
1360	были и	1	1
1361	был он	1	1
1362	них нет	1	1
1363	смех такова	1	1
1364	на какое-нибудь	1	1
1365	дни в	1	1
1366	люди по	1	1
1367	видел что	1	1
1368	жизни и	13	1
1369	этим как	1	1
1370	он во	1	1
1371	все еще	3	1
1372	особенно римской	1	1
1373	вопросов и	2	1
1374	нуждается в	1	1
1375	наивысшего расцвета	1	1
1376	образ его	1	1
1377	в так	1	1
1378	хотя здесь	1	1
1379	который почти	1	1
1380	хотя они	2	1
1381	именно это	1	1
1382	и совершенно	3	1
1383	здесь следует	1	1
1384	город на	1	1
1385	веков в	1	1
1386	не надо	1	1
1387	и всякую	1	1
1388	благословение и	1	1
1389	по идее	1	1
1390	есть не	1	1
1391	превращались в	1	1
