N	2gram	Tiupa_Lite	Myshleni
1308	среди других	1	2
1309	на свете	2	2
1310	ко всему	4	2
1311	личности в	4	2
1312	что от	1	2
1313	же самом	1	2
1314	обстоит дело	1	2
1315	его речь	1	2
1316	жизни сознания	1	2
1317	другой к	1	2
1318	частности в	1	2
1319	по сути	1	2
1320	по всей	1	2
1321	тем чтобы	1	2
1322	к новому	1	2
1323	как внутренняя	1	2
1324	достаточно вспомнить	1	2
1325	блажен кто	1	2
1326	здесь этот	1	2
1327	еще несколько	1	1
1328	что начало	1	1
1329	более не	2	1
1330	роль по	1	1
1331	буквы но	1	1
1332	образов в	1	1
1333	говоря уже	3	1
1334	сама собой	1	1
1335	практически не	2	1
1336	последней завершающей	1	1
1337	как носитель	2	1
1338	жизнь сознания	2	1
1339	и самому	1	1
1340	в разрешении	1	1
1341	над языком	2	1
1342	до него	1	1
1343	в среде	1	1
1344	общий для	1	1
1345	снова и	1	1
1346	вновь и	1	1
1347	разрешения на	1	1
1348	частности для	1	1
1349	и лучше	1	1
1350	не испытывает	1	1
1351	принадлежности к	1	1
1352	впрочем и	1	1
1353	своих собственных	1	1
1354	не меняет	1	1
1355	не сказать	1	1
1356	понимается как	1	1
1357	практики в	1	1
1358	основанному на	1	1
1359	основывается на	1	1
1360	на смену	6	1
1361	чтобы в	1	1
1362	а напротив	1	1
1363	показывает нам	1	1
1364	т.д или	1	1
1365	мыслится уже	1	1
1366	но следует	1	1
1367	с момента	1	1
1368	для очень	1	1
1369	и превращение	1	1
1370	я из	2	1
1371	другому как	1	1
1372	прошлого в	1	1
1373	над самим	1	1
1374	а ты	1	1
1375	здесь происходит	1	1
1376	в ранг	2	1
1377	или ином	1	1
1378	мир и	2	1
1379	по тому	1	1
1380	не его	1	1
1381	я вместо	1	1
1382	пришла к	1	1
1383	ними все	1	1
1384	при условии	1	1
1385	самое себя	1	1
1386	не хуже	1	1
1387	пор пока	2	1
1388	и место	1	1
1389	внутри себя	1	1
1390	к своей	2	1
1391	но может	1	1
1392	в строгом	1	1
1393	принадлежит не	1	1
1394	от своей	1	1
1395	любви к	1	1
1396	который известен	1	1
1397	закон не	1	1
1398	над словом	3	1
1399	утверждал что	2	1
1400	общего для	1	1
1401	здесь мыслится	1	1
1402	я с	1	1
1403	во всякой	1	1
1404	явную и	1	1
1405	затем в	1	1
1406	места для	1	1
1407	игру в	1	1
1408	новой стороны	1	1
1409	думаю что	1	1
1410	не переставая	1	1
1411	т.д которая	1	1
1412	быть вообще	1	1
1413	его психики	1	1
1414	даже у	1	1
1415	и живет	1	1
1416	характеризуется тем	1	1
1417	не следуют	1	1
1418	крайней мере	2	1
1419	они умеют	1	1
1420	жизни с	2	1
1421	подлежит сомнению	1	1
1422	все перечисленные	1	1
1423	но было	1	1
1424	базируется на	1	1
1425	путь не	1	1
1426	мысли так	1	1
1427	и представляет	1	1
1428	лишь тогда	1	1
1429	бы вполне	1	1
1430	этой внутренней	1	1
1431	словесном материале	1	1
1432	как другие	1	1
1433	как нам	2	1
1434	тем отчетливее	1	1
1435	толстого что	1	1
1436	виду не	2	1
1437	эту минуту	1	1
1438	идя по	1	1
1439	первый раз	2	1
1440	и духовных	1	1
1441	к истине	1	1
1442	целого а	1	1
1443	обреченным на	1	1
1444	и омега	1	1
1445	о себе	7	1
1446	письма в	1	1
1447	в недрах	1	1
1448	друга а	1	1
1449	иного рода	1	1
1450	ты мой	1	1
1451	от восприятия	1	1
1452	что а	1	1
1453	в рассмотренном	1	1
1454	но такова	1	1
1455	можно признать	1	1
1456	в интересах	1	1
1457	рода не	1	1
1458	не нуждается	1	1
1459	и хорошо	1	1
1460	говорит другой	1	1
1461	по улице	1	1
1462	я и	10	1
1463	личности с	2	1
1464	и воля	1	1
1465	во главе	2	1
1466	это путь	1	1
1467	о если	1	1
1468	о невозможности	1	1
1469	воздействия на	2	1
1470	изложением фактов	1	1
1471	направленную на	1	1
1472	человека а	2	1
1473	вмешивается в	1	1
1474	у каждой	1	1
1475	имеет ничего	1	1
1476	может позволить	1	1
1477	этой и	1	1
1478	деятельность по	1	1
1479	с новой	1	1
1480	человек как	1	1
1481	нам чрезвычайно	1	1
1482	превращаясь в	2	1
1483	в исторической	1	1
1484	и однако	1	1
1485	как субъект	1	1
1486	и проб	1	1
1487	в наше	1	1
1488	этом либо	1	1
1489	процессов к	1	1
1490	отказываемся от	1	1
1491	не тот	2	1
1492	с какой	1	1
1493	в объективном	1	1
1494	тех законов	1	1
1495	так просто	1	1
1496	концепция личности	2	1
1497	как автор	1	1
1498	для жизни	1	1
1499	которого в	1	1
1500	сознания от	3	1
1501	результате такой	1	1
1502	однако нельзя	1	1
1503	и ты	4	1
1504	можно проиллюстрировать	1	1
1505	путь он	1	1
1506	же пути	1	1
1507	этой фразы	1	1
1508	всю жизнь	2	1
1509	это проблема	1	1
1510	с живыми	1	1
1511	момент является	1	1
1512	приходится признать	1	1
1513	этой системе	1	1
1514	задачу не	1	1
1515	деятельности как	2	1
1516	именно таким	1	1
1517	не случайно	5	1
1518	поздний и	1	1
1519	ту самую	1	1
1520	к истокам	1	1
1521	образом развивается	1	1
1522	в статье	2	1
1523	оказывается невозможным	1	1
1524	в особенности	2	1
1525	пути по	1	1
1526	мире и	1	1
1527	второй стадии	1	1
1528	он уже	1	1
1529	от сознания	2	1
1530	в онтогенезе	1	1
1531	мы встретились	1	1
1532	например что	1	1
1533	сказано в	3	1
1534	на неудачу	1	1
1535	легко переходит	1	1
1536	как помеха	1	1
1537	историческое состояние	1	1
1538	план не	1	1
1539	мне и	1	1
1540	в живых	1	1
1541	путь а	1	1
1542	к сознанию	1	1
1543	существенную для	1	1
1544	не принял	1	1
1545	кстати сказать	1	1
1546	то с	2	1
1547	и сделать	1	1
1548	в возрасте	1	1
1549	так или	8	1
1550	с некоторыми	1	1
1551	от своего	3	1
1552	принципиально иной	1	1
1553	мыслительного процесса	1	1
1554	пройденный в	1	1
1555	в цепи	1	1
1556	его сознания	2	1
1557	по собственному	2	1
1558	отталкиваясь от	5	1
1559	и соответственно	1	1
1560	со специфической	1	1
1561	жизни в	5	1
1562	очередь при	1	1
1563	свидетельствует об	1	1
1564	за автором	1	1
1565	при всех	2	1
1566	этот образ	1	1
1567	нет в	2	1
1568	для читателя	2	1
1569	и было	1	1
1570	точной характеристике	1	1
1571	выступает как	1	1
1572	я был	2	1
1573	случае как	1	1
1574	другой для	1	1
1575	как один	1	1
1576	появляется и	1	1
1577	входя в	1	1
1578	сказано что	1	1
1579	перейти в	1	1
1580	к чистой	1	1
1581	и выше	2	1
1582	за словами	1	1
1583	о явлениях	1	1
1584	такую же	1	1
1585	действительности это	1	1
1586	художественных произведений	1	1
1587	должно явиться	1	1
1588	цели с	1	1
1589	тех пор	2	1
1590	нам для	1	1
1591	не начинается	1	1
1592	а те	1	1
1593	пока мы	1	1
1594	в мир	1	1
1595	законов сцепления	1	1
1596	вот этот	1	1
1597	синкретизма и	1	1
1598	ход мысли	1	1
1599	его если	1	1
1600	почти целиком	1	1
1601	эту теорию	1	1
1602	жизнь как	1	1
1603	за пределами	1	1
1604	в глазах	4	1
1605	впечатлений в	1	1
1606	будь то	2	1
1607	от реального	1	1
1608	воспитания и	1	1
1609	не свидетельствует	1	1
1610	и образуется	1	1
1611	жизни не	2	1
1612	вокруг которого	2	1
1613	поэтому было	1	1
1614	как выстрел	1	1
1615	именно теми	1	1
1616	на языке	1	1
1617	с известными	1	1
1618	в преодолении	1	1
1619	не поддается	2	1
1620	сознания по	1	1
1621	они оба	1	1
1622	из новых	1	1
1623	он становится	2	1
1624	внешнем мире	1	1
1625	ожиданий и	1	1
1626	в литературе	2	1
1627	нашего внимания	1	1
1628	сознания это	1	1
1629	самой этой	1	1
1630	имел в	2	1
1631	вы могли	1	1
1632	и жить	1	1
1633	эту личность	1	1
1634	надобности в	1	1
1635	а собственно	1	1
1636	в учебниках	1	1
1637	другого но	1	1
1638	речи становится	1	1
1639	больше в	1	1
1640	сила которая	1	1
1641	за словом	1	1
1642	этом не	1	1
1643	и вы	1	1
1644	который как	1	1
1645	оставляя за	1	1
1646	поэт и	1	1
1647	себя а	1	1
1648	служит только	1	1
1649	в силах	1	1
1650	наш путь	2	1
1651	он один	3	1
1652	другой поэт	1	1
1653	мы ее	1	1
1654	идут по	1	1
1655	и вовсе	1	1
1656	человека чем	1	1
1657	по словам	1	1
1658	один в	1	1
1659	со своей	3	1
1660	принципиальное различие	2	1
1661	средств и	1	1
1662	мысль его	1	1
1663	текст как	2	1
1664	а он	1	1
1665	на позицию	1	1
1666	не все	1	1
1667	раньше и	2	1
1668	еще одной	1	1
1669	как угодно	1	1
1670	словами я	1	1
1671	альфа и	1	1
1672	отказа от	2	1
1673	сказали бы	1	1
1674	мыслит и	1	1
1675	имеет своей	1	1
1676	полной мере	1	1
1677	быть наиболее	1	1
1678	в полной	1	1
1679	отмежевывается от	1	1
1680	на задний	1	1
1681	усомниться в	1	1
1682	он легко	1	1
1683	с новыми	1	1
1684	с легкостью	2	1
1685	устная и	1	1
1686	качестве своего	1	1
1687	в последующем	1	1
1688	в целую	1	1
1689	по одним	1	1
1690	у кого	2	1
1691	каковы бы	1	1
1692	но дело	1	1
1693	он их	1	1
1694	в тексте	9	1
1695	человеческому интеллекту	1	1
1696	хорошо в	1	1
1697	всегда является	1	1
1698	дня и	1	1
1699	действительности же	1	1
1700	и наряду	1	1
1701	постановку проблемы	1	1
1702	исторически и	1	1
1703	произносит и	1	1
1704	бытия и	1	1
1705	объекту в	1	1
1706	к женщине	1	1
1707	как слова	1	1
1708	ним сохраняется	1	1
1709	чья деятельность	1	1
1710	человеческого но	1	1
1711	он остановился	1	1
1712	дальше в	1	1
1713	не те	1	1
1714	самой в	1	1
1715	противоположный ему	1	1
1716	возникают прежде	1	1
1717	ранее в	1	1
1718	на границах	1	1
1719	своего рода	22	1
1720	с человеческим	1	1
1721	этого в	1	1
1722	этого феномена	1	1
1723	ней не	1	1
1724	язык а	1	1
1725	порядка в	1	1
1726	пути как	2	1
1727	того не	1	1
1728	сверх того	1	1
1729	всей жизни	1	1
1730	не меньшей	1	1
1731	а вот	2	1
1732	играет с	1	1
1733	всех ее	1	1
1734	что человек	1	1
1735	явлениями в	1	1
1736	совершенно аналогична	1	1
1737	но наиболее	1	1
1738	почему мы	1	1
1739	бессмысленное слово	1	1
1740	начать с	1	1
1741	впрочем это	1	1
1742	площади в	1	1
1743	целом как	1	1
1744	ума в	1	1
1745	сознаний в	1	1
1746	быть названа	2	1
1747	это должно	1	1
1748	черты в	2	1
1749	а во-вторых	1	1
1750	тому подобные	1	1
1751	с меня	1	1
1752	по мысли	2	1
1753	самих себя	1	1
1754	не пошел	1	1
1755	данного вида	1	1
1756	места и	1	1
1757	на определенный	1	1
1758	он лишается	1	1
1759	разговоре с	2	1
1760	ложный путь	1	1
1761	с общей	1	1
1762	себя к	1	1
1763	культуры в	5	1
1764	и стал	1	1
1765	его связи	1	1
1766	в кино	1	1
1767	не подчиняется	1	1
1768	у которых	1	1
1769	при всей	5	1
1770	если судить	1	1
1771	меняет в	1	1
1772	нам нет	1	1
1773	существенный момент	1	1
1774	для автора	1	1
1775	положение при	1	1
1776	в противовес	2	1
1777	вопросом и	1	1
1778	это монолог	1	1
1779	чрезвычайно трудно	1	1
1780	он играет	1	1
1781	чем за	1	1
1782	даже и	2	1
1783	обнаруживается при	1	1
1784	а после	1	1
1785	что осталось	1	1
1786	в не	1	1
1787	и трудно	1	1
1788	которым в	1	1
1789	похожей на	1	1
1790	как понять	1	1
1791	шла о	1	1
1792	кризис в	1	1
1793	обращаясь к	4	1
1794	работ и	1	1
1795	не вполне	1	1
1796	как таковую	1	1
1797	дело и	1	1
1798	представляется что	1	1
1799	убежден что	1	1
1800	жизни как	3	1
1801	или нет?	3	1
1802	решения однако	1	1
1803	языка как	1	1
1804	на наш	7	1
1805	раньше не	1	1
1806	есть по	1	1
1807	живет и	1	1
1808	но такой	1	1
1809	своему объекту	1	1
1810	деятельности направленной	1	1
1811	зрения для	1	1
1812	оторванности от	1	1
1813	него как	1	1
1814	самой жизни	1	1
1815	и логически	1	1
1816	по преимуществу	6	1
1817	не выходит	1	1
1818	более с	2	1
1819	после чего	2	1
1820	поведения не	1	1
1821	а внутри	1	1
1822	несколько иной	1	1
1823	общее место	1	1
1824	сознание в	3	1
1825	как пути	1	1
1826	действительно таково	1	1
1827	и за	2	1
1828	истина и	1	1
1829	тем сильнее	1	1
1830	не от	1	1
1831	там ни	1	1
1832	в третьем	3	1
1833	к достижению	2	1
1834	так было	1	1
1835	не о	1	1
1836	сами себе	1	1
1837	подчинения и	2	1
1838	он целиком	1	1
1839	все последующее	1	1
1840	стадии и	1	1
1841	и средствах	1	1
1842	воздействие на	2	1
1843	и вновь	2	1
1844	между прочим	1	1
1845	сознания является	1	1
1846	и ближе	1	1
1847	лишь для	1	1
1848	как раньше	1	1
1849	себя мы	1	1
1850	связанным с	1	1
1851	на себе	1	1
1852	еще неизвестное	1	1
1853	менее важным	2	1
1854	текст и	1	1
1855	автора на	1	1
1856	не был	1	1
1857	к словесной	1	1
1858	от себя	2	1
1859	сознания а	2	1
1860	во главу	1	1
1861	это были	1	1
1862	не сводится	3	1
1863	как следует	1	1
1864	еще только	1	1
1865	понимания ее	1	1
1866	уровней в	1	1
1867	для наших	1	1
1868	многих случаях	1	1
1869	с наукой	1	1
1870	себе поскольку	1	1
1871	кажется что	1	1
1872	сам того	1	1
1873	и разумеется	1	1
1874	в детстве	1	1
1875	необходимо было	1	1
1876	за ними	1	1
1877	подтверждают эту	1	1
1878	величайших открытий	1	1
1879	все выше	1	1
1880	первого и	1	1
1881	есть альфа	1	1
1882	совершенно справедливо	1	1
1883	у которого	1	1
1884	работа как	1	1
1885	комплексов в	1	1
1886	с большой	1	1
1887	общей для	2	1
1888	так называемого	2	1
1889	но без	2	1
1890	два года	1	1
1891	над ней	1	1
1892	эпохи в	1	1
1893	но ее	1	1
1894	пользу такого	1	1
1895	я но	2	1
1896	программы при	1	1
1897	к личному	1	1
1898	которые были	1	1
1899	характерный для	2	1
1900	сознания так	1	1
1901	основе всех	1	1
1902	чем и	1	1
1903	на рубеже	4	1
1904	эту тему	1	1
1905	он говорил	1	1
1906	выше по	1	1
1907	в советской	1	1
1908	но одновременно	2	1
1909	было но	1	1
1910	произведение и	1	1
1911	является здесь	1	1
1912	не позволяет	1	1
1913	о работе	1	1
1914	онегин и	1	1
1915	как одной	1	1
1916	предметы и	1	1
1917	со своего	1	1
1918	и одно	1	1
1919	деформирует и	1	1
1920	впрочем в	1	1
1921	деятельности от	1	1
1922	я слышу	1	1
1923	отказ от	7	1
1924	не ставит	1	1
1925	и вполне	3	1
1926	деятельность это	1	1
1927	этом как	3	1
1928	разумеется не	2	1
1929	отсылает к	1	1
1930	такова логика	1	1
1931	слово я	1	1
1932	такова что	1	1
1933	в трех	1	1
1934	потому я	1	1
1935	для героини	1	1
1936	могло не	1	1
1937	в моем	1	1
1938	так называемый	3	1
1939	сознание от	1	1
1940	легко и	2	1
1941	в различные	1	1
1942	становясь на	1	1
1943	русская классическая	2	1
1944	движутся в	1	1
1945	ничто в	1	1
1946	меня я	1	1
1947	основные моменты	1	1
1948	состоит как	1	1
1949	означает для	1	1
1950	в итоге	2	1
1951	нашей стране	1	1
1952	поэтому для	2	1
1953	определенный круг	1	1
1954	по крайней	2	1
1955	второго порядка	1	1
1956	т.д если	1	1
1957	в филогенезе	1	1
1958	от первой	1	1
1959	ее природы	1	1
1960	слова все	1	1
1961	год от	1	1
1962	восприятия а	1	1
1963	в слово	1	1
1964	в становлении	2	1
1965	задний план	1	1
1966	объекта в	1	1
1967	земли и	1	1
1968	не должно	1	1
1969	в современном	1	1
1970	жизнь с	1	1
1971	его книге	1	1
1972	здесь о	1	1
1973	от коллектива	1	1
1974	ее с	1	1
1975	в решении	2	1
1976	возникновения но	1	1
1977	всегда больше	1	1
1978	в обществе	1	1
1979	был начат	1	1
1980	как будет	1	1
1981	и тяжелое	1	1
1982	из наиболее	2	1
1983	качестве таких	1	1
1984	в поле	2	1
1985	не за	1	1
1986	корнями в	1	1
1987	говорил что	1	1
1988	остановился и	1	1
1989	которой находится	1	1
1990	в существовании	1	1
1991	рода этот	1	1
1992	таково что	1	1
1993	является простой	1	1
1994	где бы	2	1
1995	начала но	1	1
1996	значении в	1	1
1997	это единственный	1	1
1998	меняется вместе	1	1
1999	в последующие	1	1
2000	же он	1	1
2001	я говорю	1	1
2002	не будучи	1	1
2003	толстой в	1	1
2004	чуть ли	2	1
2005	более глубокий	1	1
2006	дело как	1	1
2007	и прямо	1	1
2008	даже когда	1	1
2009	с материалом	1	1
2010	свидетельствует о	3	1
2011	спрашивает он	1	1
2012	на три	2	1
2013	всегда стоит	1	1
2014	б мы	1	1
2015	второй половине	1	1
2016	в природу	1	1
2017	материала и	1	1
2018	всего построения	1	1
2019	вовне в	1	1
2020	смогли бы	1	1
2021	ребенок открывает	1	1
2022	и решения	1	1
2023	участия в	1	1
2024	день и	1	1
2025	оказывается одновременно	1	1
2026	чтобы сделаться	1	1
2027	распространяет и	1	1
2028	в диалоге	1	1
2029	и п	2	1
2030	со своим	2	1
2031	из своих	2	1
2032	устанавливает по	1	1
2033	вытекающее из	1	1
2034	этого пути	1	1
2035	деятельность сознания	1	1
2036	над сознанием	1	1
2037	расчленения и	1	1
2038	а на	1	1
2039	без остатка	3	1
2040	как утверждает	2	1
2041	как центральную	1	1
2042	существу мысль	1	1
2043	существует как	1	1
2044	и где	1	1
2045	глубоко в	1	1
2046	в эпоху	1	1
2047	свет и	1	1
2048	главу угла	1	1
2049	которая отделяет	1	1
2050	во имя	3	1
2051	других в	1	1
2052	говорят о	1	1
2053	общественных отношений	1	1
2054	есть мысль	1	1
2055	так в	6	1
2056	живой и	1	1
2057	значительную роль	1	1
2058	исходные предпосылки	1	1
2059	менее их	1	1
2060	ему как	1	1
2061	этом контексте	1	1
2062	перед фактом	1	1
2063	остается вне	1	1
2064	о полной	1	1
2065	объекта на	1	1
2066	времени дело	1	1
2067	не говоря	3	1
2068	и первые	1	1
2069	только лишь	1	1
2070	единственно возможный	1	1
2071	человека в	5	1
2072	высшей стадии	1	1
2073	ним с	1	1
2074	освобождения от	2	1
2075	до тех	2	1
2076	которая может	1	1
2077	предметом нашего	1	1
2078	появление и	1	1
2079	я к	1	1
2080	а от	1	1
2081	стороны нам	1	1
2082	своем внутреннем	1	1
2083	в отношениях	1	1
2084	я только	1	1
2085	бы представить	1	1
2086	к тем	1	1
2087	бы там	1	1
2088	дает им	1	1
2089	от земли	1	1
2090	и признается	1	1
2091	центральную проблему	1	1
2092	мы идем	1	1
2093	и своя	1	1
2094	не станет	1	1
2095	в целостности	1	1
2096	выступающих в	1	1
2097	и самой	1	1
2098	все та	2	1
2099	цели но	1	1
2100	знает и	1	1
2101	по той	1	1
2102	последовательно и	1	1
2103	действительности не	1	1
2104	отрицать того	1	1
2105	это место	1	1
2106	в царство	1	1
2107	и прежде	4	1
2108	глазами и	1	1
2109	языка если	1	1
2110	впоследствии в	1	1
2111	разрастается в	1	1
2112	нет я	2	1
2113	как новый	2	1
