N	2gram	Medvedev_F	KulturaY
1308	явно не	1	1
1309	быть положена	1	1
1310	ни одна	2	1
1311	и сам	1	1
1312	некоторые другие	1	1
1313	значения но	1	1
1314	проблемы в	1	1
1315	каким образом	1	1
1316	философия и	1	1
1317	историю литературы	3	1
1318	весь этот	1	1
1319	чем их	1	1
1320	функции его	2	1
1321	от общих	3	1
1322	них уже	1	1
1323	от всего	1	1
1324	стиля как	1	1
1325	сущности не	1	1
1326	и требует	1	1
1327	деле ведь	1	1
1328	к другим	4	1
1329	если он	4	1
1330	отношением к	2	1
1331	лучше в	1	1
1332	значительной степени	3	1
1333	форме в	1	1
1334	из этой	2	1
1335	со смыслом	1	1
1336	и общее	1	1
1337	эволюции а	1	1
1338	более молодых	1	1
1339	поэтики которое	1	1
1340	их в	2	1
1341	основе такого	1	1
1342	одновременно и	1	1
1343	так легко	1	1
1344	данной формы	1	1
1345	прошлого века	1	1
1346	является для	2	1
1347	конструкция должна	1	1
1348	прочим и	1	1
1349	задачи в	1	1
1350	значения была	1	1
1351	третьему изданию	1	1
1352	от поэзии	1	1
1353	является обязательным	1	1
1354	ораторская речь	1	1
1355	литературы с	4	1
1356	в поэтическом	6	1
1357	и положительно	1	1
1358	его смысловая	1	1
1359	законов развития	1	1
1360	поэтических форм	3	1
1361	на первый	1	1
1362	гораздо больше	1	1
1363	относиться к	2	1
1364	даже с	1	1
1365	для исследования	1	1
1366	не прав	2	1
1367	постановки вопросов	1	1
1368	языка мы	2	1
1369	словами как	1	1
1370	была подменена	1	1
1371	самого начала	2	1
1372	перестает быть	3	1
1373	является их	1	1
1374	как таковому	1	1
1375	в центр	1	1
1376	книге о	1	1
1377	которые мы	1	1
1378	звука в	1	1
1379	нужно понимать	2	1
1380	бы отрицать	1	1
1381	к простой	1	1
1382	эта связь	2	1
1383	стал бы	2	1
1384	его значением	1	1
1385	это последнее	3	1
1386	известных условиях	2	1
1387	в ссср	1	1
1388	как язык	1	1
1389	данного явления	1	1
1390	в позу	1	1
1391	и пушкин	1	1
1392	ее так	1	1
1393	она могла	1	1
1394	значение то	1	1
1395	это делается	1	1
1396	в понимании	7	1
1397	в условия	1	1
1398	по возможности	1	1
1399	все свои	1	1
1400	всем этим	2	1
1401	это необычайное	1	1
1402	и неизбежно	1	1
1403	искусства и	5	1
1404	мышления когда	1	1
1405	резко отличен	1	1
1406	и другой	1	1
1407	с другим	1	1
1408	которыми он	1	1
1409	довести до	1	1
1410	в этот	2	1
1411	существенное значение	1	1
1412	к своей	1	1
1413	слов но	1	1
1414	но вся	1	1
1415	положений и	1	1
1416	конструкцию это	1	1
1417	из наших	1	1
1418	между двумя	3	1
1419	были и	1	1
1420	конструкции то	1	1
1421	пониманию и	1	1
1422	конечно может	1	1
1423	только на	8	1
1424	как поэтическое	1	1
1425	же совершенно	1	1
1426	этого жанра	1	1
1427	правда и	1	1
1428	первая задача	1	1
1429	эта система	1	1
1430	среду в	3	1
1431	обращаясь к	1	1
1432	духе русского	1	1
1433	есть объект	1	1
1434	статья эта	1	1
1435	языке смысл	1	1
1436	задачи и	7	1
1437	укладываются в	1	1
1438	уже как	3	1
1439	не велась	1	1
1440	науку и	1	1
1441	самого понятия	1	1
1442	в пушкинском	1	1
1443	не выражают	1	1
1444	то как	1	1
1445	элементы не	1	1
1446	материала по	1	1
1447	отношениях к	1	1
1448	как таковую	1	1
1449	характерной для	1	1
1450	социальной действительности	9	1
1451	или вообще	1	1
1452	процессе развития	1	1
1453	быть более	1	1
1454	интересов но	1	1
1455	жизни данного	1	1
1456	статьи по	1	1
1457	обычно совершенно	1	1
1458	литературы как	4	1
1459	то чтобы	2	1
1460	не становится	1	1
1461	обладает никаким	1	1
1462	поэта и	1	1
1463	разрешения этой	1	1
1464	об отсутствии	1	1
1465	же так	1	1
1466	лучшем смысле	1	1
1467	языка таким	1	1
1468	и притом	2	1
1469	правильной постановке	1	1
1470	когда человек	1	1
1471	слово без	1	1
1472	сдвиг в	1	1
1473	а сам	2	1
1474	поэзии является	1	1
1475	смысле не	1	1
1476	себе конечно	1	1
1477	его действительном	1	1
1478	в основу	2	1
1479	следующим образом	1	1
1480	сущности и	1	1
1481	путь от	1	1
1482	эти конструкции	1	1
1483	каком-либо определенном	1	1
1484	поскольку дело	1	1
1485	части этой	1	1
1486	это отличие	1	1
1487	содержание его	1	1
1488	как от	2	1
1489	в отвлечении	1	1
1490	во всей	4	1
1491	материал в	1	1
1492	все без	1	1
1493	теории и	1	1
1494	науке о	1	1
1495	ставят себе	1	1
1496	тем это	1	1
1497	этой роли	1	1
1498	здесь эта	2	1
1499	каким был	1	1
1500	не имелось	1	1
1501	язык отличается	1	1
1502	к этим	2	1
1503	эта же	2	1
1504	методом и	1	1
1505	слова без	1	1
1506	становится только	2	1
1507	основное и	1	1
1508	литературы где	1	1
1509	себя в	1	1
1510	нужно доказывать	1	1
1511	этих последних	2	1
1512	же сколько	1	1
1513	быть использован	1	1
1514	характерно что	2	1
1515	поэзии к	1	1
1516	с разных	1	1
1517	образом на	2	1
1518	к решению	1	1
1519	реагировать на	2	1
1520	не найдем	3	1
1521	чем более	1	1
1522	о ней	1	1
1523	у футуристов	1	1
1524	каждого данного	1	1
1525	той степени	1	1
1526	непосредственно с	1	1
1527	нам важно	2	1
1528	и связей	1	1
1529	большинство из	1	1
1530	эта условность	2	1
1531	самой форме	1	1
1532	а кроме	1	1
1533	на фактах	1	1
1534	пусть и	2	1
1535	и всецело	2	1
1536	во всех	9	1
1537	влияние на	3	1
1538	следует отметить	2	1
1539	мы видим	1	1
1540	еще одну	1	1
1541	первый и	1	1
1542	этой задачи	1	1
1543	в н	1	1
1544	переходят к	1	1
1545	их конкретной	2	1
1546	она и	1	1
1547	для поэтики	1	1
1548	а наоборот	3	1
1549	от его	3	1
1550	в частном	1	1
1551	классификация фактов	1	1
1552	что что-то	1	1
1553	как средство	2	1
1554	такого рода	1	1
1555	полезно вспомнить	1	1
1556	поэтому можно	1	1
1557	в такие	1	1
1558	самый язык	1	1
1559	языка которые	1	1
1560	и следующий	1	1
1561	первые три	1	1
1562	смысле то	1	1
1563	сравнить с	1	1
1564	процесса как	1	1
1565	тогда и	1	1
1566	за эту	1	1
1567	элементов и	1	1
1568	нельзя в	1	1
1569	из моментов	1	1
1570	поэзии в	3	1
1571	не внутри	2	1
1572	не должна	7	1
1573	в недрах	1	1
1574	по мнению	1	1
1575	лучше чем	1	1
1576	как элемент	2	1
1577	дело шло	2	1
1578	и существенное	1	1
1579	эта особенность	1	1
1580	самое выражение	1	1
1581	с особенностями	1	1
1582	время о	1	1
1583	они в	2	1
1584	к определенному	1	1
1585	к конкретному	2	1
1586	не обладает	1	1
1587	и развитие	2	1
1588	задачу и	1	1
1589	приходится хотя	1	1
1590	проникают в	1	1
1591	содержания как	2	1
1592	поэзии не	1	1
1593	являются в	1	1
1594	есть еще	1	1
1595	подходит к	4	1
1596	работы и	1	1
1597	разрешения в	1	1
1598	образами можно	1	1
1599	бы термин	1	1
1600	ли и	1	1
1601	или не	1	1
1602	столько же	1	1
1603	он может	1	1
1604	и историческим	1	1
1605	о методах	1	1
1606	от тех	2	1
1607	события в	1	1
1608	и прием	1	1
1609	были до	1	1
1610	языка поэтического	4	1
1611	положена классификация	1	1
1612	весь его	1	1
1613	от нее	6	1
1614	как его	3	1
1615	на конкретном	1	1
1616	место лишь	1	1
1617	е самой	1	1
1618	в совокупности	1	1
1619	вещей и	3	1
1620	конечно такое	1	1
1621	здесь же	1	1
1622	было ясно	1	1
1623	путем т	1	1
1624	или иная	1	1
1625	у тургенева	2	1
1626	этом последнем	1	1
1627	для всякого	2	1
1628	в готовые	1	1
1629	выделенная из	1	1
1630	же оно	1	1
1631	лишь на	1	1
1632	е после	1	1
1633	же функцию	1	1
1634	представляются уже	1	1
1635	существу это	1	1
1636	формулирует эту	1	1
1637	из областей	2	1
1638	пр это	1	1
1639	живом и	1	1
1640	не отрицал	2	1
1641	смыслом который	1	1
1642	словесная оболочка	1	1
1643	перехода от	2	1
1644	удельный вес	1	1
1645	структуры ее	1	1
1646	между собой	1	1
1647	должно было	4	1
1648	но непосредственно	1	1
1649	социальное явление	2	1
1650	воздействия на	3	1
1651	связанным с	1	1
1652	явление мы	1	1
1653	и навыки	2	1
1654	отсутствии в	1	1
1655	жанрах так	1	1
1656	полагает что	1	1
1657	основе своего	1	1
1658	в эту	3	1
1659	весь вопрос	1	1
1660	и понимание	1	1
1661	действительности и	3	1
1662	совершенно прав	1	1
1663	и своей	1	1
1664	этих выводов	1	1
1665	языка та	1	1
1666	замечаем что	2	1
1667	в программе	1	1
1668	этой плоскости	2	1
1669	но чего	1	1
1670	этой природе	1	1
1671	своего особого	1	1
1672	здесь с	2	1
1673	понятий и	4	1
1674	структуры и	1	1
1675	следует однако	1	1
1676	и конкретную	1	1
1677	не имеющие	2	1
1678	несколько иное	1	1
1679	поэтическое произведение	2	1
1680	к речи	1	1
1681	данного периода	1	1
1682	о системе	1	1
1683	и чистоту	1	1
1684	если оно	1	1
1685	сознания а	1	1
1686	который является	1	1
1687	его развития	2	1
1688	только путем	1	1
1689	ведь в	2	1
1690	формального метода	29	1
1691	о предмете	1	1
1692	поэтики в	1	1
1693	за этими	1	1
1694	дана в	2	1
1695	этой своей	1	1
1696	для самых	1	1
1697	самый процесс	1	1
1698	поэтических функциях	1	1
1699	две формы	1	1
1700	от единства	1	1
1701	отличен от	1	1
1702	приводит и	1	1
1703	доказывать что	1	1
1704	не тот	1	1
1705	не изменение	1	1
1706	бы она	3	1
1707	пушкина было	1	1
1708	и речи	2	1
1709	совсем не	2	1
1710	структуре самого	1	1
1711	господствующим направлением	1	1
1712	так обстоит	1	1
1713	материал этот	1	1
1714	близкий к	1	1
1715	языком и	2	1
1716	а ее	1	1
1717	кажется что	1	1
1718	и смысла	1	1
1719	концы с	1	1
1720	возвращаясь к	1	1
1721	установить какие	1	1
1722	в идеологическом	6	1
1723	и та	1	1
1724	его художественной	3	1
1725	хотя в	1	1
1726	сюда относятся	1	1
1727	соединении с	2	1
1728	литературного явления	1	1
1729	для человека	1	1
1730	кто же	1	1
1731	и роман	1	1
1732	различных типов	1	1
1733	элементы в	1	1
1734	где же	1	1
1735	слово для	1	1
1736	звучат совершенно	1	1
1737	проблем в	2	1
1738	это влияние	1	1
1739	проникнуть в	1	1
1740	аналогии со	1	1
1741	по своей	1	1
1742	свое специфическое	1	1
1743	что бы	6	1
1744	выделения и	1	1
1745	совершенно независимо	1	1
1746	должны были	1	1
1747	помощью которых	1	1
1748	родился в	1	1
1749	натурализма не	1	1
1750	итак все	1	1
1751	уже несколько	1	1
1752	должно явиться	1	1
1753	в школе	2	1
1754	движения и	1	1
1755	и несколько	1	1
1756	как эта	1	1
1757	формальный метод	19	1
1758	которая действительно	1	1
1759	центр тяжести	1	1
1760	для потебни	1	1
1761	для той	1	1
1762	их своеобразие	1	1
1763	основные вопросы	1	1
1764	конца и	1	1
1765	являются лишь	2	1
1766	ученое собрание	1	1
1767	отношении что	1	1
1768	вкусов и	1	1
1769	чем между	1	1
1770	культуры и	3	1
1771	что во	1	1
1772	необходимо еще	1	1
1773	стилей и	2	1
1774	и каждый	1	1
1775	части в	1	1
1776	законов и	1	1
1777	фабула и	1	1
1778	внимания и	1	1
1779	теории образа	1	1
1780	отчетливо и	1	1
1781	язык с	1	1
1782	не исчерпывают	1	1
1783	в первой	2	1
1784	почти всех	1	1
1785	боролись с	1	1
1786	социального языка	1	1
1787	согласно учению	1	1
1788	а отсюда	1	1
1789	деле это	1	1
1790	бы быть	3	1
1791	языка у	4	1
1792	если они	1	1
1793	для построения	1	1
1794	и история	3	1
1795	значение как	1	1
1796	мысли на	1	1
1797	как система	1	1
1798	бы ни	5	1
1799	деле всякая	1	1
1800	свое собственное	1	1
1801	же языка	1	1
1802	поэтической формы	1	1
1803	при необходимости	1	1
1804	обоих его	1	1
1805	речи о	1	1
1806	значения как	1	1
1807	понимать язык	1	1
1808	остановиться на	2	1
1809	была совершенно	1	1
1810	функцию не	1	1
1811	есть ли	1	1
1812	своего развития	2	1
1813	создается впечатление	1	1
1814	чтобы тем	1	1
1815	каждого из	3	1
1816	и особенно	3	1
1817	ней все	2	1
1818	статьи л	1	1
1819	действительно было	1	1
1820	к поэтической	3	1
1821	бы тогда	1	1
1822	сам этот	1	1
1823	эту задачу	1	1
1824	не мешает	1	1
1825	есть однако	1	1
1826	это неверно	1	1
1827	самое понятие	4	1
1828	и смыслом	1	1
1829	и стало	1	1
1830	конкретности и	1	1
1831	вопросы и	1	1
1832	и этот	2	1
1833	и конечно	1	1
1834	бы дело	1	1
1835	его приходится	1	1
1836	тенденции и	1	1
1837	они и	2	1
1838	этого периода	1	1
1839	формы оно	1	1
1840	метода на	2	1
1841	такова же	1	1
1842	языка также	1	1
1843	организации языка	1	1
1844	к одной	1	1
1845	из нашего	1	1
1846	его с	5	1
1847	языка где	1	1
1848	на первом	1	1
1849	поэзии на	1	1
1850	как реальный	1	1
1851	замкнуты в	1	1
1852	эти особенности	1	1
1853	особенно важное	1	1
1854	этого построения	1	1
1855	и исчерпывающее	1	1
1856	внешнего оформления	1	1
1857	объект изучения	2	1
1858	как определяет	1	1
1859	если о	1	1
1860	речь как	1	1
1861	системы а	2	1
1862	особенность эта	1	1
1863	опираться на	1	1
1864	нем как	3	1
1865	чтобы стать	2	1
1866	связанное с	1	1
1867	думает что	1	1
1868	из одних	1	1
1869	вот как	3	1
1870	иное значение	2	1
1871	чтобы можно	1	1
1872	зрения ее	1	1
1873	здесь были	1	1
1874	нельзя дать	1	1
1875	и этическую	1	1
1876	и торжественно	1	1
1877	творчество как	1	1
1878	постольку поскольку	1	1
1879	и принципы	1	1
1880	целом ряде	2	1
1881	и утверждает	1	1
1882	совершенно иное	1	1
1883	ее т	1	1
1884	только еще	1	1
1885	иной цели	1	1
1886	и форм	2	1
1887	поэтический язык	20	1
1888	сюжета и	2	1
1889	все то	1	1
1890	чтобы установить	1	1
1891	не удержался	1	1
1892	функции и	1	1
1893	которых и	1	1
1894	основную задачу	1	1
1895	то на	1	1
1896	и делают	1	1
1897	его основных	1	1
1898	ни о	3	1
1899	вскрыть и	3	1
1900	имеет значение	1	1
1901	что некоторые	1	1
1902	могло не	3	1
1903	следовательно в	1	1
1904	так называемый	1	1
1905	одновременно с	2	1
1906	мы остановимся	1	1
1907	понимают а	1	1
1908	нет он	2	1
1909	языкового мышления	1	1
1910	в составе	1	1
1911	иное лингвистическое	1	1
1912	языка нам	1	1
1913	значения и	4	1
1914	о культуре	1	1
1915	даже просто	2	1
1916	уже внутри	1	1
1917	конструкции эти	1	1
1918	к работам	3	1
1919	поэтики и	1	1
1920	оно всегда	1	1
1921	из тех	1	1
1922	нет почти	1	1
1923	к таким	1	1
1924	поэтики должна	2	1
1925	самая постановка	1	1
1926	от чего	3	1
1927	может стать	1	1
1928	должна идти	1	1
1929	элементы языка	4	1
1930	от литературы	2	1
1931	произведение в	3	1
1932	этим в	1	1
1933	жизни в	2	1
1934	дело идет	6	1
1935	становится тем	1	1
1936	оказалось что	1	1
1937	оно тем	1	1
1938	что смысл	1	1
1939	языка эта	1	1
1940	данной социальной	1	1
1941	как наука	1	1
1942	здесь может	1	1
1943	дело так	1	1
1944	можно найти	1	1
1945	характерное явление	1	1
1946	поэтическим и	1	1
1947	важное значение	1	1
1948	еще указать	1	1
1949	в итоге	1	1
1950	из которого	1	1
1951	отчасти и	5	1
1952	от всей	2	1
1953	этом его	1	1
1954	не своим	1	1
1955	на их	3	1
1956	подходить к	1	1
1957	времени появления	1	1
1958	что лингвистика	1	1
1959	о звуках	1	1
1960	ведь на	1	1
1961	даже того	1	1
1962	от поэтического	1	1
1963	е таких	1	1
1964	основу систематического	1	1
1965	не оказалось	4	1
1966	не входит	2	1
1967	также была	1	1
1968	к природе	1	1
1969	то я	1	1
1970	того на	1	1
1971	бы о	1	1
1972	к нашему	1	1
1973	функцию в	1	1
1974	влечет за	1	1
1975	конкретную жизнь	1	1
1976	к организации	1	1
1977	в основе	7	1
1978	его собственном	1	1
1979	гораздо большей	1	1
1980	сами же	2	1
1981	речь лишь	1	1
1982	и состоит	1	1
1983	время оно	1	1
1984	понимании этого	3	1
1985	в историю	1	1
1986	как теория	1	1
1987	критики но	1	1
1988	работы но	1	1
1989	своей целью	1	1
1990	ясности и	2	1
1991	и литературы	1	1
1992	поэтического и	1	1
1993	это за	1	1
1994	в значительной	3	1
1995	наконец в	3	1
1996	бы по	1	1
1997	в науку	3	1
1998	мы уже	1	1
1999	какие бы	2	1
2000	этой работы	2	1
2001	теорий которые	1	1
2002	явления и	2	1
2003	языку а	1	1
2004	для уха	1	1
2005	которое не	1	1
2006	отвлечении от	1	1
2007	предварительным условием	1	1
2008	метод к	1	1
2009	в понятие	1	1
2010	форм если	1	1
2011	но лишь	1	1
2012	из его	2	1
2013	а через	1	1
2014	предмета а	1	1
2015	не сам	1	1
2016	всюду где	1	1
2017	для чего-то	1	1
2018	и больше	1	1
2019	и лишь	4	1
2020	со всей	3	1
2021	и вся	2	1
2022	первом и	1	1
2023	же относятся	1	1
2024	материал не	1	1
2025	отмечает и	1	1
2026	природным законам	1	1
2027	как если	2	1
2028	нет никакой	1	1
2029	к делу	1	1
2030	ее с	1	1
2031	научный трактат	1	1
2032	сообщение на	1	1
2033	нечего делать	1	1
2034	более и	3	1
2035	на изучение	1	1
2036	и деклараций	1	1
2037	при помощи	2	1
2038	не принимают	1	1
2039	характерно здесь	1	1
2040	всякого искусства	2	1
2041	литературы в	8	1
2042	было и	1	1
2043	вот этот	1	1
2044	предполагает уже	2	1
2045	и литературный	2	1
2046	и данного	1	1
2047	к третьему	1	1
2048	статьи в	1	1
2049	это доказывает	1	1
2050	эти факты	1	1
2051	нравов и	1	1
2052	среды и	3	1
2053	систематического построения	1	1
2054	в совершенстве	1	1
2055	истории научного	1	1
2056	к науке	1	1
2057	ее только	1	1
2058	к следующему	1	1
2059	проблема которую	1	1
2060	легче чем	1	1
2061	таком которое	1	1
2062	средств выражения	1	1
2063	к созданию	1	1
2064	языка когда	1	1
2065	отличны от	1	1
2066	и во	2	1
2067	только одна	2	1
2068	с литературным	1	1
2069	новые и	1	1
2070	с грамматическими	1	1
2071	является изучение	1	1
2072	без всякой	3	1
2073	науку о	2	1
2074	но именно	2	1
2075	может пройти	1	1
2076	и раньше	1	1
2077	потебни который	1	1
2078	широко распространенные	1	1
2079	своих врагов	1	1
2080	мысли не	1	1
2081	в сознании	1	1
2082	у последнего	1	1
2083	в тенденции	1	1
2084	слово и	2	1
2085	сходства с	1	1
2086	литература в	4	1
2087	нельзя забывать	1	1
2088	данного языка	1	1
2089	содержанием и	1	1
2090	литературы не	1	1
2091	свою силу	2	1
2092	столько в	1	1
2093	этой науки	2	1
2094	для этих	1	1
2095	как предмет	3	1
2096	воспитания и	1	1
2097	о художественном	1	1
2098	с концами	1	1
2099	натурализма и	2	1
2100	еще в	2	1
2101	идей и	1	1
2102	материал и	2	1
2103	проблем которые	1	1
2104	взяться за	1	1
2105	из него	2	1
2106	же он	1	1
2107	и заумь	1	1
2108	если только	1	1
2109	не будучи	1	1
2110	указаний на	1	1
2111	моментов в	1	1
2112	мы возьмем	1	1
2113	во внутреннем	1	1
2114	было быть	1	1
2115	человека но	1	1
2116	конструкций и	1	1
2117	уже с	1	1
2118	каковы будут	1	1
2119	формы не	1	1
2120	всего того	1	1
2121	истории литературы	18	1
2122	условиях в	1	1
2123	как особой	2	1
2124	новый язык	1	1
2125	чем с	1	1
2126	или к	1	1
2127	и развивается	1	1
2128	для нашего	2	1
2129	и писать	1	1
2130	содержания а	1	1
2131	его? на	1	1
2132	ему в	1	1
2133	степени в	1	1
2134	должна стать	1	1
2135	все элементы	1	1
2136	произведения как	3	1
2137	может не	1	1
2138	поэтике в	1	1
2139	ли они	2	1
2140	типичными для	1	1
2141	сам он	2	1
2142	методе и	1	1
2143	нас не	3	1
2144	что существуют	1	1
2145	сколько в	1	1
2146	имеет первостепенное	1	1
2147	она сама	1	1
2148	в художественной	2	1
2149	к чисто	1	1
2150	при таких	2	1
2151	они ничего	1	1
2152	е уже	1	1
2153	который был	1	1
2154	беспомощны перед	1	1
2155	всецело определяется	1	1
2156	материала и	7	1
2157	е все	1	1
2158	что собственно	1	1
2159	которых он	1	1
2160	или с	1	1
2161	о поэтическом	2	1
2162	других областей	1	1
2163	язык он	1	1
2164	она способна	1	1
2165	языка характерна	2	1
2166	значит еще	1	1
2167	для россии	1	1
2168	две основные	1	1
2169	исчерпывает еще	1	1
2170	между общим	1	1
2171	как особый	2	1
2172	как элементы	4	1
2173	видя в	1	1
2174	какие именно	1	1
2175	впечатление что	2	1
2176	противопоставление языка	1	1
2177	форма должна	1	1
2178	и историю	4	1
2179	художественного задания	1	1
2180	есть но	1	1
2181	кроме как	1	1
2182	было говорить	2	1
2183	что каждый	2	1
2184	бытие и	1	1
2185	с определенным	1	1
2186	восприятия и	4	1
2187	чем он	3	1
2188	богатство и	1	1
2189	поэтической структуры	3	1
2190	всегда является	1	1
2191	разных типов	1	1
2192	социальной среды	2	1
2193	и смысл	1	1
2194	не существует	1	1
2195	с утверждением	1	1
2196	языка именно	1	1
2197	свойства в	1	1
2198	за которой	1	1
2199	здесь нет	1	1
2200	читателя в	1	1
2201	и изменяется	1	1
2202	на каком	1	1
2203	оно только	1	1
2204	значение именно	2	1
2205	мы обычно	1	1
2206	языка чрезвычайно	2	1
2207	правильности и	1	1
2208	себе что	1	1
2209	своей книге	2	1
2210	а о	4	1
2211	у всех	1	1
2212	слова которые	1	1
2213	что к	1	1
2214	для других	2	1
2215	самые разнообразные	1	1
2216	области звуковой	1	1
2217	и художественной	2	1
2218	как своего	1	1
2219	возник и	1	1
2220	поэтической структуре	3	1
2221	который пытается	1	1
2222	они могли	1	1
2223	и эта	2	1
2224	предмет поэтики	2	1
2225	в германии	2	1
2226	с теми	2	1
2227	в эпоху	2	1
2228	виду что	3	1
2229	при правильном	1	1
2230	не те	1	1
2231	литературы история	2	1
2232	языка все	2	1
2233	как самостоятельная	1	1
2234	системы и	3	1
2235	возможны некоторые	1	1
2236	имен в	1	1
2237	изучаемого явления	1	1
2238	вещь как	1	1
2239	отдельное слово	1	1
2240	борьбы и	2	1
2241	положение в	1	1
2242	более отчетливо	2	1
2243	из конкретных	1	1
2244	бы более	1	1
2245	и единственным	1	1
2246	к постижению	1	1
2247	как она	5	1
2248	свое и	1	1
2249	превратилась в	1	1
2250	как целое	1	1
2251	не подлежит	1	1
2252	так часто	1	1
2253	не дают	2	1
2254	каждую данную	1	1
2255	по-своему но	1	1
2256	есть только	3	1
2257	однако это	1	1
2258	помощью каких	1	1
2259	науки в	1	1
2260	и конкретной	2	1
2261	делается в	1	1
2262	системы как	1	1
2263	видим что	1	1
2264	с литературной	1	1
2265	впечатления от	1	1
2266	об особом	1	1
2267	случае действительно	1	1
2268	и оно	1	1
2269	случае лишь	1	1
2270	в каждой	1	1
2271	его же	1	1
2272	ему как	1	1
2273	язык или	1	1
2274	первостепенное значение	1	1
2275	не замечаем	1	1
2276	мысли в	2	1
2277	на такое	1	1
2278	является социальным	1	1
2279	метод и	3	1
2280	но конечно	2	1
2281	жизнь и	3	1
2282	о поэтических	1	1
2283	чтобы сделать	1	1
2284	воображают что	1	1
2285	впрочем даже	1	1
2286	не уклоняется	1	1
2287	самый предмет	4	1
2288	были не	2	1
2289	чтобы вслед	1	1
2290	тем чем	1	1
2291	не результат	1	1
2292	брать не	1	1
2293	деклараций с	1	1
2294	менее трудно	1	1
2295	он был	1	1
2296	самостоятельная и	1	1
2297	и других	4	1
2298	в конкретной	2	1
2299	общения здесь	1	1
2300	с самого	2	1
2301	фоне этого	1	1
2302	в предисловии	3	1
2303	его тем	1	1
2304	еще можно	2	1
2305	борьбу с	1	1
2306	значит что	1	1
2307	которую мы	1	1
2308	уже сложившимися	1	1
2309	философской и	2	1
2310	у художника	1	1
2311	этого объекта	1	1
2312	понятна и	1	1
2313	терминах и	1	1
2314	этой попытки	1	1
2315	но при	1	1
2316	чтобы овладеть	1	1
2317	современная лингвистика	1	1
2318	его не	2	1
2319	на дело	1	1
2320	зауми и	1	1
2321	и ни	2	1
2322	различные типы	1	1
2323	может считаться	1	1
2324	и критики	2	1
2325	языку и	1	1
2326	не языку	2	1
2327	обстоит дело	1	1
2328	конкретном материале	1	1
2329	характерный для	1	1
2330	сырого материала	1	1
2331	когда язык	1	1
2332	эти утверждения	2	1
2333	нужна для	1	1
2334	входит в	8	1
2335	здесь это	1	1
2336	во второй	3	1
2337	и такую	1	1
2338	не находит	1	1
2339	и некоторые	1	1
2340	с ее	7	1
2341	перевод с	1	1
2342	в нескольких	1	1
2343	а прежде	1	1
2344	значения между	1	1
2345	этих условий	1	1
2346	собственном языке	1	1
2347	всякое слово	1	1
2348	слово т	1	1
2349	в развитии	2	1
2350	к прозе	1	1
2351	сложился в	4	1
2352	что отдельные	1	1
2353	что из	1	1
2354	и всегда	1	1
2355	с понятием	1	1
2356	при всем	1	1
2357	этому поводу	1	1
2358	другой то	1	1
2359	ли этот	1	1
2360	всегда на	1	1
2361	ради общих	1	1
2362	чем сложнее	1	1
2363	приспособляться к	3	1
2364	этого основного	1	1
2365	всего то	1	1
2366	слово по	1	1
2367	слову как	1	1
2368	образом они	1	1
2369	ясным когда	1	1
2370	ведь это	1	1
2371	в книге	1	1
2372	языка практического	2	1
2373	явление в	1	1
2374	их разрешения	2	1
2375	этому понятию	1	1
2376	в литературном	2	1
2377	оно должно	3	1
2378	остается подвести	1	1
2379	та или	1	1
2380	действительности не	2	1
2381	статье к	1	1
2382	правда как	1	1
2383	языке мы	1	1
2384	и ее	15	1
2385	в чужом	2	1
2386	дальше и	1	1
2387	роковую роль	2	1
2388	связи между	1	1
2389	поэзии футуристов	1	1
2390	стало как	1	1
2391	может показаться	1	1
2392	особенностях языка	1	1
2393	действительно не	1	1
2394	нашей проблемы	1	1
2395	место в	8	1
2396	научной мысли	2	1
2397	в чисто	1	1
2398	этой структуры	1	1
2399	о каком	1	1
2400	и необходимо	1	1
2401	в подлинном	1	1
2402	ее элементы	2	1
2403	можно утверждать	1	1
2404	интереса к	1	1
2405	язык например	2	1
2406	фактов языка	1	1
2407	он пытался	1	1
2408	задания но	1	1
2409	к работе	1	1
2410	эти новые	1	1
2411	языка которую	1	1
2412	и обратно	1	1
2413	оно начинает	1	1
2414	конечно нельзя	1	1
2415	этому вопросу	1	1
2416	дело обстоит	2	1
2417	здесь снова	1	1
2418	и совершенно	2	1
2419	о какой	2	1
2420	в лице	2	1
2421	как для	2	1
2422	пути к	1	1
2423	с соответствующими	1	1
2424	для образования	1	1
2425	к идее	1	1
2426	и иные	3	1
2427	могло быть	1	1
2428	правильном понимании	1	1
2429	совершается в	2	1
2430	словами в	2	1
2431	каких приемов	1	1
2432	фигурирует в	2	1
2433	как общее	1	1
2434	мировоззрения это	1	1
2435	анализом его	1	1
