N	2gram	Vygotskiy_	Psycholo
1308	чем он	1	3
1309	слово в	4	3
1310	от друга	2	3
1311	согласно с	1	3
1312	другой смысл	1	3
1313	или иначе	2	3
1314	а также	6	3
1315	животных и	5	3
1316	и форму	1	3
1317	приходим к	2	3
1318	последнее время	6	3
1319	и оно	1	3
1320	за этой	2	3
1321	отношения между	6	3
1322	поскольку она	1	3
1323	указывали на	1	3
1324	первый план	5	3
1325	всеми остальными	3	3
1326	оно в	1	3
1327	переходе от	1	3
1328	обратным образом	1	3
1329	в наши	2	3
1330	составные части	3	3
1331	вплотную к	1	3
1332	из своей	1	3
1333	скажем что	1	3
1334	о собаке	1	3
1335	в высшей	11	3
1336	в уме	1	3
1337	мы хотели	1	3
1338	чем к	1	3
1339	которых каждая	2	3
1340	говорит не	3	3
1341	к каким	1	3
1342	в сложном	2	2
1343	они указывают	3	2
1344	объяснить нам	1	2
1345	они имеют	3	2
1346	могут иметь	3	2
1347	окончательном виде	1	2
1348	в разрешении	1	2
1349	понять это	1	2
1350	выступают в	1	2
1351	в пользу	7	2
1352	время не	1	2
1353	в общей	2	2
1354	остается при	1	2
1355	и такое	1	2
1356	всей ее	1	2
1357	общего правила	1	2
1358	в построении	2	2
1359	уже на	1	2
1360	исходить из	1	2
1361	так это	1	2
1362	мысли о	1	2
1363	эти исследования	3	2
1364	совершенно новой	1	2
1365	они ни	1	2
1366	является для	2	2
1367	совершенно совпадает	1	2
1368	процессе восприятия	1	2
1369	черты которые	1	2
1370	способ мышления	2	2
1371	в центр	3	2
1372	не хотим	2	2
1373	все основания	2	2
1374	случаи когда	1	2
1375	два момента	1	2
1376	своей природе	1	2
1377	почти исключительно	2	2
1378	ничто не	1	2
1379	при объяснении	1	2
1380	не всегда	1	2
1381	видит причину	2	2
1382	объективных данных	1	2
1383	употребление слова	3	2
1384	каждое слово	1	2
1385	на пути	2	2
1386	распространить на	1	2
1387	их значении	1	2
1388	он показал	1	2
1389	свое отражение	1	2
1390	нам это	1	2
1391	тот круг	1	2
1392	отметить что	1	2
1393	с другим	1	2
1394	вопросу о	1	2
1395	которые пытаются	2	2
1396	других психологов	1	2
1397	просто в	1	2
1398	научного изучения	1	2
1399	мы конечно	1	2
1400	анализ и	1	2
1401	чрезвычайно важную	5	2
1402	именно с	2	2
1403	потребности в	1	2
1404	действие этого	1	2
1405	самые различные	2	2
1406	к ее	1	2
1407	с равным	1	2
1408	каждый элемент	1	2
1409	автор что	1	2
1410	все его	2	2
1411	что хотя	1	2
1412	и ясностью	1	2
1413	что уже	3	2
1414	другую как	1	2
1415	процесса как	2	2
1416	значение внутренней	1	2
1417	элементов и	1	2
1418	подобраны и	1	2
1419	нам совершенно	1	2
1420	объединены в	1	2
1421	может оказаться	1	2
1422	слов то	2	2
1423	одному и	5	2
1424	это слово	1	2
1425	они будут	1	2
1426	у отдельных	1	2
1427	тем больше	1	2
1428	основании что	2	2
1429	которое дает	1	2
1430	должны рассматриваться	2	2
1431	ничего более	1	2
1432	ее развития	1	2
1433	на которое	1	2
1434	каком случае	1	2
1435	в деле	7	2
1436	авторы как	2	2
1437	моментов и	1	2
1438	к вопросу	1	2
1439	не производит	1	2
1440	мышление может	1	2
1441	той или	2	2
1442	а потом	2	2
1443	мы указывали	3	2
1444	как правильно	3	2
1445	мы думаем	1	2
1446	слова то	3	2
1447	иметь с	1	2
1448	говоря в	1	2
1449	речи с	3	2
1450	дана в	1	2
1451	и процессы	2	2
1452	с несомненностью	5	2
1453	этого взгляда	1	2
1454	бы они	2	2
1455	с каждой	1	2
1456	так просто	1	2
1457	с общим	1	2
1458	независимое от	1	2
1459	сомневаться в	1	2
1460	по своей	12	2
1461	которая с	1	2
1462	что каждое	1	2
1463	не совпадает	1	2
1464	многих случаях	1	2
1465	приводят к	1	2
1466	роль играет	1	2
1467	шаг в	1	2
1468	происходит так	1	2
1469	себе как	1	2
1470	есть ли	1	2
1471	самую сущность	1	2
1472	понятия и	8	2
1473	и сами	1	2
1474	для самого	1	2
1475	против этого	1	2
1476	от нее	4	2
1477	связи и	4	2
1478	соединено с	1	2
1479	иметь возможность	1	2
1480	которого оно	2	2
1481	действие этих	1	2
1482	для них	3	2
1483	и делает	1	2
1484	быть так	2	2
1485	этого процесса	10	2
1486	с этого	1	2
1487	и одновременно	3	2
1488	это положение	6	2
1489	каждой новой	3	2
1490	с целью	2	2
1491	с прежним	1	2
1492	когда речь	1	2
1493	исключительно в	1	2
1494	но никогда	1	2
1495	принято называть	2	2
1496	мы встречаемся	1	2
1497	уже что	1	2
1498	одинаковой мере	2	2
1499	на целый	1	2
1500	с животными	1	2
1501	же мало	3	2
1502	к какому	1	2
1503	показало что	3	2
1504	того почему	1	2
1505	вследствие этого	1	2
1506	что различие	1	2
1507	что вообще	1	2
1508	впечатление что	1	2
1509	у взрослого	3	2
1510	гораздо большей	1	2
1511	отнести к	1	2
1512	более чем	1	2
1513	план с	1	2
1514	в значительной	1	2
1515	этого положения	1	2
1516	забывая что	2	2
1517	оно является	3	2
1518	те случаи	1	2
1519	своему значению	2	2
1520	которые можно	1	2
1521	с того	1	2
1522	это различие	1	2
1523	на которые	3	2
1524	и потом	1	2
1525	и т.д	8	2
1526	в сфере	3	2
1527	новые и	2	2
1528	оно скорее	1	2
1529	исключительно на	1	2
1530	разрешение в	1	2
1531	которым мы	2	2
1532	нас важно	1	2
1533	это является	1	2
1534	внешних условий	1	2
1535	еще дальше	1	2
1536	она будет	1	2
1537	можно сравнить	1	2
1538	именно этот	1	2
1539	во времени	1	2
1540	большей мере	1	2
1541	жизни не	1	2
1542	этого нового	2	2
1543	не означает	2	2
1544	полагаем что	1	2
1545	именно к	1	2
1546	в свое	2	2
1547	которым он	2	2
1548	котором говорил	1	2
1549	они совершенно	1	2
1550	что одна	1	2
1551	заранее что	1	2
1552	из основных	3	2
1553	или с	1	2
1554	когда мне	1	2
1555	которое должно	1	2
1556	той теории	1	2
1557	этом он	1	2
1558	правильнее сказать	2	2
1559	отношение которое	1	2
1560	представлений и	1	2
1561	со словами	2	2
1562	элементарным и	1	2
1563	и вы	1	2
1564	при исследовании	1	2
1565	на чрезвычайно	1	2
1566	представляет собою	1	2
1567	отнесена к	1	2
1568	он находит	2	2
1569	каким путем	1	2
1570	для примера	1	2
1571	и могут	2	2
1572	чем мы	1	2
1573	в условиях	1	2
1574	ему не	1	2
1575	основе его	1	2
1576	которые могли	1	2
1577	впечатления если	1	2
1578	на задний	1	2
1579	лежит не	3	2
1580	и ко	1	2
1581	это как	1	2
1582	подтверждение и	1	2
1583	выше в	1	2
1584	с чисто	1	2
1585	цели к	1	2
1586	к значению	1	2
1587	позволяет нам	1	2
1588	это прекрасно	1	2
1589	не оставляет	1	2
1590	же что	2	2
1591	вперед по	2	2
1592	в начале	5	2
1593	имеем с	1	2
1594	для других	2	2
1595	чем сложнее	1	2
1596	или еще	1	2
1597	самую мысль	1	2
1598	явление в	1	2
1599	рядом других	1	2
1600	и понятия	1	2
1601	имеем все	2	2
1602	вообще не	3	2
1603	различие в	1	2
1604	конечно совершенно	1	2
1605	или иной	3	2
1606	по законам	1	2
1607	направленных на	2	2
1608	более сложном	1	2
1609	является ли	1	2
1610	в мышлении	27	2
1611	мы сказали	1	2
1612	не надо	1	2
1613	что было	1	2
1614	с которого	1	2
1615	они продолжают	1	2
1616	конкретной форме	1	2
1617	это тот	2	2
1618	в изучении	2	2
1619	ко второй	1	2
1620	как здесь	1	2
1621	которая в	1	2
1622	случае мы	1	2
1623	из авторов	2	2
1624	которым они	1	2
1625	или нет	2	2
1626	за собой	1	2
1627	с более	2	2
1628	не являются	4	2
1629	или иному	4	2
1630	их не	1	2
1631	ни малейшего	2	2
1632	имеет для	1	2
1633	вещи как	2	2
1634	остановились на	1	2
1635	к более	1	2
1636	ведет к	1	2
1637	давно уже	1	2
1638	выражения и	1	2
1639	как с	4	2
1640	но у	1	2
1641	процесса с	1	2
1642	чтобы вскрыть	1	2
1643	существенно иная	1	2
1644	необходимые для	1	2
1645	дать повод	1	2
1646	нам представляется	1	2
1647	влечет за	1	2
1648	исследований и	1	2
1649	совершенно ином	1	2
1650	на этой	7	2
1651	не наоборот	1	2
1652	в любом	1	2
1653	нельзя было	1	2
1654	даже и	1	2
1655	представления о	2	2
1656	и важных	1	2
1657	во многих	3	2
1658	совершенно другое	1	2
1659	в различной	1	2
1660	наталкивается на	2	2
1661	отмечает что	1	2
1662	есть необходимое	1	2
1663	мы остановились	1	2
1664	не об	1	2
1665	общих законов	1	2
1666	мы таким	1	2
1667	как оно	5	2
1668	котором все	1	2
1669	до того	1	2
1670	всегда и	1	2
1671	мы приводили	1	2
1672	это расхождение	1	2
1673	и несомненно	1	2
1674	между теми	1	2
1675	например когда	1	2
1676	чтобы открыть	1	2
1677	в самое	1	2
1678	входят в	1	2
1679	как всякое	1	2
1680	говорит сам	2	2
1681	а следовательно	1	2
1682	благодаря чему	2	2
1683	и становится	1	2
1684	свои собственные	1	2
1685	составить предмет	1	2
1686	смысле как	1	2
1687	и направляет	1	2
1688	той и	2	2
1689	восприятии и	1	2
1690	той степени	2	2
1691	другие авторы	2	2
1692	которой оно	1	2
1693	элемент в	1	2
1694	является результатом	2	2
1695	отражение в	2	2
1696	что каждая	2	2
1697	чем на	1	2
1698	этот метод	2	2
1699	и основной	2	2
1700	еще чаще	1	2
1701	тех самых	1	2
1702	каждом шагу	4	2
1703	если обратиться	1	2
1704	теряет свою	1	2
1705	является совершенно	1	2
1706	общего закона	1	2
1707	ряд чрезвычайно	1	2
1708	не обладает	2	2
1709	в некоторой	1	2
1710	этими двумя	1	2
1711	эта форма	3	2
1712	не совпадают	5	2
1713	связи со	2	2
1714	не говорит	1	2
1715	новое что	1	2
1716	и исследования	1	2
1717	прямо не	1	2
1718	так много	1	2
1719	между этими	2	2
1720	смысле и	2	2
1721	деле и	1	2
1722	первое что	2	2
1723	эти последние	2	2
1724	в психологическом	1	2
1725	не станем	5	2
1726	и стоит	1	2
1727	необходимое условие	1	2
1728	они действительно	3	2
1729	это последнее	1	2
1730	до какой	3	2
1731	вошел в	1	2
1732	находит свое	2	2
1733	бы к	2	2
1734	всю свою	1	2
1735	так или	1	2
1736	не приходится	1	2
1737	для человека	2	2
1738	все согласны	2	2
1739	ту или	1	2
1740	нашей обычной	1	2
1741	бы формулировать	2	2
1742	к высшим	1	2
1743	всегда имеет	1	2
1744	с этот	1	2
1745	роль при	1	2
1746	в ход	5	2
1747	что благодаря	1	2
1748	бы оно	1	2
1749	тем мы	1	2
1750	нас ясно	1	2
1751	лицо и	1	2
1752	и ту	1	2
1753	сложном и	1	2
1754	в окончательном	1	2
1755	произведение и	1	2
1756	связи которая	1	2
1757	иногда может	1	2
1758	переходит в	1	2
1759	что цель	1	2
1760	относятся к	4	2
1761	одном и	3	2
1762	в обычном	1	2
1763	его ни	1	2
1764	и вновь	1	2
1765	не видим	1	2
1766	же точке	1	2
1767	отличаются от	5	2
1768	до этого	1	2
1769	они даны	2	2
1770	однако что	1	2
1771	так называемый	1	2
1772	легко и	1	2
1773	как при	1	2
1774	тела и	1	2
1775	всем протяжении	1	2
1776	так вот	1	2
1777	оба автора	1	2
1778	с целым	3	2
1779	самый характер	2	2
1780	если принять	2	2
1781	точке но	1	2
1782	которого является	1	2
1783	от его	2	2
1784	построено на	1	2
1785	чтобы убедиться	1	2
1786	на каждом	4	2
1787	своей жизни	1	2
1788	стоит перед	1	2
1789	все три	1	2
1790	язык и	1	2
1791	тех же	2	2
1792	процессами в	1	2
1793	задний план	1	2
1794	что стоит	1	2
1795	не играет	1	2
1796	этой двойственности	1	2
1797	самое существенное	1	2
1798	развития и	2	2
1799	функций которые	1	2
1800	или иных	1	2
1801	что многие	1	2
1802	находим мы	1	2
1803	тому или	4	2
1804	чрезвычайно важно	1	2
1805	видим таким	5	2
1806	он есть	1	2
1807	цели и	2	2
1808	высокой степени	1	2
1809	деле как	2	2
1810	а самый	1	2
1811	между процессами	1	2
1812	виде и	2	2
1813	возражает против	1	2
1814	поставленной перед	1	2
1815	показал как	2	2
1816	действие но	1	2
1817	друг друга	7	2
1818	но которые	1	2
1819	мы возьмем	1	2
1820	сомнения в	1	2
1821	суть дела	1	2
1822	своих исследованиях	1	2
1823	или к	1	2
1824	выходит за	1	2
1825	этот процесс	4	2
1826	процессами но	1	2
1827	вызывает и	1	2
1828	путем путем	1	2
1829	себе ничего	1	2
1830	переход к	1	2
1831	в соответствующих	1	2
1832	деле не	1	2
1833	с нашей	4	2
1834	лучше и	1	2
1835	указание на	1	2
1836	на одной	2	2
1837	на которой	2	2
1838	без этого	2	2
1839	есть уже	1	2
1840	часть и	1	2
1841	этой формы	1	2
1842	этом описании	1	2
1843	и слова	1	2
1844	этой реакции	1	2
1845	чтобы с	1	2
1846	виде в	4	2
1847	это происходит	1	2
1848	в следующем	4	2
1849	как ее	1	2
1850	мы склонны	4	2
1851	для которого	1	2
1852	в критических	1	2
1853	отношении и	1	2
1854	правильности этого	1	2
1855	как показывает	4	2
1856	только к	2	2
1857	заключается самая	1	2
1858	это нечто	1	2
1859	взрослого человека	18	2
1860	другими словами	3	2
1861	состоянии объяснить	1	2
1862	он принимает	1	2
1863	как уже	8	2
1864	но столь	1	2
1865	же самом	1	2
1866	в новый	1	2
1867	на периферии	1	2
1868	исследования в	2	2
1869	другим и	1	2
1870	что внутренняя	1	2
1871	это явление	2	2
1872	только у	2	2
1873	имеет свое	4	2
1874	таком виде	1	2
1875	лежат в	1	2
1876	с понятием	4	2
1877	мотивов и	1	2
1878	этого метода	3	2
1879	нас сейчас	3	2
1880	этого сравнения	1	2
1881	на других	1	2
1882	это когда	1	2
1883	речь и	4	2
1884	к новому	1	2
1885	тех или	1	2
1886	на всем	1	2
1887	таким же	4	2
1888	дело обстоит	1	2
1889	как для	1	2
1890	явление имеет	1	1
1891	существенную роль	2	1
1892	он пользуется	2	1
1893	на характер	1	1
1894	он приходит	2	1
1895	реальных и	1	1
1896	смысле думается	1	1
1897	котором они	1	1
1898	в настоящем	2	1
1899	совершенно другом	1	1
1900	историческом развитии	2	1
1901	повод многим	1	1
1902	и месяц	1	1
1903	или других	1	1
1904	чем оно	1	1
1905	когда не	1	1
1906	с двух	1	1
1907	каковы же	1	1
1908	и животных	1	1
1909	которых эта	1	1
1910	не связан	1	1
1911	вниз и	1	1
1912	операции в	1	1
1913	указывает как	1	1
1914	задача которая	1	1
1915	будет принадлежать	1	1
1916	роль по	1	1
1917	существенно отличаются	1	1
1918	выступает на	1	1
1919	по схеме	1	1
1920	же предмет	6	1
1921	на ребенка	1	1
1922	мы оставляем	1	1
1923	этом заключается	1	1
1924	на второй	1	1
1925	нельзя допустить	1	1
1926	говорили в	1	1
1927	своем развитии	3	1
1928	они проявляются	2	1
1929	мысль можно	1	1
1930	эта же	1	1
1931	видов и	2	1
1932	имеют ничего	1	1
1933	единственное что	2	1
1934	каких условиях	2	1
1935	мы пришли	1	1
1936	внешнее сходство	3	1
1937	объектов и	1	1
1938	которое является	2	1
1939	в правильности	1	1
1940	есть самая	1	1
1941	до последнего	1	1
1942	же существует	1	1
1943	случае то	1	1
1944	мы совсем	1	1
1945	и доказательства	1	1
1946	встречается в	5	1
1947	это делают	2	1
1948	значение это	1	1
1949	проблемы не	1	1
1950	по пути	5	1
1951	редко в	1	1
1952	относится и	1	1
1953	бы напомнить	1	1
1954	два положения	2	1
1955	мы исходили	1	1
1956	в новую	1	1
1957	той связи	1	1
1958	от общих	1	1
1959	исключения из	1	1
1960	деятельности не	3	1
1961	когда это	1	1
1962	который происходит	1	1
1963	он для	1	1
1964	уже приводили	1	1
1965	оно показывает	1	1
1966	основанием для	1	1
1967	настаивает на	1	1
1968	то почему	1	1
1969	которая отличает	1	1
1970	убеждает нас	2	1
1971	собой не	2	1
1972	быть столь	1	1
1973	предмета и	1	1
1974	был сделан	1	1
1975	правило в	1	1
1976	или чувства	1	1
1977	становится особенно	1	1
1978	которых для	1	1
1979	раз когда	1	1
1980	вырывается из	1	1
1981	которые шли	1	1
1982	знак в	1	1
1983	социальная среда	1	1
1984	с далее	1	1
1985	обыденной жизни	1	1
1986	деятельности с	1	1
1987	а вместе	1	1
1988	при своем	1	1
1989	лишь бы	1	1
1990	можем видеть	1	1
1991	что обе	1	1
1992	отсюда проистекают	1	1
1993	ситуации в	2	1
1994	с движениями	1	1
1995	восприятия и	1	1
1996	этим мы	1	1
1997	и рода	1	1
1998	что ключ	1	1
1999	этой деятельности	1	1
2000	но нам	1	1
2001	с полным	3	1
2002	о чем-то	1	1
2003	именно такое	1	1
2004	есть исключительно	1	1
2005	или правильнее	1	1
2006	и разнообразны	1	1
2007	в приведенных	2	1
2008	а отнюдь	2	1
2009	что обобщение	2	1
2010	значения слова	9	1
2011	вся беда	1	1
2012	деле для	1	1
2013	природе вещей	1	1
2014	психологами и	1	1
2015	и дают	1	1
2016	конечную точку	1	1
2017	той двойственной	1	1
2018	с трудом	1	1
2019	характер в	1	1
2020	взрослых а	1	1
2021	слова при	1	1
2022	же эта	1	1
2023	слова луна	1	1
2024	многие психологи	2	1
2025	которыми встречается	1	1
2026	не обязательно	1	1
2027	естественно и	1	1
2028	своем значении	1	1
2029	свое положение	1	1
2030	этой методики	2	1
2031	возможность исследовать	1	1
2032	время так	1	1
2033	же его	1	1
2034	что два	1	1
2035	iv мы	1	1
2036	и начинает	1	1
2037	процессе развития	3	1
2038	своих высших	1	1
2039	но ни	1	1
2040	это вытекает	1	1
2041	отношения и	1	1
2042	но скорее	2	1
2043	эти моменты	1	1
2044	приходят к	1	1
2045	является конечно	1	1
2046	придется говорить	1	1
2047	он так	2	1
2048	вновь и	1	1
2049	для всей	1	1
2050	ключ к	5	1
2051	чрезвычайно важные	1	1
2052	этим что	1	1
2053	это представляет	1	1
2054	формы или	1	1
2055	с крайним	1	1
2056	исследований что	3	1
2057	будем говорить	1	1
2058	рассказывает он	1	1
2059	иметь ничего	1	1
2060	гласящего что	1	1
2061	в непосредственной	1	1
2062	его помощью	1	1
2063	различных лиц	1	1
2064	его сейчас	1	1
2065	слова уже	1	1
2066	сделать на	1	1
2067	шаг вперед	1	1
2068	нет никаких	6	1
2069	основа этой	1	1
2070	понимания как	2	1
2071	распадается на	4	1
2072	эту черту	1	1
2073	это к	2	1
2074	общего в	1	1
2075	обобщения в	1	1
2076	в какой-либо	1	1
2077	мы скажем	1	1
2078	сказано не	1	1
2079	формы поведения	2	1
2080	которую можно	2	1
2081	и которое	2	1
2082	этих моментов	2	1
2083	первого взгляда	2	1
2084	этих первых	1	1
2085	ею и	1	1
2086	эти элементы	1	1
2087	обо всем	1	1
2088	по природе	1	1
2089	между его	2	1
2090	данных для	1	1
2091	шагу в	1	1
2092	что дети	1	1
2093	следовательно мы	1	1
2094	слова оно	1	1
2095	это сходство	1	1
2096	об одном	1	1
2097	ни при	3	1
2098	и рядом	2	1
2099	именно для	1	1
2100	орудия и	1	1
2101	сравнить с	1	1
2102	образом его	1	1
2103	но от	1	1
2104	элемент или	1	1
2105	или иными	2	1
2106	который можно	2	1
2107	к речи	1	1
2108	близким к	1	1
2109	утверждающих что	1	1
2110	глаза на	1	1
2111	или иную	1	1
2112	является тем	1	1
2113	они напоминают	1	1
2114	вспомогательных средств	1	1
2115	согласно которому	1	1
2116	и исключительного	1	1
2117	на решение	3	1
2118	то она	1	1
2119	свой метод	1	1
2120	в опыте	2	1
2121	как фактор	1	1
2122	процессов в	1	1
2123	основным принципом	1	1
2124	означает в	1	1
2125	ряд и	2	1
2126	определены как	1	1
2127	области как	1	1
2128	на себя	2	1
2129	в понятии	6	1
2130	предмете и	1	1
2131	их понятиям	1	1
2132	или иная	3	1
2133	развитие в	1	1
2134	судить о	1	1
2135	служить для	1	1
2136	этого можно	1	1
2137	и связи	1	1
2138	сущности по	1	1
2139	хотим сказать	1	1
2140	стороны что	1	1
2141	находящийся в	1	1
2142	ребенка его	2	1
2143	а здесь	1	1
2144	же обстоятельство	1	1
2145	вещей с	1	1
2146	для решения	2	1
2147	психологических процессов	2	1
2148	может привести	1	1
2149	связь со	1	1
2150	но каждый	1	1
2151	в первые	1	1
2152	чрезвычайно часто	1	1
2153	что слово	6	1
2154	есть своя	1	1
2155	слово месяц	1	1
2156	к утверждению	1	1
2157	действительности и	1	1
2158	человека а	1	1
2159	применяет в	2	1
2160	имеет ничего	1	1
2161	двумя другими	1	1
2162	сложную интеллектуальную	1	1
2163	величайшее открытие	4	1
2164	изучения а	1	1
2165	речи мы	5	1
2166	человек как	1	1
2167	это вполне	1	1
2168	психологической стороны	2	1
2169	должно иметь	1	1
2170	тесно связаны	1	1
2171	именно художественное	1	1
2172	оно состоит	1	1
2173	образом это	1	1
2174	свое место	2	1
2175	него есть	1	1
2176	наше исследование	2	1
2177	это чрезвычайно	1	1
2178	для правильной	1	1
2179	за порогом	1	1
2180	и новый	1	1
2181	поведение человека	1	1
2182	черт и	1	1
2183	к истине	1	1
2184	представления согласно	1	1
2185	казалось нужным	1	1
2186	высшим формам	1	1
2187	зрения в	1	1
2188	не стоят	2	1
2189	нашего рассмотрения	2	1
2190	новых и	2	1
2191	результата или	1	1
2192	процессов и	1	1
2193	традиционной психологии	1	1
2194	существенное для	1	1
2195	не были	1	1
2196	это или	1	1
2197	с установлением	1	1
2198	место между	1	1
2199	где же	1	1
2200	языке и	1	1
2201	устанавливает и	1	1
2202	доходит до	1	1
2203	ошибок в	1	1
2204	сколько можно	1	1
2205	в историческом	2	1
2206	существенное отличие	1	1
2207	говорили что	3	1
2208	и речи	27	1
2209	другим законам	1	1
2210	было сделать	1	1
2211	понятия не	2	1
2212	что первые	1	1
2213	время к	1	1
2214	где каждый	2	1
2215	с достоверностью	1	1
2216	функциональное значение	7	1
2217	среды и	1	1
2218	самого но	1	1
2219	основе но	1	1
2220	после своей	1	1
2221	уводит нас	1	1
2222	оно имеет	1	1
2223	строится на	1	1
2224	действии то	1	1
2225	которую развивает	1	1
2226	исключительно к	1	1
2227	речи которые	2	1
2228	них не	1	1
2229	что характер	1	1
2230	человека мы	4	1
2231	не исчерпывает	1	1
2232	развиваются не	1	1
2233	действий так	1	1
2234	играющие роль	1	1
2235	склонны отрицать	4	1
2236	анализируя этот	1	1
2237	образов или	1	1
2238	постоянного и	1	1
2239	средства в	1	1
2240	новый план	1	1
2241	который был	1	1
2242	знаем по	1	1
2243	протекает и	1	1
2244	различить с	1	1
2245	с величайшей	1	1
2246	языком и	1	1
2247	прав в	2	1
2248	эта вторая	1	1
2249	приводили выше	1	1
2250	эту последнюю	1	1
2251	раньше чем	3	1
2252	которая и	1	1
2253	построения всего	1	1
2254	пути по	1	1
2255	нового по	1	1
2256	мире и	1	1
2257	это говорит	2	1
2258	не мешает	1	1
2259	первую очередь	2	1
2260	конечной цели	1	1
2261	их дает	1	1
2262	совершенно недостаточно	1	1
2263	такое утверждение	1	1
2264	отношению ко	1	1
2265	в последнем	1	1
2266	часто не	3	1
2267	марксизма не	1	1
2268	психологии не	1	1
2269	как содержание	1	1
2270	этого понятия	3	1
2271	говорит бюлер	1	1
2272	впервые и	1	1
2273	и свое	1	1
2274	эти особенности	1	1
2275	отдельных элементов	5	1
2276	и закон	1	1
2277	легко переходит	1	1
2278	этого мало	1	1
2279	психологов что	1	1
2280	в картине	1	1
2281	среднее место	2	1
2282	никакому сомнению	2	1
2283	самую существенную	2	1
2284	возникают у	1	1
2285	эти законы	1	1
2286	разница только	1	1
2287	его во	1	1
2288	поэтому в	3	1
2289	речи как	4	1
2290	по двум	1	1
2291	не принял	1	1
2292	нож и	1	1
2293	которые составляют	1	1
2294	совершенно так	2	1
2295	средств для	1	1
2296	спрашивает как	1	1
2297	и прямо	1	1
2298	тот способ	1	1
2299	высшее развитие	1	1
2300	более ложного	1	1
2301	с неизбежностью	2	1
2302	стоят и	1	1
2303	превращаться в	1	1
2304	бы получиться	1	1
2305	есть тот	1	1
2306	мышления от	5	1
2307	не живет	1	1
2308	одновременно с	2	1
2309	обозначить как	1	1
2310	сложный и	2	1
2311	установленным что	1	1
2312	напротив мы	1	1
2313	уже сейчас	1	1
2314	место прежнего	1	1
2315	значения и	6	1
2316	же слово	3	1
2317	то увидим	7	1
2318	напротив оно	1	1
2319	в памяти	1	1
2320	и они	1	1
2321	мы наметили	1	1
2322	ними не	1	1
2323	факте что	1	1
2324	не приводит	2	1
2325	нами при	1	1
2326	не будь	1	1
2327	ключом к	4	1
2328	обобщение и	1	1
2329	или об	2	1
2330	этот образ	1	1
2331	что внешняя	1	1
2332	его части	1	1
2333	никакой звуковой	2	1
2334	каждая новая	1	1
2335	представляется в	2	1
2336	это самое	1	1
2337	слов которые	2	1
2338	приведенное выше	1	1
2339	не входит	1	1
2340	тесной связи	1	1
2341	интеллектуальной деятельности	10	1
2342	исследования на	1	1
2343	к нашему	1	1
2344	он требует	1	1
2345	но природа	1	1
2346	виду не	1	1
2347	правильно показывает	1	1
2348	характер его	1	1
2349	человек говорит	1	1
2350	языка и	1	1
2351	прямой зависимости	1	1
2352	скажем ли	1	1
2353	этой второй	3	1
2354	себе никакого	1	1
2355	первая из	1	1
2356	ряд отдельных	2	1
2357	в роли	4	1
2358	для высших	1	1
2359	место он	1	1
2360	служит средством	1	1
2361	законы восприятия	1	1
2362	и какое	1	1
2363	и второй	1	1
2364	и наше	1	1
2365	них как	1	1
2366	и независимо	1	1
2367	нам для	1	1
2368	может войти	1	1
2369	назад и	1	1
2370	связь но	1	1
2371	не всеми	1	1
2372	осязательной ясностью	1	1
2373	принцип его	1	1
2374	он пришел	1	1
2375	понятия а	4	1
2376	три различные	1	1
2377	и различные	2	1
2378	каждого слова	1	1
2379	в мир	1	1
2380	собой с	1	1
2381	тем ни	1	1
2382	учит нас	1	1
2383	интеллектуальных процессов	3	1
2384	идет об	1	1
2385	скажем к	1	1
2386	в силе	1	1
2387	но оба	1	1
2388	не представляет	4	1
2389	требование чтобы	1	1
2390	который позволяет	1	1
2391	связанной с	2	1
2392	являются только	1	1
2393	затем уже	2	1
2394	при их	1	1
2395	которому мы	1	1
2396	не встречается	2	1
2397	случае очень	1	1
2398	ли есть	1	1
2399	ход мысли	1	1
2400	психологическому значению	1	1
2401	мышления всегда	1	1
2402	и связанное	1	1
2403	слово с	2	1
2404	к двум	1	1
2405	мышления но	1	1
2406	в данной	1	1
2407	вне того	1	1
2408	речи в	7	1
2409	исследование оно	1	1
2410	соотнесены друг	1	1
2411	начиная с	2	1
2412	за пределами	1	1
2413	имеют своей	1	1
2414	тем общим	1	1
2415	ли можно	1	1
2416	другие предметы	2	1
2417	каждой его	1	1
2418	в высокой	1	1
2419	обстоит совершенно	1	1
2420	другого ряда	1	1
2421	мы берем	1	1
2422	задачи стоящей	1	1
2423	который совершается	1	1
2424	нельзя представить	2	1
2425	выражению гете	1	1
2426	последнего времени	1	1
2427	особенность состоит	1	1
2428	притяжения для	1	1
2429	подобного рода	1	1
2430	цвета но	1	1
2431	характер что	3	1
2432	и том	3	1
2433	он оказался	1	1
2434	бы ей	1	1
2435	прямой связи	1	1
2436	бывает в	1	1
2437	это речь	2	1
2438	приемы в	1	1
2439	можем подвести	1	1
2440	поэтому было	1	1
2441	слова так	1	1
2442	остается для	1	1
2443	понятие или	1	1
2444	общей философской	1	1
2445	основной факт	1	1
2446	и развивается	2	1
2447	с известными	1	1
2448	это наглядно	1	1
2449	от каждой	1	1
2450	единственный из	1	1
2451	тех конкретных	1	1
2452	его объеме	1	1
2453	было особенно	1	1
2454	результатов к	1	1
2455	случаев когда	1	1
2456	несколько отдельных	1	1
2457	и объединены	1	1
2458	виду нечто	1	1
2459	народов как	1	1
2460	удалось установить	1	1
2461	анализ позволяет	1	1
2462	для всего	2	1
2463	себе действие	1	1
