N	2gram	Potebnia_M	Vladivir
1321	всего нам	1	1
1322	с болезнью	1	1
1323	мыслимо только	1	1
1324	с нашей	1	1
1325	определение есть	1	1
1326	одно из	6	1
1327	это слово	6	1
1328	него происходит	1	1
1329	и сложно	1	1
1330	содержание этого	2	1
1331	наше внимание	1	1
1332	что между	2	1
1333	внешнего мира	1	1
1334	другого как	1	1
1335	есть еще	4	1
1336	признаков а	1	1
1337	отношения между	4	1
1338	в самые	1	1
1339	себе путь	1	1
1340	в общей	1	1
1341	нужно не	1	1
1342	в несколько	1	1
1343	но никак	2	1
1344	с двумя	1	1
1345	прежде чем	2	1
1346	такой точки	1	1
1347	экономии и	1	1
1348	себя ради	1	1
1349	или идея	1	1
1350	как его	1	1
1351	с представлением	1	1
1352	в понятии	2	1
1353	находим уже	1	1
1354	возможны только	3	1
1355	очевидно что	9	1
1356	появления в	4	1
1357	самого незначительного	1	1
1358	между этими	1	1
1359	в последних	1	1
1360	человек и	2	1
1361	факт не	1	1
1362	этом последнем	2	1
1363	указывая на	2	1
1364	стремится и	1	1
1365	особенных усилий	1	1
1366	каждое из	2	1
1367	есть именно	2	1
1368	всего он	1	1
1369	и произведения	1	1
1370	души в	2	1
1371	человеке и	2	1
1372	что никто	1	1
1373	своих чувств	1	1
1374	а эта	1	1
1375	понимание и	1	1
1376	нас значение	1	1
1377	если я	1	1
1378	невозможна если	1	1
1379	образа а	1	1
1380	под этим	1	1
1381	в субъективном	1	1
1382	и следовательно	3	1
1383	связанным с	1	1
1384	что слово	13	1
1385	нашем сознании	1	1
1386	что как	4	1
1387	в других	3	1
1388	действительности и	3	1
1389	ли что	1	1
1390	вьющиеся волосы	1	1
1391	человека а	2	1
1392	первой его	1	1
1393	это определение	2	1
1394	а для	1	1
1395	деятельности и	2	1
1396	а потом	2	1
1397	с к	2	1
1398	в рассуждениях	1	1
1399	творчество в	1	1
1400	на которую	2	1
1401	в каждом	6	1
1402	этого сна	1	1
1403	здесь как	3	1
1404	только от	7	1
1405	себя никакой	1	1
1406	или за	1	1
1407	и быть	3	1
1408	но отсюда	1	1
1409	не означает	1	1
1410	перехода от	3	1
1411	был уже	1	1
1412	мысль и	2	1
1413	бы она	2	1
1414	него есть	1	1
1415	многих из	1	1
1416	тех и	1	1
1417	а напротив	2	1
1418	что настоящее	1	1
1419	является только	1	1
1420	эти слова	2	1
1421	нашего сознания	1	1
1422	не дает	2	1
1423	на другой	2	1
1424	и откуда	1	1
1425	для наших	1	1
1426	очевидно не	1	1
1427	прочим потому	1	1
1428	не один	2	1
1429	то уже	2	1
1430	ограничиться только	1	1
1431	самому себе	1	1
1432	но философия	1	1
1433	другом и	1	1
1434	на чем	3	1
1435	если б	9	1
1436	как сам	1	1
1437	если же	1	1
1438	ограничиваясь только	1	1
1439	ничего нового	1	1
1440	себе на	1	1
1441	такого что	1	1
1442	для человека	8	1
1443	время когда	3	1
1444	науку но	1	1
1445	уже потому	1	1
1446	а вернее	1	1
1447	сознания есть	1	1
1448	такое что	1	1
1449	с общим	2	1
1450	это влияние	1	1
1451	миру и	1	1
1452	систему в	1	1
1453	уже одно	1	1
1454	хотя этот	1	1
1455	которого в	3	1
1456	многих случаях	1	1
1457	мысли от	2	1
1458	отче наш	1	1
1459	того кто	2	1
1460	значение и	1	1
1461	за нею	1	1
1462	как эта	1	1
1463	есть развитие	1	1
1464	я это	1	1
1465	но без	2	1
1466	целом и	1	1
1467	т п	7	1
1468	чем она	1	1
1469	жизнь как	1	1
1470	жизни не	3	1
1471	случае когда	1	1
1472	друг другу	2	1
1473	нечто такое	2	1
1474	и каждый	1	1
1475	когда они	1	1
1476	есть вместе	3	1
1477	в общих	2	1
1478	что может	1	1
1479	и почему	2	1
1480	ум в	1	1
1481	участвует в	1	1
1482	значить что	1	1
1483	с конкретным	1	1
1484	столь же	8	1
1485	которая на	1	1
1486	однако по	2	1
1487	теперь при	1	1
1488	это третье	1	1
1489	и останавливается	1	1
1490	в противном	1	1
1491	ли эта	1	1
1492	на который	2	1
1493	что наша	1	1
1494	есть следствие	2	1
1495	или слово	1	1
1496	а как	2	1
1497	отделяются от	1	1
1498	кто знает	1	1
1499	еще менее	1	1
1500	самая вещь	1	1
1501	разве только	2	1
1502	и чем	3	1
1503	в один	4	1
1504	они представляются	1	1
1505	я сам	1	1
1506	и насколько	1	1
1507	что до	3	1
1508	о предметах	1	1
1509	только а	1	1
1510	именно что	1	1
1511	вытекающее из	1	1
1512	их понимание	1	1
1513	в минуты	1	1
1514	своего рода	1	1
1515	и этой	1	1
1516	все признаки	2	1
1517	не составляют	3	1
1518	на жизнь	1	1
1519	было на	1	1
1520	третье а	1	1
1521	время его	1	1
1522	мы прежде	1	1
1523	собственном смысле	2	1
1524	не дало	1	1
1525	не нашел	2	1
1526	в столь	1	1
1527	даны в	1	1
1528	и конечно	1	1
1529	его собственное	1	1
1530	таким а	1	1
1531	и должны	1	1
1532	словом которое	3	1
1533	на самые	1	1
1534	например что	2	1
1535	его уже	1	1
1536	как содержание	1	1
1537	своего собственного	1	1
1538	будто в	1	1
1539	на ее	2	1
1540	оно было	1	1
1541	говорит нам	2	1
1542	и одно	1	1
1543	само собою	1	1
1544	и далее	1	1
1545	действие которое	1	1
1546	поэтической и	1	1
1547	со второй	1	1
1548	как нет	1	1
1549	связанное с	3	1
1550	мне и	1	1
1551	нас за	1	1
1552	и та	5	1
1553	мысль до	1	1
1554	этот не	1	1
1555	на лице	1	1
1556	зависит не	1	1
1557	в человеке	4	1
1558	ее первым	1	1
1559	когда его	1	1
1560	первых порах	2	1
1561	не признает	1	1
1562	о многом	1	1
1563	же самые	1	1
1564	намерения и	1	1
1565	связанная с	3	1
1566	стремится не	1	1
1567	будто и	1	1
1568	что нет	1	1
1569	начинается с	1	1
1570	все человечество	1	1
1571	чувства и	5	1
1572	отличаются от	1	1
1573	до этого	2	1
1574	сказать в	1	1
1575	именно оно	1	1
1576	строгом смысле	2	1
1577	скажем только	1	1
1578	их и	1	1
1579	его собственная	1	1
1580	мы могли	2	1
1581	следовательно в	1	1
1582	частью в	2	1
1583	содержания а	2	1
1584	все существует	1	1
1585	заключается не	1	1
1586	своей стороны	1	1
1587	о самом	1	1
1588	дать себе	2	1
1589	мы говорим	2	1
1590	ближайшим образом	3	1
1591	могло существовать	1	1
1592	мало для	1	1
1593	языков и	2	1
1594	этом слове	2	1
1595	человеческого духа	1	1
1596	ступени ее	1	1
1597	света к	1	1
1598	в процессе	2	1
1599	будто мы	2	1
1600	на наш	2	1
1601	только одной	1	1
1602	ничем не	1	1
1603	значении этого	1	1
1604	к которым	2	1
1605	может получить	1	1
1606	мысли о	6	1
1607	получает для	1	1
1608	от научного	1	1
1609	его сознании	1	1
1610	и такая	1	1
1611	к нам	2	1
1612	нам возможность	2	1
1613	и признаки	1	1
1614	не принимая	1	1
1615	с собою	1	1
1616	никто не	5	1
1617	том смысле	6	1
1618	правда не	1	1
1619	явлений и	3	1
1620	нужно чтобы	1	1
1621	наконец то	1	1
1622	не такое	1	1
1623	вследствие своей	1	1
1624	бы не	6	1
1625	осталось бы	1	1
1626	чувствам и	1	1
1627	смысле оно	1	1
1628	зависимости от	1	1
1629	а под	1	1
1630	говорит только	3	1
1631	религия в	1	1
1632	которая не	2	1
1633	на каждом	1	1
1634	из ничего	1	1
1635	это бывает	1	1
1636	и широко	1	1
1637	быть назван	3	1
1638	души которые	1	1
1639	и определения	1	1
1640	говорится что	1	1
1641	мы только	2	1
1642	к какой	1	1
1643	который и	1	1
1644	теории как	1	1
1645	самое время	1	1
1646	принадлежит ему	2	1
1647	поводу его	1	1
1648	с сознанием	2	1
1649	общий тон	1	1
1650	о человеке	5	1
1651	чем же	1	1
1652	с места	1	1
1653	которое нам	1	1
1654	видим что	1	1
1655	которые однако	1	1
1656	так называемая	1	1
1657	более чем	2	1
1658	и легче	1	1
1659	слово было	1	1
1660	заключать в	1	1
1661	но каждое	1	1
1662	до настоящего	1	1
1663	на той	2	1
1664	такие люди	1	1
1665	чем то	1	1
1666	совсем другой	1	1
1667	своим историческим	1	1
1668	мы его	2	1
1669	связана с	1	1
1670	если например	2	1
1671	что очевидно	1	1
1672	это только	2	1
1673	быть не	4	1
1674	не быть	1	1
1675	на два	1	1
1676	вызывает в	2	1
1677	и тогда	4	1
1678	он относится	1	1
1679	нельзя же	2	1
1680	ими в	1	1
1681	хотя это	1	1
1682	сознании и	4	1
1683	каждой из	3	1
1684	приводит в	1	1
1685	которого не	2	1
1686	в первых	1	1
1687	что многие	1	1
1688	воля не	1	1
1689	впрочем и	2	1
1690	в известном	1	1
1691	вслед за	6	1
1692	есть хотя	1	1
1693	как мысль	1	1
1694	это стремление	1	1
1695	целый ряд	2	1
1696	если человек	1	1
1697	она по	1	1
1698	времени и	2	1
1699	идеи в	2	1
1700	развития так	1	1
1701	этим мы	1	1
1702	и любовью	1	1
1703	что когда	1	1
1704	каждый из	1	1
1705	только это	1	1
1706	еще слишком	1	1
1707	в человека	1	1
1708	на первых	2	1
1709	вне его	1	1
1710	никаких оснований	1	1
1711	другого свойства	1	1
1712	наука не	1	1
1713	состоит в	1	1
1714	здесь от	1	1
1715	невозможно можно	1	1
1716	слово будет	1	1
1717	и идеи	1	1
1718	чем с	1	1
1719	ним но	1	1
1720	должны судить	1	1
1721	возможно было	1	1
1722	от которой	1	1
1723	бы очень	1	1
1724	оказываются только	1	1
1725	принадлежит к	1	1
1726	в самую	1	1
1727	при котором	2	1
1728	не другим	3	1
1729	эти категории	1	1
1730	действия не	1	1
1731	заключающие в	1	1
1732	с нею	5	1
1733	наук к	1	1
1734	именно то	2	1
1735	человечества и	1	1
1736	нам и	1	1
1737	то она	1	1
1738	в сознании	36	1
1739	него самого	3	1
1740	мысли но	3	1
1741	они еще	1	1
1742	будет заметить	1	1
1743	после такого	1	1
1744	впечатлений в	1	1
1745	менее этот	1	1
1746	время ее	1	1
1747	это одно	1	1
1748	до нее	2	1
1749	что среди	1	1
1750	каждая точка	1	1
1751	из него	4	1
1752	входящих в	2	1
1753	мы еще	1	1
1754	если только	1	1
1755	или вовсе	3	1
1756	и искусства	1	1
1757	субстанция не	1	1
1758	категории субстанции	1	1
1759	однако от	1	1
1760	невозможна без	2	1
1761	то значит	1	1
1762	указанием на	3	1
1763	его можно	1	1
1764	в обстоятельствах	1	1
1765	то какой	1	1
1766	на предметы	1	1
1767	есть те	1	1
1768	дает нам	3	1
1769	нам известно	1	1
1770	мысли а	5	1
1771	эта с	1	1
1772	то они	1	1
1773	можно себе	1	1
1774	что ему	1	1
1775	и многие	3	1
1776	есть тоже	1	1
1777	месте но	1	1
1778	с но	3	1
1779	слово но	1	1
1780	не во	1	1
1781	время своего	1	1
1782	общего и	1	1
1783	противоречия и	1	1
1784	что значит	1	1
1785	указываем на	1	1
1786	не тождественно	1	1
1787	при самом	1	1
1788	без основания	1	1
1789	представления еще	1	1
1790	критически относиться	1	1
1791	есть первое	1	1
1792	мира но	1	1
1793	и свойства	1	1
1794	легко заметить	1	1
1795	что одно	3	1
1796	к истории	1	1
1797	в соответствующих	1	1
1798	на языке	2	1
1799	виду эту	1	1
1800	будет ли	3	1
1801	что так	1	1
1802	такое же	5	1
1803	мало того	1	1
1804	заметить и	1	1
1805	прогресса но	1	1
1806	то самое	1	1
1807	что собственно	2	1
1808	есть но	1	1
1809	указание на	2	1
1810	и яркий	1	1
1811	существовать в	1	1
1812	есть истина	1	1
1813	с т	2	1
1814	что первобытный	1	1
1815	на которой	4	1
1816	из своих	1	1
1817	и е	1	1
1818	с определенным	1	1
1819	и второе	1	1
1820	чем он	1	1
1821	если сравнить	1	1
1822	а все	1	1
1823	возможно только	6	1
1824	смысле этого	9	1
1825	о ее	1	1
1826	может состоять	1	1
1827	от своих	4	1
1828	непосредственно в	2	1
1829	этого сознания	1	1
1830	в таких	4	1
1831	а еще	1	1
1832	развития которая	1	1
1833	что действительно	2	1
1834	ее содержания	1	1
1835	бы для	2	1
1836	отказаться от	2	1
1837	себе что	2	1
1838	и слова	4	1
1839	или в	4	1
1840	жизни это	1	1
1841	он требует	1	1
1842	то к	4	1
1843	эта наука	1	1
1844	не природа	1	1
1845	который как	1	1
1846	на нее	2	1
1847	ему при	1	1
1848	и начинается	1	1
1849	том виде	2	1
1850	они имеют	1	1
1851	понимание то	1	1
1852	в последнем	4	1
1853	виду что	2	1
1854	и другое	3	1
1855	о жизни	1	1
1856	много лет	1	1
1857	особенность его	1	1
1858	между собою	13	1
1859	способен к	2	1
1860	мнения о	1	1
1861	сама по	3	1
1862	живет только	2	1
1863	словом и	6	1
1864	из которого	1	1
1865	его вполне	1	1
1866	как она	2	1
1867	или даже	1	1
1868	него но	1	1
1869	говорят о	1	1
1870	направления мысли	1	1
1871	в переводе	1	1
1872	стремление к	1	1
1873	же почему	1	1
1874	противном случае	1	1
1875	образ или	3	1
1876	ему делать	1	1
1877	за другим	4	1
1878	сущности совершенно	1	1
1879	или что	4	1
1880	полагать что	1	1
1881	и оно	3	1
1882	по самой	1	1
1883	существование и	1	1
1884	в отдельные	1	1
1885	в каждой	4	1
1886	вследствие чего	1	1
1887	он сразу	1	1
1888	и таким	1	1
1889	например такие	1	1
1890	в одной	1	1
1891	как все	1	1
1892	хотя я	1	1
1893	раз как	1	1
1894	от огня	1	1
1895	на них	2	1
1896	на место	1	1
1897	ко мне	1	1
1898	человека к	1	1
1899	сказать и	2	1
1900	об том	1	1
1901	этого он	1	1
1902	буквальном смысле	2	1
1903	может иметь	1	1
1904	правда что	1	1
1905	и сила	2	1
1906	в данную	1	1
1907	в разной	2	1
1908	и человека	1	1
1909	и искусство	1	1
1910	на нечто	1	1
1911	обобщения и	1	1
1912	к божественному	1	1
1913	которую мы	1	1
1914	думать не	1	1
1915	течение самого	1	1
1916	он легко	1	1
1917	и непосредственно	1	1
1918	наиболее общих	1	1
1919	становится для	2	1
1920	себя можно	1	1
1921	который мы	1	1
1922	то нужно	1	1
1923	он объясняет	1	1
1924	не исчерпывают	2	1
1925	для чего	1	1
1926	содержание своего	1	1
1927	то эта	1	1
1928	этим предметом	1	1
1929	от всех	1	1
1930	только их	1	1
1931	ясности в	1	1
1932	мы указываем	1	1
1933	как отрицание	1	1
1934	было столь	1	1
1935	чего мы	1	1
1936	свою историю	1	1
1937	совершенно невозможно	1	1
1938	и смеялся	1	1
1939	бытие этот	1	1
1940	каждый раз	3	1
1941	конечно в	1	1
1942	поэзия и	1	1
1943	факт что	1	1
1944	имеет свое	1	1
1945	его чувство	1	1
1946	это если	1	1
1947	не следует	6	1
1948	например и	2	1
1949	на людей	1	1
1950	таких случаях	2	1
1951	настоящем случае	1	1
1952	чтобы не	1	1
1953	и нередко	1	1
1954	несколько раз	2	1
1955	существование в	2	1
1956	внутреннюю форму	8	1
1957	его я	3	1
1958	признать что	2	1
1959	миросозерцания в	1	1
1960	к понятию	1	1
1961	его отношение	1	1
1962	она действительно	1	1
1963	как животное	1	1
1964	сказано выше	1	1
1965	как из	1	1
1966	последнее слово	1	1
1967	допустить что	1	1
1968	также с	1	1
1969	и нетрудно	1	1
1970	ради того	1	1
1971	есть такое	1	1
1972	чувства а	1	1
1973	не делать	1	1
1974	собою то	1	1
1975	такой простой	1	1
1976	своей цели	1	1
1977	вообще человека	1	1
1978	в чистой	1	1
1979	того чего	1	1
1980	делать здесь	1	1
1981	и значения	1	1
1982	а можно	1	1
1983	но сравнительно	1	1
1984	ничего ни	1	1
1985	или другими	1	1
1986	свою личную	1	1
1987	понятий но	2	1
1988	сердце и	1	1
1989	формы с	1	1
1990	перейти от	2	1
1991	в словаре	1	1
1992	и необходимо	1	1
1993	говорить на	1	1
1994	той ступени	1	1
1995	можно будет	1	1
1996	может вызвать	1	1
1997	есть непосредственное	1	1
1998	своим голосом	1	1
1999	начинать с	1	1
2000	право на	1	1
2001	идея и	1	1
2002	взрослого и	1	1
2003	чем та	1	1
2004	слова и	8	1
2005	все более	2	1
2006	смысле совокупности	1	1
2007	ничего из	1	1
2008	этой силы	1	1
2009	бы от	1	1
2010	эти два	1	1
2011	таком виде	1	1
2012	к работе	1	1
2013	важную роль	1	1
2014	только одну	2	1
2015	для этого	1	1
2016	чему стремится	1	1
2017	таким же	2	1
2018	нечто уже	1	1
2019	что такие	1	1
2020	который однако	1	1
2021	он с	1	1
2022	последнее и	1	1
2023	чего я	1	1
2024	себя то	1	1
2025	в известной	3	1
2026	говорит не	1	1
2027	человеческой природы	2	1
2028	можно заключить	3	1
2029	такие явления	1	1
2030	себе а	4	1
2031	и идея	1	1
