N	2gram	Ircho_Kome	DiskursI
1302	не достигает	1	1
1303	доступна только	1	1
1304	видя в	1	1
1305	ситуации в	3	1
1306	для нас	7	1
1307	и всегда	1	1
1308	и второе	1	1
1309	сходятся в	2	1
1310	слово в	1	1
1311	о ее	1	1
1312	однако она	1	1
1313	героя или	1	1
1314	том в	1	1
1315	отступает на	1	1
1316	в ином	1	1
1317	раз в	3	1
1318	было видно	1	1
1319	содержания пьесы	1	1
1320	от друга	1	1
1321	от всех	1	1
1322	жизни это	1	1
1323	этого не	1	1
1324	быть ни	1	1
1325	что к	4	1
1326	я ни	1	1
1327	от высшей	1	1
1328	же в	3	1
1329	же по	1	1
1330	и тому	1	1
1331	это вызывает	1	1
1332	себе в	6	1
1333	же будет	1	1
1334	развития действия	1	1
1335	в нашей	1	1
1336	царе эдипе	2	1
1337	его поступки	1	1
1338	что этот	1	1
1339	позволить себе	1	1
1340	можно отнести	1	1
1341	не имеющего	2	1
1342	и последующих	1	1
1343	помнить что	1	1
1344	этот раз	2	1
1345	эти две	1	1
1346	говорят о	1	1
1347	соответственно и	1	1
1348	чаще всего	2	1
1349	противном случае	1	1
1350	повседневной жизни	1	1
1351	и глаза	1	1
1352	в еще	1	1
1353	и со	2	1
1354	и я	3	1
1355	сколь бы	1	1
1356	остановимся на	1	1
1357	лица не	1	1
1358	по самой	1	1
1359	войти в	2	1
1360	для нашей	1	1
1361	должен быть	2	1
1362	и таким	1	1
1363	при изучении	1	1
1364	если не	7	1
1365	действующие лица	1	1
1366	судьбы но	1	1
1367	дела до	1	1
1368	мы к	1	1
1369	вполне обоснованным	1	1
1370	и главное	1	1
1371	развернутой форме	1	1
1372	все тот	1	1
1373	этом если	1	1
1374	характеризует как	1	1
1375	но его	2	1
1376	зрителя как	1	1
1377	лексики и	1	1
1378	еще до	1	1
1379	о месте	1	1
1380	от первого	1	1
1381	сюжета в	2	1
1382	предположить что	1	1
1383	тем чем	1	1
1384	за то	2	1
1385	же из	1	1
1386	и других	1	1
1387	же с	1	1
1388	это как	1	1
1389	надежды на	2	1
1390	как сам	2	1
1391	то чего	1	1
1392	не могу	1	1
1393	сложившейся ситуации	2	1
1394	на мысль	1	1
1395	человека все	1	1
1396	афинской демократии	1	1
1397	вела к	1	1
1398	достигает в	2	1
1399	что служит	1	1
1400	комедии в	4	1
1401	лирическое высказывание	1	1
1402	другой в	1	1
1403	но столь	3	1
1404	с совершенно	1	1
1405	в отношениях	2	1
1406	мы узнаем	1	1
1407	независимо от	4	1
1408	у того	6	1
1409	пределах одной	1	1
1410	сам текст	1	1
1411	от отца	4	1
1412	его речи	1	1
1413	даже при	2	1
1414	или иначе	3	1
1415	от того	2	1
1416	действительности а	1	1
1417	в чьей	1	1
1418	стало быть	2	1
1419	с кем	1	1
1420	что из	2	1
1421	слова или	1	1
1422	думать что	1	1
1423	с двумя	1	1
1424	как то	1	1
1425	является по-видимому	1	1
1426	уходит в	1	1
1427	быту и	2	1
1428	ведь мы	1	1
1429	текстов не	1	1
1430	меня то	1	1
1431	недавнее время	1	1
1432	могло быть	2	1
1433	богами и	1	1
1434	же на	1	1
1435	и особенно	2	1
1436	свое право	1	1
1437	которые в	1	1
1438	в театре	2	1
1439	не можем	1	1
1440	также в	2	1
1441	этом и	1	1
1442	в имени	1	1
1443	у эсхила	1	1
1444	знает он	1	1
1445	ее из	2	1
1446	обращаться к	1	1
1447	брат и	1	1
1448	традиции на	1	1
1449	может один	2	1
1450	поскольку все	1	1
1451	на каждом	1	1
1452	встречающихся в	1	1
1453	и встреча	1	1
1454	в сознании	1	1
1455	только после	3	1
1456	имевшие место	1	1
1457	свою речь	1	1
1458	на двух	1	1
1459	для характеристики	1	1
1460	одном лице	1	1
1461	ли в	3	1
1462	в разговоре	1	1
1463	важную роль	1	1
1464	в самых	1	1
1465	таким же	2	1
1466	как встреча	1	1
1467	именно это	1	1
1468	и сами	1	1
1469	в одноименной	1	1
1470	в известной	3	1
1471	он то	1	1
