N	2gram	Tiupa_Vved	Psycholo
1310	в настоящем	2	1
1311	их соотношение	1	1
1312	темноту и	1	1
1313	искусства это	1	1
1314	на второй	1	1
1315	в особую	1	1
1316	какова же	1	1
1317	воплощенной в	1	1
1318	смысл не	1	1
1319	что произошло	1	1
1320	представлений о	1	1
1321	только тот	1	1
1322	объектов и	1	1
1323	есть одновременно	1	1
1324	данного рассказа	1	1
1325	классической и	1	1
1326	раскрывается в	1	1
1327	и само	2	1
1328	ни слова	1	1
1329	что толстой	1	1
1330	пространства в	1	1
1331	внимания на	1	1
1332	его остается	1	1
1333	игнорировать эту	1	1
1334	основывается на	2	1
1335	некоторого общего	1	1
1336	только внешние	1	1
1337	встречается в	1	1
1338	значение это	1	1
1339	как образ	2	1
1340	в духе	1	1
1341	заключительные слова	1	1
1342	тем при	1	1
1343	относится и	1	1
1344	которое по	3	1
1345	см в	1	1
1346	с окружающей	1	1
1347	и поведения	1	1
1348	случаях в	1	1
1349	в соответствии	8	1
1350	здесь именно	1	1
1351	собой не	1	1
1352	и социально	1	1
1353	как более	1	1
1354	мир и	1	1
1355	но несомненно	2	1
1356	слушатель или	1	1
1357	образом при	1	1
1358	первый взгляд	3	1
1359	только благодаря	1	1
1360	при изложении	1	1
1361	восприятия и	2	1
1362	а стало	1	1
1363	при условии	1	1
1364	она же	1	1
1365	отсутствует и	1	1
1366	не непосредственно	1	1
1367	ее своим	1	1
1368	отделена от	1	1
1369	в предыдущих	3	1
1370	и осознана	1	1
1371	же времени	1	1
1372	зависимым от	1	1
1373	совершенно особое	1	1
1374	в пределе	1	1
1375	на следующем	1	1
1376	в приведенных	1	1
1377	но эти	1	1
1378	понимаем что	1	1
1379	понимания которое	1	1
1380	различных его	1	1
1381	сознания в	4	1
1382	слова при	2	1
1383	писателя с	3	1
1384	и вторая	1	1
1385	не обязательно	2	1
1386	есть некоторая	1	1
1387	он представляется	1	1
1388	рассказа не	2	1
1389	с общей	1	1
1390	гибели героя	2	1
1391	от своей	1	1
1392	рассуждение о	2	1
1393	себе в	1	1
1394	за рамки	1	1
1395	лишена смысла	1	1
1396	мы ни	1	1
1397	вглядимся в	1	1
1398	обратим внимание	3	1
1399	эти моменты	1	1
1400	в комнате	1	1
1401	ключ к	2	1
1402	в контексте	4	1
1403	хотя мы	1	1
1404	именно так	1	1
1405	записок охотника	1	1
1406	непосредственно из	1	1
1407	в непосредственной	1	1
1408	не умеет	1	1
1409	обычных жизненных	1	1
1410	нем не	1	1
1411	и которому	1	1
1412	к вопросам	1	1
1413	достоевского но	1	1
1414	в противном	2	1
1415	том например	1	1
1416	ведущем к	1	1
1417	в отдельных	1	1
1418	нет никаких	1	1
1419	понимания как	1	1
1420	распадается на	1	1
1421	что обычно	1	1
1422	что совершает	1	1
1423	однако из	1	1
1424	той мере	2	1
1425	событий а	1	1
1426	по природе	2	1
1427	этом становится	1	1
1428	к их	1	1
1429	поскольку в	1	1
1430	сюжет в	1	1
1431	что дети	1	1
1432	похожи на	1	1
1433	глубокий и	1	1
1434	явления но	1	1
1435	личной жизни	2	1
1436	прилагаться к	1	1
1437	второго плана	2	1
1438	проявляется в	1	1
1439	например с	1	1
1440	который можно	1	1
1441	близким к	1	1
1442	вишневого сада	1	1
1443	он идет	1	1
1444	но где	1	1
1445	повествование как	1	1
1446	говоря словами	1	1
1447	не ограничивается	1	1
1448	то она	1	1
1449	ли и	1	1
1450	эта история	1	1
1451	обращении с	1	1
1452	которая состоит	2	1
1453	а за	1	1
1454	мере усиления	1	1
1455	и единственной	1	1
1456	на себя	5	1
1457	служить для	1	1
1458	у тургенева	2	1
1459	простой и	2	1
1460	определенное и	1	1
1461	не вытекает	1	1
1462	составляющих ее	1	1
1463	всему свету	1	1
1464	его элементов	1	1
1465	не нужно	1	1
1466	есть своя	1	1
1467	он чувствовал	1	1
1468	человек как	1	1
1469	концу рассказа	1	1
1470	другое но	1	1
1471	образом она	1	1
1472	о прошлом	1	1
1473	дела мы	1	1
1474	о предмете	1	1
1475	постараюсь показать	1	1
1476	подробностями и	1	1
1477	при отсутствии	3	1
1478	не тот	1	1
1479	к истине	1	1
1480	теперь уже	2	1
1481	оснований для	1	1
1482	не рассказал	1	1
1483	этой причине	2	1
1484	зрения в	1	1
1485	процессов и	1	1
1486	кажется и	1	1
1487	по удачному	1	1
1488	сделал бы	1	1
1489	одного эпизода	1	1
1490	его изменение	1	1
1491	которого в	1	1
1492	сочувствием к	1	1
1493	мы неизбежно	1	1
1494	где каждый	1	1
1495	не само	1	1
1496	в направлении	2	1
1497	истории и	1	1
1498	вторая часть	1	1
1499	одного сознания	1	1
1500	человеческих отношений	2	1
1501	и ряд	1	1
1502	понимания то	1	1
1503	образ смерти	1	1
1504	нами воспринимается	1	1
1505	прозе например	1	1
1506	в общих	1	1
1507	них не	1	1
1508	и признания	1	1
1509	слова что	1	1
1510	в зеркале	1	1
1511	и судьба	1	1
1512	себе например	1	1
1513	два события	1	1
1514	того к	1	1
1515	приходится признать	1	1
1516	как конструктивного	1	1
1517	до начала	2	1
1518	ту самую	1	1
1519	границе между	1	1
1520	по причине	1	1
1521	другой более	1	1
1522	своего рода	20	1
1523	при жизни	1	1
1524	мире и	1	1
1525	нет а	1	1
1526	один голос	1	1
1527	в учебнике	1	1
1528	к началу	1	1
1529	взглянул на	1	1
1530	часто не	1	1
1531	как содержание	1	1
1532	одно событие	1	1
1533	за ними	1	1
1534	нашего восприятия	1	1
1535	оформлена в	1	1
1536	мне и	1	1
1537	это их	1	1
1538	в работах	1	1
1539	как исследование	1	1
1540	следует искать	2	1
1541	и создает	1	1
1542	его предложение	1	1
1543	но пока	1	1
1544	сообщения о	1	1
1545	которая действительно	1	1
1546	эти свойства	1	1
1547	этом месте	1	1
1548	и по-разному	1	1
1549	о другом	1	1
1550	что интрига	1	1
1551	значения как	1	1
1552	мог найти	1	1
1553	обозначить как	1	1
1554	в составе	3	1
1555	значения и	2	1
1556	у гоголя	2	1
1557	же слово	1	1
1558	первых трех	2	1
1559	здесь автор	1	1
1560	героиня в	1	1
1561	в теорию	1	1
1562	конфликт между	1	1
1563	есть на	1	1
1564	вперед и	1	1
1565	которого не	1	1
1566	эта последняя	1	1
1567	идти о	1	1
1568	ее судьба	1	1
1569	не входит	2	1
1570	как произведение	1	1
1571	как некий	1	1
1572	но оно	1	1
1573	положения еще	1	1
1574	но их	1	1
1575	к нашему	1	1
1576	мысленным взором	1	1
1577	самого рассказа	1	1
1578	произведение не	1	1
1579	этой второй	1	1
1580	своей собственной	1	1
1581	тотчас же	1	1
1582	его существования	1	1
1583	и настоящая	1	1
1584	конца ему	1	1
1585	во мне	1	1
1586	жизни который	1	1
1587	путь между	1	1
1588	них как	2	1
1589	они видят	1	1
1590	не сам	1	1
1591	области литературы	1	1
1592	переходить от	1	1
1593	с первой	1	1
1594	и наиболее	1	1
1595	художественной литературы	1	1
1596	с автором	1	1
1597	без другого	1	1
1598	в мир	1	1
1599	мирной жизни	1	1
1600	тогда как	16	1
1601	жизни на	2	1
1602	стороны эта	1	1
1603	не встречается	1	1
1604	лирике не	1	1
1605	ее только	1	1
1606	в данной	2	1
1607	подробности и	2	1
1608	как время	2	1
1609	времени см	1	1
1610	начиная с	3	1
1611	историю которую	1	1
1612	за пределами	3	1
1613	в каждый	1	1
1614	лев толстой	2	1
1615	не имели	2	1
1616	до известной	1	1
1617	непосредственно к	1	1
1618	как вечный	1	1
1619	не имел	1	1
1620	последнее что	1	1
1621	это сделать	1	1
1622	как день	1	1
1623	понятие введенное	2	1
1624	в мировой	1	1
1625	по этой	2	1
1626	нарисована в	1	1
1627	подобного рода	3	1
1628	нет больше	1	1
1629	человеческую жизнь	1	1
1630	открывается нам	1	1
1631	бывает в	2	1
1632	в формировании	1	1
1633	почти уже	1	1
1634	угол на	1	1
1635	смерть и	1	1
1636	как об	1	1
1637	любой из	1	1
1638	автору и	1	1
1639	принадлежит и	3	1
1640	средний путь	1	1
1641	рассказ я	1	1
1642	далеком прошлом	1	1
1643	и матери	1	1
1644	к мнению	1	1
1645	и борьбы	1	1
1646	если автор	1	1
1647	единства и	1	1
1648	непрерывно и	1	1
1649	ее проявления	1	1
1650	для данной	1	1
1651	в жизнь	1	1
1652	за реализацию	1	1
1653	возвращает к	1	1
1654	от речи	1	1
1655	в заключительной	2	1
1656	с их	2	1
1657	мнения и	3	1
1658	настоящая книга	2	1
1659	это решение	1	1
1660	это всегда	2	1
1661	что является	1	1
1662	этого рода	1	1
1663	что будет	1	1
1664	слова рассказа	1	1
1665	и разрешается	1	1
1666	этих единиц	1	1
1667	о жизни	2	1
1668	удовольствия от	1	1
1669	поэтому как	1	1
1670	далее мы	1	1
1671	не сводит	1	1
1672	этот раз	3	1
1673	частном случае	1	1
1674	лирическое стихотворение	1	1
1675	или даже	2	1
1676	о страсти	1	1
1677	однако это	1	1
1678	противном случае	2	1
1679	система событий	1	1
1680	медленно и	1	1
1681	его воли	1	1
1682	не решиться	1	1
1683	отступление от	1	1
1684	которым приводит	1	1
1685	сомнение в	1	1
1686	рассказе бунина	3	1
1687	особенно в	3	1
1688	она только	1	1
1689	его еще	1	1
1690	стоит и	1	1
1691	бывает с	1	1
1692	контексте всего	1	1
1693	но сами	1	1
1694	слова однако	1	1
1695	можно ответить	1	1
1696	тексте мы	1	1
1697	а его	3	1
1698	в поле	1	1
1699	похожий на	1	1
1700	как показывают	1	1
1701	любовная история	1	1
1702	за которого	1	1
1703	всей своей	4	1
1704	однако ни	1	1
1705	говорить не	1	1
1706	а по	1	1
1707	катастрофой в	1	1
1708	например и	1	1
1709	имеются только	1	1
1710	в рамках	5	1
1711	жизни однако	1	1
1712	числе и	1	1
1713	же на	1	1
1714	состоят в	1	1
1715	во многом	1	1
1716	зрения героя	1	1
1717	мы бы	1	1
1718	иных форм	1	1
1719	присуща всякому	1	1
1720	раз его	1	1
1721	раскрыть его	1	1
1722	происходит в	1	1
1723	опираться в	1	1
1724	однако все	1	1
1725	в эпоху	1	1
1726	природой и	1	1
1727	видел ее	1	1
1728	героического эпоса	1	1
1729	невозможно да	1	1
1730	и действия	2	1
1731	в готовом	1	1
1732	к такого	1	1
1733	когда все	1	1
1734	и едва	2	1
1735	этом очень	1	1
1736	автор к	1	1
1737	человеческой жизни	4	1
1738	уж не	1	1
1739	нами а	1	1
1740	сказано о	1	1
1741	картины в	1	1
1742	однако оно	1	1
1743	и конца	1	1
1744	есть знак	1	1
1745	или по	1	1
1746	посвящена настоящая	1	1
1747	вышли из	1	1
1748	а вот	1	1
1749	глаза и	1	1
1750	он предоставляет	1	1
1751	в принципе	3	1
1752	исторический факт	1	1
1753	самых общих	1	1
1754	как своего	1	1
1755	все необходимые	1	1
1756	случае он	1	1
1757	анне карениной	1	1
1758	говорить что	1	1
1759	по мере	2	1
1760	исторического развития	1	1
1761	отношений в	1	1
1762	иначе чем	1	1
1763	границы между	2	1
1764	он имеет	1	1
1765	а во-вторых	1	1
1766	во взаимной	1	1
1767	игра игра	1	1
1768	основной для	1	1
1769	и должен	1	1
1770	стороны в	1	1
1771	читаем о	1	1
1772	третий и	1	1
1773	открывает в	1	1
1774	начинается с	2	1
1775	герои не	2	1
1776	и внутренне	2	1
1777	а именно	3	1
1778	оказываются в	2	1
1779	с еще	1	1
1780	не обладают	1	1
1781	введение в	1	1
1782	у достоевского	1	1
1783	не оказывается	1	1
1784	собственно говоря	1	1
1785	фразы как	1	1
1786	определяется не	1	1
1787	на материале	1	1
1788	сам же	1	1
1789	большей части	4	1
1790	было не	2	1
1791	здесь достаточно	1	1
1792	шире и	1	1
1793	число раз	1	1
1794	отказавшись от	1	1
1795	восходит к	2	1
1796	как принцип	1	1
1797	однако его	1	1
1798	некоторого рода	1	1
1799	новую область	2	1
1800	входит в	2	1
1801	не должен	2	1
1802	совершенно неожиданным	1	1
1803	снова в	1	1
1804	сюжетная схема	2	1
1805	от действительного	1	1
1806	интриги в	1	1
1807	не довольствуясь	1	1
1808	уже было	1	1
1809	и т.п	14	1
1810	таком взгляде	1	1
1811	в различных	1	1
1812	обращаясь к	1	1
1813	я дал	1	1
1814	этимологически слово	1	1
1815	здесь имеет	1	1
1816	в пятом	2	1
1817	рассмотрим в	2	1
1818	не становится	1	1
1819	самом начале	1	1
1820	чтобы они	1	1
1821	взятый в	1	1
1822	выражение а	1	1
1823	и оценки	1	1
1824	который служит	1	1
1825	по контрасту	1	1
1826	момент в	1	1
1827	а со	1	1
1828	восходя к	1	1
1829	души из	1	1
1830	в обращении	1	1
1831	вся эта	1	1
1832	не дано	1	1
1833	рассказа следует	2	1
1834	этого сказать	1	1
1835	а сам	1	1
1836	как полагает	1	1
1837	к человеку	1	1
1838	жить в	1	1
1839	как средство	1	1
1840	не видел	1	1
1841	жизненный материал	1	1
1842	в повестях	1	1
1843	есть у	1	1
1844	а тот	1	1
1845	в воспитании	2	1
1846	объясняется тем	1	1
1847	гоголь в	1	1
1848	далеко за	1	1
1849	говоря всякое	1	1
1850	и сама	1	1
1851	и через	2	1
1852	состоящий в	1	1
1853	в тот	1	1
1854	стала для	1	1
1855	и притом	3	1
1856	от хронологической	1	1
1857	о героях	1	1
1858	нужно не	1	1
1859	на разных	2	1
1860	исходит от	1	1
1861	слова во	1	1
1862	этом есть	1	1
1863	установки и	1	1
1864	хх столетия	1	1
1865	как его	2	1
1866	извлечь из	1	1
1867	этой перемены	1	1
1868	в ожидании	1	1
1869	происходит и	1	1
1870	в последние	1	1
1871	он теперь	1	1
1872	также в	1	1
1873	между прочим	1	1
1874	сохраняет при	1	1
1875	не роман	2	1
1876	речь о	1	1
1877	служит для	1	1
1878	ивана и	1	1
1879	же касается	2	1
1880	себя мы	1	1
1881	для современной	1	1
1882	точно это	2	1
1883	времени сколько	1	1
1884	как полагал	1	1
1885	речи или	1	1
1886	обращено к	2	1
1887	и отдельные	1	1
1888	как сказано	1	1
1889	нас есть	1	1
1890	о каждом	1	1
1891	всех видов	1	1
1892	в заключительном	1	1
1893	реальным и	1	1
1894	не сводится	7	1
1895	в живой	1	1
1896	которых в	2	1
1897	приехать в	1	1
1898	предполагается что	1	1
1899	чтобы раскрыть	1	1
1900	в и	1	1
1901	его общей	1	1
1902	отношение между	1	1
1903	как строится	1	1
1904	нашем сознании	2	1
1905	проникать во	1	1
1906	возникает эффект	1	1
1907	его смысла	2	1
1908	будем различать	1	1
1909	самый момент	1	1
1910	интригой и	1	1
1911	двумя или	2	1
1912	несколько иначе	1	1
1913	из заключительных	1	1
1914	корабля в	1	1
1915	о кошке	1	1
1916	у которого	2	1
1917	прийти в	1	1
1918	не говорится	3	1
1919	что ты	1	1
1920	известном смысле	1	1
1921	их к	1	1
1922	рассматривается как	1	1
1923	бы толстой	1	1
1924	любви в	1	1
1925	совершенно чужда	1	1
1926	что жизнь	1	1
1927	к структуре	2	1
1928	как художественный	1	1
1929	взывает к	1	1
1930	он этим	1	1
1931	и языка	1	1
1932	писателя в	1	1
1933	вот он	1	1
1934	но вот	1	1
1935	ярко и	1	1
1936	границу между	1	1
1937	и особенно	1	1
1938	а более	1	1
1939	к автору	1	1
1940	принадлежностью данного	1	1
1941	события но	2	1
1942	основания полагать	1	1
1943	бывает и	1	1
1944	смысла а	1	1
1945	я постараюсь	1	1
1946	затем оно	1	1
1947	приближается к	1	1
1948	это выражение	1	1
1949	к одной	2	1
1950	в час	1	1
1951	и вследствие	4	1
1952	следует ли	1	1
1953	своем составе	1	1
1954	это уже	2	1
1955	смысла то	1	1
1956	нашего времени	2	1
1957	бы возникнуть	1	1
1958	первых двух	3	1
1959	пределами этой	1	1
1960	только мертвые	1	1
1961	и автор	1	1
1962	том значении	1	1
1963	смысла в	1	1
1964	него нет	1	1
1965	связанная с	1	1
1966	эпизод рассказа	1	1
1967	мы понимаем	1	1
1968	оказывается в	3	1
1969	наряду со	1	1
1970	первый шаг	1	1
1971	объектов которые	1	1
1972	это внутреннее	1	1
1973	его очень	1	1
1974	в анне	2	1
1975	присутствует в	1	1
1976	оно всегда	1	1
1977	отца ее	1	1
1978	должна идти	1	1
1979	тем о	1	1
1980	которые при	1	1
1981	такое определение	1	1
1982	существует не	1	1
1983	в итоге	4	1
1984	с большей	1	1
1985	в следующей	2	1
1986	оно составляет	1	1
1987	отдельных эпизодов	1	1
1988	начале но	1	1
1989	эпизода к	1	1
1990	восприятия а	2	1
1991	назад но	1	1
1992	это событие	1	1
1993	произведения всех	1	1
1994	каждый в	1	1
1995	будущего в	1	1
1996	в риторике	1	1
1997	его нельзя	1	1
1998	письма и	1	1
1999	и откуда	1	1
2000	для обоих	2	1
2001	перед мысленным	1	1
2002	о своем	1	1
2003	с когда	1	1
2004	знакомого текста	1	1
2005	рассказ с	1	1
2006	в древности	1	1
2007	перед глазами	1	1
2008	смысла который	1	1
2009	определяются в	1	1
2010	известной степени	1	1
2011	к детской	1	1
2012	всего рассказа	2	1
2013	соответствии с	8	1
2014	главное в	1	1
2015	не касаясь	1	1
2016	о рыбаке	1	1
2017	восприятия как	1	1
2018	него можно	1	1
2019	смешивать с	1	1
2020	этом предполагается	1	1
2021	забывать что	1	1
2022	к миру	1	1
2023	центральное в	1	1
2024	выражение их	1	1
2025	мы убедимся	1	1
2026	к новой	1	1
2027	знакомства с	1	1
2028	же он	1	1
2029	возвращает его	1	1
2030	прибегает к	1	1
2031	самая сущность	1	1
2032	толстой в	1	1
2033	не ведая	1	1
2034	и следует	1	1
2035	семейной жизни	1	1
2036	этот мотив	1	1
2037	вдруг совершенно	1	1
2038	или просто	1	1
2039	как условное	1	1
2040	жизни от	1	1
2041	ему в	2	1
2042	бы оказаться	1	1
2043	эстетической и	1	1
2044	она так	1	1
2045	ни с	2	1
2046	свидетельствует о	5	1
2047	том числе	1	1
2048	романе пушкина	1	1
2049	человека за	1	1
2050	что принадлежит	1	1
2051	основе всякого	1	1
2052	это часто	1	1
2053	с фабулой	1	1
2054	решиться на	1	1
2055	с просьбой	1	1
2056	день и	2	1
2057	действительности они	1	1
2058	заключительной сцены	1	1
2059	о герое	1	1
2060	два параллельных	1	1
2061	в использовании	1	1
2062	истории не	1	1
2063	что к	1	1
2064	ряде случаев	1	1
2065	открывает перед	1	1
2066	правило не	2	1
2067	золотого сечения	3	1
2068	не хватает	1	1
2069	кошке и	1	1
2070	главы и	1	1
2071	мира и	5	1
2072	без малейшего	1	1
2073	из другой	1	1
2074	в новом	1	1
2075	все слова	1	1
2076	то можно	1	1
2077	присущими ей	1	1
2078	место действия	1	1
2079	чего в	1	1
2080	мы тем	1	1
2081	таково в	1	1
2082	и главное	1	1
2083	но разумеется	1	1
2084	еще до	2	1
2085	всю совокупность	1	1
2086	сюжета в	2	1
2087	искать в	1	1
2088	тут и	1	1
2089	назвать и	1	1
2090	другие с	1	1
2091	которая может	3	1
2092	высказываний и	1	1
2093	т.п и	2	1
2094	однако если	1	1
2095	такое время	2	1
2096	вопрос как	1	1
2097	и описана	1	1
2098	отделен от	1	1
2099	во второй	1	1
2100	через призму	1	1
2101	уже у	1	1
2102	бы одно	1	1
2103	частности в	2	1
2104	способа представления	1	1
2105	исторической поэтики	1	1
2106	имеет свои	1	1
2107	с человеком	2	1
2108	всей его	2	1
2109	первые два	2	1
2110	по утверждению	1	1
2111	всех его	2	1
2112	героя с	2	1
2113	определена как	1	1
2114	элементов в	1	1
2115	которой можно	1	1
2116	сводят к	1	1
2117	и борьба	1	1
2118	и благодаря	1	1
2119	и много	1	1
2120	о каких	1	1
2121	в театре	3	1
2122	только по	1	1
2123	этом и	2	1
2124	обращаться к	1	1
2125	от времени	1	1
2126	можно свести	1	1
2127	и игры	1	1
2128	своем воображении	1	1
2129	трех глав	2	1
2130	и долго	2	1
2131	снизу вверх	1	1
2132	некоторое сходство	1	1
2133	в известной	1	1
2134	отгадкой и	1	1
2135	и героиня	3	1
2136	героя но	1	1
2137	персонажей и	2	1
2138	событие это	4	1
