N	2gram	Bakhtin_Pr	Analitik
1302	в пределы	4	1
1303	сознания как	2	1
1304	сообщение о	1	1
1305	объективного описания	1	1
1306	взаимодействие не	1	1
1307	от этого	2	1
1308	же эти	1	1
1309	не даны	1	1
1310	его жизни	2	1
1311	слово в	10	1
1312	автором автор	1	1
1313	в интонации	1	1
1314	предполагает что	1	1
1315	лишь для	2	1
1316	говорилось о	1	1
1317	героя для	1	1
1318	это дано	1	1
1319	темы с	1	1
1320	себе и	5	1
1321	точек зрения	7	1
1322	был не	1	1
1323	к мысли	1	1
1324	рассказа не	1	1
1325	из одного	8	1
1326	героя из	1	1
1327	делает его	1	1
1328	собою и	1	1
1329	слово представляется	1	1
1330	формы героя	1	1
1331	и у	3	1
1332	что их	1	1
1333	такова например	1	1
1334	человека а	1	1
1335	речевой манеры	1	1
1336	и мир	1	1
1337	этой своей	1	1
1338	всей их	1	1
1339	от чужого	1	1
1340	точкой зрения	2	1
1341	с новой	1	1
1342	ему известную	1	1
1343	рождается в	1	1
1344	единственный раз	1	1
1345	что же?	1	1
1346	если оно	3	1
1347	того в	1	1
1348	его внутреннюю	2	1
1349	сводит его	1	1
1350	приводит его	2	1
1351	не он	1	1
1352	от бытия	1	1
1353	становится и	1	1
1354	зрения художественного	1	1
1355	человека он	2	1
1356	и однако	1	1
1357	как субъект	1	1
1358	кроме этого	1	1
1359	тон в	2	1
1360	слово такого	2	1
1361	достоевского оно	1	1
1362	очень часто	1	1
1363	и остался	1	1
1364	ивана ильича	2	1
1365	изображенного в	1	1
1366	каким является	1	1
1367	автор для	1	1
1368	не тип	1	1
1369	в работе	1	1
1370	и речи	1	1
1371	и стилизации	1	1
1372	ли будет	1	1
1373	и веселья	1	1
1374	рожденного от	1	1
1375	отношение между	2	1
1376	или может	1	1
1377	делает в	1	1
1378	именно потому	2	1
1379	плана и	1	1
1380	как объект	5	1
1381	свобода его	1	1
1382	если же	7	1
1383	должны быть	3	1
1384	его смысла	1	1
1385	существенное для	1	1
1386	реалистического романа	2	1
1387	в приведенном	2	1
1388	но только	1	1
1389	себя на	2	1
1390	лишь один	2	1
1391	как автор	1	1
1392	его жизнь	3	1
1393	бы уже	2	1
1394	проникнуть в	1	1
1395	сознания героя	1	1
1396	чтобы их	1	1
1397	не способна	2	1
1398	то во	1	1
1399	другой голос	2	1
1400	отношения с	1	1
1401	достигается в	1	1
1402	как один	2	1
1403	о мире	7	1
1404	литературы и	1	1
1405	имеет значение	2	1
1406	должны были	1	1
1407	между несколькими	1	1
1408	она была	1	1
1409	не совпадает	1	1
1410	и какое	1	1
1411	уст в	1	1
1412	того кто	1	1
1413	например не	1	1
1414	из нее	1	1
1415	герой из	2	1
1416	в связь	1	1
1417	другим чужим	1	1
1418	каков бы	1	1
1419	но вы	1	1
1420	нельзя не	1	1
1421	ту сторону	2	1
1422	характеристик и	1	1
1423	человеческих отношений	1	1
1424	я вам	2	1
1425	и никогда	1	1
1426	что для	2	1
1427	или лучше	1	1
1428	образы и	1	1
1429	под определенным	1	1
1430	и каждый	1	1
1431	его личности	1	1
1432	в новый	1	1
1433	материала в	1	1
1434	и ты	1	1
1435	в художественную	1	1
1436	видения жизни	1	1
1437	героев для	1	1
1438	случайна и	1	1
1439	лучше сказать	2	1
1440	даже если	1	1
1441	и беспокойство	1	1
1442	документ но	1	1
1443	высшего порядка	1	1
1444	особое внимание	1	1
1445	пушкиным в	1	1
1446	а завтра	1	1
1447	же мы	1	1
1448	и вызывает	2	1
1449	позицией автора	1	1
1450	автора как	5	1
1451	помимо своей	1	1
1452	ориентированы на	1	1
1453	есть одна	1	1
1454	рассказ в	3	1
1455	отрешиться от	1	1
1456	радости и	1	1
1457	себе как	2	1
1458	собственного задания	1	1
1459	одно слово	1	1
1460	меньшей степени	2	1
1461	между собою	5	1
1462	с идеей	4	1
1463	что произведения	1	1
1464	было только	1	1
1465	сливаются в	1	1
1466	индивидуально-характерный образ	1	1
1467	предположение о	1	1
1468	которые могут	1	1
1469	как высшей	1	1
1470	сущности не	1	1
1471	героя он	1	1
1472	что до	1	1
1473	лишь по	1	1
1474	органическое единство	2	1
1475	к автору	1	1
1476	роману как	1	1
1477	таков например	1	1
1478	как теперь	1	1
1479	от нее	2	1
1480	ткани повествования	1	1
1481	собственном смысле	1	1
1482	слов о	1	1
1483	а потому	2	1
1484	быть только	1	1
1485	он уже	1	1
1486	как необходимый	1	1
1487	как одна	1	1
1488	и устойчивые	1	1
1489	для передачи	1	1
1490	в последнем	1	1
1491	которого лежит	1	1
1492	они и	1	1
1493	этой проблемы	1	1
1494	пускается в	1	1
1495	его уже	1	1
1496	он стремится	3	1
1497	лет сряду	1	1
1498	забывать о	1	1
1499	чиновника но	1	1
1500	жизни а	3	1
1501	в основном	2	1
1502	не поглощает	1	1
1503	он только	2	1
1504	мире так	1	1
1505	его с	1	1
1506	сознания о	2	1
1507	живет в	1	1
1508	с позицией	1	1
1509	на ее	1	1
1510	оглядкой на	3	1
1511	теперь в	1	1
1512	событийна и	1	1
1513	с миром	1	1
1514	связей с	1	1
1515	другого человека	7	1
1516	не всякий	1	1
1517	самое поразительное	1	1
1518	что ли?	2	1
1519	всей совокупности	1	1
1520	до некоторой	1	1
1521	и души	2	1
1522	этот не	1	1
1523	этот принцип	3	1
1524	рассказчика слово	1	1
1525	все те	3	1
1526	речи как	3	1
1527	с внешней	1	1
1528	к чужим	1	1
1529	разных сознаний	1	1
1530	их как	1	1
1531	нашего тезиса	6	1
1532	да ведь	2	1
1533	для них	1	1
1534	как смысловая	1	1
1535	самого сюжета	1	1
1536	однако он	1	1
1537	я все	1	1
1538	речи от	1	1
1539	и вполне	2	1
1540	синтаксических и	1	1
1541	не на	7	1
1542	они как	1	1
1543	как с	1	1
1544	и строго	1	1
1545	обращено к	3	1
1546	как вы	3	1
1547	мире он	2	1
1548	ориентировано на	1	1
1549	низводится до	1	1
1550	автора там	1	1
1551	конечно и	3	1
1552	сознание не	1	1
1553	наблюдений над	1	1
1554	с ней	1	1
1555	их и	2	1
1556	его самости	1	1
1557	подлинная жизнь	1	1
1558	что существенно	1	1
1559	вступает с	1	1
1560	резко отличается	2	1
1561	существенно и	3	1
1562	нами не	1	1
1563	развития в	1	1
1564	части нашей	2	1
1565	уже говорили	3	1
1566	же самый	1	1
1567	то время	2	1
1568	во множестве	1	1
1569	полной и	1	1
1570	к которым	1	1
1571	из тех	2	1
1572	также не	2	1
1573	что могло	1	1
1574	как момент	1	1
1575	как не	9	1
1576	быть понято	1	1
1577	возникает лишь	1	1
1578	что такой	1	1
1579	типа или	2	1
1580	и так	2	1
1581	глубине и	1	1
1582	и герой	3	1
1583	в которых	4	1
1584	слова это	1	1
1585	он есть	6	1
1586	собою в	1	1
1587	этого сюжетного	1	1
1588	эта внутренняя	1	1
1589	этом его	1	1
1590	на их	2	1
1591	нет в	1	1
1592	соприкосновения разных	1	1
1593	высказывание в	1	1
1594	не входит	5	1
1595	врывается в	1	1
1596	к той	1	1
1597	строится в	1	1
1598	лишь те	2	1
1599	показать как	1	1
1600	над ним	1	1
1601	реплике в	1	1
1602	личной жизни	2	1
1603	входящее в	1	1
1604	смысловой инстанции	1	1
1605	является для	3	1
1606	к индивидуальному	1	1
1607	и резко	1	1
1608	художественный образ	2	1
1609	прозе в	1	1
1610	с человеком	1	1
1611	романа то	1	1
1612	ни на	3	1
1613	достигается не	1	1
1614	возможно в	1	1
1615	когда ее	1	1
1616	сознанию что	1	1
1617	в прозе	1	1
1618	основную тему	1	1
1619	не допускает	1	1
1620	не характер	1	1
1621	поэтому не	2	1
1622	не умел	1	1
1623	ему принадлежит	1	1
1624	в главе	1	1
1625	становится героем	1	1
1626	время оно	2	1
1627	реплики и	1	1
1628	сливается с	6	1
1629	лишь одним	2	1
1630	об одном	1	1
1631	тогда я	1	1
1632	всеми остальными	1	1
1633	внутренней свободой	1	1
1634	чего нет	1	1
1635	зрения как	3	1
1636	не любил	1	1
1637	и между	1	1
1638	к сверхличному	1	1
1639	на том	2	1
1640	произведении и	1	1
1641	можно лишь	1	1
1642	устная интонация	1	1
1643	к чужой	1	1
1644	не дал	1	1
1645	ее до	1	1
1646	это все	1	1
1647	а может	1	1
1648	особый тип	2	1
1649	слова и	8	1
1650	и уже	3	1
1651	авторского замысла	4	1
1652	художественное задание	1	1
1653	прямой речи	1	1
1654	диалога и	1	1
1655	всего на	2	1
1656	только один	1	1
1657	то все	1	1
1658	есть то	3	1
1659	занимает в	1	1
1660	не могло	2	1
1661	значение для	3	1
1662	нами как	1	1
1663	и два	1	1
1664	в это	1	1
1665	вы говорите	1	1
1666	отношении к	5	1
1667	мне в	1	1
1668	ощущается как	1	1
1669	как достоевский	2	1
1670	вопроса и	1	1
1671	и наиболее	1	1
1672	идет не	2	1
1673	целый ряд	2	1
1674	ни были	3	1
1675	и объектное	1	1
1676	в совершенно	1	1
1677	в истории	2	1
1678	руках и	1	1
1679	это имеет	1	1
1680	могут нести	1	1
1681	так называемого	1	1
1682	в каком	1	1
1683	еще один	1	1
1684	быть это	2	1
1685	связанных с	1	1
1686	случае осуществляется	1	1
1687	потому и	1	1
1688	имеем в	1	1
1689	о способах	3	1
1690	на что	1	1
1691	выбора в	1	1
1692	есть его	1	1
1693	непосредственно в	2	1
1694	между людьми	1	1
1695	и там	1	1
1696	в данной	1	1
1697	событий в	1	1
1698	если мы	3	1
1699	и многих	1	1
1700	он все	3	1
1701	функционирует в	1	1
1702	рассказа что	1	1
1703	то для	1	1
1704	не за	3	1
1705	их с	1	1
1706	сложнее и	1	1
1707	в образе	2	1
1708	мира где	1	1
1709	только при	1	1
1710	слова он	2	1
1711	основная особенность	2	1
1712	художественным заданием	1	1
1713	бы сказать	2	1
1714	я которое	1	1
1715	мире в	3	1
1716	чужим и	1	1
1717	бы как	2	1
1718	разговорного языка	1	1
1719	выход за	1	1
1720	одного художественного	1	1
1721	смысла не	1	1
1722	обращение к	1	1
1723	со словом	1	1
1724	одного только	1	1
1725	событий как	1	1
1726	для достижения	1	1
1727	а вовсе	2	1
1728	не видит	1	1
1729	самим по	1	1
1730	автора ибо	1	1
1731	взаимодействие с	1	1
1732	на этих	1	1
1733	друг друга	4	1
1734	своего становления	1	1
1735	из него	1	1
1736	словам того	1	1
1737	в классической	1	1
1738	ото всех	1	1
1739	или вовсе	1	1
1740	точку зрения	7	1
1741	внешнее и	2	1
1742	свободой и	1	1
1743	заключенных в	2	1
1744	человека но	2	1
1745	меня не	1	1
1746	из этой	1	1
1747	и быть	1	1
1748	людей не	1	1
1749	он должен	2	1
1750	определенному типу	2	1
1751	кажется ни	1	1
1752	авторской интенции	5	1
1753	бывает в	1	1
1754	рассматривать в	1	1
1755	будто он	1	1
1756	связан с	1	1
1757	именно к	2	1
1758	во внешних	1	1
1759	лишь материал	1	1
1760	себе достаточно	1	1
1761	но оно	1	1
1762	но на	3	1
1763	в более	1	1
1764	менее чем	1	1
1765	что оно	2	1
1766	и всякий	1	1
1767	есть согласие	1	1
1768	необходимый момент	1	1
1769	содержания а	1	1
1770	не поддается	2	1
1771	выходит за	1	1
1772	ничем не	1	1
1773	уже два	1	1
1774	хоть и	4	1
1775	на трех	1	1
1776	но прежде	1	1
1777	не во	5	1
1778	на тех	1	1
1779	того как	3	1
1780	не всякая	1	1
1781	голоса в	3	1
1782	слово а	2	1
1783	весь целиком	1	1
1784	требует множественности	1	1
1785	романа но	3	1
1786	он становится	1	1
1787	с чужого	1	1
1788	динамическое единство	1	1
1789	которых он	1	1
1790	одного произведения	1	1
1791	такая постановка	2	1
1792	и сознание	1	1
1793	произведения или	1	1
1794	романов и	2	1
1795	не значит	4	1
1796	в формах	3	1
1797	связь в	1	1
1798	не достигает	1	1
1799	рассказе и	1	1
1800	романе достоевского	9	1
1801	этих слов	1	1
1802	же явления	2	1
1803	типов но	1	1
1804	то мы	1	1
1805	несет в	1	1
1806	сознания и	8	1
1807	первом месте	1	1
1808	силу и	1	1
1809	о герое	5	1
1810	чем он	1	1
1811	по ту	2	1
1812	слова а	2	1
1813	что каждый	1	1
1814	не превращает	1	1
1815	в сюжет	1	1
1816	волю в	1	1
1817	в третьей	1	1
1818	в романтической	1	1
1819	даже самая	1	1
1820	героя слово	2	1
1821	к внутренней	2	1
1822	значение этих	1	1
1823	сюжета он	1	1
1824	от друга	1	1
1825	значение только	1	1
1826	две реплики	1	1
1827	отличие прозаического	1	1
1828	пределах одной	1	1
1829	является таким	1	1
1830	героев или	1	1
1831	и берет	1	1
1832	входить в	1	1
1833	его собственном	1	1
1834	становления и	1	1
1835	пусть и	1	1
1836	на нее	1	1
1837	его кругозора	1	1
1838	места в	1	1
1839	и диалога	1	1
1840	этого нельзя	1	1
1841	в бытии	1	1
1842	иных языковых	1	1
1843	виду что	1	1
1844	такое слово	4	1
1845	это возможно	1	1
1846	и другое	1	1
1847	не забывает	1	1
1848	сознания но	2	1
1849	не могли	1	1
1850	их художественного	1	1
1851	чтобы быть	1	1
1852	бы оно	2	1
1853	как такая	1	1
1854	и способами	1	1
1855	большими и	1	1
1856	если и	1	1
1857	может только	1	1
1858	эти две	1	1
1859	и само	2	1
1860	является не	2	1
1861	как можно	2	1
1862	что ж	4	1
1863	автору в	1	1
1864	к концу	1	1
1865	в авторском	5	1
1866	делаю что	1	1
1867	в событие	1	1
1868	которые обычно	1	1
1869	согласие с	1	1
1870	мы находим	1	1
1871	только и	1	1
1872	нисколько не	3	1
1873	единства бытия	1	1
1874	предмета но	1	1
1875	но уже	1	1
1876	не своему	1	1
1877	интенций в	6	1
1878	материал его	2	1
1879	форма в	1	1
1880	ибо и	2	1
1881	к изображаемому	1	1
1882	положений для	1	1
1883	в каждой	2	1
1884	вследствие чего	1	1
1885	его героя	1	1
1886	бы действительно	1	1
1887	единство и	1	1
1888	говорит об	1	1
1889	ему как	1	1
1890	своей значимости	1	1
1891	а так	1	1
1892	и вообще	1	1
1893	одно сознание	3	1
1894	степени является	1	1
1895	выражение и	1	1
1896	ему не	2	1
1897	сознанию и	1	1
1898	свобода и	1	1
1899	за перегородкой	2	1
1900	от подлинного	1	1
1901	слове рассказчика	1	1
1902	свой мир	1	1
1903	в стиле	4	1
1904	самый предмет	2	1
1905	он указывает	1	1
1906	в г	1	1
1907	реагирует на	2	1
1908	как предмета	1	1
1909	также что	1	1
1910	и других	1	1
1911	приговоренный к	1	1
1912	тут и	2	1
1913	каждая из	2	1
1914	и происходит	1	1
1915	а его	2	1
1916	утверждение о	1	1
1917	карамазова в	1	1
1918	на свои	1	1
1919	случае если	1	1
1920	чужой для	1	1
1921	таков наш	1	1
1922	автора он	2	1
1923	их взаимная	1	1
1924	и изображается	1	1
1925	позволяет ему	1	1
1926	д как	1	1
1927	я к	1	1
1928	этом мире	1	1
1929	воспринимается как	3	1
1930	обстоит дело	1	1
1931	к жизненному	1	1
1932	самого автора	8	1
1933	говорить не	1	1
1934	есть нечто	2	1
1935	что достоевский	1	1
1936	будем рассматривать	1	1
1937	быть и	2	1
1938	высказывания а	1	1
1939	к рассказчику	1	1
1940	этого художественного	1	1
1941	в него	6	1
1942	отношения являются	1	1
1943	но она	1	1
1944	есть и	5	1
1945	задает тон	1	1
1946	герои как	2	1
1947	ним как	3	1
1948	независима от	1	1
1949	только такие	1	1
1950	всего художественного	1	1
1951	ним не	1	1
1952	нами типов	1	1
1953	стороны и	4	1
1954	во вне	1	1
1955	только то	3	1
1956	с установкой	1	1
1957	а этот	1	1
1958	себя наше	1	1
1959	и противопоставить	1	1
1960	личность как	1	1
1961	вы не	1	1
1962	к которой	1	1
1963	ведь если	1	1
1964	во мне	1	1
1965	или как	8	1
1966	оно никогда	1	1
1967	признать что	1	1
1968	и всех	1	1
1969	чем является	2	1
1970	пределы одного	4	1
1971	на речь	1	1
1972	знает и	1	1
1973	или еще	1	1
1974	действительности является	1	1
1975	числе и	1	1
1976	как их	4	1
1977	вступают в	1	1
1978	сохраняет свою	1	1
1979	этот кругозор	2	1
1980	уже искать	1	1
1981	в книге	2	1
1982	что если	3	1
1983	со своими	2	1
1984	и вы	2	1
1985	в плане	6	1
1986	реальность в	1	1
1987	действительности не	2	1
1988	роман и	1	1
1989	доминирует в	1	1
1990	вносить в	1	1
1991	выражения в	2	1
1992	сталкиваются в	2	1
1993	завершающего слова	1	1
1994	своего прямого	3	1
1995	к чужому	8	1
1996	связи между	3	1
1997	дня и	1	1
1998	здесь остается	1	1
1999	обращаться к	1	1
2000	им для	1	1
2001	действительно не	1	1
2002	оно живет	1	1
2003	сохраняя свою	1	1
2004	друг от	1	1
2005	художественным целым	1	1
2006	слово за	1	1
2007	вся художественная	1	1
2008	никому не	2	1
2009	что о	1	1
2010	другой и	1	1
2011	стилизации и	2	1
2012	принимает его	1	1
2013	художественное значение	1	1
2014	себя а	1	1
2015	свою речь	2	1
2016	процессе его	1	1
2017	и эта	2	1
2018	себе еще	4	1
2019	гораздо ближе	1	1
2020	это в	2	1
2021	конце концов	7	1
2022	таковой и	1	1
2023	бытия в	3	1
2024	здесь они	1	1
2025	всего романа	1	1
2026	не появляется	1	1
2027	он видел	1	1
2028	все возможные	3	1
2029	образ героя	3	1
2030	своего облика	1	1
2031	настоящего времени	2	1
2032	само по	4	1
2033	проблема взаимоотношений	1	1
2034	ни принимало	1	1
2035	не слышит	1	1
2036	для другого	2	1
2037	из двух	1	1
2038	степени и	1	1
2039	словами в	2	1
2040	мира с	1	1
2041	а я	1	1
2042	себе а	3	1
