N	2gram	Potebnia_M	Narrotol
1307	по сходству	1	1
1308	исторической жизни	1	1
1309	понять откуда	1	1
1310	того как	12	1
1311	перестает быть	3	1
1312	уже в	5	1
1313	который бы	1	1
1314	слово а	2	1
1315	различными по	1	1
1316	или когда	1	1
1317	связи между	2	1
1318	предположение что	2	1
1319	нам не	2	1
1320	не самого	2	1
1321	на что	3	1
1322	какую мы	1	1
1323	напротив все	1	1
1324	мира но	1	1
1325	для всего	1	1
1326	и система	1	1
1327	деле не	1	1
1328	в жизнь	1	1
1329	день и	1	1
1330	ее в	1	1
1331	где он	2	1
1332	видеть в	3	1
1333	в полном	2	1
1334	указание на	2	1
1335	руку к	1	1
1336	что каждый	1	1
1337	о ее	1	1
1338	с их	1	1
1339	в движение	2	1
1340	целом он	1	1
1341	слова не	2	1
1342	согласия или	1	1
1343	хотя как	1	1
1344	а еще	1	1
1345	что ни	2	1
1346	от друга	3	1
1347	и представления	1	1
1348	тогда еще	1	1
1349	впрочем мы	1	1
1350	что к	2	1
1351	этом не	2	1
1352	слова но	4	1
1353	за этим	1	1
1354	об этих	1	1
1355	было для	1	1
1356	имело бы	1	1
1357	том виде	1	1
1358	не ограничивается	3	1
1359	но впоследствии	1	1
1360	этом что	1	1
1361	как нечто	1	1
1362	что вполне	2	1
1363	в стороне	5	1
1364	случае не	1	1
1365	и без	4	1
1366	вытекает непосредственно	1	1
1367	языка может	1	1
1368	нас к	1	1
1369	забыть о	1	1
1370	виде в	1	1
1371	возможно и	1	1
1372	а их	1	1
1373	движение которое	1	1
1374	высокую степень	1	1
1375	при таком	5	1
1376	есть только	16	1
1377	противном случае	3	1
1378	в такой	2	1
1379	остановимся на	3	1
1380	не всем	2	1
1381	нам до	2	1
1382	не создает	2	1
1383	нисколько не	2	1
1384	и оно	1	1
1385	все слова	2	1
1386	на его	1	1
1387	вследствие чего	1	1
1388	то можно	1	1
1389	как боль	1	1
1390	сомнение в	1	1
1391	а так	4	1
1392	мы тем	1	1
1393	бы это	1	1
1394	связаны с	1	1
1395	как полагает	1	1
1396	как формы	1	1
1397	которая как	1	1
1398	не говоря	1	1
1399	предположить что	1	1
1400	может иметь	1	1
1401	том случае	1	1
1402	его словам	2	1
1403	ожидания и	3	1
1404	в полной	1	1
1405	окружающего мира	1	1
1406	же с	8	1
1407	с самого	5	1
1408	выше и	1	1
1409	одного лица	2	1
1410	на свои	2	1
1411	вопроса а	2	1
1412	сколько ее	1	1
1413	случае если	1	1
1414	в чем-то	1	1
1415	и жизненная	1	1
1416	в самых	2	1
1417	каждого слова	2	1
1418	и остаются	1	1
1419	солнце а	1	1
1420	а из	1	1
1421	в противоположность	2	1
1422	вопрос как	1	1
1423	просто не	1	1
1424	мы должны	4	1
1425	на другое	1	1
1426	невозможно но	1	1
1427	не находит	2	1
1428	нужно было	3	1
1429	но она	3	1
1430	два человека	1	1
1431	и их	6	1
1432	но даже	2	1
1433	всего его	1	1
1434	свою историю	1	1
1435	к области	1	1
1436	отношений между	5	1
1437	слова во	2	1
1438	не видим	1	1
1439	этого значения	1	1
1440	смотрит на	3	1
1441	в нашей	2	1
1442	нем самом	6	1
1443	одного слова	1	1
1444	только то	3	1
1445	и нередко	1	1
1446	на двенадцати	1	1
1447	или как	2	1
1448	разумеется в	1	1
1449	оно лишено	1	1
1450	еще на	1	1
1451	и б	3	1
1452	плане но	1	1
1453	иначе в	1	1
1454	и время	1	1
1455	с какою	3	1
1456	что можно	3	1
1457	внешних обстоятельств	1	1
1458	но совершенно	2	1
1459	гегелевское определение	1	1
1460	чувства а	3	1
1461	по всей	2	1
1462	соответствующий ему	1	1
1463	же люди	1	1
1464	место не	1	1
1465	крайней мере	6	1
1466	на других	1	1
1467	всей вероятности	2	1
1468	произведения не	1	1
1469	вызывает в	1	1
1470	обращаться к	1	1
1471	в людях	1	1
1472	может показаться	1	1
1473	же можно	1	1
1474	в голову	1	1
1475	же может	1	1
1476	нуждается в	2	1
1477	слишком рано	1	1
1478	человек не	2	1
1479	чисто внешней	1	1
1480	не остаются	1	1
1481	в разговоре	2	1
1482	может и	1	1
1483	нас по	2	1
1484	для этого	2	1
1485	истина в	1	1
1486	делятся на	2	1
1487	виду что	2	1
1488	и совершенно	2	1
1489	в лице	1	1
1490	слова должны	1	1
1491	само по	6	1
1492	для образования	2	1
1493	есть не	7	1
1494	без помощи	1	1
1495	себе а	1	1
1496	он существует	1	1
1497	более того	1	1
