N	2gram	Losev_Prob	DiskursI
1305	эта последняя	3	1
1306	друг от	1	1
1307	которая не	1	1
1308	есть она	1	1
1309	в каком	7	1
1310	для читателя	1	1
1311	говорится что	1	1
1312	на русском	2	1
1313	отсутствие в	1	1
1314	который и	1	1
1315	их внутренней	1	1
1316	который при	1	1
1317	которая очень	1	1
1318	является для	3	1
1319	нечто более	3	1
1320	нет ничего	12	1
1321	но их	2	1
1322	что наиболее	1	1
1323	его и	1	1
1324	понятий не	3	1
1325	бы и	5	1
1326	нужно и	1	1
1327	их самих	1	1
1328	это нечто	1	1
1329	даже сказать	2	1
1330	и заключается	2	1
1331	то и	7	1
1332	действительности это	1	1
1333	нем только	2	1
1334	изображения и	1	1
1335	и достаточно	2	1
1336	мы ничего	1	1
1337	того чтобы	10	1
1338	и если	9	1
1339	данной проблематике	1	1
1340	сознание и	2	1
1341	положение дел	1	1
1342	это то	4	1
1343	на друга	1	1
1344	лежат в	1	1
1345	это только	4	1
1346	в отдельности	4	1
1347	не быть	2	1
1348	в стихотворении	1	1
1349	при всех	1	1
1350	есть оно	1	1
1351	как вещь	1	1
1352	обойтись без	2	1
1353	другой весьма	2	1
1354	и неподвижно	1	1
1355	то все	1	1
1356	но о	2	1
1357	более близким	2	1
1358	или иных	2	1
1359	приводит в	1	1
1360	слов и	1	1
1361	чтобы она	1	1
1362	о своем	4	1
1363	тому или	1	1
1364	ни были	1	1
1365	только тем	1	1
1366	определенного рода	6	1
1367	это различие	1	1
1368	еще один	1	1
1369	только это	1	1
1370	и наоборот	1	1
1371	им в	2	1
1372	новое качество	2	1
1373	вообще может	1	1
1374	если их	1	1
1375	свое существование	1	1
1376	потому и	2	1
1377	которому мы	1	1
1378	мне не	1	1
1379	на что	3	1
1380	глубокое и	1	1
1381	может ли	1	1
1382	что здесь	4	1
1383	нет и	5	1
1384	он в	2	1
1385	но который	3	1
1386	определенный и	1	1
1387	в семантическом	1	1
1388	не получило	1	1
1389	мог бы	1	1
1390	чем она	1	1
1391	начиная с	1	1
1392	которые уже	1	1
1393	термина и	3	1
1394	какой она	1	1
1395	предмета в	2	1
1396	но именно	5	1
1397	корнями в	1	1
1398	в глазах	1	1
1399	только при	1	1
1400	и синтаксиса	1	1
1401	том же	1	1
1402	знаком с	1	1
1403	характерное для	1	1
1404	вносят в	1	1
1405	языка а	2	1
1406	не стоит	2	1
1407	но если	6	1
1408	здесь и	1	1
1409	для этих	2	1
1410	в понимании	2	1
1411	что во	1	1
1412	русском языке	2	1
1413	выходить за	2	1
1414	теперь уже	1	1
1415	именно этот	1	1
1416	значение а	1	1
1417	так называемое	1	1
1418	случае как	1	1
1419	только потому	4	1
1420	на субъективное	1	1
1421	часто и	2	1
1422	тот же	4	1
1423	человека но	2	1
1424	он должен	2	1
1425	в дальнейшем	5	1
1426	i в	1	1
1427	вместе со	1	1
1428	проникает в	1	1
1429	мысли а	1	1
1430	случае так	1	1
1431	стоит на	1	1
1432	и всякий	1	1
1433	содержания а	1	1
1434	ничем не	2	1
1435	так как	16	1
1436	это движение	2	1
1437	мир в	1	1
1438	объективным ни	1	1
1439	и наказание	1	1
1440	пиковой даме	1	1
1441	все еще	5	1
1442	движется жизнь	1	1
1443	только по	2	1
1444	но будучи	1	1
1445	не во	3	1
1446	по сходству	1	1
1447	сущность и	3	1
1448	нас не	5	1
1449	и кончая	1	1
1450	этого она	1	1
1451	определенными и	1	1
1452	который бы	3	1
1453	от которого	1	1
1454	другое как	1	1
1455	однако здесь	3	1
1456	бы на	1	1
1457	в определенном	1	1
1458	для всего	2	1
1459	содержанию не	2	1
1460	он и	8	1
1461	многие из	2	1
1462	для искусства	1	1
1463	основе этих	1	1
1464	для нас	11	1
1465	где он	1	1
1466	и всегда	3	1
1467	изучение истории	1	1
1468	на самом	9	1
1469	что каждый	1	1
1470	это именно	1	1
1471	есть акт	1	1
1472	слово в	2	1
1473	таком случае	14	1
1474	событие но	1	1
1475	основана на	2	1
1476	в виде	20	1
1477	раз в	1	1
1478	в пиковой	1	1
1479	от своих	1	1
1480	быть еще	1	1
1481	же именно	3	1
1482	но с	2	1
1483	в таких	5	1
1484	это слово	1	1
1485	себе но	3	1
1486	от друга	1	1
1487	от всех	2	1
1488	что к	2	1
1489	данного момента	1	1
1490	же в	5	1
1491	и тому	1	1
1492	нами во	1	1
1493	в глубине	1	1
1494	такое слово	1	1
1495	в обычном	1	1
1496	чтобы быть	1	1
1497	для науки	1	1
1498	в нашей	3	1
1499	случае не	6	1
1500	что этот	2	1
1501	не имеющего	1	1
1502	сам является	1	1
1503	помнить что	3	1
1504	этот раз	2	1
1505	если и	2	1
1506	говоря мы	2	1
1507	но по	2	1
1508	говорят о	2	1
1509	с историей	2	1
1510	конечно можно	1	1
1511	и со	1	1
1512	и я	1	1
1513	остановимся на	1	1
1514	чем мы	2	1
1515	бы мы	5	1
1516	мире по	1	1
1517	в условиях	2	1
1518	на возможность	2	1
1519	войти в	3	1
1520	все наши	1	1
1521	для нашей	3	1
1522	должен быть	1	1
1523	и таким	1	1
1524	если не	6	1
1525	не все	4	1
1526	и главное	1	1
1527	смерти и	1	1
1528	осознания такой	1	1
1529	другом случае	2	1
1530	все тот	1	1
1531	человека к	1	1
1532	но его	1	1
1533	которая как	1	1
1534	еще до	1	1
1535	о месте	1	1
1536	и внутреннее	2	1
1537	и других	1	1
1538	наука о	1	1
1539	тут и	3	1
1540	такие же	1	1
1541	непрерывном потоке	1	1
1542	субъекта с	1	1
1543	образом свидетельствует	1	1
1544	требует их	1	1
1545	вполне можно	2	1
1546	чистом виде	4	1
1547	которое уже	2	1
1548	не их	1	1
1549	и почти	1	1
1550	людей между	3	1
1551	и ни	7	1
1552	ту или	1	1
1553	здесь только	5	1
1554	не существуют	3	1
1555	но всегда	2	1
1556	события что	1	1
1557	субъекта и	1	1
1558	на такие	2	1
1559	нельзя назвать	1	1
1560	хранения и	1	1
1561	говорить не	1	1
1562	независимо от	2	1
1563	науках и	1	1
1564	в искусстве	3	1
1565	существуют в	2	1
1566	казалось бы	11	1
1567	в человеческом	2	1
1568	но язык	1	1
1569	их действия	1	1
1570	всех этих	11	1
1571	из монастыря	1	1
1572	оказывается что	4	1
1573	членораздельных звуков	1	1
1574	действительность не	1	1
1575	это также	1	1
1576	событие и	1	1
1577	концепций в	1	1
1578	устной речи	1	1
1579	имеются только	1	1
1580	и времени	2	1
1581	или иначе	7	1
1582	от того	2	1
1583	поэтому для	2	1
1584	времени однако	1	1
1585	действительности а	7	1
1586	этих случаях	4	1
1587	что из	1	1
1588	слова или	1	1
1589	думать что	2	1
1590	как то	1	1
1591	и эвристическая	1	1
1592	и часто	2	1
1593	ведь мы	1	1
1594	еще на	1	1
1595	вполне определенного	1	1
1596	грамматическое предложение	2	1
1597	и особенно	4	1
1598	качество в	1	1
1599	и самого	5	1
1600	та или	2	1
1601	для такого	2	1
1602	которые в	4	1
1603	художественного произведения	1	1
1604	не можем	2	1
1605	слова она	1	1
1606	акт не	1	1
1607	своими глазами	1	1
1608	а часто	2	1
1609	ее из	1	1
1610	конца xix	2	1
1611	отождествляется с	3	1
1612	что данная	1	1
1613	и нечто	3	1
1614	в сознании	5	1
1615	только после	3	1
1616	чем та	1	1
1617	тех или	5	1
1618	для характеристики	1	1
1619	не отвечает	1	1
1620	ли в	1	1
1621	в разговоре	1	1
1622	и теоретического	1	1
1623	или точнее	4	1
1624	и слишком	1	1
1625	как для	2	1
1626	внутреннюю жизнь	1	1
1627	в известной	2	1
1628	по смежности	1	1
1629	форме и	1	1
1630	иное как	5	1
1631	слово имеет	1	1
1632	нечто иное	2	1
1633	связи как	1	1
