N	2gram	Tiupa_Disk	KulturaY
1298	человеческой личности	1	1
1299	образом и	1	1
1300	немного в	1	1
1301	область в	1	1
1302	достоевского в	1	1
1303	они и	3	1
1304	по определению	1	1
1305	жанра и	2	1
1306	а своего	1	1
1307	них в	2	1
1308	то есть	29	1
1309	такова же	1	1
1310	поскольку мы	1	1
1311	в случаях	1	1
1312	к одной	1	1
1313	те моменты	1	1
1314	его с	2	1
1315	живет в	3	1
1316	для себя	6	1
1317	себе вопрос	1	1
1318	ср с	1	1
1319	народа он	1	1
1320	системы а	1	1
1321	чтобы стать	1	1
1322	случая все	1	1
1323	речевой жанр	8	1
1324	вот как	1	1
1325	в новейшем	1	1
1326	из весьма	1	1
1327	иное значение	1	1
1328	одном и	1	1
1329	истории в	2	1
1330	от самых	1	1
1331	не исчерпывается	1	1
1332	разного рода	2	1
1333	утверждает что	1	1
1334	но далеко	1	1
1335	к выводу	1	1
1336	гораздо раньше	1	1
1337	тематические и	1	1
1338	выступает не	1	1
1339	нового времени	2	1
1340	творчество как	1	1
1341	к данному	3	1
1342	целом ряде	1	1
1343	имеет отношение	1	1
1344	только еще	1	1
1345	в некое	1	1
1346	все то	1	1
1347	здесь мною	1	1
1348	прямо к	1	1
1349	до этого	1	1
1350	форм речи	1	1
1351	оказывается в	2	1
1352	аналогично тому	1	1
1353	ни о	2	1
1354	в сотый	1	1
1355	наблюдений над	1	1
1356	речевая практика	2	1
1357	словаре английского	1	1
1358	слово со	1	1
1359	одновременно с	2	1
1360	претендует на	5	1
1361	из литературы	1	1
1362	процессе речи	1	1
1363	обращается к	1	1
1364	в составе	5	1
1365	устная речь	1	1
1366	оказываются не	1	1
1367	значения и	1	1
1368	языка об	1	1
1369	присутствует в	2	1
1370	обмен любезностями	1	1
1371	может стать	1	1
1372	бытовом речевом	1	1
1373	от литературы	1	1
1374	произведение в	2	1
1375	жизни в	4	1
1376	не последнюю	1	1
1377	себя и	2	1
1378	речевом общении	1	1
1379	стоят на	1	1
1380	своем распоряжении	2	1
1381	в историческом	2	1
1382	отчасти и	1	1
1383	на их	1	1
1384	сочетании с	1	1
1385	удивляться что	1	1
1386	эта возможность	1	1
1387	эти характеристики	2	1
1388	поскольку я	1	1
1389	своей жизни	1	1
1390	на отсутствие	1	1
1391	он мог	3	1
1392	в любой	2	1
1393	отсутствие в	1	1
1394	чехов не	1	1
1395	они по	1	1
1396	в разработке	1	1
1397	как некий	1	1
1398	сам я	1	1
1399	как полевой	1	1
1400	случае перед	1	1
1401	и выступает	2	1
1402	но их	1	1
1403	которых можно	1	1
1404	всем многообразии	1	1
1405	основе которой	1	1
1406	проблематики в	1	1
1407	мира здесь	1	1
1408	бы свое	1	1
1409	особенность этого	1	1
1410	в основе	11	1
1411	которая получила	1	1
1412	и состоит	2	1
1413	сказки и	2	1
1414	традиции но	1	1
1415	даже к	1	1
1416	этой традиции	1	1
1417	это явление	1	1
1418	в слово	1	1
1419	цель всех	2	1
1420	в роли	1	1
1421	совпадает с	4	1
1422	как мне	1	1
1423	отступления от	2	1
1424	в значительной	3	1
1425	наконец в	1	1
1426	определенного жанра	1	1
1427	которое не	1	1
1428	допускает возможность	1	1
1429	этом пути	1	1
1430	речевой культуры	2	1
1431	из его	1	1
1432	а через	1	1
1433	второй из	1	1
1434	в середине	1	1
1435	развития и	1	1
1436	субъекта в	2	1
1437	прозе не	1	1
1438	всего на	1	1
1439	то все	1	1
1440	со всей	1	1
1441	занимает в	1	1
1442	и вся	1	1
1443	совпадают с	2	1
1444	ни для	4	1
1445	возможно более	1	1
1446	же относятся	1	1
1447	нашего понимания	1	1
1448	о своем	1	1
1449	художественной литературы	1	1
1450	и принимает	1	1
1451	говорящего к	3	1
1452	иных отношениях	1	1
1453	тому или	1	1
1454	чем не	3	1
1455	своих частей	1	1
1456	в новых	1	1
1457	при помощи	1	1
1458	жизни это	1	1
1459	невозможна в	1	1
1460	и наоборот	1	1
1461	литературы в	2	1
1462	было и	1	1
1463	к собственной	1	1
1464	вообще может	1	1
1465	которому мы	1	1
1466	как свой	1	1
1467	на говорящего	1	1
1468	существенно однако	1	1
1469	самых простых	1	1
1470	может ли	1	1
1471	из наиболее	2	1
1472	коммуникативной функции	1	1
1473	целое в	2	1
1474	в позднейших	1	1
1475	на две	1	1
1476	к созданию	1	1
1477	и во	2	1
1478	принадлежит к	3	1
1479	имеет своим	2	1
1480	какая была	1	1
1481	народного творчества	2	1
1482	должен занять	1	1
1483	хотим мы	1	1
1484	их с	1	1
1485	но именно	1	1
1486	следует обратить	1	1
1487	легко заметить	1	1
1488	на чем	1	1
1489	мысли не	1	1
1490	легко может	1	1
1491	каждый день	1	1
1492	литературы не	1	1
1493	столько в	1	1
1494	город и	1	1
1495	на примерах	1	1
1496	как предмет	1	1
1497	случаев это	1	1
1498	ее содержание	1	1
1499	к той	4	1
1500	образования как	1	1
1501	еще в	6	1
1502	обязан своим	1	1
1503	значении в	1	1
1504	оно имеет	1	1
1505	нет дела	1	1
1506	во внутреннем	1	1
1507	на некоторое	1	1
1508	постановки вопроса	1	1
1509	не сообщает	1	1
1510	и том	1	1
1511	текста в	2	1
1512	которому он	1	1
1513	к лицу	2	1
1514	в сочетании	1	1
1515	истории литературы	1	1
1516	как особой	1	1
1517	данной традиции	1	1
1518	другое как	1	1
1519	хочу обратить	1	1
1520	хорошо известны	1	1
1521	как со	1	1
1522	необходимость не	1	1
1523	то они	1	1
1524	сказка не	1	1
1525	содержания а	1	1
1526	такова задача	1	1
1527	ему в	3	1
1528	на дорогу	1	1
1529	любой из	1	1
1530	произведения как	2	1
1531	пиковой даме	1	1
1532	зависит и	1	1
1533	но прежде	1	1
1534	было уже	1	1
1535	решительно не	1	1
1536	нас не	1	1
1537	и кончая	1	1
1538	сколько в	1	1
1539	именно такой	1	1
1540	она сама	2	1
1541	при самом	1	1
1542	лишь часть	1	1
1543	i в	1	1
1544	с достаточной	1	1
1545	остаются все	1	1
1546	и письма	1	1
1547	что каждый	1	1
1548	под пером	1	1
1549	восприятия и	1	1
1550	чем он	2	1
1551	языковое творчество	1	1
1552	не существует	1	1
1553	раз в	1	1
1554	свойства в	1	1
1555	читателя в	1	1
1556	это всегда	1	1
1557	теми же	1	1
1558	а о	2	1
1559	что к	1	1
1560	работы с	2	1
1561	в организации	2	1
1562	и художественной	1	1
1563	объекта и	3	1
1564	нейтральное к	1	1
1565	возник и	1	1
1566	и тому	1	1
1567	с теми	1	1
1568	в эпоху	5	1
1569	виду что	2	1
1570	он видел	2	1
1571	такое слово	1	1
1572	здесь возможны	1	1
1573	впрочем не	1	1
1574	за которым	2	1
1575	как она	1	1
1576	как целое	1	1
1577	не подлежит	2	1
1578	истины и	1	1
1579	в исторический	1	1
1580	не предполагает	4	1
1581	случае ясно	1	1
1582	лежит на	2	1
1583	но по	1	1
1584	а их	1	1
1585	однако это	3	1
1586	своим происхождением	2	1
1587	рассказывает что	2	1
1588	своего существования	1	1
1589	в берлине	1	1
1590	остановимся на	1	1
1591	нового термина	1	1
1592	об особом	1	1
1593	в новом	2	1
1594	утверждения что	1	1
1595	жанр в	6	1
1596	когда указывает	1	1
1597	и оно	1	1
1598	если хотим	1	1
1599	занимающей нас	1	1
1600	в каждой	3	1
1601	говорит об	1	1
1602	мысли в	1	1
1603	научная дисциплина	2	1
1604	другом случае	1	1
1605	чужой речи	2	1
1606	всю совокупность	1	1
1607	были не	1	1
1608	внимания практически	1	1
1609	тем чем	1	1
1610	даже наиболее	1	1
1611	обычно в	1	1
1612	которого и	1	1
1613	от романа	1	1
1614	он был	1	1
1615	и других	1	1
1616	в полной	1	1
1617	с самого	2	1
1618	значение так	2	1
1619	столь ярко	1	1
1620	века до	1	1
1621	и составляют	1	1
1622	предполагать что	1	1
1623	которая может	2	1
1624	а его	1	1
1625	не отвечает	1	1
1626	переходе от	2	1
1627	усомниться в	1	1
1628	ораторского выступления	1	1
1629	как некое	1	1
1630	идеал и	1	1
1631	жизни для	1	1
1632	то чего	1	1
1633	речевой форме	1	1
1634	но при	3	1
1635	этого смысла	1	1
1636	его не	1	1
1637	и ни	1	1
1638	рука не	1	1
1639	как уже	5	1
1640	ту или	1	1
1641	высказывания и	3	1
1642	бы назвать	1	1
1643	сам в	1	1
1644	базируется не	1	1
1645	она здесь	2	1
1646	в противоположность	6	1
1647	входит в	2	1
1648	здесь это	2	1
1649	во второй	1	1
1650	эстетического переживания	1	1
1651	повести белкина	2	1
1652	и рассказа	2	1
1653	перестало быть	1	1
1654	с ее	3	1
1655	в нескольких	1	1
1656	отношения но	1	1
1657	его речи	1	1
1658	сознание и	1	1
1659	одном ряду	1	1
1660	с достаточно	1	1
1661	говорили о	2	1
1662	состояло в	1	1
1663	человека с	1	1
1664	слова об	1	1
1665	что из	1	1
1666	слова или	1	1
1667	с понятием	2	1
1668	при всем	1	1
1669	за которыми	2	1
1670	от прочих	1	1
1671	и характерное	1	1
1672	к мысли	2	1
1673	как выражение	1	1
1674	задаться вопросом	1	1
1675	недавнее время	1	1
1676	речевых жанров	15	1
1677	что далеко	1	1
1678	общекультурное значение	1	1
1679	же самое	2	1
1680	в книге	2	1
1681	и вне	2	1
1682	типа но	1	1
1683	установки и	1	1
1684	и формируется	1	1
1685	та или	1	1
1686	себя знать	1	1
1687	есть некая	1	1
1688	в театре	1	1
1689	и ее	5	1
1690	этом и	1	1
1691	культуры когда	2	1
1692	место в	2	1
1693	научной мысли	1	1
1694	в голову	2	1
1695	не претендует	2	1
1696	отношении не	1	1
1697	все еще	1	1
1698	смысле а	1	1
1699	право на	1	1
1700	можно утверждать	1	1
1701	что особенно	1	1
1702	может передать	1	1
1703	можно так	2	1
1704	поскольку как	1	1
1705	одном лице	1	1
1706	к работе	2	1
1707	со своими	1	1
1708	жанра но	3	1
1709	готов к	1	1
1710	тут же	3	1
1711	vi в	1	1
1712	с соответствующими	1	1
1713	это отнюдь	2	1
1714	свои особые	1	1
1715	литературы во	1	1
1716	и иные	2	1
1717	могло быть	1	1
1718	однако на	2	1
1719	природа которого	1	1
1720	фигурирует в	1	1
1721	являются наиболее	1	1
1722	котором он	2	1
