N	2gram	Vygotskiy_	Narrotol
1307	при своем	1	1
1308	решительно все	2	1
1309	и наоборот	2	1
1310	им в	4	1
1311	определяются в	1	1
1312	образом не	1	1
1313	а слово	2	1
1314	на более	1	1
1315	к детской	1	1
1316	но мы	3	1
1317	между людьми	1	1
1318	что здесь	2	1
1319	позволил бы	1	1
1320	заметить что	3	1
1321	нет и	1	1
1322	непосредственно из	1	1
1323	событий в	1	1
1324	и многих	1	1
1325	моя мысль	2	1
1326	не за	1	1
1327	произведения и	2	1
1328	и бессмысленное	1	1
1329	существенных и	1	1
1330	нам и	2	1
1331	не знаем	2	1
1332	расположения и	1	1
1333	автором в	1	1
1334	в ряд	1	1
1335	последней в	1	1
1336	или читатель	1	1
1337	этого слова	5	1
1338	самым социальным	1	1
1339	отдельной личности	2	1
1340	т д	10	1
1341	главным образом	3	1
1342	включая в	1	1
1343	у них	2	1
1344	поведение в	1	1
1345	в эстетике	6	1
1346	этими словами	2	1
1347	читателя или	1	1
1348	в особом	1	1
1349	мы еще	1	1
1350	мысли с	1	1
1351	только о	3	1
1352	моментов в	2	1
1353	в м	1	1
1354	тот же	8	1
1355	не ведая	1	1
1356	с того	2	1
1357	указанием на	2	1
1358	человеческую жизнь	1	1
1359	третий и	1	1
1360	людей не	1	1
1361	что есть	3	1
1362	в формировании	1	1
1363	в тесном	1	1
1364	что автор	1	1
1365	любили друг	1	1
1366	мысль то	1	1
1367	тогда в	1	1
1368	как со	1	1
1369	простейший пример	1	1
1370	что оно	4	1
1371	что ему	1	1
1372	и многие	3	1
1373	которым он	1	1
1374	значение в	2	1
1375	ничем не	1	1
1376	так как	28	1
1377	смысле что	1	1
1378	это движение	1	1
1379	основе своей	2	1
1380	может не	1	1
1381	различие между	5	1
1382	автору и	1	1
1383	все так	1	1
1384	ряд других	1	1
1385	и было	1	1
1386	этот процесс	1	1
1387	того как	5	1
1388	в первый	3	1
1389	к детскому	1	1
1390	том числе	1	1
1391	уже в	3	1
1392	одним и	1	1
1393	чтобы создать	2	1
1394	или когда	1	1
1395	нам не	1	1
1396	иных форм	1	1
1397	под собой	1	1
1398	на что	1	1
1399	образ и	2	1
1400	душевные переживания	1	1
1401	же мере	1	1
1402	неизмеримо более	1	1
1403	и восприятия	2	1
1404	ее проявления	1	1
1405	деле не	1	1
1406	совершенно другим	2	1
1407	п все	2	1
1408	в полном	3	1
1409	толстого совершенно	1	1
1410	всего тем	1	1
1411	сходятся в	1	1
1412	что каждый	1	1
1413	с их	1	1
1414	в движение	1	1
1415	оказывается совершенно	4	1
1416	волосы как	1	1
1417	что ни	2	1
1418	от друга	1	1
1419	этого произведения	2	1
1420	этом не	2	1
1421	за этим	1	1
1422	вся суть	1	1
1423	открывает перед	1	1
1424	и которая	1	1
1425	том виде	2	1
1426	этом что	1	1
1427	как нечто	3	1
1428	с конца	2	1
1429	удовольствия от	1	1
1430	поэтому как	1	1
1431	на тему	2	1
1432	очень много	1	1
1433	в стороне	1	1
1434	случае не	2	1
1435	художника и	3	1
1436	и без	3	1
1437	нас к	1	1
1438	означает нечто	1	1
1439	виде в	1	1
1440	возможно и	1	1
1441	говорят о	1	1
1442	является не	1	1
1443	кошке и	1	1
1444	при таком	5	1
1445	любопытно что	3	1
1446	есть только	7	1
1447	это происходит	1	1
1448	и со	1	1
1449	в такой	2	1
1450	на всем	1	1
1451	быть сведена	2	1
1452	у древних	1	1
1453	и оно	1	1
1454	и смысл	1	1
1455	на его	3	1
1456	которым приводит	1	1
1457	действующие лица	1	1
1458	как результат	2	1
1459	связаны с	1	1
1460	не впадая	1	1
1461	как полагает	1	1
1462	жизнь и	3	1
1463	произведения с	4	1
1464	поскольку она	2	1
1465	интересующей нас	1	1
1466	еще до	1	1
1467	а те	1	1
1468	предположить что	1	1
1469	он указывает	1	1
1470	том случае	3	1
1471	его словам	1	1
1472	слова однако	1	1
1473	в полной	1	1
1474	смысла то	1	1
1475	же с	1	1
1476	с самого	1	1
1477	оно в	1	1
1478	которая может	1	1
1479	случае если	2	1
1480	в самых	3	1
1481	рассказе может	1	1
1482	материал для	4	1
1483	знакомства с	1	1
1484	уже только	1	1
1485	другой в	2	1
1486	которое здесь	1	1
1487	однако ни	1	1
1488	с совершенно	3	1
1489	в противоположность	1	1
1490	ведь и	1	1
1491	мы должны	4	1
1492	в искусстве	24	1
1493	отдельного слова	1	1
1494	исследования в	1	1
1495	я вас	1	1
1496	нужно было	1	1
1497	но она	1	1
1498	делаем то	1	1
1499	и их	4	1
1500	но даже	4	1
1501	люди с	1	1
1502	к области	3	1
1503	что данный	1	1
1504	не видим	1	1
1505	к анализу	1	1
1506	оказывается что	5	1
1507	кто не	1	1
1508	смотрит на	3	1
1509	конечно в	1	1
1510	только у	1	1
1511	только благодаря	1	1
1512	в нашей	4	1
1513	имеются только	1	1
1514	как мир	1	1
1515	только то	3	1
1516	отличать от	1	1
1517	этом один	1	1
1518	или как	2	1
1519	происходит от	1	1
1520	замечено что	1	1
1521	на примерах	1	1
1522	дело обстоит	1	1
1523	полагал что	1	1
1524	ошибочно как	1	1
1525	не хотел	1	1
1526	ради того	1	1
1527	но совершенно	4	1
1528	чувства а	1	1
1529	в книге	2	1
1530	элементов в	1	1
1531	самой своей	1	1
1532	сводят к	1	1
1533	жил в	1	1
1534	в плане	1	1
1535	крайней мере	1	1
1536	для такого	2	1
1537	свои усилия	1	1
1538	на других	1	1
1539	все содержание	1	1
1540	благодаря этому	1	1
1541	произведения не	1	1
1542	в людях	1	1
1543	может показаться	2	1
1544	присуща всякому	1	1
1545	не важно	1	1
1546	же можно	1	1
1547	в одинаковой	2	1
1548	все еще	1	1
1549	просто и	1	1
1550	можно свести	1	1
1551	опираться в	1	1
1552	же может	1	1
1553	нуждается в	3	1
1554	вот этот	1	1
1555	другие с	1	1
1556	человек не	1	1
1557	ничего подобного	1	1
1558	место из	1	1
1559	для этого	1	1
1560	признается в	1	1
1561	виду что	1	1
1562	хотя они	1	1
1563	именно это	1	1
1564	к фабуле	1	1
1565	и совершенно	7	1
1566	само по	8	1
1567	отгадкой и	1	1
1568	есть не	6	1
1569	наступает в	1	1
1570	же самым	1	1
1571	в готовом	1	1
1572	что писатель	2	1
1573	совершается в	2	1
1574	без помощи	1	1
1575	себе а	4	1
