N	2gram	Losev_Dial	StatiiOP
1322	время во	1	1
1323	случае есть	1	1
1324	и принципиальная	1	1
1325	от этих	1	1
1326	и говорит	1	1
1327	всех его	1	1
1328	такие которые	1	1
1329	тут и	2	1
1330	свою силу	1	1
1331	тот кто	2	1
1332	можно находить	1	1
1333	есть какой-то	2	1
1334	которое в	2	1
1335	увеселения и	1	1
1336	поэтому она	1	1
1337	конечно они	1	1
1338	на одну	1	1
1339	каком случае	5	1
1340	из уст	1	1
1341	по которому	2	1
1342	здесь же	1	1
1343	судить о	2	1
1344	он берет	2	1
1345	подлинном смысле	1	1
1346	мере того	1	1
1347	выходя за	2	1
1348	стихии в	1	1
1349	не выше	1	1
1350	между ними	1	1
1351	содержанием и	2	1
1352	осторожным в	1	1
1353	говорить по	1	1
1354	не вытекает	1	1
1355	встречается в	1	1
1356	себе не	7	1
1357	человек в	1	1
1358	по одному	4	1
1359	самое и	1	1
1360	если вам	1	1
1361	всякую возможность	1	1
1362	всеми его	1	1
1363	место и	1	1
1364	именно такова	1	1
1365	во главе	1	1
1366	и характер	1	1
1367	я скажу	2	1
1368	значений которые	1	1
1369	слишком много	1	1
1370	нужно видеть	1	1
1371	века в	1	1
1372	вы хотите	2	1
1373	нужно еще	1	1
1374	в великом	1	1
1375	точек зрения	3	1
1376	сказать несколько	1	1
1377	из одного	1	1
1378	я приведу	2	1
1379	быть очень	3	1
1380	но точно	1	1
1381	это тоже	1	1
1382	его тело	1	1
1383	себя неужели	1	1
1384	в я	1	1
1385	а потом	9	1
1386	в немногих	1	1
1387	вещь не	3	1
1388	я был	3	1
1389	этого наказания	1	1
1390	на сцену	2	1
1391	целью изучить	1	1
1392	здесь как	2	1
1393	с образом	1	1
1394	от их	2	1
1395	науки но	2	1
1396	время т	2	1
1397	это вполне	1	1
1398	и быть	2	1
1399	отношении его	1	1
1400	сыну и	1	1
1401	эту одну	1	1
1402	что отношения	1	1
1403	все наиболее	2	1
1404	как они	2	1
1405	только путем	1	1
1406	бы переменить	1	1
1407	как факт	2	1
1408	но между	1	1
1409	можно сравнить	1	1
1410	этой совершенно	1	1
1411	говорил о	2	1
1412	дана в	4	1
1413	от характера	1	1
1414	бы она	2	1
1415	но которая	2	1
1416	для ее	1	1
1417	так мы	1	1
1418	от обычной	1	1
1419	на другой	1	1
1420	не говорят	1	1
1421	что последнее	1	1
1422	и собственно	1	1
1423	понимать в	1	1
1424	поручиться что	2	1
1425	произведений ни	1	1
1426	чем другом	2	1
1427	для понятия	1	1
1428	уже по	1	1
1429	будет в	2	1
1430	не помешало	1	1
1431	мы стали	1	1
1432	к самому	3	1
1433	есть символ	3	1
1434	год и	1	1
1435	то тут	1	1
1436	одно и	8	1
1437	ли считать	1	1
1438	и та	8	1
1439	и является	2	1
1440	отдельных образов	1	1
1441	с отвлеченным	1	1
1442	еще для	1	1
1443	который создан	1	1
1444	я сейчас	1	1
1445	бы уже	1	1
1446	однако что	1	1
1447	в современной	2	1
1448	года то	1	1
1449	перед лицом	2	1
1450	но так	2	1
1451	это может	4	1
1452	что бы	1	1
1453	и отличаются	1	1
1454	его голову	1	1
1455	отношения с	1	1
1456	над ним	1	1
1457	я буду	1	1
1458	но тут	3	1
1459	вещи то	2	1
1460	вопрос можно	1	1
1461	и следа	1	1
1462	от вас	1	1
1463	не иначе	1	1
1464	могла бы	2	1
1465	зрения своей	1	1
1466	важно только	1	1
1467	того кто	2	1
1468	они несомненно	1	1
1469	не поможет	2	1
1470	я в	3	1
1471	почему же	2	1
1472	но без	3	1
1473	для той	2	1
1474	чем она	2	1
1475	неужели в	1	1
1476	он принципиально	1	1
1477	говорить как	1	1
1478	мы называем	1	1
1479	сопоставить ее	1	1
1480	в систему	1	1
1481	друг другу	4	1
1482	его личности	2	1
1483	был в	2	1
1484	нового к	2	1
1485	время однако	1	1
1486	и есть	20	1
1487	мы будем	2	1
1488	в некотором	1	1
1489	ты мне	1	1
1490	итак в	1	1
1491	в силу	6	1
1492	языком в	1	1
1493	бы оно	1	1
1494	мы теперь	1	1
1495	действительно есть	3	1
1496	оно может	1	1
1497	этих вещей	2	1
1498	в данный	1	1
1499	сказать о	1	1
1500	эти качества	1	1
1501	суждения об	1	1
1502	это совершенно	1	1
1503	таких примеров	1	1
1504	для чего	2	1
1505	а главное	2	1
1506	что хотя	1	1
1507	можно с	1	1
1508	разве только	1	1
1509	чтобы не	6	1
1510	но ясно	1	1
1511	понять что	1	1
1512	от воли	1	1
1513	в подлинном	1	1
1514	с неба	1	1
1515	можно только	4	1
1516	против этого	2	1
1517	теми кто	1	1
1518	на деле	2	1
1519	образом и	3	1
1520	в сказках	1	1
1521	и возможно	1	1
1522	время но	3	1
1523	разной мере	1	1
1524	эпохи от	1	1
1525	и конечно	1	1
1526	друг к	2	1
1527	они и	1	1
1528	как с	2	1
1529	них в	1	1
1530	такова же	1	1
1531	на анализе	1	1
1532	в случаях	1	1
1533	которой не	3	1
1534	был бы	1	1
1535	ним и	1	1
1536	и никто	1	1
1537	и должно	3	1
1538	или иные	1	1
1539	например к	1	1
1540	на те	1	1
1541	речь как	2	1
1542	к вашему	1	1
1543	я никогда	3	1
1544	его отношении	1	1
1545	сцену с	1	1
1546	содержит в	6	1
1547	каким он	1	1
1548	с ним	9	1
1549	свете и	1	1
1550	никакому сомнению	1	1
1551	в большом	1	1
1552	здесь он	1	1
1553	он на	2	1
1554	понимать что	1	1
1555	характер и	1	1
1556	зрения той	1	1
1557	в науке	3	1
1558	в живых	1	1
1559	сама жизнь	1	1
1560	я слышу	1	1
1561	к выводу	2	1
1562	здесь речь	1	1
1563	и делает	1	1
1564	над другими	1	1
1565	отделены друг	1	1
1566	против чего	1	1
1567	вот оказывается	1	1
1568	вы вероятно	1	1
1569	том и	1	1
1570	нельзя ли	2	1
1571	протестую против	2	1
1572	уст его	1	1
1573	видели уже	1	1
1574	нас от	1	1
1575	творчества и	1	1
1576	и самая	1	1
1577	равно не	1	1
1578	дело было	1	1
1579	этой точки	2	1
1580	к искусству	1	1
1581	все то	1	1
1582	отличаются от	1	1
1583	почти всегда	4	1
1584	которые действительно	1	1
1585	имеет значение	1	1
1586	смысла и	3	1
1587	следовательно в	2	1
1588	подходим к	1	1
1589	о самом	2	1
1590	мы говорим	6	1
1591	вас в	2	1
1592	вокруг него	1	1
1593	месте и	1	1
1594	с целью	3	1
1595	не свойственно	1	1
1596	вот и	2	1
1597	быть связано	1	1
1598	еще с	1	1
1599	на месте	1	1
1600	и действительно	1	1
1601	случае дело	1	1
1602	и меньшим	1	1
1603	значения и	1	1
1604	но наука	3	1
1605	случилось так	1	1
1606	не знал	1	1
1607	есть нечто	16	1
1608	можно даже	1	1
1609	которые могут	1	1
1610	с собою	1	1
1611	и просто	1	1
1612	много но	2	1
1613	правда не	1	1
1614	была и	1	1
1615	приводит к	1	1
1616	ему и	1	1
1617	сравнению с	2	1
1618	быть никакого	1	1
1619	от всей	1	1
1620	эта последняя	1	1
1621	конечно тут	1	1
1622	чтобы убедиться	2	1
1623	этом его	1	1
1624	возникает вопрос	1	1
1625	быть конечно	1	1
1626	в гармонии	1	1
1627	на своем	1	1
1628	к другому	1	1
1629	смысле это	1	1
1630	сейчас же	3	1
1631	и сладко	1	1
1632	нельзя молиться	1	1
1633	интереснее всего	1	1
1634	эти шесть	1	1
1635	он мог	2	1
1636	хотят быть	1	1
1637	основания и	1	1
1638	необходимость которого	1	1
1639	при всем	1	1
1640	нас интересует	1	1
1641	нет ничего	1	1
1642	не подходит	1	1
1643	вьется и	1	1
1644	но мало	1	1
1645	мифологией и	8	1
1646	ни к	2	1
1647	его и	1	1
1648	наконец и	2	1
1649	входя в	1	1
1650	и ясно	1	1
1651	должно быть	7	1
1652	сказано что	1	1
1653	истории не	1	1
1654	можно установить	1	1
1655	характер его	1	1
1656	время оно	1	1
1657	какие же	2	1
1658	или этот	1	1
1659	своей собственной	2	1
1660	совершенно иной	1	1
1661	примеров которыми	1	1
1662	не говорим	1	1
1663	что наши	1	1
1664	ли он	1	1
1665	тогда я	1	1
1666	принципиально не	1	1
1667	изображения и	1	1
1668	один только	1	1
1669	но каково	1	1
1670	это только	3	1
1671	бы сказал	1	1
1672	следует несколько	1	1
1673	таковым что	1	1
1674	и наглядном	1	1
1675	и будущих	1	1
1676	он просто	1	1
1677	личности но	1	1
1678	характер это	1	1
1679	наукой и	2	1
1680	достаточное количество	1	1
1681	и больше	2	1
1682	только один	2	1
1683	то все	1	1
1684	но о	1	1
1685	со всей	2	1
1686	что лучше	1	1
1687	такое вообще	1	1
1688	что также	1	1
1689	на очень	2	1
1690	как реальное	1	1
1691	не интересует	1	1
1692	не точно	1	1
1693	к одному	1	1
1694	о своем	2	1
1695	имеет никакого	3	1
1696	нет никакой	2	1
1697	в вещах	1	1
1698	на примере	1	1
1699	ее с	1	1
1700	обращения с	1	1
1701	которая конечно	1	1
1702	спускается в	1	1
1703	друг от	1	1
1704	лицо с	1	1
1705	общем смысле	1	1
1706	а лишь	3	1
1707	но остается	1	1
1708	и идей	1	1
1709	мне не	2	1
1710	процесс и	1	1
1711	по линии	2	1
1712	есть основное	1	1
1713	и там	1	1
1714	наука и	5	1
1715	если мы	3	1
1716	при котором	1	1
1717	всегда в	1	1
1718	и смерть	1	1
1719	сложнее и	1	1
1720	бы утверждать	1	1
1721	в определенном	2	1
1722	котором мы	1	1
1723	формы для	1	1
1724	значение которое	1	1
1725	относиться к	3	1
1726	весьма мало	1	1
1727	и проч	1	1
1728	совсем другое	1	1
1729	не стоит	2	1
1730	имеет и	1	1
1731	этих примерах	1	1
1732	и значит	4	1
1733	месте в	1	1
1734	именно этот	1	1
1735	е так	1	1
1736	друг друга	1	1
1737	с него	2	1
1738	же он	2	1
1739	ведет нас	1	1
1740	жизни не	1	1
1741	отметить и	1	1
1742	невозможна без	3	1
1743	связаны и	1	1
1744	собственно говоря	5	1
1745	формы как	1	1
1746	они были	2	1
1747	человека но	2	1
1748	впечатление и	1	1
1749	всего надо	1	1
1750	конца как	1	1
1751	оно дано	1	1
1752	тут есть	3	1
1753	обе стороны	3	1
1754	то они	1	1
1755	вы увидите	1	1
1756	всегда можно	1	1
1757	ему в	1	1
1758	ничем не	4	1
1759	ли все	1	1
1760	отцу и	1	1
1761	жизнь человека	1	1
1762	и также	2	1
1763	увидите что	1	1
1764	есть такой	1	1
1765	тут можно	1	1
1766	не во	1	1
1767	не нужен	1	1
1768	эта не	1	1
1769	случае оказывается	1	1
1770	до последних	1	1
1771	не будем	1	1
1772	других особенностей	1	1
1773	вещи мы	1	1
1774	есть но	1	1
1775	и принципиально	1	1
1776	человек является	1	1
1777	этот был	1	1
1778	в глухой	1	1
1779	деле не	1	1
1780	мало того	1	1
1781	нам еще	1	1
1782	и тут	6	1
1783	лиц и	1	1
1784	к счастью	1	1
1785	то мы	2	1
1786	нас еще	1	1
1787	форме это	1	1
1788	здесь в	3	1
1789	чтобы получить	1	1
1790	разница будет	1	1
1791	на одной	1	1
1792	а все	1	1
1793	слова а	1	1
1794	все одинаково	1	1
1795	должно стать	1	1
1796	все равно	7	1
1797	которые я	2	1
1798	целиком в	2	1
1799	быть еще	2	1
1800	однако не	1	1
1801	цвет в	1	1
1802	на каком	1	1
1803	такова его	1	1
1804	нечто совершенно	3	1
1805	говорим о	1	1
1806	от друга	1	1
1807	не заметить	1	1
1808	наука это	1	1
1809	чтобы я	1	1
1810	а о	2	1
1811	этого не	1	1
1812	с ними	4	1
1813	как-нибудь иначе	1	1
1814	совершенно особых	1	1
1815	них всегда	1	1
1816	входить в	1	1
1817	то к	1	1
1818	что будет	1	1
1819	и где	5	1
1820	и вы	3	1
1821	прямого отношения	1	1
1822	и которая	1	1
1823	и начинается	1	1
1824	и литературоведы	1	1
1825	даже прямо	1	1
1826	в ту	1	1
1827	виду что	2	1
1828	и другое	3	1
1829	история и	1	1
1830	нет надобности	1	1
1831	говоря эти	1	1
1832	кто именно	1	1
1833	очень много	4	1
1834	власть в	1	1
1835	понимать как	2	1
1836	и существуют	2	1
1837	совершенно правильной	1	1
1838	склонность к	3	1
1839	к жизни	1	1
1840	нужно понимать	2	1
1841	как первый	1	1
1842	и вовсе	1	1
1843	эти две	1	1
1844	общественного и	1	1
1845	времени как	1	1
1846	заметил что	2	1
1847	становится все	1	1
1848	всего прочего	1	1
1849	и понимания	1	1
1850	на одном	1	1
1851	и могут	1	1
1852	чем мы	1	1
1853	разницы между	1	1
1854	только и	5	1
1855	лица не	2	1
1856	и смысл	3	1
1857	обязана создавать	1	1
1858	форма в	1	1
1859	чтобы эта	1	1
1860	нем нельзя	1	1
1861	то можно	1	1
1862	сейчас не	1	1
1863	совершенно особое	1	1
1864	как все	2	1
1865	мысли в	2	1
1866	времени то	2	1
1867	определенном направлении	1	1
1868	каждого отдельного	1	1
1869	смерти и	1	1
1870	выражение и	1	1
1871	не прибавляют	1	1
1872	историки литературы	1	1
1873	ко всему	3	1
1874	их точки	1	1
1875	как поэтической	1	1
1876	и живой	1	1
1877	но сами	1	1
1878	указывали на	1	1
1879	принадлежит только	1	1
1880	к их	1	1
1881	он это	1	1
1882	вместо этого	1	1
1883	а просто	2	1
1884	по дороге	1	1
1885	мы на	2	1
1886	каждом из	2	1
1887	верно только	1	1
1888	это вероятно	1	1
1889	это как	3	1
1890	с какой-то	1	1
1891	почему ты	1	1
1892	но при	1	1
1893	этого последнего	1	1
1894	же час	2	1
1895	и почти	6	1
1896	ту или	1	1
1897	одну из	1	1
1898	тому как	1	1
1899	в разной	3	1
1900	на всех	1	1
1901	только так	1	1
1902	есть произведение	1	1
1903	больше и	1	1
1904	просто не	2	1
1905	формул в	1	1
1906	облик и	1	1
1907	нечего и	2	1
1908	тут возможна	1	1
1909	образа в	2	1
1910	не с	5	1
1911	свою жизнь	1	1
1912	тогда очевидно	1	1
1913	есть и	11	1
1914	из монастыря	1	1
1915	пор не	1	1
1916	мы пока	1	1
1917	е по	3	1
1918	или другого	1	1
1919	что образ	1	1
1920	оказывается что	1	1
1921	поэзия и	2	1
1922	стороны и	4	1
1923	всегда было	2	1
1924	часто в	1	1
1925	и времени	4	1
1926	только то	7	1
1927	и жизни	4	1
1928	не станет	1	1
1929	не наука	2	1
1930	которую я	1	1
1931	личность как	2	1
1932	которая тоже	1	1
1933	на всю	6	1
1934	у нее	1	1
1935	или как	2	1
1936	по сравнению	2	1
1937	и всякая	1	1
1938	с первого	2	1
1939	идет речь	2	1
1940	общий итог	1	1
1941	считать что	3	1
1942	скорее наоборот	1	1
1943	сказал что	3	1
1944	мысли об	1	1
1945	его судьба	1	1
1946	и принимает	1	1
1947	только поэзия	1	1
1948	почему это	2	1
1949	этого нет	3	1
1950	него и	1	1
1951	со своими	2	1
1952	не быть	3	1
1953	наконец что	1	1
1954	в понимании	1	1
1955	и самого	1	1
1956	самый термин	2	1
1957	в театре	1	1
1958	так но	1	1
1959	то чему	1	1
1960	конечно совершенно	1	1
1961	в узком	2	1
1962	же в	2	1
1963	реальности но	4	1
1964	нет как	1	1
1965	же будет	1	1
1966	авторы этих	1	1
1967	в одинаковой	1	1
1968	к новому	1	1
1969	говорить об	1	1
1970	общества и	1	1
1971	себя а	1	1
1972	не характерно	1	1
1973	который для	1	1
1974	об этой	2	1
1975	приходится также	1	1
1976	в создании	1	1
1977	известной степени	1	1
1978	интереса к	2	1
1979	бы установить	1	1
1980	всем мире	1	1
1981	чем та	1	1
1982	является ли	1	1
1983	сам а	1	1
1984	если она	4	1
1985	всегда так	3	1
1986	им не	1	1
1987	само по	7	1
1988	силу и	1	1
1989	не можем	1	1
1990	больше того	5	1
1991	сейчас мы	1	1
1992	есть не	8	1
1993	можно указать	2	1
1994	со мною	1	1
1995	а я	3	1
1996	другом совсем	1	1
