N	2gram	Potebnia_M	Problema
1325	двух предметов	1	2
1326	мы привели	1	2
1327	такой степени	5	2
1328	содержать в	1	2
1329	все его	2	2
1330	нас тем	1	2
1331	землю и	1	2
1332	если у	1	2
1333	его произведения	1	2
1334	поэзии в	2	2
1335	в следующем	1	2
1336	другими предметами	1	2
1337	другого как	1	2
1338	слова значение	1	2
1339	такой точки	1	2
1340	и говорит	1	2
1341	только понятие	1	2
1342	с одним	3	2
1343	с d	3	2
1344	есть понятие	3	2
1345	степени это	1	2
1346	большинстве случаев	2	2
1347	в данное	2	2
1348	с бесконечно	1	2
1349	всю ее	1	2
1350	символ только	1	2
1351	в греции	1	2
1352	из предыдущего	2	2
1353	не означает	1	2
1354	что чем	2	2
1355	бы она	2	2
1356	какой другой	1	2
1357	а существует	1	2
1358	не отличаются	1	2
1359	ни была	1	2
1360	именно что	1	2
1361	время когда	3	2
1362	в нас	2	2
1363	с общим	2	2
1364	уже одно	1	2
1365	на свое	3	2
1366	целом и	1	2
1367	язык не	6	2
1368	что есть	3	2
1369	предмет не	2	2
1370	когда они	1	2
1371	небо и	1	2
1372	они обозначают	1	2
1373	является законом	1	2
1374	они были	1	2
1375	бы ни	6	2
1376	который был	1	2
1377	с с	1	2
1378	нетрудно будет	1	2
1379	и чем	3	2
1380	было что	1	2
1381	следовательно не	1	2
1382	сам этот	1	2
1383	возможна только	1	2
1384	своим предметом	1	2
1385	не скажет	1	2
1386	бы мало	2	2
1387	он уже	1	2
1388	и конечно	1	2
1389	понятие и	1	2
1390	отличное от	4	2
1391	должны быть	3	2
1392	слов в	6	2
1393	его содержание	1	2
1394	в картине	1	2
1395	его во	1	2
1396	же нам	3	2
1397	не признает	1	2
1398	том и	1	2
1399	себе закон	1	2
1400	находим у	1	2
1401	имел бы	1	2
1402	же раз	1	2
1403	по отношению	12	2
1404	научного понятия	1	2
1405	имеет много	1	2
1406	обращается к	2	2
1407	относится уже	1	2
1408	разума и	1	2
1409	к которым	2	2
1410	и такая	1	2
1411	которого не	2	2
1412	не требуют	1	2
1413	некоторым образом	4	2
1414	ни понимать	1	2
1415	мною в	3	2
1416	есть от	2	2
1417	их самих	1	2
1418	только знаком	1	2
1419	к своим	1	2
1420	себе никакого	1	2
1421	и и	1	2
1422	на основе	1	2
1423	которое не	2	2
1424	мыслью о	1	2
1425	если для	1	2
1426	у меня	2	2
1427	на два	1	2
1428	не вводя	1	2
1429	вслед за	6	2
1430	это различие	1	2
1431	не представляет	1	2
1432	на которые	1	2
1433	и там	1	2
1434	с людьми	1	2
1435	речи в	1	2
1436	от которой	1	2
1437	имеет своим	1	2
1438	в глазах	3	2
1439	только есть	1	2
1440	ли можно	1	2
1441	с непосредственным	1	2
1442	не имел	1	2
1443	величин в	1	2
1444	не из	4	2
1445	жизни не	3	2
1446	мы нашли	1	2
1447	всего того	1	2
1448	своего рода	1	2
1449	не ради	2	2
1450	остается для	1	2
1451	в свое	2	2
1452	стоит на	1	2
1453	что ему	1	2
1454	и многие	3	2
1455	есть такой	1	2
1456	ее на	1	2
1457	зависит от	7	2
1458	в художественной	1	2
1459	нам не	2	2
1460	то самое	1	2
1461	единства и	1	2
1462	видя в	1	2
1463	на которой	4	2
1464	слова а	1	2
1465	участие в	1	2
1466	вовсе нет	1	2
1467	и смысл	1	2
1468	на отношение	2	2
1469	речь но	1	2
1470	с небом	1	2
1471	от всех	1	2
1472	слова которые	1	2
1473	образа то	2	2
1474	конца то	1	2
1475	в стороне	1	2
1476	мы ее	2	2
1477	было до	1	2
1478	и со	1	2
1479	и могут	1	2
1480	и я	3	2
1481	со своей	2	2
1482	эта связь	2	2
1483	однако есть	1	2
1484	и таким	1	2
1485	и другого	2	2
1486	на них	2	2
1487	уже сказали	1	2
1488	и эти	1	2
1489	чувственные образы	1	2
1490	такие же	2	2
1491	случае если	2	2
1492	что такого	1	2
1493	многих из	1	2
1494	образа мы	1	2
1495	значение сама	1	2
1496	явления природы	1	2
1497	здесь можно	1	2
1498	солнца с	1	2
1499	не с	4	2
1500	независимая от	1	2
1501	же что	8	2
1502	собою но	1	2
1503	лишь как	1	2
1504	человека с	2	2
1505	отсюда вытекают	1	2
1506	слова или	1	2
1507	ведь мы	1	2
1508	сколько их	1	2
1509	во многом	3	2
1510	может показаться	1	2
1511	значении слова	1	2
1512	видели что	1	2
1513	право на	1	2
1514	и художественного	1	2
1515	и эта	2	2
1516	человек не	4	2
1517	бы от	1	2
1518	который однако	1	2
1519	ясности мысли	1	2
1520	мы наблюдаем	1	2
1521	почему в	1	2
1522	сколько и	2	2
1523	друг в	1	2
1524	и содержания	1	2
1525	чего не	1	2
1526	выше называли	1	2
1527	самое понятие	1	2
1528	случае мы	1	2
1529	его за	2	2
1530	до такой	3	2
1531	что то	1	2
1532	что человек	4	2
1533	огня с	1	2
1534	был у	1	2
1535	то ли	1	2
1536	приходит к	1	2
1537	возможен только	1	2
1538	есть а	1	2
1539	и будут	1	2
1540	только впоследствии	1	2
1541	до степени	1	2
1542	бы все	1	2
1543	само собою	1	2
1544	места и	1	2
1545	и должен	1	2
1546	разговоре с	1	2
1547	не дается	5	2
1548	его по	1	2
1549	что по	4	2
1550	духа в	2	2
1551	образов не	1	2
1552	содержания но	1	2
1553	но за	1	2
1554	относиться к	2	2
1555	на все	3	2
1556	известно что	4	2
1557	природы в	3	2
1558	тем в	1	2
1559	было не	1	2
1560	как та	2	2
1561	говорить не	1	2
1562	имеет в	1	2
1563	языка от	1	2
1564	все свои	2	2
1565	что никогда	1	2
1566	что ее	1	2
1567	из разных	1	2
1568	или имеет	1	2
1569	бы совершенно	1	2
1570	именно такого	1	2
1571	на самое	1	2
1572	уже более	2	2
1573	есть это	1	2
1574	чтобы при	1	2
1575	для понимания	5	2
1576	есть сумма	2	2
1577	от себя	1	2
1578	они могут	2	2
1579	ряд то	1	2
1580	чем более	4	2
1581	действительность есть	1	2
1582	несколько слов	2	2
1583	есть выражение	3	2
1584	например из	1	2
1585	то оно	4	2
1586	на язык	1	2
1587	болезненного состояния	1	2
1588	в состоянии	5	2
1589	не теряет	1	2
1590	смысле то	2	2
1591	а и	5	2
1592	и самым	1	2
1593	свободу и	1	2
1594	том случае	2	2
1595	два раза	1	2
1596	и бесконечно	1	2
1597	души а	1	2
1598	понять его	1	2
1599	наше внимание	1	2
1600	отношения между	4	2
1601	самый предмет	2	2
1602	ли мы	3	2
1603	на создание	1	2
1604	хотя уже	2	2
1605	эти образы	2	2
1606	дошедшего до	1	2
1607	большее количество	1	2
1608	идеи с	1	2
1609	всем своем	1	2
1610	при ближайшем	1	2
1611	а эта	1	2
1612	не станем	1	2
1613	как например	2	2
1614	например как	1	2
1615	звука и	4	2
1616	смешиваются в	1	2
1617	самим предметом	1	2
1618	был уже	1	2
1619	имеющий ничего	1	2
1620	стремится к	3	2
1621	оказалось бы	1	2
1622	не дает	2	2
1623	содержание это	1	2
1624	сознания так	1	2
1625	для понятия	2	2
1626	или же	8	2
1627	и этой	1	2
1628	нас с	1	2
1629	в которое	1	2
1630	их и	1	2
1631	другому и	2	2
1632	т п	7	2
1633	человека то	2	2
1634	сам в	1	2
1635	логике но	1	2
1636	чем и	1	2
1637	в один	4	2
1638	собою только	1	2
1639	что до	3	2
1640	представляет себе	1	2
1641	не нашел	2	2
1642	в содержании	1	2
1643	как с	1	2
1644	предметы и	1	2
1645	а по	1	2
1646	с и	3	2
1647	нас как	1	2
1648	и различие	1	2
1649	этой работе	1	2
1650	не зная	1	2
1651	эта для	1	2
1652	от их	1	2
1653	чувства и	5	2
1654	отличаются от	1	2
1655	образом если	1	2
1656	например и	2	2
1657	необходимой для	1	2
1658	живой речи	3	2
1659	к нам	2	2
1660	может стать	3	2
1661	нам возможность	2	2
1662	с собою	1	2
1663	правда не	1	2
1664	здесь может	1	2
1665	общем смысле	1	2
1666	акт сознания	1	2
1667	самое это	3	2
1668	входящее в	1	2
1669	только одно	1	2
1670	тоже как	1	2
1671	именно тем	1	2
1672	признать что	2	2
1673	вообще а	1	2
1674	сливается с	2	2
1675	взятое в	1	2
1676	внутренняя жизнь	2	2
1677	желтый цвет	1	2
1678	и между	4	2
1679	сознание и	5	2
1680	не должно	1	2
1681	в чистой	1	2
1682	этим последним	4	2
1683	самой по	1	2
1684	этой жизни	1	2
1685	более и	1	2
1686	образ этот	1	2
1687	на каждом	1	2
1688	образом не	1	2
1689	известной степени	1	2
1690	на более	2	2
1691	возможно было	1	2
1692	произведения и	1	2
1693	что я	5	2
1694	с мыслью	1	2
1695	нам и	1	2
1696	то она	1	2
1697	его для	1	2
1698	это значение	1	2
1699	нет то	1	2
1700	искусства в	1	2
1701	субстанция не	1	2
1702	усилий мысли	2	2
1703	внешним и	1	2
1704	души и	2	2
1705	в прямом	1	2
1706	на необходимость	1	2
1707	и вот	1	2
1708	говорят только	1	2
1709	который хотя	1	2
1710	тому чтобы	1	2
1711	на одно	1	2
1712	такое же	5	2
1713	образ который	3	2
1714	как у	2	2
1715	что каждый	1	2
1716	сказать потому	1	2
1717	слово в	6	2
1718	иметь место	1	2
1719	себе может	1	2
1720	отказаться от	2	2
1721	этого не	3	2
1722	раз навсегда	1	2
1723	где нет	1	2
1724	что представление	1	2
1725	вещь как	1	2
1726	до ее	1	2
1727	словом и	6	2
1728	наша мысль	2	2
1729	звук есть	1	2
1730	близких к	1	2
1731	такое значение	2	2
1732	то можно	1	2
1733	единство и	2	2
1734	человека к	1	2
1735	достаточно для	1	2
1736	области и	1	2
1737	все человеческое	1	2
1738	мы же	1	2
1739	образ то	2	2
1740	исследования в	1	2
1741	то конечно	1	2
1742	не находит	1	2
1743	значения то	1	2
1744	нужно было	2	2
1745	бы например	2	2
1746	говоря о	5	2
1747	имеет свое	1	2
1748	что такие	1	2
1749	отношению к	10	2
1750	слова в	7	2
1751	читаем в	1	2
1752	языка с	2	2
1753	к новому	1	2
1754	чем та	1	2
1755	все более	2	2
1756	однако на	1	2
1757	смысле мы	1	2
1758	других случаях	2	2
1759	он пользуется	1	1
1760	время было	1	1
1761	они имеют	1	1
1762	одной точки	1	1
1763	особенности и	1	1
1764	могут иметь	1	1
1765	силу которого	1	1
1766	человеческой души	1	1
1767	что огонь	1	1
1768	которой строится	1	1
1769	или только	2	1
1770	творчества в	1	1
1771	и самому	1	1
1772	в такое	1	1
1773	есть орудие	1	1
1774	и глубины	1	1
1775	и обозначение	1	1
1776	не меньше	1	1
1777	потом уже	1	1
1778	области где	1	1
1779	вопросу о	1	1
1780	связанных между	1	1
1781	вновь и	1	1
1782	язык без	1	1
1783	развития языка	1	1
1784	воспоминания о	2	1
1785	и получает	2	1
1786	так можно	1	1
1787	на другую	1	1
1788	и лучше	1	1
1789	теряет своей	1	1
1790	науке и	1	1
1791	существующие до	1	1
1792	он вечно	1	1
1793	что тогда	1	1
1794	между ними	4	1
1795	думать о	1	1
1796	различные толкования	1	1
1797	с действительностью	1	1
1798	то необходимо	2	1
1799	сознании но	1	1
1800	вполне человеческое	1	1
1801	менее совершенно	1	1
1802	содержании этого	1	1
1803	его цветов	1	1
1804	сделать некоторые	1	1
1805	на картине	1	1
1806	или от	4	1
1807	каким образом	2	1
1808	участвует в	1	1
1809	одно то	1	1
1810	которое по	1	1
1811	слово может	7	1
1812	никоим образом	1	1
1813	не составляют	3	1
1814	в речи	4	1
1815	из всего	1	1
1816	не обнаруживает	4	1
1817	его содержании	1	1
1818	следовательно все	1	1
1819	развития но	1	1
1820	можно поставить	1	1
1821	или символу	1	1
1822	с не	2	1
1823	понятно и	1	1
1824	случаях в	1	1
1825	которое тоже	1	1
1826	самого и	1	1
1827	значение слов	1	1
1828	только через	1	1
1829	приходит в	1	1
1830	общие и	1	1
1831	нужно чтобы	1	1
1832	поводу этой	1	1
1833	этом можно	1	1
1834	и сделал	1	1
1835	разницу между	2	1
1836	по своим	1	1
1837	языка то	1	1
1838	свидетельствующее об	1	1
1839	отношений уже	1	1
1840	к движению	1	1
1841	разные стороны	1	1
1842	и словом	3	1
1843	но несомненно	1	1
1844	предмета ни	1	1
1845	отражается в	2	1
1846	при полном	1	1
1847	многие могут	1	1
1848	другу но	1	1
1849	и наоборот	5	1
1850	понятно что	1	1
1851	хотя может	1	1
1852	все и	1	1
1853	всем другим	1	1
1854	процесс таким	1	1
1855	образа а	1	1
1856	на глаз	2	1
1857	построены на	1	1
1858	следовало бы	2	1
1859	языка язык	2	1
1860	сам и	1	1
1861	противоречия между	1	1
1862	этом а	1	1
1863	этого последнего	4	1
1864	другие но	2	1
1865	сложности и	1	1
1866	сама собою	1	1
1867	значение языка	2	1
1868	это очевидно	1	1
1869	может вызвать	1	1
1870	к своей	2	1
1871	слов но	1	1
1872	самом своем	1	1
1873	слова при	3	1
1874	слова если	2	1
1875	идти по	1	1
1876	произведения но	1	1
1877	чтобы взять	1	1
1878	точек не	1	1
1879	содержание в	3	1
1880	на пути	2	1
1881	язык есть	6	1
1882	женщины с	1	1
1883	несколько примеров	1	1
1884	к мысли	4	1
1885	звуком и	3	1
1886	и другую	1	1
1887	этого символического	1	1
1888	любовь к	1	1
1889	от полной	1	1
1890	от большого	1	1
1891	в вопросе	1	1
1892	было сказано	2	1
1893	на ней	1	1
1894	понятия как	1	1
1895	последняя в	1	1
1896	и формы	1	1
1897	нечто отличное	1	1
1898	но какой	1	1
1899	более сложное	1	1
1900	известным образом	4	1
1901	тождественно с	1	1
1902	переход от	3	1
1903	другого не	1	1
1904	этот человек	1	1
1905	таких условиях	1	1
1906	своем языке	2	1
1907	самой сущности	1	1
1908	нам право	1	1
1909	такая же	2	1
1910	но возможно	1	1
1911	известное количество	1	1
1912	есть конечно	1	1
1913	будем говорить	1	1
1914	ли она	4	1
1915	необходимо прибавить	1	1
1916	позволим себе	1	1
1917	быть существенным	1	1
1918	необходимое в	1	1
1919	можем сказать	1	1
1920	нас а	1	1
1921	какое содержание	1	1
1922	вполне определенный	1	1
1923	только повторением	1	1
1924	наш глаз	1	1
1925	заблуждения будто	1	1
1926	другое имеет	1	1
1927	имели бы	1	1
1928	к этим	1	1
1929	образа к	1	1
1930	слово как	5	1
1931	самого образа	1	1
1932	и искусство	1	1
1933	посмотреть на	1	1
1934	к ее	1	1
1935	ее меньше	1	1
1936	состоящая из	1	1
1937	если один	1	1
1938	в науках	1	1
1939	мысли так	2	1
1940	и представляет	1	1
1941	она имеет	1	1
1942	глядя на	2	1
1943	большим или	1	1
1944	или наоборот	2	1
1945	весьма трудно	2	1
1946	или представляем	1	1
1947	глубины что	1	1
1948	необходимо должно	1	1
1949	же словом	3	1
1950	уже без	1	1
1951	похожи на	1	1
1952	об одном	2	1
1953	есть вода	1	1
1954	мы знаем	1	1
1955	причины в	1	1
1956	по-видимому не	2	1
1957	сильнее чем	1	1
1958	когда люди	1	1
1959	но слово	4	1
1960	д можно	1	1
1961	этого будет	1	1
1962	только возможно	1	1
1963	полной ясности	1	1
1964	обозначает не	1	1
1965	создавало бы	1	1
1966	или представление	1	1
1967	творчества но	1	1
1968	отличие в	1	1
1969	можем употребить	1	1
1970	с нашей	1	1
1971	полная истина	1	1
1972	отдельных словах	2	1
1973	искусство то	1	1
1974	без дальнейших	1	1
1975	природу и	1	1
1976	ряды а	1	1
1977	можем воспользоваться	1	1
1978	что становится	1	1
1979	лишенным всякой	1	1
1980	в самые	1	1
1981	мы на	1	1
1982	отсюда видно	2	1
1983	строить из	1	1
1984	же значение	1	1
1985	века не	2	1
1986	ее от	2	1
1987	есть явление	1	1
1988	ее развития	1	1
1989	никакой нужды	1	1
1990	отделаться от	2	1
1991	в чувственном	2	1
1992	будет равняться	1	1
1993	заключить что	3	1
1994	предмет мы	1	1
1995	развития как	1	1
1996	сказать чтобы	1	1
1997	не остается	1	1
1998	снимок с	1	1
1999	необходимости и	1	1
2000	этом последнем	2	1
2001	без него	3	1
2002	и язык	2	1
2003	эти три	1	1
2004	самым и	1	1
2005	целиком и	1	1
2006	одно только	3	1
2007	рядом с	2	1
2008	одном из	4	1
2009	даже тогда	3	1
2010	же точно	1	1
2011	так сказать	6	1
2012	самом строгом	1	1
2013	в двух	1	1
2014	к вопросу	1	1
2015	друга что	1	1
2016	сказать несколько	2	1
2017	из одного	3	1
2018	вообще было	1	1
2019	и чувствовать	2	1
2020	этой вещи	1	1
2021	ним или	1	1
2022	существовать без	1	1
2023	тоже относится	1	1
2024	сходно с	2	1
2025	области человеческой	1	1
2026	сознания или	1	1
2027	не встречает	1	1
2028	слово есть	12	1
2029	и быть	3	1
2030	что поэтому	2	1
2031	в устах	1	1
2032	понимание этого	1	1
2033	можем не	2	1
2034	содержание слова	2	1
2035	него есть	1	1
2036	в наше	1	1
2037	и необходимость	1	1
2038	когда нам	1	1
2039	не один	2	1
2040	языком и	3	1
2041	о пользе	1	1
2042	как объект	1	1
2043	к такой	1	1
2044	в шутку	2	1
2045	себе на	1	1
2046	не были	4	1
2047	не могла	2	1
2048	уже потому	1	1
2049	сами эти	1	1
2050	независимое от	1	1
2051	человека по	1	1
2052	деле а	1	1
2053	языки как	1	1
2054	и другая	2	1
2055	художественной цельности	2	1
2056	различны но	1	1
2057	как один	1	1
2058	самих и	1	1
2059	что каждое	2	1
2060	вода но	1	1
2061	его так	1	1
2062	или наконец	1	1
2063	могла бы	2	1
2064	и какое	1	1
2065	того кто	2	1
2066	не само	1	1
2067	не связанных	1	1
2068	такой который	1	1
2069	эта бесконечность	1	1
2070	и предложение	1	1
2071	оно имеет	3	1
2072	само не	2	1
2073	то значит	1	1
2074	искусства может	1	1
2075	рода значений	1	1
2076	слова что	1	1
2077	роль играет	1	1
2078	все остальное	1	1
2079	теми же	1	1
2080	состояния человека	1	1
2081	не вижу	1	1
2082	однако по	2	1
2083	объективное существование	1	1
2084	каждый член	1	1
2085	своей и	1	1
2086	постоянного и	1	1
2087	на место	1	1
2088	чувств и	1	1
2089	его сущности	1	1
2090	и насколько	1	1
2091	и ограниченность	1	1
2092	произведением искусства	2	1
2093	искусство может	2	1
2094	эту последнюю	2	1
2095	есть отсутствие	1	1
2096	но факт	1	1
2097	один другому	1	1
2098	можно получить	1	1
2099	и против	1	1
2100	его уже	1	1
2101	сознании а	1	1
2102	я по	1	1
2103	них в	2	1
2104	первобытной и	1	1
2105	также что	1	1
2106	в статуе	1	1
2107	к художественному	1	1
2108	говорит нам	2	1
2109	связан в	1	1
2110	потом и	1	1
2111	звук его	2	1
2112	мысль не	3	1
2113	не находим	1	1
2114	отражением в	1	1
2115	и счастья	1	1
2116	романа и	1	1
2117	их ясности	3	1
2118	этих формул	1	1
2119	в другой	3	1
2120	дождя и	1	1
2121	разница только	1	1
2122	ответ на	3	1
2123	о пределах	1	1
2124	более глубокое	1	1
2125	в человеке	4	1
2126	и слов	1	1
2127	из нескольких	1	1
2128	к разложению	1	1
2129	искусства другими	1	1
2130	символ известного	1	1
2131	искусство имеет	1	1
2132	не сознавать	1	1
2133	все человечество	1	1
2134	можем себе	2	1
2135	других отношений	1	1
2136	то звук	1	1
2137	строгом смысле	2	1
2138	с таким	3	1
2139	между такими	1	1
2140	чувственного восприятия	2	1
2141	мало для	1	1
2142	мысль что	4	1
2143	языков и	2	1
2144	это дается	1	1
2145	этого отражения	1	1
2146	мы придаем	1	1
2147	развития в	2	1
2148	и другому	1	1
2149	не пустым	1	1
2150	чувство и	1	1
2151	чувственные восприятия	4	1
2152	что называется	1	1
2153	значении этого	1	1
2154	для сознания	5	1
2155	к таким	1	1
2156	в памяти	4	1
2157	те же	6	1
2158	понятие а	2	1
2159	не принимая	1	1
2160	мы мыслим	1	1
2161	этому что	1	1
2162	поэзии и	8	1
2163	нас думать	1	1
2164	выводы в	1	1
2165	что вообще	3	1
2166	звуке и	1	1
2167	определенный смысл	1	1
2168	словами и	1	1
2169	это может	1	1
2170	на другие	7	1
2171	что ничем	1	1
2172	в более-менее	1	1
2173	содержание здесь	1	1
2174	язык имеет	1	1
2175	можно в	1	1
2176	и сюда	1	1
2177	его и	1	1
2178	этого темного	1	1
2179	вещи то	1	1
2180	в поэзии	4	1
2181	слово например	1	1
2182	с места	1	1
2183	он требует	1	1
2184	формул и	1	1
2185	существует для	4	1
2186	возвращаемся к	1	1
2187	картинами природы	1	1
2188	громкий звук	1	1
2189	предметов но	1	1
2190	можем их	1	1
2191	в течение	2	1
2192	вся наша	1	1
2193	таком виде	1	1
2194	чем они	1	1
2195	быть не	4	1
2196	в понятие	1	1
2197	этом рассказе	1	1
2198	из его	1	1
2199	каким мы	1	1
2200	как цвет	1	1
2201	нам для	1	1
2202	к высшим	1	1
2203	и теперь	6	1
2204	в которую	1	1
2205	приводит в	1	1
2206	отношении к	3	1
2207	есть сравнение	1	1
2208	мысль наша	1	1
2209	тождество с	1	1
2210	признаков из	2	1
2211	человека только	2	1
2212	узком значении	1	1
2213	пока мы	1	1
2214	слова с	4	1
2215	этой стороны	2	1
2216	получает от	1	1
2217	потери и	1	1
2218	еще один	1	1
2219	вне его	1	1
2220	но без	2	1
2221	состоит в	1	1
2222	невозможно можно	1	1
2223	их верный	1	1
2224	ему такое	1	1
2225	много общего	1	1
2226	глубокое и	1	1
2227	от простой	1	1
2228	чем она	1	1
2229	в самую	1	1
2230	какой она	1	1
2231	она имела	1	1
2232	мысли но	3	1
2233	следовательно сама	1	1
2234	мы раз	1	1
2235	после такого	1	1
2236	впечатлений в	1	1
2237	которым оно	2	1
2238	языкознания в	2	1
2239	мать и	1	1
2240	ниже если	1	1
2241	не видит	1	1
2242	такое содержание	1	1
2243	менее этот	1	1
2244	по этой	1	1
2245	не мешают	1	1
2246	мешает нам	1	1
2247	во времени	2	1
2248	в систему	2	1
2249	известных нам	1	1
2250	в первых	1	1
2251	с каким	3	1
2252	к очень	1	1
2253	к содержанию	4	1
2254	от полноты	1	1
2255	и имеем	1	1
2256	или меньшим	1	1
2257	при создании	3	1
2258	от простого	1	1
2259	душа не	1	1
2260	и теряют	1	1
2261	мысли а	5	1
2262	понятие или	1	1
2263	его мы	1	1
2264	художник должен	1	1
2265	сила или	2	1
2266	речи то	1	1
2267	виде есть	1	1
2268	нами терминологии	1	1
2269	слова именно	1	1
2270	за собою	4	1
2271	значений не	1	1
2272	мысль моя	1	1
2273	не без	1	1
2274	этой мысли	2	1
2275	действительности именно	1	1
2276	нашей точки	1	1
2277	в сфере	1	1
2278	мало того	1	1
2279	будет относиться	1	1
2280	и вслед	1	1
2281	жизни все	1	1
2282	наши слова	1	1
2283	с определенным	1	1
2284	только сказать	1	1
2285	невозможно без	2	1
2286	смысле этого	9	1
2287	есть акт	2	1
2288	представлений и	5	1
2289	не связано	1	1
2290	них и	1	1
2291	том в	1	1
2292	этого сознания	1	1
2293	что действительно	2	1
2294	чувственного образа	20	1
2295	думать не	1	1
2296	символу и	1	1
2297	имя не	1	1
2298	бы ничего	1	1
2299	внутреннюю форму	8	1
2300	остается и	1	1
2301	и результат	1	1
2302	усилия мысли	1	1
2303	своими глазами	1	1
2304	и тому	1	1
2305	обобщения как	1	1
2306	за тем	3	1
2307	слова слово	1	1
2308	что сами	1	1
2309	все силы	1	1
2310	не горит	2	1
2311	образов с	1	1
2312	нее только	1	1
2313	на память	3	1
2314	впрочем не	1	1
2315	художника и	2	1
2316	х годах	1	1
2317	и связь	1	1
2318	себе или	1	1
2319	стремление к	1	1
2320	силу этого	1	1
2321	и человеческой	2	1
2322	разницы между	2	1
2323	бы эти	1	1
2324	по самой	1	1
2325	представление не	1	1
2326	мы прибавим	1	1
2327	все черты	2	1
2328	что законы	1	1
2329	например такие	1	1
2330	как все	1	1
2331	другой но	1	1
2332	она только	1	1
2333	от огня	1	1
2334	быть вполне	1	1
2335	ему не	2	1
2336	настолько насколько	3	1
2337	с ног	1	1
2338	отношений которые	1	1
2339	на сердце	1	1
2340	словом или	1	1
2341	в данную	1	1
2342	может выражаться	1	1
2343	образом мы	1	1
2344	своей природе	1	1
2345	предыдущего мы	1	1
2346	есть самого	1	1
2347	к божественному	1	1
2348	и появление	1	1
2349	возьмем например	1	1
2350	с первым	1	1
2351	показывает что	2	1
2352	единицу и	1	1
2353	нечто совершенно	1	1
2354	и представление	2	1
2355	то нужно	1	1
2356	не по	1	1
2357	эти общие	1	1
2358	ясностью но	1	1
2359	есть произведение	2	1
2360	для кого	1	1
2361	есть субъект	1	1
2362	или действия	2	1
2363	ясности в	1	1
2364	но язык	2	1
2365	чего мы	1	1
2366	понятия в	1	1
2367	и красоты	1	1
2368	поэтические образы	1	1
2369	то действительно	1	1
2370	не следует	6	1
2371	содержания а	2	1
2372	иначе не	1	1
2373	но вместе	5	1
2374	меняются и	1	1
2375	большого числа	1	1
2376	как огонь	1	1
2377	предмета которое	1	1
2378	во-вторых если	2	1
2379	что можно	1	1
2380	образом даже	1	1
2381	кажется из	1	1
2382	самую мысль	1	1
2383	или отражением	1	1
2384	своей цели	1	1
2385	и деятельность	1	1
2386	что сердце	1	1
2387	впрочем от	1	1
2388	современное развитие	1	1
2389	здесь к	1	1
2390	то нечто	1	1
2391	теоретического языкознания	1	1
2392	из членов	1	1
2393	произведения не	2	1
2394	понять что	1	1
2395	предметом и	2	1
2396	мог удержаться	1	1
2397	бытия и	1	1
2398	человечества но	1	1
2399	заключен в	1	1
2400	себе всю	1	1
2401	этой силы	1	1
2402	доказывать это	1	1
2403	эту идею	1	1
2404	главным образом	1	1
2405	языке есть	1	1
2406	степени и	1	1
2407	слово имеет	2	1
2408	человеческой природы	2	1
2409	предметов если	1	1
2410	мы приняли	1	1
2411	цвета не	1	1
2412	с разнообразным	1	1
2413	мир не	1	1
2414	указанные до	1	1
2415	в собственных	1	1
2416	какого бы	1	1
2417	например только	1	1
2418	ее части	1	1
2419	видели в	1	1
2420	которой все	1	1
2421	чувственных образов	4	1
2422	как форма	2	1
2423	перед собою	2	1
2424	объективного и	1	1
2425	закона и	1	1
2426	мысль если	1	1
2427	исходя из	1	1
2428	всего человека	2	1
2429	предмете не	1	1
2430	порядка в	1	1
2431	того не	1	1
2432	и переходит	1	1
2433	об искусстве	1	1
2434	внутреннее состояние	1	1
2435	под ним	2	1
2436	будет не	2	1
2437	в противоречие	1	1
2438	которым они	1	1
2439	i по	2	1
2440	или нет	1	1
2441	по выражению	1	1
2442	в море	1	1
2443	то об	1	1
2444	образы то	1	1
2445	отношение а	1	1
2446	имеет ближайшее	1	1
2447	всех ее	1	1
2448	которое может	1	1
2449	всем и	1	1
2450	речь только	1	1
2451	чем говорить	1	1
2452	не требующим	2	1
2453	быть может	7	1
2454	признаков и	3	1
2455	по мере	12	1
2456	отдельных актов	1	1
2457	внешней формы	1	1
2458	образа есть	1	1
2459	противоречащие друг	1	1
2460	среди других	1	1
2461	было как	1	1
2462	этим путем	1	1
2463	а между	6	1
2464	ему но	1	1
2465	значения в	1	1
2466	вообще но	1	1
2467	входящим в	1	1
2468	самом общем	1	1
2469	такой уж	1	1
2470	на такой	1	1
2471	определений и	1	1
2472	к более	1	1
2473	с предыдущим	1	1
2474	ведет к	1	1
2475	последний может	1	1
2476	в простейшем	1	1
2477	очень быстро	1	1
2478	но становится	1	1
2479	но самое	2	1
2480	говорит ни	1	1
2481	как попало	1	1
2482	она представляется	1	1
2483	давно уже	4	1
2484	чем теперь	2	1
2485	начинается с	1	1
2486	выражения и	1	1
2487	понимания слова	2	1
2488	не таким	1	1
2489	желтого цвета	1	1
2490	осмыслен чем	1	1
2491	стремления к	1	1
2492	относиться ко	1	1
2493	что имел	1	1
2494	мы так	1	1
2495	этот закон	1	1
2496	и слово	6	1
2497	понимания языка	1	1
2498	в какие	2	1
2499	или согласно	1	1
2500	и относится	1	1
2501	если уже	1	1
2502	языка мы	3	1
2503	в переносном	1	1
2504	не я	3	1
2505	большей части	2	1
2506	одно время	3	1
2507	при всей	2	1
