N	2gram	Bakhtin_KF	Psycholo
1307	что значит	2	1
1308	факте и	1	1
1309	переживания как	2	1
1310	этой мысли	1	1
1311	не теряя	1	1
1312	ее а	1	1
1313	для всего	1	1
1314	а это	2	1
1315	единства и	2	1
1316	нашей точки	1	1
1317	в жизнь	1	1
1318	сознания по	2	1
1319	не содержит	1	1
1320	нет это	1	1
1321	где эти	1	1
1322	остается и	1	1
1323	менее всего	6	1
1324	все силы	1	1
1325	даже трудно	1	1
1326	истины и	2	1
1327	значило бы	2	1
1328	если и	1	1
1329	противном случае	1	1
1330	и этих	1	1
1331	берегов отчизны	1	1
1332	где одна	1	1
1333	в действительной	4	1
1334	тогда оказалось	1	1
1335	это хорошо	1	1
1336	его определение	1	1
1337	а он	1	1
1338	ли отсюда	1	1
1339	особенно в	1	1
1340	она только	1	1
1341	его еще	1	1
1342	которого и	2	1
1343	спросить в	1	1
1344	установить между	1	1
1345	события так	2	1
1346	в суждениях	1	1
1347	моменты и	3	1
1348	а просто	1	1
1349	с основной	1	1
1350	единства но	2	1
1351	в действительность	1	1
1352	дело когда	2	1
1353	всей своей	2	1
1354	но всегда	2	1
1355	к последнему	3	1
1356	для теоретической	1	1
1357	ее жизни	3	1
1358	как поэт	1	1
1359	и свершается	1	1
1360	а по	2	1
1361	образом поскольку	1	1
1362	и эстетической	1	1
1363	признает в	1	1
1364	но такое	1	1
1365	ним как	1	1
1366	этот факт	2	1
1367	же на	1	1
1368	а скорее	1	1
1369	вопросу к	1	1
1370	оно должно	1	1
1371	здесь возникает	1	1
1372	психологического значения	1	1
1373	выход в	2	1
1374	общего положения	1	1
1375	другой и	1	1
1376	не систему	1	1
1377	но я	2	1
1378	и единственный	5	1
1379	включает в	2	1
1380	технический прием	1	1
1381	решает дела	1	1
1382	вся система	1	1
1383	оставить в	1	1
1384	себя но	1	1
1385	и себе	2	1
1386	поэтому мы	1	1
1387	существовала до	1	1
1388	и попытка	1	1
1389	какого бы	1	1
1390	есть действие	1	1
1391	при созерцании	1	1
1392	человеческой жизни	1	1
1393	религии и	1	1
1394	чтобы дать	2	1
1395	в момент	3	1
1396	можно и	2	1
1397	поэт как	1	1
1398	самого себя	1	1
1399	в тупом	1	1
1400	ровно ничего	1	1
1401	она всегда	1	1
1402	это лишь	1	1
1403	найти и	1	1
1404	момента в	1	1
1405	этот момент	7	1
1406	я для	1	1
1407	жить и	2	1
1408	в принципе	2	1
1409	существенно для	1	1
1410	исторический факт	1	1
1411	и свой	2	1
1412	всего мы	1	1
1413	пример пояснит	1	1
1414	он имеет	2	1
1415	поведения но	1	1
1416	эстетической деятельности	1	1
1417	эта действительность	1	1
1418	проблемы в	1	1
1419	до степени	1	1
1420	систему и	1	1
1421	момента для	1	1
1422	нем нельзя	2	1
1423	и должен	2	1
1424	стороны в	3	1
1425	и превращает	1	1
1426	предмет и	2	1
1427	а именно	1	1
1428	как психолог	1	1
1429	именно при	1	1
1430	разных людей	1	1
1431	всего можно	1	1
1432	для эстетического	2	1
1433	относиться к	1	1
1434	определяется не	1	1
1435	это значило	2	1
1436	сам же	1	1
1437	в формальной	1	1
1438	это с	1	1
1439	двуликий янус	1	1
1440	шире и	1	1
1441	и сполна	1	1
1442	аналогию с	1	1
1443	лицом и	1	1
1444	чувствует себя	1	1
1445	не отменяет	1	1
1446	всем моментам	1	1
1447	каково бы	1	1
1448	время от	1	1
1449	чему не	2	1
1450	этой возможности	1	1
1451	его конкретной	4	1
1452	входит в	4	1
1453	не должен	3	1
1454	каждой данной	1	1
1455	тогда совершенно	1	1
1456	от действительного	2	1
1457	суждения и	2	1
1458	с нашим	1	1
1459	психологии которая	1	1
1460	есть своеобразный	1	1
1461	и т.п	1	1
1462	меня есть	1	1
1463	между отдельными	1	1
1464	в различных	1	1
1465	и желания	1	1
1466	виду и	1	1
1467	философия не	3	1
1468	этим не	2	1
1469	лежит вне	1	1
1470	единое событие	1	1
1471	дано мне	2	1
1472	и отчетливо	2	1
1473	быть признан	1	1
1474	эти эстетические	1	1
1475	этого мира	3	1
1476	в средние	1	1
1477	не становится	1	1
1478	по которой	1	1
1479	я с	1	1
1480	есть познание	1	1
1481	момент в	7	1
1482	нам остается	1	1
1483	казаться что	1	1
1484	и входит	1	1
1485	в системе	1	1
1486	где все	1	1
1487	этих людей	2	1
1488	но сама	1	1
1489	и действительной	1	1
1490	вся эта	2	1
1491	своего развития	1	1
1492	не дано	1	1
1493	ее как	2	1
1494	или бессознательно	1	1
1495	него как	1	1
1496	и эстетических	1	1
1497	не противоречит	1	1
1498	содержится в	1	1
1499	места для	1	1
1500	к человеку	1	1
1501	имеют в	1	1
1502	других для	2	1
1503	сам начинает	1	1
1504	смысле в	2	1
1505	а тот	1	1
1506	есть его	2	1
1507	него самого	1	1
1508	любит и	1	1
1509	оно переживается	2	1
1510	и сама	1	1
1511	и через	1	1
1512	и этим	3	1
1513	значит не	1	1
1514	на которого	1	1
1515	отсюда что	1	1
1516	мне с	1	1
1517	то только	1	1
1518	этого человека	1	1
1519	научного и	1	1
1520	всеми другими	1	1
1521	нашей мысли	1	1
1522	каждый свой	1	1
1523	относит его	2	1
1524	как жизнь	1	1
1525	этого утверждения	1	1
1526	все наше	1	1
1527	совершенно определенного	1	1
1528	выражает и	1	1
1529	и последняя	1	1
1530	как его	4	1
1531	мы познаем	1	1
1532	совершается и	1	1
1533	и своего	1	1
1534	недостаток всех	1	1
1535	между прочим	1	1
1536	а эта	3	1
1537	нужно еще	1	1
1538	мы делаем	1	1
1539	своей мысли	1	1
1540	целостности нет	1	1
1541	противопоставляет себя	1	1
1542	всех своих	4	1
1543	в индивидуальном	1	1
1544	даже там	1	1
1545	возможной эстетическую	1	1
1546	этого названия	1	1
1547	может жить	1	1
1548	они занимают	1	1
1549	акт как	2	1
1550	и познания	1	1
1551	в живой	1	1
1552	не содержится	1	1
1553	которое они	1	1
1554	границы и	1	1
1555	эпоху а	1	1
1556	положение не	3	1
1557	факт то	1	1
1558	и миром	1	1
1559	представлен как	1	1
1560	в соответствующей	1	1
1561	содержание но	1	1
1562	быть ответственно	1	1
1563	не способна	2	1
1564	суждения а	1	1
1565	ее смысл	1	1
1566	образом то	1	1
1567	жизнь как	6	1
1568	известном смысле	1	1
1569	но нет	2	1
1570	я принимаю	1	1
1571	всех сторон	1	1
1572	было дано	2	1
1573	мысль в	1	1
1574	ту область	1	1
1575	слиты в	1	1
1576	их теоретической	1	1
1577	границу между	1	1
1578	до абсурда	1	1
1579	нет не	1	1
1580	ко всякому	1	1
1581	ней все	1	1
1582	красота и	1	1
1583	осуществления и	1	1
1584	всех отношениях	2	1
1585	должен поступить	1	1
1586	не содержание	2	1
1587	тенденция в	1	1
1588	одном случае	1	1
1589	он стремится	1	1
1590	безотносительно к	1	1
1591	в час	3	1
1592	и вследствие	1	1
1593	факта и	2	1
1594	во власти	1	1
1595	со своего	5	1
1596	тот единственный	1	1
1597	в обе	1	1
1598	мысль совершенно	1	1
1599	неба своды	1	1
1600	самому своему	1	1
1601	и отдельного	1	1
1602	нем как	4	1
1603	по принципу	1	1
1604	дан в	2	1
1605	это уже	2	1
1606	звучит для	1	1
1607	имеет с	1	1
1608	свою психологическую	1	1
1609	о принципе	1	1
1610	бы возникнуть	1	1
1611	через эту	1	1
1612	даны и	2	1
1613	самом существенном	1	1
1614	смыслу и	2	1
1615	науки и	1	1
1616	само есть	1	1
1617	смысла в	2	1
1618	него нет	1	1
1619	связанная с	1	1
1620	она становится	1	1
1621	совершенно несправедливо	1	1
1622	могут стать	2	1
1623	я имею	3	1
1624	собой и	1	1
1625	и единство	3	1
1626	не делает	1	1
1627	что язык	1	1
1628	в действительном	6	1
1629	падает в	1	1
1630	отсюда ясно	1	1
1631	быть понято	1	1
1632	момент этого	1	1
1633	не знать	1	1
1634	несправедливо думать	1	1
1635	которым я	2	1
1636	утверждения и	2	1
1637	в большинстве	1	1
1638	это единственная	1	1
1639	сама не	1	1
1640	и разрешает	1	1
1641	созерцание с	1	1
1642	часть нашего	1	1
1643	я должен	7	1
1644	что ей	1	1
1645	со всех	1	1
1646	это событие	1	1
1647	каким бы	1	1
1648	себя для	1	1
1649	оказывается то	1	1
1650	бы эта	1	1
1651	но лишь	7	1
1652	не дана	1	1
1653	эта мысль	1	1
1654	пытается построить	1	1
1655	нет она	1	1
1656	для берегов	2	1
1657	мире с	1	1
1658	смысла который	1	1
1659	такова и	1	1
1660	только это	2	1
1661	соответствии с	2	1
1662	основе нашей	1	1
1663	к миру	1	1
1664	свое содержание	1	1
1665	здесь и	1	1
1666	какие бы	1	1
1667	месте в	1	1
1668	все с	1	1
1669	с него	1	1
1670	быть распространено	1	1
1671	единство в	1	1
1672	понятием как	1	1
1673	и долготу	1	1
1674	возможность не	1	1
1675	и критике	1	1
1676	реальное и	1	1
1677	или просто	1	1
1678	этот термин	1	1
1679	вокруг него	2	1
1680	ему в	2	1
1681	не нужен	2	1
1682	этого она	1	1
1683	второй половине	1	1
1684	именно ее	1	1
1685	человека за	1	1
1686	предположение что	1	1
1687	не единственным	1	1
1688	этого акта	1	1
1689	протекания этого	1	1
1690	вокруг двух	1	1
1691	включает как	1	1
1692	героиня и	1	1
1693	будет ли	2	1
1694	день и	1	1
1695	и одна	1	1
1696	и принципиально	2	1
1697	то прежде	1	1
1698	моментов нет	1	1
1699	его осуществления	2	1
1700	и живое	1	1
1701	подчиняется в	1	1
1702	и выразить	1	1
1703	ценность в	1	1
1704	одной в	1	1
1705	акт в	1	1
1706	можно установить	1	1
1707	картина может	1	1
1708	акт не	1	1
1709	быть определены	1	1
1710	один момент	1	1
1711	чувство только	1	1
1712	говорить об	1	1
1713	мира и	4	1
1714	этим самым	1	1
1715	войти в	3	1
1716	и лежат	1	1
1717	совершенно иной	1	1
1718	следует конечно	2	1
1719	единство и	1	1
1720	является еще	1	1
1721	за его	1	1
1722	единого акта	2	1
1723	но конечно	3	1
1724	я позволю	1	1
1725	конечно это	1	1
1726	homo sapiens	3	1
1727	чем эта	1	1
1728	переживается как	1	1
1729	не решает	1	1
1730	может возникнуть	1	1
1731	человека все	1	1
1732	путем чисто	1	1
1733	где я	4	1
1734	быть к	1	1
1735	решения этой	1	1
1736	это сознание	1	1
1737	во второй	1	1
1738	от действительной	1	1
1739	творчестве но	1	1
1740	сознание в	1	1
1741	и живы	1	1
1742	поступка и	7	1
1743	разных точек	1	1
1744	не станет	1	1
1745	которую я	2	1
1746	с человеком	3	1
1747	всей его	2	1
1748	это сам	1	1
1749	еще на	1	1
1750	стороны общей	1	1
1751	тоне но	1	1
1752	всех его	2	1
1753	него и	2	1
1754	что подобные	1	1
1755	и каждая	1	1
1756	хiх и	2	1
1757	о каких	1	1
1758	только по	2	1
1759	связи между	1	1
1760	от времени	1	1
1761	содержания на	1	1
1762	как этот	1	1
1763	реакция есть	1	1
1764	людей его	1	1
1765	единственным и	3	1
1766	план и	1	1
1767	она действительно	1	1
1768	это отнюдь	1	1
1769	и героиня	1	1
1770	момент его	9	1
1771	а эти	1	1
1772	здесь этот	1	1
