N	2gram	Potebnia_M	Vladivir
1321	всякого участия	1	1
1322	как его	1	1
1323	к стремлению	1	1
1324	с представлением	1	1
1325	в понятии	2	1
1326	очевидно что	5	1
1327	менее он	1	1
1328	но чтобы	1	1
1329	между этими	2	1
1330	вопрос почему	1	1
1331	смысле и	1	1
1332	и природа	1	1
1333	человек и	1	1
1334	организма и	1	1
1335	все духовное	1	1
1336	понимаю и	1	1
1337	чего бы	2	1
1338	есть именно	1	1
1339	поэтому его	1	1
1340	и произведения	1	1
1341	при новом	1	1
1342	долго и	1	1
1343	место и	1	1
1344	души в	2	1
1345	человеке и	2	1
1346	сделать его	2	1
1347	понимание и	1	1
1348	объективно и	1	1
1349	призыва к	1	1
1350	и следовательно	4	1
1351	что слово	5	1
1352	тогда только	1	1
1353	но жизнь	1	1
1354	и душевные	1	1
1355	даже постоянно	1	1
1356	что как	4	1
1357	в других	6	1
1358	и отдельные	2	1
1359	вопрос что	1	1
1360	не нуждаясь	1	1
1361	человека а	1	1
1362	всех народов	1	1
1363	это определение	2	1
1364	искусство не	1	1
1365	вопроса о	2	1
1366	деятельности и	5	1
1367	а потом	1	1
1368	на которую	3	1
1369	остается в	1	1
1370	в каждом	6	1
1371	времени а	1	1
1372	здесь как	1	1
1373	только от	2	1
1374	что никакое	1	1
1375	самое название	1	1
1376	находит свое	1	1
1377	и быть	1	1
1378	спросим себя	1	1
1379	сознания а	1	1
1380	особенно на	1	1
1381	был уже	1	1
1382	мысль и	1	1
1383	тех и	3	1
1384	все яснее	1	1
1385	разных местах	1	1
1386	эти слова	1	1
1387	этой точки	2	1
1388	не дает	2	1
1389	жить как	1	1
1390	на другой	2	1
1391	очевидно не	1	1
1392	ту же	1	1
1393	не один	2	1
1394	для теории	3	1
1395	об исторической	1	1
1396	раньше того	1	1
1397	если б	7	1
1398	на нем	1	1
1399	физических явлений	2	1
1400	если же	5	1
1401	возвращаясь к	1	1
1402	в личной	1	1
1403	ничего нового	1	1
1404	себе на	1	1
1405	для человека	3	1
1406	время когда	2	1
1407	уже потому	1	1
1408	с общим	3	1
1409	но об	1	1
1410	силы человека	2	1
1411	времен и	2	1
1412	этот вопрос	2	1
1413	та которая	1	1
1414	над ним	1	1
1415	эмпиризма и	1	1
1416	то а	1	1
1417	которого в	1	1
1418	многих случаях	2	1
1419	мысли от	1	1
1420	того кто	2	1
1421	значение и	4	1
1422	как эта	1	1
1423	литературы или	1	1
1424	одному человеку	2	1
1425	но без	2	1
1426	т п	6	1
1427	и опять	1	1
1428	основанное на	1	1
1429	слова из	1	1
1430	многие и	1	1
1431	друг другу	4	1
1432	для нашего	1	1
1433	обратимся к	1	1
1434	есть вместе	3	1
1435	в общих	1	1
1436	что может	1	1
1437	способности к	1	1
1438	даже самого	1	1
1439	значить что	2	1
1440	только логически	1	1
1441	столь же	6	1
1442	другой не	2	1
1443	ней в	1	1
1444	в противном	3	1
1445	не сразу	2	1
1446	ли эта	1	1
1447	мы ей	1	1
1448	на который	1	1
1449	есть следствие	2	1
1450	или слово	1	1
1451	а как	3	1
1452	многое не	1	1
1453	кто знает	1	1
1454	же необходимо	1	1
1455	и случайное	1	1
1456	себе как	1	1
1457	и чем	1	1
1458	нет не	1	1
1459	в один	2	1
1460	него то	2	1
1461	имеет дело	2	1
1462	и насколько	1	1
1463	что до	2	1
1464	о предметах	1	1
1465	могли быть	1	1
1466	именно что	2	1
1467	рубеже двух	1	1
1468	от самого	1	1
1469	вытекающее из	1	1
1470	вопросом о	2	1
1471	все признаки	2	1
1472	время его	1	1
1473	связи и	1	1
1474	его со	1	1
1475	него по	1	1
1476	собственном смысле	2	1
1477	во втором	6	1
1478	не нашел	1	1
1479	было но	1	1
1480	когда уже	3	1
1481	их только	1	1
1482	каждому из	4	1
1483	которым принадлежат	1	1
1484	его собственное	1	1
1485	таким а	1	1
1486	форме что	1	1
1487	что бог	1	1
1488	только те	1	1
1489	необходимость его	1	1
1490	например что	3	1
1491	его уже	1	1
1492	и образуют	1	1
1493	как содержание	1	1
1494	его из	1	1
1495	первой по	1	1
1496	и истина	1	1
1497	итак мы	1	1
1498	п с	1	1
1499	не действительный	2	1
1500	и одно	1	1
1501	легко можно	1	1
1502	само собою	4	1
1503	одном акте	1	1
1504	сказать даже	1	1
1505	я еще	1	1
1506	на небе	1	1
1507	тоже только	1	1
1508	еще мало	1	1
1509	это уже	1	1
1510	природе и	1	1
1511	связанное с	3	1
1512	же невозможно	1	1
1513	свою сторону	1	1
1514	и та	1	1
1515	мысль до	1	1
1516	времени когда	1	1
1517	жизни именно	1	1
1518	не исчерпывается	2	1
1519	от этой	1	1
1520	на лице	1	1
1521	зависит не	1	1
1522	есть организм	1	1
1523	в человеке	14	1
1524	невозможно и	2	1
1525	то совсем	1	1
1526	первых порах	1	1
1527	чем попало	1	1
1528	так сильно	1	1
1529	к области	1	1
1530	его собственный	1	1
1531	бытием но	1	1
1532	этих отношений	1	1
1533	него нет	1	1
1534	связанная с	1	1
1535	и сделать	1	1
1536	всегда результатом	1	1
1537	что нет	2	1
1538	начинается с	1	1
1539	существ и	1	1
1540	форм мысли	3	1
1541	чувства и	16	1
1542	отличаются от	1	1
1543	сказать в	1	1
1544	для преобразования	1	1
1545	которое как	1	1
1546	всегда в	1	1
1547	их и	2	1
1548	начал в	1	1
1549	его собственная	1	1
1550	мы могли	1	1
1551	частью в	1	1
1552	содержания а	1	1
1553	этом месте	1	1
1554	мы говорим	3	1
1555	содержание и	1	1
1556	языков и	1	1
1557	был связан	1	1
1558	выходила за	1	1
1559	мог найти	1	1
1560	человеческого духа	6	1
1561	не делает	1	1
1562	ничего такого	1	1
1563	времени не	1	1
1564	в процессе	1	1
1565	имел возможность	1	1
1566	ничем не	2	1
1567	значении этого	1	1
1568	живых существ	2	1
1569	может получить	1	1
1570	мысли о	6	1
1571	из тех	1	1
1572	в одних	2	1
1573	превращены в	1	1
1574	его сознании	1	1
1575	к нам	3	1
1576	нам возможность	1	1
1577	есть чувство	1	1
1578	находит что	1	1
1579	состоит из	1	1
1580	человека на	1	1
1581	никто не	3	1
1582	насколько это	1	1
1583	том смысле	7	1
1584	явлений и	3	1
1585	нужно чтобы	1	1
1586	ниже мы	1	1
1587	что весьма	1	1
1588	говоря и	1	1
1589	и были	1	1
1590	бы не	11	1
1591	не видно	5	1
1592	ничего в	1	1
1593	уважение к	2	1
1594	который не	1	1
1595	смысле оно	1	1
1596	может существовать	1	1
1597	зависимости от	1	1
1598	которая не	1	1
1599	на каждом	1	1
1600	будем рассматривать	1	1
1601	растет и	1	1
1602	такого положения	1	1
1603	смысле это	1	1
1604	быть назван	1	1
1605	души которые	2	1
1606	мы только	1	1
1607	второго лица	1	1
1608	три основные	1	1
1609	но их	1	1
1610	этого видно	1	1
1611	должны были	2	1
1612	будет непонятно	2	1
1613	поэтому не	1	1
1614	и многое	1	1
1615	образования и	2	1
1616	из другого	1	1
1617	перейти в	1	1
1618	которое нам	2	1
1619	лиц не	1	1
1620	состоянии когда	1	1
1621	их взаимных	1	1
1622	его образования	1	1
1623	более чем	1	1
1624	заключать в	1	1
1625	нас истины	1	1
1626	чем то	1	1
1627	того будет	1	1
1628	случае эта	1	1
1629	со светом	1	1
1630	быть не	7	1
1631	вызывает в	1	1
1632	не должны	1	1
1633	и тогда	2	1
1634	ими в	1	1
1635	хотя это	1	1
1636	ума есть	1	1
1637	что понятие	3	1
1638	с чувством	2	1
1639	систему как	1	1
1640	приводит в	5	1
1641	которого не	1	1
1642	не лишены	1	1
1643	что многие	2	1
1644	воля не	2	1
1645	и духовные	1	1
1646	в известном	2	1
1647	вслед за	2	1
1648	нужно говорить	1	1
1649	и объясняется	1	1
1650	как мысль	2	1
1651	человека что	1	1
1652	это стремление	2	1
1653	в мир	1	1
1654	эти противоречия	2	1
1655	мы считаем	1	1
1656	она по	1	1
1657	времени и	3	1
1658	идеи в	1	1
1659	существует ли	1	1
1660	как невозможно	1	1
1661	был его	1	1
1662	о словах	1	1
1663	что когда	1	1
1664	цели и	1	1
1665	решительно все	1	1
1666	каждый из	1	1
1667	только это	1	1
1668	быть много	1	1
1669	на первых	1	1
1670	вне его	1	1
1671	наука не	1	1
1672	связанных с	1	1
1673	делает невозможным	1	1
1674	в творчестве	1	1
1675	состоит в	1	1
1676	удовольствия и	8	1
1677	мысли это	1	1
1678	из одной	1	1
1679	чем с	1	1
1680	логической мысли	1	1
1681	мы обратили	1	1
1682	никакого намека	1	1
1683	нельзя думать	1	1
1684	на две	2	1
1685	принадлежит к	1	1
1686	при котором	3	1
1687	не другим	1	1
1688	в слишком	1	1
1689	оно стало	1	1
1690	которым мы	1	1
1691	дух человеческий	3	1
1692	с нею	6	1
1693	лучше всего	1	1
1694	нам и	2	1
1695	то она	3	1
1696	в сознании	8	1
1697	из пределов	1	1
1698	мысли но	2	1
1699	они еще	1	1
1700	совсем другое	1	1
1701	менее и	1	1
1702	как дух	2	1
1703	с действительно	2	1
1704	какие бы	1	1
1705	из него	3	1
1706	дает в	1	1
1707	дух как	1	1
1708	но которые	1	1
1709	не будучи	1	1
1710	пришлось бы	1	1
1711	другого и	1	1
1712	действительно существует	1	1
1713	свойства человеческой	1	1
1714	действительно нас	1	1
1715	высшей степени	1	1
1716	это новое	1	1
1717	индивидуальности и	1	1
1718	к лицу	1	1
1719	на предметы	1	1
1720	если считать	1	1
1721	дает нам	2	1
1722	вместе со	3	1
1723	нам известно	1	1
1724	их к	2	1
1725	мысли а	2	1
1726	можно себе	2	1
1727	со стремлением	1	1
1728	и прямо	1	1
1729	что ему	2	1
1730	и многие	1	1
1731	есть тоже	1	1
1732	с но	4	1
1733	слово но	1	1
1734	кто такой	1	1
1735	различие между	2	1
1736	не во	3	1
1737	перехода к	1	1
1738	следующие два	1	1
1739	исторической жизни	1	1
1740	общего и	1	1
1741	теперь как	1	1
1742	указываем на	1	1
1743	не тождественно	1	1
1744	при самом	5	1
1745	без основания	1	1
1746	в природу	1	1
1747	целом а	1	1
1748	чувства какие	1	1
1749	укажем только	1	1
1750	уже все	1	1
1751	это часто	1	1
1752	дошел до	2	1
1753	есть первое	1	1
1754	части его	1	1
1755	мира но	1	1
1756	а равно	2	1
1757	легко заметить	1	1
1758	что одно	2	1
1759	нашего внутреннего	1	1
1760	многие из	1	1
1761	будет ли	1	1
1762	что так	2	1
1763	в формах	3	1
1764	такое же	3	1
1765	нам еще	1	1
1766	божественности и	1	1
1767	видеть в	3	1
1768	научный характер	1	1
1769	что собственно	1	1
1770	указание на	2	1
1771	сказала что	1	1
1772	что первобытный	1	1
1773	на которой	1	1
1774	из своих	2	1
1775	уже были	1	1
1776	здесь три	1	1
1777	представления но	1	1
1778	лицом к	1	1
1779	на высших	1	1
1780	но одно	1	1
1781	возможно только	6	1
1782	смысле этого	3	1
1783	с первыми	2	1
1784	о ее	1	1
1785	прочим а	1	1
1786	таком состоянии	2	1
1787	истине но	1	1
1788	многое другое	1	1
1789	а второй	3	1
1790	какою она	1	1
1791	развить в	1	1
1792	а на	2	1
1793	свои мысли	1	1
1794	хотя как	1	1
1795	на каком	1	1
1796	в таких	2	1
1797	а еще	1	1
1798	развития которая	1	1
1799	бы для	2	1
1800	говорим о	1	1
1801	должно следовать	2	1
1802	отказаться от	1	1
1803	себе что	1	1
1804	и слова	2	1
1805	или в	4	1
1806	и представления	1	1
1807	новой и	1	1
1808	все ее	2	1
1809	для других	2	1
1810	скорее в	1	1
1811	то к	1	1
1812	явления а	1	1
1813	что ничего	1	1
1814	за этим	1	1
1815	на нее	2	1
1816	и начинается	1	1
1817	том виде	1	1
1818	которые как	1	1
1819	б с	1	1
1820	они имеют	1	1
1821	в последнем	2	1
1822	виду что	2	1
1823	этом что	1	1
1824	и другое	7	1
1825	воля но	1	1
1826	будем называть	1	1
1827	совсем иное	1	1
1828	в условиях	1	1
1829	между собою	10	1
1830	и скорее	1	1
1831	мнения о	2	1
1832	именно своего	1	1
1833	сама по	4	1
1834	словом и	2	1
1835	случае не	1	1
1836	из которого	3	1
1837	прийти к	1	1
1838	духу и	1	1
1839	как она	3	1
1840	этой цели	3	1
1841	или даже	3	1
1842	на источник	1	1
1843	стремление к	3	1
1844	противном случае	3	1
1845	близким к	1	1
1846	за другим	1	1
1847	и высшее	2	1
1848	средствами и	1	1
1849	или что	3	1
1850	не всем	2	1
1851	не создает	2	1
1852	и оно	1	1
1853	даже что	1	1
1854	одного предмета	1	1
1855	так а	2	1
1856	для которого	1	1
1857	в каждой	1	1
1858	вследствие чего	1	1
1859	которые с	1	1
1860	для нашей	1	1
1861	и таким	1	1
1862	за его	1	1
1863	в одной	2	1
1864	раннее детство	1	1
1865	справедливо говорит	1	1
1866	в создании	6	1
1867	раз как	1	1
1868	с какими	1	1
1869	связаны с	1	1
1870	от огня	1	1
1871	тоже есть	1	1
1872	мере в	1	1
1873	и человек	3	1
1874	на них	1	1
1875	оно может	2	1
1876	человека к	1	1
1877	об том	2	1
1878	и первые	1	1
1879	сказали бы	1	1
1880	ними нет	1	1
1881	это развитие	1	1
1882	может иметь	1	1
1883	между нами	1	1
1884	и человека	1	1
1885	и искусство	1	1
1886	как ни	1	1
1887	возвращается к	1	1
1888	к божественному	1	1
1889	возникали в	1	1
1890	которую мы	1	1
1891	что мать	1	1
1892	точек в	1	1
1893	ли в	2	1
1894	всю свою	1	1
1895	в основных	1	1
1896	что сущность	1	1
1897	заметить при	2	1
1898	и непосредственно	2	1
1899	и оценка	1	1
1900	с новыми	1	1
1901	становится для	2	1
1902	он принадлежит	1	1
1903	к цели	1	1
1904	все усилия	1	1
1905	который мы	2	1
1906	для поддержания	1	1
1907	человек всегда	1	1
1908	не исчерпывают	1	1
1909	доказать что	2	1
1910	на такие	2	1
1911	для чего	1	1
1912	построена на	1	1
1913	в отношениях	2	1
1914	будет совершенно	2	1
1915	сказали что	1	1
1916	известно из	1	1
1917	от тех	1	1
1918	всеми этими	1	1
1919	выйти за	1	1
1920	в человеческом	3	1
1921	то направление	1	1
1922	с i	1	1
1923	всего его	1	1
1924	свою историю	1	1
1925	по одним	1	1
1926	каждый раз	5	1
1927	деятельности в	2	1
1928	прибегать к	1	1
1929	при известных	3	1
1930	факт что	1	1
1931	его чувство	1	1
1932	не следует	6	1
1933	например и	1	1
1934	истины в	1	1
1935	даже при	3	1
1936	так ясно	1	1
1937	чтобы не	3	1
1938	и нередко	1	1
1939	несколько раз	1	1
1940	существование в	1	1
1941	внутреннюю форму	3	1
1942	развития не	1	1
1943	признать что	1	1
1944	все требуемые	1	1
1945	представляются в	1	1
1946	скажет что	2	1
1947	слов того	1	1
1948	бы по	1	1
1949	сказано выше	1	1
1950	всех времен	1	1
1951	ужасом и	1	1
1952	с так	3	1
1953	в лице	1	1
1954	чувства а	3	1
1955	что вследствие	1	1
1956	для обозначения	2	1
1957	место не	1	1
1958	и сразу	1	1
1959	того чего	1	1
1960	того времени	2	1
1961	как внутреннее	1	1
1962	движение в	1	1
1963	же можно	1	1
1964	ему с	1	1
1965	гораздо глубже	1	1
1966	или другими	1	1
1967	что историческое	1	1
1968	к высшему	1	1
1969	и необходимо	1	1
1970	субъекта а	1	1
1971	можно будет	1	1
1972	почти та	1	1
1973	есть непосредственное	1	1
1974	смысле а	1	1
1975	этой чисто	1	1
1976	было невозможно	1	1
1977	него одного	1	1
1978	бы сам	1	1
1979	слова и	7	1
1980	времена и	1	1
1981	все более	3	1
1982	нуждается в	2	1
1983	ли может	1	1
1984	организм в	1	1
1985	таком виде	2	1
1986	важную роль	2	1
1987	кроме себя	1	1
1988	его природа	1	1
1989	для этого	2	1
1990	таким же	3	1
1991	это подтверждается	1	1
1992	из причин	1	1
1993	к чтению	1	1
1994	чего я	1	1
1995	себя то	1	1
1996	языке а	2	1
1997	начинает с	1	1
1998	к идее	1	1
1999	и предметом	2	1
2000	человеческой природы	4	1
2001	человек принужден	1	1
2002	себе а	1	1
2003	бог в	1	1
