N	2gram	Bakhtin_fo	Analitik
1297	и вызывает	1	1
1298	были глубоко	1	1
1299	время он	1	1
1300	чужого мира	4	1
1301	его сущности	1	1
1302	помимо своей	1	1
1303	неразрывно связана	1	1
1304	к завершению	1	1
1305	есть одна	1	1
1306	между собою	1	1
1307	с идеей	2	1
1308	в какой-то	4	1
1309	определения в	1	1
1310	пространственных и	3	1
1311	целого произведения	1	1
1312	действующих лиц	1	1
1313	действительной жизни	1	1
1314	чего еще	1	1
1315	которые могут	1	1
1316	было с	1	1
1317	таков например	1	1
1318	можно только	2	1
1319	его читателей	1	1
1320	уже на	3	1
1321	уже с	1	1
1322	не ту	1	1
1323	от нее	1	1
1324	на деле	1	1
1325	жизни героя	1	1
1326	связи и	1	1
1327	в последующих	1	1
1328	быть только	4	1
1329	например и	1	1
1330	характерная для	1	1
1331	этого мотива	1	1
1332	мы встречаем	3	1
1333	в последнем	3	1
1334	они и	1	1
1335	целью и	1	1
1336	этой проблемы	2	1
1337	жизни без	1	1
1338	следующий ряд	1	1
1339	в событии	1	1
1340	в самый	1	1
1341	есть точка	1	1
1342	жизни а	1	1
1343	в основном	12	1
1344	высшая форма	1	1
1345	этих рядов	3	1
1346	этого и	1	1
1347	он только	2	1
1348	его с	2	1
1349	живет в	1	1
1350	на ее	1	1
1351	связей с	1	1
1352	ведет себя	1	1
1353	до некоторой	1	1
1354	это уже	1	1
1355	из одних	1	1
1356	с некоторым	1	1
1357	здесь он	1	1
1358	этот не	2	1
1359	в действии	1	1
1360	одну минуту	1	1
1361	полноту и	2	1
1362	к выводу	1	1
1363	не обходится	1	1
1364	для них	3	1
1365	переживания и	1	1
1366	романа однако	1	1
1367	и делает	1	1
1368	переходя к	1	1
1369	времени этой	1	1
1370	неразрывное единство	1	1
1371	же самой	1	1
1372	мере и	1	1
1373	он лишь	1	1
1374	не на	4	1
1375	они как	2	1
1376	как с	1	1
1377	и строго	1	1
1378	они были	4	1
1379	такого же	1	1
1380	анализ не	1	1
1381	из сказанного	1	1
1382	целостности и	1	1
1383	о природе	1	1
1384	ориентировано на	1	1
1385	конечно и	5	1
1386	мы понимаем	1	1
1387	функции и	1	1
1388	приобретает в	1	1
1389	то на	1	1
1390	сил и	1	1
1391	с ней	1	1
1392	их и	3	1
1393	явлений в	1	1
1394	пространство и	1	1
1395	миром и	1	1
1396	резко отличается	1	1
1397	одновременно с	2	1
1398	при сопоставлении	1	1
1399	не противоречит	1	1
1400	тем менее	1	1
1401	к сыну	1	1
1402	уже говорили	6	1
1403	то время	4	1
1404	авторства и	1	1
1405	говорить в	1	1
1406	даже со	1	1
1407	характер этого	1	1
1408	ни даже	1	1
1409	как не	1	1
1410	внешним то	1	1
1411	которые при	1	1
1412	и так	2	1
1413	состоит из	1	1
1414	и жизни	1	1
1415	глубине и	1	1
1416	в которых	4	1
1417	создает и	1	1
1418	правда не	2	1
1419	хронотоп в	6	1
1420	говорили о	1	1
1421	собою в	1	1
1422	том как	2	1
1423	к человеку	1	1
1424	нет в	2	1
1425	и глубоких	1	1
1426	в дальнейшей	1	1
1427	скажем в	1	1
1428	и всей	2	1
1429	аналогии с	1	1
1430	жизненной практике	1	1
1431	не входит	2	1
1432	к какой	1	1
1433	личной жизни	1	1
1434	время жизни	1	1
1435	играть роль	1	1
1436	сюжетное движение	1	1
1437	и резко	1	1
1438	я увидел	1	1
1439	с человеком	2	1
1440	романа то	3	1
1441	события его	1	1
1442	нет никакой	1	1
1443	сюжетного и	1	1
1444	этот день	1	1
1445	один ряд	1	1
1446	всему этому	1	1
1447	поэтому не	1	1
1448	цели не	1	1
1449	в главе	3	1
1450	время оно	2	1
1451	сливается с	1	1
1452	свой путь	1	1
1453	достигается прежде	1	1
1454	как третьего	1	1
1455	романа хотя	1	1
1456	этой традиции	1	1
1457	и композиционного	1	1
1458	связь этих	1	1
1459	сопоставлении с	1	1
1460	на том	1	1
1461	по земле	1	1
1462	первой из	1	1
1463	к чужой	1	1
1464	ее до	1	1
1465	явления и	2	1
1466	этого древа	1	1
1467	наш анализ	1	1
1468	не до	1	1
1469	людей как	1	1
1470	особый тип	1	1
1471	которой герой	1	1
1472	от мира	1	1
1473	слова и	4	1
1474	и уже	4	1
1475	же типу	2	1
1476	всего на	1	1
1477	только один	2	1
1478	не могло	5	1
1479	значение для	3	1
1480	и читателей	1	1
1481	в это	5	1
1482	чаще всего	1	1
1483	иной мир	1	1
1484	и наиболее	1	1
1485	целый ряд	2	1
1486	уже никогда	1	1
1487	этой жизни	2	1
1488	тот факт	1	1
1489	в совершенно	3	1
1490	в истории	6	1
1491	всю полноту	1	1
1492	здесь по	1	1
1493	вечных ценностей	1	1
1494	идет об	1	1
1495	с игрой	1	1
1496	играть в	1	1
1497	это имеет	1	1
1498	цели и	1	1
1499	комедии и	1	1
1500	так называемого	1	1
1501	в каком	2	1
1502	еще один	1	1
1503	жизни на	2	1
1504	через него	1	1
1505	связанных с	3	1
1506	жизни по	2	1
1507	имеем в	3	1
1508	событие которое	1	1
1509	непосредственно в	1	1
1510	что здесь	2	1
1511	в описании	1	1
1512	его здесь	1	1
1513	не совсем	1	1
1514	в данной	2	1
1515	если мы	2	1
1516	что ты	1	1
1517	рассуждение об	1	1
1518	не за	1	1
1519	не чисто	1	1
1520	они оказываются	1	1
1521	шут и	1	1
1522	единство целого	1	1
1523	в образе	8	1
1524	слова он	1	1
1525	судьбы и	4	1
1526	мире в	1	1
1527	бы как	1	1
1528	же самого	1	1
1529	конкретное единство	1	1
1530	почти вовсе	3	1
1531	всего к	1	1
1532	даже его	1	1
1533	авторского права	1	1
1534	времен года	1	1
1535	событий как	1	1
1536	а вовсе	1	1
1537	историческом событии	1	1
1538	даже для	1	1
1539	на этих	1	1
1540	оба они	1	1
1541	друг друга	3	1
1542	это произведение	1	1
1543	и после	1	1
1544	из него	1	1
1545	в год	1	1
1546	и приходят	1	1
1547	жанрами и	1	1
1548	точку зрения	3	1
1549	порядку и	1	1
1550	формы и	4	1
1551	внешнее и	2	1
1552	заключенных в	1	1
1553	или другой	1	1
1554	человека но	1	1
1555	героев на	1	1
1556	из этой	1	1
1557	он должен	2	1
1558	веселым и	1	1
1559	связан с	2	1
1560	именно к	1	1
1561	диалога с	1	1
1562	в любви	1	1
1563	но оно	2	1
1564	но на	4	1
1565	в более	2	1
1566	живота и	1	1
1567	что оно	1	1
1568	вокруг него	1	1
1569	выходит за	1	1
1570	ничем не	1	1
1571	своей любви	1	1
1572	но прежде	1	1
1573	этот процесс	5	1
1574	борьба и	2	1
1575	сам он	1	1
1576	эпоху когда	1	1
1577	этого целого	2	1
1578	у тебя	1	1
1579	что самая	1	1
1580	с судьбою	1	1
1581	романа но	5	1
1582	он становится	2	1
1583	одна и	2	1
1584	бы на	1	1
1585	к первой	1	1
1586	вне своего	1	1
1587	романов и	1	1
1588	не значит	1	1
1589	в формах	1	1
1590	столько сколько	1	1
1591	и ложными	1	1
1592	и приходит	1	1
1593	типов но	1	1
1594	также имеет	1	1
1595	силу и	1	1
1596	кто бы	1	1
1597	по ту	2	1
1598	и художественное	1	1
1599	поэтому оно	2	1
1600	отступление от	1	1
1601	художественное мышление	1	1
1602	даже самая	1	1
1603	сказать не	1	1
1604	человека этот	1	1
1605	как история	2	1
1606	от друга	2	1
1607	и внутренних	1	1
1608	не обладает	1	1
1609	когда оно	1	1
1610	начала в	1	1
1611	становления и	1	1
1612	даже на	1	1
1613	было для	1	1
1614	было в	2	1
1615	в будущее	1	1
1616	места в	2	1
1617	отца к	1	1
1618	лишь самого	1	1
1619	виду что	2	1
1620	внешних и	1	1
1621	путь в	2	1
1622	частности с	2	1
1623	не могли	3	1
1624	чтобы быть	1	1
1625	всех предыдущих	1	1
1626	его поступки	1	1
1627	как такая	1	1
1628	участие в	1	1
1629	фольклора и	2	1
1630	как она	3	1
1631	не подлежит	1	1
1632	но нельзя	1	1
1633	но по	2	1
1634	и само	1	1
1635	является не	2	1
1636	как можно	3	1
1637	имеется в	1	1
1638	к концу	3	1
1639	смерти в	3	1
1640	что им	1	1
1641	в событие	1	1
1642	эпизод в	1	1
1643	мы находим	2	1
1644	только и	5	1
1645	нисколько не	1	1
1646	на помощь	1	1
1647	моменты своей	1	1
1648	но уже	1	1
1649	форма в	3	1
1650	мире без	1	1
1651	в каждой	1	1
1652	и литературного	1	1
1653	события частной	1	1
1654	единство и	1	1
1655	ему как	1	1
1656	что тот	1	1
1657	а так	1	1
1658	увидим далее	1	1
1659	как все	1	1
1660	и вообще	3	1
1661	ряда в	3	1
1662	на них	2	1
1663	организующую роль	1	1
1664	ряда и	1	1
1665	но его	1	1
1666	свой мир	1	1
1667	напротив не	1	1
1668	ними нет	1	1
1669	которого и	1	1
1670	каково же	2	1
1671	нас и	1	1
1672	и других	5	1
1673	вырождается в	1	1
1674	вероятно не	1	1
1675	каждая из	1	1
1676	и происходит	1	1
1677	миру но	1	1
1678	xx века	1	1
1679	и доказательность	1	1
1680	жизненный путь	8	1
1681	на свои	1	1
1682	непосредственно после	1	1
1683	автора к	1	1
1684	здесь только	2	1
1685	для поддержания	1	1
1686	этом мире	7	1
1687	человек всегда	1	1
1688	обстоит дело	1	1
1689	из древнейших	1	1
1690	повсюду в	1	1
1691	и жанровые	1	1
1692	есть нечто	1	1
1693	и помимо	1	1
1694	тому времени	2	1
1695	будем рассматривать	1	1
1696	есть как	1	1
1697	быть и	4	1
1698	связана с	1	1
1699	в него	2	1
1700	характерно для	2	1
1701	но она	2	1
1702	от отца	1	1
1703	есть и	4	1
1704	характеристика этого	1	1
1705	и авантюрное	1	1
1706	оказывается что	2	1
1707	факт что	1	1
1708	других по	1	1
1709	ним не	1	1
1710	стороны и	2	1
1711	останавливаться на	1	1
1712	на всю	1	1
1713	или как	5	1
1714	как то	1	1
1715	при всем	1	1
1716	и всех	2	1
1717	одни из	1	1
1718	на несколько	1	1
1719	во всю	1	1
1720	и самой	1	1
1721	с возвращением	1	1
1722	себе этот	1	1
1723	числе и	4	1
1724	что можно	1	1
1725	собственному я	1	1
1726	как их	2	1
1727	вступают в	3	1
1728	к ней	2	1
1729	что если	1	1
1730	со своими	1	1
1731	в большой	1	1
1732	наблюдали в	1	1
1733	облекается в	1	1
1734	временных примет	1	1
1735	требует для	1	1
1736	в понимании	1	1
1737	в плане	1	1
1738	к моменту	1	1
1739	эпосе в	1	1
1740	все больше	1	1
1741	в наибольшей	1	1
1742	роман и	1	1
1743	понимаем как	1	1
1744	в другую	3	1
1745	это также	1	1
1746	действующим лицом	2	1
1747	ему самому	1	1
1748	этом и	1	1
1749	связи между	2	1
1750	друг от	2	1
1751	основные положения	2	1
1752	ни своей	1	1
1753	была лунная	1	1
1754	всякого личного	1	1
1755	происходит в	2	1
1756	себя а	1	1
1757	в виде	1	1
1758	и отношений	1	1
1759	героизация и	1	1
1760	и эта	2	1
1761	ii здесь	1	1
1762	само собой	2	1
1763	когда наконец	1	1
1764	конце концов	1	1
1765	бытия в	1	1
1766	здесь они	3	1
1767	всего романа	2	1
1768	он видел	1	1
1769	образ героя	1	1
1770	же хронотоп	1	1
1771	носит в	1	1
1772	был поражен	1	1
1773	на войне	1	1
1774	они приобретают	2	1
1775	степени и	1	1
1776	перед смертью	1	1
1777	смыкается с	1	1
