N	2gram	Tiupa_Narr	Problemy
1309	событие взаимодействия	1	1
1310	с отцом	1	1
1311	чем иным	2	1
1312	сообщение о	1	1
1313	иным как	2	1
1314	особенности в	1	1
1315	до известной	1	1
1316	не улавливает	1	1
1317	речь самого	3	1
1318	он вовсе	1	1
1319	уже давно	1	1
1320	в двух	2	1
1321	только еще	1	1
1322	человеческое сознание	1	1
1323	рассказа не	1	1
1324	а только	1	1
1325	к некоторым	1	1
1326	событие именно	1	1
1327	могло бы	3	1
1328	обращенной к	1	1
1329	всю ее	1	1
1330	вы уже	1	1
1331	вопроса о	1	1
1332	из другого	1	1
1333	его любовь	1	1
1334	развернуты в	1	1
1335	которого была	1	1
1336	в русской	3	1
1337	я на	1	1
1338	период его	1	1
1339	проявляет себя	1	1
1340	кругозора ибо	1	1
1341	чрезвычайно существенно	1	1
1342	установка человека	1	1
1343	рождается в	1	1
1344	не имея	1	1
1345	повестях белкина	1	1
1346	вошел в	1	1
1347	него есть	1	1
1348	сознания а	1	1
1349	читателя в	4	1
1350	становится и	1	1
1351	с матерью	2	1
1352	о предмете	1	1
1353	как субъект	1	1
1354	говорил о	2	1
1355	него или	1	1
1356	он его	1	1
1357	собой это	1	1
1358	этой своей	2	1
1359	считал главной	1	1
1360	бы она	1	1
1361	внешний мир	1	1
1362	по данному	1	1
1363	у них	1	1
1364	определенным образом	1	1
1365	связь и	1	1
1366	вместо того	1	1
1367	так быстро	1	1
1368	по одной	1	1
1369	самому себе	1	1
1370	прошлого и	2	1
1371	в случае	4	1
1372	является его	2	1
1373	действующих лиц	8	1
1374	и тем	9	1
1375	для художника	1	1
1376	как это	7	1
1377	не будет	2	1
1378	понимает и	1	1
1379	третьего лица	1	1
1380	деревенской жизни	1	1
1381	его смысла	2	1
1382	не приходится	1	1
1383	за свои	1	1
1384	никто не	1	1
1385	героя тем	1	1
1386	в тех	1	1
1387	и тот	1	1
1388	часто не	3	1
1389	кажется и	1	1
1390	который сразу	1	1
1391	от самого	1	1
1392	ни одна	1	1
1393	даже не	1	1
1394	и знает	1	1
1395	сознания героя	2	1
1396	выше в	1	1
1397	повествований и	1	1
1398	в нее	2	1
1399	нескольких сознаний	1	1
1400	отношения с	1	1
1401	в москве	2	1
1402	но тут	1	1
1403	а со	1	1
1404	равной степени	3	1
1405	и возникает	1	1
1406	могла бы	1	1
1407	того кто	2	1
1408	дрожащим голосом	1	1
1409	не сливаются	2	1
1410	лишь одно	1	1
1411	другому сознанию	1	1
1412	вся жизнь	2	1
1413	известном смысле	4	1
1414	нами был	1	1
1415	главным образом	1	1
1416	или о	1	1
1417	это придает	1	1
1418	и каждый	1	1
1419	первом случае	3	1
1420	такие определения	1	1
1421	звучит так	1	1
1422	видения жизни	1	1
1423	что только	1	1
1424	даже если	2	1
1425	в зеркале	2	1
1426	ей не	1	1
1427	об этих	1	1
1428	пределы своего	1	1
1429	в сердце	2	1
1430	вовсе еще	1	1
1431	но благодаря	1	1
1432	если они	1	1
1433	одной стороны	5	1
1434	она принципиально	1	1
1435	тайно от	1	1
1436	вечера когда	1	1
1437	или иного	3	1
1438	мыслей в	1	1
1439	его смерти	2	1
1440	случае это	1	1
1441	слова до	1	1
1442	каждого из	2	1
1443	и нельзя	1	1
1444	до его	1	1
1445	сливаются в	2	1
1446	и вопреки	1	1
1447	эту тему	1	1
1448	не отличается	1	1
1449	принципиальная особенность	1	1
1450	и ничего	1	1
1451	к автору	1	1
1452	видим и	1	1
1453	любви и	1	1
1454	события но	1	1
1455	ведет к	3	1
1456	на жизнь	1	1
1457	как теперь	1	1
1458	в кругу	1	1
1459	в частности	23	1
1460	бывает и	1	1
1461	в последующих	1	1
1462	всем своим	1	1
1463	приближается к	1	1
1464	ходит по	1	1
1465	его мнению	1	1
1466	них в	1	1
1467	речи но	1	1
1468	если в	2	1
1469	к одной	1	1
1470	будто он	2	1
1471	наиболее существенных	1	1
1472	живет в	1	1
1473	на ее	2	1
1474	свой характер	1	1
1475	непосредственно но	1	1
1476	сложное и	1	1
1477	сознании героя	2	1
1478	говорит и	1	1
1479	глаз в	1	1
1480	со второй	1	1
1481	его собственным	1	1
1482	он на	1	1
1483	плана в	1	1
1484	этот не	1	1
1485	можно представить	1	1
1486	из существеннейших	1	1
1487	мнения но	1	1
1488	утверждает что	2	1
1489	их как	1	1
1490	с каждым	1	1
1491	смысле можно	2	1
1492	лишь из	1	1
1493	слезами и	1	1
1494	к читателю	2	1
1495	только внешне	1	1
1496	хоть одно	1	1
1497	развернуть в	1	1
1498	другого что	1	1
1499	было тогда	1	1
1500	за это	1	1
1501	на минуту	1	1
1502	и строго	1	1
1503	его собственными	1	1
1504	должен был	1	1
1505	человеке в	2	1
1506	так или	1	1
1507	в повествовательном	1	1
1508	высказывания в	3	1
1509	внутреннее согласие	1	1
1510	именно оно	1	1
1511	однако что	1	1
1512	слов не	1	1
1513	ни о	3	1
1514	строгом смысле	1	1
1515	целого но	1	1
1516	простым и	1	1
1517	не знающего	1	1
1518	миром и	1	1
1519	не люблю	1	1
1520	себя с	1	1
1521	не последним	1	1
1522	встречаются и	1	1
1523	за голову	1	1
1524	одно слово	1	1
1525	и рождается	1	1
1526	и чутка	1	1
1527	с женой	1	1
1528	и лишает	1	1
1529	это такая	1	1
1530	можно назвать	2	1
1531	к которым	1	1
1532	и соответственно	1	1
1533	его сознании	1	1
1534	ними не	1	1
1535	для каждого	1	1
1536	в творческом	1	1
1537	которые могут	2	1
1538	произведение в	1	1
1539	по разным	1	1
1540	люблю я	1	1
1541	что когда-то	1	1
1542	ли он	2	1
1543	форме рассказа	1	1
1544	о котором	4	1
1545	сравнению с	1	1
1546	именно поэтому	1	1
1547	не до	1	1
1548	со стороны	14	1
1549	далек от	1	1
1550	в известном	4	1
1551	в следующей	3	1
1552	в каком	1	1
1553	соприкосновения разных	1	1
1554	для читателя	1	1
1555	думает о	1	1
1556	высказывание в	1	1
1557	своем собственном	1	1
1558	почувствовал что	1	1
1559	которую она	1	1
1560	после себя	1	1
1561	жизни является	1	1
1562	первого и	2	1
1563	который и	1	1
1564	только одно	1	1
1565	в общении	1	1
1566	как феномена	1	1
1567	для друга	2	1
1568	в прозе	4	1
1569	словами он	1	1
1570	не характер	1	1
1571	не умел	1	1
1572	повествования но	1	1
1573	встать и	1	1
1574	что мы	2	1
1575	он прямо	2	1
1576	и видит	1	1
1577	и двусмысленный	1	1
1578	так остро	1	1
1579	не любил	1	1
1580	это за	2	1
1581	каким бы	1	1
1582	не обращая	1	1
1583	быть самим	1	1
1584	его участие	1	1
1585	относится к	1	1
1586	неразрывно связано	1	1
1587	это только	1	1
1588	том как	3	1
1589	которое не	2	1
1590	характер не	1	1
1591	проверке на	1	1
1592	улавливает в	1	1
1593	не должны	1	1
1594	и тогда	2	1
1595	могу и	1	1
1596	для толстого	1	1
1597	снята а	1	1
1598	ограничивается лишь	1	1
1599	вокруг одного	1	1
1600	прямой речи	1	1
1601	и теперь	1	1
1602	для нее	2	1
1603	в итоге	4	1
1604	но о	1	1
1605	не вступает	1	1
1606	своей работе	1	1
1607	от других	1	1
1608	и наиболее	1	1
1609	внимания на	1	1
1610	него с	1	1
1611	беседы с	3	1
1612	и утопическая	1	1
1613	внутри авторского	1	1
1614	тому или	1	1
1615	истории и	1	1
1616	и иных	3	1
1617	xix столетия	4	1
1618	тогда как	23	1
1619	перед глазами	1	1
1620	человеческий и	1	1
1621	правда мы	1	1
1622	так значит	1	1
1623	вопреки этой	1	1
1624	на более	1	1
1625	между людьми	1	1
1626	не совсем	1	1
1627	как человека	1	1
1628	на две	2	1
1629	в данной	2	1
1630	впервые в	1	1
1631	событий в	1	1
1632	рассказчика а	1	1
1633	функционирует в	1	1
1634	рассказа что	1	1
1635	принадлежит к	1	1
1636	в самую	2	1
1637	социальной ситуации	1	1
1638	без вас	1	1
1639	не знаем	1	1
1640	то она	1	1
1641	характерное для	1	1
1642	они еще	1	1
1643	деле в	1	1
1644	с чужой	1	1
1645	взаимодействие и	1	1
1646	бы именно	1	1
1647	не имел	2	1
1648	субъективную значимость	1	1
1649	не делают	1	1
1650	это сделать	2	1
1651	похоже было	2	1
1652	самого его	1	1
1653	и после	3	1
1654	мы еще	1	1
1655	в классической	1	1
1656	события взаимодействия	1	1
1657	обратиться к	2	1
1658	людей не	1	1
1659	другими людьми	1	1
1660	более глубокий	1	1
1661	что автор	1	1
1662	без которого	1	1
1663	или просто	2	1
1664	на других	1	1
1665	находятся в	1	1
1666	в более	1	1
1667	и всякий	1	1
1668	на основаниях	1	1
1669	процессе перехода	1	1
1670	общения в	1	1
1671	тот сам	1	1
1672	ему в	2	1
1673	степени в	1	1
1674	о его	3	1
1675	ему что	1	1
1676	и судия	4	1
1677	не понимал	1	1
1678	может не	1	1
1679	автору и	1	1
1680	все так	1	1
1681	и было	1	1
1682	внутренней установки	1	1
1683	не изображает	1	1
1684	то я	1	1
1685	о человеке	1	1
1686	как у	6	1
1687	зависит от	3	1
1688	в первый	1	1
1689	том числе	1	1
1690	внешне но	1	1
1691	мы имеем	6	1
1692	лишь то	1	1
1693	образ и	1	1
1694	уклоняется от	1	1
1695	героев для	1	1
1696	разных сознаний	1	1
1697	бы на	1	1
1698	же их	1	1
1699	переход к	1	1
1700	некоторого времени	1	1
1701	участия в	2	1
1702	деле не	1	1
1703	конечно но	1	1
1704	что теперь	1	1
1705	собственном мире	1	1
1706	истории как	2	1
1707	в полном	1	1
1708	указание на	1	1
1709	и позицией	1	1
1710	нет это	1	1
1711	сходятся в	1	1
1712	собственным голосом	1	1
1713	таком случае	1	1
1714	различия между	1	1
1715	видим не	1	1
1716	даже самая	1	1
1717	речь но	1	1
1718	хотя как	1	1
1719	как позицию	1	1
1720	напротив чтобы	1	1
1721	что ни	1	1
1722	в присутствии	2	1
1723	к некоторому	1	1
1724	а о	2	1
1725	взаимодействия и	1	1
1726	и более	2	1
1727	или иначе	2	1
1728	сознание героя	1	1
1729	несет в	1	1
1730	было для	1	1
1731	это еще	1	1
1732	он видел	1	1
1733	бы эти	1	1
1734	мира а	1	1
1735	участие в	2	1
1736	кричит в	1	1
1737	нас к	1	1
1738	случаях когда	1	1
1739	дистанцию между	1	1
1740	противном случае	1	1
1741	автору в	1	1
1742	ли не	3	1
1743	более глубоким	1	1
1744	со своей	3	1
1745	сразу же	1	1
1746	в событие	2	1
1747	отказавшись от	1	1
1748	по его	3	1
1749	в новом	1	1
1750	именно эта	2	1
1751	жизни ивана	1	1
1752	и оно	1	1
1753	все слова	1	1
1754	с голосом	1	1
1755	акцентов в	1	1
1756	вследствие этой	1	1
1757	говорящим как	1	1
1758	к философскому	1	1
1759	говорит об	1	1
1760	ему как	1	1
1761	своей значимости	1	1
1762	не оставив	1	1
1763	действующие лица	1	1
1764	из гостиной	1	1
1765	тем более	2	1
1766	сюжета они	1	1
1767	еще одной	1	1
1768	следующей главе	1	1
1769	или ином	1	1
1770	как формы	1	1
1771	чужой воли	1	1
1772	как средство	1	1
1773	а на	2	1
1774	в банке	1	1
1775	по убеждениям	1	1
1776	сказать и	1	1
1777	таким каков	1	1
1778	они все	1	1
1779	он указывает	1	1
1780	может иметь	1	1
1781	полной мере	1	1
1782	на всем	1	1
1783	в полной	1	1
1784	а еще	1	1
1785	выше и	1	1
1786	оно в	1	1
1787	правда о	1	1
1788	в соборе	1	1
1789	на свои	1	1
1790	вопроса а	1	1
1791	случае если	1	1
1792	две стороны	1	1
1793	он нам	1	1
1794	другими словами	1	1
1795	каждого слова	1	1
1796	не остаются	1	1
1797	его не	1	1
1798	подошла к	1	1
1799	плачут и	1	1
1800	обстоит дело	1	1
1801	его объект	2	1
1802	с совершенно	1	1
1803	на другое	1	1
1804	качестве личности	1	1
1805	к главному	1	1
1806	место из	1	1
1807	позволяет нам	3	1
1808	в искусстве	1	1
1809	не находит	1	1
1810	своего мира	1	1
1811	не существовало	1	1
1812	все не	1	1
1813	всего его	1	1
1814	люди с	1	1
1815	тех же	1	1
1816	голос но	1	1
1817	убеждения в	1	1
1818	не видим	1	1
1819	оказывается что	1	1
1820	смотрит на	1	1
1821	заключает в	2	1
1822	у кого	1	1
1823	в зеркало	1	1
1824	с установкой	2	1
1825	с кем	1	1
1826	но напротив	1	1
1827	возникает проблема	2	1
1828	достигается не	1	1
1829	это его	1	1
1830	еще на	1	1
1831	рассказа о	2	1
1832	рассказа но	2	1
1833	числе и	1	1
1834	человеческих отношений	2	1
1835	одного дня	1	1
1836	в литературном	2	1
1837	жил в	1	1
1838	что за	1	1
1839	воспринимает ее	1	1
1840	не верит	1	1
1841	мы бы	1	1
1842	роман а	1	1
1843	своего голоса	1	1
1844	завершающего слова	1	1
1845	и характер	1	1
1846	может показаться	1	1
1847	впрочем если	1	1
1848	оно живет	1	1
1849	есть его	1	1
1850	пор еще	1	1
1851	место в	3	1
1852	них как	2	1
1853	косвенной речи	1	1
1854	является непосредственным	1	1
1855	или ближе	1	1
1856	происходит в	1	1
1857	в области	4	1
1858	он соотносит	1	1
1859	быть только	1	1
1860	в бытии	1	1
1861	ли в	2	1
1862	бы от	1	1
1863	на своих	2	1
1864	уже иначе	1	1
1865	все для	1	1
1866	сюжетное событие	1	1
1867	событий и	1	1
1868	своей индивидуальности	1	1
1869	его внутреннее	1	1
1870	сам а	1	1
1871	другого сознания	4	1
1872	ориентирована на	1	1
1873	именно это	1	1
1874	который однако	1	1
1875	говорит не	1	1
1876	себя другим	1	1
1877	все было	2	1
1878	котором он	1	1
