N	3gram	Tiupa_Disk	TeoriaLi
954	коммуникативного события на	1	1
955	коммуникативного события суть	1	1
956	в просторную сферу	1	1
957	в новое время	1	1
958	жизненного опыта их	1	1
959	в сказании или	2	1
960	сказании повествуемой ситуации	1	1
961	ситуации рассказывания а	1	1
962	на первый взгляд	1	1
963	персонажем в акте	1	1
964	в хх веке	1	1
965	и должен занять	1	1
966	вследствие которого он	1	1
967	завершенная и строго	2	1
968	едины судьба выражает	1	1
969	выбирают а по	1	1
970	дистанции между ними	1	1
971	то же самое	2	1
972	биографического слова не	1	1
973	именно это ощущение	1	1
974	опыт чужой жизненной	1	1
975	при этом как	1	1
976	сводится к этим	1	1
977	строим свою речь	1	1
978	стабильно дифференцированном и	2	1
979	функционирование в культуре	1	1
980	заинтересовывать судьбой отдельных	1	1
981	глупость неуместность ошибка	1	1
982	не быть субъектом	1	1
983	не утрачивает своей	1	1
984	обычно является сюжетообразующим	1	1
985	особое отношение к	1	1
986	поучающего и поучаемого	1	1
987	требует авторитетное слово	1	1
988	наделенного репродуктивной компетентностью	1	1
989	равнодостойные субъекты смыслополагания	1	1
990	высказывания жанр в	1	1
991	их предлагая адресату	1	1
992	что представляет собой	1	1
993	быть субъектом данного	1	1
994	ее содержание к	1	1
995	поэтому анекдот невозможно	1	1
996	и развития самоопределяющегося	1	1
997	жеста и как	1	1
998	типу актанту не	1	1
999	то она здесь	1	1
1000	сказания это позиция	1	1
1001	является сюжетообразующим при	1	1
1002	внеязыковое и потому	1	1
1003	это разделение иерархично	1	1
1004	действующие лица по	1	1
1005	та или иная	1	1
1006	том или ином	1	1
1007	при всей своей	2	1
1008	целом ряде произведений	1	1
1009	с человеком неким	1	1
1010	жизни как исполненной	1	1
1011	чужой экзистенциальный опыт	1	1
1012	в рассказе чехова	1	1
1013	это известного рода	1	1
1014	всегда предносится целое	1	1
1015	а не ценностно	1	1
1016	преодолевая их внутреннюю	1	1
1017	как того требует	1	1
1018	от содержания сколько	1	1
1019	принципиально недопустимая в	1	1
1020	далеко не сводится	1	1
1021	да и персонажи	1	1
1022	только то что	2	1
1023	текста да и	1	1
1024	предносится целое нашего	1	1
1025	анекдотическому дискурсу речевая	1	1
1026	его ценностно-смысловой позиции	1	1
1027	знает к его	1	1
1028	уже не таково	1	1
1029	вовлечение адресата в	1	1
1030	в их отношении	1	1
1031	едва ли не	2	1
1032	в искусстве не	1	1
1033	уметь проецировать чужой	1	1
1034	и примеряя ее	1	1
1035	причастности к общему	1	1
1036	слова манифестирующего двоякий	1	1
1037	всем потому что	1	1
1038	ни убавить ни	1	1
1039	речи и т.п	2	1
1040	самой ситуации рассказывания	1	1
1041	запечатлевающий основу такой	1	1
1042	и не дает	1	1
1043	на этом пути	1	1
1044	предметом целью и	3	1
1045	не отделен от	1	1
1046	тогда как притчу	1	1
1047	чего анекдот не	1	1
1048	из уст в	1	1
1049	ответную реакцию предварительное	1	1
1050	границами между вещами	1	1
1051	возможность совершенно иной	1	1
1052	нейтральное к языку	1	1
1053	анекдота не столько	1	1
1054	может быть признано	1	1
1055	смешное но обязательно	1	1
1056	между которыми устанавливаются	1	1
1057	нем определенные возможности	1	1
1058	неким ибо предметно-тематическое	1	1
1059	внутренняя активность адресата	1	1
1060	к этим моментам	1	1
1061	реальному человеческому существованию	1	1
1062	речевой деятельности персонажа	1	1
1063	но от божья	1	1
1064	анекдота выбор лексики	1	1
1065	запрета есть профанация	1	1
1066	в новелле есть	1	1
1067	императивной нормы ни	1	1
1068	что входит в	1	1
1069	одном и том	1	1
1070	в следующей главе	1	1
1071	а не только	2	1
1072	их свободного согласия	1	1
1073	монолог в чистом	1	1
1074	известном смысле домонологично	1	1
1075	необходимости ни в	1	1
1076	литературного произведения по	1	1
1077	с совершенно иными	1	1
1078	не более чем	3	1
1079	самом общем виде	2	1
1080	не на раскрытие	1	1
1081	а некий нравственный	1	1
1082	проектировать свою жизненную	1	1
1083	неадекватным субъект объект	1	1
1084	речевая маска анекдота	1	1
1085	от позиции учителя	1	1
1086	жизненной практике может	1	1
1087	сознания к другому	1	1
1088	кощунство и непристойность	1	1
1089	имея в виду	1	1
1090	значительной степени зависим	1	1
1091	далеко не сводятся	1	1
1092	очередь по отношению	1	1
1093	рассеянной чужой речи	1	1
1094	слушателей преодолевая их	1	1
1095	субъекты смыслополагания между	1	1
1096	равнодостойности сознаний встречающихся	1	1
1097	например в значительной	1	1
1098	виде целенаправленно устремленный	1	1
1099	закон собственно и	1	1
1100	мы строим свою	1	1
1101	содержанию сказания это	1	1
1102	формы скрытой полускрытой	1	1
1103	не могли быть	1	1
1104	носителей различного жизненного	1	1
1105	практике может быть	1	1
1106	ценностной дистанции между	1	1
1107	диалогизированного слова прямой	1	1
1108	его уникальным жизненным	1	1
1109	определенные задания реализуют	1	1
1110	можно даже сказать	1	1
1111	юмора умения отрешиться	1	1
1112	принципиальное различие между	1	1
1113	содержания сколько от	1	1
1114	случая непредсказуемое стечение	1	1
1115	в истории литературы	1	1
1116	обладает достоверным но	1	1
1117	имеем дело с	1	1
1118	анекдот не знает	1	1
1119	жанр посрамляющий умершее	1	1
1120	объект и адресат	1	1
1121	дает позвоночника роману	1	1
1122	в этих сознаниях	1	1
1123	приложение запечатленного в	1	1
1124	адресата при этом	2	1
1125	адресата занимающего позицию	1	1
1126	совершенно иными границами	1	1
1127	пребывания в мире	1	1
1128	слухи или сплетни	1	1
1129	и возможность иной	1	1
1130	следит за блужданиями	1	1
1131	в форме определенной	1	1
1132	в полной мере	1	1
1133	ставят перед ним	1	1
1134	это ведет к	1	1
1135	в чистом виде	1	1
1136	образ становящегося человека	1	1
1137	притчи может быть	2	1
1138	жизненный опыт запечатлеваемый	1	1
1139	пространственно-временных масштабов и	1	1
1140	окажется неадекватным субъект	1	1
1141	осуществлено только самим	1	1
