N	2gram	Tiupa_Anal	Myslijsy
1316	своих внешних	1	1
1317	от содержания	1	1
1318	будем иметь	1	1
1319	один цвет	1	1
1320	ни была	1	1
1321	в ответ	2	1
1322	такой смысл	1	1
1323	внимание лишь	1	1
1324	как сам	4	1
1325	а у	1	1
1326	встречаться в	1	1
1327	легко можно	1	1
1328	и является	3	1
1329	в тех	2	1
1330	б в	1	1
1331	жизни оказывается	2	1
1332	между которыми	1	1
1333	чтобы их	1	1
1334	следует признать	3	1
1335	уст в	1	1
1336	занимает в	1	1
1337	ту сторону	1	1
1338	элемента во	1	1
1339	и никогда	1	1
1340	любимого человека	1	1
1341	и веселья	1	1
1342	и каждый	1	1
1343	его личности	1	1
1344	пушкина в	2	1
1345	связь в	1	1
1346	пустым звуком	1	1
1347	сторону и	1	1
1348	мы помним	1	1
1349	своей и	1	1
1350	чаще всего	1	1
1351	во-вторых не	1	1
1352	есть восприятие	1	1
1353	собственное имя	1	1
1354	его сущности	1	1
1355	отрешиться от	1	1
1356	радости и	1	1
1357	есть система	1	1
1358	можно с	1	1
1359	чем и	1	1
1360	но они	2	1
1361	иначе не	1	1
1362	нет не	1	1
1363	слова до	1	1
1364	намек на	1	1
1365	само становится	2	1
1366	самим собою	3	1
1367	известно из	1	1
1368	искусства так	1	1
1369	любви и	2	1
1370	их понимание	1	1
1371	для многих	1	1
1372	бы ошибочно	1	1
1373	своего рода	17	1
1374	на жизнь	2	1
1375	надо полагать	1	1
1376	слова это	1	1
1377	то фраза	1	1
1378	утверждать что	1	1
1379	частей что	1	1
1380	в состав	2	1
1381	однако с	3	1
1382	личности на	1	1
1383	в столь	1	1
1384	как одна	1	1
1385	и таи	1	1
1386	и конечно	2	1
1387	они и	1	1
1388	от жизни	2	1
1389	и должны	1	1
1390	себя самой	1	1
1391	и свою	2	1
1392	сойти с	1	1
1393	жизни а	1	1
1394	к художественному	1	1
1395	как условие	1	1
1396	будто в	1	1
1397	на первом	2	1
1398	которая по	1	1
1399	в противоречие	2	1
1400	и далее	2	1
1401	связей с	1	1
1402	ли что	1	1
1403	всей совокупности	1	1
1404	а проза	1	1
1405	не требует	1	1
1406	по слову	1	1
1407	в область	1	1
1408	не всю	1	1
1409	задолго до	1	1
1410	и внешнего	1	1
1411	и делает	1	1
1412	который ставит	1	1
1413	не признает	1	1
1414	следует искать	1	1
1415	сводится к	5	1
1416	неразрывное единство	1	1
1417	другого что	1	1
1418	отношением в	1	1
1419	со всеми	2	1
1420	что всегда	1	1
1421	более обширное	1	1
1422	похож на	2	1
1423	прибавим к	1	1
1424	он так	1	1
1425	сознание не	1	1
1426	которое как	2	1
1427	однако что	4	1
1428	о самом	1	1
1429	любовь и	1	1
1430	с целью	1	1
1431	себя с	1	1
1432	других вновь	1	1
1433	в малом	1	1
1434	во-вторых он	1	1
1435	времени не	1	1
1436	другой как	1	1
1437	доходит до	1	1
1438	действительность с	1	1
1439	что могло	1	1
1440	мог быть	1	1
1441	его лице	1	1
1442	анализа в	1	1
1443	корней и	1	1
1444	есть чувство	1	1
1445	на эту	2	1
1446	том какое	1	1
1447	воспоминания в	1	1
1448	жизни в	4	1
1449	и эстетическим	2	1
1450	правда не	1	1
1451	от неполноты	1	1
1452	не такое	2	1
1453	приводит к	5	1
1454	говоря и	1	1
1455	этому что	1	1
1456	роли в	6	1
1457	собою в	1	1
1458	что звуки	1	1
1459	вследствие этого	1	1
1460	будем рассматривать	1	1
1461	тот кто	2	1
1462	тоже можно	1	1
1463	без которых	1	1
1464	убедиться на	1	1
1465	особенно для	1	1
1466	пределов его	1	1
1467	из круга	1	1
1468	я увидел	1	1
1469	совершенно не	3	1
1470	не является	5	1
1471	поэтому не	1	1
1472	сказано что	1	1
1473	истории не	2	1
1474	разумеется в	1	1
1475	как говорит	4	1
1476	во всю	1	1
1477	это нечто	1	1
1478	обязательная для	1	1
1479	смерти и	1	1
1480	который не	2	1
1481	а е	1	1
1482	совпадает с	4	1
1483	на основе	1	1
1484	это все	1	1
1485	если для	1	1
1486	личные местоимения	1	1
1487	не это	1	1
1488	от мира	1	1
1489	в вечной	1	1
1490	не носит	1	1
1491	переносит свое	1	1
1492	как субъекта	1	1
1493	нет никакой	1	1
1494	в следующей	1	1
1495	а при	1	1
1496	в мир	1	1
1497	цель для	1	1
1498	составляет не	2	1
1499	есть имя	2	1
1500	действительность в	1	1
1501	почти одновременно	1	1
1502	начала и	1	1
1503	вопрос можно	1	1
1504	нет в	1	1
1505	никаких оснований	1	1
1506	есть необходимость	1	1
1507	связанных с	1	1
1508	потому и	1	1
1509	автора в	1	1
1510	и а	4	1
1511	в отличие	5	1
1512	ему стало	1	1
1513	связана с	1	1
1514	своей жизни	2	1
1515	молчи скрывайся	1	1
1516	свидетельствует не	1	1
1517	но от	1	1
1518	в самую	1	1
1519	из первых	1	1
1520	субъектом и	3	1
1521	личности к	1	1
1522	бы сказать	1	1
1523	забывать что	2	1
1524	удовольствием и	1	1
1525	к изучению	1	1
1526	последней в	1	1
1527	человека я	1	1
1528	всего к	1	1
1529	при каких	1	1
1530	в собственных	1	1
1531	ее содержание	1	1
1532	по этой	1	1
1533	так называемое	1	1
1534	к какой	1	1
1535	имени и	2	1
1536	который и	1	1
1537	ставит его	1	1
1538	другого и	1	1
1539	по произволу	1	1
1540	открытие и	1	1
1541	в сочетании	4	1
1542	как к	2	1
1543	во внешних	1	1
1544	и произведение	1	1
1545	творчества не	1	1
1546	я так	1	1
1547	оно объединяет	1	1
1548	никакого понятия	1	1
1549	значение в	2	1
1550	у гоголя	1	1
1551	фраза о	1	1
1552	можно подумать	1	1
1553	принадлежит и	1	1
1554	то я	1	1
1555	на два	2	1
1556	сам он	1	1
1557	и вот	2	1
1558	возникает в	2	1
1559	в художественной	1	1
1560	обе эти	2	1
1561	себе они	1	1
1562	этой части	1	1
1563	не одни	1	1
1564	как смерть	3	1
1565	состоящий в	1	1
1566	не отделен	1	1
1567	для всего	1	1
1568	к истории	1	1
1569	только его	1	1
1570	значением не	1	1
1571	его можно	1	1
1572	нам еще	1	1
1573	мы спрашивали	1	1
1574	день и	1	1
1575	случае его	1	1
1576	видит что	1	1
1577	же явления	1	1
1578	цвет и	1	1
1579	здесь в	2	1
1580	говорит и	3	1
1581	ли я	2	1
1582	и е	3	1
1583	чем он	1	1
1584	многими другими	1	1
1585	однако она	1	1
1586	знание что	1	1
1587	них и	1	1
1588	анализ может	1	1
1589	развитию и	1	1
1590	с чисто	1	1
1591	и внутренних	1	1
1592	а о	2	1
1593	наконец в	3	1
1594	жизни это	2	1
1595	а также	5	1
1596	произведение то	1	1
1597	чтобы на	1	1
1598	который как	2	1
1599	можно быть	1	1
1600	места в	1	1
1601	этом что	2	1
1602	например так	1	1
1603	нередко случается	1	1
1604	в сферу	1	1
1605	противоречие между	1	1
1606	более что	1	1
1607	нас к	2	1
1608	достигает своего	1	1
1609	говорят о	1	1
1610	все прочие	1	1
1611	звук или	1	1
1612	мира и	2	1
1613	этим самым	1	1
1614	чем мы	1	1
1615	вероятно не	1	1
1616	видим что	1	1
1617	первой части	2	1
1618	эти стороны	1	1
1619	деятельности для	1	1
1620	а за	1	1
1621	на противоположные	1	1
1622	рядов в	1	1
1623	всего данного	1	1
1624	только полным	1	1
1625	на руку	1	1
1626	однако есть	1	1
1627	целого и	1	1
1628	на присутствие	1	1
1629	связаны с	2	1
1630	это явление	1	1
1631	войны и	1	1
1632	мере в	2	1
1633	жизнь и	3	1
1634	как формы	2	1
1635	произведения с	2	1
1636	от первого	2	1
1637	ко всему	2	1
1638	когда по	1	1
1639	того или	6	1
1640	сне не	1	1
1641	между нами	2	1
1642	подумать что	1	1
1643	на сердце	1	1
1644	произведения уже	1	1
1645	каждая из	1	1
1646	гегелевское определение	1	1
1647	в поле	1	1
1648	каждом из	2	1
1649	усомниться в	1	1
1650	если один	1	1
1651	могут служить	1	1
1652	дело когда	1	1
1653	свободы но	2	1
1654	как уже	4	1
1655	однако если	2	1
1656	для поддержания	1	1
1657	еще менее	1	1
1658	не станем	1	1
1659	просто не	1	1
1660	отделен от	1	1
1661	в частности	19	1
1662	а по	1	1
1663	случаях и	1	1
1664	от литературных	1	1
1665	оказывается что	1	1
1666	прибегать к	1	1
1667	в трех	1	1
1668	желтый и	1	1
1669	сосредоточиться на	1	1
1670	и своя	1	1
1671	в пределах	5	1
1672	но напротив	1	1
1673	во мне	1	1
1674	на всю	1	1
1675	так когда	1	1
1676	как огонь	2	1
1677	входить в	1	1
1678	миросозерцания в	1	1
1679	одни из	1	1
1680	и т.д	3	1
1681	и ту	2	1
1682	в намерение	1	1
1683	единство их	1	1
1684	идет о	2	1
1685	человек как	1	1
1686	из жизни	1	1
1687	местоимения не	1	1
1688	нами и	2	1
1689	иначе в	1	1
1690	промежуток времени	1	1
1691	и против	1	1
1692	же природы	2	1
1693	собою то	1	1
1694	свое я	1	1
1695	очень часто	1	1
1696	своей цели	1	1
1697	что сердце	1	1
1698	зрения мы	1	1
1699	в ходе	3	1
1700	в категориях	1	1
1701	внутреннее и	1	1
1702	этом и	1	1
1703	вместо ожидаемого	1	1
1704	совершенно иначе	1	1
1705	обращаться к	1	1
1706	как русское	1	1
1707	б из	1	1
1708	в стихотворении	4	1
1709	в уме	1	1
1710	во-первых не	1	1
1711	б с	1	1
1712	но о	1	1
1713	как внутренняя	2	1
1714	право на	1	1
1715	свою речь	1	1
1716	и утверждение	1	1
1717	на всем	1	1
1718	между лицом	1	1
1719	ли может	1	1
1720	при одном	1	1
1721	своей личной	1	1
1722	художественное значение	1	1
1723	или напротив	1	1
1724	степени и	1	1
1725	однако на	1	1
1726	прорывается в	1	1
1727	возможна только	1	1
