N	2gram	Bakhtin_fo	DiskursI
1292	зависимости от	1	1
1293	в те	1	1
1294	говорить и	1	1
1295	было вначале	1	1
1296	биография в	1	1
1297	друг от	2	1
1298	в каком	2	1
1299	на своем	1	1
1300	для читателя	1	1
1301	своей жизни	6	1
1302	к созданию	1	1
1303	совокупность требований	1	1
1304	жизненной практике	1	1
1305	начинает играть	1	1
1306	к какой	1	1
1307	не оставляют	1	1
1308	принадлежит ему	1	1
1309	эта особенность	2	1
1310	играть роль	1	1
1311	нет ничего	4	1
1312	проходящего свой	1	1
1313	его и	2	1
1314	мир этот	1	1
1315	оболочка внешнее	1	1
1316	со временем	1	1
1317	и существовал	1	1
1318	бы и	1	1
1319	не перед	1	1
1320	где нет	1	1
1321	целого он	1	1
1322	их самих	1	1
1323	вернемся к	2	1
1324	она была	1	1
1325	совершенно иной	3	1
1326	мира как	1	1
1327	и композиционного	1	1
1328	исторической поэтике	1	1
1329	то и	1	1
1330	каким бы	1	1
1331	связана с	1	1
1332	наконец в	2	1
1333	того чтобы	11	1
1334	к чужой	1	1
1335	это то	2	1
1336	на друга	4	1
1337	а роль	1	1
1338	лежат в	2	1
1339	на проблеме	1	1
1340	по сравнению	3	1
1341	в зоне	2	1
1342	в отдельности	1	1
1343	основе этого	2	1
1344	не быть	3	1
1345	при всех	1	1
1346	в родную	1	1
1347	своего происхождения	1	1
1348	как вещь	1	1
1349	жизнь с	3	1
1350	исходный пункт	1	1
1351	с большей	2	1
1352	и читателей	1	1
1353	этого как	1	1
1354	литературных произведений	1	1
1355	др в	2	1
1356	и различные	1	1
1357	друга и	1	1
1358	здесь по	1	1
1359	с игрой	1	1
1360	цели и	1	1
1361	еще один	1	1
1362	действия и	1	1
1363	другом с	1	1
1364	жизни что	1	1
1365	не совпадающем	1	1
1366	им в	1	1
1367	он весь	3	1
1368	свое существование	1	1
1369	событие которое	1	1
1370	на более	1	1
1371	может послужить	1	1
1372	и быта	1	1
1373	что здесь	2	1
1374	в описании	1	1
1375	нет и	4	1
1376	входит как	1	1
1377	и роста	1	1
1378	и биографический	1	1
1379	античная биография	2	1
1380	они встречались	1	1
1381	начиная с	1	1
1382	в самую	1	1
1383	не за	1	1
1384	самого героя	1	1
1385	произведения и	1	1
1386	громадное значение	5	1
1387	в образе	8	1
1388	данному положению	1	1
1389	том же	4	1
1390	утрачивает свою	1	1
1391	события эти	1	1
1392	характерное для	2	1
1393	формы для	3	1
1394	всего к	1	1
1395	и проч	5	1
1396	или позже	3	1
1397	здесь и	3	1
1398	для этих	1	1
1399	в понимании	1	1
1400	что во	1	1
1401	сказочного человека	1	1
1402	как своего	1	1
1403	определенного положения	1	1
1404	значении в	1	1
1405	поздней стадии	2	1
1406	связанных между	1	1
1407	жанрами и	1	1
1408	контакта с	2	1
1409	особый характер	1	1
1410	точку зрения	3	1
1411	часто и	3	1
1412	тот же	4	1
1413	для романа	4	1
1414	внешнее и	2	1
1415	этому ряду	2	1
1416	человека но	1	1
1417	и том	2	1
1418	он должен	2	1
1419	и каждый	2	1
1420	более глубокий	1	1
1421	в дальнейшем	10	1
1422	истории литературы	1	1
1423	вместе со	1	1
1424	близок к	1	1
1425	то они	2	1
1426	формирует не	1	1
1427	в повседневном	1	1
1428	эпоху их	1	1
1429	ничем не	1	1
1430	так как	12	1
1431	почвой для	1	1
1432	здесь лишь	1	1
1433	мир в	6	1
1434	разносоставным в	1	1
1435	и также	2	1
1436	и наказание	1	1
1437	и события	3	1
1438	же был	1	1
1439	и средневековой	1	1
1440	этот процесс	5	1
1441	в поэзии	2	1
1442	на три	1	1
1443	нас не	1	1
1444	тридевять земель	1	1
1445	и кончая	2	1
1446	этого она	1	1
1447	и за	1	1
1448	от мира	1	1
1449	этого целого	2	1
1450	у тебя	1	1
1451	в окружающем	1	1
1452	себе они	1	1
1453	понятно что	4	1
1454	ход событий	1	1
1455	бы на	1	1
1456	другими жанрами	1	1
1457	в определенном	3	1
1458	тридевятое царство	1	1
1459	времен года	1	1
1460	героев не	1	1
1461	резко отличают	1	1
1462	он и	1	1
1463	в замке	1	1
1464	вне своего	1	1
1465	основе этих	1	1
1466	мировоззрения отнюдь	1	1
1467	для нас	2	1
1468	где он	2	1
1469	и принципиально	2	1
1470	значение такие	1	1
1471	на самом	1	1
1472	в новелле	1	1
1473	традицией и	2	1
1474	это именно	1	1
1475	федр и	1	1
1476	с телом	2	1
1477	слово в	1	1
1478	имеет громадное	2	1
1479	быть или	2	1
1480	в использовании	1	1
1481	в ином	1	1
1482	отступление от	1	1
1483	в виде	1	1
1484	раз в	4	1
1485	здешней действительности	1	1
1486	быть еще	1	1
1487	было создано	1	1
1488	в таких	2	1
1489	деятельности это	1	1
1490	это слово	1	1
1491	века и	3	1
1492	от друга	2	1
1493	от всех	2	1
1494	жизни это	2	1
1495	и определяется	2	1
1496	начала в	1	1
1497	рода так	1	1
1498	же в	6	1
1499	отца к	1	1
1500	циклическое время	1	1
1501	различий между	1	1
1502	однако они	1	1
1503	перед смертью	1	1
1504	о жизни	1	1
1505	себе в	1	1
1506	в обычном	1	1
1507	чтобы быть	1	1
1508	xvii веке	2	1
1509	практической жизни	1	1
1510	его поступки	1	1
1511	что этот	1	1
1512	не имеющего	1	1
1513	не умирает	1	1
1514	и последующих	1	1
1515	что фольклор	1	1
1516	в исторический	2	1
1517	им и	1	1
1518	страха и	1	1
1519	но по	2	1
1520	напротив они	2	1
1521	человек с	2	1
1522	в позднем	1	1
1523	и разносоставным	1	1
1524	другом месте	2	1
1525	чаще всего	1	1
1526	и носит	2	1
1527	и со	1	1
1528	и я	1	1
1529	собственной жизни	2	1
1530	об особом	1	1
1531	не создает	1	1
1532	мире по	1	1
1533	и художественного	3	1
1534	в условиях	8	1
1535	войти в	1	1
1536	были созданы	2	1
1537	для подглядывания	1	1
1538	для нашей	1	1
1539	должен быть	2	1
1540	его же	1	1
1541	развернуто в	1	1
1542	целого и	2	1
1543	если не	3	1
1544	ряда в	3	1
1545	смерти и	2	1
1546	умершего сливаются	1	1
1547	о такой	1	1
1548	частное письмо	1	1
1549	время становления	1	1
1550	но его	1	1
1551	напротив не	1	1
1552	тем чем	1	1
1553	обычно в	2	1
1554	бытия как	1	1
1555	и внутреннее	3	1
1556	в будущем	1	1
1557	и других	5	1
1558	и реального	1	1
1559	хода событий	1	1
1560	во временном	1	1
1561	такие же	1	1
1562	в биографическом	1	1
1563	это как	1	1
1564	чистом виде	1	1
1565	строится как	1	1
1566	и почти	2	1
1567	и ни	1	1
1568	здесь только	2	1
1569	но всегда	1	1
1570	бы назвать	1	1
1571	которое здесь	1	1
1572	достигается лишь	1	1
1573	на такие	1	1
1574	отрезки его	1	1
1575	с совершенно	1	1
1576	с нами	1	1
1577	где впервые	1	1
1578	независимо от	1	1
1579	всегда строится	1	1
1580	в искусстве	1	1
1581	существуют в	1	1
1582	своего мира	1	1
1583	на мотивах	1	1
1584	от отца	1	1
1585	в человеческом	2	1
1586	всех этих	9	1
1587	в xvii	3	1
1588	оказывается что	2	1
1589	это также	1	1
1590	как рассказы	1	1
1591	одном ряду	1	1
1592	с прошлым	1	1
1593	и времени	9	1
1594	новелле в	1	1
1595	поэтому для	1	1
1596	стало быть	1	1
1597	что из	1	1
1598	логики по	1	1
1599	как то	1	1
1600	художественного мира	1	1
1601	оно лишено	1	1
1602	быту и	1	1
1603	исторических событий	1	1
1604	могло быть	5	1
1605	нем разделились	1	1
1606	слова но	1	1
1607	дальнейшем развитии	2	1
1608	звеном между	1	1
1609	к моменту	1	1
1610	та или	1	1
1611	для такого	1	1
1612	роман и	1	1
1613	и много	1	1
1614	которые в	2	1
1615	не можем	1	1
1616	также в	1	1
1617	отчасти у	2	1
1618	этом и	1	1
1619	сплошной овнешненности	2	1
1620	к участию	1	1
1621	традиции на	2	1
1622	и художественной	1	1
1623	этих форм	5	1
1624	нет как	1	1
1625	судьбы то	1	1
1626	на каждом	1	1
1627	прозаического иносказания	2	1
1628	к оракулу	1	1
1629	исторический роман	1	1
1630	вины заблуждения	1	1
1631	т.д эта	1	1
1632	каждый момент	1	1
1633	условностью и	1	1
1634	важную роль	1	1
1635	здесь они	3	1
1636	таким же	1	1
1637	как встреча	2	1
1638	и оно	1	1
1639	преодоления в	1	1
1640	и особенностей	2	1
1641	и сами	1	1
1642	как для	1	1
1643	основе их	1	1
1644	любви и	1	1
1645	форме и	2	1
1646	на самый	1	1
