N	2gram	Vygotskiy_	Tvorches
1310	в полном	1	1
1311	нашу мысль	1	1
1312	не содержит	2	1
1313	совпадения в	1	1
1314	на одной	2	1
1315	на которой	1	1
1316	вытекающее из	1	1
1317	как нечто	1	1
1318	приведенные выше	1	1
1319	все равно	2	1
1320	в ином	3	1
1321	к самой	1	1
1322	однако не	2	1
1323	же именно	1	1
1324	гармонии и	1	1
1325	без слов	1	1
1326	соответственно этому	1	1
1327	что является	2	1
1328	себе что	3	1
1329	приводит нас	4	1
1330	то к	1	1
1331	к которым	1	1
1332	эта важнейшая	1	1
1333	в другую	3	1
1334	ты же	1	1
1335	движение в	3	1
1336	места в	1	1
1337	менее всего	3	1
1338	чем отличается	1	1
1339	и другое	4	1
1340	вообще не	6	1
1341	только два	1	1
1342	о свойствах	1	1
1343	такого понимания	1	1
1344	с той	3	1
1345	в какой	6	1
1346	нас к	10	1
1347	для эксперимента	2	1
1348	так часто	1	1
1349	виде в	1	1
1350	есть в	5	1
1351	но по	1	1
1352	анекдот в	1	1
1353	и абсолютная	1	1
1354	почти до	1	1
1355	является не	4	1
1356	на фоне	3	1
1357	по своему	11	1
1358	общим законом	1	1
1359	речи чтобы	1	1
1360	ее развитие	2	1
1361	своего пути	3	1
1362	впечатления от	2	1
1363	анализу самого	1	1
1364	приблизительно так	1	1
1365	нашло свое	1	1
1366	это было	2	1
1367	пункта в	1	1
1368	и осознать	1	1
1369	другой но	2	1
1370	тем более	1	1
1371	в меру	9	1
1372	с первого	1	1
1373	как формы	1	1
1374	общественной жизни	1	1
1375	же деле	1	1
1376	предположить что	1	1
1377	что от	1	1
1378	только к	4	1
1379	как ни	1	1
1380	выше и	1	1
1381	всего развития	1	1
1382	случилось с	1	1
1383	ему нужно	2	1
1384	она должна	2	1
1385	обращая внимания	1	1
1386	должно быть	3	1
1387	с новыми	1	1
1388	и почти	1	1
1389	выше в	1	1
1390	одну из	2	1
1391	а из	4	1
1392	в новый	2	1
1393	через которые	1	1
1394	на периферии	1	1
1395	мы должны	7	1
1396	же может	1	1
1397	а о	1	1
1398	мы снова	3	1
1399	есть и	1	1
1400	плана в	3	1
1401	от земли	1	1
1402	но такое	1	1
1403	пути и	3	1
1404	к чему	1	1
1405	в пределах	3	1
1406	стороны и	6	1
1407	движения в	3	1
1408	из своей	1	1
1409	если взять	1	1
1410	к которой	3	1
1411	по вертикали	3	1
1412	повод для	1	1
1413	думать что	1	1
1414	на всю	1	1
1415	в большинстве	2	1
1416	и всякая	1	1
1417	этому поводу	3	1
1418	признать что	2	1
1419	и часто	1	1
1420	еще на	1	1
1421	на это	1	1
1422	и мыслей	1	1
1423	разве не	1	1
1424	же самое	12	1
1425	частный случай	4	1
1426	него и	1	1
1427	развития эта	1	1
1428	к моменту	1	1
1429	или другом	1	1
1430	одно только	3	1
1431	вышел за	1	1
1432	которые в	5	1
1433	отрывается от	1	1
1434	связи между	11	1
1435	анализа и	1	1
1436	к истокам	1	1
1437	эту мысль	3	1
1438	достоевский рассказывает	1	1
1439	или иной	2	1
1440	с поразительной	1	1
1441	бытия и	1	1
1442	в уме	4	1
1443	выводить из	1	1
1444	язык в	2	1
1445	и дальше	1	1
1446	на ту	1	1
1447	в период	2	1
1448	на то	5	1
1449	по законам	1	1
1450	мы видели	10	1
1451	преувеличением в	1	1
1452	на всем	5	1
1453	мышления как	5	1
1454	переход в	1	1
1455	в эти	1	1
1456	генетических и	2	1
1457	само собой	2	1
1458	быть названы	1	1
1459	отношений к	2	1
1460	слишком уж	1	1
1461	с фактами	1	1
1462	это сказывается	2	1
1463	для этого	4	1
1464	противоречии с	1	1
1465	в каком-то	1	1
1466	устной речи	18	1
1467	из центральных	2	1
1468	возможно это	1	1
1469	не можем	4	1
1470	иное как	1	1
1471	выражающаяся в	1	1
