N	2gram	Trubetskoy	Myshleni
1300	детской психики	1	2
1301	них в	2	2
1302	художественное произведение	1	2
1303	относиться к	1	2
1304	так если	1	2
1305	условий и	1	2
1306	перестает быть	1	2
1307	тем в	1	2
1308	дело заключается	1	2
1309	всякой другой	4	2
1310	сам не	1	2
1311	являются не	1	2
1312	его собственной	5	2
1313	той ступени	1	2
1314	уже о	1	2
1315	в руках	1	2
1316	если так	1	2
1317	в чистом	1	2
1318	исключительно из	3	2
1319	гораздо дальше	1	2
1320	простое и	1	2
1321	причем в	1	2
1322	к психологии	2	2
1323	чтобы это	1	2
1324	как две	2	2
1325	непосредственного восприятия	1	2
1326	детей это	1	2
1327	с известным	1	2
1328	но еще	1	2
1329	этой цепи	1	2
1330	на этих	1	2
1331	то станет	1	2
1332	общий признак	1	2
1333	все прочие	4	2
1334	работы и	2	2
1335	надо иметь	1	2
1336	когда их	1	2
1337	всего развития	1	2
1338	в мире	6	2
1339	общую группу	2	2
1340	возможности для	1	2
1341	через целый	1	2
1342	если эта	1	2
1343	как сказано	4	2
1344	всех своих	1	2
1345	именно как	1	2
1346	вытекают из	2	2
1347	данный момент	4	2
1348	предполагает что	1	2
1349	играет роль	1	2
1350	и нам	1	2
1351	для ее	1	2
1352	от самого	1	2
1353	все то	2	2
1354	на нем	1	2
1355	себя на	1	2
1356	сомнению что	3	2
1357	на стороне	1	2
1358	это может	2	2
1359	при виде	2	2
1360	такой форме	2	2
1361	совершенно различным	1	2
1362	можно только	1	2
1363	к такому	2	2
1364	в состав	1	2
1365	характерного для	1	2
1366	они и	1	2
1367	друга в	1	2
1368	и свою	1	2
1369	которая по	1	2
1370	до некоторой	1	2
1371	и этого	1	2
1372	не исчерпывается	1	2
1373	все свое	1	2
1374	интересующего нас	1	2
1375	однако он	1	2
1376	только они	1	2
1377	т.д в	1	2
1378	не более	2	2
1379	себя с	1	2
1380	самым решающим	1	2
1381	его сознании	1	2
1382	как не	2	2
1383	состоит из	4	2
1384	направление в	1	2
1385	она исходит	1	2
1386	ли они	1	2
1387	а если	1	2
1388	и главное	1	2
1389	этого общего	1	2
1390	и социальной	2	2
1391	основных положений	1	2
1392	на той	1	2
1393	ее до	1	2
1394	нас вопроса	1	2
1395	сказано выше	3	2
1396	образом получается	1	2
1397	этому выводу	1	2
1398	себя от	1	2
1399	делает его	1	2
1400	к детской	1	2
1401	между людьми	2	2
1402	их лежит	1	2
1403	с нею	1	2
1404	и пришла	1	2
1405	с на	1	2
1406	нее и	1	2
1407	мы возьмем	1	2
1408	мысли я	1	2
1409	похоже на	1	2
1410	его можно	1	2
1411	суть дела	1	2
1412	обе стороны	1	2
1413	иной чем	2	2
1414	о степени	1	2
1415	мыслей и	1	2
1416	и определенной	1	2
1417	от времени	2	2
1418	другой вид	2	2
1419	этого не	1	2
1420	или воспроизведения	1	2
1421	общее правило	1	2
1422	имеют между	1	2
1423	а то	1	2
1424	чтобы быть	2	2
1425	этой цели	1	2
1426	не дают	1	2
1427	среди других	1	2
1428	понимают друг	2	2
1429	другом случае	1	2
1430	ко всему	2	2
1431	том случае	4	2
1432	никакой роли	1	2
1433	что от	1	2
1434	он принадлежит	1	2
1435	он принимает	1	2
1436	и объяснения	1	2
1437	обстоит дело	1	2
1438	этому и	1	2
1439	ибо это	1	2
1440	есть как	1	2
1441	связанных друг	1	2
1442	мы были	1	2
1443	за каждым	1	2
1444	стороны его	1	2
1445	даже при	1	2
1446	вступают в	2	2
1447	не быть	1	2
1448	от общей	1	2
1449	тем чтобы	2	2
1450	что эгоцентризм	1	2
1451	отличаются друг	3	2
1452	за время	1	1
1453	котором они	1	1
1454	тем меньше	2	1
1455	которые изложены	1	1
1456	говоря уже	1	1
1457	которые совершенно	1	1
1458	в каждую	1	1
1459	двум совершенно	1	1
1460	и возможных	1	1
1461	крайними точками	1	1
1462	т.е к	1	1
1463	и самому	1	1
1464	за исключением	1	1
1465	же выводам	1	1
1466	и люди	1	1
1467	идти с	1	1
1468	в среде	2	1
1469	общий для	1	1
1470	эта идея	1	1
1471	эта же	1	1
1472	и говорить	3	1
1473	что истинное	1	1
1474	чтобы представить	1	1
1475	остается при	1	1
1476	живут в	1	1
1477	своих собственных	2	1
1478	но отдельные	1	1
1479	т.е те	1	1
1480	заключалось в	1	1
1481	существенные особенности	1	1
1482	объективных доказательств	2	1
1483	в духе	1	1
1484	его природы	1	1
1485	же положении	1	1
1486	у людей	1	1
1487	с момента	2	1
1488	этого необходимо	1	1
1489	так это	1	1
1490	эта переоценка	1	1
1491	а всегда	1	1
1492	всю эту	1	1
1493	в ногу	3	1
1494	или ином	1	1
1495	гораздо сильнее	1	1
1496	эгоцентризма не	1	1
1497	параллелизм между	1	1
1498	этой стороны	1	1
1499	широком смысле	2	1
1500	детей при	1	1
1501	пришла к	1	1
1502	работу по	1	1
1503	причин не	2	1
1504	высшее и	1	1
1505	несколько дальше	1	1
1506	затруднения в	1	1
1507	только благодаря	1	1
1508	при условии	2	1
1509	развития то	1	1
1510	стороны но	1	1
1511	не хуже	1	1
1512	не сделал	1	1
1513	редких случаях	2	1
1514	каждого нового	1	1
1515	дело только	1	1
1516	считает себя	2	1
1517	всегда может	1	1
1518	и каждое	1	1
1519	выводам что	1	1
1520	из роли	1	1
1521	назад в	1	1
1522	психологии к	1	1
1523	то если	1	1
1524	двух или	3	1
1525	мы все	2	1
1526	есть продукт	1	1
1527	людей и	1	1
1528	а между	8	1
1529	для своей	1	1
1530	от своей	2	1
1531	существовать и	1	1
1532	этого племени	2	1
1533	всегда будет	4	1
1534	точке зрения	1	1
1535	в оправдание	1	1
1536	которого они	1	1
1537	еще нет	1	1
1538	этот человек	1	1
1539	самом раннем	1	1
1540	самой сущности	3	1
1541	значит и	1	1
1542	это сделать	1	1
1543	стало возможным	1	1
1544	потребностей все	1	1
1545	принадлежать к	1	1
1546	его психики	1	1
1547	к точке	1	1
1548	время мы	1	1
1549	не будут	2	1
1550	имеется налицо	1	1
1551	постановкой вопроса	1	1
1552	прочим в	1	1
1553	стоящих на	1	1
1554	крайней мере	1	1
1555	жизни с	1	1
1556	подлежит сомнению	3	1
1557	конечно только	1	1
1558	лишь тогда	2	1
1559	каждый данный	4	1
1560	сущность его	1	1
1561	как другие	1	1
1562	а наоборот	3	1
1563	нам надо	1	1
1564	но из	1	1
1565	два различных	1	1
1566	освободилась от	1	1
1567	у каждого	1	1
1568	момент у	1	1
1569	начале этой	2	1
1570	ему приходится	3	1
1571	к истине	1	1
1572	элементов и	1	1
1573	целого а	1	1
1574	указанных выше	3	1
1575	близким к	1	1
1576	наших рассуждений	1	1
1577	отказывается от	1	1
1578	же основание	1	1
1579	коренным образом	3	1
1580	первое положение	1	1
1581	у отдельных	1	1
1582	при соприкосновении	1	1
1583	было подвергнуть	1	1
1584	в самые	1	1
1585	непрерывно и	1	1
1586	основанных на	1	1
1587	силу не	1	1
1588	я и	1	1
1589	большая или	1	1
1590	стороны что	1	1
1591	теоретические основания	1	1
1592	их от	1	1
1593	и которую	1	1
1594	мы называли	1	1
1595	образом для	1	1
1596	заколдованный круг	1	1
1597	дело тут	1	1
1598	большим трудом	1	1
1599	выше нам	1	1
1600	этих положений	1	1
1601	понимать в	1	1
1602	для этих	1	1
1603	истинный смысл	1	1
1604	смысл и	1	1
1605	ибо только	1	1
1606	низшими и	1	1
1607	так толкует	1	1
1608	факт не	1	1
1609	ведь в	1	1
1610	и однако	1	1
1611	я убедился	1	1
1612	является неизбежным	1	1
1613	этого сделать	1	1
1614	ней надо	1	1
1615	имели никакого	1	1
1616	осталась не	1	1
1617	ко всякой	1	1
1618	возможности его	1	1
1619	что вопрос	1	1
1620	явствует что	1	1
1621	и сведений	1	1
1622	такого что	1	1
1623	с общим	2	1
1624	уже одно	1	1
1625	над всеми	2	1
1626	во взаимной	1	1
1627	одну кучу	1	1
1628	как парадокс	1	1
1629	которого в	2	1
1630	это действительно	1	1
1631	которые неизбежно	1	1
1632	привести в	1	1
1633	центр тяжести	1	1
1634	или о	1	1
1635	чисто индивидуальной	1	1
1636	разрешения задачи	1	1
1637	к чисто	1	1
1638	все остальное	1	1
1639	ним общее	1	1
1640	близкий к	1	1
1641	которое на	1	1
1642	такое представление	1	1
1643	различать два	1	1
1644	мире не	1	1
1645	то каждый	1	1
1646	и факты	1	1
1647	к каким	1	1
1648	не случайно	1	1
1649	приходится наблюдать	1	1
1650	что прежде	1	1
1651	двух детей	1	1
1652	социальной жизни	4	1
1653	смотреть на	2	1
1654	направление развития	1	1
1655	они стоят	1	1
1656	и превратив	1	1
1657	должны выяснить	1	1
1658	пытающийся идти	1	1
1659	они возникли	1	1
1660	разница только	1	1
1661	зависит не	1	1
1662	заметим кстати	2	1
1663	к сознанию	1	1
1664	то им	1	1
1665	области не	1	1
1666	то с	2	1
1667	только еще	1	1
1668	их нужно	1	1
1669	последовательной форме	1	1
1670	так или	5	1
1671	новый принцип	1	1
1672	достаточно ясно	1	1
1673	на месте	2	1
1674	из собственного	1	1
1675	быть раз	1	1
1676	направление как	1	1
1677	встречаются с	1	1
1678	жизни в	1	1
1679	отчасти и	1	1
1680	или выражаясь	1	1
1681	может встать	1	1
1682	говорит за	1	1
1683	нет в	2	1
1684	общими понятиями	1	1
1685	образом первое	1	1
1686	эволюции и	2	1
1687	что восприятие	1	1
1688	то которое	2	1
1689	что признание	1	1
1690	наука в	1	1
1691	впечатление что	1	1
1692	от условий	1	1
1693	всему этому	3	1
1694	являются ли	1	1
1695	частного случая	2	1
1696	которыми они	1	1
1697	потребности или	1	1
1698	и выше	1	1
1699	этого еще	1	1
1700	с каким-нибудь	1	1
1701	постепенно и	1	1
1702	заимствует у	2	1
1703	чаще и	1	1
1704	если для	1	1
1705	ступеней и	1	1
1706	вызывает в	1	1
1707	они совершенно	1	1
1708	тех пор	2	1
1709	окажется что	1	1
1710	дальше так	2	1
1711	наиболее полно	1	1
1712	народов и	6	1
1713	деле является	1	1
1714	в свет	2	1
1715	ясно как	2	1
1716	принять ее	1	1
1717	степени а	1	1
1718	для наблюдателя	1	1
1719	земного шара	8	1
1720	идет об	1	1
1721	и заставить	1	1
1722	а лишь	3	1
1723	и умнее	1	1
1724	если их	1	1
1725	к первому	1	1
1726	потому вполне	1	1
1727	наконец совсем	1	1
1728	как известная	1	1
1729	создают в	1	1
1730	его если	1	1
1731	русском языке	1	1
1732	которые уже	2	1
1733	как тот	2	1
1734	какой-либо теории	1	1
1735	за пределами	1	1
1736	в глазах	2	1
1737	в каждый	6	1
1738	которые все	1	1
1739	невозможно даже	1	1
1740	к основной	1	1
1741	не свидетельствует	1	1
1742	всех указанных	1	1
1743	гораздо большем	1	1
1744	входящих в	2	1
1745	иногда в	1	1
1746	на прежней	1	1
1747	же никогда	1	1
1748	психологии животных	1	1
1749	перенесен в	1	1
1750	ближайшие к	1	1
1751	и идет	1	1
1752	они развились	1	1
1753	то они	4	1
1754	школы и	1	1
1755	и усвоены	1	1
1756	оказывается неспособным	1	1
1757	они оба	1	1
1758	в общие	1	1
1759	пришли к	1	1
1760	сказали выше	2	1
1761	истиной которую	1	1
1762	для всякого	2	1
1763	которой этот	1	1
1764	социального общения	1	1
1765	собой или	1	1
1766	с элементами	1	1
1767	зрения по	1	1
1768	заключается их	1	1
1769	мало того	4	1
1770	современное состояние	1	1
1771	в широком	1	1
1772	у многих	1	1
1773	своих мыслей	1	1
1774	конец а	1	1
1775	без внимания	1	1
1776	случае за	1	1
1777	которые необходимы	1	1
1778	уже очень	1	1
1779	этом не	1	1
1780	ходе своего	1	1
1781	который как	1	1
1782	себя а	1	1
1783	этого нельзя	1	1
1784	за тем	1	1
1785	положение между	1	1
1786	единицами как	1	1
1787	или через	1	1
1788	представляет собою	2	1
1789	с может	1	1
1790	очень давно	1	1
1791	выше вопроса	1	1
1792	может только	1	1
1793	стремление к	1	1
1794	является лишь	1	1
1795	состоянии в	1	1
1796	есть начало	3	1
1797	являются скорее	1	1
1798	со своей	2	1
1799	различия между	3	1
1800	именно эта	1	1
1801	ибо в	4	1
1802	тоже оказываются	1	1
1803	все черты	1	1
1804	этих элементов	1	1
1805	чем наша	1	1
1806	ряд вопросов	1	1
1807	у данного	1	1
1808	еще одной	1	1
1809	одно целое	1	1
1810	эти изменения	1	1
1811	моем сознании	1	1
1812	переворот в	1	1
1813	на задний	1	1
1814	борьбу с	1	1
1815	оба основных	1	1
1816	показывает насколько	1	1
1817	с виду	1	1
1818	в последующем	1	1
1819	что принятие	1	1
1820	кстати что	2	1
1821	действительности от	1	1
1822	является причиной	1	1
1823	самую суть	1	1
1824	единство их	1	1
1825	разные типы	1	1
1826	правильно и	1	1
1827	ослабление социальных	1	1
1828	те которые	1	1
1829	образом даже	1	1
1830	превосходства над	1	1
1831	мы бы	1	1
1832	тот путь	1	1
1833	к обобщениям	1	1
1834	невозможна и	1	1
1835	исторически и	1	1
1836	роль во	1	1
1837	моменту своего	1	1
1838	каждый момент	1	1
1839	прежде казалось	1	1
1840	роль этого	1	1
1841	дальше в	1	1
1842	с соответствующими	1	1
1843	человеческому уму	1	1
1844	тот в	1	1
1845	чтобы узнать	1	1
1846	изменений но	1	1
1847	науки о	1	1
1848	из врожденных	2	1
1849	разных направлениях	1	1
1850	ответить отрицательно	3	1
1851	течение его	1	1
1852	более высокой	1	1
1853	к освобождению	1	1
1854	друг в	1	1
1855	что представление	2	1
1856	ногу с	3	1
1857	научной литературе	1	1
1858	часть его	1	1
1859	заключают в	1	1
1860	будет не	1	1
1861	глаза и	1	1
1862	борьбе с	1	1
1863	является большим	1	1
1864	не вызывает	1	1
1865	намека на	1	1
1866	почему мы	1	1
1867	то не	1	1
1868	оно позволило	1	1
1869	а особенно	1	1
1870	имеет никакой	1	1
1871	резко отличаются	1	1
1872	мы поймем	1	1
1873	развернутую и	1	1
1874	всякое новое	2	1
1875	это должно	1	1
1876	среднее положение	1	1
1877	элементы в	1	1
1878	а во-вторых	1	1
1879	только когда	1	1
1880	развитием у	1	1
1881	теперь мы	2	1
1882	к подобной	1	1
1883	этих существ	1	1
1884	участвовавшим в	1	1
1885	при том	2	1
1886	себя действительно	1	1
1887	самих себя	3	1
1888	психология должна	1	1
1889	короткое время	1	1
1890	давно уже	2	1
1891	показаться что	1	1
1892	только черты	2	1
1893	выйти из	1	1
1894	выше ее	1	1
1895	них мы	1	1
1896	их отношение	1	1
1897	эти мысли	3	1
1898	больше а	1	1
1899	чтобы заметить	1	1
1900	ни для	2	1
1901	должна господствовать	1	1
1902	для их	1	1
1903	культуры в	10	1
1904	и пытаются	1	1
1905	и относится	1	1
1906	с только	1	1
1907	и неизменно	1	1
1908	силы и	1	1
1909	положении в	1	1
1910	даже и	1	1
1911	но кто	1	1
1912	несколько менее	1	1
1913	некий общий	1	1
1914	а после	1	1
1915	даже что	1	1
1916	сущность которого	1	1
1917	настолько много	1	1
1918	и общения	1	1
1919	на прямой	2	1
1920	частями этого	1	1
1921	не вполне	3	1
1922	сложились в	1	1
1923	и психологии	1	1
1924	оно существует	1	1
1925	родства и	2	1
1926	непонятными и	1	1
1927	он при	1	1
1928	всего что	1	1
1929	своей эгоцентрической	1	1
1930	двух других	1	1
1931	на наших	1	1
1932	уже более	2	1
1933	свои составные	1	1
1934	ней и	1	1
1935	группы и	1	1
1936	ведь если	1	1
1937	уже знаем	1	1
1938	без того	4	1
1939	все без	2	1
1940	когда отдельные	1	1
1941	живет и	1	1
1942	от другой	1	1
1943	у этих	1	1
1944	оказывается мало	1	1
1945	их ни	1	1
1946	и воспроизводить	1	1
1947	этих людей	1	1
1948	или лучше	1	1
1949	всякий кто	1	1
1950	начало и	6	1
1951	целой группы	1	1
1952	и логического	1	1
1953	значительная часть	4	1
1954	надо понимать	2	1
1955	представим себе	1	1
1956	и логически	1	1
1957	никакого сомнения	1	1
1958	в заблуждение	1	1
1959	себя совершенно	1	1
1960	зрения что	1	1
1961	на нашу	2	1
1962	несколько иной	1	1
1963	предметами и	1	1
1964	есть одно	1	1
1965	и оставаться	1	1
1966	поэтому такой	1	1
1967	то для	1	1
1968	представления об	2	1
1969	однако совершенно	1	1
1970	отличия от	1	1
1971	что несмотря	2	1
1972	только кажущимся	1	1
1973	тем сильнее	2	1
1974	другая часть	1	1
1975	с особенностями	1	1
1976	не замечает	1	1
1977	не от	2	1
1978	в европейской	4	1
1979	одинаково для	1	1
1980	например при	1	1
1981	о возможности	1	1
1982	на разных	1	1
1983	степени их	1	1
1984	получается заколдованный	1	1
1985	а эту	1	1
1986	действительно так	1	1
1987	естественно при	1	1
1988	играет никакой	1	1
1989	собой ибо	1	1
1990	решить этот	1	1
1991	разных народов	1	1
1992	речь очень	1	1
1993	быть приняты	1	1
1994	не равно	1	1
1995	прекрасно понимают	1	1
1996	между прочим	2	1
1997	долго и	1	1
1998	а эта	1	1
1999	элементы которые	1	1
2000	на особенностях	1	1
2001	на себе	2	1
2002	с к	1	1
2003	последнем случае	1	1
2004	говоря вся	1	1
2005	момента начала	1	1
2006	необходимое условие	1	1
2007	вопросы для	1	1
2008	от себя	2	1
2009	на вершине	3	1
2010	все у	1	1
2011	ними на	1	1
2012	путем этого	1	1
2013	усвоения и	2	1
2014	ли это	1	1
2015	эти примеры	2	1
2016	ребенка гораздо	1	1
2017	момента когда	1	1
2018	заключается во	1	1
2019	нет но	1	1
2020	приближение к	1	1
2021	это по	1	1
2022	кажется что	1	1
2023	нет из	1	1
2024	за ними	3	1
2025	этими названиями	1	1
2026	и создавать	1	1
2027	первые шаги	1	1
2028	невозможна как	1	1
2029	работа как	1	1
2030	с большой	1	1
2031	и стремление	1	1
2032	этого нужно	1	1
2033	моментом этой	1	1
2034	так называемого	5	1
2035	которую в	1	1
2036	это потому	1	1
2037	установлении в	1	1
2038	всмотреться в	1	1
2039	понимание но	1	1
2040	лучше сказать	1	1
2041	состоящую исключительно	1	1
2042	потому чтобы	1	1
2043	встать на	1	1
2044	одному общему	1	1
2045	деле это	1	1
2046	и непонятной	1	1
2047	что без	1	1
2048	при оценке	1	1
2049	могут рассматриваться	1	1
2050	чем сильнее	1	1
2051	не отметить	1	1
2052	очень редко	1	1
2053	в данный	1	1
2054	вся эта	1	1
2055	за себя	1	1
2056	такой постановки	1	1
2057	внешнего сходства	1	1
2058	если присмотреться	1	1
2059	или меньшая	1	1
2060	и техническое	1	1
2061	причем это	1	1
2062	похожих на	1	1
2063	сливаются в	1	1
2064	что до	2	1
2065	на родной	1	1
2066	не отвергает	1	1
2067	можем сделать	1	1
2068	находят себе	1	1
2069	произведение и	1	1
2070	его мнению	1	1
2071	неспособным к	1	1
2072	представлению о	1	1
2073	когда взрослый	2	1
2074	и кто	1	1
2075	себе те	1	1
2076	не принадлежат	1	1
2077	от этой	1	1
2078	которой это	1	1
2079	отдельных частей	1	1
2080	не ставит	1	1
2081	расположить их	1	1
2082	с затруднениями	1	1
2083	под этими	1	1
2084	бы при	1	1
2085	и усваиваются	1	1
2086	ряде других	1	1
2087	в моем	1	1
2088	за спиной	1	1
2089	когда дело	1	1
2090	значит для	1	1
2091	останавливались на	1	1
2092	выше так	1	1
2093	сделать из	1	1
2094	однако чтобы	1	1
2095	правда не	1	1
2096	того однако	1	1
2097	здесь будет	1	1
2098	господствовать в	1	1
2099	по крайней	1	1
2100	и черты	1	1
2101	силу общих	1	1
2102	наконец и	1	1
2103	в усвоении	1	1
2104	совершенно непонятными	1	1
2105	отличных от	1	1
2106	которое имело	1	1
2107	на самих	1	1
2108	из элементов	7	1
2109	задний план	1	1
2110	что стоит	2	1
2111	признаку их	2	1
2112	и чаще	1	1
2113	причиной и	1	1
2114	а может	1	1
2115	которые им	1	1
2116	что многие	2	1
2117	ее с	1	1
2118	большей частью	1	1
2119	рано или	2	1
2120	психологии с	1	1
2121	содержание которое	1	1
2122	он есть	1	1
2123	сказываются в	1	1
2124	при своем	1	1
2125	прямой линии	4	1
2126	слова были	1	1
2127	психический процесс	1	1
2128	ее не	1	1
2129	он все	2	1
2130	лишь о	2	1
2131	смотрят на	1	1
2132	ему надо	1	1
2133	путей к	1	1
2134	чисто субъективной	1	1
2135	это кажется	1	1
2136	раньше других	1	1
2137	когда эти	1	1
2138	группой с	1	1
2139	одну группу	2	1
2140	однако такое	1	1
2141	или поздно	2	1
2142	это единственный	1	1
2143	же он	1	1
2144	не будучи	1	1
2145	пришлось бы	2	1
2146	но самые	1	1
2147	человека но	1	1
2148	другими людьми	1	1
2149	которые может	1	1
2150	даже когда	1	1
2151	на тех	1	1
2152	воля к	1	1
2153	свидетельствует о	1	1
2154	нашли бы	1	1
2155	лишь то	1	1
2156	они одинаково	1	1
2157	будет ли	1	1
2158	тут не	1	1
2159	одну общую	1	1
2160	лучше и	3	1
2161	со своим	1	1
2162	надеяться на	1	1
2163	из своих	1	1
2164	иначе обстоит	1	1
2165	наивными и	1	1
2166	о ее	1	1
2167	иной вид	1	1
2168	а на	1	1
2169	что объективная	1	1
2170	элементы из	2	1
2171	во-первых потому	1	1
2172	согласно с	1	1
2173	скорее в	1	1
2174	и где	2	1
2175	они вовсе	1	1
2176	лишь с	1	1
2177	во имя	3	1
2178	не переставал	1	1
2179	жизнью в	1	1
2180	так в	1	1
2181	исходящим из	1	1
2182	по условиям	1	1
2183	некоторые черты	1	1
2184	в особом	1	1
2185	подражания на	1	1
2186	жизнь и	3	1
2187	основанной на	1	1
2188	правильности этого	1	1
2189	не говоря	1	1
2190	только лишь	1	1
2191	для целого	1	1
2192	искать в	1	1
2193	указывали на	1	1
2194	чем эта	1	1
2195	развиваться в	3	1
2196	всем вообще	1	1
2197	до тех	2	1
2198	ее он	1	1
2199	на свои	1	1
2200	как объяснить	1	1
2201	является ли	3	1
2202	будет представлять	1	1
2203	все социальное	1	1
2204	а от	1	1
2205	не находят	1	1
2206	не играет	2	1
2207	низкой ступени	1	1
2208	общение между	1	1
2209	единство и	1	1
2210	их общий	1	1
2211	к тем	2	1
2212	не очень	2	1
2213	свою историю	1	1
2214	и безусловно	1	1
2215	что психология	1	1
2216	они сейчас	1	1
2217	и определить	1	1
2218	итак если	1	1
2219	и всех	1	1
2220	все та	1	1
2221	лицо к	1	1
2222	которых они	1	1
2223	что под	2	1
2224	со своими	2	1
2225	быть если	1	1
2226	нога в	3	1
2227	как за	1	1
2228	остановились в	1	1
2229	в узком	1	1
2230	поскольку все	1	1
2231	сходства между	1	1
2232	общим именем	2	1
2233	надо признать	1	1
2234	которые больше	1	1
2235	в который	1	1
2236	вообще к	1	1
2237	как общее	1	1
