N	2gram	Tiupa_Lite	Problema
1312	от античности	1	1
1313	и подобные	2	1
1314	но было	1	1
1315	высокое искусство	1	1
1316	русской классической	9	1
1317	в некоторых	1	1
1318	всего в	4	1
1319	мысли так	1	1
1320	и представляет	1	1
1321	на глазах	1	1
1322	живую душу	1	1
1323	что современная	1	1
1324	в уединение	1	1
1325	как другие	1	1
1326	с более	1	1
1327	об одном	1	1
1328	к себе	3	1
1329	советской страны	1	1
1330	мы знаем	1	1
1331	это я	1	1
1332	в теле	1	1
1333	к творчеству	1	1
1334	или иными	1	1
1335	с тех	1	1
1336	мир во	1	1
1337	не имея	1	1
1338	поскольку речь	2	1
1339	оказался в	1	1
1340	целом но	2	1
1341	природу и	1	1
1342	и всякой	1	1
1343	вокруг себя	2	1
1344	не путем	1	1
1345	принципиальная значимость	1	1
1346	не объект	1	1
1347	как своих	1	1
1348	знал и	1	1
1349	сознания на	3	1
1350	полное отсутствие	1	1
1351	пути и	1	1
1352	ее от	1	1
1353	своих врагов	1	1
1354	ее развития	1	1
1355	его романов	1	1
1356	братства и	1	1
1357	того он	1	1
1358	по аналогии	3	1
1359	от логических	1	1
1360	xviii века	2	1
1361	еще при	1	1
1362	по улице	1	1
1363	не сказать	1	1
1364	но само	1	1
1365	не остается	2	1
1366	в евгении	1	1
1367	этом последнем	1	1
1368	над тобою	1	1
1369	с жизнью	2	1
1370	рядом с	1	1
1371	одном из	3	1
1372	во главе	2	1
1373	он мыслит	1	1
1374	так сказать	1	1
1375	в употреблении	1	1
1376	заодно и	1	1
1377	это путь	1	1
1378	от данного	2	1
1379	о невозможности	1	1
1380	в сторону	1	1
1381	нового человека	2	1
1382	работников в	1	1
1383	привносит в	1	1
1384	мыслится как	5	1
1385	с новой	1	1
1386	только ему	1	1
1387	однако так	1	1
1388	нам чрезвычайно	1	1
1389	здесь впервые	1	1
1390	превращаясь в	2	1
1391	ее отражения	1	1
1392	я такое	1	1
1393	и пространства	1	1
1394	идет по	1	1
1395	героя и	2	1
1396	в наше	1	1
1397	бы пожалуй	1	1
1398	теперь сам	1	1
1399	переживания в	1	1
1400	сюда же	1	1
1401	с р	1	1
1402	с какой	1	1
1403	долгий путь	1	1
1404	есть так	1	1
1405	в объективном	1	1
1406	в ответ	1	1
1407	руками и	1	1
1408	он стал	1	1
1409	переживаний и	1	1
1410	смысл этот	1	1
1411	романы достоевского	1	1
1412	как объект	1	1
1413	бы но	1	1
1414	соединении с	1	1
1415	других людей	1	1
1416	отношений есть	1	1
1417	человек который	1	1
1418	также не	1	1
1419	решение вопроса	1	1
1420	которой состоит	1	1
1421	здесь каждому	1	1
1422	как один	1	1
1423	того кто	2	1
1424	опять к	1	1
1425	где каждый	1	1
1426	такого бунта	1	1
1427	ту сторону	1	1
1428	писатели и	1	1
1429	н асеев	1	1
1430	трагедии шекспира	1	1
1431	жди меня	1	1
1432	путь он	1	1
1433	художественности не	3	1
1434	ли на	1	1
1435	здесь я	1	1
1436	путь и	3	1
1437	время он	1	1
1438	человеческая масса	1	1
1439	земли а	1	1
1440	этой системе	1	1
1441	радости и	1	1
1442	символизма если	1	1
1443	с идеей	2	1
1444	это он	1	1
1445	как высь	1	1
1446	но факт	1	1
1447	и перестает	1	1
1448	в особенности	2	1
1449	были его	1	1
1450	часто оказываются	1	1
1451	то само	1	1
1452	бунт против	2	1
1453	я по	2	1
1454	исторического момента	1	1
1455	который уже	1	1
1456	обобщению и	1	1
1457	и картины	1	1
1458	ним и	1	1
1459	говорит а	1	1
1460	литературы как	1	1
1461	отражением в	1	1
1462	а попросту	1	1
1463	художественном отношении	1	1
1464	смерть и	1	1
1465	ответ на	1	1
1466	от собственного	1	1
1467	обратном порядке	1	1
1468	нас однако	1	1
1469	времен растущих	1	1
1470	и сделать	1	1
1471	творчества и	1	1
1472	мотив в	1	1
1473	с этого	1	1
1474	с некоторыми	1	1
1475	он достаточно	1	1
1476	и одновременно	2	1
1477	ко всеобщему	1	1
1478	истину как	1	1
1479	предполагать что	1	1
1480	искусство должно	1	1
1481	его сознания	2	1
1482	по собственному	2	1
1483	и соответственно	1	1
1484	в памяти	1	1
1485	новых городов	1	1
1486	прошлого в	1	1
1487	создает и	1	1
1488	языка есть	1	1
1489	раз его	1	1
1490	говоря и	1	1
1491	нет а	1	1
1492	поэзии и	3	1
1493	имеет здесь	1	1
1494	первой главе	1	1
1495	для читателя	2	1
1496	и судьба	1	1
1497	это может	1	1
1498	это самое	1	1
1499	выступает как	1	1
1500	необходимых для	1	1
1501	и неровный	1	1
1502	разные произведения	1	1
1503	как некий	2	1
1504	первых десятилетий	1	1
1505	в поэзии	4	1
1506	входя в	1	1
1507	в диалоге	1	1
1508	как человеческий	1	1
1509	перейти в	1	1
1510	является продолжением	1	1
1511	который всегда	1	1
1512	же автор	1	1
1513	к чистой	1	1
1514	все хотят	2	1
1515	себе уже	1	1
1516	бог и	1	1
1517	но вечно	1	1
1518	действительности это	1	1
1519	нас будут	1	1
1520	во мне	2	1
1521	быть не	2	1
1522	то чему	1	1
1523	из его	2	1
1524	в школе	1	1
1525	нам для	1	1
1526	в образах	2	1
1527	место у	1	1
1528	отношении к	2	1
1529	тут ни	1	1
1530	но сам	1	1
1531	которую он	1	1
1532	узком значении	1	1
1533	пока мы	1	1
1534	трактовать как	1	1
1535	еще один	1	1
1536	но без	2	1
1537	вообще может	1	1
1538	вот этот	1	1
1539	свое существование	1	1
1540	состоит в	18	1
1541	вся земля	1	1
1542	свободу от	1	1
1543	мере двух	1	1
1544	двести лет	1	1
1545	впервые в	2	1
1546	почти целиком	1	1
1547	с красной	1	1
1548	не слышали	1	1
1549	эту теорию	1	1
1550	них художественной	1	1
1551	искусство и	1	1
1552	в концепции	1	1
1553	под знаком	1	1
1554	как василий	1	1
1555	только здесь	1	1
1556	весьма глубокий	1	1
1557	вещью что	1	1
1558	отражения в	1	1
1559	не снаружи	1	1
1560	впечатлений в	1	1
1561	подобные им	2	1
1562	поскольку для	2	1
1563	не таков	1	1
1564	мать и	1	1
1565	огромного числа	1	1
1566	говорится в	2	1
1567	отдельной личности	3	1
1568	воспитания и	1	1
1569	культурной жизни	1	1
1570	не видит	2	1
1571	над землей	1	1
1572	по этой	2	1
1573	последнего времени	1	1
1574	стихотворения в	1	1
1575	с каким	1	1
1576	с мастерством	1	1
1577	как к	4	1
1578	в любви	1	1
1579	на челе	1	1
1580	общей теории	1	1
1581	сознания из	1	1
1582	как говорится	1	1
1583	мир в	5	1
1584	в последней	1	1
1585	бы представить	1	1
1586	текст но	1	1
1587	мысль моя	1	1
1588	жизни здесь	1	1
1589	которых он	1	1
1590	в сфере	7	1
1591	быть каким	1	1
1592	жизни все	1	1
1593	нам нет	1	1
1594	для автора	1	1
1595	но одна	1	1
1596	он становится	2	1
1597	величие в	1	1
1598	художественности но	1	1
1599	на север	1	1
1600	сам себе	1	1
1601	этого сознания	2	1
1602	реальной действительности	1	1
1603	герой как	1	1
1604	но принципиально	1	1
1605	этом не	1	1
1606	имеет место	1	1
1607	всей вселенной	1	1
1608	и тому	1	1
1609	что сами	1	1
1610	он один	3	1
1611	на память	1	1
1612	впрочем не	1	1
1613	каждого элемента	1	1
1614	и единственным	1	1
1615	апрель и	1	1
1616	есть способ	1	1
1617	в литературный	1	1
1618	нового типа	2	1
1619	говорит у	1	1
1620	имя той	1	1
1621	но особенно	1	1
1622	дело и	1	1
1623	два десятилетия	1	1
1624	как все	2	1
1625	другого или	1	1
1626	я люблю	3	1
1627	критиков и	1	1
1628	которая как	1	1
1629	о месте	1	1
1630	альфа и	1	1
1631	сказали бы	1	1
1632	имеет своей	1	1
1633	выше и	2	1
1634	на задний	1	1
1635	могут служить	2	1
1636	божество и	1	1
1637	я создал	2	1
1638	не по	2	1
1639	в акте	1	1
1640	есть произведение	1	1
1641	для кого	1	1
1642	сама с	1	1
1643	свою жизнь	1	1
1644	романа о	1	1
1645	понятия в	1	1
1646	само имя	1	1
1647	в пути	3	1
1648	моя не	1	1
1649	но дело	1	1
1650	не следует	1	1
1651	жизнь есть	2	1
1652	сознания для	2	1
1653	нет не	2	1
1654	начале стихотворения	1	1
1655	к которой	1	1
1656	разумеется в	1	1
1657	пространства и	1	1
1658	каковы бы	1	1
1659	в рамках	9	1
1660	он их	1	1
1661	решающую роль	1	1
1662	на путь	1	1
1663	необходима еще	1	1
1664	далека от	1	1
1665	исторически и	1	1
1666	являет собой	2	1
1667	бытия и	1	1
1668	искусства с	1	1
1669	человеческого но	1	1
1670	этот текст	1	1
1671	этой силы	1	1
1672	жанра но	1	1
1673	дальше в	1	1
1674	все дары	1	1
1675	нет необходимости	1	1
1676	содержания жизни	1	1
1677	дело однако	1	1
1678	свое начало	1	1
1679	своем я	2	1
1680	здесь после	1	1
1681	случае в	1	1
1682	мужества и	1	1
1683	как форма	1	1
1684	своем и	1	1
1685	этого в	1	1
1686	свой труд	1	1
1687	того еще	1	1
1688	всю ночь	1	1
1689	язык а	1	1
1690	другом но	1	1
1691	средних веков	1	1
1692	самого человека	1	1
1693	исходя из	3	1
1694	порядка в	1	1
1695	тех для	1	1
1696	того не	1	1
1697	однако изучение	1	1
1698	необходимое для	1	1
1699	чем ее	1	1
1700	об искусстве	1	1
1701	а вот	2	1
1702	эпохи а	1	1
1703	по выражению	2	1
1704	конца не	1	1
1705	поэме ухода	2	1
1706	в принципе	7	1
1707	по праву	2	1
1708	всех ее	1	1
1709	окружающей его	2	1
1710	всем и	2	1
1711	ты не	1	1
1712	в день	1	1
1713	не несет	1	1
1714	быть может	2	1
1715	впрочем это	1	1
1716	отношений в	1	1
1717	среди других	1	1
1718	всего пушкинского	1	1
1719	это должно	1	1
1720	в традиционных	1	1
1721	о революции	1	1
1722	русской поэзии	5	1
1723	для осуществления	1	1
1724	бы столько	1	1
1725	периоды его	1	1
1726	образ этого	1	1
1727	к более	1	1
1728	общего или	1	1
1729	ведет к	5	1
1730	и привести	1	1
1731	начале поэмы	1	1
1732	начинается с	1	1
1733	продолжением и	1	1
1734	стремления к	1	1
1735	ничего о	1	1
1736	себя к	1	1
1737	может оказаться	1	1
1738	прочим и	1	1
1739	характерную для	1	1
1740	он по	1	1
1741	жизни на	3	1
1742	дела как	2	1
1743	я буду	1	1
1744	вся картина	1	1
1745	значит отличаться	1	1
1746	большей части	1	1
1747	у которых	1	1
1748	при всей	5	1
1749	в сем	1	1
1750	меняет в	1	1
1751	системы как	1	1
1752	в основном	1	1
1753	восходит к	2	1
1754	сам не	1	1
1755	духовной жизни	4	1
1756	полтаве и	1	1
1757	которых не	1	1
1758	уже было	1	1
1759	в руках	2	1
1760	выступает здесь	1	1
1761	победы над	1	1
1762	и внешнее	1	1
1763	в различных	1	1
1764	обращаясь к	4	1
1765	в соединении	1	1
1766	за ней	1	1
1767	бы два	1	1
1768	как таковую	1	1
1769	видя его	1	1
1770	перед ним	2	1
1771	означает не	1	1
1772	второй половины	1	1
1773	и эстетического	1	1
1774	поэта и	1	1
1775	самом начале	1	1
1776	однако эти	1	1
1777	по которой	1	1
1778	на художественную	1	1
1779	герой нашего	1	1
1780	следующим образом	2	1
1781	тогда он	1	1
1782	людям в	1	1
1783	в литературоведении	1	1
1784	нам остается	1	1
1785	он этой	1	1
1786	и свет	1	1
1787	бытия поскольку	1	1
1788	со второй	1	1
1789	что отделяет	1	1
1790	и внешней	1	1
1791	действительности по	1	1
1792	горького в	1	1
1793	над рекой	1	1
1794	другом стихотворении	1	1
1795	и умереть	1	1
1796	однако вся	1	1
1797	оторванности от	1	1
1798	одно что	1	1
1799	все предметы	1	1
1800	все тот	1	1
1801	эта художественная	1	1
1802	пусть и	1	1
1803	к общему	3	1
1804	в фигуре	1	1
1805	стороны к	1	1
1806	такое сознание	2	1
1807	и логически	1	1
1808	от автора	2	1
1809	как тайну	1	1
1810	и столь	1	1
1811	князя мышкина	1	1
1812	к одному	1	1
1813	она как	1	1
1814	х гг	1	1
1815	собой в	1	1
1816	есть у	1	1
1817	сознание в	3	1
1818	усилием и	1	1
1819	его основная	1	1
1820	второй план	1	1
1821	из стихотворения	1	1
1822	в работах	1	1
1823	внутренней и	1	1
1824	человеческого опыта	1	1
1825	я во	1	1
1826	в тот	1	1
1827	многих отношениях	1	1
1828	о ком	1	1
1829	от языка	2	1
1830	иной эстетической	1	1
1831	не от	1	1
1832	в общее	1	1
1833	свет и	1	1
1834	не была	1	1
1835	так было	1	1
1836	по новым	1	1
1837	наконец в-третьих	1	1
1838	произведение как	1	1
1839	своих собственных	1	1
1840	жизни после	1	1
1841	все последующее	1	1
1842	которые могли	1	1
1843	воздействие на	2	1
1844	такова что	1	1
1845	себе однако	1	1
1846	лучшее в	1	1
1847	самое и	1	1
1848	себя как	2	1
1849	символизма как	1	1
1850	в мире	9	1
1851	из четырех	1	1
1852	света и	1	1
1853	я есть	2	1
1854	и оказывается	1	1
1855	века в	3	1
1856	должно было	1	1
1857	это прежде	1	1
1858	лишь для	1	1
1859	человек то	1	1
1860	на свободу	1	1
1861	другим а	1	1
1862	лишнего человека	1	1
1863	для новой	1	1
1864	для общего	1	1
1865	советского государства	1	1
1866	достоевского но	1	1
1867	как сказано	2	1
1868	пребывания в	1	1
1869	всех своих	3	1
1870	творчества отдельных	1	1
1871	под именем	2	1
1872	театр времен	1	1
1873	сознания а	2	1
1874	как глубоко	1	1
1875	это были	1	1
1876	должен иметь	1	1
1877	не сводится	3	1
1878	в души	1	1
1879	дня рождения	1	1
1880	жизнь то	1	1
1881	в уме	4	1
1882	личности и	1	1
1883	все то	2	1
1884	но до	1	1
1885	поскольку от	1	1
1886	не более	2	1
1887	говорит ему	1	1
1888	процесса в	2	1
1889	если б	2	1
1890	земле в	1	1
1891	на объективную	1	1
1892	человеческой личности	1	1
1893	в землю	1	1
1894	и выше	2	1
1895	как известно	1	1
1896	друг мой	1	1
1897	сердце мое	1	1
1898	году в	1	1
1899	это делает	1	1
1900	пиковой даме	1	1
1901	пушкина в	2	1
1902	мысль в	2	1
1903	неба над	1	1
1904	такое чисто	1	1
1905	и отражения	1	1
1906	чаще всего	1	1
1907	и нигде	1	1
1908	из глубины	1	1
1909	свобода от	5	1
1910	мыслит своего	1	1
1911	душе своей	2	1
1912	мы прошли	1	1
1913	каждого из	2	1
1914	родины в	1	1
1915	наше время	1	1
1916	в разговоре	2	1
1917	не совпадающих	1	1
1918	для многих	3	1
1919	произведение и	1	1
1920	в перспективе	1	1
1921	поэта когда	1	1
1922	с душой	1	1
1923	достоевского в	1	1
1924	чего и	1	1
1925	от самой	1	1
1926	не мыслит	1	1
1927	такова же	1	1
1928	время у	1	1
1929	не идет	1	1
1930	этом в	3	1
1931	не помню	1	1
1932	своего образа	1	1
1933	представляют собой	1	1
1934	любви или	1	1
1935	нашего времени	2	1
1936	не исчерпывается	1	1
1937	задолго до	1	1
1938	их как	1	1
1939	обязан быть	1	1
1940	домашний очаг	1	1
1941	во взгляде	1	1
1942	и автор	1	1
1943	на читателя	2	1
1944	и вновь	2	1
1945	него нет	1	1
1946	очевидным что	1	1
1947	этом как	3	1
1948	этой позиции	1	1
1949	основе данного	1	1
1950	мандельштам еще	1	1
1951	и разговаривать	1	1
1952	в обратном	1	1
1953	человека у	1	1
1954	в моем	1	1
1955	показать что	1	1
1956	одной то	1	1
1957	себя с	1	1
1958	как при	1	1
1959	эстетики и	1	1
1960	оказываются не	1	1
1961	русской и	1	1
1962	оказывается на	1	1
1963	ничто в	1	1
1964	меня я	1	1
1965	в xix	1	1
1966	них он	1	1
1967	человек со	1	1
1968	речь в	2	1
1969	основные моменты	1	1
1970	к родине	1	1
1971	пока он	1	1
1972	эти характеристики	1	1
1973	своей жизни	1	1
1974	искусства то	2	1
1975	к какой	1	1
1976	свое время	1	1
1977	автора но	1	1
1978	исторической значимости	1	1
1979	было у	2	1
1980	особенность этого	1	1
1981	это как	3	1
1982	свободная от	1	1
1983	произведение искусства	8	1
1984	тех же	3	1
1985	даже к	1	1
1986	в историю	1	1
1987	к свету	2	1
1988	идет о	4	1
1989	задний план	1	1
1990	решающее значение	1	1
1991	автора и	1	1
1992	но лишь	4	1
1993	что-то другое	2	1
1994	нашей стране	1	1
1995	впрочем и	1	1
1996	ее с	1	1
1997	и находит	1	1
1998	же время	12	1
1999	в обществе	1	1
2000	вот уже	1	1
2001	этой страшной	1	1
2002	между людьми	1	1
2003	корнями в	1	1
2004	я я	2	1
2005	друга а	1	1
2006	говорил что	1	1
2007	для уяснения	1	1
2008	человечества и	1	1
2009	это порождение	1	1
2010	таково что	1	1
2011	но исключительно	1	1
2012	хотят увидеть	2	1
2013	где бы	2	1
2014	художественным творчеством	1	1
2015	лишь за	1	1
2016	случае как	1	1
2017	толстой в	1	1
2018	чуть ли	2	1
2019	поэтому он	1	1
2020	и последовательной	1	1
2021	проникает в	1	1
2022	поэтому что	1	1
2023	откровения не	1	1
2024	и прямо	1	1
2025	даже когда	1	1
2026	когда речь	1	1
2027	аналогии с	3	1
2028	хоть и	1	1
2029	различие между	3	1
2030	художественной рефлексии	1	1
2031	и было	1	1
2032	его субъективная	1	1
2033	их смыслового	1	1
2034	он называл	1	1
2035	за горами	1	1
2036	мне это	1	1
2037	различие здесь	1	1
2038	день и	1	1
2039	в полном	1	1
2040	и п	2	1
2041	у тютчева	4	1
2042	из своих	2	1
2043	несет в	2	1
2044	не берет	1	1
2045	кто бы	1	1
2046	звезд тогда	1	1
2047	х годов	5	1
2048	начала в	1	1
2049	субъекта но	1	1
2050	знает как	1	1
2051	возникают прежде	1	1
2052	здесь даже	2	1
2053	существе своем	1	1
2054	к жизни	2	1
2055	во имя	3	1
2056	не подлежит	1	1
2057	этой цели	2	1
2058	имя в	1	1
2059	которого уже	1	1
2060	по нашим	1	1
2061	на юг	1	1
2062	в новом	1	1
2063	тайну мы	1	1
2064	руки и	1	1
2065	произведения с	2	1
2066	он строит	1	1
2067	этого он	1	1
2068	в стиле	1	1
2069	в слово	1	1
2070	оно в	1	1
2071	его тем	1	1
2072	кто сам	1	1
2073	поэт не	1	1
2074	жизни для	1	1
2075	слово это	1	1
2076	предметом нашего	1	1
2077	стихах и	2	1
2078	как уже	3	1
2079	с категорией	1	1
2080	а от	1	1
2081	аксиома не	1	1
2082	субъекта и	3	1
2083	обстоит дело	1	1
2084	в отношениях	1	1
2085	требуют от	1	1
2086	бытия в	1	1
2087	есть всегда	1	1
2088	андрей болконский	1	1
2089	к тем	1	1
2090	говорит я	1	1
2091	что образ	1	1
2092	я иду	1	1
2093	по сути	1	1
2094	в большинстве	1	1
2095	исканий в	1	1
2096	увидеть всех	1	1
2097	оказывается вполне	1	1
2098	по всей	1	1
2099	вдруг оказывается	1	1
2100	трилогии в	1	1
2101	делает уже	1	1
2102	он знает	1	1
2103	в общественном	1	1
2104	в библии	1	1
2105	тем чтобы	1	1
2106	писателей и	1	1
2107	что данная	1	1
2108	и читателя	1	1
2109	сам является	1	1
2110	а жизнь	1	1
2111	в эти	1	1
2112	искусство как	1	1
2113	ни был	2	1
2114	будущей жизни	1	1
2115	чем художественный	1	1
2116	на войне	1	1
2117	сам горький	1	1
2118	а эти	1	1
