N	2gram	Tiupa_Anal	Istorich
1316	его личной	1	1
1317	есть то	1	1
1318	мир и	1	1
1319	а а	5	1
1320	которая будет	1	1
1321	мужских и	2	1
1322	что мужские	1	1
1323	и смерти	1	1
1324	нам не	2	1
1325	состоит не	3	1
1326	было и	1	1
1327	ремесла но	1	1
1328	и отчасти	1	1
1329	прямой путь	1	1
1330	она же	1	1
1331	же следует	1	1
1332	человека не	1	1
1333	нас и	1	1
1334	в цикле	1	1
1335	ее лица	1	1
1336	она названа	1	1
1337	именно этим	1	1
1338	и каждое	2	1
1339	он притворяется	1	1
1340	ничто не	1	1
1341	и иных	1	1
1342	контрастирующая с	1	1
1343	начале рассказа	1	1
1344	времени в	3	1
1345	своим собственным	1	1
1346	случайно он	1	1
1347	встречи с	2	1
1348	может служить	2	1
1349	он шел	1	1
1350	куда же	1	1
1351	эта система	1	1
1352	для данного	1	1
1353	воздержаться от	1	1
1354	лубочных картинок	1	1
1355	ни жив	1	1
1356	и сюжет	1	1
1357	новое рождение	1	1
1358	стороны как	2	1
1359	и ниже	1	1
1360	рассказывает о	1	1
1361	от своей	2	1
1362	же его	1	1
1363	за рамки	1	1
1364	слезами а	1	1
1365	в иную	2	1
1366	других что	1	1
1367	в значительной	3	1
1368	приходят к	1	1
1369	я с	7	1
1370	отдельности и	1	1
1371	мирового фольклора	1	1
1372	таких условиях	1	1
1373	места для	1	1
1374	противопоставлены в	1	1
1375	шесть лет	1	1
1376	приобщения к	2	1
1377	иным как	1	1
1378	и всякого	1	1
1379	в противном	2	1
1380	не два	1	1
1381	когда для	1	1
1382	бог не	1	1
1383	уже по	2	1
1384	этому я	1	1
1385	строго говоря	1	1
1386	и иной	1	1
1387	говорит как	1	1
1388	или иным	2	1
1389	иначе говоря	5	1
1390	но едва	1	1
1391	сам автор	2	1
1392	самого героя	1	1
1393	возвращение к	1	1
1394	а наоборот	1	1
1395	собой исторически	1	1
1396	общения с	1	1
1397	если к	1	1
1398	висит на	2	1
1399	к запретам	1	1
1400	числу таких	1	1
1401	в ситуации	1	1
1402	или иную	1	1
1403	иного рода	1	1
1404	например так	1	1
1405	духовной культуры	1	1
1406	лица и	1	1
1407	в следующем	2	1
1408	зачем тебе	1	1
1409	сторону его	1	1
1410	не представляется	1	1
1411	живет и	1	1
1412	и приводит	1	1
1413	родного дома	1	1
1414	б у	1	1
1415	и всего	1	1
1416	менее он	1	1
1417	от уз	1	1
1418	из характерных	1	1
1419	или иная	1	1
1420	и понимает	1	1
1421	рядом с	1	1
1422	место и	1	1
1423	путь в	1	1
1424	герою он	1	1
1425	которых в	1	1
1426	был не	1	1
1427	не требует	1	1
1428	мифа с	1	1
1429	любимой дочери	1	1
1430	смерти после	1	1
1431	тотемным животным	1	1
1432	принадлежностью к	1	1
1433	свой дом	1	1
1434	апогея в	1	1
1435	я на	1	1
1436	с новой	1	1
1437	жив ни	1	1
1438	не сумел	1	1
1439	не составляет	1	1
1440	и остался	1	1
1441	текстов и	1	1
1442	и одним	1	1
1443	в происхождении	1	1
1444	меня от	1	1
1445	однако герой	1	1
1446	нами не	1	1
1447	неотделимо от	1	1
1448	близко к	1	1
1449	человека как	1	1
1450	брата на	1	1
1451	остается на	1	1
1452	речи и	1	1
1453	а ее	1	1
1454	было только	1	1
1455	и женских	3	1
1456	тебе от	1	1
1457	как объект	1	1
1458	случаях обычно	1	1
1459	на всяком	1	1
1460	и является	3	1
1461	перед лицом	4	1
1462	я увидел	1	1
1463	например по	1	1
1464	невесту и	1	1
1465	герой из	1	1
1466	никогда в	2	1
1467	к первому	2	1
1468	достигает своей	1	1
1469	тот или	3	1
1470	выше уже	1	1
1471	конца и	1	1
1472	и мотивы	1	1
1473	не исчерпывает	1	1
1474	в рощу	1	1
1475	он ожидает	1	1
1476	дочь с	1	1
1477	за год	1	1
1478	таким он	1	1
1479	и обычая	1	1
1480	приобщается к	2	1
1481	себе как	1	1
1482	бы я	1	1
1483	это по	3	1
1484	можно отметить	2	1
1485	уж ей	1	1
1486	от до	1	1
1487	и золотые	1	1
1488	в самый	1	1
1489	имело место	1	1
1490	характерно и	1	1
1491	жизни а	1	1
1492	которой не	1	1
1493	исторического бытия	1	1
1494	он только	1	1
1495	теперь в	1	1
1496	не всю	1	1
1497	упоминаемые в	1	1
1498	к выводу	1	1
1499	в отношении	2	1
1500	или к	2	1
1501	не признает	1	1
1502	дай мне	1	1
1503	прокладывает путь	1	1
1504	со всеми	2	1
1505	что всегда	1	1
1506	не случайна	1	1
1507	вступает с	1	1
1508	достаточно ясно	1	1
1509	чего следует	1	1
1510	в малом	1	1
1511	значения и	1	1
1512	героев и	1	1
1513	хранится в	1	1
1514	себе платье	1	1
1515	ли не	5	1
1516	не приводит	1	1
1517	говоря и	1	1
1518	он спрашивает	1	1
1519	живут не	1	1
1520	требует особого	1	1
1521	если например	1	1
1522	на рассвете	2	1
1523	три названных	1	1
1524	путешествия в	1	1
1525	красивой женщины	1	1
1526	ее родителей	1	1
1527	облечена в	1	1
1528	сна с	1	1
1529	всех частей	2	1
1530	же я	1	1
1531	и состоит	1	1
1532	кто на	1	1
1533	своей собственной	1	1
1534	от выхода	1	1
1535	них самих	1	1
1536	вставляет в	1	1
1537	герой делает	1	1
1538	на два	2	1
1539	данного цикла	1	1
1540	и засыпает	1	1
1541	есть он	1	1
1542	каждой из	1	1
1543	и луны	1	1
1544	и пребывание	1	1
1545	но сам	2	1
1546	всего этого	1	1
1547	частности и	1	1
1548	последних двух	1	1
1549	есть необходимость	1	1
1550	же только	1	1
1551	ли есть	1	1
1552	с предыдущей	1	1
1553	неотделима от	1	1
1554	на две	3	1
1555	впервые в	3	1
1556	не случаен	1	1
1557	если один	1	1
1558	естественный для	1	1
1559	из первых	1	1
1560	с я	1	1
1561	до известной	3	1
1562	достаточно напомнить	2	1
1563	как предмет	1	1
1564	внимания заслуживает	1	1
1565	в мировой	2	1
1566	по этой	1	1
1567	в год	1	1
1568	во времени	1	1
1569	предстает как	2	1
1570	ставит его	1	1
1571	места на	1	1
1572	порядку и	1	1
1573	судя по	2	1
1574	а своей	1	1
1575	и приводятся	1	1
1576	как основной	1	1
1577	на востоке	1	1
1578	к лицу	1	1
1579	как нельзя	3	1
1580	нам известно	1	1
1581	себе достаточно	1	1
1582	других исследователей	1	1
1583	основе своей	2	1
1584	делает их	1	1
1585	иметь дело	2	1
1586	этого целого	1	1
1587	это естественно	1	1
1588	в героической	1	1
1589	рассмотрена в	1	1
1590	только его	1	1
1591	и тут	1	1
1592	касается это	1	1
1593	цвет и	1	1
1594	первом месте	1	1
1595	смысл этой	2	1
1596	в широком	1	1
1597	года до	1	1
1598	поэтому оно	1	1
1599	совершает свои	1	1
1600	раз в	1	1
1601	есть люди	2	1
1602	реальной действительности	1	1
1603	пределах одной	1	1
1604	в войне	3	1
1605	кто мог	1	1
1606	и вы	1	1
1607	она-то и	1	1
1608	быть признано	1	1
1609	более что	1	1
1610	борьбы и	1	1
1611	матери в	1	1
1612	я стал	1	1
1613	противном случае	2	1
1614	на фоне	4	1
1615	вероятно не	1	1
1616	и без	3	1
1617	дело и	1	1
1618	однако есть	1	1
1619	несколько иная	1	1
1620	как все	1	1
1621	и появление	1	1
1622	бы это	2	1
1623	развит в	1	1
1624	мере в	2	1
1625	как формы	2	1
1626	от первого	2	1
1627	могилы и	1	1
1628	в глухую	1	1
1629	ведь это	1	1
1630	и героев	1	1
1631	смерть остается	2	1
1632	дело когда	1	1
1633	царству мертвых	1	1
1634	из традиционных	1	1
1635	этого текста	4	1
1636	но всегда	2	1
1637	как самостоятельное	1	1
1638	одни и	1	1
1639	как реальная	1	1
1640	известно из	1	1
1641	картинок в	2	1
1642	не единичный	1	1
1643	на меня	3	1
1644	и композиция	3	1
1645	свою жизнь	4	1
1646	служить и	1	1
1647	сюжета с	1	1
1648	его совесть	1	1
1649	встреча с	1	1
1650	у кого	1	1
1651	ним не	1	1
1652	отличать от	1	1
1653	данного текста	3	1
1654	смысл его	1	1
1655	это его	1	1
1656	элементы и	1	1
1657	тем или	2	1
1658	идет о	2	1
1659	где на	1	1
1660	в плане	1	1
1661	и самого	7	1
1662	художественного произведения	1	1
1663	в чужом	2	1
1664	совершенно иначе	1	1
1665	в голову	1	1
1666	он обычно	1	1
1667	или иной	9	1
1668	частности с	1	1
1669	уже о	2	1
1670	рассмотрение их	1	1
1671	себе еще	1	1
1672	с первых	1	1
1673	роль этого	1	1
1674	в руке	1	1
1675	в той	3	1
1676	люди которые	1	1
1677	человеческой жизни	2	1
1678	старик в	1	1
1679	выводу что	1	1
1680	не ту	1	1
1681	той стороне	1	1
1682	как показывает	2	1
1683	в глазах	6	1
1684	однако и	3	1
1685	к числу	4	1
1686	нее в	1	1
1687	для возникновения	1	1
1688	которой в	1	1
1689	однако еще	1	1
1690	жить и	1	1
1691	старший брат	1	1
1692	выше с	1	1
1693	в году	5	1
1694	персонажа и	1	1
1695	пальцы на	1	1
1696	в первоначальной	1	1
1697	из многочисленных	2	1
1698	однако с	3	1
1699	в средневековой	1	1
1700	могло и	1	1
1701	в первом	2	1
1702	жизни или	1	1
1703	на мир	1	1
1704	а того	1	1
1705	от всего	2	1
1706	все названные	1	1
1707	и момент	1	1
1708	принадлежат к	1	1
1709	по мне	1	1
1710	всегда представляется	1	1
1711	давно уже	1	1
1712	облика и	2	1
1713	эта традиция	1	1
1714	для полного	1	1
1715	должно бы	1	1
1716	он стремится	1	1
1717	жизнью в	1	1
1718	случайными они	1	1
1719	целым рядом	1	1
1720	в эпических	1	1
1721	и свою	2	1
1722	и большого	1	1
1723	определяется не	1	1
1724	при наличии	1	1
1725	лицом и	1	1
1726	по тем	1	1
1727	так для	1	1
1728	который будет	1	1
1729	как жанр	1	1
1730	сюжет и	3	1
1731	его собственной	1	1
1732	же является	1	1
1733	одной общей	1	1
1734	наиболее ранних	1	1
1735	не получается	1	1
1736	которыми он	1	1
1737	имея в	1	1
1738	в случае	6	1
1739	в изучении	1	1
1740	этими последними	1	1
1741	только своим	1	1
1742	именно такого	3	1
1743	к противоположному	1	1
1744	второй половины	1	1
1745	якобы и	1	1
1746	об исторических	1	1
1747	восходящих к	1	1
1748	самом начале	1	1
1749	из рассмотренных	1	1
1750	аристофана где	1	1
1751	отношений и	2	1
1752	утверждал что	1	1
1753	тем кто	2	1
1754	пошел дальше	1	1
1755	на наш	5	1
1756	и трагической	1	1
1757	же слова	1	1
1758	ни мертв	1	1
1759	а средняя	1	1
1760	каждое из	1	1
1761	по поводу	5	1
1762	к убийству	1	1
1763	начало и	1	1
1764	гораздо более	3	1
1765	охотника и	1	1
1766	этого и	1	1
1767	к общему	1	1
1768	хотят и	1	1
1769	связан со	1	1
1770	и белого	3	1
1771	одного элемента	1	1
1772	первом случае	1	1
1773	ему угрожает	1	1
1774	его частей	1	1
1775	обратить внимание	1	1
1776	то у	2	1
1777	не своей	1	1
1778	в живых	1	1
1779	только во	2	1
1780	значительной степени	3	1
1781	подтверждается и	2	1
1782	и сама	1	1
1783	пройти через	1	1
1784	он любил	1	1
1785	отцу как	1	1
1786	живого в	1	1
1787	к живой	1	1
1788	известных в	1	1
1789	себе путь	1	1
1790	чем собственно	1	1
1791	прибыл на	1	1
1792	эта наиболее	1	1
1793	преимущественно на	1	1
1794	не друг	1	1
1795	из уст	2	1
1796	но ведь	1	1
1797	был убит	1	1
1798	в предисловии	1	1
1799	и русской	1	1
1800	о которой	2	1
1801	чем иным	1	1
1802	прозрачна и	1	1
1803	я есть	3	1
1804	именно эту	1	1
1805	полемизировать с	1	1
1806	же касается	1	1
1807	границ между	1	1
1808	и ситуации	2	1
1809	не мыслится	1	1
1810	достигает своего	1	1
1811	это ведет	1	1
1812	например как	2	1
1813	то эти	1	1
1814	их со	1	1
1815	вопроса о	2	1
1816	не был	1	1
1817	достаточно прозрачна	1	1
1818	всех своих	1	1
1819	посредников между	1	1
1820	которая является	1	1
1821	в уста	1	1
1822	что появление	1	1
1823	в уме	1	1
1824	виде эта	1	1
1825	со многими	1	1
1826	с новыми	3	1
1827	на характер	1	1
1828	согласуется с	2	1
1829	будем иметь	1	1
1830	и одновременно	6	1
1831	за ними	1	1
1832	легко можно	1	1
1833	которое как	2	1
1834	между жизнью	1	1
1835	но только	1	1
1836	такое что	1	1
1837	этом смысле	1	1
1838	чтобы их	1	1
1839	они хотят	1	1
1840	следует признать	3	1
1841	свой путь	1	1
1842	дать ей	1	1
1843	таит в	1	1
1844	как известно	3	1
1845	я в	15	1
1846	возвращения из	2	1
1847	в терминологии	1	1
1848	является эпизодом	1	1
1849	и никогда	1	1
1850	оба они	1	1
1851	а позднее	1	1
1852	и следует	2	1
1853	силу своей	1	1
1854	тем временем	1	1
1855	выступает не	1	1
1856	он обращается	1	1
1857	в первой	10	1
1858	сторону и	1	1
1859	одному этому	1	1
1860	есть одна	1	1
1861	за себя	1	1
1862	или иного	5	1
1863	куда не	1	1
1864	еще менее	1	1
1865	отношении он	1	1
1866	иначе не	1	1
1867	нет не	1	1
1868	на похоронных	1	1
1869	и ту	2	1
1870	теперь я	1	1
1871	во втором	4	1
1872	именно смерть	1	1
1873	в тени	1	1
1874	с маской	1	1
1875	этой проблемы	1	1
1876	то есть	15	1
1877	или все	1	1
1878	для себя	2	1
1879	которая по	1	1
1880	с мертвецами	1	1
1881	белого цвета	1	1
1882	предстают в	1	1
1883	должны иметь	1	1
1884	переходит от	1	1
1885	задолго до	1	1
1886	мог иметь	1	1
1887	которым человек	1	1
1888	первых же	1	1
1889	этом как	2	1
1890	сравнении с	2	1
1891	дочери он	1	1
1892	между которыми	1	1
1893	рыжий и	1	1
1894	сложного и	1	1
1895	заключается в	1	1
1896	любовь и	1	1
1897	претендует на	2	1
1898	принадлежит и	1	1
1899	ремесла однако	1	1
1900	с целым	1	1
1901	которого является	1	1
1902	является одновременно	1	1
1903	как живого	1	1
1904	правда не	1	1
1905	видно никаких	1	1
1906	в сравнении	2	1
1907	в следующей	1	1
1908	а иные	1	1
1909	же есть	1	1
1910	перекликается с	1	1
1911	имена в	2	1
1912	они по	1	1
1913	к какой	1	1
1914	который и	1	1
1915	своей службы	1	1
1916	свое время	4	1
1917	свое внимание	1	1
1918	не является	5	1
1919	моя жизнь	1	1
1920	цели не	1	1
1921	он якобы	1	1
1922	принципиальная разница	1	1
1923	который не	2	1
1924	сына из	1	1
1925	ее до	1	1
1926	другом а	1	1
1927	и сюжеты	1	1
1928	пальцем на	1	1
1929	покоится не	1	1
1930	иного типа	1	1
1931	в современном	1	1
1932	не входил	1	1
1933	и два	1	1
1934	этим его	1	1
1935	две части	1	1
1936	в известном	2	1
1937	есть одновременно	1	1
1938	играет в	1	1
1939	о своем	4	1
1940	нет никакой	1	1
1941	с белыми	1	1
1942	времени и	1	1
1943	дома та	1	1
1944	же время	7	1
1945	цели и	1	1
1946	потому и	1	1
1947	известной степени	3	1
1948	из наиболее	3	1
1949	и красные	1	1
1950	и служит	1	1
1951	то для	1	1
1952	мы однако	1	1
1953	с нею	2	1
1954	для уяснения	1	1
1955	который по	1	1
1956	литература в	1	1
1957	не того	1	1
1958	ибо этот	1	1
1959	о прибытии	1	1
1960	при каких	1	1
1961	трех лет	1	1
1962	убивает своего	1	1
1963	исторических фактов	1	1
1964	его можно	1	1
1965	очень древний	1	1
1966	этого героя	1	1
1967	образы и	1	1
1968	что автор	2	1
1969	собой лишь	1	1
1970	одних и	2	1
1971	случаях и	1	1
1972	который всегда	1	1
1973	случаев мы	1	1
1974	профанация священного	1	1
1975	полном соответствии	1	1
1976	ли ты	1	1
1977	себе они	1	1
1978	объекта или	1	1
1979	из круга	1	1
1980	жертвенного животного	1	1
1981	стола и	1	1
1982	как смерть	3	1
1983	состоящий в	1	1
1984	и милостиво	1	1
1985	уклоняется от	1	1
1986	пор как	1	1
1987	этом отношении	3	1
1988	для своего	3	1
1989	и пребывания	1	1
1990	день и	1	1
1991	функцию в	1	1
1992	неудивительно что	1	1
1993	указание на	3	1
1994	из своих	2	1
1995	что каждый	1	1
1996	лицом к	1	1
1997	многих отношениях	2	1
1998	чем он	1	1
1999	по ту	1	1
2000	однако она	1	1
2001	любопытно что	1	1
2002	с солнечным	1	1
2003	представляется совершенно	1	1
2004	героев или	1	1
2005	необходимо отличать	1	1
2006	места в	1	1
2007	важен как	1	1
2008	в литературу	2	1
2009	наконец даже	1	1
2010	фольклора и	1	1
2011	общественных отношений	1	1
2012	имеются три	1	1
2013	в новом	5	1
2014	для которого	1	1
2015	целого и	1	1
2016	войны и	1	1
2017	за этой	1	1
2018	человека к	1	1
2019	не говоря	1	1
2020	ко всему	2	1
2021	только к	2	1
2022	напомнить что	1	1
2023	до тех	1	1
2024	и выступает	1	1
2025	и мужских	3	1
2026	дело уже	1	1
2027	надо признать	1	1
2028	а весь	1	1
2029	церкви и	2	1
2030	очень близко	1	1
2031	д как	1	1
2032	однако если	2	1
2033	этом мире	1	1
2034	сравним с	1	1
2035	ведь и	2	1
2036	мы захотели	1	1
2037	есть как	1	1
2038	в искусстве	3	1
2039	другим и	1	1
2040	здесь очевидно	1	1
2041	говоря о	1	1
2042	и ночи	1	1
2043	собственно говоря	1	1
2044	и всех	1	1
2045	читатель не	1	1
2046	чего она	1	1
2047	композиция и	1	1
2048	иначе в	1	1
2049	старшего брата	1	1
2050	не нуждается	1	1
2051	можно поставить	1	1
2052	действительности не	1	1
2053	всего один	1	1
2054	к мужу	1	1
2055	до нас	1	1
2056	этому тексту	1	1
2057	остается один	1	1
2058	тех или	1	1
2059	нуждается в	2	1
2060	во-вторых они	1	1
2061	как ему	1	1
2062	отдельном случае	2	1
2063	дело обстоит	1	1
2064	здесь по-видимому	1	1
2065	видит здесь	1	1
2066	мертвого но	1	1
2067	автора и	5	1
