N	2gram	Tiupa_Narr	DiskursI
1253	рассказано в	1	1
1254	жизненное поведение	1	1
1255	его от	1	1
1256	коммуникативного поведения	3	1
1257	понятая объективно	1	1
1258	этом направлении	1	1
1259	не несет	2	1
1260	по способу	1	1
1261	только словесные	1	1
1262	противоречие с	1	1
1263	двумя полярными	1	1
1264	структуры в	1	1
1265	всей ее	1	1
1266	такая интрига	1	1
1267	как она	2	1
1268	к тексту	1	1
1269	разговора с	1	1
1270	как слушатели-читатели	2	1
1271	отсутствии у	1	1
1272	феномен амбивалентный	1	1
1273	художественной литературы	1	1
1274	установки на	1	1
1275	предполагает в	1	1
1276	обладает не	1	1
1277	рефлексии и	1	1
1278	читателя и	1	1
1279	трактует последний	1	1
1280	часто именуют	1	1
1281	он имеет	1	1
1282	непосредственное воспроизведение	1	1
1283	или положение	1	1
1284	одновременно это	1	1
1285	на которых	1	1
1286	на свой	1	1
1287	роли его	1	1
1288	как непрерывный	1	1
1289	этих факторов	1	1
1290	задушевный разговор	1	1
1291	всего следует	1	1
1292	речи хотя	1	1
1293	на мир	1	1
1294	от текста	1	1
1295	дискурсии в	1	1
1296	полярными доктринами	1	1
1297	существования на	1	1
1298	кто говорит	2	1
1299	даме с	7	1
1300	взгляд с	1	1
1301	зато в	1	1
1302	на земле	1	1
1303	апеллируя к	1	1
1304	мимесис не	1	1
1305	концом в	1	1
1306	такого высказывания	1	1
1307	ни говорящий	1	1
1308	весьма напоминает	1	1
1309	в речи	5	1
1310	частного опыта	1	1
1311	свидетелем и	1	1
1312	читатель получает	1	1
1313	но сложном	1	1
1314	в нарастании	1	1
1315	единством их	1	1
1316	адресата ибо	1	1
1317	том или	1	1
1318	мира это	1	1
1319	питательную среду	1	1
1320	может функционировать	1	1
1321	разрыв с	1	1
1322	с тем	1	1
1323	в наиболее	2	1
1324	это позиция	1	1
1325	фрейденберг происхождение	1	1
1326	своему искусно	1	1
1327	бы стать	1	1
1328	христианской культуры	1	1
1329	между историей	1	1
1330	стороны бытия	1	1
1331	смерть как	1	1
1332	майевтику сократа	1	1
1333	упраздняет коммуникативные	1	1
1334	в цепи	1	1
1335	феномена как	1	1
1336	настаивает на	1	1
1337	а именно	2	1
1338	общий контекст	1	1
1339	с еще	1	1
1340	всегда одновременно	1	1
1341	смысловой потенциал	1	1
1342	такой модальности	3	1
1343	понимание входит	1	1
1344	памяти моего	1	1
1345	смерть в	1	1
1346	внимание к	2	1
1347	высокой квалификации	1	1
1348	может существовать	1	1
1349	при таком	1	1
1350	или ином	1	1
1351	человеческой речи	1	1
1352	нарратора не	3	1
1353	другое дело	1	1
1354	и молитвы	1	1
1355	интригу мировой	1	1
1356	и требующий	1	1
1357	своего исследования	1	1
1358	произведении и	1	1
1359	концентрирует внимание	1	1
1360	которое не	2	1
1361	общения доступна	1	1
1362	и слово	1	1
1363	[...] наблюдателя	1	1
1364	наблюдаемое и	1	1
1365	мир и	2	1
1366	эпический повествователь	1	1
1367	искусство слова	1	1
1368	своего существования	2	1
1369	рецептивные возможности	1	1
1370	разрешения жизненной	1	1
1371	умирает а	1	1
1372	характером но	1	1
1373	для чеховских	1	1
1374	и смерть	2	1
1375	социальной ситуации	1	1
1376	неизбежно принадлежащих	1	1
1377	понятие дискурсивной	1	1
1378	будущего ни	1	1
1379	истины о	1	1
1380	на одном	2	1
1381	по фрейденберг	1	1
1382	не удается	1	1
1383	и нет	1	1
1384	историзма располагается	1	1
1385	на материале	1	1
1386	и смерти	1	1
1387	реципиента в	1	1
1388	себя героем	1	1
1389	ряда возбуждающем	1	1
1390	и образ	1	1
1391	объединены в	1	1
1392	и доктриной	1	1
1393	с повествовательной	1	1
1394	потоке бытия	1	1
1395	облеченный в	1	1
1396	смежными ей	1	1
1397	не тождественна	1	1
1398	только благодаря	1	1
1399	ментальному взору	1	1
1400	с точкой	1	1
1401	в такой	1	1
1402	которые не	1	1
1403	в жизнь	1	1
1404	центрального героя	2	1
1405	для автора	2	1
1406	где этот	1	1
1407	во все	1	1
1408	третьем мире	1	1
1409	не существует	3	1
1410	а стало	2	1
1411	повествования и	4	1
1412	а порой	1	1
1413	осуществляется в	1	1
1414	этико-интеллектуальное содержание	1	1
1415	видно что	2	1
1416	роман от	1	1
1417	иной природы	1	1
1418	с конца	1	1
1419	с книгой	1	1
1420	и повествование	1	1
1421	и взаимодействия	1	1
1422	следовало бы	1	1
1423	к мифу	1	1
1424	люблю я	1	1
1425	по тем	1	1
1426	высказываний как	1	1
1427	которой он	4	1
1428	раз и	2	1
1429	об ее	1	1
1430	в динамике	1	1
1431	однако его	1	1
1432	а показывает	1	1
1433	он был	1	1
1434	духа вследствие	1	1
1435	рода миниатюра	1	1
1436	сводятся к	4	1
1437	целого не	1	1
1438	жизненный опыт	3	1
1439	событию такого	1	1
1440	речевым действием	1	1
1441	первого абзаца	1	1
1442	способности человеческой	1	1
1443	говорящий ни	1	1
1444	но даже	1	1
1445	их исторической	1	1
1446	возможностей пролагающий	1	1
1447	т.п как	1	1
1448	показывает имитирует	1	1
1449	закономерное явление	1	1
1450	реализации такой	1	1
1451	оказывается и	2	1
1452	герою своему	1	1
1453	словесного творчества	1	1
1454	события как	1	1
1455	но эти	1	1
1456	самое понимание	1	1
1457	эффект чеховского	1	1
1458	с другим	2	1
1459	роли нарратора	1	1
1460	из их	1	1
1461	этот текст	1	1
1462	что вся	1	1
1463	она вся	1	1
1464	как очень	1	1
1465	т.п в	1	1
1466	этой связи	1	1
1467	и событие	3	1
1468	немного в	1	1
1469	история казусная	1	1
1470	двух или	4	1
1471	черты характера	1	1
1472	перформативной установке	1	1
1473	персонажа не	1	1
1474	выбор возможностей	1	1
1475	и вторая	1	1
1476	втором случае	1	1
1477	собой семиотический	1	1
1478	как обнажение	1	1
1479	создает наррацию	1	1
1480	была определена	1	1
1481	определяется его	1	1
1482	превращается в	2	1
1483	память как	1	1
1484	ее по	1	1
1485	в отсутствие	1	1
1486	и внутренней	2	1
1487	этом по	1	1
1488	так же	2	1
1489	на практике	1	1
1490	даже с	1	1
1491	фактор истории	1	1
1492	ощущаться завершенная	1	1
1493	двойственности методологическое	1	1
1494	в глаза	1	1
1495	смысле библия	1	1
1496	у первобытного	1	1
1497	его собственной	1	1
1498	друг на	2	1
1499	настолько что	1	1
1500	остальной жизни	1	1
1501	на пересечении	1	1
1502	текста чеховедами	1	1
1503	принимать когда	1	1
1504	шмид это	1	1
1505	рассмотрим в	1	1
1506	и позициям	1	1
1507	акт смыслового	1	1
1508	и еще	2	1
1509	не становится	1	1
1510	вопрос автор	1	1
1511	которые субъект	1	1
1512	этим создается	1	1
1513	об отсутствии	1	1
1514	думал о	1	1
1515	точке золотого	1	1
1516	ориентиром в	1	1
1517	''для того	1	1
1518	они взаимодополнительны	1	1
1519	наряду с	2	1
1520	ключ к	2	1
1521	коммуникативной эстетической	1	1
1522	позиций субъективности	1	1
1523	прямым свидетелем	1	1
1524	на второй	1	1
1525	жизни иной	1	1
1526	следующим образом	1	1
1527	такая же	1	1
1528	быть в	2	1
1529	человеческой культуре	1	1
1530	классической эстетической	1	1
1531	ибо анарративная	1	1
1532	отсюда столь	1	1
1533	фуко не	1	1
1534	текста о	1	1
1535	времена различные	1	1
1536	истолковании эмоционально-волевой	1	1
1537	объект и	1	1
1538	предполагать наличие	1	1
1539	модальности убеждения	2	1
1540	самоактуализации я	1	1
1541	[...] его	1	1
1542	приобщения к	1	1
1543	русской литературы	1	1
1544	идентифицировать себя	1	1
1545	а со	1	1
1546	эффект не	2	1
1547	мишелю фуко	1	1
1548	разговор наедине	1	1
1549	рассказывает а	1	1
1550	деятельность опирается	1	1
1551	в принципиальной	1	1
1552	дорогу через	1	1
1553	связи в	1	1
1554	также является	2	1
1555	в сфере	2	1
1556	как диалогический	1	1
1557	в противном	1	1
1558	читатель приобщается	1	1
1559	от себя	1	1
1560	их текстов	1	1
1561	всякого события	1	1
1562	поля рикёра	2	1
1563	говорят героя	1	1
1564	создается характерный	1	1
1565	на котором	1	1
1566	с собственной	1	1
1567	возникает и	2	1
1568	иначе его	1	1
1569	аспекты социальной	1	1
1570	двусмысленный четкий	1	1
1571	объективно чужое	1	1
1572	в системе	1	1
1573	п.м бицилли	1	1
1574	тексте в	1	1
1575	система персонажей	3	1
1576	читательского ожидания	3	1
1577	действие или	1	1
1578	свидетельствует об	2	1
1579	событийной полноте	1	1
1580	дейк четко	1	1
1581	индивидуальность непосредственно	1	1
1582	чем это	2	1
1583	суть проблемы	1	1
1584	речью повествователя	1	1
1585	ориентирован на	1	1
1586	важные в	1	1
1587	пришвин это	1	1
1588	подлежит сомнению	1	1
1589	динамике и	1	1
1590	роковым образом	1	1
1591	того о	2	1
1592	существенно меняет	1	1
1593	в историю	1	1
1594	не количественная	1	1
1595	иным причинам	1	1
1596	система не	1	1
1597	себе самом	2	1
1598	эвристическое значение	1	1
1599	внутренней жизни	1	1
1600	речи персонажей	2	1
1601	героя не	1	1
1602	представить себе	3	1
1603	кто я?	1	1
1604	автор с	1	1
1605	может квалифицироваться	1	1
1606	из хора	2	1
1607	их связная	1	1
1608	только не	2	1
1609	к позиции	3	1
1610	автора тогда	1	1
1611	о влиянии	1	1
1612	и автор	1	1
1613	новейшее время	1	1
1614	наиболее авторитетных	1	1
1615	ранних этапах	1	1
1616	событию в	1	1
1617	по длительности	1	1
1618	самой высокой	1	1
1619	и мы	1	1
1620	нами не	2	1
1621	ведь для	1	1
1622	и автора	1	1
1623	главных персонажей	1	1
1624	созерцающего ума	1	1
1625	состоящий из	1	1
1626	сюжет в	1	1
1627	учитель словесности	1	1
1628	повествования с	1	1
1629	что иное	1	1
1630	как полагает	1	1
1631	одновременно четкий	1	1
1632	похожи на	2	1
1633	мире напротив	1	1
1634	не принадлежит	1	1
1635	диалогический момент	1	1
1636	весь текст	2	1
1637	собой в	1	1
1638	жизненный материал	1	1
1639	гуманитарных науках	2	1
1640	слова эта	1	1
1641	но еще	1	1
1642	нашему воображению	1	1
1643	автора слушающего	1	1
1644	смысла при	1	1
1645	рамках этой	1	1
1646	что превращает	1	1
1647	интрига своего	1	1
1648	высказываний пиететное	1	1
1649	на набережной	1	1
1650	хейден уайт	1	1
1651	для которой	1	1
1652	рассказчик может	1	1
1653	к ценности	1	1
1654	характерный эффект	1	1
1655	интереса в	1	1
1656	второй план	1	1
1657	могло бы	3	1
1658	освоение человеческим	1	1
1659	подчеркнуть что	2	1
1660	по мнению	2	1
1661	данный аспект	2	1
1662	ответного понимания	1	1
1663	однако нарративная	1	1
1664	состоящий в	1	1
1665	зрения нарратора	1	1
1666	и описываемое	1	1
1667	мысли поля	1	1
1668	свободное самоопределяющееся	1	1
1669	отказывается от	1	1
1670	xix века	1	1
1671	согласно которому	1	1
1672	о ком	1	1
1673	поставленный вопрос	1	1
1674	личности к	1	1
1675	легко представить	1	1
1676	среде и	1	1
1677	в уста	1	1
1678	в европейской	1	1
1679	то потому	1	1
1680	по содержанию	1	1
1681	местах и	2	1
1682	воспроизведение чужих	1	1
1683	самоопределяющееся в	1	1
1684	оставляет читателю	1	1
1685	их личностные	1	1
1686	соединяющей апокалипсис	1	1
1687	это вынуждает	1	1
1688	конфигурация эпизодов	1	1
1689	рамках которой	1	1
1690	сознания к	1	1
1691	не была	1	1
1692	и восприятие	1	1
1693	это коммуникативное	1	1
1694	латинский термин	2	1
1695	самоопределения выбора	1	1
1696	после неудачного	1	1
1697	пролагающий себе	1	1
1698	полноценный рассказ	1	1
1699	все необходимые	1	1
1700	том именно	1	1
1701	на разных	1	1
1702	которая состоит	3	1
1703	человеку а	1	1
1704	не говорит	4	1
1705	между настоящим	1	1
1706	зрения но	1	1
1707	композиция и	1	1
1708	получает возможность	1	1
1709	всех его	2	1
1710	героя с	2	1
1711	но совершенно	1	1
1712	евгении онегине	1	1
1713	в изложении	1	1
1714	и чисто	1	1
1715	событием рассказывания	1	1
1716	позиционирует своего	1	1
1717	наблюдателя но	1	1
1718	повествование не	2	1
1719	бытия нуждалась	1	1
1720	быть только	1	1
1721	открытыми для	1	1
1722	полюс подлинного	1	1
1723	текста если	2	1
1724	пример из	1	1
1725	цепь эпизодов	1	1
1726	я или	1	1
1727	речи нарратора	1	1
1728	иной области	1	1
1729	в конце	4	1
1730	в таком	4	1
1731	оптимистически настроенный	1	1
1732	как рассказчик	1	1
1733	мере того	1	1
1734	теоретической модели	1	1
1735	между этими	1	1
1736	формировать культурную	1	1
1737	которой было	1	1
1738	не остается	1	1
1739	это весьма	2	1
1740	оно в	1	1
1741	у тургенева	2	1
1742	и настоящего	2	1
1743	человек и	2	1
1744	в евгении	1	1
1745	[...] он	1	1
1746	этом последнем	2	1
1747	исторический период	1	1
1748	что ведет	1	1
1749	в связи	3	1
1750	тональности одного	1	1
1751	как видим	1	1
1752	лишь на	1	1
1753	между ними	3	1
1754	что нарративность	1	1
1755	жизни гурова	2	1
1756	встречается в	1	1
1757	явление природы	1	1
1758	без которого	1	1
1759	так на	1	1
1760	правильно поставленный	2	1
1761	событийности в	4	1
1762	грамматики рассказывания	1	1
1763	к фигуре	2	1
1764	сообщение о	1	1
1765	расхождения в	1	1
1766	или принимать	1	1
1767	этого характера	1	1
1768	вольфа шмида	3	1
1769	умению например	1	1
1770	уже давно	1	1
1771	текста но	1	1
1772	переформатирует ту	1	1
1773	сознанием событийной	1	1
1774	порой расхождения	1	1
1775	в двух	2	1
1776	речи формировать	1	1
1777	о невозможности	1	1
1778	лишь для	1	1
1779	своей закономерности	1	1
1780	точек зрения	2	1
1781	из одного	1	1
1782	по характеру	1	1
1783	теперь и	2	1
1784	жизни то	2	1
1785	как вербализация	1	1
1786	чеховских рассказов	4	1
1787	упрощенно говоря	1	1
1788	поля нарратологии	1	1
1789	может разворачиваться	1	1
1790	в других	2	1
1791	обращено к	2	1
1792	сих пор	3	1
1793	адресатом как	1	1
1794	отметим что	1	1
1795	встрече с	4	1
1796	оказывается следствием	1	1
1797	как сказано	1	1
1798	нарратора здесь	1	1
1799	а для	4	1
1800	бы в	2	1
1801	культурную память	1	1
1802	пребывания в	4	1
1803	апокалипсис с	1	1
1804	и жизненная	1	1
1805	всех видов	1	1
1806	войне и	2	1
1807	на которую	1	1
1808	обоих в	1	1
1809	в заключительном	1	1
1810	проявляет себя	1	1
1811	презентацией наррации	1	1
1812	учебниках по	1	1
1813	должен был	1	1
1814	с позициями	1	1
1815	или слушателя	1	1
1816	только от	2	1
1817	повседневная практика	1	1
1818	классический роман	1	1
1819	к истине	1	1
1820	постольку дискурс	1	1
1821	читателя к	1	1
1822	своей судьбой	1	1
1823	регулярности различных	1	1
1824	ограничений постольку	1	1
1825	подробностями и	1	1
1826	немалое количество	1	1
1827	сложном событии	1	1
1828	может обладать	1	1
1829	оно обладает	1	1
1830	не он	1	1
1831	которое ничем	1	1
1832	не означает	1	1
1833	б свободное	1	1
1834	конструктивная проблема	1	1
1835	бытия но	1	1
1836	повествователя рассказчика	1	1
1837	делает его	1	1
1838	говорил о	2	1
1839	за границы	1	1
1840	считал главной	1	1
1841	персонажей с	1	1
1842	конкретных дискурсов	1	1
1843	нарративной коммуникации	1	1
1844	герой будучи	1	1
1845	разных местах	1	1
1846	а всякая	1	1
1847	человеческого бытия	2	1
1848	[...] как	1	1
1849	и про	2	1
1850	из организованности	1	1
1851	другом и	1	1
1852	я оно	1	1
1853	характера среди	1	1
1854	нашей способности	1	1
1855	и передачи	1	1
1856	выходит новое	1	1
1857	не один	1	1
1858	своей субъективности	1	1
1859	напоминает майевтику	1	1
1860	человека как	2	1
1861	грандиозную интригу	1	1
1862	два события	1	1
1863	прошлого и	2	1
1864	так называемые	1	1
1865	нередко бывает	1	1
1866	i и	1	1
1867	в ответ	4	1
1868	некоторый спектр	1	1
1869	это по	1	1
1870	в развитии	1	1
1871	не мог	7	1
1872	пиететное цитирование	1	1
1873	на чем	1	1
1874	не будет	2	1
1875	и смысла	1	1
1876	в городе	2	1
1877	становления наррации	1	1
1878	однако эта	1	1
1879	возможных композиционных	1	1
1880	возвращаясь к	1	1
1881	этом свете	1	1
1882	возникает эффект	1	1
1883	чехова как	1	1
1884	когда на	1	1
1885	чеховский текст	2	1
1886	мог стать	1	1
1887	и является	2	1
1888	данном произведении	1	1
1889	история беликова	1	1
1890	в приведенном	1	1
1891	главной для	1	1
1892	на странице	1	1
1893	к ее	3	1
1894	непосредственной формой	1	1
1895	подлинный автор	1	1
1896	предпосылки для	1	1
1897	наррация давно	1	1
1898	читателя или	1	1
1899	героя однако	1	1
1900	[...] для	1	1
1901	классическим примером	1	1
1902	даже не	1	1
1903	этом смысле	1	1
1904	человеческая индивидуальность	1	1
1905	внутренним я	1	1
1906	личностные и	1	1
1907	мира [...]	1	1
1908	несколько иначе	1	1
1909	статусам местам	1	1
1910	из нас	3	1
1911	событийности история	1	1
1912	из народной	1	1
1913	коммуникативном событии	2	1
1914	цепь необратимых	1	1
1915	отношения с	1	1
1916	суть не	1	1
1917	оборотов ''если''	1	1
1918	целого но	1	1
1919	в москве	2	1
1920	должны были	1	1
1921	мы еще	1	1
1922	произведение не	1	1
1923	представляется невозможным	1	1
1924	и мимесис	1	1
1925	которого в	1	1
1926	индивидуальности явление	1	1
1927	как известно	3	1
1928	порой и	3	1
1929	не само	1	1
1930	интриги соединяющей	1	1
1931	ответы на	1	1
1932	не наиболее	1	1
1933	две жизни	4	1
1934	знакомством с	1	1
1935	истории феномен	1	1
1936	осуществляется прямолинейная	1	1
1937	сцены где	1	1
1938	исключительно в	3	1
1939	на бумаге	1	1
1940	она определяется	1	1
1941	вполне элиминирована	1	1
1942	человеческих отношений	2	1
1943	известном смысле	4	1
1944	текстов к	1	1
1945	природы и	1	1
1946	карнавальную пару	1	1
1947	к нарративному	2	1
1948	образ смерти	1	1
1949	чеховских произведений	1	1
1950	столь значительные	1	1
1951	действующего лица	1	1
1952	его коммуникативной	1	1
1953	пристальное внимание	1	1
1954	зрелый чехов	1	1
1955	любви в	1	1
1956	и тоже	1	1
1957	которое мы	1	1
1958	позиция субъекта	1	1
1959	часть текста	1	1
1960	даже если	2	1
1961	к адресату	2	1
1962	когда поддерживает	1	1
1963	семиотических конвенций	1	1
1964	так что	1	1
1965	в некотором	2	1
1966	содержание и	1	1
1967	жизни с	1	1
1968	что актуализирует	1	1
1969	в человеческой	1	1
1970	в общем	1	1
1971	своего героя	1	1
1972	персонажа а	1	1
1973	дама с	2	1
1974	сохраните черты	1	1
1975	кэте фридеманн	2	1
1976	всякая литературная	1	1
1977	другие аспекты	1	1
1978	есть все	1	1
1979	доступна нам	1	1
1980	время думал	1	1
1981	смыслового завершения	1	1
1982	наррации и	2	1
1983	кругозор героя	1	1
1984	мировой истории	1	1
1985	процесса и	1	1
1986	в образовании	1	1
1987	формах косвенной	2	1
1988	к человеку	1	1
1989	слушающий не	1	1
1990	прозой в	1	1
1991	чтобы'' ''из-за''	1	1
1992	там где	1	1
1993	воспроизводилась древними	1	1
1994	другой это	1	1
1995	но служит	1	1
1996	трех говорящего	1	1
1997	последующего развития	1	1
1998	и отсутствие	1	1
1999	производство и	1	1
2000	н.и жинкин	1	1
2001	во время	2	1
2002	из детского	1	1
2003	история непреложный	1	1
2004	приобщается к	1	1
2005	указания времени	1	1
2006	этом не	1	1
2007	нам только	1	1
2008	его времени	1	1
2009	меньшей степени	2	1
2010	текста собственно	1	1
2011	он его	1	1
2012	времени наррация	1	1
2013	означает что	1	1
2014	как самостоятельный	2	1
2015	ту самую	1	1
2016	самоопределение личности	1	1
2017	ментального процесса	1	1
2018	стенографическая передача	1	1
2019	это он	2	1
2020	сознание адресата	1	1
2021	на эту	1	1
2022	коммуникативные роли	1	1
2023	обращается к	3	1
2024	произведения по	1	1
2025	по причине	2	1
2026	разума а	1	1
2027	почему он	1	1
2028	как коммуникативное	1	1
2029	социальные характеристики	1	1
2030	как событийности	2	1
2031	речь персонажа	1	1
2032	однако без	1	1
2033	по прихоти	1	1
2034	однако он	1	1
2035	соотносимых с	1	1
2036	казусная цепь	1	1
2037	является носителем	2	1
2038	говорящего субъекта	2	1
2039	искусно формирует	1	1
2040	[...] смысл	1	1
2041	этому времени	1	1
2042	понимание жизни	1	1
2043	в коммуникативном	2	1
2044	нарративного текста	6	1
2045	до сих	3	1
2046	но после	1	1
2047	он уже	3	1
2048	я уже	2	1
2049	установка [...]	1	1
2050	от сознания	2	1
2051	и здесь	3	1
2052	всем своим	1	1
2053	содержащий в	1	1
2054	строй текста	1	1
2055	личной тайны	3	1
2056	и питается	1	1
2057	содержаний сознания	2	1
2058	видов не	1	1
2059	сами участвуем	2	1
2060	четко разграничивая	1	1
2061	качестве способности	1	1
2062	речи но	1	1
2063	исторической динамике	1	1
2064	взаимодействие коммуникантов	1	1
2065	и сейчас	1	1
2066	подлежит верификации	1	1
2067	в случаях	1	1
2068	к одной	1	1
2069	что полюс	1	1
2070	связная сюжетная	1	1
2071	наиболее существенных	1	1
2072	не сложилось	1	1
2073	коммуникативной ситуацией	1	1
2074	конца текста	2	1
2075	если же	2	1
2076	необратимых и	1	1
2077	красоте и	1	1
2078	передать оборотов	1	1
2079	мифологии если	1	1
2080	но такая	1	1
2081	условие адекватного	1	1
2082	из существенных	1	1
2083	среди любых	1	1
2084	давно функционировала	1	1
2085	нарративным строем	1	1
2086	сюжетная цепь	1	1
2087	что это	4	1
2088	смерть главного	1	1
2089	в [...]	1	1
2090	это уже	3	1
2091	не смеет	1	1
2092	годы к	1	1
2093	рецептивную интенцию	1	1
2094	никак не	5	1
2095	сам по	1	1
2096	явление духа	1	1
2097	принципе не	1	1
2098	не исчерпывается	1	1
2099	этот не	1	1
2100	оно подлежит	2	1
2101	о которой	3	1
2102	человеческим сознанием	1	1
2103	будет сказано	1	1
2104	для классической	2	1
2105	утверждает что	2	1
2106	их как	1	1
2107	речевой маской	1	1
2108	гораздо раньше	1	1
2109	специальном значении	1	1
2110	с каждым	1	1
2111	принципиальные различия	1	1
2112	смысле можно	2	1
2113	ком или	1	1
2114	для них	2	1
2115	прямолинейная оценка	1	1
2116	употребление языка	1	1
2117	мотивов в	1	1
2118	с инстанцией	1	1
2119	должен не	1	1
2120	усматривая в	1	1
2121	к единичному	1	1
2122	возбуждающем некие	1	1
2123	и создает	1	1
2124	можно было	2	1
2125	рецептивных установок	1	1
2126	процессуальности история	1	1
2127	в более	1	1
2128	только еще	1	1
2129	имеется устойчивая	1	1
2130	как о	2	1
2131	один человек	1	1
2132	событие о	1	1
2133	со всеми	3	1
2134	исторического опыта	1	1
2135	наличие [...]	1	1
2136	так или	1	1
2137	закономерности процесс	1	1
2138	ситуации вследствие	1	1
2139	объяснить производство	1	1
2140	отмечу что	1	1
2141	с ними	5	1
2142	практике общения	1	1
2143	автор облеченный	1	1
2144	мире [...]	1	1
2145	до этого	1	1
2146	самого рассказчика	1	1
2147	приобретает в	2	1
2148	необходимые предпосылки	1	1
2149	собой грандиозную	1	1
2150	строгом смысле	1	1
2151	что у	6	1
2152	повторяющееся действие	1	1
2153	молчание бахтин	1	1
2154	каждым читателем	1	1
2155	преступление и	1	1
2156	внутренняя заданность	1	1
2157	в саду	1	1
2158	обозначить как	1	1
2159	указывает не	1	1
2160	тоже не	1	1
2161	этот тип	1	1
2162	же о	1	1
2163	жизненной драмы	1	1
2164	карикатурное передразнивание	1	1
2165	то время	1	1
2166	это время	1	1
2167	значения и	2	1
2168	признать общим	1	1
2169	текстовая ткань	1	1
2170	чужих высказываний	1	1
2171	свидетельство о	1	1
2172	себе дорогу	1	1
2173	приказывая или	1	1
2174	ее обновлению	1	1
2175	отдельного человека	1	1
2176	читателя а	1	1
2177	общения это	1	1
2178	занимать или	1	1
2179	анализа в	1	1
2180	и коммуникативной	1	1
2181	тексту в	1	1
2182	солнца и	2	1
2183	нарративных практик	3	1
2184	для каждого	1	1
2185	быть однозначно	1	1
2186	нарратология не	2	1
2187	при столь	1	1
2188	в молчание	2	1
2189	или попросту	1	1
2190	не становясь	1	1
2191	и так	1	1
2192	с будущим	1	1
2193	героя на	2	1
2194	в слове	4	1
2195	последующее развитие	1	1
2196	он осуществляет	1	1
2197	говорящего автора	1	1
2198	краткости и	1	1
2199	никто не	1	1
2200	природного социального	1	1
2201	нашей человеческой	1	1
2202	нарративная установка	1	1
2203	он ее	1	1
2204	бы не	1	1
2205	установкой на	2	1
2206	события здесь	1	1
2207	здесь выступает	1	1
2208	том как	3	1
2209	иногда кажется	1	1
2210	сравнению с	1	1
2211	дискурса глава	1	1
2212	именно поэтому	1	1
2213	зависимости от	3	1
2214	различные и	1	1
2215	[...] компетенции	1	1
2216	построений зрелого	1	1
2217	в известном	4	1
2218	говорить и	2	1
2219	друг от	1	1
2220	которая не	3	1
2221	описываемое как	1	1
2222	в каком	1	1
2223	для читателя	1	1
2224	своей жизни	2	1
2225	и читатель	3	1
2226	не рассматривается	1	1
2227	своем собственном	1	1
2228	непосредственным речевым	1	1
2229	сапожника иначе	1	1
2230	дискурса проявляется	1	1
2231	рода не	1	1
2232	драматическое столкновение	1	1
2233	жизненную позицию	1	1
2234	чехов не	2	1
2235	центральный герой	1	1
2236	который и	1	1
2237	к текстам	1	1
2238	в разработке	1	1
2239	который при	1	1
2240	дискурсии и	1	1
2241	или ментального	1	1
2242	в общении	1	1
2243	как феномена	1	1
2244	но тут	1	1
2245	его и	2	1
2246	необходимо также	1	1
2247	коммуникативных компетенций	1	1
2248	разные времена	1	1
2249	[...] то	2	1
2250	компетенции если	1	1
2251	не событийна	1	1
2252	литературного героя	1	1
2253	дискурсивная деятельность	1	1
2254	событийной цепи	5	1
2255	квалифицироваться как	1	1
2256	реплики и	1	1
2257	слушающего читателя	1	1
2258	вернемся к	1	1
2259	она была	2	1
2260	качестве свидетеля	1	1
2261	но заключительный	1	1
2262	совершенно иной	1	1
2263	и двусмысленный	1	1
2264	несобственно-прямая речь	1	1
2265	гурова в	1	1
2266	это явление	1	1
2267	субъект может	1	1
2268	ю.н тынянова	1	1
2269	пушкина как	1	1
2270	даже сказать	1	1
2271	следствие овладения	1	1
2272	оба эти	1	1
2273	не уступает	2	1
2274	они сходятся	1	1
2275	и предполагающем	1	1
2276	возможность наделять	1	1
2277	или нескольких	1	1
2278	то и	3	1
2279	задний план	1	1
2280	каким бы	1	1
2281	настроенный читатель	1	1
2282	присутствует не	1	1
2283	читателя но	1	1
2284	средствами рассказывания	1	1
2285	наконец в	1	1
2286	того чтобы	7	1
2287	и непонятно	1	1
2288	женеттом была	1	1
2289	чужого слова	4	1
2290	положение дел	1	1
2291	является феноменом	1	1
2292	это то	1	1
2293	на друга	2	1
2294	по сравнению	1	1
2295	слушающих их	1	1
2296	произведения всех	1	1
2297	это только	1	1
2298	рассказа о	2	1
2299	рассказчик не	1	1
2300	этой двойственности	1	1
2301	котором рассказано	1	1
2302	дискурсивное умение	1	1
2303	на правильно	1	1
2304	мире общения	1	1
2305	одновременно а	1	1
2306	из его	1	1
2307	следует сказать	1	1
2308	о родовых	1	1
2309	при всех	1	1
2310	читателю апеллируя	1	1
2311	должны предполагать	1	1
2312	как вещь	1	1
2313	этих сторон	1	1
2314	неклассической художественности	2	1
2315	способности прослеживать	1	1
2316	столько к	1	1
2317	формирует все	1	1
2318	прямой речи	1	1
2319	[...] это	1	1
2320	области литературы	1	1
2321	но о	1	1
2322	с большей	1	1
2323	письма и	1	1
2324	истории однако	1	1
2325	у шекспира	1	1
2326	от предыдущих	1	1
2327	изменением состояния	1	1
2328	этого как	1	1
2329	есть одновременно	1	1
2330	не наделен	1	1
2331	дискурсивной компетенции	1	1
2332	о своем	2	1
2333	представление будто	1	1
2334	субъект высказывания	1	1
2335	событии которое	1	1
2336	новом третьем	1	1
2337	последнем мы	2	1
2338	тому или	1	1
2339	в теоретической	1	1
