N	2gram	Losev_Prob	formyVre
1302	другой тип	1	1
1303	не дает	1	1
1304	этой идеи	2	1
1305	которое конечно	1	1
1306	не будут	1	1
1307	между тем	3	1
1308	не из	1	1
1309	тот момент	1	1
1310	уже к	1	1
1311	только внешняя	1	1
1312	государственной власти	1	1
1313	художественной литературе	1	1
1314	в случае	5	1
1315	говорить об	2	1
1316	действующих лиц	2	1
1317	и тем	16	1
1318	романы достоевского	1	1
1319	какой-то мере	2	1
1320	бы они	1	1
1321	не будет	11	1
1322	в системе	3	1
1323	но зато	3	1
1324	ничего нового	2	1
1325	после окончания	1	1
1326	не приходится	2	1
1327	из него	1	1
1328	и что	21	1
1329	этой субъективной	1	1
1330	тем и	3	1
1331	но отнюдь	4	1
1332	доходит до	1	1
1333	этом смысле	8	1
1334	и существенно	1	1
1335	потусторонний мир	1	1
1336	в нее	2	1
1337	уже одно	2	1
1338	от конкретных	1	1
1339	отсюда еще	1	1
1340	внешнее выражение	1	1
1341	самих и	1	1
1342	и выше	1	1
1343	основаны на	1	1
1344	но путем	1	1
1345	могла бы	1	1
1346	на некоторые	2	1
1347	он в	2	1
1348	мы их	1	1
1349	это вовсе	3	1
1350	именно их	1	1
1351	к образу	1	1
1352	однако в	2	1
1353	оба они	1	1
1354	и никакого	2	1
1355	все вообще	1	1
1356	его моментов	1	1
1357	что может	4	1
1358	о других	1	1
1359	процессы в	1	1
1360	не значит	4	1
1361	даже если	4	1
1362	способность как	1	1
1363	поэтому необходимо	1	1
1364	все остальное	1	1
1365	с которым	1	1
1366	весь язык	1	1
1367	значение этих	1	1
1368	в общем	5	1
1369	ей не	1	1
1370	что благодаря	1	1
1371	вовсе еще	3	1
1372	бы быть	1	1
1373	те кто	1	1
1374	время он	1	1
1375	момент который	1	1
1376	в данный	1	1
1377	слова как	2	1
1378	который был	1	1
1379	речи о	1	1
1380	значения как	2	1
1381	независимо от	2	1
1382	существовало бы	1	1
1383	и чем	2	1
1384	чтобы не	3	1
1385	он его	1	1
1386	очень важным	1	1
1387	понятия и	2	1
1388	картину борьбы	1	1
1389	было что	1	1
1390	в небольшой	1	1
1391	мы до	1	1
1392	что до	1	1
1393	они получают	1	1
1394	вопросом о	1	1
1395	были бы	2	1
1396	действительности поэтому	1	1
1397	всех отношениях	1	1
1398	прямо и	1	1
1399	и возможно	2	1
1400	рождение и	1	1
1401	является здесь	2	1
1402	вопросы о	1	1
1403	к другим	2	1
1404	и конечно	2	1
1405	форм которые	1	1
1406	самым существенным	1	1
1407	без такого	2	1
1408	в самый	1	1
1409	речи но	1	1
1410	и свою	2	1
1411	известно что	1	1
1412	этого понятия	2	1
1413	понятным и	1	1
1414	но такая	1	1
1415	человеческого общения	1	1
1416	анализ этих	1	1
1417	в нужном	1	1
1418	что это	4	1
1419	также совершенно	1	1
1420	охватить и	1	1
1421	с некоторым	1	1
1422	иное значение	1	1
1423	никак не	13	1
1424	котором в	1	1
1425	уже становится	1	1
1426	из которых	2	1
1427	первых двух	1	1
1428	его во	2	1
1429	о которой	1	1
1430	равным образом	1	1
1431	же нам	2	1
1432	более глубокое	1	1
1433	здесь с	1	1
1434	к выводу	1	1
1435	науки и	2	1
1436	автора который	1	1
1437	действий и	1	1
1438	и делает	3	1
1439	и отражение	1	1
1440	чтобы это	1	1
1441	это есть	10	1
1442	и наш	1	1
1443	сводится к	3	1
1444	подобно тому	2	1
1445	вне всякого	1	1
1446	позиции в	1	1
1447	этом образе	1	1
1448	этот же	1	1
1449	функции в	4	1
1450	под этим	4	1
1451	определенного смысла	1	1
1452	упражнением в	1	1
1453	такого же	1	1
1454	должен был	1	1
1455	мы покажем	1	1
1456	о природе	2	1
1457	нового не	2	1
1458	особого рода	3	1
1459	с данным	1	1
1460	не более	1	1
1461	мы понимаем	1	1
1462	оно ни	1	1
1463	литературы но	1	1
1464	то на	4	1
1465	изображения в	1	1
1466	при построении	2	1
1467	следовательно в	2	1
1468	преступление и	1	1
1469	конечно уже	1	1
1470	необходимо изучить	1	1
1471	он будет	2	1
1472	имеет дело	1	1
1473	и действительно	1	1
1474	основное значение	1	1
1475	выходит за	1	1
1476	виде как	1	1
1477	она и	1	1
1478	знаком не	1	1
1479	свой собственный	2	1
1480	все указанные	2	1
1481	мы встречаемся	2	1
1482	состоит из	1	1
1483	как о	4	1
1484	как не	1	1
1485	есть нечто	13	1
1486	оно здесь	1	1
1487	от чего	2	1
1488	уже видели	1	1
1489	с такими	3	1
1490	можно даже	2	1
1491	определенной системы	1	1
1492	произведение в	1	1
1493	и просто	1	1
1494	лишенный всякого	1	1
1495	можем здесь	1	1
1496	становится ясным	2	1
1497	может не	1	1
1498	связаны между	2	1
1499	говорили о	2	1
1500	при всех	1	1
1501	далек от	1	1
1502	их тождество	1	1
1503	предметы в	4	1
1504	но с	2	1
1505	для читателя	1	1
1506	рассуждения о	1	1
1507	исторического прошлого	1	1
1508	бытовым и	1	1
1509	в любой	1	1
1510	говорили что	2	1
1511	оторвано от	2	1
1512	такое положение	2	1
1513	причине того	1	1
1514	который он	2	1
1515	смыслом и	1	1
1516	существовать в	1	1
1517	всем этом	2	1
1518	существу и	1	1
1519	поэтому не	1	1
1520	как мистическое	1	1
1521	представляет из	1	1
1522	их самих	1	1
1523	говорить здесь	1	1
1524	погоне за	1	1
1525	чертой в	1	1
1526	ли он	2	1
1527	тотчас же	3	1
1528	одни слова	1	1
1529	отношение как	1	1
1530	хоть сколько-нибудь	1	1
1531	этих проблем	1	1
1532	не должно	1	1
1533	это все	1	1
1534	он часто	2	1
1535	в отдельности	4	1
1536	в стихотворении	1	1
1537	человека от	1	1
1538	тот и	1	1
1539	тех пор	4	1
1540	настоящего раздела	1	1
1541	как вещь	1	1
1542	нему вполне	1	1
1543	не дающими	1	1
1544	для нее	1	1
1545	что если	5	1
1546	и больше	2	1
1547	свойств и	1	1
1548	и вся	1	1
1549	здесь очень	1	1
1550	смысл который	1	1
1551	слов и	1	1
1552	находясь вне	1	1
1553	переходить в	1	1
1554	подобного рода	8	1
1555	всеми своими	2	1
1556	выражение то	1	1
1557	при помощи	21	1
1558	данном месте	1	1
1559	еще один	1	1
1560	им в	2	1
1561	в речевой	1	1
1562	свое существование	1	1
1563	движении и	1	1
1564	являются только	3	1
1565	которому мы	1	1
1566	процесс и	1	1
1567	значение мы	1	1
1568	их значение	1	1
1569	есть его	2	1
1570	бесконечный ряд	12	1
1571	глубокое и	1	1
1572	и моменты	1	1
1573	собой но	2	1
1574	момента времени	1	1
1575	же романе	2	1
1576	i iii	2	1
1577	самой природе	1	1
1578	которой можно	1	1
1579	в погоне	1	1
1580	что тут	4	1
1581	ведь каждый	1	1
1582	только здесь	1	1
1583	на этот	3	1
1584	слово и	3	1
1585	содержанию и	1	1
1586	браке о	1	1
1587	имеет и	3	1
1588	событий которые	1	1
1589	для этих	2	1
1590	в понимании	2	1
1591	наук и	1	1
1592	это просто	1	1
1593	к предмету	3	1
1594	на значение	2	1
1595	только с	3	1
1596	его создает	1	1
1597	входящих в	2	1
1598	в настоящее	17	1
1599	есть тот	3	1
1600	и искусства	5	1
1601	конечно с	1	1
1602	а вместе	1	1
1603	сложна и	1	1
1604	но есть	2	1
1605	или другой	6	1
1606	его можно	1	1
1607	правильно но	1	1
1608	от всякого	2	1
1609	этого термина	8	1
1610	уже с	4	1
1611	рука и	1	1
1612	отношений то	2	1
1613	вместе со	1	1
1614	ничего и	2	1
1615	временной и	1	1
1616	а было	1	1
1617	в смысловую	1	1
1618	что оно	4	1
1619	что ему	1	1
1620	тоже не	12	1
1621	у гоголя	1	1
1622	и наказание	1	1
1623	хоть и	1	1
1624	на тех	1	1
1625	сказали выше	1	1
1626	с землей	1	1
1627	свидетельствует о	5	1
1628	нас не	5	1
1629	быть буквальным	1	1
1630	общего и	2	1
1631	этого она	1	1
1632	о значении	4	1
1633	последний момент	1	1
1634	что значит	3	1
1635	в художественной	1	1
1636	аспекты не	1	1
1637	для всякого	2	1
1638	с очень	1	1
1639	всего мира	1	1
1640	в предыдущем	1	1
1641	и борьбы	1	1
1642	образ и	1	1
1643	других областях	1	1
1644	от которого	1	1
1645	нас здесь	1	1
1646	и никаких	2	1
1647	что значение	6	1
1648	этой действительности	2	1
1649	а это	5	1
1650	только его	4	1
1651	и разные	1	1
1652	он и	8	1
1653	в хронологическом	1	1
1654	о нем	3	1
1655	в каком-нибудь	1	1
1656	романе о	1	1
1657	на самом	9	1
1658	сознания и	4	1
1659	а все	1	1
1660	из числа	2	1
1661	возникнуть только	1	1
1662	слово в	2	1
1663	иметь место	1	1
1664	роль играет	1	1
1665	в виде	20	1
1666	даже самая	1	1
1667	сказать не	1	1
1668	к изменению	1	1
1669	говорим о	3	1
1670	что является	1	1
1671	в свои	1	1
1672	как этот	1	1
1673	наших дней	1	1
1674	xviii и	1	1
1675	о причине	1	1
1676	важными моментами	1	1
1677	анализа этих	1	1
1678	только все	2	1
1679	на нее	2	1
1680	всегда есть	7	1
1681	то более	3	1
1682	в ту	1	1
1683	косвенно и	1	1
1684	человека при	1	1
1685	в обычном	1	1
1686	указывает на	16	1
1687	чтобы быть	1	1
1688	сама по	6	1
1689	настоящей работы	4	1
1690	в античной	1	1
1691	как такая	1	1
1692	и без	6	1
1693	это очень	1	1
1694	не имеющего	1	1
1695	является такой	1	1
1696	есть некоторого	1	1
1697	оно стало	1	1
1698	бы нам	2	1
1699	имеется в	1	1
1700	которые являются	3	1
1701	говорили все	1	1
1702	отражения и	3	1
1703	скрытой форме	1	1
1704	него всегда	1	1
1705	и я	1	1
1706	как люди	1	1
1707	не мертвый	1	1
1708	чем мы	2	1
1709	или что	3	1
1710	вероятно не	1	1
1711	по его	3	1
1712	нисколько не	3	1
1713	мире по	1	1
1714	пока не	3	1
1715	идеи и	1	1
1716	для нашей	3	1
1717	или менее	7	1
1718	время уже	1	1
1719	быть для	3	1
1720	а так	1	1
1721	встречаются в	1	1
1722	это повторяем	2	1
1723	и другого	1	1
1724	и всесторонне	1	1
1725	другом случае	2	1
1726	этих вещей	2	1
1727	в области	8	1
1728	этих двух	2	1
1729	что эти	2	1
1730	вовсе ничего	3	1
1731	сказать и	3	1
1732	но его	1	1
1733	без всякой	7	1
1734	еще до	1	1
1735	ко всему	1	1
1736	сказать только	3	1
1737	когда по	1	1
1738	и xx	1	1
1739	но идея	1	1
1740	но такого	2	1
1741	не понимающей	1	1
1742	сфера и	1	1
1743	действительности но	4	1
1744	в скрытой	1	1
1745	xx века	2	1
1746	встречаемся с	1	1
1747	же к	1	1
1748	которую мы	1	1
1749	эти последние	2	1
1750	что такого	1	1
1751	и подробно	1	1
1752	здесь однако	1	1
1753	от всяких	2	1
1754	значение не	2	1
1755	в комедии	2	1
1756	тому как	3	1
1757	разной степени	1	1
1758	но всегда	2	1
1759	с полным	1	1
1760	в акте	1	1
1761	нами вовсе	2	1
1762	что всякий	7	1
1763	в теории	4	1
1764	на такие	2	1
1765	конце концов	11	1
1766	для кого	1	1
1767	может изображать	1	1
1768	дело не	1	1
1769	и нигде	1	1
1770	работу и	1	1
1771	есть как	2	1
1772	существуют в	2	1
1773	разные моменты	1	1
1774	обязательно в	1	1
1775	бы например	1	1
1776	именно к	1	1
1777	всего его	1	1
1778	отношений между	2	1
1779	он за	1	1
1780	вот для	1	1
1781	говоря о	1	1
1782	явлений в	1	1
1783	в нашей	3	1
1784	факт что	1	1
1785	это также	1	1
1786	не следует	1	1
1787	историческая и	1	1
1788	сознания для	1	1
1789	только то	6	1
1790	и жизни	1	1
1791	после всего	1	1
1792	от того	2	1
1793	но вместе	1	1
1794	поэтому для	2	1
1795	этих случаях	4	1
1796	хотя она	1	1
1797	что из	1	1
1798	смысле здесь	1	1
1799	на всю	2	1
1800	и часто	2	1
1801	случае нечто	1	1
1802	что будет	2	1
1803	говорить особо	1	1
1804	мир или	1	1
1805	конец как	1	1
1806	в литературном	1	1
1807	содержанием и	2	1
1808	и деятельность	1	1
1809	и самого	5	1
1810	та или	2	1
1811	все больше	1	1
1812	и понятия	2	1
1813	и нельзя	2	1
1814	этим и	1	1
1815	изучения и	1	1
1816	и понятным	1	1
1817	художественного произведения	1	1
1818	стать символом	1	1
1819	в общественном	1	1
1820	и языковых	1	1
1821	может показаться	1	1
1822	иначе он	1	1
1823	вне всякой	1	1
1824	и труд	1	1
1825	такой же	1	1
1826	были совершенно	1	1
1827	эти предметы	1	1
1828	на то	12	1
1829	и отношений	1	1
1830	о своих	1	1
1831	их на	1	1
1832	для характеристики	1	1
1833	в политике	1	1
1834	же это	3	1
1835	это в	3	1
1836	может и	3	1
1837	ведь и	2	1
1838	значения не	1	1
1839	человека никогда	1	1
1840	слова в	1	1
1841	близких к	1	1
1842	все подобного	1	1
1843	время поэтому	1	1
1844	и никак	1	1
1845	этом необходимо	2	1
