N	2gram	Bakhtin_Pr	Analitik
1294	на нем	1	1
1295	если же	5	1
1296	должны быть	2	1
1297	модус взаимоотношений	1	1
1298	содержания и	1	1
1299	его смысла	1	1
1300	существенное для	1	1
1301	уж я	1	1
1302	в жанровом	4	1
1303	в приведенном	1	1
1304	но только	2	1
1305	себя на	1	1
1306	с собственно	1	1
1307	его жизнь	2	1
1308	где в	2	1
1309	бы уже	1	1
1310	в смерти	2	1
1311	и затем	1	1
1312	в современной	1	1
1313	проникнуть в	2	1
1314	в нее	1	1
1315	другой голос	1	1
1316	достигается в	1	1
1317	как один	1	1
1318	о мире	1	1
1319	литературы и	4	1
1320	не совпадает	1	1
1321	и какое	2	1
1322	и несколько	3	1
1323	места действия	1	1
1324	непосредственного и	1	1
1325	своего апогея	1	1
1326	нельзя не	1	1
1327	человеческих отношений	2	1
1328	серьезность и	1	1
1329	мы их	1	1
1330	нашего анализа	1	1
1331	а живое	1	1
1332	и никогда	2	1
1333	что для	1	1
1334	образы и	1	1
1335	внимание и	1	1
1336	позиций в	1	1
1337	его личности	1	1
1338	искусства но	1	1
1339	работы мы	1	1
1340	отдельных произведений	1	1
1341	но ее	1	1
1342	видения жизни	1	1
1343	вне этого	1	1
1344	литературу то	1	1
1345	относительно самостоятельных	1	1
1346	здесь также	2	1
1347	подходе к	3	1
1348	всем остальным	1	1
1349	античности в	3	1
1350	же мы	1	1
1351	всей мировой	3	1
1352	наиболее карнавализованных	1	1
1353	автора как	1	1
1354	злободневная публицистичность	1	1
1355	его сущности	1	1
1356	ни за	1	1
1357	неразрывно связана	2	1
1358	ориентированы на	1	1
1359	рассказ в	3	1
1360	смех этот	1	1
1361	отрешиться от	1	1
1362	отношении является	1	1
1363	структуру и	1	1
1364	а главное	3	1
1365	нет не	1	1
1366	меньшей степени	6	1
1367	продуктивной для	1	1
1368	и последующее	1	1
1369	между собою	2	1
1370	с идеей	2	1
1371	в какой-то	5	1
1372	дает ему	1	1
1373	каждого из	2	1
1374	было только	1	1
1375	жанра это	1	1
1376	индивидуально-характерный образ	1	1
1377	познания в	1	1
1378	как высшей	1	1
1379	органическое единство	2	1
1380	нормального и	1	1
1381	можно только	1	1
1382	уже на	4	1
1383	его целостности	1	1
1384	от нее	1	1
1385	определить и	1	1
1386	собственном смысле	3	1
1387	слов о	3	1
1388	а потому	1	1
1389	в последующих	3	1
1390	быть только	2	1
1391	например и	1	1
1392	он уже	1	1
1393	как необходимый	1	1
1394	характерная для	4	1
1395	и устойчивые	1	1
1396	мы встречаем	1	1
1397	отношению ко	1	1
1398	в последнем	1	1
1399	они и	3	1
1400	этой проблемы	1	1
1401	не мешает	1	1
1402	внимание как	1	1
1403	представить себе	1	1
1404	он стремится	1	1
1405	них в	3	1
1406	и сейчас	1	1
1407	жизни а	2	1
1408	в основном	1	1
1409	и личной	1	1
1410	этого и	1	1
1411	от такой	1	1
1412	его с	2	1
1413	живет в	3	1
1414	на ее	2	1
1415	своей жанровой	2	1
1416	есть без	1	1
1417	смеха в	2	1
1418	этому мы	1	1
1419	связей с	1	1
1420	другого человека	1	1
1421	такова специфика	1	1
1422	с каким-то	1	1
1423	изо всей	1	1
1424	ведет себя	1	1
1425	на иной	1	1
1426	до некоторой	1	1
1427	события на	1	1
1428	это уже	2	1
1429	одновременно его	1	1
1430	он поддается	1	1
1431	в область	2	1
1432	рассказчика слово	1	1
1433	в живых	1	1
1434	речи как	2	1
1435	это их	1	1
1436	их как	1	1
1437	литературного развития	1	1
1438	для них	2	1
1439	в карнавальную	3	1
1440	переживания и	1	1
1441	и делает	1	1
1442	самого сюжета	1	1
1443	не ставит	1	1
1444	то с	1	1
1445	я все	1	1
1446	себе оба	2	1
1447	не признает	1	1
1448	мере и	1	1
1449	не на	1	1
1450	как с	1	1
1451	и строго	2	1
1452	они были	1	1
1453	целостности и	1	1
1454	конечно и	7	1
1455	с ней	4	1
1456	их и	1	1
1457	корней и	1	1
1458	пространство и	2	1
1459	существенно и	1	1
1460	развития в	1	1
1461	рассказчика и	1	1
1462	уже говорили	3	1
1463	говорить в	1	1
1464	у шекспира	2	1
1465	их художественную	1	1
1466	к которым	1	1
1467	относятся к	1	1
1468	ни даже	1	1
1469	что могло	2	1
1470	и позволило	1	1
1471	всех жанров	1	1
1472	как момент	1	1
1473	жизнь на	2	1
1474	зрения исторической	1	1
1475	вряд ли	2	1
1476	мы ни	1	1
1477	типа или	1	1
1478	и так	4	1
1479	и жизни	3	1
1480	с полной	1	1
1481	глубине и	1	1
1482	и герой	1	1
1483	в которых	2	1
1484	и звучит	1	1
1485	правда не	1	1
1486	знаешь что	1	1
1487	биографической жизнью	2	1
1488	человека однако	1	1
1489	сцены и	1	1
1490	так называемая	2	1
1491	собою в	2	1
1492	последующих этапах	1	1
1493	своего отца	1	1
1494	к человеку	2	1
1495	этом его	1	1
1496	высказывание в	1	1
1497	своей внешней	1	1
1498	же есть	1	1
1499	не входит	1	1
1500	в любой	1	1
1501	к той	1	1
1502	строится в	1	1
1503	показать как	1	1
1504	над ним	1	1
1505	явления то	1	1
1506	организации сюжета	1	1
1507	и резко	1	1
1508	появляется и	2	1
1509	одним и	1	1
1510	эта амбивалентность	1	1
1511	с человеком	3	1
1512	романа то	1	1
1513	ни на	1	1
1514	сюжетного и	1	1
1515	аллюзия на	1	1
1516	в главе	1	1
1517	есть от	2	1
1518	время оно	1	1
1519	в последней	1	1
1520	ни у	3	1
1521	видим что	1	1
1522	писателя на	1	1
1523	этой традиции	1	1
1524	всеми остальными	1	1
1525	зрения как	1	1
1526	и между	5	1
1527	имеет три	1	1
1528	жанра например	1	1
1529	произведении и	1	1
1530	устная интонация	1	1
1531	это все	2	1
1532	сердце его	1	1
1533	явления и	1	1
1534	уже отмечали	2	1
1535	а может	1	1
1536	наш анализ	1	1
1537	он во	1	1
1538	особый тип	2	1
1539	слова и	5	1
1540	и уже	2	1
1541	авторского замысла	1	1
1542	обойтись без	1	1
1543	прямой речи	1	1
1544	системе языка	1	1
1545	и теперь	1	1
1546	диалога и	3	1
1547	всего на	1	1
1548	только один	1	1
1549	занимает в	1	1
1550	и вся	4	1
1551	не могло	1	1
1552	значение для	5	1
1553	нами как	1	1
1554	и два	1	1
1555	в сне	9	1
1556	отношении к	2	1
1557	чаще всего	1	1
1558	редуцируется до	1	1
1559	и об	1	1
1560	есть одновременно	1	1
1561	вопроса и	1	1
1562	главным героем	1	1
1563	в следующей	1	1
1564	целый ряд	1	1
1565	этой жизни	1	1
1566	других произведений	1	1
1567	к совершенно	1	1
1568	служит его	1	1
1569	в истории	4	1
1570	комедии и	1	1
1571	себя от	1	1
1572	еще один	1	1
1573	быть это	1	1
1574	над собой	2	1
1575	понимая под	1	1
1576	жизни на	2	1
1577	через него	1	1
1578	связанных с	2	1
1579	смерти таинству	1	1
1580	потому и	1	1
1581	и творческие	1	1
1582	мир или	1	1
1583	имеем в	3	1
1584	о способах	1	1
1585	событие которое	1	1
1586	сатиры является	1	1
1587	есть его	1	1
1588	между людьми	5	1
1589	и там	1	1
1590	другая в	2	1
1591	себе никакой	1	1
1592	ее не	1	1
1593	в сфере	1	1
1594	если мы	5	1
1595	наконец последняя	1	1
1596	он все	1	1
1597	ходе жизни	1	1
1598	не за	3	1
1599	всех остальных	1	1
1600	нами два	2	1
1601	их с	1	1
1602	шут и	1	1
1603	в образе	3	1
1604	на улице	1	1
1605	судьбы и	1	1
1606	и появляется	1	1
1607	в карнавале	5	1
1608	с духом	2	1
1609	я которое	1	1
1610	того с	1	1
1611	мире в	1	1
1612	чужим и	1	1
1613	человека я	1	1
1614	и дуни	1	1
1615	знаковом материале	1	1
1616	литература в	1	1
1617	почти вовсе	7	1
1618	языка а	2	1
1619	своей полноте	1	1
1620	смысла не	1	1
1621	со словом	1	1
1622	сонном видении	1	1
1623	одного только	1	1
1624	а вовсе	1	1
1625	самих же	1	1
1626	на этих	1	1
1627	друг друга	7	1
1628	contra в	1	1
1629	из него	1	1
1630	словам того	1	1
1631	к карнавальной	1	1
1632	автора то	1	1
1633	не ставим	1	1
1634	точку зрения	1	1
1635	иногда в	2	1
1636	совпадать с	1	1
1637	в простой	1	1
1638	формы и	3	1
1639	внешнее и	1	1
1640	в лоне	1	1
1641	свободой и	1	1
1642	заключенных в	1	1
1643	человека но	1	1
1644	меня не	1	1
1645	из этой	1	1
1646	людей не	1	1
1647	кажется ни	1	1
1648	могли быть	2	1
1649	авторской интенции	1	1
1650	к лицу	1	1
1651	это универсальное	1	1
1652	по мнению	1	1
1653	связан с	2	1
1654	во внешних	1	1
1655	диалога с	2	1
1656	оно дано	1	1
1657	et contra	1	1
1658	но оно	1	1
1659	но на	2	1
1660	в более	5	1
1661	необходимый момент	1	1
1662	границе со	1	1
1663	равно и	2	1
1664	этим можно	1	1
1665	выходит за	1	1
1666	ничем не	3	1
1667	хоть и	1	1
1668	поскольку мы	1	1
1669	но прежде	1	1
1670	на тех	1	1
1671	по сходству	1	1
1672	время все	1	1
1673	церкви в	1	1
1674	того как	4	1
1675	мне не	2	1
1676	случаев мы	1	1
1677	у тебя	1	1
1678	что самая	1	1
1679	романа но	3	1
1680	веселую относительность	4	1
1681	которых он	1	1
1682	одного произведения	1	1
1683	бы на	1	1
1684	она будет	1	1
1685	сон с	1	1
1686	в формах	2	1
1687	романе достоевского	2	1
1688	и тут	2	1
1689	первый момент	1	1
1690	и концовка	1	1
1691	произведения мы	1	1
1692	то мы	1	1
1693	несет в	1	1
1694	сознания и	1	1
1695	лицом к	1	1
1696	возможно только	1	1
1697	всех героев	1	1
1698	карнавализованных произведений	1	1
1699	есть уже	1	1
1700	в повести	3	1
1701	и побуждает	1	1
1702	т.п если	1	1
1703	общения то	1	1
1704	такова его	1	1
1705	сюжета он	1	1
1706	от друга	2	1
1707	пределах одной	1	1
1708	изучать и	1	1
1709	слова которые	1	1
1710	тем богаче	1	1
1711	и берет	1	1
1712	входить в	1	1
1713	начала в	2	1
1714	мифа и	2	1
1715	и быстрых	1	1
1716	здесь имеется	1	1
1717	уже происходит	1	1
1718	на нее	1	1
1719	произведение может	1	1
1720	этого нельзя	1	1
1721	позицию по	1	1
1722	такое слово	1	1
1723	как другая	1	1
1724	не могли	2	1
1725	их художественного	1	1
1726	полный и	1	1
1727	из общей	1	1
1728	стихи и	1	1
1729	личность обладает	1	1
1730	на равных	2	1
1731	бы оно	1	1
1732	фольклора и	1	1
1733	как она	1	1
1734	провозглашает веселую	1	1
1735	не подлежит	1	1
1736	истины и	3	1
1737	поведения и	1	1
1738	я стал	1	1
1739	если и	1	1
1740	и само	1	1
1741	а их	1	1
1742	почти до	3	1
1743	как можно	1	1
1744	речи этого	1	1
1745	их основные	1	1
1746	сюжетных ситуаций	1	1
1747	жизнью в	2	1
1748	автору в	1	1
1749	следует сказать	1	1
1750	как ее	1	1
1751	в авторском	1	1
1752	жизни людей	1	1
1753	что им	1	1
1754	глубоким и	1	1
1755	более полное	1	1
1756	мы находим	8	1
1757	нисколько не	1	1
1758	эти стороны	1	1
1759	предмета но	1	1
1760	задают тон	1	1
1761	но уже	2	1
1762	идеи и	5	1
1763	авторской концепции	1	1
1764	их внешней	2	1
1765	этом достаточно	1	1
1766	в каждой	1	1
1767	вследствие чего	1	1
1768	единство и	2	1
1769	рассудка и	2	1
1770	от своих	2	1
1771	как все	1	1
1772	и вообще	3	1
1773	на них	2	1
1774	свобода и	1	1
1775	слове рассказчика	1	1
1776	собой он	2	1
1777	начале своего	1	1
1778	же деле	2	1
1779	в стиле	1	1
1780	когда по	1	1
1781	ними нет	1	1
1782	которого и	1	1
1783	надо его	1	1
1784	и других	12	1
1785	отдельным его	1	1
1786	план в	1	1
1787	в предисловии	1	1
1788	утверждение о	1	1
1789	она должна	1	1
1790	с первым	1	1
1791	и утверждение	1	1
1792	в самых	2	1
1793	в каких-то	1	1
1794	автора он	1	1
1795	предметом нашего	1	1
1796	автора к	1	1
1797	который мы	1	1
1798	я к	1	1
1799	здесь только	2	1
1800	этом мире	1	1
1801	лирики для	1	1
1802	данного жанра	5	1
1803	к жизненному	1	1
1804	этом мы	3	1
1805	и жанровые	1	1
1806	есть нечто	1	1
1807	юмора и	1	1
1808	и помимо	1	1
1809	что достоевский	2	1
1810	мировой литературы	3	1
1811	отделен от	1	1
1812	у того	1	1
1813	быть и	2	1
1814	высказывания а	1	1
1815	европейской художественной	2	1
1816	связана с	3	1
1817	в него	4	1
1818	характерно для	1	1
1819	отношения являются	1	1
1820	а по	1	1
1821	мы обнаружим	1	1
1822	но она	3	1
1823	есть и	4	1
1824	дает им	1	1
1825	даны и	1	1
1826	в науке	1	1
1827	герои как	1	1
1828	отношений между	2	1
1829	ним как	1	1
1830	к анализу	1	1
1831	оказывается что	1	1
1832	его совесть	1	1
1833	карнавального смеха	2	1
1834	стороны и	1	1
1835	и сон	3	1
1836	останавливаться на	1	1
1837	а этот	1	1
1838	у бальзака	4	1
1839	ведь если	2	1
1840	на всю	1	1
1841	у нее	1	1
1842	или как	1	1
1843	как то	1	1
1844	при всем	3	1
1845	уходит в	1	1
1846	и всех	1	1
1847	и самой	1	1
1848	обычной жизненной	4	1
1849	его а	1	1
1850	слова если	1	1
1851	этого не	1	1
1852	над собою	2	1
1853	иного типа	1	1
1854	характер героя	1	1
1855	знает и	1	1
1856	или еще	1	1
1857	по той	1	1
1858	числе и	13	1
1859	что можно	1	1
1860	всех в	1	1
1861	вступают в	3	1
1862	к ней	3	1
1863	что если	1	1
1864	по всей	1	1
1865	самой своей	2	1
1866	было два	1	1
1867	лицо и	1	1
1868	в плане	3	1
1869	действительности не	1	1
1870	все больше	1	1
1871	жанровом отношении	4	1
1872	в другую	1	1
1873	это также	2	1
1874	остается на	2	1
1875	ему самому	1	1
1876	этом и	1	1
1877	своего прямого	2	1
1878	к чужому	1	1
1879	но пожалуй	1	1
1880	другие но	1	1
1881	им для	1	1
1882	целая система	2	1
1883	сохраняя свою	1	1
1884	потом к	1	1
1885	их можно	1	1
1886	друг от	2	1
1887	остается один	1	1
1888	язык в	1	1
1889	три момента	1	1
1890	художественное значение	1	1
1891	вольный фамильярный	2	1
1892	передо мною	1	1
1893	рассказывает о	1	1
1894	и отношений	1	1
1895	процессе его	1	1
1896	суждения о	1	1
1897	только эти	1	1
1898	общественной и	1	1
1899	это в	1	1
1900	же самые	1	1
1901	эти два	3	1
1902	конце концов	1	1
1903	здесь они	1	1
1904	хотя здесь	1	1
1905	образ героя	1	1
1906	суда над	2	1
1907	носит в	1	1
1908	с подлинным	1	1
1909	он с	1	1
1910	своей глубине	1	1
1911	проблема взаимоотношений	1	1
1912	чем выше	1	1
1913	событие это	1	1
1914	вытекают из	1	1
1915	единство всех	1	1
1916	степени и	1	1
1917	словами в	2	1
1918	прорывается в	1	1
1919	а я	3	1
1920	два часа	2	1
