N	2gram	Ircho_Kome	Istorich
1319	войну и	1	2
1320	о первой	1	2
1321	ли эта	1	2
1322	то оно	1	2
1323	один пример	1	2
1324	была большая	1	2
1325	него самого	1	2
1326	того или	1	2
1327	от друга	2	2
1328	объясняет в	1	2
1329	по мнению	2	2
1330	далеко за	1	2
1331	даже на	1	2
1332	наше внимание	1	2
1333	видно как	1	2
1334	не о	1	2
1335	и можно	2	2
1336	и по-видимому	1	2
1337	в мире	3	2
1338	служит для	1	2
1339	конь в	1	2
1340	на себе	1	2
1341	условия и	1	2
1342	чтобы его	1	2
1343	такого же	1	2
1344	царей в	1	2
1345	для его	1	2
1346	как следует	1	2
1347	им от	1	2
1348	именно потому	2	2
1349	за столом	1	2
1350	не более	2	2
1351	человека который	1	2
1352	или меньшей	1	2
1353	экономического развития	1	2
1354	в достаточной	1	2
1355	этом они	1	2
1356	дому в	1	2
1357	см а	1	2
1358	в окно	1	2
1359	тела которая	1	2
1360	при дворе	1	2
1361	с женой	1	2
1362	к целому	1	2
1363	представляет себе	1	2
1364	в состав	2	2
1365	обнаруживает что	1	2
1366	других и	1	2
1367	которых мы	2	2
1368	на ее	2	2
1369	впрочем в	1	2
1370	же образом	1	2
1371	в сущности	3	2
1372	он действует	1	2
1373	в союзе	2	2
1374	и землей	2	2
1375	связывается с	1	2
1376	этому мы	1	2
1377	в самой	2	2
1378	на улицу	1	2
1379	так называемый	1	2
1380	или другими	1	2
1381	старик и	1	2
1382	у одного	1	2
1383	друг от	2	2
1384	было у	1	2
1385	что эту	1	2
1386	как целое	1	2
1387	что ей	1	2
1388	ни у	1	2
1389	совпадает с	1	2
1390	в город	1	2
1391	от хозяина	1	2
1392	а может	1	2
1393	совпадают с	1	2
1394	силы в	1	2
1395	подняться на	1	2
1396	спускается в	1	2
1397	и находит	1	2
1398	птиц в	1	2
1399	и легко	1	2
1400	а и	1	2
1401	в состояние	1	2
1402	историческая действительность	1	2
1403	до трех	1	2
1404	своего ребенка	1	2
1405	если ему	1	2
1406	то она	1	2
1407	на лет	1	2
1408	это указывает	1	2
1409	к миру	1	2
1410	в сознании	4	2
1411	можно полагать	1	2
1412	в и	3	2
1413	дома а	1	2
1414	случаев и	1	2
1415	когда речь	1	2
1416	и всем	1	2
1417	не для	1	2
1418	многие из	3	2
1419	несколько человек	1	2
1420	важные для	1	2
1421	чем же	2	2
1422	качестве примера	1	2
1423	в рамках	3	2
1424	отказаться от	2	2
1425	что к	2	2
1426	власть в	3	2
1427	мира а	1	2
1428	подобное же	1	2
1429	женщины и	1	2
1430	ясно из	1	2
1431	в соединении	1	2
1432	с ритуалом	1	2
1433	жизнь и	2	2
1434	и тех	1	2
1435	более чем	4	2
1436	первый план	1	2
1437	соответственно в	2	2
1438	другого и	1	2
1439	нельзя не	2	2
1440	в обычае	1	2
1441	отказ от	1	2
1442	от земли	1	2
1443	частности в	2	2
1444	если она	1	2
1445	среди которых	2	2
1446	это однако	2	2
1447	лучше понять	1	2
1448	более поздней	1	2
1449	из своей	2	2
1450	с кем	1	2
1451	с человеком	1	2
1452	именно здесь	1	2
1453	по той	1	2
1454	над его	1	2
1455	в понятие	1	2
1456	и прежде	1	2
1457	все более	4	2
1458	она могла	1	2
1459	не к	2	2
1460	которую надо	1	1
1461	пределах одного	1	1
1462	найдена в	1	1
1463	тем меньше	1	1
1464	в настоящем	2	1
1465	еще раз	1	1
1466	говоря уже	4	1
1467	находясь в	1	1
1468	между ее	1	1
1469	за исключением	3	1
1470	в наследство	1	1
1471	и вслед	1	1
1472	следует что	1	1
1473	не случайная	1	1
1474	время не	1	1
1475	как единственного	1	1
1476	только за	1	1
1477	обстановка в	1	1
1478	в изображении	2	1
1479	чтобы в	1	1
1480	содержании этих	1	1
1481	с морем	1	1
1482	ни одна	2	1
1483	сделать некоторые	1	1
1484	о мире	1	1
1485	каким образом	1	1
1486	естественно не	2	1
1487	года в	1	1
1488	прошло и	1	1
1489	уверен в	1	1
1490	похож на	1	1
1491	эта версия	1	1
1492	в порядке	2	1
1493	это достаточно	1	1
1494	отце и	1	1
1495	лица в	1	1
1496	с последующим	1	1
1497	к земле	1	1
1498	же после	1	1
1499	силами и	1	1
1500	общую картину	1	1
1501	борьба за	1	1
1502	действий становится	1	1
1503	людей с	1	1
1504	девушку от	1	1
1505	ты с	1	1
1506	тому и	1	1
1507	происхождение этой	1	1
1508	его мать	1	1
1509	заботу о	1	1
1510	драматические представления	1	1
1511	нам не	1	1
1512	над собой	1	1
1513	общественной морали	1	1
1514	состоит не	1	1
1515	было и	1	1
1516	в жизнь	2	1
1517	и отчасти	1	1
1518	прямой путь	1	1
1519	представление как	1	1
1520	себе все	1	1
1521	все к	1	1
1522	человека не	1	1
1523	вышла за	1	1
1524	чтобы убедиться	1	1
1525	по возможности	1	1
1526	даже те	1	1
1527	и дают	2	1
1528	аргументом в	2	1
1529	времени в	2	1
1530	больше не	2	1
1531	в два	1	1
1532	своим собственным	1	1
1533	слов но	2	1
1534	которых идет	1	1
1535	должна была	3	1
1536	случаев где	2	1
1537	путь для	1	1
1538	в маске	2	1
1539	может служить	2	1
1540	же его	1	1
1541	указания на	2	1
1542	ii в	4	1
1543	и новая	2	1
1544	в значительной	1	1
1545	тех случаев	1	1
1546	замечает что	1	1
1547	та часть	1	1
1548	его близкие	1	1
1549	почти нет	1	1
1550	они знали	1	1
1551	отказу от	1	1
1552	до нашей	1	1
1553	уже по	1	1
1554	но там	2	1
1555	эту же	1	1
1556	дать более	1	1
1557	не найдем	1	1
1558	но едва	1	1
1559	и представляет	1	1
1560	лишь тогда	1	1
1561	они хотели	1	1
1562	сам автор	3	1
1563	возвращение к	1	1
1564	а наоборот	1	1
1565	целые страны	1	1
1566	не слишком	1	1
1567	своему содержанию	1	1
1568	конца в	1	1
1569	если у	2	1
1570	своей социальной	1	1
1571	времени их	1	1
1572	материнства но	1	1
1573	числу таких	1	1
1574	на поверхность	1	1
1575	я взял	1	1
1576	объяснение этому	1	1
1577	народы в	1	1
1578	так по	1	1
1579	самых общих	1	1
1580	это слово	4	1
1581	на олимп	3	1
1582	или отец	1	1
1583	в человеческую	1	1
1584	мы жили	1	1
1585	лица и	1	1
1586	в следующем	4	1
1587	с членами	1	1
1588	прошлого однако	1	1
1589	не представляется	1	1
1590	бы только	1	1
1591	все по	1	1
1592	он испытывал	1	1
1593	ко всем	1	1
1594	по аналогии	1	1
1595	в идеологии	1	1
1596	пример из	1	1
1597	рассматривали как	1	1
1598	но иногда	1	1
1599	в государственных	1	1
1600	отношений в	1	1
1601	крылатого коня	1	1
1602	рядом с	1	1
1603	к прежнему	1	1
1604	и став	1	1
1605	в явление	1	1
1606	может привести	1	1
1607	дар и	1	1
1608	больше всего	2	1
1609	прячется в	1	1
1610	в двух	6	1
1611	сильной и	1	1
1612	свою силу	1	1
1613	тот сказал	1	1
1614	с новой	2	1
1615	до самой	1	1
1616	словом это	1	1
1617	если оно	1	1
1618	сын от	1	1
1619	законный брак	2	1
1620	и необходимость	1	1
1621	однако герой	1	1
1622	или может	2	1
1623	на весь	1	1
1624	остается на	1	1
1625	три группы	1	1
1626	и весьма	1	1
1627	было только	2	1
1628	на половину	1	1
1629	и является	1	1
1630	греции но	1	1
1631	он признает	1	1
1632	и силами	1	1
1633	время когда	2	1
1634	появление в	1	1
1635	где в	1	1
1636	кроме этих	1	1
1637	перед лицом	5	1
1638	миру и	1	1
1639	считал что	1	1
1640	родился в	1	1
1641	что постройка	1	1
1642	жили по	1	1
1643	этот период	1	1
1644	больше на	1	1
1645	себя их	1	1
1646	и единственное	1	1
1647	выходят за	1	1
1648	к первому	1	1
1649	конца и	1	1
1650	это вовсе	1	1
1651	но прежде	1	1
1652	что только	1	1
1653	при случае	1	1
1654	роль играет	1	1
1655	нашей эры	2	1
1656	уже упомянутой	1	1
1657	повседневной жизни	1	1
1658	поэтического творчества	1	1
1659	собой на	1	1
1660	своим хозяином	1	1
1661	себе как	1	1
1662	до начала	5	1
1663	по поднебесью	1	1
1664	взят из	1	1
1665	высшей степени	1	1
1666	освобожденный им	1	1
1667	за уничтожение	1	1
1668	за ее	1	1
1669	ли то	1	1
1670	этому времени	3	1
1671	от до	2	1
1672	его проявления	1	1
1673	в самый	1	1
1674	имело место	2	1
1675	в античном	2	1
1676	лишь только	1	1
1677	теперь в	2	1
1678	дверь и	1	1
1679	с горгоной	1	1
1680	на те	2	1
1681	освободиться от	1	1
1682	источников в	1	1
1683	найти еще	1	1
1684	оставляют в	1	1
1685	по адресу	18	1
1686	не всю	1	1
1687	социального положения	1	1
1688	к выводу	2	1
1689	с рук	1	1
1690	в отношении	6	1
1691	из нескольких	2	1
1692	очень убедительно	1	1
1693	или к	2	1
1694	в заточении	1	1
1695	и создает	1	1
1696	вопрос откуда	1	1
1697	из комедии	11	1
1698	имя которого	1	1
1699	как вы	1	1
1700	полной форме	1	1
1701	что нет	1	1
1702	детей из	1	1
1703	то на	1	1
1704	на какой-то	1	1
1705	более вероятной	1	1
1706	достаточно ясно	1	1
1707	оно перешло	1	1
1708	смерти александра	1	1
1709	землю как	1	1
1710	чего следует	1	1
1711	ведущие к	1	1
1712	еще с	1	1
1713	и начало	1	1
1714	быть даже	2	1
1715	но об	1	1
1716	и будет	1	1
1717	еще при	1	1
1718	и такая	2	1
1719	у читателя	1	1
1720	для каждого	1	1
1721	ли не	8	1
1722	и обнаруживает	1	1
1723	за пять	1	1
1724	дают своим	1	1
1725	не приводит	1	1
1726	что таким	1	1
1727	современности в	1	1
1728	или четыре	1	1
1729	до конца	3	1
1730	не сохранилась	1	1
1731	не знали	1	1
1732	при всех	1	1
1733	говорить и	1	1
1734	ней см	1	1
1735	ничего нет	1	1
1736	огромную роль	1	1
1737	на рассвете	1	1
1738	другое мнение	1	1
1739	того на	1	1
1740	на третьем	1	1
1741	не подходит	1	1
1742	начинает меняться	1	1
1743	древней и	1	1
1744	живущих на	1	1
1745	не свидетельствуют	1	1
1746	можно рассматривать	1	1
1747	из функций	1	1
1748	поводом для	2	1
1749	служит средством	1	1
1750	власть и	1	1
1751	по три	1	1
1752	приводит в	1	1
1753	сомнений что	1	1
1754	света в	1	1
1755	в действие	1	1
1756	всего этого	2	1
1757	которую он	3	1
1758	редкий случай	1	1
1759	ему приписывают	1	1
1760	к людям	2	1
1761	островов и	1	1
1762	против другого	1	1
1763	греческих и	1	1
1764	впереди в	1	1
1765	собой никакой	1	1
1766	на которые	3	1
1767	ли есть	1	1
1768	духов не	1	1
1769	этом еще	1	1
1770	на две	3	1
1771	обстоятельство в	1	1
1772	положение можно	1	1
1773	сына с	1	1
1774	из первых	1	1
1775	ли можно	3	1
1776	разве я	1	1
1777	но чем	1	1
1778	содержанию и	2	1
1779	и целые	2	1
1780	говоря не	1	1
1781	будь то	1	1
1782	в народном	7	1
1783	прибавляет к	1	1
1784	видят в	1	1
1785	культурной жизни	1	1
1786	пришли на	1	1
1787	так построен	1	1
1788	в год	1	1
1789	во времени	1	1
1790	три или	1	1
1791	герои попадают	1	1
1792	ii у	1	1
1793	судя по	6	1
1794	с первоначальным	1	1
1795	об их	1	1
1796	находились в	1	1
1797	от каждой	1	1
1798	мир в	1	1
1799	последние два	1	1
1800	кто такой	1	1
1801	это был	1	1
1802	в отражении	2	1
1803	богов все	1	1
1804	легенде о	1	1
1805	человек мог	1	1
1806	его отца	1	1
1807	эти могли	1	1
1808	не без	1	1
1809	на что	1	1
1810	за помощью	1	1
1811	только его	1	1
1812	землю из	1	1
1813	с достаточной	4	1
1814	года до	1	1
1815	и продолжает	1	1
1816	раз в	2	1
1817	все остальное	1	1
1818	нужна была	1	1
1819	начала до	1	1
1820	о существе	1	1
1821	пока в	2	1
1822	самых важных	1	1
1823	в кости	1	1
1824	и тому	1	1
1825	и сыном	1	1
1826	видит теперь	1	1
1827	от рук	1	1
1828	рабовладельческого государства	1	1
1829	девять раз	1	1
1830	спину в	1	1
1831	более что	1	1
1832	ведь он	1	1
1833	влиянием современных	1	1
1834	если и	1	1
1835	в использовании	1	1
1836	за другим	1	1
1837	сразу же	5	1
1838	менее это	1	1
1839	в условиях	1	1
1840	и без	3	1
1841	не единственные	1	1
1842	непосредственно или	1	1
1843	на такое	2	1
1844	наделен признаками	1	1
1845	мере в	1	1
1846	всему народу	1	1
1847	о месте	1	1
1848	из египта	2	1
1849	но происхождение	1	1
1850	сам не	1	1
1851	известной нам	1	1
1852	ничуть не	3	1
1853	действительности но	1	1
1854	честности и	1	1
1855	iii и	1	1
1856	же от	1	1
1857	ii как	1	1
1858	начать с	1	1
1859	лет с	1	1
1860	и ни	1	1
1861	до н	3	1
1862	но всегда	1	1
1863	или дочерью	1	1
1864	однако ни	1	1
1865	сочувствия к	1	1
1866	такой способ	1	1
1867	не исключено	1	1
1868	своему сыну	1	1
1869	на меня	1	1
1870	не оказалась	1	1
1871	поймет что	1	1
1872	свою жизнь	1	1
1873	чтобы убедить	1	1
1874	на четыре	1	1
1875	это была	2	1
1876	каждый раз	1	1
1877	встреча с	1	1
1878	веры в	1	1
1879	из корней	1	1
1880	которого однако	1	1
1881	встречает в	1	1
1882	у нашего	1	1
1883	с оружием	1	1
1884	к отказу	1	1
1885	на книгу	1	1
1886	идет о	5	1
1887	в какой-то	3	1
1888	на разные	1	1
1889	или еще	1	1
1890	цель которая	1	1
1891	образа жизни	1	1
1892	их разрешения	1	1
1893	высказывает предположение	1	1
1894	такого толкования	1	1
1895	наконец что	1	1
1896	у самого	1	1
1897	не осталось	1	1
1898	и самого	3	1
1899	от голода	2	1
1900	о содержании	2	1
1901	и способ	1	1
1902	в голову	1	1
1903	или иной	1	1
1904	его до	2	1
1905	как хочет	1	1
1906	попали в	1	1
1907	уже о	4	1
1908	сведения об	1	1
1909	очень трудно	1	1
1910	само собой	2	1
1911	именно после	1	1
1912	бы от	1	1
1913	совершенно явная	1	1
1914	два основных	1	1
1915	они так	1	1
1916	место из	1	1
1917	место уже	1	1
1918	в так	2	1
1919	нам теперь	1	1
1920	пример у	1	1
1921	и трудно	1	1
1922	месте где	1	1
1923	в той	2	1
1924	находим в	2	1
1925	всего это	1	1
1926	союзе с	1	1
1927	им было	1	1
1928	встречаются на	1	1
1929	из сторон	1	1
1930	морем и	1	1
1931	особый и	1	1
1932	в постановке	1	1
1933	при раскопках	1	1
1934	вероятно к	1	1
1935	имеет значения	1	1
1936	выводу что	1	1
1937	или обитателей	1	1
1938	там они	1	1
1939	вообще говоря	2	1
1940	три типа	1	1
1941	ясно почему	1	1
1942	жизнь или	1	1
1943	однако и	1	1
1944	сидя у	1	1
1945	к числу	2	1
1946	его распоряжение	1	1
1947	нее в	1	1
1948	по краям	1	1
1949	думаю что	2	1
1950	за лет	1	1
1951	нечто такое	1	1
1952	однако еще	1	1
1953	нам известны	2	1
1954	в году	3	1
1955	типов и	1	1
1956	народ и	1	1
1957	красоты и	1	1
1958	из многочисленных	1	1
1959	иначе чем	1	1
1960	то теперь	1	1
1961	люди и	1	1
1962	стороне от	1	1
1963	в первом	2	1
1964	в войну	1	1
1965	если теперь	1	1
1966	содержание этой	1	1
1967	уходят из	1	1
1968	второй половине	3	1
1969	же достаточно	1	1
1970	в наиболее	4	1
1971	этих явлений	1	1
1972	главным источником	2	1
1973	материалом для	1	1
1974	сил в	1	1
1975	нет собственно	1	1
1976	свои руки	3	1
1977	из причин	1	1
1978	к своим	1	1
1979	в эпических	1	1
1980	это сопоставление	1	1
1981	долгих лет	1	1
1982	и большого	1	1
1983	обращение к	1	1
1984	об отношении	2	1
1985	действительности в	1	1
1986	причиной его	1	1
1987	оградить их	1	1
1988	рано утром	1	1
1989	еще некоторых	1	1
1990	от середины	2	1
1991	по тем	1	1
1992	уже знакомых	1	1
1993	мы достаточно	1	1
1994	i ii	1	1
1995	это нам	1	1
1996	и включить	1	1
1997	которыми он	1	1
1998	цель его	1	1
1999	как раздается	1	1
2000	что люди	1	1
2001	некоторых деталей	1	1
2002	этим надо	1	1
2003	аналогий в	1	1
2004	людей из	1	1
2005	чем его	1	1
2006	что речь	1	1
2007	я думаю	2	1
2008	так мы	1	1
2009	он поставил	1	1
2010	второй половины	2	1
2011	строе с	1	1
2012	ногах ср	1	1
2013	оно все	1	1
2014	об исторических	1	1
2015	восходящих к	1	1
2016	самом начале	3	1
2017	ничего этого	1	1
2018	ср также	4	1
2019	свой город	1	1
2020	отношений и	1	1
2021	во фракии	6	1
2022	утверждал что	1	1
2023	это отношение	1	1
2024	него если	1	1
2025	не прошло	1	1
2026	по поводу	7	1
2027	были в	2	1
2028	разницей что	1	1
2029	отцу в	1	1
2030	н э	10	1
2031	имеется довольно	1	1
2032	том месте	1	1
2033	быть с	1	1
2034	от ее	1	1
2035	гораздо более	2	1
2036	на античных	1	1
2037	свою землю	1	1
2038	все известные	2	1
2039	своей способностью	1	1
2040	считать не	1	1
2041	очень осторожно	1	1
2042	и столь	3	1
2043	на протяжении	14	1
2044	к человеку	2	1
2045	первом случае	1	1
2046	чем на	2	1
2047	знали что	1	1
2048	вполне понятно	1	1
2049	более важные	1	1
2050	сама же	1	1
2051	обычно к	1	1
2052	его себе	1	1
2053	буквальном смысле	1	1
2054	браке с	1	1
2055	в живых	1	1
2056	что иной	1	1
2057	часть из	1	1
2058	о существовании	1	1
2059	значительной степени	1	1
2060	подтверждается и	1	1
2061	аналогии с	2	1
2062	и сама	1	1
2063	состояла из	1	1
2064	согласно которой	1	1
2065	в представление	1	1
2066	уже свыше	1	1
2067	всегда является	1	1
2068	не была	1	1
2069	и притом	2	1
2070	это касается	1	1
2071	особый случай	1	1
2072	теперь от	1	1
2073	копье но	1	1
2074	из уст	1	1
2075	по мотивам	1	1
2076	речь шла	1	1
2077	герой тем	1	1
2078	в предисловии	1	1
2079	таким способом	1	1
2080	мои три	1	1
2081	по ее	1	1
2082	о которой	1	1
2083	своей земли	1	1
2084	достигает вершины	1	1
2085	разрешение его	1	1
2086	из четырех	2	1
2087	следовательно и	1	1
2088	кого мы	1	1
2089	древней греции	1	1
2090	вот на	1	1
2091	же касается	1	1
2092	якобы в	1	1
2093	достигает своего	1	1
2094	этого даже	1	1
2095	первоначально это	1	1
2096	не был	1	1
2097	с радостью	1	1
2098	привести и	1	1
2099	обрядам и	1	1
2100	прошлом правда	1	1
2101	слов или	1	1
2102	бы к	1	1
2103	для создания	1	1
2104	это были	2	1
2105	составных частей	1	1
2106	а художественный	1	1
2107	действия в	1	1
2108	широко распространенных	1	1
2109	не хочешь	1	1
2110	мысль и	1	1
2111	молодой человек	9	1
2112	со многими	1	1
2113	бегут из	1	1
2114	на характер	1	1
2115	том где	1	1
2116	действующих лиц	8	1
2117	и одновременно	3	1
2118	мы стали	2	1
2119	всей этой	1	1
2120	из мира	1	1
2121	за ними	1	1
2122	не приходится	1	1
2123	поставил под	1	1
2124	такое что	1	1
2125	него же	1	1
2126	этом смысле	2	1
2127	из среды	1	1
2128	в новое	2	1
2129	воплощением в	1	1
2130	следует признать	2	1
2131	более подробном	1	1
2132	какой мере	1	1
2133	меньше места	2	1
2134	как известно	4	1
2135	быть поставлена	1	1
2136	работы в	1	1
2137	с людьми	1	1
2138	сил природы	1	1
2139	частной собственности	1	1
2140	оба они	1	1
2141	как от	1	1
2142	едой и	1	1
2143	которое мы	1	1
2144	выступает не	1	1
2145	стоит только	1	1
2146	в первой	2	1
2147	еще остается	1	1
2148	сведения о	2	1
2149	союз с	1	1
2150	его близости	1	1
2151	отвечает что	1	1
2152	речи о	1	1
2153	или иного	1	1
2154	иначе не	1	1
2155	нет не	1	1
2156	она занимает	1	1
2157	случаев не	1	1
2158	чем объяснить	1	1
2159	нее не	1	1
2160	к подобным	1	1
2161	нему с	1	1
2162	не приходит	1	1
2163	один шаг	1	1
2164	не нашел	1	1
2165	тысячи лет	1	1
2166	можно понять	1	1
2167	во множестве	1	1
2168	населения и	1	1
2169	по форме	1	1
2170	себе три	1	1
2171	то есть	1	1
2172	из подземного	2	1
2173	герой обычно	1	1
2174	в примечаниях	1	1
2175	комнаты и	1	1
2176	в судьбах	1	1
2177	это море	1	1
2178	для себя	2	1
2179	вырезал язык	1	1
2180	во-вторых из	1	1
2181	времени когда	1	1
2182	от женщины	1	1
2183	утверждает что	1	1
2184	он почти	1	1
2185	как говорят	1	1
2186	легко представить	1	1
2187	иной это	1	1
2188	поэтому она	1	1
2189	шаг до	1	1
2190	и страх	1	1
2191	если эти	1	1
2192	такой силой	1	1
2193	от их	1	1
2194	поэтому и	1	1
2195	стран и	1	1
2196	даже у	1	1
2197	отца на	1	1
2198	наряду со	1	1
2199	быть отнесены	1	1
2200	понимать не	1	1
2201	претендует на	1	1
2202	народа но	1	1
2203	общественного строя	1	1
2204	за другого	1	1
2205	совершает над	1	1
2206	из тех	1	1
2207	них нельзя	1	1
2208	не соответствовало	1	1
2209	за свое	2	1
2210	с огромной	1	1
2211	них он	1	1
2212	человеческой натуры	1	1
2213	к категории	1	1
2214	и материальной	1	1
2215	в душу	1	1
2216	свидетельствует об	1	1
2217	одной части	1	1
2218	отрывок из	2	1
2219	распространение в	1	1
2220	перекликается с	1	1
2221	из области	2	1
2222	в постоянной	1	1
2223	сына своего	1	1
2224	так здесь	1	1
2225	не является	2	1
2226	который с	1	1
2227	он проходил	1	1
2228	он якобы	1	1
2229	признает себя	1	1
2230	во фракию	2	1
2231	общей форме	1	1
2232	ими в	1	1
2233	в современном	1	1
2234	его против	1	1
2235	народа и	1	1
2236	свойств и	1	1
2237	них по	1	1
2238	и два	1	1
2239	не попали	1	1
2240	в известном	2	1
2241	ты это	1	1
2242	времени и	2	1
2243	его возвращение	1	1
2244	же время	5	1
2245	как дочь	1	1
2246	людей так	1	1
2247	из наиболее	2	1
2248	сравнивается с	1	1
2249	этот может	1	1
2250	нем не	1	1
2251	ко всей	1	1
2252	и служит	1	1
2253	то для	1	1
2254	vii в	2	1
2255	с нею	1	1
2256	что указывает	1	1
2257	содержатся в	1	1
2258	скрыть от	1	1
2259	этого же	1	1
2260	где бы	1	1
2261	месте в	1	1
2262	уже при	1	1
2263	эдипа или	1	1
2264	форме не	1	1
2265	к началу	1	1
2266	что автор	1	1
2267	им как	1	1
2268	одних и	1	1
2269	на необходимость	1	1
2270	на дорогу	1	1
2271	надо считать	2	1
2272	же становится	1	1
2273	случаев мы	1	1
2274	ли ты	1	1
2275	это особенно	1	1
2276	с участием	5	1
2277	а вместо	1	1
2278	им ни	1	1
2279	когда девушка	1	1
2280	этом отношении	3	1
2281	для своего	2	1
2282	многое в	1	1
2283	материал дает	1	1
2284	из своих	1	1
2285	сюда и	1	1
2286	богами по	1	1
2287	дочерью или	1	1
2288	однако она	1	1
2289	находившийся в	1	1
2290	всему сказанному	1	1
2291	литературу и	1	1
2292	из названных	1	1
2293	и никакой	1	1
2294	сказано только	1	1
2295	это мог	1	1
2296	не больше	1	1
2297	следует отметить	1	1
2298	места в	1	1
2299	также достаточно	1	1
2300	достаточно сослаться	1	1
2301	старика на	1	1
2302	от слепоты	1	1
2303	в поэтике	1	1
2304	и содержится	1	1
2305	семьи или	1	1
2306	старика при	1	1
2307	факт однако	1	1
2308	в третьем	1	1
2309	общественных отношений	1	1
2310	широкое распространение	1	1
2311	ст и	2	1
2312	полагать что	1	1
2313	они лишь	1	1
2314	к середине	2	1
2315	для которого	1	1
2316	его же	1	1
2317	государстве это	1	1
2318	к какой-нибудь	1	1
2319	и популярных	1	1
2320	с какими	1	1
2321	войны и	7	1
2322	чтобы сделать	1	1
2323	человека к	1	1
2324	сказать и	1	1
2325	в юности	1	1
2326	не говоря	4	1
2327	и первые	1	1
2328	ко всему	2	1
2329	том случае	1	1
2330	а к	2	1
2331	напомнить что	1	1
2332	до тех	1	1
2333	по приказанию	1	1
2334	сопоставление с	1	1
2335	ставились в	1	1
2336	при царе	1	1
2337	земледельческой религии	1	1
2338	однако если	1	1
2339	а из	2	1
2340	когда стали	1	1
2341	в ход	1	1
2342	перед домом	1	1
2343	отступила от	1	1
2344	в искусстве	1	1
2345	экономическую основу	1	1
2346	и детей	1	1
2347	viii и	1	1
2348	это подтверждается	1	1
2349	говоря о	1	1
2350	своей среды	1	1
2351	кругом и	1	1
2352	для обмана	1	1
2353	имеет свои	1	1
2354	доказать свою	1	1
2355	первые два	1	1
2356	и всех	1	1
2357	сопоставлен с	1	1
2358	очевидна для	1	1
2359	иначе в	2	1
2360	обстановку в	1	1
2361	без нее	1	1
2362	которой можно	1	1
2363	чтобы вернуть	2	1
2364	как для	1	1
2365	у первого	1	1
2366	речь и	1	1
2367	до нас	9	1
2368	в высшей	1	1
2369	от времени	1	1
2370	так называемой	3	1
2371	что хотел	1	1
2372	отождествляется с	1	1
2373	для жителей	1	1
2374	кого бы	1	1
2375	в передаче	1	1
2376	полноправным членом	1	1
2377	нуждается в	2	1
2378	не получили	1	1
2379	назвал его	1	1
2380	надо было	3	1
2381	таковой и	1	1
2382	не удалось	5	1
2383	ей удается	1	1
2384	вторая группа	1	1
2385	возникает не	1	1
2386	известно но	1	1
2387	другом причем	1	1
2388	автора и	1	1
2389	и мелкими	1	1
