N	2gram	Tiupa_Narr	Formalny
1297	непонятно почему	1	1
1298	из средств	1	1
1299	ни единого	1	1
1300	от социального	1	1
1301	и пространстве	6	1
1302	нашего времени	1	1
1303	из которых	1	1
1304	истории в	8	1
1305	этот не	1	1
1306	интерес к	3	1
1307	из существеннейших	1	1
1308	первой в	1	1
1309	литературы впрочем	1	1
1310	поэтому же	1	1
1311	смысле можно	2	1
1312	когда его	1	1
1313	мировоззрение настроение	1	1
1314	и делает	1	1
1315	усилия на	1	1
1316	нежели у	1	1
1317	ему принадлежат	1	1
1318	него нет	1	1
1319	очевидным что	1	1
1320	он лишь	1	1
1321	на минуту	1	1
1322	мог стать	1	1
1323	только еще	1	1
1324	социального взаимодействия	1	1
1325	порядок и	1	1
1326	текста и	3	1
1327	с этого	1	1
1328	самим собой	3	1
1329	простым и	1	1
1330	увидеть в	2	1
1331	так называемый	1	1
1332	что у	6	1
1333	пространство и	1	1
1334	миром и	1	1
1335	произведения могут	1	1
1336	сущности в	1	1
1337	он своим	1	1
1338	его сознания	1	1
1339	в составе	2	1
1340	то время	1	1
1341	же слово	1	1
1342	и внутренние	1	1
1343	оно всегда	1	1
1344	и они	1	1
1345	для каждого	1	1
1346	ли не	3	1
1347	которые могут	2	1
1348	ними не	1	1
1349	самого рассказывания	4	1
1350	здесь может	1	1
1351	который не	2	1
1352	с готовыми	2	1
1353	о котором	4	1
1354	сравнению с	1	1
1355	в итоге	4	1
1356	не своим	1	1
1357	которая не	3	1
1358	иной идеологической	1	1
1359	первой главе	1	1
1360	не рассматривается	1	1
1361	рассуждения о	1	1
1362	своем собственном	1	1
1363	такую возможность	1	1
1364	по крайней	1	1
1365	о единстве	1	1
1366	жизни так	3	1
1367	который при	1	1
1368	свое внимание	1	1
1369	большей или	2	1
1370	почти полное	1	1
1371	именно тем	1	1
1372	и завершается	1	1
1373	к нашему	1	1
1374	что теперь	1	1
1375	литературе же	1	1
1376	в прозе	4	1
1377	моей жизни	3	1
1378	и состоит	6	1
1379	восприятия а	1	1
1380	его слово	1	1
1381	собственной внутренней	1	1
1382	в историю	1	1
1383	поскольку это	1	1
1384	его существования	1	1
1385	задний план	1	1
1386	это за	2	1
1387	мы его	2	1
1388	его участие	1	1
1389	на друга	2	1
1390	по сравнению	1	1
1391	это все	1	1
1392	быть не	3	1
1393	которое не	2	1
1394	вызывает в	1	1
1395	них как	2	1
1396	слово а	1	1
1397	этих сторон	1	1
1398	с которой	1	1
1399	не понимает	1	1
1400	смысл который	1	1
1401	впрочем и	1	1
1402	и наиболее	1	1
1403	вслед за	4	1
1404	и друзей	1	1
1405	так легко	1	1
1406	у человека	1	1
1407	чем не	1	1
1408	он есть	1	1
1409	тогда как	23	1
1410	в обоих	4	1
1411	самой исторической	1	1
1412	и наоборот	1	1
1413	в творчестве	1	1
1414	их исторической	1	1
1415	как будет	1	1
1416	автора в	2	1
1417	а слово	1	1
1418	важное для	1	1
1419	как человека	1	1
1420	впервые в	1	1
1421	событий в	1	1
1422	она может	2	1
1423	она входит	1	1
1424	еще вернемся	1	1
1425	легче чем	1	1
1426	только смысл	1	1
1427	мог бы	1	1
1428	нами два	1	1
1429	в образе	1	1
1430	за пределами	3	1
1431	лишится своего	1	1
1432	конкретной жизни	1	1
1433	характерное для	1	1
1434	нельзя забывать	1	1
1435	деле в	1	1
1436	говоря об	1	1
1437	отдельных эпизодов	1	1
1438	не имел	2	1
1439	не делают	1	1
1440	понять что	1	1
1441	подчеркнуть что	2	1
1442	теперь уже	1	1
1443	его единичность	1	1
1444	мира не	1	1
1445	если только	1	1
1446	который и	1	1
1447	только о	1	1
1448	данное положение	1	1
1449	два а	1	1
1450	события взаимодействия	1	1
1451	постановки вопросов	1	1
1452	собой по	1	1
1453	обратиться к	2	1
1454	людей не	1	1
1455	в художественных	3	1
1456	знаменательно что	1	1
1457	может ощущаться	1	1
1458	события и	1	1
1459	вместе со	1	1
1460	душе и	1	1
1461	чтобы мотивировать	1	1
1462	но на	1	1
1463	мышления в	1	1
1464	процессе перехода	1	1
1465	только одно	1	1
1466	не поддается	1	1
1467	степени в	1	1
1468	и полюсом	1	1
1469	может не	1	1
1470	благодаря этому	1	1
1471	связью между	1	1
1472	не изображает	1	1
1473	что термин	1	1
1474	художественного высказывания	2	1
1475	того как	1	1
1476	или изменения	2	1
1477	совершенно чуждо	1	1
1478	истории может	2	1
1479	нового высказывания	1	1
1480	быть самим	1	1
1481	теперь как	5	1
1482	аналогичным образом	1	1
1483	для друга	2	1
1484	или когда	1	1
1485	предположение что	1	1
1486	средствами художественного	1	1
1487	сходятся в	1	1
1488	лишь то	1	1
1489	и борьбы	1	1
1490	еще и	1	1
1491	свою главную	1	1
1492	которых он	1	1
1493	же мере	1	1
1494	как историческое	1	1
1495	же их	1	1
1496	который ничего	1	1
1497	общения однако	1	1
1498	сказать про	1	1
1499	содержание не	2	1
1500	в жизнь	1	1
1501	что с	2	1
1502	настроение и	1	1
1503	п все	1	1
1504	в полном	1	1
1505	рассказываемое событие	1	1
1506	слова а	1	1
1507	любопытно что	1	1
1508	различия между	1	1
1509	видим не	1	1
1510	не принимает	1	1
1511	быть вполне	1	1
1512	за которой	1	1
1513	читателя в	4	1
1514	со словами	3	1
1515	и субъективных	1	1
1516	себе но	2	1
1517	зависеть от	1	1
1518	жизни это	2	1
1519	этого не	2	1
1520	что к	1	1
1521	же рассказывания	1	1
1522	а также	11	1
1523	вся суть	1	1
1524	и где	1	1
1525	не природа	1	1
1526	необходимо отличать	1	1
1527	иного рода	2	1
1528	это еще	1	1
1529	без этой	2	1
1530	в бытии	1	1
1531	которые одновременно	1	1
1532	а то	2	1
1533	когда все	2	1
1534	при которой	3	1
1535	не чистым	1	1
1536	в стороне	1	1
1537	случае не	1	1
1538	диаметрально противоположны	1	1
1539	художника и	1	1
1540	к постижению	1	1
1541	с той	2	1
1542	языка может	1	1
1543	и последующих	1	1
1544	возможна как	1	1
1545	нас к	1	1
1546	не подлежит	3	1
1547	этих и	1	1
1548	есть в	1	1
1549	но по	1	1
1550	встретиться с	1	1
1551	в использовании	1	1
1552	дистанцию по	1	1
1553	это происходит	1	1
1554	на одном	2	1
1555	по своему	3	1
1556	словами как	1	1
1557	в событие	2	1
1558	вследствие этой	1	1
1559	характера который	1	1
1560	идеологической сферой	1	1
1561	можно согласиться	1	1
1562	для которого	1	1
1563	об этом	8	1
1564	говорит об	1	1
1565	ему как	1	1
1566	это так	1	1
1567	а так	1	1
1568	и вообще	1	1
1569	как результат	1	1
1570	не все	2	1
1571	которой только	1	1
1572	остается вне	1	1
1573	ему не	1	1
1574	тоже не	1	1
1575	достаточно вспомнить	1	1
1576	в иные	1	1
1577	его жизненной	1	1
1578	поскольку она	1	1
1579	всю совокупность	1	1
1580	он указывает	1	1
1581	будучи по	1	1
1582	событие самого	2	1
1583	ожидания и	1	1
1584	действительное событие	1	1
1585	они сходятся	1	1
1586	назвать и	2	1
1587	и всеми	1	1
1588	как же	1	1
1589	его произведениях	1	1
1590	а его	3	1
1591	же к	1	1
1592	случае если	1	1
1593	более общих	1	1
1594	роли и	1	1
1595	содержания сознания	2	1
1596	другими словами	1	1
1597	связь и	1	1
1598	может идти	1	1
1599	значимость в	1	1
1600	надо было	1	1
1601	здесь однако	1	1
1602	на истории	1	1
1603	существенности и	1	1
1604	также и	4	1
1605	а из	1	1
1606	в течение	1	1
1607	взаимоотношений и	1	1
1608	мы узнаем	2	1
1609	читателем или	1	1
1610	нельзя назвать	2	1
1611	же самым	1	1
1612	вопрос как	1	1
1613	просто не	1	1
1614	на другое	1	1
1615	с языком	2	1
1616	отдельного слова	1	1
1617	истории а	2	1
1618	не находит	1	1
1619	теперь начинает	1	1
1620	не существовало	1	1
1621	дети не	1	1
1622	если такая	1	1
1623	который способен	1	1
1624	всего его	1	1
1625	его словесная	1	1
1626	частности в	2	1
1627	этого значения	1	1
1628	в начале	4	1
1629	говоря о	2	1
1630	русского языка	1	1
1631	в нашей	1	1
1632	быть искренним	1	1
1633	и времени	1	1
1634	исследовательского поля	1	1
1635	рассказа как	1	1
1636	пока только	1	1
1637	этих случаях	1	1
1638	у нее	8	1
1639	особенность художественной	1	1
1640	первые два	1	1
1641	собственно говоря	3	1
1642	смысл высказывания	1	1
1643	чем является	1	1
1644	в самостоятельный	1	1
1645	его отношение	1	1
1646	еще на	1	1
1647	полагал что	1	1
1648	могло быть	2	1
1649	здесь следует	1	1
1650	составляет его	1	1
1651	и неизбежно	1	1
1652	всех его	2	1
1653	в книге	1	1
1654	так художник	1	1
1655	для обозначения	2	1
1656	рассказа в	5	1
1657	так можно	1	1
1658	и социальные	1	1
1659	но имеется	1	1
1660	свои усилия	1	1
1661	мы бы	1	1
1662	роман а	1	1
1663	связи между	1	1
1664	может показаться	1	1
1665	на рубеже	2	1
1666	убеждения и	1	1
1667	бытия и	1	1
1668	раскрыть его	1	1
1669	было довольно	1	1
1670	перемещается в	1	1
1671	вовлечен в	1	1
1672	практики а	1	1
1673	его индивидуальную	1	1
1674	не гарантирует	1	1
1675	за свои	1	1
1676	интереса к	1	1
1677	вот этот	1	1
1678	бы от	1	1
1679	тогда было	1	1
1680	эти два	2	1
1681	и долго	1	1
1682	что иное	1	1
1683	не удалось	1	1
1684	к ценности	1	1
1685	и оно	1	1
1686	им не	1	1
1687	невозможно да	1	1
1688	для образования	1	1
1689	иное как	1	1
1690	или напротив	3	1
1691	его истории	1	1
1692	и второго	1	1
1693	он существует	1	1
1694	языки более	1	1
