N	2gram	Potebnia_M	StatiiOP
1321	быть приведены	1	1
1322	полагает что	3	1
1323	жизни то	1	1
1324	и необходимости	4	1
1325	вопрос что	1	1
1326	ее только	1	1
1327	что искать	1	1
1328	искусство не	1	1
1329	слово как	2	1
1330	только во	1	1
1331	а потом	1	1
1332	чувство составляющее	1	1
1333	не имеющие	1	1
1334	здесь как	1	1
1335	к истине	2	1
1336	с образом	1	1
1337	же образ	1	1
1338	от их	4	1
1339	но можно	1	1
1340	утверждая что	1	1
1341	это вполне	1	1
1342	и быть	1	1
1343	отношении его	1	1
1344	если оно	1	1
1345	что отношения	2	1
1346	в современном	1	1
1347	системе и	1	1
1348	как они	1	1
1349	только путем	1	1
1350	но между	1	1
1351	можно сравнить	1	1
1352	носит на	1	1
1353	был уже	1	1
1354	подобные же	1	1
1355	не отличается	1	1
1356	случаев в	1	1
1357	при отсутствии	1	1
1358	близко к	1	1
1359	например мы	2	1
1360	а разве	1	1
1361	еще только	2	1
1362	как новое	1	1
1363	но тогда	3	1
1364	на другой	2	1
1365	не один	2	1
1366	другом значении	1	1
1367	понимает не	1	1
1368	ожидать от	2	1
1369	уже по	2	1
1370	речи и	11	1
1371	и исторический	1	1
1372	в ответ	1	1
1373	именно что	2	1
1374	приготовлен к	1	1
1375	к самому	1	1
1376	возможности не	1	1
1377	что новые	1	1
1378	мысль что	6	1
1379	нашем детстве	1	1
1380	возвращаясь к	1	1
1381	в личной	1	1
1382	одно и	1	1
1383	что нельзя	2	1
1384	и та	1	1
1385	еще для	1	1
1386	укажем только	1	1
1387	уже потому	1	1
1388	и хотя	1	1
1389	да рядом	1	1
1390	однако что	1	1
1391	был один	1	1
1392	на стороне	1	1
1393	времен и	2	1
1394	но так	1	1
1395	образом если	1	1
1396	и другая	2	1
1397	видим у	1	1
1398	значения в	1	1
1399	что бы	2	1
1400	в тоне	1	1
1401	над ним	1	1
1402	в известных	1	1
1403	следует признать	1	1
1404	сравнительно с	5	1
1405	должны были	2	1
1406	этой группы	1	1
1407	не совпадает	1	1
1408	не иначе	4	1
1409	могла бы	5	1
1410	вдаваясь в	1	1
1411	того кто	2	1
1412	чувствует что	2	1
1413	на некоторые	1	1
1414	и общего	1	1
1415	так называемую	1	1
1416	и объясняется	1	1
1417	и стремление	2	1
1418	что создание	2	1
1419	не производил	1	1
1420	только отчасти	1	1
1421	мысли чтобы	1	1
1422	но без	2	1
1423	на такой	2	1
1424	он в	1	1
1425	язык не	5	1
1426	значат то	1	1
1427	сходные с	1	1
1428	однако в	4	1
1429	мы называем	4	1
1430	внимание и	1	1
1431	друг другу	4	1
1432	это приводит	1	1
1433	особенностей и	1	1
1434	и какой	1	1
1435	о его	2	1
1436	самостоятельно и	1	1
1437	форм в	1	1
1438	и есть	4	1
1439	мы будем	3	1
1440	в некотором	2	1
1441	дала мне	1	1
1442	ней в	1	1
1443	хотя все	1	1
1444	в механическом	1	1
1445	выходила за	1	1
1446	действительно есть	2	1
1447	которых нельзя	1	1
1448	оно может	2	1
1449	сказать о	1	1
1450	с с	1	1
1451	для чего	1	1
1452	народов которым	1	1
1453	что хотя	1	1
1454	чтобы не	3	1
1455	удерживаются в	1	1
1456	нам кажется	2	1
1457	деятельность мысли	1	1
1458	предположение о	1	1
1459	от воли	1	1
1460	мы до	1	1
1461	как общее	1	1
1462	доказывает что	3	1
1463	и сами	3	1
1464	вопросом о	2	1
1465	любви и	1	1
1466	против этого	1	1
1467	на деле	6	1
1468	него по	1	1
1469	собственном смысле	2	1
1470	в последующих	1	1
1471	образом и	2	1
1472	языка который	1	1
1473	народные песни	1	1
1474	при некотором	1	1
1475	друг к	1	1
1476	его мнению	4	1
1477	как с	1	1
1478	что этим	1	1
1479	себе представить	8	1
1480	своими средствами	1	1
1481	которые он	1	1
1482	которых мы	3	1
1483	был бы	1	1
1484	которая по	1	1
1485	и должно	2	1
1486	создании своего	1	1
1487	например к	1	1
1488	на те	2	1
1489	никакого определенного	1	1
1490	что рядом	1	1
1491	с ним	7	1
1492	он на	1	1
1493	и желание	1	1
1494	в другой	4	1
1495	нашего времени	1	1
1496	было связано	1	1
1497	времени когда	1	1
1498	на таких	1	1
1499	не исчерпывается	2	1
1500	которая начинается	1	1
1501	в науке	1	1
1502	их собственной	1	1
1503	утверждает что	3	1
1504	я слышу	1	1
1505	все периоды	1	1
1506	чем для	1	1
1507	творчества с	1	1
1508	я прежде	1	1
1509	ошибки могут	1	1
1510	и делает	1	1
1511	но этого	1	1
1512	который ставит	1	1
1513	при звуке	1	1
1514	то с	1	1
1515	будет иметь	1	1
1516	и дает	1	1
1517	известно например	1	1
1518	время когда	2	1
1519	том и	2	1
1520	него нет	1	1
1521	там в	1	1
1522	связанная с	1	1
1523	такого же	2	1
1524	открытий в	1	1
1525	этой точки	2	1
1526	во что	1	1
1527	все то	2	1
1528	отличаются от	1	1
1529	то на	4	1
1530	имел бы	1	1
1531	частью в	1	1
1532	мы говорим	3	1
1533	был связан	1	1
1534	кажется не	1	1
1535	и чувств	2	1
1536	и действительно	1	1
1537	возможность догадываться	1	1
1538	значения и	1	1
1539	живой речи	1	1
1540	как история	1	1
1541	значении этого	1	1
1542	только там	1	1
1543	же поводу	1	1
1544	свой собственный	1	1
1545	есть нечто	7	1
1546	для каждого	1	1
1547	похожим на	1	1
1548	боль и	3	1
1549	которые могут	5	1
1550	и просто	1	1
1551	влияний в	1	1
1552	или языка	1	1
1553	о единстве	1	1
1554	тем которые	1	1
1555	приводит к	1	1
1556	форма слова	2	1
1557	мыслей и	1	1
1558	уважение к	2	1
1559	роли в	1	1
1560	сравнению с	1	1
1561	язык это	1	1
1562	вследствие этого	1	1
1563	чтобы убедиться	2	1
1564	который до	1	1
1565	к другому	2	1
1566	единения с	1	1
1567	который видит	1	1
1568	словами и	1	1
1569	смысле это	1	1
1570	представляется в	1	1
1571	это самое	2	1
1572	он мог	1	1
1573	словах того	1	1
1574	смотреть как	1	1
1575	второго лица	1	1
1576	который при	1	1
1577	но оно	3	1
1578	при всем	1	1
1579	и находя	1	1
1580	нет ничего	2	1
1581	но их	1	1
1582	особенно для	1	1
1583	его и	1	1
1584	сама не	1	1
1585	речи чем	1	1
1586	должно быть	9	1
1587	разнообразие в	1	1
1588	собраны все	1	1
1589	кто считает	1	1
1590	этого имени	1	1
1591	бы с	2	1
1592	сливается с	1	1
1593	никакой связи	1	1
1594	словам другого	1	1
1595	языках это	1	1
1596	такую же	2	1
1597	к отдельным	1	1
1598	чем то	1	1
1599	что самое	2	1
1600	с нами	2	1
1601	один только	1	1
1602	первой из	1	1
1603	истории но	1	1
1604	явления до	1	1
1605	можно различить	1	1
1606	тот и	1	1
1607	ими в	1	1
1608	что общество	1	1
1609	окажется что	1	1
1610	мне представляется	1	1
1611	не понимает	2	1
1612	только один	3	1
1613	то все	6	1
1614	которые должны	2	1
1615	прежде и	1	1
1616	что многие	2	1
1617	и духовные	1	1
1618	к одному	3	1
1619	смысл в	1	1
1620	нет никакой	1	1
1621	полной силе	1	1
1622	ее с	2	1
1623	это стремление	2	1
1624	что такая	2	1
1625	друг от	3	1
1626	каждый из	1	1
1627	воспринять и	1	1
1628	личной и	1	1
1629	в обществе	3	1
1630	не представляет	1	1
1631	образом уже	1	1
1632	в данных	1	1
1633	на которые	1	1
1634	видели выше	1	1
1635	открыл в	1	1
1636	это доказывает	1	1
1637	и там	1	1
1638	переход от	2	1
1639	как работы	1	1
1640	непосредственно из	1	1
1641	на две	2	1
1642	наука и	1	1
1643	или совершенно	1	1
1644	если мы	5	1
1645	когда и	1	1
1646	странным что	2	1
1647	раз при	1	1
1648	при котором	3	1
1649	значение имеет	1	1
1650	народного творчества	1	1
1651	всегда в	1	1
1652	имеют никакой	1	1
1653	что чувство	4	1
1654	история была	1	1
1655	непосредственно вытекает	1	1
1656	значение которое	1	1
1657	произвести в	1	1
1658	весьма мало	1	1
1659	языка а	3	1
1660	всего к	1	1
1661	и проч	11	1
1662	совсем другое	1	1
1663	от разных	1	1
1664	имеет и	1	1
1665	этих примерах	1	1
1666	не одну	2	1
1667	не видит	1	1
1668	какие бы	1	1
1669	друг друга	6	1
1670	дает в	1	1
1671	не из	3	1
1672	возможности но	1	1
1673	в самой	5	1
1674	но которые	1	1
1675	пришлось бы	1	1
1676	стороны он	1	1
1677	что конечно	1	1
1678	нас более	1	1
1679	собственно говоря	2	1
1680	душою и	2	1
1681	они были	1	1
1682	нам только	1	1
1683	человека но	1	1
1684	впечатление и	1	1
1685	высшей степени	1	1
1686	которому он	1	1
1687	как нельзя	1	1
1688	вместе со	3	1
1689	отдельные лица	1	1
1690	потом он	1	1
1691	в более	4	1
1692	и прямо	1	1
1693	знать что	2	1
1694	с но	4	1
1695	ему в	1	1
1696	язык которым	1	1
1697	ничем не	2	1
1698	и также	1	1
1699	есть такой	1	1
1700	под словом	1	1
1701	не во	3	1
1702	не выходила	1	1
1703	не нужен	2	1
1704	тем он	1	1
1705	при таких	3	1
1706	не будем	1	1
1707	него ничего	1	1
1708	и всем	1	1
1709	есть первое	1	1
1710	на одно	1	1
1711	для всего	1	1
1712	переход к	1	1
1713	то тем	2	1
1714	которое должно	1	1
1715	в формах	3	1
1716	деле не	1	1
1717	о нем	1	1
1718	нам еще	1	1
1719	и наоборот	10	1
1720	образом знать	1	1
1721	то мы	4	1
1722	подобные слова	1	1
1723	уже были	1	1
1724	в обширном	2	1
1725	на одной	1	1
1726	собою почти	1	1
1727	этим именем	1	1
1728	но одно	1	1
1729	слова а	3	1
1730	слова не	2	1
1731	все равно	1	1
1732	необходимым при	1	1
1733	на каком	1	1
1734	как эти	2	1
1735	и первое	2	1
1736	говорим о	1	1
1737	должно следовать	2	1
1738	от друга	3	1
1739	стороны нового	1	1
1740	этого не	2	1
1741	с ними	2	1
1742	что к	2	1
1743	то к	1	1
1744	речи это	1	1
1745	что будет	1	1
1746	нам от	1	1
1747	прямого отношения	1	1
1748	нас только	1	1
1749	и начинается	1	1
1750	некоторых случаях	2	1
1751	виду что	2	1
1752	и другое	7	1
1753	отрицать что	1	1
1754	история и	2	1
1755	которую указывает	1	1
1756	языка может	1	1
1757	приходим к	1	1
1758	возможно и	1	1
1759	мнение что	1	1
1760	много слов	2	1
1761	и понимания	10	1
1762	нельзя поэтому	1	1
1763	перейти к	3	1
1764	должны говорить	1	1
1765	он никогда	1	1
1766	на одном	1	1
1767	показаться странным	1	1
1768	и могут	1	1
1769	чем мы	1	1
1770	нам до	2	1
1771	не создает	2	1
1772	разницы между	1	1
1773	приблизительно так	3	1
1774	обнаруживается не	1	1
1775	в условиях	1	1
1776	причем и	1	1
1777	форма в	1	1
1778	та что	2	1
1779	вследствие чего	1	1
1780	то можно	1	1
1781	которые с	1	1
1782	разумеется с	1	1
1783	личным достоянием	1	1
1784	быть для	2	1
1785	свидетельствует не	1	1
1786	за его	1	1
1787	мысли в	11	1
1788	на присутствие	1	1
1789	связаны с	1	1
1790	этой системы	1	1
1791	лиц на	1	1
1792	бы его	1	1
1793	которая как	1	1
1794	протестом против	1	1
1795	ко всему	1	1
1796	внимания то	1	1
1797	полным отсутствием	1	1
1798	том случае	1	1
1799	ее неизбежности	1	1
1800	и живой	1	1
1801	к их	2	1
1802	и найти	1	1
1803	наука о	1	1
1804	образом мы	3	1
1805	и народа	5	1
1806	этот взгляд	2	1
1807	а просто	1	1
1808	мы на	1	1
1809	каждом из	1	1
1810	усомниться в	1	1
1811	будет видно	2	1
1812	это как	1	1
1813	чувствует свою	1	1
1814	что пока	1	1
1815	неизвестные нам	1	1
1816	две стороны	1	1
1817	с новыми	1	1
1818	он принадлежит	1	1
1819	но при	3	1
1820	этого последнего	2	1
1821	и остаются	1	1
1822	а из	1	1
1823	менее и	1	1
1824	тому как	8	1
1825	собою как	2	1
1826	для общих	1	1
1827	языку и	2	1
1828	есть произведение	1	1
1829	первое и	1	1
1830	просто не	1	1
1831	в так	1	1
1832	не находит	2	1
1833	первоначального значения	1	1
1834	народного духа	2	1
1835	не с	2	1
1836	всего его	1	1
1837	взглядов на	1	1
1838	или другого	1	1
1839	но дело	2	1
1840	не следует	6	1
1841	например и	1	1
1842	стороны и	3	1
1843	до появления	1	1
1844	только то	3	1
1845	не станет	2	1
1846	не найдет	2	1
1847	которую я	1	1
1848	которая тоже	1	1
1849	или как	2	1
1850	с двумя	1	1
1851	по сравнению	1	1
1852	в большинстве	1	1
1853	на смерть	1	1
1854	и всякая	1	1
1855	с первого	1	1
1856	развивается в	1	1
1857	сказано выше	1	1
1858	встречаем и	2	1
1859	рассматривать как	1	1
1860	и б	3	1
1861	мысли об	2	1
1862	целого то	1	1
1863	и принимает	1	1
1864	с так	3	1
1865	произведением но	1	1
1866	по всей	2	1
1867	со своими	1	1
1868	лучшее средство	1	1
1869	и самого	2	1
1870	должно возникнуть	1	1
1871	не мирились	1	1
1872	произведения не	1	1
1873	связи между	2	1
1874	ее из	1	1
1875	то чему	1	1
1876	и остальные	1	1
1877	произвольное и	1	1
1878	так сильно	1	1
1879	к известным	2	1
1880	с таким	3	1
1881	же в	7	1
1882	никому не	1	1
1883	же будет	1	1
1884	как увидим	4	1
1885	или почему	1	1
1886	том виде	1	1
1887	к новому	2	1
1888	законченные и	1	1
1889	себя а	2	1
1890	только после	2	1
1891	как скоро	2	1
1892	пришел к	1	1
1893	в создании	6	1
1894	известной степени	1	1
1895	их на	1	1
1896	этим связано	1	1
1897	часты и	1	1
1898	внешних влияний	1	1
1899	человек не	2	1
1900	некоторых из	1	1
1901	действие на	2	1
1902	в разговоре	2	1
1903	важную роль	2	1
1904	ни был	2	1
1905	если она	1	1
1906	в лице	1	1
1907	само по	6	1
1908	языке а	2	1
1909	не можем	5	1
1910	есть не	7	1
1911	и деятельности	2	1
1912	со мною	2	1
1913	более того	1	1
