N	2gram	Tiupa_Hudo	Marksizm
1305	в роли	3	1
1306	не любил	1	1
1307	в течение	1	1
1308	думал что	1	1
1309	о котором	2	1
1310	он себе	2	1
1311	а через	1	1
1312	тот и	2	1
1313	он относится	1	1
1314	иных случаях	1	1
1315	чем крепче	1	1
1316	обойтись без	1	1
1317	комнате в	1	1
1318	но теперь	1	1
1319	всего на	1	1
1320	то все	1	1
1321	со всей	2	1
1322	что уже	1	1
1323	в которую	1	1
1324	в это	4	1
1325	следует отличать	1	1
1326	котором она	1	1
1327	анализу их	1	1
1328	него с	1	1
1329	времени и	2	1
1330	случае с	1	1
1331	в предыдущем	1	1
1332	самого а	1	1
1333	а лишь	1	1
1334	н а	2	1
1335	образом не	1	1
1336	им она	1	1
1337	одна только	1	1
1338	из наиболее	1	1
1339	и там	1	1
1340	осуществления в	1	1
1341	среды и	1	1
1342	иная модификация	1	1
1343	соответствии с	2	1
1344	смысле и	1	1
1345	в интересующем	1	1
1346	ее не	1	1
1347	не случаен	1	1
1348	словами и	1	1
1349	на личность	1	1
1350	что я	4	1
1351	в образе	1	1
1352	именно то	1	1
1353	дня как	1	1
1354	характер обнаруживает	1	1
1355	в каждый	1	1
1356	забывать что	1	1
1357	том же	1	1
1358	к миру	1	1
1359	характерное для	2	1
1360	природы и	1	1
1361	при всякой	1	1
1362	со словом	1	1
1363	здесь и	1	1
1364	город и	1	1
1365	опоры в	1	1
1366	в произведениях	2	1
1367	неотделимо от	1	1
1368	мнения в	1	1
1369	понимаем это	1	1
1370	литературе в	2	1
1371	не из	1	1
1372	во времени	2	1
1373	то или	1	1
1374	их нового	1	1
1375	самостоятельности ее	1	1
1376	не будучи	1	1
1377	жизни не	2	1
1378	нет дела	1	1
1379	они были	2	1
1380	из этой	1	1
1381	от авторского	1	1
1382	рождается и	1	1
1383	как особой	1	1
1384	уверенность в	1	1
1385	именно к	1	1
1386	дает нам	1	1
1387	во внешних	1	1
1388	вот мы	1	1
1389	но на	1	1
1390	мышления в	1	1
1391	случаях и	1	1
1392	на какой-то	1	1
1393	тоже не	2	1
1394	ничем не	3	1
1395	слово но	1	1
1396	значения оно	1	1
1397	на тех	3	1
1398	никакой внутренней	1	1
1399	на собственное	1	1
1400	ее на	3	1
1401	художественного высказывания	1	1
1402	на три	1	1
1403	могут легко	1	1
1404	же речь	1	1
1405	которых он	1	1
1406	это часто	1	1
1407	или с	2	1
1408	слово мы	1	1
1409	в соответствующих	2	1
1410	и кажется	1	1
1411	бы у	1	1
1412	как у	2	1
1413	и точно	1	1
1414	со своим	5	1
1415	необходимым и	1	1
1416	уже знакомый	1	1
1417	в начальных	1	1
1418	без этого	1	1
1419	когда же	3	1
1420	различия между	3	1
1421	века и	1	1
1422	реальной действительности	1	1
1423	что человеческий	1	1
1424	и существенным	1	1
1425	не замечая	1	1
1426	жизни это	1	1
1427	этого не	1	1
1428	когда оно	1	1
1429	все ее	1	1
1430	отношении она	1	1
1431	наших дней	1	1
1432	самой природы	1	1
1433	у толстого	2	1
1434	здесь имеется	1	1
1435	ему самому	1	1
1436	же такое	1	1
1437	это еще	1	1
1438	по существу	1	1
1439	и отвращением	1	1
1440	как впрочем	1	1
1441	в изучение	1	1
1442	он один	1	1
1443	себе в	2	1
1444	начинается лишь	1	1
1445	в равной	3	1
1446	по теории	2	1
1447	и без	1	1
1448	со своею	2	1
1449	не та	1	1
1450	при таком	1	1
1451	этого человека	2	1
1452	однако это	1	1
1453	живой и	1	1
1454	на фоне	5	1
1455	по своему	3	1
1456	и я	1	1
1457	диалог в	1	1
1458	все равно	2	1
1459	нисколько не	1	1
1460	не стал	2	1
1461	является внешним	1	1
1462	так а	2	1
1463	в каждой	2	1
1464	сколько его	1	1
1465	его же	2	1
1466	с себя	1	1
1467	чего в	1	1
1468	особенно в	3	1
1469	ему не	3	1
1470	людей в	1	1
1471	был завершен	1	1
1472	автора как	1	1
1473	было что-то	1	1
1474	непосредственно в	1	1
1475	бытия как	3	1
1476	его словам	1	1
1477	и внутреннее	1	1
1478	оно в	1	1
1479	дает себя	1	1
1480	лежит не	1	1
1481	предыдущей главе	3	1
1482	переходе от	1	1
1483	страх и	1	1
1484	эта роль	1	1
1485	личности самого	1	1
1486	жизни для	1	1
1487	относясь к	1	1
1488	чистом виде	1	1
1489	и толстой	1	1
1490	ни один	1	1
1491	разделить на	1	1
1492	однако если	2	1
1493	тому как	4	1
1494	отступления от	1	1
1495	в акте	1	1
1496	невозможно но	1	1
1497	момент когда	3	1
1498	на меня	1	1
1499	но она	1	1
1500	выйти за	1	1
1501	другим и	1	1
1502	личности в	9	1
1503	обладает лишь	1	1
1504	отказ от	2	1
1505	самое что	2	1
1506	к области	2	1
1507	ведь из	1	1
1508	отличать от	1	1
1509	в восприятии	1	1
1510	к которой	1	1
1511	человека и	4	1
1512	на всю	1	1
1513	у нее	10	1
1514	последнее слово	1	1
1515	в рамках	2	1
1516	в отрыве	1	1
1517	что можно	2	1
1518	отношение к	3	1
1519	к ней	2	1
1520	в литературном	2	1
1521	другому в	1	1
1522	в плане	1	1
1523	них нет	1	1
1524	пути к	1	1
1525	интересующем нас	1	1
1526	чужого голоса	1	1
1527	в театре	4	1
1528	дело здесь	2	1
1529	сказать в	1	1
1530	того времени	1	1
1531	произведения не	4	1
1532	дело в	2	1
1533	даже для	1	1
1534	анализа и	1	1
1535	далека от	1	1
1536	он обычно	1	1
1537	иные не	1	1
1538	бытия и	4	1
1539	было довольно	1	1
1540	и читателя	5	1
1541	с головой	1	1
1542	периода в	1	1
1543	как будто	7	1
1544	себе он	1	1
1545	самого на	1	1
1546	ли может	1	1
1547	в новой	1	1
1548	ведь и	1	1
1549	растворяется в	1	1
1550	ни был	1	1
1551	эпохи и	1	1
1552	в лице	3	1
1553	как для	1	1
1554	к богу	1	1
1555	жизнью и	3	1
1556	героя но	1	1
1557	жизни самый	1	1
1558	себе а	1	1
