N	2gram	Propp_Russ	Psycholo
1321	в лесу	9	1
1322	теория верна	1	1
1323	особенности же	1	1
1324	всем этим	1	1
1325	но эти	3	1
1326	с трудом	1	1
1327	характер в	1	1
1328	этой связи	1	1
1329	из своего	1	1
1330	же говорит	1	1
1331	собственно не	1	1
1332	есть некоторая	1	1
1333	своем значении	1	1
1334	его по	1	1
1335	с общей	1	1
1336	рассуждение о	1	1
1337	себе в	1	1
1338	так называемых	1	1
1339	уже указывалось	5	1
1340	самое распространенное	1	1
1341	что песня	1	1
1342	но ни	2	1
1343	глаза когда	1	1
1344	это вытекает	1	1
1345	которого они	1	1
1346	он так	2	1
1347	над этим	1	1
1348	собирается в	1	1
1349	какими их	1	1
1350	ему соответствует	1	1
1351	по одной	1	1
1352	день в	1	1
1353	д т	1	1
1354	в противном	2	1
1355	в отдельных	1	1
1356	не будут	2	1
1357	нет никаких	1	1
1358	это к	1	1
1359	широкой и	1	1
1360	это настолько	1	1
1361	необходимо еще	1	1
1362	образом на	1	1
1363	есть один	1	1
1364	которую можно	1	1
1365	подводя итоги	1	1
1366	не принадлежат	1	1
1367	однако из	1	1
1368	оставаться в	1	1
1369	влияние на	3	1
1370	к их	1	1
1371	каждого стиха	1	1
1372	происходило в	2	1
1373	данных для	1	1
1374	а наоборот	1	1
1375	ниже мы	1	1
1376	его чрезвычайно	1	1
1377	похожи на	1	1
1378	это сходство	2	1
1379	и цели	1	1
1380	не понимают	1	1
1381	меняют свой	1	1
1382	но где	1	1
1383	что исследователь	1	1
1384	в человеческую	1	1
1385	борьбы между	1	1
1386	не ограничивается	1	1
1387	по материалам	2	1
1388	происхождению своему	2	1
1389	а за	4	1
1390	же значение	2	1
1391	еще очень	1	1
1392	на себя	4	1
1393	которые из	1	1
1394	судить о	2	1
1395	с одним	1	1
1396	очень ясно	2	1
1397	того момента	1	1
1398	свою теорию	1	1
1399	сказывается и	1	1
1400	менее ясна	1	1
1401	в употреблении	1	1
1402	которые будут	1	1
1403	против изучения	1	1
1404	в первые	2	1
1405	со старой	1	1
1406	имеет ничего	1	1
1407	сами не	1	1
1408	же все	1	1
1409	своей книги	1	1
1410	тесно связаны	1	1
1411	центральный момент	1	1
1412	от самих	1	1
1413	приводит его	1	1
1414	внесена в	1	1
1415	и питье	1	1
1416	иногда же	1	1
1417	они приносят	1	1
1418	который без	1	1
1419	будто нет	1	1
1420	две формы	2	1
1421	теперь уже	1	1
1422	которые и	1	1
1423	комедии и	1	1
1424	уже к	1	1
1425	на новый	3	1
1426	зрения в	1	1
1427	борьбе против	1	1
1428	к такой	1	1
1429	последовательность событий	1	1
1430	они умирали	1	1
1431	через нее	1	1
1432	не были	2	1
1433	он признает	1	1
1434	очень охотно	1	1
1435	была не	1	1
1436	нет но	2	1
1437	которого в	2	1
1438	огромные заслуги	1	1
1439	что первые	1	1
1440	нечто вроде	2	1
1441	стихийными силами	1	1
1442	вторая часть	1	1
1443	заставляет думать	1	1
1444	возможно что	2	1
1445	другие элементы	1	1
1446	что во	1	1
1447	оно имеет	1	1
1448	но есть	3	1
1449	форм есть	1	1
1450	хлеб и	1	1
1451	течение воды	1	1
1452	материал из	1	1
1453	был в	1	1
1454	будто ничего	1	1
1455	этих песен	4	1
1456	которая у	1	1
1457	целям и	1	1
1458	объясняется почему	1	1
1459	прав в	1	1
1460	в определенные	1	1
1461	же цель	1	1
1462	раньше чем	2	1
1463	цветы и	2	1
1464	нечто совсем	1	1
1465	другой более	1	1
1466	своего рода	3	1
1467	и этой	1	1
1468	первую очередь	1	1
1469	прямо и	1	1
1470	нет такого	1	1
1471	он уже	1	1
1472	и воем	1	1
1473	и сопоставить	1	1
1474	другие в	2	1
1475	также что	2	1
1476	представлял собой	1	1
1477	возникает еще	1	1
1478	вопрос который	1	1
1479	детей и	3	1
1480	понимал и	1	1
1481	что бывает	1	1
1482	этого мало	2	1
1483	эти знаки	1	1
1484	такое толкование	2	1
1485	в работах	1	1
1486	формах в	1	1
1487	взад и	1	1
1488	и несмотря	1	1
1489	дать в	1	1
1490	прощения за	1	1
1491	как акт	1	1
1492	себя на	1	1
1493	сходство в	1	1
1494	попытаемся вскрыть	1	1
1495	значения как	1	1
1496	отдельности может	1	1
1497	и начало	2	1
1498	значения и	2	1
1499	под общий	1	1
1500	странным образом	1	1
1501	что называется	1	1
1502	относящиеся к	2	1
1503	то увидим	1	1
1504	совершает над	1	1
1505	первых трех	1	1
1506	вот все	1	1
1507	теорию по	1	1
1508	теории он	1	1
1509	форме а	1	1
1510	обстоятельство не	1	1
1511	совершенно такие	1	1
1512	вперед и	1	1
1513	они говорят	1	1
1514	на другие	2	1
1515	это самое	1	1
1516	но оно	1	1
1517	но их	1	1
1518	самым большим	1	1
1519	на соборе	1	1
1520	и пр	4	1
1521	мы то	1	1
1522	и хлеб	1	1
1523	в роли	1	1
1524	основ в	1	1
1525	значение этого	1	1
1526	этого пения	1	1
1527	предположения что	1	1
1528	них как	2	1
1529	чем именно	1	1
1530	так называемым	1	1
1531	начинают все	1	1
1532	другой вопрос	1	1
1533	одним своим	1	1
1534	впереди и	1	1
1535	ко времени	3	1
1536	и различные	1	1
1537	если человек	1	1
1538	не раньше	1	1
1539	тогда как	4	1
1540	этих толкований	1	1
1541	не представляет	1	1
1542	связанных с	2	1
1543	зрения стоит	1	1
1544	он сообщает	1	1
1545	слово с	1	1
1546	в сказке	1	1
1547	в деревне	5	1
1548	как время	1	1
1549	сделать из	2	1
1550	начиная с	4	1
1551	за пределами	2	1
1552	этом так	1	1
1553	затем они	1	1
1554	в ряд	2	1
1555	не имели	2	1
1556	говорится в	1	1
1557	сделать какие-либо	1	1
1558	перенесено на	2	1
1559	влиять на	1	1
1560	или другое	1	1
1561	по этой	1	1
1562	собой то	1	1
1563	в м	1	1
1564	о начале	1	1
1565	сомнений в	3	1
1566	подобного рода	1	1
1567	и том	1	1
1568	других объяснений	1	1
1569	смерть и	1	1
1570	толкований не	1	1
1571	применение в	1	1
1572	в цель	1	1
1573	души надо	1	1
1574	образом к	1	1
1575	уверенностью что	1	1
1576	с разным	1	1
1577	песен в	2	1
1578	сам он	1	1
1579	был еще	1	1
1580	она считала	1	1
1581	с традиционным	1	1
1582	что значит	1	1
1583	которые приводят	1	1
1584	или когда	2	1
1585	не без	1	1
1586	заставить ее	1	1
1587	народов как	1	1
1588	ее а	1	1
1589	месте своей	1	1
1590	это доказать	1	1
1591	стало бы	1	1
1592	значение его	1	1
1593	мало того	1	1
1594	форму в	1	1
1595	и римлян	1	1
1596	например то	1	1
1597	на дереве	1	1
1598	но дает	1	1
1599	силу и	2	1
1600	где эти	1	1
1601	вызывают к	1	1
1602	какой-то особой	1	1
1603	деле эти	1	1
1604	ее к	2	1
1605	более широким	1	1
1606	от своих	1	1
1607	указывали что	1	1
1608	как эти	1	1
1609	дерево не	1	1
1610	же цели	1	1
1611	их так	2	1
1612	иногда и	7	1
1613	приводит нас	4	1
1614	в другую	1	1
1615	все силы	1	1
1616	хорош и	1	1
1617	можно считать	1	1
1618	можно предположить	2	1
1619	или даже	3	1
1620	к дому	1	1
1621	другом месте	1	1
1622	о сходстве	1	1
1623	противном случае	1	1
1624	случай который	1	1
1625	света и	1	1
1626	через них	8	1
1627	из самих	1	1
1628	это хорошо	1	1
1629	этого животного	1	1
1630	так а	1	1
1631	возможно для	1	1
1632	сомнение в	1	1
1633	к вам	5	1
1634	этих элементов	1	1
1635	а он	1	1
1636	случай этот	2	1
1637	с те	1	1
1638	рая и	1	1
1639	стоит и	1	1
1640	можно ответить	1	1
1641	же от	1	1
1642	в народе	2	1
1643	которая для	1	1
1644	по дороге	1	1
1645	с основной	1	1
1646	в поле	18	1
1647	из ряда	2	1
1648	жизни человека	1	1
1649	к материалу	2	1
1650	время а	2	1
1651	тем из	1	1
1652	всей своей	1	1
1653	в китае	1	1
1654	них идет	1	1
1655	такой способ	1	1
1656	а по	1	1
1657	мы обнаружим	1	1
1658	есть и	2	1
1659	или другого	1	1
1660	но такое	1	1
1661	что бросается	1	1
1662	человека с	1	1
1663	на смерть	2	1
1664	была только	1	1
1665	же на	1	1
1666	существу в	1	1
1667	составляет только	1	1
1668	к изучению	1	1
1669	это видно	1	1
1670	что изображает	1	1
1671	еде и	1	1
1672	этим как	1	1
1673	она пытается	1	1
1674	они наделены	1	1
1675	право на	2	1
1676	их на	5	1
1677	образ его	1	1
1678	оставить в	1	1
1679	что после	1	1
1680	однако все	1	1
1681	и обратно	1	1
1682	хотя они	1	1
1683	себя но	1	1
1684	сами и	1	1
1685	и всякую	1	1
1686	парни и	3	1
1687	и действия	1	1
1688	поэтому мы	1	1
1689	палку в	1	1
1690	что один	2	1
1691	совершенно по	1	1
1692	для защиты	1	1
1693	они их	2	1
1694	религии и	1	1
1695	не единственный	2	1
1696	рассказывает об	1	1
1697	или по	1	1
1698	другой пример	1	1
1699	силы на	1	1
1700	ссылаясь на	1	1
1701	этот момент	1	1
1702	самой важной	1	1
1703	одно это	1	1
1704	это обычно	1	1
1705	это объяснение	1	1
1706	которые нужны	1	1
1707	которые по	1	1
1708	это имело	1	1
1709	случае он	1	1
1710	по мере	1	1
1711	исторического развития	1	1
1712	долгое время	1	1
1713	иначе чем	1	1
1714	вошла в	1	1
1715	границы между	1	1
1716	это должно	1	1
1717	очевидным и	1	1
1718	на свой	1	1
1719	наиболее распространенная	1	1
1720	ее для	2	1
1721	где они	2	1
1722	чем их	1	1
1723	на содержании	1	1
1724	и должен	1	1
1725	необходимо для	1	1
1726	а именно	2	1
1727	года и	1	1
1728	в одно	2	1
1729	те мыслительные	1	1
1730	их за	1	1
1731	распущенными волосами	2	1
1732	он по	1	1
1733	случай а	1	1
1734	ней как	1	1
1735	начнем с	1	1
1736	этот представляет	1	1
1737	не сумела	1	1
1738	всякого рода	3	1
1739	и общую	1	1
1740	в дальнейшем	2	1
1741	представляла собой	2	1
1742	заключение что	1	1
1743	у которых	2	1
1744	восхваления и	1	1
1745	было не	1	1
1746	смысла по	1	1
1747	в первую	1	1
1748	которая представляет	1	1
1749	по тем	1	1
1750	что земля	1	1
1751	описывается как	2	1
1752	всецело и	1	1
1753	время от	1	1
1754	этом мы	1	1
1755	последние три	1	1
1756	входит в	4	1
1757	связано в	1	1
1758	перед своими	1	1
1759	с нашим	1	1
1760	следует остановиться	1	1
1761	но имеют	1	1
1762	в различных	3	1
1763	образом из	1	1
1764	называя его	1	1
1765	этим не	1	1
1766	смотрят на	1	1
1767	и представлениями	1	1
1768	сделать вывод	1	1
1769	и литературных	1	1
1770	несколько иным	1	1
1771	в настоящей	1	1
1772	именно такие	1	1
1773	быть признан	1	1
1774	процессы которые	1	1
1775	установить что	1	1
1776	носит характер	1	1
1777	этим обычаем	1	1
1778	можем предположить	1	1
1779	сведений о	1	1
1780	чтобы они	4	1
1781	упоминания об	1	1
1782	без ответа	1	1
1783	привели к	1	1
1784	теории не	1	1
1785	есть указания	1	1
1786	на будущее	1	1
1787	отсюда возникает	1	1
1788	если эта	1	1
1789	этой роли	1	1
1790	если присмотреться	1	1
1791	и характеристика	1	1
1792	как думают	1	1
1793	свою судьбу	1	1
1794	в связь	1	1
1795	их могли	1	1
1796	значение которых	1	1
1797	он считал	1	1
1798	вся эта	2	1
1799	же представления	1	1
1800	и теплом	1	1
1801	все мы	1	1
1802	ее как	1	1
1803	не противоречит	2	1
1804	содержится в	1	1
1805	и смех	1	1
1806	и служит	1	1
1807	как средство	1	1
1808	эта группа	1	1
1809	смысле в	1	1
1810	объясняется тем	1	1
1811	а и	7	1
1812	обстояло дело	2	1
1813	гоголь в	1	1
1814	на этих	1	1
1815	не соответствует	1	1
1816	и нужно	1	1
1817	и сама	1	1
1818	и через	2	1
1819	и этим	1	1
1820	за эти	1	1
1821	на которого	1	1
1822	установить и	1	1
1823	принадлежащий к	1	1
1824	по содержанию	3	1
1825	на первую	2	1
1826	можно рассматривать	2	1
1827	приходят с	1	1
1828	по обычаю	1	1
1829	детская игра	1	1
1830	нового и	1	1
1831	и притом	1	1
1832	те и	1	1
1833	они представляют	2	1
1834	исходит от	1	1
1835	эти песни	4	1
1836	и своего	1	1
1837	в одни	1	1
1838	вопрос почему	1	1
1839	представляют собою	1	1
1840	также в	5	1
1841	прибавить что	1	1
1842	самый акт	1	1
1843	между прочим	2	1
1844	глаза что	1	1
1845	должен остаться	1	1
1846	выше мы	1	1
1847	туда куда	1	1
1848	в другие	11	1
1849	только начало	1	1
1850	и хорошего	1	1
1851	и отдельные	1	1
1852	всех народов	1	1
1853	д с	1	1
1854	другой характер	2	1
1855	составных частей	1	1
1856	и прекрасно	1	1
1857	не пели	2	1
1858	без сомнения	1	1
1859	в и	19	1
1860	для наших	2	1
1861	не играют	1	1
1862	xvii в	1	1
1863	нашем сознании	1	1
1864	были связаны	2	1
1865	в детстве	1	1
1866	и первую	1	1
1867	подробное описание	1	1
1868	песен не	1	1
1869	думают некоторые	1	1
1870	будто совершенно	1	1
1871	еще упомянуть	2	1
1872	со слов	1	1
1873	остаются на	1	1
1874	при первом	1	1
1875	вопрос можно	1	1
1876	в землю	8	1
1877	не говорится	1	1
1878	другой день	2	1
1879	в продолжение	1	1
1880	каждый человек	1	1
1881	их к	2	1
1882	рассматривается как	3	1
1883	подобной же	1	1
1884	говорит вот	1	1
1885	есть вместе	1	1
1886	вопроса в	1	1
1887	взывает к	1	1
1888	себе дело	2	1
1889	у разных	1	1
1890	если они	1	1
1891	основываясь на	1	1
1892	для людей	1	1
1893	значение как	1	1
1894	мыслей в	1	1
1895	раза в	1	1
1896	и особенно	1	1
1897	сделано в	1	1
1898	земле ее	1	1
1899	детей чтобы	1	1
1900	бывает и	1	1
1901	самих себя	1	1
1902	тенденция в	1	1
1903	народа в	2	1
1904	в углу	1	1
1905	безотносительно к	1	1
1906	в час	1	1
1907	гораздо менее	1	1
1908	особенность этих	1	1
1909	имеет с	1	1
1910	совсем так	1	1
1911	по полям	3	1
1912	разного рода	1	1
1913	от другого	2	1
1914	сущность его	1	1
1915	если эти	1	1
1916	смысла в	1	1
1917	него нет	1	1
1918	за это	1	1
1919	и вызывает	1	1
1920	не прием	1	1
1921	который показывает	1	1
1922	собой и	2	1
1923	первые четыре	1	1
1924	и вперед	1	1
1925	больше из	1	1
1926	в различные	2	1
1927	представления не	2	1
1928	они связаны	1	1
1929	это та	1	1
1930	много но	1	1
1931	направление в	1	1
1932	работ в	1	1
1933	важное значение	1	1
1934	персты в	1	1
1935	них же	1	1
1936	в которые	1	1
1937	огород чтобы	1	1
1938	их содержания	1	1
1939	они по	1	1
1940	так поступали	1	1
1941	в большинстве	2	1
1942	тем у	1	1
1943	один какой-нибудь	1	1
1944	не объясняет	5	1
1945	не дают	1	1
1946	слова совершенно	1	1
1947	наших целей	2	1
1948	в борьбу	1	1
1949	может произойти	1	1
1950	комедии с	1	1
1951	находящихся в	1	1
1952	теории в	1	1
1953	о своем	1	1
1954	представление будто	3	1
1955	нельзя отрицать	1	1
1956	и наша	1	1
1957	с молитвой	1	1
1958	несовместимого с	1	1
1959	ногами и	2	1
1960	человека там	1	1
1961	народной поэзии	3	1
1962	подошел к	1	1
1963	это показывает	4	1
1964	из одной	1	1
1965	на более	1	1
1966	не касаясь	1	1
1967	был заимствован	1	1
1968	свою любовь	1	1
1969	творчества а	1	1
1970	количество таких	1	1
1971	на улице	1	1
1972	что указывает	1	1
1973	такими какими	1	1
1974	держа в	1	1
1975	совсем другое	1	1
1976	здесь и	1	1
1977	свою силу	1	1
1978	в избу	3	1
1979	к новой	1	1
1980	отсюда можно	1	1
1981	к описанию	1	1
1982	видел в	2	1
1983	месте в	1	1
1984	же он	1	1
1985	дальнейшего развития	1	1
1986	на дерево	1	1
1987	форма все	1	1
1988	всегда была	1	1
1989	или просто	2	1
1990	что изучение	1	1
1991	вокруг него	2	1
1992	ему в	1	1
1993	и печаль	1	1
1994	в коем	1	1
1995	действовать согласно	1	1
1996	ни с	1	1
1997	того времени	1	1
1998	вероятно что	1	1
1999	свидетельствует о	1	1
2000	уверен что	1	1
2001	второй половине	1	1
2002	ней или	1	1
2003	не сохранилось	1	1
2004	и всем	2	1
2005	все можно	1	1
2006	это часто	1	1
2007	и свойства	1	1
2008	день и	2	1
2009	и одна	1	1
2010	другая теория	1	1
2011	состоят из	2	1
2012	чтобы получить	1	1
2013	представлять себе	1	1
2014	что через	1	1
2015	в г	6	1
2016	в черных	1	1
2017	и непосредственно	2	1
2018	можно установить	2	1
2019	которое могло	1	1
2020	изображенное в	1	1
2021	что к	1	1
2022	самые разнообразные	1	1
2023	же выводы	2	1
2024	виду что	2	1
2025	он видел	2	1
2026	теперь еще	1	1
2027	сестер в	1	1
2028	цветами и	5	1
2029	горе мы	1	1
2030	а потебня	10	1
2031	где говорится	2	1
2032	подобное же	1	1
2033	происхождению и	1	1
2034	полезными и	1	1
2035	говорить об	1	1
2036	могла быть	1	1
2037	тех форм	1	1
2038	предшествующие ему	1	1
2039	цель и	1	1
2040	г с	1	1
2041	в русских	1	1
2042	какие-либо выводы	1	1
2043	из разных	1	1
2044	свет на	1	1
2045	в глубоком	1	1
2046	при изучении	6	1
2047	повлиять на	1	1
2048	можем конечно	1	1
2049	очень многие	1	1
2050	два случая	1	1
2051	последний элемент	1	1
2052	еще до	2	1
2053	нас при	1	1
2054	никакой роли	1	1
2055	существу одна	1	1
2056	такую же	2	1
2057	покажет нам	1	1
2058	а где	1	1
2059	и новым	1	1
2060	другие с	1	1
2061	изображается в	1	1
2062	или совсем	1	1
2063	церкви и	3	1
2064	картина для	1	1
2065	на поле	3	1
2066	довольно часто	1	1
2067	через которые	1	1
2068	эти формы	1	1
2069	во второй	1	1
2070	теория не	3	1
2071	психологическую теорию	1	1
2072	очень редко	1	1
2073	основа и	2	1
2074	земли и	5	1
2075	несколько раз	1	1
2076	первые два	1	1
2077	к понятию	1	1
2078	слова если	1	1
2079	еще на	1	1
2080	значение слова	1	1
2081	помещена в	1	1
2082	все самое	1	1
2083	со своими	1	1
2084	что подобные	1	1
2085	уж ты	2	1
2086	попала в	1	1
2087	и много	1	1
2088	о каких	1	1
2089	двух направлениях	1	1
2090	только по	2	1
2091	этом и	1	1
2092	материалами и	1	1
2093	от времени	1	1
2094	же можно	1	1
2095	ему с	1	1
2096	видел что	1	1
2097	мы указали	1	1
2098	как этот	1	1
2099	были совершенно	1	1
2100	исследования о	1	1
2101	в эти	4	1
2102	смысла но	1	1
2103	делается для	1	1
2104	других случаях	4	1
2105	настоящая работа	1	1
