N	2gram	Losev_Prob	DiskursI
1305	пушкинский пророк	1	1
1306	какую бы	1	1
1307	чтобы она	1	1
1308	которую он	1	1
1309	о своем	1	1
1310	поскольку здесь	1	1
1311	тому или	1	1
1312	только тем	2	1
1313	друга и	2	1
1314	определенного рода	7	1
1315	цели и	1	1
1316	это различие	1	1
1317	извлеченная из	2	1
1318	действия и	2	1
1319	им в	1	1
1320	новое качество	2	1
1321	он весь	1	1
1322	потому и	1	1
1323	и мыслится	2	1
1324	на более	2	1
1325	может ли	2	1
1326	что здесь	5	1
1327	коммуникативной функции	1	1
1328	нет и	1	1
1329	он в	3	1
1330	но который	1	1
1331	как некое	1	1
1332	о соотношении	2	1
1333	что языковые	1	1
1334	мог бы	1	1
1335	начиная с	1	1
1336	не за	1	1
1337	которые уже	2	1
1338	и порождает	1	1
1339	произведения и	2	1
1340	предмета в	1	1
1341	но именно	4	1
1342	в образе	1	1
1343	только при	10	1
1344	обычно весьма	1	1
1345	не стоит	2	1
1346	но если	12	1
1347	здесь и	4	1
1348	как предмет	2	1
1349	в понимании	1	1
1350	удовольствия но	1	1
1351	о художественном	1	1
1352	в произведениях	1	1
1353	значение а	1	1
1354	так называемое	1	1
1355	только потому	3	1
1356	связанных между	1	1
1357	в свернутом	1	1
1358	внутреннего состояния	1	1
1359	точку зрения	1	1
1360	часто и	1	1
1361	тот же	1	1
1362	к окружающему	1	1
1363	человека но	3	1
1364	и каждый	2	1
1365	сам этот	2	1
1366	в дальнейшем	1	1
1367	они сыграли	1	1
1368	этой самой	2	1
1369	истории литературы	1	1
1370	целому ряду	1	1
1371	а тип	1	1
1372	i в	1	1
1373	вместе со	1	1
1374	близок к	1	1
1375	символа однако	1	1
1376	сейчас и	2	1
1377	произведении как	1	1
1378	и всякий	5	1
1379	на какое-нибудь	1	1
1380	ничем не	2	1
1381	так как	14	1
1382	только по	1	1
1383	одинаково возможны	1	1
1384	нас не	6	1
1385	и кончая	1	1
1386	и за	2	1
1387	его фактическое	1	1
1388	в стихе	1	1
1389	понятно что	1	1
1390	несомненно и	2	1
1391	жизни здесь	1	1
1392	целого которое	1	1
1393	хотя у	1	1
1394	от которого	1	1
1395	другое как	1	1
1396	в определенном	1	1
1397	же их	1	1
1398	он и	3	1
1399	для искусства	1	1
1400	для данной	1	1
1401	для нас	23	1
1402	входя в	1	1
1403	менее первый	1	1
1404	и всегда	2	1
1405	в наличии	1	1
1406	на самом	13	1
1407	что каждый	1	1
1408	быть весьма	1	1
1409	зашла речь	2	1
1410	сама является	1	1
1411	это именно	1	1
1412	слова а	2	1
1413	таком случае	7	1
1414	не связано	1	1
1415	отступает на	1	1
1416	в виде	20	1
1417	интерпретации и	1	1
1418	раз в	1	1
1419	всех прочих	1	1
1420	же именно	2	1
1421	но с	2	1
1422	в таких	3	1
1423	это слово	1	1
1424	для кого-то	1	1
1425	себе но	2	1
1426	от друга	3	1
1427	реальной действительности	1	1
1428	сама в	1	1
1429	результате того	1	1
1430	что к	1	1
1431	данного момента	1	1
1432	термина в	2	1
1433	же в	6	1
1434	художественного образа	12	1
1435	с теми	2	1
1436	в глубине	1	1
1437	сознания но	1	1
1438	себе в	5	1
1439	же будет	1	1
1440	для науки	2	1
1441	в нашей	4	1
1442	случае не	7	1
1443	что этот	1	1
1444	этот раз	3	1
1445	страха и	1	1
1446	если и	2	1
1447	говорят о	4	1
1448	значений на	1	1
1449	повседневной жизни	1	1
1450	и могут	2	1
1451	нового термина	1	1
1452	чем мы	2	1
1453	бы мы	2	1
1454	и художественного	1	1
1455	по самой	1	1
1456	в условиях	7	1
1457	войти в	1	1
1458	себе весь	1	1
1459	для нашей	1	1
1460	его же	1	1
1461	если первая	1	1
1462	ничего нельзя	1	1
1463	целого и	1	1
1464	при изучении	1	1
1465	если не	7	1
1466	это область	1	1
1467	ее для	1	1
1468	мысли в	1	1
1469	не все	1	1
1470	он предполагает	1	1
1471	жизни можно	1	1
1472	другом случае	2	1
1473	как слово	1	1
1474	но его	1	1
1475	с использованием	1	1
1476	и эти	1	1
1477	вполне естественной	1	1
1478	за то	1	1
1479	и других	1	1
1480	он это	1	1
1481	целиком а	2	1
1482	такие же	1	1
1483	отношений или	1	1
1484	прозаической и	1	1
1485	ради этой	1	1
1486	перестал бы	2	1
1487	это как	1	1
1488	вполне можно	1	1
1489	чистом виде	3	1
1490	то чего	2	1
1491	человека все	1	1
1492	стихах и	1	1
1493	и почти	2	1
1494	и ни	5	1
1495	ту или	3	1
1496	здесь только	7	1
1497	однако если	3	1
1498	чем то	1	1
1499	у греков	2	1
1500	в отношениях	1	1
1501	независимо от	4	1
1502	для теоретика	1	1
1503	у того	1	1
1504	в искусстве	4	1
1505	существуют в	2	1
1506	является таким	1	1
1507	казалось бы	3	1
1508	в человеческом	2	1
1509	в войне	1	1
1510	всех этих	6	1
1511	до чисто	1	1
1512	толстой не	1	1
1513	как известного	2	1
1514	оказывается что	2	1
1515	и никаким	1	1
1516	действительность не	2	1
1517	даже при	2	1
1518	и времени	1	1
1519	и какие	1	1
1520	или иначе	2	1
1521	от того	2	1
1522	для указания	1	1
1523	ли здесь	1	1
1524	действительности а	1	1
1525	этих случаях	1	1
1526	что из	2	1
1527	слова или	1	1
1528	думать что	1	1
1529	как то	1	1
1530	на смерть	1	1
1531	слова поскольку	2	1
1532	и часто	2	1
1533	ведь мы	1	1
1534	еще на	2	1
1535	что далеко	1	1
1536	слова но	3	1
1537	данного произведения	1	1
1538	и мире	1	1
1539	и особенно	3	1
1540	что превращало	1	1
1541	они тоже	1	1
1542	и самого	2	1
1543	та или	4	1
1544	для такого	1	1
1545	говорилось выше	2	1
1546	художественного произведения	14	1
1547	миф не	1	1
1548	не можем	5	1
1549	конца xix	3	1
1550	виде вещей	1	1
1551	под пером	1	1
1552	это означает	1	1
1553	текста может	1	1
1554	поскольку все	1	1
1555	мифа в	2	1
1556	человека это	2	1
1557	логики как	1	1
1558	например три	1	1
1559	и художественной	2	1
1560	и читателя	1	1
1561	на каждом	1	1
1562	отношении не	1	1
1563	и нечто	1	1
1564	и единственный	1	1
1565	из другой	1	1
1566	для современного	1	1
1567	тех или	10	1
1568	ли в	3	1
1569	или при	1	1
1570	говорит не	1	1
1571	в самых	3	1
1572	именно это	1	1
1573	себе а	3	1
1574	становится в	1	1
1575	и сами	3	1
1576	и слишком	3	1
1577	в одноименной	1	1
1578	в известной	3	1
1579	и предметом	1	1
1580	форме и	1	1
1581	иное как	6	1
1582	нечто иное	4	1
1583	являются наиболее	1	1
