N	3gram	Tiupa_Disk	Narrotol
987	как организующий принцип	1	1
988	говорящий ни слушающий	1	1
989	четкий и двусмысленный	1	1
990	том что и	1	1
991	умение которое ничем	1	1
992	повествованиях а предмет	1	1
993	слушающих их личностные	1	1
994	только раскрывают содержание	1	1
995	своей судьбы они	1	1
996	времена различные и	1	1
997	греймас выводит из	1	1
998	с адресатом как	1	1
999	расхождения в истолковании	1	1
1000	своими портретными характеристиками	1	1
1001	получателя которое возникает	1	1
1002	по длительности и	1	1
1003	спокойно засыпает а	1	1
1004	событие состоит в	1	1
1005	картина мира по	1	1
1006	голос [...] оно	2	1
1007	и не умер	1	1
1008	слово стремится к	1	1
1009	может ощущаться завершенная	1	1
1010	классической эстетической завершенности	1	1
1011	солидарности взаимодействующих сознаний	1	1
1012	может быть определена	2	1
1013	которое может быть	2	1
1014	что полюс подлинного	1	1
1015	е годы к	1	1
1016	к личностному самоопределению	1	1
1017	связная сюжетная цепь	1	1
1018	задушевный разговор наедине	1	1
1019	литературная интрига своего	1	1
1020	понятийным мышлением которое	1	1
1021	но отнюдь не	2	1
1022	ценности к истине	1	1
1023	дорогу через сеть	1	1
1024	времени наррация давно	1	1
1025	способности прослеживать историю	1	1
1026	о своем как	1	1
1027	прямолинейная оценка [...]	1	1
1028	что каждый из	1	1
1029	в молчание бахтин	1	1
1030	последний как коммуникативное	1	1
1031	и его поступки	1	1
1032	наличие [...] компетенции	1	1
1033	история беликова рассказывается	1	1
1034	именно солидарность двух	1	1
1035	уж это вы	1	1
1036	например приказывая или	1	1
1037	бытия следствие овладения	1	1
1038	с самого начала	2	1
1039	практик дискурсивная деятельность	1	1
1040	в футляре крыжовник	1	1
1041	в слове писал	1	1
1042	в себе не	2	1
1043	в полном его	1	1
1044	повторяющееся действие или	1	1
1045	в качестве способности	1	1
1046	том что он	1	1
1047	тургеневские записки охотника	1	1
1048	наблюдаемое и описываемое	1	1
1049	''для того чтобы''	1	1
1050	мысли поля рикёра	1	1
1051	рассказ в рассказе	1	1
1052	в своем собственном	1	1
1053	фрейденберг происхождение наррации	1	1
1054	характеристики другие аспекты	1	1
1055	новеллы например тоска	1	1
1056	в жанровом отношении	3	1
1057	выводит из организованности	1	1
1058	уже в е	1	1
1059	том что с	1	1
1060	следует сказать и	1	1
1061	то потому что	1	1
1062	этом первые два	1	1
1063	первобытного человека как	1	1
1064	порождается так например	1	1
1065	фрейденберг и создает	1	1
1066	дейк четко разграничивая	1	1
1067	проявляется как непрерывный	1	1
1068	дело рассказ алехина	1	1
1069	акт смыслового завершения	1	1
1070	и во второй	1	1
1071	может и должен	1	1
1072	в рамках которого	2	1
1073	понимание входит как	1	1
1074	дискурса проявляется как	1	1
1075	и проблематика тайны	1	1
1076	[...] наблюдателя упраздняет	1	1
1077	формировать культурную память	1	1
1078	ничем не уступает	1	1
1079	произведении и событие	1	1
1080	в хх веке	1	1
1081	едины судьба выражает	1	1
1082	что и буркин	1	1
1083	истолковании эмоционально-волевой тональности	1	1
1084	и сближение но	1	1
1085	своем как будто	1	1
1086	сходятся в новом	1	1
1087	том случае если	1	1
1088	мотивы первых двух	1	1
1089	что ни говорящий	1	1
1090	рассказанного как странного	1	1
1091	такой картины мира	1	1
1092	и не могло	1	1
1093	с другой в	1	1
1094	необходимые предпосылки для	1	1
1095	заключительный акт смыслового	1	1
1096	сердились друг на	1	1
1097	разрешения жизненной драмы	1	1
1098	иной области дискурсивных	1	1
1099	рассказ алехина хотя	1	1
1100	времени и действия	1	1
1101	как странного парадоксального	1	1
1102	счастья общеинтересными в	1	1
1103	но этико-интеллектуальное содержание	1	1
1104	императивной картине мира	1	1
1105	создает наррацию ибо	1	1
1106	на этом свете	1	1
1107	в качестве свидетеля	1	1
1108	которые субъект может	1	1
1109	дистанцию по отношению	1	1
1110	концепции нарративности как	1	1
1111	всех видов не	1	1
1112	создается характерный эффект	1	1
1113	своей жизни напоминает	1	1
1114	наплыва мыслей при	1	1
1115	рассказано в произведении	1	1
1116	внутритекстовые наррации разобщают	1	1
1117	для чеховских произведений	1	1
1118	ком или о	1	1
1119	эстетической завершенности целого	1	1
1120	[...] компетенции если	1	1
1121	в истолковании эмоционально-волевой	1	1
1122	разобщают молчали точно	1	1
1123	как коммуникативное событие	1	1
1124	его событийной полноте	1	1
1125	нарративной интриги не	1	1
1126	не отделен от	1	1
1127	в основе своей	4	1
1128	значительные порой расхождения	1	1
1129	героя в этом	1	1
1130	нем повторяются ситуации	1	1
1131	и иван иваныч	1	1
1132	построений зрелого чехова	1	1
1133	наедине отсюда столь	1	1
1134	открытым вопрос следует	1	1
1135	в следующей главе	1	1
1136	парадоксального случая и	1	1
1137	результате воздействия на	1	1
1138	и двусмысленный четкий	1	1
1139	буркин и иван	1	1
1140	сохраните черты характера	1	1
1141	мира которая может	1	1
1142	говоря мы должны	1	1
1143	опыта иное дело	1	1
1144	рода миниатюра большой	1	1
1145	их былое разобщение	1	1
1146	как примера временного	1	1
1147	это прежде всего	3	1
1148	один голос [...]	2	1
1149	или моя жизнь	1	1
1150	нет и не	1	1
1151	упускать из виду	2	1
1152	общения доступна нам	1	1
1153	ни в чем	1	1
1154	всегда одновременно четкий	1	1
1155	в исторический период	1	1
1156	позициям которые субъект	1	1
1157	после рассказа буркина	1	1
1158	другие аспекты социальной	1	1
1159	подчеркнуто в финале	1	1
1160	высказываний пиететное цитирование	1	1
1161	порицают своих персонажей	1	1
1162	завершенности целого но	1	1
1163	сознаний содержание рассказа	1	1
1164	чужих высказываний пиететное	1	1
1165	качестве способности человеческой	1	1
1166	отстраняются от их	1	1
1167	ситуации и мотивы	1	1
1168	события событие о	1	1
1169	но одновременно и	1	1
1170	по фрейденберг и	1	1
1171	событийного ряда возбуждающем	1	1
1172	от наплыва мыслей	1	1
1173	четкий потому что	1	1
