N	2gram	Tiupa_Anal	Psycholo
1309	так или	1	2
1310	природе своей	3	2
1311	человека который	1	2
1312	это по	1	2
1313	не приходится	2	2
1314	для человека	2	2
1315	которых это	1	2
1316	сведена к	1	2
1317	в особый	1	2
1318	в достаточной	1	2
1319	я чувствую	1	2
1320	роль при	1	2
1321	бы оно	1	2
1322	как система	6	2
1323	в данный	2	2
1324	или приемом	1	2
1325	дает ему	1	2
1326	лицо и	1	2
1327	во втором	1	2
1328	произведение и	1	2
1329	с каким-то	1	2
1330	относятся к	1	2
1331	в науке	1	2
1332	этот принцип	1	2
1333	говорит я	1	2
1334	это была	2	2
1335	и вновь	1	2
1336	в прошлое	1	2
1337	отличаются от	1	2
1338	до этого	1	2
1339	есть лишь	1	2
1340	дано только	1	2
1341	всем остальным	1	2
1342	всем протяжении	1	2
1343	с целым	1	2
1344	как о	2	2
1345	фактов и	1	2
1346	которого является	1	2
1347	словесного искусства	1	2
1348	искусства всегда	1	2
1349	на каждом	2	2
1350	по крайней	4	2
1351	говоря и	3	2
1352	наслаждение с	1	2
1353	все три	1	2
1354	тех же	1	2
1355	смерти и	1	2
1356	не знаю	2	2
1357	различения и	1	2
1358	основного действия	1	2
1359	и трагическое	1	2
1360	а может	1	2
1361	которая сама	1	2
1362	всего на	1	2
1363	искусства когда	1	2
1364	или иных	3	2
1365	говоря это	1	2
1366	тому или	2	2
1367	поводу того	1	2
1368	как будет	1	2
1369	вещь а	1	2
1370	позволил бы	1	2
1371	деле как	1	2
1372	акт и	1	2
1373	взгляде на	3	2
1374	друг друга	1	2
1375	сомнения в	1	2
1376	истории литературы	4	2
1377	выходит за	1	2
1378	не понимал	1	2
1379	этот процесс	1	2
1380	себе ничего	1	2
1381	деле не	1	2
1382	тут не	1	2
1383	со своим	4	2
1384	из своих	2	2
1385	на которой	2	2
1386	есть уже	1	2
1387	а о	1	2
1388	указывает и	1	2
1389	там и	1	2
1390	перед смертью	1	2
1391	развития действия	1	2
1392	понимать как	3	2
1393	и читателя	4	2
1394	виде в	1	2
1395	это происходит	1	2
1396	предполагает его	1	2
1397	первой части	2	2
1398	эстетический смысл	1	2
1399	сказать и	1	2
1400	ко всему	1	2
1401	только к	1	2
1402	как уже	5	2
1403	просто не	1	2
1404	есть всегда	1	2
1405	быть как	1	2
1406	с кем	1	2
1407	что из	2	2
1408	самой своей	1	2
1409	в литературном	2	2
1410	литературное произведение	12	2
1411	над его	1	2
1412	бы он	1	2
1413	а можно	1	2
1414	науки как	1	2
1415	тех или	3	2
1416	на всем	1	2
1417	таким же	1	2
1418	как для	1	2
1419	эффект художественного	2	1
1420	и трудное	1	1
1421	которое однако	1	1
1422	тем оно	1	1
1423	было показано	1	1
1424	трактует как	1	1
1425	автором и	2	1
1426	читателю и	1	1
1427	или других	1	1
1428	когда не	2	1
1429	некоторой степени	1	1
1430	эстетическим объектом	4	1
1431	и имеет	1	1
1432	данного варианта	1	1
1433	степени как	1	1
1434	роль по	1	1
1435	возникает между	1	1
1436	реальной жизни	1	1
1437	вещи и	1	1
1438	литературы а	1	1
1439	и был	1	1
1440	постараемся сейчас	1	1
1441	же эти	1	1
1442	внимания на	2	1
1443	встречается в	1	1
1444	имеет никаких	1	1
1445	как образ	1	1
1446	в художественную	1	1
1447	по пути	1	1
1448	героя как	2	1
1449	если исходить	1	1
1450	деятельности не	1	1
1451	и поведения	1	1
1452	я от	1	1
1453	произведению следует	1	1
1454	власти над	1	1
1455	похож на	1	1
1456	в соответствии	2	1
1457	только через	2	1
1458	основанием для	1	1
1459	эта формула	1	1
1460	разрешить вопрос	1	1
1461	он произносит	2	1
1462	собой не	2	1
1463	область истории	1	1
1464	случайно и	1	1
1465	этом можно	1	1
1466	лица в	1	1
1467	предмета и	1	1
1468	его что	1	1
1469	как более	1	1
1470	к земле	1	1
1471	привносит от	1	1
1472	мы подошли	1	1
1473	языка то	1	1
1474	на точку	1	1
1475	понято как	1	1
1476	этой стороны	1	1
1477	играть в	1	1
1478	не его	2	1
1479	широком смысле	2	1
1480	восприятия все	1	1
1481	и ритма	2	1
1482	а вместе	1	1
1483	первый взгляд	1	1
1484	ту форму	1	1
1485	к смыслу	1	1
1486	операция в	1	1
1487	ситуации в	1	1
1488	на природу	1	1
1489	научное познание	2	1
1490	при условии	1	1
1491	к художественной	1	1
1492	в предыдущих	1	1
1493	о чем-то	1	1
1494	на следующем	1	1
1495	а отнюдь	1	1
1496	как шутил	1	1
1497	строй речи	1	1
1498	и позволяют	1	1
1499	особенности же	1	1
1500	сознания в	4	1
1501	этой связи	2	1
1502	сущности сводится	1	1
1503	человеческой фигуры	1	1
1504	этот ритмический	1	1
1505	существенная сторона	1	1
1506	самого материала	1	1
1507	событие которое	1	1
1508	не обязательно	1	1
1509	своем значении	1	1
1510	его по	1	1
1511	своим произведением	1	1
1512	от своей	1	1
1513	рассуждение о	1	1
1514	глазами он	1	1
1515	современный человек	1	1
1516	же его	4	1
1517	себе в	2	1
1518	за рамки	2	1
1519	мы ни	1	1
1520	смертью когда	1	1
1521	соглашаясь с	1	1
1522	обратим внимание	1	1
1523	это единство	1	1
1524	но скорее	1	1
1525	приходят к	1	1
1526	научного познания	6	1
1527	уложить в	1	1
1528	другого не	2	1
1529	вновь и	1	1
1530	ключ к	2	1
1531	в контексте	5	1
1532	подошли к	1	1
1533	в споре	2	1
1534	эстетического анализа	2	1
1535	это особая	1	1
1536	его текста	1	1
1537	тот что	1	1
1538	не удивительно	2	1
1539	последних десятилетий	1	1
1540	этом сами	1	1
1541	по одной	1	1
1542	в противном	1	1
1543	другом я	1	1
1544	коем случае	2	1
1545	в отдельных	1	1
1546	как зерно	1	1
1547	бы определить	1	1
1548	невозможно увидеть	1	1
1549	зачем же	2	1
1550	и определяющим	1	1
1551	не принадлежат	1	1
1552	особенно очевидны	1	1
1553	той мере	2	1
1554	оставаться в	1	1
1555	влияние на	1	1
1556	которая определяет	1	1
1557	по природе	4	1
1558	между его	1	1
1559	к их	1	1
1560	поскольку в	2	1
1561	этом все	1	1
1562	своему содержанию	1	1
1563	об одном	1	1
1564	воображении читателя	1	1
1565	этих поверхностных	1	1
1566	личной жизни	1	1
1567	при переходе	1	1
1568	этом фоне	1	1
1569	проявляется в	4	1
1570	но от	1	1
1571	однако этот	1	1
1572	например с	1	1
1573	не ставим	1	1
1574	бытия и	2	1
1575	на мягкую	1	1
1576	говоря словами	1	1
1577	всю сцену	1	1
1578	согласно которому	1	1
1579	судьбы и	1	1
1580	третий раз	1	1
1581	то она	1	1
1582	начала к	1	1
1583	я начинаю	1	1
1584	впечатления в	1	1
1585	понимание есть	1	1
1586	ли и	1	1
1587	воспринимается как	1	1
1588	повсюду в	1	1
1589	которая состоит	1	1
1590	означает как	1	1
1591	писатель в	1	1
1592	означает в	1	1
1593	и приводит	1	1
1594	на себя	5	1
1595	же под	1	1
1596	в понятии	1	1
1597	в третий	1	1
1598	подчинен и	1	1
1599	времени как	1	1
1600	с одним	1	1
1601	с жизнью	1	1
1602	переработки и	1	1
1603	герой в	1	1
1604	романа мы	1	1
1605	людей в	1	1
1606	общего смысла	1	1
1607	действительности и	1	1
1608	человека а	1	1
1609	состоит именно	1	1
1610	это неожиданное	1	1
1611	оставаться за	1	1
1612	я на	1	1
1613	других он	1	1
1614	это вполне	1	1
1615	я в	5	1
1616	его судьбу	1	1
1617	логическое но	1	1
1618	пользования им	1	1
1619	в устах	2	1
1620	следует указать	1	1
1621	что анализ	1	1
1622	положения в	1	1
1623	художественного и	1	1
1624	к любой	2	1
1625	суть его	1	1
1626	или читателя	1	1
1627	при отсутствии	1	1
1628	и принадлежат	1	1
1629	каким является	1	1
1630	за порогом	1	1
1631	и краткость	1	1
1632	теперь уже	1	1
1633	которые и	1	1
1634	сознательное и	1	1
1635	говорится и	1	1
1636	этой причине	2	1
1637	зрения в	2	1
1638	автора если	2	1
1639	объект как	1	1
1640	существенное для	1	1
1641	его художественной	2	1
1642	по удачному	2	1
1643	уже потому	1	1
1644	миру и	1	1
1645	в историческом	1	1
1646	и речи	1	1
1647	систематизации и	1	1
1648	для жизни	1	1
1649	и убеждения	1	1
1650	рассказывает не	1	1
1651	где каждый	1	1
1652	не само	1	1
1653	другому в	2	1
1654	есть предмет	1	1
1655	одного сознания	2	1
1656	мы их	1	1
1657	образ смерти	1	1
1658	культуры и	1	1
1659	внимание и	1	1
1660	сущности это	1	1
1661	но прежде	1	1
1662	них не	1	1
1663	произведения представляет	1	1
1664	не пустые	1	1
1665	два события	1	1
1666	говорит на	1	1
1667	полного понимания	1	1
1668	изучения в	1	1
1669	языком и	1	1
1670	и объективная	1	1
1671	героя он	1	1
1672	которая и	1	1
1673	и разумное	1	1
1674	его последствиям	1	1
1675	в статье	1	1
1676	своего рода	12	1
1677	мире и	2	1
1678	не мешает	1	1
1679	первую очередь	1	1
1680	один голос	2	1
1681	совершенно недостаточно	1	1
1682	однако с	1	1
1683	он уже	1	1
1684	отношению ко	1	1
1685	вещей но	1	1
1686	как содержание	1	1
1687	его из	1	1
1688	от такой	1	1
1689	всякого смысла	1	1
1690	удивительно что	2	1
1691	принимают участие	2	1
1692	ничего нового	1	1
1693	и романа	2	1
1694	что бывает	1	1
1695	поведения уже	1	1
1696	поэтому в	1	1
1697	речи как	1	1
1698	нож и	1	1
1699	мере и	1	1
1700	акта в	1	1
1701	второй части	1	1
1702	быть сведено	3	1
1703	сообщения о	2	1
1704	приходится пользоваться	1	1
1705	конечно и	1	1
1706	себя на	1	1
1707	героев но	1	1
1708	три слова	1	1
1709	этом месте	1	1
1710	произведения ни	2	1
1711	художник или	1	1
1712	вот и	1	1
1713	мог найти	1	1
1714	обозначить как	2	1
1715	в составе	2	1
1716	и будет	1	1
1717	значения и	1	1
1718	под общий	1	1
1719	разумное толкование	1	1
1720	заключительная фраза	1	1
1721	от художественного	1	1
1722	в душевной	1	1
1723	наша цель	1	1
1724	не безразличен	1	1
1725	другой плоскости	1	1
1726	иному произведению	1	1
1727	есть на	1	1
1728	своего предмета	3	1
1729	литературная критика	1	1
1730	которого не	1	1
1731	слова о	2	1
1732	что позволяет	1	1
1733	не входит	1	1
1734	два стилистически	1	1
1735	дает понять	1	1
1736	виду не	1	1
1737	языка и	2	1
1738	произведение не	2	1
1739	этой второй	1	1
1740	своей собственной	2	1
1741	вызвано было	1	1
1742	тогда я	1	1
1743	его существования	1	1
1744	принципиально не	3	1
1745	в роли	4	1
1746	познание как	1	1
1747	и какое	1	1
1748	целого как	2	1
1749	и второй	1	1
1750	достаточной мере	1	1
1751	не сам	2	1
1752	художественное задание	1	1
1753	обойтись без	1	1
1754	произведения от	1	1
1755	области литературы	1	1
1756	вы говорите	1	1
1757	с первой	2	1
1758	и наиболее	1	1
1759	художественной литературы	1	1
1760	с автором	1	1
1761	без другого	2	1
1762	в мир	1	1
1763	получает от	1	1
1764	использован для	1	1
1765	сюжет просто	1	1
1766	всю полноту	1	1
1767	идет об	1	1
1768	тогда как	30	1
1769	к объекту	3	1
1770	подтверждается на	1	1
1771	над собой	1	1
1772	постоянно меняется	1	1
1773	затем уже	1	1
1774	жизни по	1	1
1775	дает художник	1	1
1776	в сказке	1	1
1777	в данной	1	1
1778	подробности и	1	1
1779	речи в	3	1
1780	начиная с	1	1
1781	объект не	1	1
1782	самого героя	1	1
1783	из первых	1	1
1784	за пределами	3	1
1785	прочих типов	1	1
1786	в каждый	1	1
1787	к объяснению	1	1
1788	лев толстой	1	1
1789	искусства все	1	1
1790	почти вовсе	1	1
1791	до известной	1	1
1792	непосредственно к	2	1
1793	быть подвергнута	1	1
1794	и печориным	1	1
1795	и смысловое	1	1
1796	самих же	1	1
1797	по этой	2	1
1798	особый способ	1	1
1799	высшего порядка	1	1
1800	лишь материал	1	1
1801	смерть и	2	1
1802	как об	1	1
1803	рода и	2	1
1804	видим как	1	1
1805	любой из	1	1
1806	себе искусство	1	1
1807	свою душу	1	1
1808	за собою	3	1
1809	и матери	1	1
1810	к мнению	1	1
1811	романа но	1	1
1812	под собой	1	1
1813	внешнем мире	2	1
1814	для всего	1	1
1815	и сознание	1	1
1816	должно существовать	1	1
1817	произведения или	1	1
1818	для данной	1	1
1819	на произведение	1	1
1820	форму в	1	1
1821	то самое	1	1
1822	писал что	1	1
1823	цвет и	1	1
1824	или словами	1	1
1825	в широком	4	1
1826	силу и	1	1
1827	вне этого	1	1
1828	в заключительной	1	1
1829	с их	2	1
1830	самом убийстве	1	1
1831	который необходимо	1	1
1832	она составляет	1	1
1833	что действительно	1	1
1834	это всегда	4	1
1835	этого рода	2	1
1836	к некоторому	1	1
1837	слова которые	1	1
1838	приводит нас	1	1
1839	объект его	1	1
1840	равным правом	1	1
1841	процессы пользования	1	1
1842	других к	1	1
1843	о жизни	3	1
1844	ужас и	1	1
1845	их последовательность	1	1
1846	этот раз	1	1
1847	если и	1	1
1848	или даже	3	1
1849	почти до	1	1
1850	прощается с	1	1
1851	что ж	1	1
1852	толкование которое	1	1
1853	противном случае	1	1
1854	спор между	1	1
1855	только и	1	1
1856	какой он	1	1
1857	предмета но	1	1
1858	говорит об	1	1
1859	ритм является	1	1
1860	ничего нельзя	1	1
1861	особенно в	9	1
1862	отрывочно и	1	1
1863	ряда в	1	1
1864	принять и	1	1
1865	сказанного выше	1	1
1866	годы эта	1	1
1867	ряда и	1	1
1868	как проявление	1	1
1869	которого и	1	1
1870	слова однако	1	1
1871	принадлежит только	2	1
1872	моменты и	1	1
1873	ей в	1	1
1874	чувствую себя	1	1
1875	это мне	1	1
1876	а его	1	1
1877	в поле	4	1
1878	сторона искусства	1	1
1879	жизни человека	1	1
1880	одну из	2	1
1881	всей своей	1	1
1882	говорить не	1	1
1883	и композиция	1	1
1884	эстетического переживания	2	1
1885	но такое	1	1
1886	предмет искусства	1	1
1887	ним как	1	1
1888	рассматривается в	1	1
1889	этот факт	1	1
1890	например и	1	1
1891	сопротивления когда	1	1
1892	человека с	1	1
1893	слова или	1	1
1894	вы видите	1	1
1895	на смерть	1	1
1896	им оказываются	1	1
1897	в рамках	5	1
1898	жизни однако	2	1
1899	числе и	1	1
1900	а скорее	2	1
1901	голосов в	1	1
1902	этом понимании	1	1
1903	нашей проблемы	1	1
1904	далека от	2	1
1905	его до	1	1
1906	другой и	1	1
1907	происходит в	1	1
1908	но я	1	1
1909	включает в	1	1
1910	черный цвет	1	1
1911	с первых	1	1
1912	не привносит	1	1
1913	однако все	1	1
1914	художественное творчество	2	1
1915	себя но	1	1
1916	и действия	2	1
1917	анализа мы	2	1
1918	ничего иного	2	1
1919	первую из	1	1
1920	в отношения	1	1
1921	смысл художественного	1	1
1922	что один	1	1
1923	эстетического восприятия	1	1
1924	сюжет есть	1	1
1925	и целиком	1	1
1926	героя романа	1	1
1927	при созерцании	1	1
1928	человеческой жизни	1	1
1929	этого в	1	1
1930	к словесному	1	1
1931	над нами	2	1
1932	рассказывает об	1	1
1933	нельзя как	1	1
1934	сказано о	1	1
1935	смысл ни	1	1
1936	можно и	1	1
1937	он всегда	1	1
1938	смысл только	1	1
1939	это лишь	1	1
1940	или по	1	1
1941	в обыденной	1	1
1942	оказывается не	2	1
1943	а вот	1	1
1944	анализа как	1	1
1945	и отдельно	1	1
1946	рад был	1	1
1947	вопрос зачем	1	1
1948	которой в	1	1
1949	в принципе	8	1
1950	существенно для	1	1
1951	почему мы	1	1
1952	произведения а	2	1
1953	смысла для	1	1
1954	предыдущих главах	1	1
1955	разных авторов	1	1
1956	случае он	1	1
1957	по мере	1	1
1958	долгое время	1	1
1959	отношений в	1	1
1960	бы место	1	1
1961	сознательно или	1	1
1962	однако при	3	1
1963	есть высшая	1	1
1964	границы между	1	1
1965	эстетической деятельности	4	1
1966	на свой	1	1
1967	вещь в	1	1
1968	читатель тому	1	1
1969	элементы в	1	1
1970	а во-вторых	1	1
1971	идее но	1	1
1972	трагическое есть	1	1
1973	на элементы	1	1
1974	и процессов	1	1
1975	самих событий	1	1
1976	и внутренне	1	1
1977	а именно	3	1
1978	обладает своим	1	1
1979	нам уже	1	1
1980	о судьбе	1	1
1981	не вносит	1	1
1982	не обладают	1	1
1983	языка на	1	1
1984	творческого акта	1	1
1985	воспринимающего субъекта	1	1
1986	искусства нет	1	1
1987	имеют значение	1	1
1988	он по	2	1
1989	собственно говоря	6	1
1990	только частный	1	1
1991	касается искусства	1	1
1992	определяется не	1	1
1993	было написано	4	1
1994	могут оказаться	2	1
1995	говорит лишь	1	1
1996	ее понимании	1	1
1997	произведения что	1	1
1998	у которых	1	1
1999	было не	1	1
2000	реальности и	2	1
2001	в первую	1	1
2002	на человека	1	1
2003	фабулой не	1	1
2004	его создания	2	1
2005	восходит к	2	1
2006	однако его	1	1
2007	не отменяет	1	1
2008	так для	1	1
2009	как язык	2	1
2010	некоторого рода	2	1
2011	этом мы	1	1
2012	входит в	1	1
2013	даже самое	2	1
2014	не должен	2	1
2015	уже о	1	1
2016	вопроса об	1	1
2017	уже было	1	1
2018	и т.п	13	1
2019	как функции	1	1
2020	продолжить эту	1	1
2021	таком взгляде	1	1
2022	об отношении	1	1
2023	что люди	1	1
2024	рассматривать при	1	1
2025	в различных	1	1
2026	художественный смысл	2	1
2027	обращаясь к	2	1
2028	это во-первых	1	1
2029	внимания к	1	1
2030	допускает как	1	1
2031	их систему	1	1
2032	и заключительные	1	1
2033	два направления	1	1
2034	есть иначе	1	1
2035	этого мира	2	1
2036	он заранее	1	1
2037	или говоря	1	1
2038	не становится	3	1
2039	могут и	1	1
2040	двух других	1	1
2041	самом начале	3	1
2042	по которой	1	1
2043	в мировом	2	1
2044	который служит	1	1
2045	я с	1	1
2046	а со	1	1
2047	как позднейшую	1	1
2048	есть введение	1	1
2049	к установлению	1	1
2050	и входит	1	1
2051	в системе	1	1
2052	свою судьбу	1	1
2053	но сама	1	1
2054	к внутреннему	3	1
2055	того о	1	1
2056	все мы	1	1
2057	не дано	3	1
2058	составную часть	1	1
2059	или бессознательно	1	1
2060	от автора	1	1
2061	зрения которая	1	1
2062	зрения может	1	1
2063	придании ему	1	1
2064	то оно	1	1
2065	сказать своим	1	1
2066	места для	1	1
2067	к человеку	1	1
2068	от поэтического	1	1
2069	и служит	1	1
2070	от природы	1	1
2071	других для	1	1
2072	теории литературы	1	1
2073	есть у	1	1
2074	есть его	1	1
2075	а и	1	1
2076	была названа	1	1
2077	на этих	1	1
2078	далеко за	1	1
2079	и художественно	1	1
2080	мы принимаем	1	1
2081	в тот	1	1
2082	от людей	1	1
2083	который совершенно	1	1
2084	сколько бы	3	1
2085	внешнего мира	2	1
2086	ударение на	4	1
2087	искусства при	2	1
2088	произведения его	1	1
2089	произведены в	1	1
2090	наконец в-третьих	1	1
2091	установки и	1	1
2092	есть вне	1	1
2093	искусства обычно	1	1
2094	или несколько	1	1
2095	как его	1	1
2096	при одном	1	1
2097	сюжетного построения	2	1
2098	вопрос почему	1	1
2099	в последние	1	1
2100	же при	1	1
2101	между прочим	1	1
2102	в психике	2	1
2103	что никто	1	1
2104	понимание и	1	1
2105	при понимании	1	1
2106	и оказывается	1	1
2107	служит для	2	1
2108	же касается	1	1
2109	перечень тех	1	1
2110	эстетическое впечатление	1	1
2111	текст и	2	1
2112	как сказано	1	1
2113	я был	1	1
2114	всех своих	1	1
2115	в заключительном	1	1
2116	от чужого	1	1
2117	всякое понимание	1	1
2118	диалектическом противоречии	1	1
2119	конфликт с	1	1
2120	к эстетической	1	1
2121	не сводится	2	1
2122	и познания	1	1
2123	не вызвано	1	1
2124	составных частей	1	1
2125	только усиливает	2	1
2126	предполагает что	1	1
2127	фигуры в	1	1
2128	как человек	1	1
2129	всегда только	1	1
2130	отношение между	1	1
2131	понимать и	1	1
2132	действия все	1	1
2133	плана и	1	1
2134	его смысла	1	1
2135	так у	4	1
2136	бы уже	1	1
2137	не способна	1	1
2138	присущи и	1	1
2139	жизни оно	1	1
2140	в наших	1	1
2141	и анализ	1	1
2142	ударных и	1	1
2143	что ты	1	1
2144	известном смысле	2	1
2145	с настоящим	1	1
2146	это правило	1	1
2147	всех сторон	1	1
2148	на втором	2	1
2149	у разных	1	1
2150	сторону и	2	1
2151	он показывает	1	1
2152	если они	2	1
2153	к сюжету	1	1
2154	скрытыми от	1	1
2155	совершенно очевидна	1	1
2156	его восприятия	1	1
2157	связей в	2	1
2158	сознания однако	1	1
2159	ее никто	1	1
2160	и особенно	4	1
2161	и подобно	1	1
2162	и меньше	1	1
2163	согласно приведенному	1	1
2164	головного мозга	1	1
2165	смысла а	1	1
2166	не позволяет	2	1
2167	приближается к	1	1
2168	в углу	1	1
2169	безотносительно к	2	1
2170	есть точка	1	1
2171	за скобки	1	1
2172	и вследствие	1	1
2173	его своей	1	1
2174	этому мы	1	1
2175	всего целого	1	1
2176	бы зародиться	1	1
2177	своем составе	1	1
2178	до некоторой	1	1
2179	не позволил	1	1
2180	глубине души	1	1
2181	нашего времени	3	1
2182	переходит от	2	1
2183	первых двух	1	1
2184	пределами этой	1	1
2185	даны и	1	1
2186	разного рода	3	1
2187	смыслу и	1	1
2188	что реплика	1	1
2189	смысла в	2	1
2190	и вызывает	1	1
2191	разговора о	1	1
2192	состоит что	1	1
2193	капитанской дочке	1	1
2194	эти понятия	1	1
2195	оказывается в	2	1
2196	собой и	1	1
2197	только способ	1	1
2198	выше следует	1	1
2199	между которыми	1	1
2200	вещи но	1	1
2201	о своей	2	1
2202	произведений искусства	2	1
2203	характеризуется именно	1	1
2204	даже при	1	1
2205	физика и	1	1
2206	на известную	1	1
2207	присутствует в	1	1
2208	представляется автору	1	1
2209	иных элементов	1	1
2210	сюжета но	1	1
2211	быть понято	1	1
2212	которые при	1	1
2213	ложатся в	1	1
2214	последние десятилетия	1	1
2215	в итоге	1	1
2216	смерти ее	1	1
2217	есть она	1	1
2218	слогов и	1	1
2219	заставит нас	1	1
2220	субъективности и	1	1
2221	свое время	3	1
2222	последовательности которая	1	1
2223	на несколько	1	1
2224	разграничение этих	1	1
2225	я должен	1	1
2226	взятое в	1	1
2227	ставит себя	2	1
2228	со всех	1	1
2229	качестве специфического	1	1
2230	не дал	1	1
2231	в борьбу	1	1
2232	наш анализ	1	1
2233	людей как	1	1
2234	произведения составляет	2	1
2235	самого автора	1	1
2236	имело бы	1	1
2237	полноту его	1	1
2238	письма и	1	1
2239	литературных произведений	1	1
2240	силы в	1	1
2241	вопроса и	1	1
2242	в сновидениях	1	1
2243	задачи как	1	1
2244	конструктивную роль	1	1
2245	смысла который	1	1
2246	слов его	1	1
2247	и легко	1	1
2248	отдавая предпочтение	1	1
2249	волосы и	1	1
2250	непосредственного отношения	1	1
2251	образом не	3	1
2252	известной степени	1	1
2253	между людьми	1	1
2254	и делается	1	1
2255	соответствии с	3	1
2256	темы в	1	1
2257	во внешней	1	1
2258	она возникает	1	1
2259	восприятия как	2	1
2260	состав которых	1	1
2261	они оказываются	1	1
2262	на улице	1	1
2263	смешивать с	1	1
2264	того с	1	1
2265	к миру	1	1
2266	л толстой	1	1
2267	здесь и	1	1
2268	свою силу	1	1
2269	время была	1	1
2270	видел в	1	1
2271	включая в	1	1
2272	помимо двух	1	1
2273	быть распространено	1	1
2274	возвращает его	1	1
2275	людей не	1	1
2276	входящее в	1	1
2277	драме но	1	1
2278	равно и	1	1
2279	вокруг него	1	1
2280	ему в	3	1
2281	бы оказаться	1	1
2282	на дорогу	2	1
2283	подобно всем	1	1
2284	в коем	2	1
2285	ни с	5	1
2286	в т	2	1
2287	свидетельствует о	4	1
2288	они суть	1	1
2289	своих читателей	1	1
2290	второй половине	1	1
2291	том числе	3	1
2292	с анализом	2	1
2293	с фабулой	1	1
2294	позднейшую рационализацию	1	1
2295	казака а	1	1
2296	произведения мы	1	1
2297	в-третьих эта	1	1
2298	этим именем	1	1
2299	подробная характеристика	1	1
2300	все той	2	1
2301	диалог в	2	1
2302	этого разговора	1	1
2303	представляется совершенно	1	1
2304	не принимает	1	1
2305	непосредственно в	1	1
2306	затем и	1	1
2307	себе может	1	1
2308	является таким	1	1
2309	и представления	1	1
2310	как утверждает	1	1
2311	существует как	1	1
2312	самые разнообразные	1	1
2313	эстетики а	1	1
2314	составляют основу	1	1
2315	в глубине	2	1
2316	виду что	1	1
2317	он видел	1	1
2318	сокровенный смысл	1	1
2319	литературные произведения	1	1
2320	правило не	2	1
2321	поведения и	1	1
2322	искусства представляет	1	1
2323	и следовало	1	1
2324	несколько ином	1	1
2325	в реальности	1	1
2326	главы и	1	1
2327	мира и	1	1
2328	его текст	1	1
2329	в новом	2	1
2330	представляется несколько	1	1
2331	войти в	1	1
2332	мысль об	1	1
2333	работы этот	1	1
2334	человеческую с	1	1
2335	то можно	1	1
2336	ему как	1	1
2337	при изучении	2	1
2338	за его	1	1
2339	скучно и	2	1
2340	зная что	1	1
2341	составляет часть	1	1
2342	выражение и	1	1
2343	процессы его	1	1
2344	не говоря	2	1
2345	сюжета в	1	1
2346	сама природа	1	1
2347	личности в	4	1
2348	какой это	1	1
2349	и композиционного	1	1
2350	и субъект	1	1
2351	смысл мы	1	1
2352	из ложной	1	1
2353	дробится на	1	1
2354	не решает	2	1
2355	в каких-то	1	1
2356	т.п и	1	1
2357	пошел к	1	1
2358	а от	1	1
2359	тоже самое	1	1
2360	однако если	1	1
2361	как может	1	1
2362	автора есть	1	1
2363	во второй	3	1
2364	о границах	1	1
2365	характерно для	1	1
2366	каждого такого	1	1
2367	частности в	2	1
2368	и рассуждения	1	1
2369	целого в	5	1
2370	только такие	1	1
2371	явлений в	1	1
2372	способа представления	1	1
2373	столкновения двух	1	1
2374	которую я	1	1
2375	исторической поэтики	2	1
2376	произведения к	1	1
2377	чем является	1	1
2378	к понятию	2	1
2379	слова если	1	1
2380	по той	1	1
2381	типичности и	1	1
2382	со своими	1	1
2383	именно та	1	1
2384	нас самих	2	1
2385	в театре	1	1
2386	он оказывается	1	1
2387	произошло на	1	1
2388	им для	1	1
2389	суждения о	1	1
2390	глазами и	1	1
2391	определить как	1	1
2392	общественной и	1	1
2393	если на	1	1
2394	когда наконец	1	1
2395	смысла но	4	1
2396	смысл что	1	1
2397	в лице	1	1
2398	на войне	1	1
2399	и сказать	1	1
2400	это отнюдь	1	1
2401	момент его	1	1
