N	2gram	Tiupa_Vved	Problemy
1302	усматривает в	1	1
1303	она принципиально	1	1
1304	приходится признать	1	1
1305	с сюжетной	1	1
1306	или иного	1	1
1307	границу между	1	1
1308	до начала	2	1
1309	случае это	4	1
1310	в сюжете	1	1
1311	бы я	1	1
1312	каждого из	2	1
1313	действительной жизни	1	1
1314	до его	1	1
1315	сливаются в	2	1
1316	принципиальная особенность	3	1
1317	к автору	1	1
1318	видим и	1	1
1319	любви и	2	1
1320	события но	2	1
1321	ведет к	2	1
1322	на жизнь	1	1
1323	нет а	1	1
1324	слова это	1	1
1325	совершается но	1	1
1326	в частности	19	1
1327	бывает и	1	1
1328	в последующих	1	1
1329	она к	1	1
1330	к иному	1	1
1331	как одна	1	1
1332	приближается к	1	1
1333	ходит по	1	1
1334	характера а	1	1
1335	них в	1	1
1336	если в	3	1
1337	к одной	2	1
1338	будто он	1	1
1339	не поглощает	1	1
1340	как объекта	1	1
1341	живет в	1	1
1342	из таких	1	1
1343	оно было	1	1
1344	непосредственно но	1	1
1345	сложное и	1	1
1346	и другим	1	1
1347	он на	1	1
1348	первых двух	3	1
1349	можно представить	1	1
1350	старца зосимы	1	1
1351	лишь из	1	1
1352	к читателю	2	1
1353	оттого что	2	1
1354	только внешне	2	1
1355	развернуть в	1	1
1356	и вновь	3	1
1357	власти и	1	1
1358	связанная с	1	1
1359	и строго	1	1
1360	очень легко	1	1
1361	устранить из	1	1
1362	должен был	2	1
1363	которому принадлежит	1	1
1364	этого процесса	1	1
1365	в повествовательном	1	1
1366	ориентировано на	1	1
1367	высказывания в	1	1
1368	оказывается в	3	1
1369	также может	1	1
1370	ни о	2	1
1371	целого но	1	1
1372	наблюдений над	1	1
1373	своей стороны	1	1
1374	заключается в	2	1
1375	миром и	1	1
1376	себя с	1	1
1377	но вот	1	1
1378	встречаются и	1	1
1379	за голову	1	1
1380	а само	1	1
1381	и рождается	1	1
1382	с женой	1	1
1383	и лишает	1	1
1384	это такая	1	1
1385	можно назвать	2	1
1386	эти сознания	1	1
1387	за свое	1	1
1388	к которым	1	1
1389	и соответственно	4	1
1390	что могло	1	1
1391	его сознании	2	1
1392	для каждого	1	1
1393	здесь автор	1	1
1394	которые могут	2	1
1395	же остается	1	1
1396	произведение в	2	1
1397	и функций	1	1
1398	о котором	5	1
1399	бы иначе	1	1
1400	сравнению с	1	1
1401	именно поэтому	1	1
1402	не до	3	1
1403	характерна для	1	1
1404	в те	1	1
1405	со стороны	15	1
1406	далек от	1	1
1407	речью героя	1	1
1408	в известном	1	1
1409	эта последняя	1	1
1410	в следующей	2	1
1411	соприкосновения разных	1	1
1412	для читателя	1	1
1413	служат лишь	1	1
1414	своем собственном	1	1
1415	является один	1	1
1416	он мог	1	1
1417	жизни является	1	1
1418	первого и	3	1
1419	сам я	1	1
1420	только одно	1	1
1421	дальнейшее развитие	1	1
1422	нет ничего	2	1
1423	показалось что	2	1
1424	и смысловая	1	1
1425	в прозе	1	1
1426	что мы	2	1
1427	и двусмысленный	1	1
1428	становится одним	2	1
1429	всеми остальными	1	1
1430	их первой	1	1
1431	относится к	1	1
1432	на основе	2	1
1433	во мне	1	1
1434	это только	3	1
1435	том как	4	1
1436	в отдельности	1	1
1437	которое не	2	1
1438	проверке на	1	1
1439	не должны	1	1
1440	их жизнь	1	1
1441	могу и	1	1
1442	она тем	1	1
1443	прямой речи	1	1
1444	и теперь	1	1
1445	вся ее	1	1
1446	для нее	1	1
1447	взаимно исключающих	1	1
1448	высказывания поэтому	1	1
1449	для меня	1	1
1450	в итоге	4	1
1451	явления но	1	1
1452	но о	2	1
1453	первом и	1	1
1454	своей работе	1	1
1455	с первой	1	1
1456	и наиболее	1	1
1457	внимания на	1	1
1458	с автором	1	1
1459	тому или	2	1
1460	истории и	1	1
1461	и иных	1	1
1462	рассказ с	1	1
1463	миру а	1	1
1464	в совершенно	1	1
1465	xix столетия	3	1
1466	тогда как	16	1
1467	перед глазами	1	1
1468	входящая в	1	1
1469	стороны эта	1	1
1470	чем с	1	1
1471	материале и	1	1
1472	не совсем	1	1
1473	в данной	2	1
1474	событий в	2	1
1475	а рассказ	1	1
1476	мысль героя	1	1
1477	принадлежит к	3	1
1478	она неизбежно	1	1
1479	то она	1	1
1480	рассказа все	1	1
1481	in der	1	1
1482	сформулировать так	1	1
1483	но если	1	1
1484	взаимодействие и	1	1
1485	не имел	1	1
1486	остается за	1	1
1487	субъективную значимость	1	1
1488	это сделать	1	1
1489	и после	2	1
1490	рассказчика в	1	1
1491	в классической	1	1
1492	возвращает его	1	1
1493	и готовность	1	1
1494	они были	1	1
1495	обратиться к	2	1
1496	более глубокий	1	1
1497	бывает в	2	1
1498	что автор	1	1
1499	рассматривать в	1	1
1500	без которого	1	1
1501	одних и	1	1
1502	я чем	1	1
1503	или просто	1	1
1504	прорыв в	1	1
1505	находятся в	1	1
1506	в более	1	1
1507	и всякий	1	1
1508	что ему	1	1
1509	общения в	1	1
1510	ему в	2	1
1511	после которого	1	1
1512	степени в	1	1
1513	и судия	2	1
1514	автору и	1	1
1515	ни с	2	1
1516	рассказ или	1	1
1517	и было	1	1
1518	о человеке	1	1
1519	как у	3	1
1520	зависит от	3	1
1521	действительно является	1	1
1522	том числе	1	1
1523	внешне но	2	1
1524	в окружающем	1	1
1525	мы имеем	8	1
1526	образ и	1	1
1527	разных сознаний	1	1
1528	бы на	1	1
1529	же их	1	1
1530	участия в	6	1
1531	сознания это	1	1
1532	в вечности	1	1
1533	этом он	1	1
1534	деле не	1	1
1535	а предмет	1	1
1536	рассказе и	1	1
1537	не слияние	1	1
1538	собственном мире	1	1
1539	указание на	1	1
1540	и позицией	1	1
1541	обычное у	1	1
1542	их уже	1	1
1543	иначе обстоит	1	1
1544	это именно	1	1
1545	сходятся в	1	1
1546	таком случае	1	1
1547	первом плане	1	1
1548	видим не	1	1
1549	в третьей	1	1
1550	даже самая	1	1
1551	речь но	1	1
1552	хотя как	1	1
1553	как позицию	1	1
1554	сознаний которая	1	1
1555	героев как	1	1
1556	своей сюжетной	1	1
1557	а о	1	1
1558	взаимодействия и	1	1
1559	и более	5	1
1560	или иначе	2	1
1561	и провоцируя	1	1
1562	этого произведения	1	1
1563	к наиболее	2	1
1564	что будет	1	1
1565	его собственную	1	1
1566	несет в	4	1
1567	и которая	1	1
1568	единой и	1	1
1569	слова все	1	1
1570	очень много	1	1
1571	мира эти	1	1
1572	бы эти	1	1
1573	мира а	2	1
1574	участие в	1	1
1575	за выбор	1	1
1576	говорят о	2	1
1577	дистанцию между	1	1
1578	противном случае	2	1
1579	автору в	1	1
1580	ли не	2	1
1581	со своей	4	1
1582	сразу же	1	1
1583	в событие	1	1
1584	отказавшись от	1	1
1585	в новом	1	1
1586	именно эта	2	1
1587	что находится	1	1
1588	и оно	2	1
1589	все слова	1	1
1590	с голосом	1	1
1591	вследствие этой	2	1
1592	вследствие чего	1	1
1593	потенций к	1	1
1594	путь к	1	1
1595	говорящим как	1	1
1596	симпатии к	1	1
1597	тем более	3	1
1598	не хочется	1	1
1599	оставался один	1	1
1600	или ином	1	1
1601	как формы	1	1
1602	чужой воли	1	1
1603	как средство	1	1
1604	а на	4	1
1605	ко мне	1	1
1606	человека к	1	1
1607	сказать и	1	1
1608	принципиальное значение	1	1
1609	полной мере	1	1
1610	на всем	1	1
1611	мертвых душ	4	1
1612	в особые	1	1
1613	в полной	1	1
1614	можно ответить	1	1
1615	к их	1	1
1616	оно в	1	1
1617	правда о	1	1
1618	в разных	2	1
1619	которая может	3	1
1620	является и	1	1
1621	с первым	1	1
1622	так называемой	2	1
1623	не остаются	1	1
1624	никаких существенных	1	1
1625	различные положения	2	1
1626	как уже	1	1
1627	этом мире	1	1
1628	подошла к	1	1
1629	плачут и	2	1
1630	здесь совершенно	1	1
1631	другим человеком	1	1
1632	обстоит дело	1	1
1633	его объект	2	1
1634	десять лет	3	1
1635	за три	1	1
1636	на другое	1	1
1637	в искусстве	1	1
1638	в несколько	1	1
1639	может принадлежать	1	1
1640	всей истории	1	1
1641	в эпилоге	1	1
1642	не существовало	1	1
1643	всеми этими	1	1
1644	толстой например	1	1
1645	сознанию самого	1	1
1646	тех же	2	1
1647	к области	1	1
1648	не видим	1	1
1649	существа в	1	1
1650	заключает в	4	1
1651	у кого	1	1
1652	сосредоточиться на	1	1
1653	в зеркало	1	1
1654	слова вполне	1	1
1655	и глубину	1	1
1656	свобода и	1	1
1657	с установкой	2	1
1658	свое значение	1	1
1659	с кем	1	1
1660	оказывается здесь	1	1
1661	при всем	1	1
1662	достигается не	1	1
1663	когда ее	1	1
1664	оно лишено	1	1
1665	рассказа о	2	1
1666	рассказа но	1	1
1667	не хотел	1	1
1668	числе и	1	1
1669	же на	1	1
1670	человеческих отношений	2	1
1671	мир но	1	1
1672	одного дня	3	1
1673	которой можно	1	1
1674	в литературном	1	1
1675	впечатление которое	1	1
1676	где на	1	1
1677	мы бы	1	1
1678	и нами	1	1
1679	роман а	1	1
1680	своего голоса	1	1
1681	него были	1	1
1682	завершающего слова	1	1
1683	герою но	1	1
1684	смысловое единство	1	1
1685	дня и	1	1
1686	может показаться	1	1
1687	оно живет	1	1
1688	место в	2	1
1689	них как	2	1
1690	косвенной речи	1	1
1691	личный опыт	1	1
1692	детей не	1	1
1693	является непосредственным	1	1
1694	непосредственно как	1	1
1695	или ближе	1	1
1696	происходит в	1	1
1697	что до	2	1
1698	о своих	1	1
1699	согласно его	1	1
1700	и неожиданно	1	1
1701	в области	5	1
1702	быть только	2	1
1703	в бытии	3	1
1704	ли в	1	1
1705	на своих	1	1
1706	развернут в	1	1
1707	все для	1	1
1708	событий и	2	1
1709	своей индивидуальности	1	1
1710	его внутреннее	1	1
1711	как ему	1	1
1712	другого сознания	3	1
1713	ориентирована на	1	1
1714	именно это	1	1
1715	особенно у	1	1
1716	в известной	1	1
1717	говорит не	1	1
1718	совершается в	1	1
1719	степени и	1	1
1720	все было	2	1
1721	становится событием	1	1
1722	котором он	2	1
