N	2gram	Potebnia_M	slovoVRo
1313	самый предмет	2	1
1314	а остаются	1	1
1315	которою оно	1	1
1316	оно только	1	1
1317	но с	3	1
1318	а к	1	1
1319	и притом	6	1
1320	языка должна	1	1
1321	бы для	2	1
1322	говорим о	1	1
1323	в разные	2	1
1324	не о	1	1
1325	в слиянии	1	1
1326	что к	2	1
1327	все ее	2	1
1328	этого движения	1	1
1329	нем самом	6	1
1330	прежде чем	4	1
1331	и говорит	1	1
1332	что его	2	1
1333	раскрывается в	1	1
1334	их влияния	1	1
1335	которое в	1	1
1336	предложения или	1	1
1337	исчерпывают и	1	1
1338	их например	2	1
1339	с теми	2	1
1340	бы до	1	1
1341	из пределов	1	1
1342	начале развития	1	1
1343	этом что	1	1
1344	развития как	1	1
1345	слова всегда	1	1
1346	собственное слово	1	1
1347	совсем иное	1	1
1348	он говорит	1	1
1349	когда говорящий	1	1
1350	хотя все	1	1
1351	при известном	1	1
1352	этого развития	2	1
1353	мнения о	2	1
1354	приближается к	2	1
1355	человека она	1	1
1356	по-видимому равно	1	1
1357	ней не	1	1
1358	или же	7	1
1359	духу и	1	1
1360	к самому	1	1
1361	подобно тому	7	1
1362	нас к	1	1
1363	и прежде	1	1
1364	от слова	4	1
1365	языка конечно	1	1
1366	слова причем	1	1
1367	и того	6	1
1368	этой цели	3	1
1369	им и	1	1
1370	может только	1	1
1371	есть именно	1	1
1372	поэтому его	1	1
1373	и произведения	1	1
1374	всем своем	1	1
1375	звукового образа	1	1
1376	между прочим	5	1
1377	в мире	3	1
1378	одном из	3	1
1379	и психологии	1	1
1380	они служат	2	1
1381	стремление к	3	1
1382	для изображения	1	1
1383	становится одним	1	1
1384	противном случае	3	1
1385	и характер	1	1
1386	сделать его	2	1
1387	как ее	1	1
1388	оно оставаясь	1	1
1389	не меньшее	1	1
1390	каждое поколение	2	1
1391	образа что	1	1
1392	один и	1	1
1393	иначе чем	2	1
1394	должно было	1	1
1395	его жизни	1	1
1396	как не	4	1
1397	утверждения что	2	1
1398	бы мы	1	1
1399	нужно еще	1	1
1400	так язык	2	1
1401	этом как	1	1
1402	себе все	1	1
1403	такое значение	1	1
1404	себе и	2	1
1405	людьми и	2	1
1406	был не	1	1
1407	сказать несколько	1	1
1408	о предмете	3	1
1409	находя в	1	1
1410	которые с	1	1
1411	и развития	2	1
1412	должен искать	1	1
1413	и таким	1	1
1414	перейти к	3	1
1415	на другом	2	1
1416	под влиянием	10	1
1417	это так	1	1
1418	и понимание	3	1
1419	и отдельные	2	1
1420	не изображения	1	1
1421	этом с	1	1
1422	все логические	1	1
1423	связаны с	1	1
1424	предмете в	1	1
1425	бы в	6	1
1426	словом или	2	1
1427	но его	1	1
1428	чувствует себя	1	1
1429	ко всему	1	1
1430	себе самом	1	1
1431	поэтическое произведение	1	1
1432	языком может	1	1
1433	том случае	1	1
1434	что такое	3	1
1435	их не	2	1
1436	всех языков	4	1
1437	из глубины	2	1
1438	лица и	2	1
1439	языке с	1	1
1440	оба эти	2	1
1441	выйти за	1	1
1442	системе и	1	1
1443	тем более	2	1
1444	по которому	2	1
1445	бы так	1	1
1446	к отдельным	1	1
1447	на задний	1	1
1448	но между	1	1
1449	случае и	1	1
1450	для выражения	1	1
1451	мысль и	1	1
1452	случае если	1	1
1453	ко всем	4	1
1454	в наше	1	1
1455	самый процесс	2	1
1456	к духу	4	1
1457	все остальные	9	1
1458	с новыми	1	1
1459	все состояние	1	1
1460	форм а	1	1
1461	и остаются	1	1
1462	определяет все	1	1
1463	не дает	2	1
1464	жить как	1	1
1465	от самого	1	1
1466	есть чисто	1	1
1467	на последующее	1	1
1468	здесь только	1	1
1469	совсем не	1	1
1470	тому как	8	1
1471	но всегда	3	1
1472	языке от	1	1
1473	сливается в	1	1
1474	к новым	2	1
1475	его во	1	1
1476	сказанного можно	1	1
1477	следовательно два	1	1
1478	близкий к	1	1
1479	на самый	1	1
1480	его внутренней	1	1
1481	явления в	2	1
1482	чем например	1	1
1483	мы должны	4	1
1484	и самостоятельность	1	1
1485	и обособление	2	1
1486	быть сведены	1	1
1487	когда он	1	1
1488	не находит	2	1
1489	как объект	2	1
1490	в изменении	1	1
1491	всеми этими	1	1
1492	в известных	1	1
1493	если же	5	1
1494	должны быть	11	1
1495	другим и	3	1
1496	единства в	1	1
1497	себе на	1	1
1498	но даже	2	1
1499	и понимающий	1	1
1500	всего его	1	1
1501	не уменьшается	1	1
1502	тех же	1	1
1503	в применении	3	1
1504	недостаточно одного	1	1
1505	и тот	1	1
1506	определенным образом	1	1
1507	отношений между	5	1
1508	когда оно	1	1
1509	проходит в	1	1
1510	который мы	2	1
1511	зрения так	1	1
1512	еще в	1	1
1513	в нас	10	1
1514	до появления	1	1
1515	как явление	1	1
1516	тем самым	6	1
1517	проникнуть в	1	1
1518	этого образа	1	1
1519	слово из	1	1
1520	предмете и	1	1
1521	из общего	1	1
1522	на смерть	1	1
1523	и всякая	1	1
1524	должны были	2	1
1525	в которое	1	1
1526	то ни	3	1
1527	и веселый	1	1
1528	одни из	1	1
1529	эту степень	1	1
1530	которого в	1	1
1531	материал как	1	1
1532	и действует	1	1
1533	при известных	3	1
1534	могла бы	5	1
1535	на это	2	1
1536	и особенности	1	1
1537	но теперь	1	1
1538	иначе в	1	1
1539	и время	1	1
1540	есть предмет	1	1
1541	смысл слова	1	1
1542	заставляет нас	2	1
1543	остаются вне	2	1
1544	и разнообразнее	1	1
1545	в образ	2	1
1546	и историческое	1	1
1547	оно должно	5	1
1548	на их	2	1
1549	содержанием и	1	1
1550	слова из	1	1
1551	до сознания	3	1
1552	и сразу	1	1
1553	но есть	1	1
1554	особенностей и	1	1
1555	не исчерпывают	1	1
1556	бы он	1	1
1557	дальше и	1	1
1558	дух в	1	1
1559	этом и	1	1
1560	что может	1	1
1561	мысль в	2	1
1562	выведены из	2	1
1563	с чем	1	1
1564	своих произведений	1	1
1565	не замечать	2	1
1566	в первой	1	1
1567	есть его	1	1
1568	есть образ	1	1
1569	здесь для	1	1
1570	весь язык	1	1
1571	в общем	1	1
1572	к высшему	1	1
1573	себе ни	1	1
1574	пределы его	1	1
1575	более сложных	1	1
1576	мы слышим	1	1
1577	имеет существенное	1	1
1578	они могли	2	1
1579	его к	3	1
1580	их на	1	1
1581	одном языке	1	1
1582	языка совершенно	1	1
1583	на который	1	1
1584	людей как	1	1
1585	все более	3	1
1586	себе еще	1	1
1587	она построена	1	1
1588	человек не	2	1
1589	если на	1	1
1590	исторической и	1	1
1591	или при	1	1
1592	которым он	1	1
1593	ни был	2	1
1594	его природа	1	1
1595	мы представили	1	1
1596	таким же	3	1
1597	далеких от	1	1
1598	на логическую	1	1
1599	чтобы не	3	1
1600	которой мы	3	1
1601	себе а	1	1
1602	другие и	1	1
1603	и совершенно	2	1
1604	или точнее	1	1
1605	в лице	1	1
1606	само по	6	1
1607	язык от	1	1
1608	таких же	4	1
1609	в пространстве	1	1
1610	жизнью и	1	1
1611	мы до	1	1
1612	сведены к	1	1
1613	в каком	7	1
1614	превращаются в	1	1
1615	непосредственное выражение	1	1
1616	как общее	1	1
1617	должны сказать	1	1
