N	2gram	Nazirov_Tv	Analitik
1301	из фигур	1	1
1302	князя с	3	1
1303	с образами	1	1
1304	есть бог	1	1
1305	в работе	1	1
1306	совсем не	1	1
1307	нет оно	1	1
1308	с какой	1	1
1309	эти слова	3	1
1310	говорит ему	1	1
1311	из окна	1	1
1312	на чем	1	1
1313	именно потому	1	1
1314	мы обнаруживаем	1	1
1315	отвлеченный характер	1	1
1316	если же	1	1
1317	за ними	1	1
1318	честное слово	1	1
1319	при такой	1	1
1320	и роман	1	1
1321	признание в	2	1
1322	но только	3	1
1323	себя на	1	1
1324	лишь один	1	1
1325	бы уже	1	1
1326	и трансформируется	1	1
1327	в современной	2	1
1328	особого внимания	1	1
1329	сознания героя	1	1
1330	из нас	1	1
1331	в историческом	1	1
1332	в нее	1	1
1333	эстетическую ценность	1	1
1334	читателя что	1	1
1335	искупительной жертвы	1	1
1336	как один	1	1
1337	литературы и	1	1
1338	должны были	1	1
1339	с удовольствием	1	1
1340	читателю и	1	1
1341	она была	1	1
1342	в подлинно	1	1
1343	и несколько	1	1
1344	к языку	1	1
1345	сведена к	1	1
1346	имеет тот	1	1
1347	я это	1	1
1348	из нее	1	1
1349	в гости	1	1
1350	нельзя не	1	1
1351	но вполне	2	1
1352	человеческих отношений	3	1
1353	на словах	1	1
1354	а живое	1	1
1355	что для	3	1
1356	два года	1	1
1357	трансформируется в	1	1
1358	онегина и	1	1
1359	его личности	1	1
1360	искусства но	1	1
1361	в новый	1	1
1362	сюжетная линия	1	1
1363	сыновей и	1	1
1364	одновременно в	1	1
1365	так уж	1	1
1366	читателя он	1	1
1367	в синтаксисе	1	1
1368	даже если	2	1
1369	претендующего на	1	1
1370	с которым	2	1
1371	графа в	1	1
1372	особое внимание	1	1
1373	уйти в	2	1
1374	мотива в	1	1
1375	за год	1	1
1376	концепции человека	3	1
1377	к сюжету	1	1
1378	время он	2	1
1379	автора как	1	1
1380	от неминуемой	1	1
1381	было положено	1	1
1382	с с	1	1
1383	мне показалось	1	1
1384	завершается эта	1	1
1385	до абсурда	1	1
1386	а главное	1	1
1387	нет не	2	1
1388	центральное место	1	1
1389	каждого из	1	1
1390	действующих лиц	1	1
1391	действительной жизни	4	1
1392	сливаются в	1	1
1393	о внешнем	1	1
1394	же исторична	1	1
1395	что до	1	1
1396	по причине	2	1
1397	себя но	2	1
1398	можно только	1	1
1399	их мышления	1	1
1400	для многих	1	1
1401	уже на	1	1
1402	всего произведения	1	1
1403	теперь я	2	1
1404	на деле	3	1
1405	а потому	1	1
1406	человеческой личности	5	1
1407	и против	2	1
1408	личности на	1	1
1409	идет уже	1	1
1410	характерная для	1	1
1411	как одна	1	1
1412	приближается к	1	1
1413	этой проблемы	2	1
1414	не мешает	1	1
1415	жизни а	1	1
1416	в основном	9	1
1417	и личной	1	1
1418	и вследствие	2	1
1419	он только	1	1
1420	его с	1	1
1421	живет в	3	1
1422	глядя на	1	1
1423	и складывается	1	1
1424	на ивана	1	1
1425	творцом и	1	1
1426	это весьма	1	1
1427	с каким-то	1	1
1428	я никогда	1	1
1429	меня в	2	1
1430	это уже	7	1
1431	должны иметь	1	1
1432	здесь он	1	1
1433	в действии	2	1
1434	в область	4	1
1435	с ума	1	1
1436	этот принцип	2	1
1437	в живых	1	1
1438	к выводу	1	1
1439	вечере на	1	1
1440	для них	2	1
1441	и делает	1	1
1442	будет иметь	1	1
1443	не признает	1	1
1444	и вновь	1	1
1445	и вполне	1	1
1446	он лишь	1	1
1447	за это	1	1
1448	не на	1	1
1449	бахтина о	2	1
1450	что всегда	1	1
1451	таково же	1	1
1452	ли с	2	1
1453	мы понимаем	2	1
1454	даже у	1	1
1455	с ней	1	1
1456	их и	1	1
1457	известной книге	2	1
1458	читательское впечатление	1	1
1459	резко отличается	1	1
1460	себя с	1	1
1461	и гибели	2	1
1462	не противоречит	2	1
1463	за волосы	1	1
1464	развития в	2	1
1465	обращается к	1	1
1466	уже говорили	2	1
1467	и будет	2	1
1468	читательского восприятия	1	1
1469	действия то	1	1
1470	ту или	1	1
1471	к которым	1	1
1472	присутствует в	1	1
1473	сути дела	5	1
1474	сознаний как	1	1
1475	ни даже	1	1
1476	в в	2	1
1477	жизнь на	2	1
1478	вряд ли	2	1
1479	от любого	1	1
1480	является одновременно	1	1
1481	в которых	3	1
1482	человека однако	1	1
1483	говорили о	2	1
1484	том как	1	1
1485	которая сама	1	1
1486	которого не	2	1
1487	к человеку	3	1
1488	нет в	1	1
1489	что вообще	1	1
1490	ужаса и	1	1
1491	выступает как	1	1
1492	года и	4	1
1493	не слишком	1	1
1494	и всей	1	1
1495	в любой	1	1
1496	он выступает	1	1
1497	своего достоинства	1	1
1498	сюжетное движение	1	1
1499	художественный образ	1	1
1500	с человеком	1	1
1501	романа то	1	1
1502	ни на	3	1
1503	нет никакой	1	1
1504	этот день	1	1
1505	один ряд	1	1
1506	или иное	1	1
1507	возможно в	1	1
1508	в прозе	1	1
1509	не умел	2	1
1510	возможно не	1	1
1511	цели не	1	1
1512	а если	1	1
1513	я должен	1	1
1514	вообще оказывается	1	1
1515	сливается с	4	1
1516	в последней	1	1
1517	парадоксальным образом	1	1
1518	видим что	1	1
1519	писателя на	1	1
1520	читать и	1	1
1521	оба эти	1	1
1522	герой его	1	1
1523	на той	1	1
1524	и между	1	1
1525	но затем	1	1
1526	на том	2	1
1527	это все	2	1
1528	сердце его	1	1
1529	рассказа о	1	1
1530	с а	1	1
1531	а может	2	1
1532	тезис о	1	1
1533	в современном	5	1
1534	верно указывает	1	1
1535	слова и	1	1
1536	и уже	1	1
1537	столько к	1	1
1538	всего на	1	1
1539	для меня	1	1
1540	то все	2	1
1541	совпадают с	1	1
1542	божественной комедии	1	1
1543	в сне	2	1
1544	лизы и	1	1
1545	отношении к	2	1
1546	предметом анализа	1	1
1547	как достоевский	2	1
1548	нимало не	1	1
1549	главным героем	1	1
1550	которого у	1	1
1551	рода на	1	1
1552	ту эпоху	2	1
1553	является все	1	1
1554	целый ряд	1	1
1555	симпатию к	1	1
1556	в сновидениях	1	1
1557	случае с	1	1
1558	мая года	1	1
1559	не смешон	1	1
1560	в истории	2	1
1561	на известие	1	1
1562	это имеет	1	1
1563	почти одновременно	1	1
1564	еще один	1	1
1565	понимая под	1	1
1566	жизни на	1	1
1567	личности из	1	1
1568	через него	2	1
1569	потому и	1	1
1570	над которыми	1	1
1571	имеем в	1	1
1572	претендовать на	1	1
1573	есть его	1	1
1574	непосредственно в	1	1
1575	между людьми	3	1
1576	человек должен	1	1
1577	следит за	1	1
1578	предметных деталей	2	1
1579	переход от	2	1
1580	не совсем	1	1
1581	воли необходимое	1	1
1582	ее не	1	1
1583	событий в	2	1
1584	в сфере	2	1
1585	если мы	1	1
1586	и многих	1	1
1587	что ты	2	1
1588	вспять к	1	1
1589	строгое разграничение	1	1
1590	их с	1	1
1591	в образе	4	1
1592	за два	2	1
1593	может оказаться	1	1
1594	на улице	1	1
1595	возвращении в	1	1
1596	разве я	1	1
1597	л толстой	1	1
1598	говоря не	1	1
1599	под сомнение	2	1
1600	к переживанию	1	1
1601	сюжета о	1	1
1602	не одну	1	1
1603	на этих	2	1
1604	оба они	1	1
1605	друг друга	2	1
1606	это произведение	1	1
1607	участия в	1	1
1608	то или	1	1
1609	в классической	1	1
1610	это случилось	1	1
1611	точку зрения	1	1
1612	иногда в	1	1
1613	рассчитан на	1	1
1614	д и	1	1
1615	свободой и	1	1
1616	графа его	1	1
1617	человека но	3	1
1618	меня не	2	1
1619	из этой	3	1
1620	этого героя	1	1
1621	не выдерживает	1	1
1622	с героиней	1	1
1623	эпизод не	1	1
1624	этого пушкинского	1	1
1625	рассматривать в	3	1
1626	по мнению	4	1
1627	связан с	4	1
1628	в любви	3	1
1629	проникает в	2	1
1630	каждой человеческой	2	1
1631	небытию в	1	1
1632	но на	1	1
1633	в более	1	1
1634	менее чем	1	1
1635	дойти до	1	1
1636	что оно	2	1
1637	и всякий	2	1
1638	вокруг него	1	1
1639	в творческую	1	1
1640	видим как	1	1
1641	на трех	1	1
1642	самому автору	1	1
1643	не во	2	1
1644	на тех	1	1
1645	полного раскрытия	1	1
1646	сам он	1	1
1647	нередко встречается	1	1
1648	за которую	1	1
1649	мне не	1	1
1650	и уж	1	1
1651	поскольку герой	1	1
1652	выступают как	1	1
1653	опыта к	1	1
1654	романа но	1	1
1655	одна и	1	1
1656	автора этой	1	1
1657	и милостиво	1	1
1658	естественно что	1	1
1659	весьма затруднительно	1	1
1660	и сознание	1	1
1661	с фабулой	1	1
1662	границы этого	1	1
1663	части романа	2	1
1664	построения текста	1	1
1665	спальню и	1	1
1666	не значит	2	1
1667	от людей	2	1
1668	нее как	1	1
1669	рассказе и	1	1
1670	романе достоевского	5	1
1671	и тут	2	1
1672	то мы	1	1
1673	слова говорящий	1	1
1674	о великой	1	1
1675	м лотман	4	1
1676	о герое	1	1
1677	чем он	1	1
1678	неоднократно отмечалось	1	1
1679	что каждый	1	1
1680	в сюжет	1	1
1681	в повести	5	1
1682	за которой	1	1
1683	человека этот	1	1
1684	при виде	1	1
1685	и некоторых	1	1
1686	материал для	1	1
1687	перед читателем	1	1
1688	отказаться от	4	1
1689	содержание в	1	1
1690	свободы воли	2	1
1691	и внутренних	1	1
1692	не обладает	1	1
1693	более крупные	1	1
1694	и личности	1	1
1695	и берет	1	1
1696	первым и	1	1
1697	за этим	1	1
1698	к печати	1	1
1699	было в	2	1
1700	и развитие	1	1
1701	в будущее	1	1
1702	места в	1	1
1703	и диалога	1	1
1704	виду что	1	1
1705	и другое	1	1
1706	частности с	1	1
1707	литературного процесса	1	1
1708	не могли	2	1
1709	за свою	1	1
1710	лице его	1	1
1711	роднит их	1	1
1712	и давно	1	1
1713	его поступки	1	1
1714	этот жест	1	1
1715	участие в	1	1
1716	в уме	1	1
1717	мечты в	2	1
1718	как она	2	1
1719	сам является	1	1
1720	по смыслу	1	1
1721	виде в	1	1
1722	но по	1	1
1723	анекдот в	1	1
1724	почти до	1	1
1725	является не	1	1
1726	что ж	1	1
1727	в реальности	1	1
1728	заметил что	1	1
1729	л с	1	1
1730	весьма существенным	1	1
1731	и высшей	2	1
1732	рассказчиком и	1	1
1733	смерти в	2	1
1734	событий за	1	1
1735	рассказанная в	1	1
1736	сразу же	1	1
1737	этой борьбе	1	1
1738	вспомнить о	1	1
1739	эпизод в	1	1
1740	мы находим	2	1
1741	внутренний мир	1	1
1742	на помощь	1	1
1743	к неожиданным	1	1
1744	но уже	2	1
1745	прямое высказывание	1	1
1746	идеи и	2	1
1747	своей свободы	1	1
1748	мире без	1	1
1749	для которого	1	1
1750	зависим от	1	1
1751	единство и	1	1
1752	говорит об	2	1
1753	ему как	1	1
1754	пушкина на	1	1
1755	а так	1	1
1756	ряда в	1	1
1757	это явление	1	1
1758	свобода и	1	1
1759	но его	2	1
1760	его жизненной	1	1
1761	же деле	1	1
1762	отказа от	2	1
1763	предположить что	1	1
1764	в г	1	1
1765	в мае	1	1
1766	нас и	1	1
1767	сам не	1	1
1768	и других	5	1
1769	вырождается в	1	1
1770	тут и	3	1
1771	творческий процесс	2	1
1772	xx века	3	1
1773	личности эта	1	1
1774	завершение в	1	1
1775	в предисловии	1	1
1776	у кого	1	1
1777	должен слиться	1	1
1778	она должна	1	1
1779	карамазова в	1	1
1780	с первым	1	1
1781	мог от	1	1
1782	всех на	2	1
1783	и религии	1	1
1784	житейской ситуации	1	1
1785	автора к	1	1
1786	мечтает о	1	1
1787	в комедии	2	1
1788	логику этого	1	1
1789	воспринимается как	1	1
1790	самого автора	1	1
1791	из древнейших	1	1
1792	реальной действительности	1	1
1793	трагизма и	1	1
1794	что достоевский	10	1
1795	мировой литературы	1	1
1796	ему представляется	1	1
1797	связана с	2	1
1798	в него	2	1
1799	а по	3	1
1800	но она	2	1
1801	не главного	1	1
1802	исторична как	1	1
1803	дает им	1	1
1804	но такое	1	1
1805	отношений между	2	1
1806	к анализу	1	1
1807	случае несколько	1	1
1808	его совесть	1	1
1809	чудесным образом	1	1
1810	этот факт	2	1
1811	совершенно новый	1	1
1812	веры в	1	1
1813	стороны и	1	1
1814	это первый	2	1
1815	только то	1	1
1816	с установкой	1	1
1817	у бальзака	1	1
1818	к которой	1	1
1819	с кем	1	1
1820	на всю	1	1
1821	у нее	4	1
1822	при всем	1	1
1823	оно никогда	1	1
1824	вследствие его	1	1
1825	уходит в	1	1
1826	признать что	1	1
1827	в россию	2	1
1828	это его	1	1
1829	его а	1	1
1830	задается вопросом	1	1
1831	иван петрович	1	1
1832	характер героя	1	1
1833	числе и	1	1
1834	что можно	1	1
1835	частный случай	1	1
1836	в книге	3	1
1837	к ней	3	1
1838	что если	1	1
1839	по всей	1	1
1840	со своими	2	1
1841	в большой	2	1
1842	смысл бытия	1	1
1843	свое я	4	1
1844	совершенно иного	1	1
1845	самой своей	2	1
1846	уже цитированному	1	1
1847	трех уровнях	1	1
1848	был принужден	1	1
1849	в плане	4	1
1850	действительности не	1	1
1851	возвращением к	1	1
1852	роман и	2	1
1853	в другую	1	1
1854	над его	1	1
1855	путем введения	1	1
1856	в эстетической	1	1
1857	завершающего слова	1	1
1858	всей видимости	1	1
1859	в исходной	1	1
1860	связи между	1	1
1861	дня и	2	1
1862	в композиции	1	1
1863	на краю	2	1
1864	стыда за	1	1
1865	и точно	1	1
1866	его до	1	1
1867	язык в	1	1
1868	в виде	4	1
1869	момента и	1	1
1870	рассказывает о	3	1
1871	и отношений	2	1
1872	повести три	1	1
1873	больше не	5	1
1874	с повышенной	1	1
1875	это в	3	1
1876	само собой	1	1
1877	эти два	1	1
1878	с фактами	1	1
1879	конце концов	1	1
1880	здесь они	1	1
1881	всего романа	2	1
1882	ложью не	1	1
1883	пассаж из	1	1
1884	он с	2	1
1885	в лице	4	1
1886	к богу	1	1
1887	вообще как	1	1
1888	а н	1	1
1889	а сама	1	1
1890	перед смертью	1	1
1891	а я	3	1
1892	себе а	1	1
1893	смыкается с	1	1
