N	2gram	Vinokur_Vv	Dialekti
1314	для которой	1	1
1315	прийти к	2	1
1316	ним в	1	1
1317	и иного	1	1
1318	который можно	1	1
1319	почему в	1	1
1320	философской мысли	2	1
1321	представить в	1	1
1322	и места	1	1
1323	положение что	1	1
1324	но действительность	1	1
1325	и за	1	1
1326	данной исторической	1	1
1327	что самая	1	1
1328	есть что-нибудь	1	1
1329	место для	1	1
1330	этом понятии	1	1
1331	от нашего	1	1
1332	но сами	1	1
1333	содержание этого	1	1
1334	о познании	1	1
1335	на родном	1	1
1336	что между	1	1
1337	видит в	4	1
1338	тем больше	1	1
1339	не была	1	1
1340	в конечном	3	1
1341	не получила	1	1
1342	случае гораздо	1	1
1343	не получается	1	1
1344	всех его	1	1
1345	высказать в	1	1
1346	том отношении	3	1
1347	поэзией или	1	1
1348	этим и	1	1
1349	третье что	1	1
1350	это требуется	1	1
1351	можно заниматься	1	1
1352	до тех	1	1
1353	и всего	2	1
1354	не чувственно	1	1
1355	времени как	1	1
1356	этого можно	1	1
1357	смысле и	2	1
1358	и по-видимому	1	1
1359	на долгое	1	1
1360	лишь на	1	1
1361	обстоятельство что	1	1
1362	и дух	1	1
1363	не вытекает	1	1
1364	самое и	1	1
1365	всего он	1	1
1366	чем иным	1	1
1367	воплощен в	1	1
1368	во главе	1	1
1369	именно этого	1	1
1370	нет нужды	1	1
1371	в явление	1	1
1372	так сказать	1	1
1373	такое воззрение	1	1
1374	материал который	2	1
1375	но сущность	1	1
1376	все т	1	1
1377	древней греции	2	1
1378	же касается	2	1
1379	во-вторых это	1	1
1380	природа и	1	1
1381	произведение есть	1	1
1382	ее отдельные	1	1
1383	в эту	1	1
1384	за другой	1	1
1385	во-первых с	1	1
1386	с понятием	3	1
1387	деле есть	1	1
1388	и идеей	1	1
1389	подобных случаях	1	1
1390	не иначе	2	1
1391	вопрос что	2	1
1392	чтобы его	1	1
1393	кто из	1	1
1394	этого же	1	1
1395	деятельности и	2	1
1396	большой интерес	1	1
1397	специальном смысле	1	1
1398	науки с	5	1
1399	ни при	1	1
1400	как надо	1	1
1401	выражение в	2	1
1402	реальным и	1	1
1403	нет уже	1	1
1404	совершенно несоизмеримы	1	1
1405	к слову	1	1
1406	скорее чем	1	1
1407	вся история	1	1
1408	признать его	1	1
1409	чтобы он	2	1
1410	д таким	1	1
1411	взять в	4	1
1412	совершенно с	1	1
1413	явления в	1	1
1414	языком и	1	1
1415	этих чувственных	1	1
1416	по глубине	1	1
1417	природы таким	1	1
1418	и входит	1	1
1419	надо сказать	1	1
1420	от которых	2	1
1421	и картина	1	1
1422	содержания и	1	1
1423	две области	1	1
1424	разницей что	1	1
1425	их бытие	1	1
1426	в учении	1	1
1427	научного знания	1	1
1428	что научное	2	1
1429	словом все	1	1
1430	своих отдельных	1	1
1431	выражается в	1	1
1432	наконец с	1	1
1433	глубине и	1	1
1434	того же	3	1
1435	никакого различия	2	1
1436	в историческом	1	1
1437	по вопросу	1	1
1438	и исторические	1	1
1439	литературы и	2	1
1440	полученные результаты	1	1
1441	материи в	1	1
1442	которая существует	2	1
1443	была уже	1	1
1444	в самой	1	1
1445	значение и	2	1
1446	имеет тот	1	1
1447	или меньшей	3	1
1448	для целей	1	1
1449	кто так	2	1
1450	отношении что	3	1
1451	мы называем	2	1
1452	и никогда	1	1
1453	оно имеет	1	1
1454	наукой в	2	1
1455	бытии но	1	1
1456	он встречается	1	1
1457	чрезвычайно важный	1	1
1458	зато она	1	1
1459	не входят	1	1
1460	них не	2	1
1461	ее а	1	1
1462	этих трех	1	1
1463	логическая ошибка	1	1
1464	глубине человеческой	1	1
1465	история должна	1	1
1466	существует само	1	1
1467	теми же	1	1
1468	мы помним	1	1
1469	и была	1	1
1470	другой не	1	1
1471	бы оно	1	1
1472	что сейчас	1	1
1473	те кто	2	1
1474	его к	2	1
1475	смысле на	1	1
1476	интереса тем	1	1
1477	для которых	3	1
1478	новой европы	1	1
1479	которого мы	2	1
1480	есть система	1	1
1481	можно с	1	1
1482	фантазии и	1	1
1483	в культуре	1	1
1484	имеет свою	2	1
1485	в какой-то	1	1
1486	эти процессы	1	1
1487	нее не	1	1
1488	мы видели	3	1
1489	и писателей	1	1
1490	вообще т	1	1
1491	этот взгляд	1	1
1492	было на	1	1
1493	трудно сказать	1	1
1494	есть однако	1	1
1495	самое понятие	1	1
1496	однако и	1	1
1497	одном месте	1	1
1498	каком-нибудь одном	1	1
1499	за ее	1	1
1500	на каком-нибудь	2	1
1501	явно не	1	1
1502	разной мере	1	1
1503	то обстоятельство	1	1
1504	а кроме	1	1
1505	как одна	1	1
1506	которое с	1	1
1507	самих себя	1	1
1508	заключается она	1	1
1509	уяснить себе	1	1
1510	в вопросах	1	1
1511	к одной	1	1
1512	им как	1	1
1513	в специальном	1	1
1514	этого понятия	5	1
1515	которые он	1	1
1516	в языке	2	1
1517	оно было	1	1
1518	эти отдельные	1	1
1519	и немцы	1	1
1520	эти вещи	1	1
1521	его содержание	1	1
1522	значение только	1	1
1523	непонятно почему	1	1
1524	каким он	1	1
1525	хорошо знать	2	1
1526	в наиболее	2	1
1527	истории в	2	1
1528	о которой	2	1
1529	как филолог	1	1
1530	он умеет	1	1
1531	xix в	12	1
1532	для них	2	1
1533	история того	1	1
1534	и тот	1	1
1535	интимная связь	1	1
1536	под этим	1	1
1537	нас от	1	1
1538	разумеется не	1	1
1539	вся разница	1	1
1540	знать что	1	1
1541	нам в	1	1
1542	которых и	1	1
1543	есть лишь	2	1
1544	есть тот	1	1
1545	ни та	1	1
1546	могло не	1	1
1547	существует то	1	1
1548	о сумме	1	1
1549	нет он	1	1
1550	случае дело	2	1
1551	значения и	1	1
1552	для познания	1	1
1553	это выражение	1	1
1554	теснейшим образом	1	1
1555	вообще о	1	1
1556	в одних	1	1
1557	представляли себе	1	1
1558	уже совсем	2	1
1559	возможности и	1	1
1560	отсюда ясно	1	1
1561	при более	1	1
1562	и распоряжается	1	1
1563	на эту	1	1
1564	целое как	1	1
1565	и вопрос	2	1
1566	этим в	3	1
1567	понимать ее	1	1
1568	правда не	1	1
1569	была и	1	1
1570	теории как	1	1
1571	говорим только	1	1
1572	общая идея	1	1
1573	они говорят	1	1
1574	в известном	3	1
1575	общем смысле	1	1
1576	что вообще	1	1
1577	здесь нет	4	1
1578	термины эти	1	1
1579	зависит как	1	1
1580	только слово	1	1
1581	как произведение	1	1
1582	свое время	3	1
1583	слова для	1	1
1584	речь в	4	1
1585	последних т	1	1
1586	этом пункте	1	1
1587	первом случае	2	1
1588	мог не	1	1
1589	имеет своего	1	1
1590	совершенно свободно	1	1
1591	видеть как	1	1
1592	не видеть	1	1
1593	вытекает из	1	1
1594	уже из	1	1
1595	истории человечества	1	1
1596	из системы	1	1
1597	к сказанному	1	1
1598	все меньше	1	1
1599	требует гораздо	1	1
1600	поскольку это	1	1
1601	его содержания	1	1
1602	задний план	2	1
1603	чем то	1	1
1604	мы его	1	1
1605	сверх этого	1	1
1606	бы ему	1	1
1607	в новой	1	1
1608	но теперь	1	1
1609	каждой из	6	1
1610	его нельзя	1	1
1611	культуры для	1	1
1612	народов и	2	1
1613	не могло	1	1
1614	такое вообще	1	1
1615	одна сторона	1	1
1616	как если	1	1
1617	от других	2	1
1618	на картине	1	1
1619	именно данной	1	1
1620	только тем	1	1
1621	из основных	1	1
1622	что такая	1	1
1623	тот факт	1	1
1624	действительность в	4	1
1625	которые и	1	1
1626	тогда как	2	1
1627	так он	1	1
1628	каждый из	2	1
1629	как будет	2	1
1630	нечто целое	2	1
1631	много общего	1	1
1632	известного рода	1	1
1633	в отличие	4	1
1634	англичане и	1	1
1635	он в	1	1
1636	научной или	1	1
1637	больше он	1	1
1638	ее пределами	1	1
1639	ней то	1	1
1640	которых он	1	1
1641	что способно	1	1
1642	имеет своим	1	1
1643	возможности так	1	1
1644	это ясно	1	1
1645	какой она	1	1
1646	до конца	3	1
1647	самой своей	2	1
1648	же мысли	1	1
1649	и опыта	1	1
1650	том же	2	1
1651	культура не	1	1
1652	такие которые	1	1
1653	из пределов	1	1
1654	дополнение к	1	1
1655	бы никакого	1	1
1656	выраженный смысл	1	1
1657	себя именно	1	1
1658	говорится в	1	1
1659	не видит	1	1
1660	месте в	1	1
1661	и восприятия	1	1
1662	и после	1	1
1663	сложнее чем	2	1
1664	есть т	1	1
1665	с каким	1	1
1666	сомнений в	2	1
1667	обратиться к	1	1
1668	не выдерживает	1	1
1669	всего того	3	1
1670	не такие	1	1
1671	этом случае	6	1
1672	короче говоря	1	1
1673	значение в	2	1
1674	потому принципиально	1	1
1675	ли все	1	1
1676	специфическое содержание	1	1
1677	который уже	1	1
1678	этом и	1	1
1679	на вопрос	6	1
1680	уже само	1	1
1681	что несмотря	2	1
1682	знаем это	1	1
1683	действительности в	2	1
1684	которое мы	1	1
1685	обе эти	3	1
1686	виду когда	1	1
1687	что может	3	1
1688	е все	1	1
1689	оно будет	1	1
1690	на одно	1	1
1691	в основании	3	1
1692	это особенно	1	1
1693	относительно которых	1	1
1694	что совершенно	1	1
1695	что так	1	1
1696	для данной	1	1
1697	в литературе	1	1
1698	которых каждый	1	1
1699	отсюда следует	1	1
1700	от времени	1	1
1701	видеть в	1	1
1702	д мы	1	1
1703	еще важнее	1	1
1704	что каждый	1	1
1705	когда говорил	2	1
1706	но одно	1	1
1707	например какой-нибудь	1	1
1708	все той	1	1
1709	превратиться в	1	1
1710	слова а	1	1
1711	имел в	1	1
1712	существует также	1	1
1713	д при	1	1
1714	быть вполне	1	1
1715	д словом	1	1
1716	это искусство	3	1
1717	больше в	1	1
1718	такими вопросами	1	1
1719	шла речь	4	1
1720	и совсем	1	1
1721	что к	2	1
1722	а также	3	1
1723	слова но	1	1
1724	на соответствующие	2	1
1725	который как	1	1
1726	заметным и	1	1
1727	наука для	1	1
1728	гораздо ближе	2	1
1729	спорили о	1	1
1730	все существенное	1	1
1731	что сами	1	1
1732	о жизни	1	1
1733	одном и	1	1
1734	нет надобности	3	1
1735	на тему	2	1
1736	и скорее	1	1
1737	в стороне	1	1
1738	лишь с	1	1
1739	вообще он	1	1
1740	или даже	1	1
1741	этот имеет	1	1
1742	художественных и	1	1
1743	возникает необходимость	1	1
1744	и могут	1	1
1745	е того	1	1
1746	и историей	6	1
1747	это несомненно	1	1
1748	и художественного	1	1
1749	познание или	1	1
1750	думать так	1	1
1751	это хорошо	1	1
1752	так а	1	1
1753	и развития	2	1
1754	путь к	1	1
1755	по физике	1	1
1756	целого и	2	1
1757	в законах	1	1
1758	своем существе	1	1
1759	от места	1	1
1760	но разумеется	1	1
1761	выражение и	1	1
1762	с одинаковым	1	1
1763	и основные	1	1
1764	которая как	2	1
1765	разумеется еще	1	1
1766	поскольку она	1	1
1767	на которые	1	1
1768	а к	1	1
1769	своему материалу	1	1
1770	наука о	5	1
1771	каждая из	1	1
1772	на нечто	1	1
1773	смысл мы	1	1
1774	становится все	1	1
1775	нужно только	1	1
1776	и образом	1	1
1777	такие же	1	1
1778	как иногда	1	1
1779	на задний	2	1
1780	мы выделяем	1	1
1781	например у	1	1
1782	одинаковым успехом	1	1
1783	жизни для	1	1
1784	только вообще	1	1
1785	не называли	1	1
1786	одну из	1	1
1787	пор пока	1	1
1788	и критики	1	1
1789	что всякий	1	1
1790	работы но	1	1
1791	с необходимыми	1	1
1792	же начале	1	1
1793	язык и	3	1
1794	включают в	1	1
1795	вполне ясно	1	1
1796	у того	1	1
1797	уже после	3	1
1798	что классическая	1	1
1799	бы например	1	1
1800	могли не	1	1
1801	своего носа	1	1
1802	помещенной в	1	1
1803	слова не	1	1
1804	интерес представляет	1	1
1805	опереться на	1	1
1806	при известных	1	1
1807	этот факт	1	1
1808	истории но	1	1
1809	как явление	2	1
1810	поэтому для	1	1
1811	что из	1	1
1812	принять его	1	1
1813	не касается	1	1
1814	и характере	1	1
1815	фактов не	1	1
1816	показывает как	1	1
1817	к полученному	1	1
1818	иным не	1	1
1819	два различных	1	1
1820	вообще все	1	1
1821	и природе	1	1
1822	наука которая	1	1
1823	и материальная	1	1
1824	понятия о	1	1
1825	был он	1	1
1826	с прочими	2	1
1827	на других	1	1
1828	различие в	1	1
1829	науки как	1	1
1830	подлинный источник	1	1
1831	быть у	1	1
1832	культуре т	1	1
1833	как часто	1	1
1834	и везде	1	1
1835	превращается уже	1	1
1836	включает в	1	1
1837	себе самому	1	1
1838	в создании	2	1
1839	очень трудно	1	1
1840	чем та	1	1
1841	все более	4	1
1842	на всем	1	1
1843	то такая	1	1
1844	и новые	1	1
1845	это в	2	1
1846	само собой	2	1
1847	то все	1	1
1848	и вечных	1	1
1849	которых не	3	1
1850	как совокупность	2	1
1851	он действительно	1	1
1852	была наукой	1	1
1853	она могла	1	1
1854	все возможные	1	1
1855	и обратно	4	1
1856	смысл что	2	1
1857	с соответствующими	2	1
1858	с реальным	1	1
1859	в руках	1	1
1860	виду их	1	1
1861	форме и	1	1
1862	опыта и	1	1
1863	без помощи	1	1
1864	д однако	3	1
1865	никаких вопросов	1	1
