N	2gram	Losev_Prob	Marksizm
1313	и под	2	1
1314	ее не	1	1
1315	не случаен	1	1
1316	время был	1	1
1317	только одна	1	1
1318	ею и	2	1
1319	и дать	2	1
1320	лишь о	1	1
1321	что я	1	1
1322	в образе	2	1
1323	слова он	1	1
1324	в конкретной	1	1
1325	и появляется	2	1
1326	котором мы	1	1
1327	то она	1	1
1328	в аллегорию	1	1
1329	том же	2	1
1330	знаком с	2	1
1331	характерное для	2	1
1332	природы и	2	1
1333	ко всякого	1	1
1334	отождествить себя	1	1
1335	своему пределу	2	1
1336	а вовсе	1	1
1337	нет то	1	1
1338	художественным творчеством	1	1
1339	в произведениях	1	1
1340	неотделимо от	1	1
1341	во времени	1	1
1342	то или	1	1
1343	если только	2	1
1344	стороны он	2	1
1345	стали говорить	1	1
1346	а об	1	1
1347	они были	1	1
1348	и самых	1	1
1349	богатства и	1	1
1350	из этой	1	1
1351	этого героя	1	1
1352	всего того	2	1
1353	которые в	3	1
1354	здесь рождается	1	1
1355	этот термин	1	1
1356	но на	1	1
1357	от окружающего	1	1
1358	ставится вопрос	1	1
1359	что ему	1	1
1360	мы могли	1	1
1361	тоже не	2	1
1362	ничем не	1	1
1363	смысле что	1	1
1364	аналогии с	1	1
1365	пришли к	1	1
1366	ценность именно	1	1
1367	все учение	1	1
1368	особенно это	1	1
1369	форме так	1	1
1370	однако как	2	1
1371	не давая	1	1
1372	мысль моя	1	1
1373	ряд в	1	1
1374	он как	2	1
1375	для всякого	1	1
1376	который мог	1	1
1377	непрерывное становление	1	1
1378	которых он	1	1
1379	то ведь	1	1
1380	и зло	1	1
1381	прямо в	1	1
1382	как вечное	1	1
1383	как у	1	1
1384	и точно	1	1
1385	со своим	1	1
1386	внешний знак	1	1
1387	силу и	1	1
1388	здесь конечно	3	1
1389	этого пути	1	1
1390	пытается преодолеть	1	1
1391	без этого	1	1
1392	когда же	1	1
1393	мы находим	9	1
1394	отвлечься от	2	1
1395	уже самое	1	1
1396	от своих	3	1
1397	а на	1	1
1398	новой и	2	1
1399	жизни это	2	1
1400	этого не	2	1
1401	найти только	1	1
1402	у толстого	1	1
1403	и начинается	1	1
1404	о каком	1	1
1405	в силах	3	1
1406	по существу	2	1
1407	с теми	3	1
1408	этих условиях	1	1
1409	он один	1	1
1410	себе в	2	1
1411	есть непрерывное	1	1
1412	в обычном	1	1
1413	превращает его	1	1
1414	чтобы быть	1	1
1415	очень много	3	1
1416	что перед	2	1
1417	как такая	1	1
1418	и без	5	1
1419	является по	2	1
1420	не подлежит	1	1
1421	им же	2	1
1422	и вовсе	1	1
1423	если и	4	1
1424	субъект и	1	1
1425	имеется в	1	1
1426	на фоне	2	1
1427	по своему	3	1
1428	и со	1	1
1429	смысле а	1	1
1430	и я	1	1
1431	все равно	1	1
1432	нисколько не	7	1
1433	и художественного	1	1
1434	и философ	1	1
1435	не стал	1	1
1436	одного предмета	1	1
1437	в каждой	2	1
1438	в гостиной	1	1
1439	его же	1	1
1440	бы этот	1	1
1441	теряет и	1	1
1442	тончайшие и	1	1
1443	людей в	6	1
1444	упоминали выше	1	1
1445	друга но	1	1
1446	стоит и	1	1
1447	бы или	1	1
1448	не говоря	2	1
1449	только к	1	1
1450	какого-нибудь одного	1	1
1451	там мы	1	1
1452	и отчетливость	1	1
1453	он говорит	2	1
1454	у тех	1	1
1455	которую мы	2	1
1456	переходе от	1	1
1457	каждом из	2	1
1458	объективного мира	2	1
1459	избавиться от	1	1
1460	не имеется	1	1
1461	всю свою	4	1
1462	морозный вечер	1	1
1463	привело бы	2	1
1464	чистом виде	1	1
1465	не выдерживает	1	1
1466	очень близко	1	1
1467	определенной форме	1	1
1468	здесь можно	1	1
1469	но всегда	2	1
1470	он все-таки	1	1
1471	степени не	1	1
1472	это для	1	1
1473	и художественный	1	1
1474	можно но	1	1
1475	бы например	1	1
1476	но она	1	1
1477	образа в	1	1
1478	другим и	1	1
1479	разработан в	1	1
1480	так чтобы	1	1
1481	всякой возможности	1	1
1482	дать ему	1	1
1483	и жизни	2	1
1484	ввиду ее	1	1
1485	отличать от	1	1
1486	можно найти	6	1
1487	хотя она	1	1
1488	человека и	4	1
1489	на всю	1	1
1490	как то	1	1
1491	так когда	1	1
1492	подробном анализе	1	1
1493	входить в	3	1
1494	и всех	2	1
1495	еще на	1	1
1496	каковы бы	1	1
1497	за ними	2	1
1498	нужно говорить	1	1
1499	индивидуальной души	1	1
1500	человеческого общества	1	1
1501	отношение к	3	1
1502	к ней	2	1
1503	дело вовсе	1	1
1504	пор и	1	1
1505	наконец что	1	1
1506	дело здесь	2	1
1507	является той	1	1
1508	дело в	4	1
1509	честь и	1	1
1510	самого последнего	1	1
1511	тихо и	1	1
1512	предметом и	1	1
1513	его до	2	1
1514	бытия и	1	1
1515	к новому	1	1
1516	как будто	9	1
1517	уже чисто	1	1
1518	людей на	1	1
1519	только после	1	1
1520	чем та	1	1
1521	однако на	2	1
1522	является ли	1	1
1523	в новой	3	1
1524	вполне понятным	1	1
1525	ведь и	1	1
1526	не сам	2	1
1527	ни был	1	1
1528	для этого	2	1
1529	проблемы так	1	1
1530	хотя они	2	1
1531	вполне определенные	1	1
1532	для достижения	1	1
1533	и совершенно	2	1
1534	он с	2	1
1535	как для	1	1
1536	степени и	1	1
1537	себе а	3	1
