N	2gram	Potebnia_M	FransuaR
1323	и также	1	2
1324	встречаем и	2	2
1325	могло быть	1	2
1326	но ни	1	2
1327	показывает как	1	2
1328	таких же	4	2
1329	может показаться	1	2
1330	и начинается	1	2
1331	их на	1	2
1332	может и	1	2
1333	что каждая	1	2
1334	в так	1	2
1335	его природа	1	2
1336	если она	1	2
1337	не можем	5	2
1338	некоторые черты	1	2
1339	человек может	2	2
1340	человеческой жизни	1	2
1341	перед собою	2	2
1342	что природа	2	2
1343	ко второй	1	2
1344	по тому	1	2
1345	что вполне	2	2
1346	же объясняется	1	2
1347	видимой связи	1	2
1348	нужно искать	1	2
1349	они уже	1	2
1350	примеров в	1	2
1351	в какой	2	2
1352	человеческого слова	1	2
1353	быть может	6	2
1354	то ли	1	2
1355	по мере	10	2
1356	понятий в	3	2
1357	а и	5	2
1358	по-видимому не	1	2
1359	существования и	1	2
1360	значении и	1	2
1361	и связь	1	2
1362	если он	1	2
1363	не определяет	1	2
1364	само собою	4	2
1365	была для	1	2
1366	отличается от	1	2
1367	которое не	1	2
1368	он по	1	2
1369	раз при	1	2
1370	вслед за	2	2
1371	и нет	1	2
1372	теперь он	1	2
1373	тем в	2	2
1374	человеческой мысли	1	2
1375	которые мы	7	2
1376	на таких	1	2
1377	силы и	1	2
1378	не должен	1	2
1379	этого языка	2	2
1380	и оно	1	2
1381	имея в	3	2
1382	убеждены что	2	2
1383	и внешнее	1	2
1384	этим не	1	2
1385	с в	5	2
1386	даже с	2	2
1387	большую или	1	2
1388	на самое	1	2
1389	в детях	1	2
1390	вообще и	2	2
1391	и движения	1	2
1392	группы и	1	2
1393	например когда	1	2
1394	за его	1	2
1395	без того	1	2
1396	все без	1	2
1397	изменений в	2	2
1398	и внешней	1	2
1399	не представляется	2	2
1400	и неудовольствия	6	2
1401	будущего и	1	2
1402	вся книга	1	2
1403	человеке это	1	2
1404	которую они	1	2
1405	к различным	1	2
1406	ее и	1	2
1407	то оно	3	2
1408	всех языках	1	2
1409	на сторону	1	2
1410	смысле в	5	2
1411	есть его	1	2
1412	они служат	2	2
1413	эту борьбу	1	2
1414	что такое	3	2
1415	от языка	5	2
1416	не от	4	2
1417	и развития	2	2
1418	человеческого и	1	2
1419	что вы	1	2
1420	прежде чем	4	2
1421	его должно	1	2
1422	слышать в	1	2
1423	природы человека	1	2
1424	все виды	1	2
1425	и вместе	5	2
1426	души в	2	2
1427	и характер	1	2
1428	понимание и	1	2
1429	всего его	1	2
1430	а только	8	2
1431	по характеру	1	2
1432	и прямо	1	2
1433	и отдельные	2	2
1434	формы выражения	1	2
1435	именно как	1	2
1436	самое название	1	2
1437	к слову	1	2
1438	был уже	1	2
1439	предполагает что	1	2
1440	две стороны	1	2
1441	еще только	2	2
1442	объясняется и	1	2
1443	если б	7	2
1444	для человека	3	2
1445	и каждому	1	2
1446	на стороне	1	2
1447	как эта	1	2
1448	ко времени	1	2
1449	но без	2	2
1450	между словом	1	2
1451	мира тем	1	2
1452	что может	1	2
1453	общего с	3	2
1454	бы его	1	2
1455	которое мы	5	2
1456	в образы	2	2
1457	развития в	1	2
1458	есть система	1	2
1459	проявляются в	1	2
1460	в пространстве	1	2
1461	себе самом	1	2
1462	приближается к	2	2
1463	как с	1	2
1464	мы назвали	1	2
1465	и свою	1	2
1466	его с	3	2
1467	же образом	1	2
1468	свою сторону	1	2
1469	одном и	3	2
1470	что сам	3	2
1471	в науке	1	2
1472	мира то	1	2
1473	приблизился к	1	2
1474	в единстве	3	2
1475	если не	5	2
1476	xviii в	2	2
1477	не более	4	2
1478	воздуха и	1	2
1479	не делает	1	2
1480	и действительно	1	2
1481	стремятся к	1	2
1482	действительности есть	1	2
1483	лежащие в	1	2
1484	смысле оно	1	2
1485	чтобы убедиться	2	2
1486	слове и	1	2
1487	ничего общего	3	2
1488	всех народов	1	2
1489	разнообразие и	3	2
1490	совпадает с	1	2
1491	знали что	1	2
1492	в современном	1	2
1493	он именно	1	2
1494	этим явлениям	1	2
1495	органы его	1	2
1496	при помощи	2	2
1497	действия и	1	2
1498	дух и	1	2
1499	смысле и	1	2
1500	это вообще	1	2
1501	объективного содержания	1	2
1502	время не	1	2
1503	мог бы	5	2
1504	при котором	3	2
1505	жизни народа	2	2
1506	истории то	1	2
1507	со словом	4	2
1508	когда эти	1	2
1509	от всякой	1	2
1510	только о	2	2
1511	объем и	1	2
1512	соприкосновение с	1	2
1513	в животном	4	2
1514	более и	2	2
1515	силы но	1	2
1516	лице и	1	2
1517	языках но	1	2
1518	новые формы	1	2
1519	многих других	2	2
1520	общего и	1	2
1521	с участием	1	2
1522	части его	1	2
1523	мира но	1	2
1524	бы на	1	2
1525	указание на	2	2
1526	богатство и	1	2
1527	сознания и	2	2
1528	лицом к	1	2
1529	как ни	1	2
1530	оторваться от	1	2
1531	жизни она	1	2
1532	и непосредственно	2	2
1533	этого не	2	2
1534	что к	2	2
1535	плане но	1	2
1536	понятия которые	1	2
1537	этом что	1	2
1538	этими двумя	1	2
1539	случае не	1	2
1540	есть когда	1	2
1541	говорить без	1	2
1542	это так	1	2
1543	мысли в	11	2
1544	но разумеется	1	2
1545	таким в	1	2
1546	особенности его	1	2
1547	не дают	2	2
1548	освобождаются от	1	2
1549	может иметь	1	2
1550	что от	1	2
1551	только к	1	2
1552	понятно почему	1	2
1553	же с	8	2
1554	как же	1	2
1555	некоторых из	1	2
1556	чужого языка	1	2
1557	откуда он	1	2
1558	то чего	2	2
1559	как необходимо	1	2
1560	от всяких	1	2
1561	есть чисто	1	2
1562	а из	1	2
1563	на такие	2	2
1564	в разные	2	2
1565	слова с	2	2
1566	есть как	2	2
1567	свою историю	1	2
1568	в нашей	2	2
1569	вообще нельзя	1	2
1570	далеких от	1	2
1571	несколько раз	1	2
1572	еще на	1	2
1573	дальнейшем развитии	1	2
1574	и историческое	1	2
1575	так можно	1	2
1576	при таком	5	2
1577	речь и	2	2
1578	этих словах	1	2
1579	только после	2	2
1580	с общим	3	2
1581	если на	1	2
1582	ни был	2	2
1583	и постепенно	1	2
1584	или точнее	1	2
1585	как для	2	2
1586	еще несколько	1	1
1587	такой взгляд	2	1
1588	в органическое	1	1
1589	они имеют	1	1
1590	как начала	1	1
1591	только из	3	1
1592	в душе	28	1
1593	по-видимому одним	1	1
1594	и количество	1	1
1595	в каждую	2	1
1596	своему значению	1	1
1597	что почти	1	1
1598	основных признаков	1	1
1599	для меня	4	1
1600	только что	4	1
1601	чем сильнее	2	1
1602	формальное и	1	1
1603	и имеет	1	1
1604	мы рассматривали	1	1
1605	которые должны	2	1
1606	которое я	1	1
1607	следует что	1	1
1608	это значит	1	1
1609	часов и	1	1
1610	независимого от	1	1
1611	является в	1	1
1612	теряет своей	1	1
1613	другое в	1	1
1614	а другие	1	1
1615	но что	2	1
1616	их соединение	1	1
1617	происходят и	1	1
1618	и дух	4	1
1619	и необходимости	4	1
1620	места где	1	1
1621	этом основании	2	1
1622	общее понятие	2	1
1623	в мыслях	1	1
1624	именно он	1	1
1625	мы начнем	1	1
1626	от одного	2	1
1627	самих явлений	1	1
1628	стены и	1	1
1629	и опять	1	1
1630	каким образом	3	1
1631	довольно близко	1	1
1632	и части	1	1
1633	которое по	2	1
1634	я им	1	1
1635	но следует	2	1
1636	слабого и	1	1
1637	из рода	1	1
1638	из всего	2	1
1639	к другим	3	1
1640	развития но	1	1
1641	все средства	1	1
1642	я могу	2	1
1643	я от	1	1
1644	богатая и	1	1
1645	мысли мы	2	1
1646	их тона	1	1
1647	в какое	3	1
1648	он произносит	1	1
1649	в зародыше	2	1
1650	и полно	1	1
1651	с появления	1	1
1652	мы считаем	1	1
1653	не его	1	1
1654	силою и	1	1
1655	вступая в	1	1
1656	смерть только	1	1
1657	предметов не	1	1
1658	этом самый	2	1
1659	на природу	3	1
1660	требует для	1	1
1661	теле они	1	1
1662	же то	2	1
1663	вопрос о	5	1
1664	определить степень	1	1
1665	второе из	1	1
1666	неудовольствия и	1	1
1667	известных условиях	2	1
1668	растение и	1	1
1669	служит для	2	1
1670	но теперь	1	1
1671	она названа	1	1
1672	другу как	1	1
1673	и легкость	1	1
1674	она могла	2	1
1675	ее проявлениях	1	1
1676	в нескольких	1	1
1677	другу и	2	1
1678	было ничего	1	1
1679	форм к	1	1
1680	свой круг	1	1
1681	объективное значение	5	1
1682	словах и	1	1
1683	она еще	2	1
1684	языка нельзя	1	1
1685	форм для	1	1
1686	увидим что	4	1
1687	быть названо	5	1
1688	отношение ко	1	1
1689	ветряных мельниц	1	1
1690	само себя	1	1
1691	более сложных	1	1
1692	а между	5	1
1693	движениями и	1	1
1694	что же	3	1
1695	их отношения	1	1
1696	природы но	3	1
1697	всегда будет	1	1
1698	часть этого	1	1
1699	точке зрения	4	1
1700	и жажды	1	1
1701	с другим	3	1
1702	на груди	1	1
1703	представляется чем-то	1	1
1704	своего языка	2	1
1705	же так	1	1
1706	чувств в	1	1
1707	нас на	2	1
1708	на себе	3	1
1709	затем в	1	1
1710	по которым	2	1
1711	вместе и	14	1
1712	явиться и	1	1
1713	эти движения	1	1
1714	явление не	3	1
1715	можно понимать	1	1
1716	это что	2	1
1717	других условиях	2	1
1718	какие только	1	1
1719	себя до	1	1
1720	узнает что	1	1
1721	от движения	1	1
1722	и две	1	1
1723	понятие о	2	1
1724	имели бы	1	1
1725	понимания как	1	1
1726	влияние языка	1	1
1727	распадается на	1	1
1728	она есть	3	1
1729	и искусство	1	1
1730	но так	1	1
1731	чтобы к	1	1
1732	голоса и	1	1
1733	мысли об	2	1
1734	вносит в	1	1
1735	не найдем	1	1
1736	иное слово	1	1
1737	например руки	1	1
1738	приведенных примеров	1	1
1739	бы вполне	1	1
1740	не за	1	1
1741	так сильно	1	1
1742	нами не	2	1
1743	самого содержания	1	1
1744	мы принуждены	3	1
1745	органов таким	1	1
1746	похожи на	1	1
1747	только отдельные	2	1
1748	у своих	1	1
1749	не смешиваются	1	1
1750	эту минуту	2	1
1751	и правил	2	1
1752	при переходе	1	1
1753	еще больше	1	1
1754	нам его	1	1
1755	всех остальных	1	1
1756	с тех	1	1
1757	отказывается от	1	1
1758	развития мы	1	1
1759	стремится к	1	1
1760	не ограничивается	3	1
1761	основная ошибка	1	1
1762	принуждены будем	1	1
1763	как можно	1	1
1764	из образа	1	1
1765	совершенно ясно	1	1
1766	бы только	2	1
1767	бы думать	1	1
1768	по частям	2	1
1769	ним должно	1	1
1770	почему его	1	1
1771	такой точки	1	1
1772	и отрицательного	1	1
1773	это нисколько	1	1
1774	на основные	1	1
1775	частного и	1	1
1776	смешиваются в	1	1
1777	слова всегда	1	1
1778	менее он	1	1
1779	не отделены	1	1
1780	представлений но	3	1
1781	же оно	1	1
1782	есть понятие	2	1
1783	а здесь	1	1
1784	по одному	1	1
1785	отражения в	1	1
1786	что многое	1	1
1787	явлениям и	1	1
1788	существуют только	1	1
1789	хотя оно	1	1
1790	есть своя	1	1
1791	жизни то	1	1
1792	что как	4	1
1793	не производит	1	1
1794	после долгого	1	1
1795	и чего	1	1
1796	имеет ничего	1	1
1797	при каких	1	1
1798	понятий и	1	1
1799	же основаниях	1	1
1800	что хотя	1	1
1801	важную особенность	1	1
1802	искать не	1	1
1803	только от	2	1
1804	слова то	2	1
1805	особенно на	1	1
1806	только путем	1	1
1807	различаются между	1	1
1808	это совершается	1	1
1809	подобные же	1	1
1810	мере как	1	1
1811	в наше	1	1
1812	как отдельное	1	1
1813	предшествующих поколений	1	1
1814	орган его	1	1
1815	есть движение	3	1
1816	не один	2	1
1817	форма человеческой	1	1
1818	на самый	1	1
1819	еще яснее	1	1
1820	и человечности	1	1
1821	в порядок	1	1
1822	себе на	1	1
1823	для сохранения	1	1
1824	это или	1	1
1825	вообще можно	1	1
1826	им самим	1	1
1827	разложения и	1	1
1828	мы приводим	1	1
1829	та которая	1	1
1830	новое слово	1	1
1831	над всеми	2	1
1832	и мыслью	3	1
1833	не совпадает	1	1
1834	того кто	2	1
1835	а тем	1	1
1836	и объясняется	1	1
1837	и внутри	1	1
1838	значение мы	1	1
1839	язык не	5	1
1840	рыцарских романов	1	1
1841	быть отнесено	1	1
1842	это приводит	1	1
1843	все вообще	1	1
1844	деле же	1	1
1845	тех действий	1	1
1846	узнает в	1	1
1847	единстве с	1	1
1848	дали и	1	1
1849	даже самого	1	1
1850	происходят в	1	1
1851	чувства к	2	1
1852	не сразу	2	1
1853	с с	1	1
1854	нечто от	1	1
1855	к последнему	2	1
1856	же необходимо	1	1
1857	мыслью и	3	1
1858	него это	1	1
1859	еще одно	1	1
1860	человеческого ума	2	1
1861	доказывает что	3	1
1862	на деле	6	1
1863	духовные особенности	2	1
1864	понимания не	1	1
1865	него только	1	1
1866	чистоту и	1	1
1867	можно объяснить	1	1
1868	его уже	1	1
1869	что этим	1	1
1870	есть образ	1	1
1871	до времени	1	1
1872	нем вполне	1	1
1873	его содержание	2	1
1874	вместе со	3	1
1875	есть язык	1	1
1876	потрясений и	1	1
1877	их природы	2	1
1878	существенный признак	1	1
1879	будет отвечать	1	1
1880	всех слов	1	1
1881	в картине	1	1
1882	действует в	1	1
1883	которая начинается	1	1
1884	для врача	1	1
1885	человека во	1	1
1886	слово действительно	1	1
1887	окружающих нас	1	1
1888	виду у	1	1
1889	там в	1	1
1890	сами по	8	1
1891	в огонь	1	1
1892	этого круга	1	1
1893	предмет и	2	1
1894	говорим здесь	1	1
1895	стороне и	1	1
1896	в непонимании	1	1
1897	выходила за	1	1
1898	эта жизнь	1	1
1899	наоборот как	1	1
1900	ведущие к	1	1
1901	во-вторых он	1	1
1902	такое явление	1	1
1903	в царстве	1	1
1904	можно назвать	1	1
1905	что такое?	1	1
1906	превращены в	1	1
1907	к таким	2	1
1908	в памяти	3	1
1909	на другую	1	1
1910	это чувство	2	1
1911	вот все	1	1
1912	человека на	1	1
1913	не приводит	1	1
1914	и т	10	1
1915	это убеждение	1	1
1916	уважение к	2	1
1917	который не	1	1
1918	роли в	1	1
1919	не знали	2	1
1920	язык именно	1	1
1921	которого не	1	1
1922	говорить и	1	1
1923	только ее	1	1
1924	к другому	2	1
1925	и животное	2	1
1926	есть следовательно	1	1
1927	что бы	2	1
1928	в боге	1	1
1929	жизни мы	1	1
1930	нею в	1	1
1931	смотреть как	1	1
1932	того на	1	1
1933	то которое	1	1
1934	началом и	1	1
1935	второго лица	1	1
1936	положительного и	1	1
1937	а язык	1	1
1938	в организме	5	1
1939	всем этом	2	1
1940	зрения он	1	1
1941	изучение его	1	1
1942	и многое	1	1
1943	ряду других	1	1
1944	на новые	1	1
1945	воздух в	2	1
1946	отвлеченной всеобщности	1	1
1947	о значении	1	1
1948	в круг	1	1
1949	в коих	3	1
1950	более чем	1	1
1951	другой на	1	1
1952	движение во	1	1
1953	и известная	1	1
1954	нашем же	1	1
1955	и независимо	2	1
1956	тех пор	2	1
1957	самая сущность	1	1
1958	и теперь	1	1
1959	в вечной	1	1
1960	приводит в	5	1
1961	отношении к	1	1
1962	как если	1	1
1963	на основании	3	1
1964	наоборот одно	1	1
1965	ни были	3	1
1966	жизни природы	2	1
1967	большинство их	1	1
1968	и стремление	2	1
1969	групп из	1	1
1970	может почувствовать	1	1
1971	как смерть	1	1
1972	субъективное и	1	1
1973	что когда	1	1
1974	и возможность	1	1
1975	не раньше	2	1
1976	тогда как	10	1
1977	и наоборот	10	1
1978	личной и	1	1
1979	свои произведения	1	1
1980	будет уже	1	1
1981	связь слова	1	1
1982	состоит в	1	1
1983	ими явления	1	1
1984	уловить и	1	1
1985	явление сложное	1	1
1986	только человеку	2	1
1987	и связанное	2	1
1988	имеет своим	1	1
1989	на высокой	1	1
1990	в глазах	4	1
1991	а равно	2	1
1992	этим языком	1	1
1993	бы сказать	1	1
1994	готовому и	1	1
1995	мысли не	1	1
1996	сила его	1	1
1997	чувством и	2	1
1998	удовольствием и	1	1
1999	может нам	2	1
2000	тем совершеннее	1	1
2001	переход к	1	1
2002	и проч	11	1
2003	разделяет этот	1	1
2004	как предмет	3	1
2005	с довольно	1	1
2006	она может	3	1
2007	не одну	2	1
2008	так называемое	1	1
2009	только потому	4	1
2010	как формы	1	1
2011	движения и	3	1
2012	известных нам	3	1
2013	впечатлений от	1	1
2014	другого и	1	1
2015	общие для	1	1
2016	с каким	2	1
2017	которое хотя	1	1
2018	и том	3	1
2019	от состояния	2	1
2020	направлены на	1	1
2021	к лицу	1	1
2022	эти представления	2	1
2023	если считать	1	1
2024	есть много	1	1
2025	нам известно	1	1
2026	и какой	1	1
2027	и произведение	1	1
2028	хотя иногда	1	1
2029	оставляли в	1	1
2030	от внешних	1	1
2031	мог быть	1	1
2032	огня в	1	1
2033	род человеческий	1	1
2034	языка можно	3	1
2035	перехода к	1	1
2036	цепи развития	1	1
2037	для всякого	3	1
2038	не самого	2	1
2039	искать в	3	1
2040	из указанных	1	1
2041	что одно	2	1
2042	а это	1	1
2043	только относительная	1	1
2044	наблюдения над	1	1
2045	все языки	1	1
2046	из души	2	1
2047	нам еще	1	1
2048	затем чтобы	1	1
2049	самом зародыше	1	1
2050	нельзя видеть	2	1
2051	а отчасти	1	1
2052	мы разумеем	1	1
2053	многое другое	1	1
2054	своих мыслей	1	1
2055	все равно	1	1
2056	с утверждением	1	1
2057	нашел бы	1	1
2058	совершенно верно	1	1
2059	но то	1	1
2060	второй более	1	1
2061	времени становится	1	1
2062	с чисто	1	1
2063	так когда	1	1
2064	слова которые	1	1
2065	все ее	2	1
2066	бытия по	1	1
2067	явления а	1	1
2068	что ничего	1	1
2069	что будет	1	1
2070	ей не	1	1
2071	его собственную	1	1
2072	об этих	1	1
2073	некоторых случаях	2	1
2074	которые как	1	1
2075	отрицать что	1	1
2076	история и	2	1
2077	знаем но	1	1
2078	не нуждаясь	1	1
2079	что первый	2	1
2080	нас к	1	1
2081	по-видимому и	1	1
2082	выделять из	1	1
2083	можно предположить	1	1
2084	как речь	1	1
2085	а их	1	1
2086	если они	1	1
2087	действительно есть	2	1
2088	перейти к	3	1
2089	и могут	1	1
2090	и высшее	2	1
2091	отличны от	1	1
2092	света и	3	1
2093	чуждо его	1	1
2094	пока не	1	1
2095	предмета или	2	1
2096	явлений из	1	1
2097	огня и	1	1
2098	а так	4	1
2099	к больному	2	1
2100	бы это	1	1
2101	человека не	2	1
2102	раньше и	1	1
2103	проникать в	1	1
2104	это средство	1	1
2105	в строении	3	1
2106	того или	1	1
2107	и воды	1	1
2108	образом мы	3	1
2109	видим все	1	1
2110	же от	1	1
2111	без всяких	1	1
2112	каждом из	1	1
2113	случае если	1	1
2114	как связь	1	1
2115	может даже	1	1
2116	и оценка	1	1
2117	определенности и	2	1
2118	собраны все	1	1
2119	хотя с	1	1
2120	явления природы	1	1
2121	для поддержания	1	1
2122	лучше всего	1	1
2123	есть произведение	1	1
2124	на меня	1	1
2125	другой только	1	1
2126	но язык	2	1
2127	и грамматических	2	1
2128	прибегать к	1	1
2129	при известных	3	1
2130	жизни нашего	2	1
2131	можно как	1	1
2132	воспринимается и	1	1
2133	истины в	1	1
2134	как явление	1	1
2135	людей он	1	1
2136	но вместе	4	1
2137	но во	3	1
2138	он обладал	1	1
2139	на смерть	1	1
2140	скорее в	1	1
2141	же процесса	1	1
2142	одни из	1	1
2143	их появление	1	1
2144	потому он	1	1
2145	развитие этих	1	1
2146	правильно и	1	1
2147	поэтому если	1	1
2148	и время	1	1
2149	путем то	2	1
2150	какой мы	1	1
2151	единство с	2	1
2152	место не	1	1
2153	и понятия	2	1
2154	в ходе	1	1
2155	лежит вне	1	1
2156	мы бы	3	1
2157	дух в	1	1
2158	скорее как	1	1
2159	предположение о	1	1
2160	в голову	1	1
2161	по величине	1	1
2162	своих форм	1	1
2163	себя а	2	1
2164	по законам	3	1
2165	же может	1	1
2166	чувство не	3	1
2167	времена и	1	1
2168	не остаются	1	1
2169	в разговоре	2	1
2170	это подтверждается	1	1
2171	мысли а	2	1
2172	слова должны	1	1
2173	он ищет	1	1
2174	любви и	1	1
2175	и действия	2	1
2176	как воздух	1	1
2177	или напротив	1	1
2178	все действия	1	1
2179	например только	1	1
2180	несомненно что	2	1
2181	ребенка и	1	1
2182	в возможности	1	1
2183	этого в	2	1
2184	то должно	1	1
2185	на некоторое	1	1
2186	который весь	1	1
2187	этого развития	2	1
2188	изображает и	1	1
2189	при объяснении	1	1
2190	углубляться в	1	1
2191	случае мы	1	1
2192	которые на	1	1
2193	или по	2	1
2194	выраженной в	1	1
2195	см выше	1	1
2196	на память	2	1
2197	языков здесь	1	1
2198	все высшие	1	1
2199	с необходимостью	1	1
2200	примыкает к	1	1
2201	взаимная связь	1	1
2202	не вызывает	1	1
2203	по общему	2	1
2204	язык сам	1	1
2205	например с	2	1
2206	остановиться на	1	1
2207	то не	5	1
2208	говорить что	1	1
2209	бессильны перед	1	1
2210	этой последней	2	1
2211	один момент	1	1
2212	а теперь	1	1
2213	а там	1	1
2214	их не	2	1
2215	возможна и	1	1
2216	быть названа	1	1
2217	произведений этой	1	1
2218	он имеет	1	1
2219	общего то	1	1
2220	и другом	2	1
2221	не следует	6	1
2222	а во-вторых	1	1
2223	здесь образ	1	1
2224	имеет для	2	1
2225	как дар	1	1
2226	весь ряд	1	1
2227	мысль о	8	1
2228	только можно	1	1
2229	возможно и	1	1
2230	к более	1	1
2231	тела а	1	1
2232	его особенности	1	1
2233	языков с	1	1
2234	отношением к	1	1
2235	от народного	1	1
2236	по внутренней	1	1
2237	существует до	1	1
2238	сознанием и	1	1
2239	извне то	1	1
2240	их за	1	1
2241	мысль не	1	1
2242	говоря только	1	1
2243	зависят от	2	1
2244	об них	1	1
2245	человека есть	1	1
2246	их сочетаний	1	1
2247	близких к	2	1
2248	для их	2	1
2249	как могла	1	1
2250	в письме	1	1
2251	языка мы	2	1
2252	время с	2	1
2253	одно время	3	1
2254	природы в	2	1
2255	по тону	1	1
2256	нечто общее	3	1
2257	случае они	1	1
2258	на человека	1	1
2259	или что	3	1
2260	и история	1	1
2261	не наоборот	1	1
2262	лицом и	2	1
2263	оно получает	1	1
2264	времени может	1	1
2265	характеризуются тем	1	1
2266	не создает	2	1
2267	доказать что	2	1
2268	значение то	1	1
2269	ни по	2	1
2270	нам по	3	1
2271	ними нет	1	1
2272	уже о	1	1
2273	души но	4	1
2274	и человеческого	2	1
2275	бы их	2	1
2276	не идет	1	1
2277	приведением в	1	1
2278	и должно	2	1
2279	поколений и	1	1
2280	задачи и	1	1
2281	уже как	1	1
2282	жизни все	2	1
2283	историческое и	2	1
2284	почти совершенно	1	1
2285	если им	1	1
2286	то как	1	1
2287	как оно	2	1
2288	связан в	1	1
2289	языке таким	1	1
2290	убедиться в	1	1
2291	его собственной	1	1
2292	нам что	1	1
2293	из виду	2	1
2294	в раннюю	1	1
2295	нами явлениях	1	1
2296	она вполне	1	1
2297	или если	3	1
2298	по которой	1	1
2299	языке можно	1	1
2300	что мысль	4	1
2301	следующим образом	1	1
2302	объяснение в	1	1
2303	языка как	6	1
2304	есть по	1	1
2305	по объему	1	1
2306	и способность	1	1
2307	воли и	1	1
2308	из самой	1	1
2309	до поры	2	1
2310	понимания отдельных	1	1
2311	не получает	1	1
2312	какой степени	1	1
2313	особенности этого	1	1
2314	что дух	2	1
2315	связь ее	1	1
2316	даже самому	1	1
2317	что свобода	2	1
2318	на каждое	2	1
2319	всем прочим	1	1
2320	на словах	1	1
2321	или лучше	1	1
2322	характер ее	1	1
2323	развития на	1	1
2324	едва ли	1	1
2325	человека то	1	1
2326	силы например	1	1
2327	смысле как	1	1
2328	к истине	2	1
2329	за образом	1	1
2330	к общему	4	1
2331	него как	1	1
2332	известную нам	1	1
2333	только ход	1	1
2334	не противоречит	3	1
2335	что наконец	1	1
2336	которой следует	1	1
2337	почти совсем	2	1
2338	есть форма	1	1
2339	и легко	1	1
2340	не теряет	1	1
2341	человека над	1	1
2342	народной жизни	2	1
2343	этой двойной	1	1
2344	уже с	2	1
2345	души и	9	1
2346	тем не	11	1
2347	происходит с	2	1
2348	по мнению	4	1
2349	аналогии с	1	1
2350	это изменение	1	1
2351	пройти через	1	1
2352	не замечает	1	1
2353	и никакой	1	1
2354	даже на	1	1
2355	эта форма	1	1
2356	все прочие	1	1
2357	от законов	1	1
2358	внешнего мира	3	1
2359	различные проявления	1	1
2360	следует также	1	1
2361	лежит в	1	1
2362	и человек	3	1
2363	в зависимости	1	1
2364	ожидания и	3	1
2365	внутреннее единство	2	1
2366	столько же	4	1
2367	ли мы	1	1
2368	в ожидании	1	1
2369	не говорит	1	1
2370	мысли к	2	1
2371	тоже можно	1	1
2372	начинается там	1	1
2373	мысли например	1	1
2374	учений о	1	1
2375	может в	1	1
2376	себе не	3	1
2377	прибавить что	2	1
2378	земного шара	1	1
2379	поэтому его	1	1
2380	основано на	1	1
2381	уже были	1	1
2382	какая разница	1	1
2383	по одной	3	1
2384	находится во	2	1
2385	же касается	1	1
2386	для новой	1	1
2387	природа и	2	1
2388	например как	1	1
2389	собою и	2	1
2390	из простейших	1	1
2391	такое сравнение	1	1
2392	могло бы	4	1
2393	и понимание	3	1
2394	как сказано	1	1
2395	вопроса о	2	1
2396	из другого	1	1
2397	вслушиваться в	1	1
2398	и отсюда	1	1
2399	на которую	3	1
2400	не имеющие	1	1
2401	чувствует свою	1	1
2402	него а	1	1
2403	не годится	1	1
2404	носят в	1	1
2405	так одна	1	1
2406	нужно для	1	1
2407	когда душа	3	1
2408	со многими	1	1
2409	например мы	2	1
2410	и животным	2	1
2411	от самого	1	1
2412	нет но	4	1
2413	то сам	1	1
2414	очевидно не	1	1
2415	к новым	2	1
2416	чувства и	16	1
2417	боли и	2	1
2418	общей природы	1	1
2419	этим только	1	1
2420	цвет и	1	1
2421	памяти и	1	1
2422	и различных	1	1
2423	было только	2	1
2424	физических явлений	2	1
2425	и оригинальность	1	1
2426	следует привести	1	1
2427	внутренняя форма	2	1
2428	к ее	2	1
2429	и представление	1	1
2430	из общего	1	1
2431	в которое	1	1
2432	свое развитие	1	1
2433	оно происходит	1	1
2434	на свои	2	1
2435	и вопросы	1	1
2436	например не	1	1
2437	их образы	1	1
2438	одному человеку	2	1
2439	мысли чтобы	1	1
2440	образом то	1	1
2441	не зная	3	1
2442	слова из	1	1
2443	многие и	1	1
2444	по значению	1	1
2445	их к	2	1
2446	пространство и	2	1
2447	столь же	6	1
2448	ней в	1	1
2449	что без	2	1
2450	с каким-либо	1	1
2451	слова как	1	1
2452	первое из	1	1
2453	до мозга	1	1
2454	есть одна	1	1
2455	не там	1	1
2456	кто знает	1	1
2457	наше время	1	1
2458	человечества но	1	1
2459	вопросом о	2	1
2460	время самого	1	1
2461	в оценке	1	1
2462	были бы	4	1
2463	всех отношениях	1	1
2464	жизни народов	1	1
2465	и стало	1	1
2466	его со	1	1
2467	относится ко	1	1
2468	не нашел	1	1
2469	одном случае	1	1
2470	от жизни	1	1
2471	и музыка	1	1
2472	предметы и	1	1
2473	тесная связь	1	1
2474	с и	3	1
2475	возвыситься над	1	1
2476	показывает что	3	1
2477	но едва	1	1
2478	здесь сам	1	1
2479	явлений с	1	1
2480	и прочих	1	1
2481	с развитием	1	1
2482	нас как	1	1
2483	для себя	4	1
2484	и одно	1	1
2485	другого рода	2	1
2486	одном акте	1	1
2487	во-вторых потому	1	1
2488	и ощутимым	1	1
2489	природе и	1	1
2490	если природа	1	1
2491	эти отношения	4	1
2492	очень сложное	1	1
2493	нашего времени	1	1
2494	времени когда	1	1
2495	жизни именно	1	1
2496	на лице	1	1
2497	дает им	1	1
2498	в германских	1	1
2499	чем для	1	1
2500	бы они	2	1
2501	от другого	3	1
2502	она как	1	1
2503	мире мы	1	1
2504	но чтобы	1	1
2505	взглядов на	1	1
2506	бы при	3	1
2507	этом как	1	1
2508	слова мы	3	1
