N	2gram	Potebnia_M	RusskieA
1317	не знают	1	1
1318	есть много	1	1
1319	одной только	2	1
1320	то они	1	1
1321	к самим	1	1
1322	и иначе	1	1
1323	представлений на	1	1
1324	ничем не	1	1
1325	другие эти	1	1
1326	многих других	2	1
1327	он связывает	1	1
1328	огня в	2	1
1329	может не	1	1
1330	горы и	1	1
1331	и было	1	1
1332	это был	1	1
1333	свидетельствует о	1	1
1334	зависит от	7	1
1335	второй половине	1	1
1336	можно в	1	1
1337	б и	1	1
1338	что значит	1	1
1339	при таких	2	1
1340	без основания	1	1
1341	одна и	2	1
1342	дерева на	1	1
1343	и свойства	1	1
1344	легко заметить	1	1
1345	что одно	3	1
1346	а это	2	1
1347	куклу и	1	1
1348	что так	1	1
1349	значение его	2	1
1350	состоящее в	1	1
1351	о нем	1	1
1352	мало того	1	1
1353	нее как	1	1
1354	видя в	1	1
1355	форму в	1	1
1356	этих слов	2	1
1357	место только	1	1
1358	и атрибутов	1	1
1359	указание на	2	1
1360	котором речь	1	1
1361	высоты на	1	1
1362	как представление	1	1
1363	вытекающее из	1	1
1364	имеет смысла	1	1
1365	смысле этого	9	1
1366	как нечто	3	1
1367	слова а	1	1
1368	о ее	1	1
1369	таком случае	2	1
1370	не связано	1	1
1371	есть уже	13	1
1372	другой подобной	1	1
1373	быть вполне	1	1
1374	но с	1	1
1375	силы природы	2	1
1376	при стуке	1	1
1377	что к	2	1
1378	самые разнообразные	1	1
1379	который как	1	1
1380	и которая	1	1
1381	и эта	2	1
1382	чтобы найти	1	1
1383	все силы	1	1
1384	слово в	6	1
1385	и самих	1	1
1386	то это	9	1
1387	вообще не	1	1
1388	сама по	3	1
1389	более что	1	1
1390	ступени ее	1	1
1391	как она	2	1
1392	е не	1	1
1393	могла быть	2	1
1394	и силу	1	1
1395	быть доказано	1	1
1396	говорят о	1	1
1397	напротив они	1	1
1398	можно выразить	1	1
1399	поэтический образ	1	1
1400	стремление к	1	1
1401	однако это	1	1
1402	противном случае	1	1
1403	и могут	1	1
1404	в такой	2	1
1405	остановимся на	1	1
1406	света и	2	1
1407	разницы между	2	1
1408	играть и	1	1
1409	еще прежде	1	1
1410	и оно	3	1
1411	это было	3	1
1412	чаще других	1	1
1413	пока не	2	1
1414	другую в	1	1
1415	в каждой	4	1
1416	из разных	1	1
1417	и таким	1	1
1418	было ни	1	1
1419	как все	1	1
1420	ему не	2	1
1421	два случая	1	1
1422	ко мне	1	1
1423	словом или	1	1
1424	стоит и	1	1
1425	какое значение	1	1
1426	все от	1	1
1427	буквальном смысле	2	1
1428	искать в	1	1
1429	и эти	1	1
1430	области и	1	1
1431	же с	7	1
1432	он говорит	3	1
1433	по которому	7	1
1434	которую мы	1	1
1435	с первым	1	1
1436	в самых	1	1
1437	не могу	1	1
1438	который мы	1	1
1439	существует независимо	1	1
1440	может считаться	1	1
1441	при сравнении	1	1
1442	не по	1	1
1443	них идет	1	1
1444	солнца с	1	1
1445	собой слова	1	1
1446	нужно не	1	1
1447	то эта	1	1
1448	есть как	1	1
1449	во второй	1	1
1450	и может	4	1
1451	следует поставить	1	1
1452	них или	1	1
1453	ясности в	1	1
1454	а по	1	1
1455	нужно было	2	1
1456	наоборот в	2	1
1457	власть над	2	1
1458	в науке	3	1
1459	же что	8	1
1460	говоря о	5	1
1461	или его	1	1
1462	в нашей	1	1
1463	что нам	1	1
1464	и обратно	1	1
1465	не следует	6	1
1466	например и	2	1
1467	а смерть	1	1
1468	стороны и	1	1
1469	до появления	2	1
1470	таких случаях	2	1
1471	от того	10	1
1472	человека с	2	1
1473	несколько раз	2	1
1474	с понятием	3	1
1475	или как	1	1
1476	к понятию	1	1
1477	слова если	2	1
1478	жизни это	1	1
1479	как из	1	1
1480	той бочок	1	1
1481	люди не	2	1
1482	также с	1	1
1483	же самое	3	1
1484	например а	1	1
1485	все следующие	1	1
1486	что подобные	1	1
1487	к изучению	1	1
1488	и значения	1	1
1489	в голову	3	1
1490	жизни и	3	1
1491	без сомнения	8	1
1492	своим голосом	1	1
1493	только после	1	1
1494	как скоро	1	1
1495	кругом в	1	1
1496	на всем	1	1
1497	можно заключить	3	1
1498	которая имеет	1	1
1499	теперь еще	1	1
1500	других языках	1	1
1501	смысл что	1	1
1502	нас это	1	1
1503	есть не	9	1
1504	его окружает	1	1
