N	2gram	Propp_Isto	FransuaR
1325	несколько лет	3	2
1326	в плен	4	2
1327	же неожиданно	1	2
1328	несколько дней	3	2
1329	что еще	2	2
1330	всего что	1	2
1331	приходит на	2	2
1332	вернуться к	1	2
1333	они всегда	1	2
1334	сын и	1	2
1335	за него	3	2
1336	это отношение	1	2
1337	можно привести	1	2
1338	в особой	1	2
1339	здесь ничего	1	2
1340	ее то	1	2
1341	и столь	1	2
1342	содержится в	2	2
1343	после чего	11	2
1344	не принадлежит	1	2
1345	собой в	1	2
1346	ним в	1	2
1347	если ты	1	2
1348	ранних стадиях	1	2
1349	что такое	1	2
1350	не от	1	2
1351	по содержанию	1	2
1352	с представлениями	1	2
1353	полной ясностью	1	2
1354	что под	1	2
1355	обряда в	2	2
1356	встречается в	2	2
1357	и вместе	1	2
1358	по характеру	1	2
1359	целом не	2	2
1360	с радостью	1	2
1361	не самый	1	2
1362	из тела	2	2
1363	был уже	1	2
1364	две стороны	1	2
1365	в быту	1	2
1366	на той	1	2
1367	это по	1	2
1368	для человека	1	2
1369	умирает и	1	2
1370	и голова	3	2
1371	отче наш	1	2
1372	как эта	1	2
1373	жениться и	1	2
1374	общего с	1	2
1375	бы его	1	2
1376	найти в	1	2
1377	это делает	2	2
1378	тем временем	1	2
1379	он показывает	1	2
1380	и насилия	1	2
1381	тесно связан	1	2
1382	огромном большинстве	1	2
1383	представлением об	2	2
1384	не забыты	1	2
1385	отношении он	1	2
1386	хочет видеть	1	2
1387	уходит в	3	2
1388	случаев не	1	2
1389	именно момент	1	2
1390	это типичная	1	2
1391	обращается к	1	2
1392	можно проследить	3	2
1393	теперь я	1	2
1394	он взял	2	2
1395	мы назвали	1	2
1396	но за	1	2
1397	его с	2	2
1398	же образом	1	2
1399	человек с	1	2
1400	в особых	1	2
1401	в науке	1	2
1402	когда его	2	2
1403	мы пока	2	2
1404	и сердце	1	2
1405	если не	2	2
1406	причем он	1	2
1407	того света	1	2
1408	двух жен	1	2
1409	и действительно	5	2
1410	принадлежит и	1	2
1411	я умру	2	2
1412	они его	1	2
1413	за свое	1	2
1414	направление в	1	2
1415	была у	1	2
1416	знает что	1	2
1417	чтобы убедиться	1	2
1418	ничего общего	1	2
1419	совпадает с	1	2
1420	связанную с	2	2
1421	в середине	1	2
1422	здесь очень	1	2
1423	отражает в	1	2
1424	этому не	1	2
1425	при помощи	11	2
1426	действия и	1	2
1427	ко всей	1	2
1428	это же	1	2
1429	их значение	1	2
1430	соответствии с	1	2
1431	смысле и	1	2
1432	этого нет	1	2
1433	же роли	1	2
1434	он все	5	2
1435	при котором	2	2
1436	выражение его	1	2
1437	когда эти	1	2
1438	еще одну	3	2
1439	в животном	2	2
1440	в обоих	1	2
1441	было у	1	2
1442	новые формы	1	2
1443	многих других	2	2
1444	же этот	1	2
1445	в могилу	4	2
1446	части его	1	2
1447	таких например	1	2
1448	узнаем что	1	2
1449	из форм	1	2
1450	в ином	6	2
1451	в церковь	1	2
1452	этого не	1	2
1453	превращения в	1	2
1454	в глубине	1	2
1455	их нельзя	1	2
1456	здесь уже	1	2
1457	понимать как	1	2
1458	случае не	1	2
1459	подводя итоги	1	2
1460	это так	1	2
1461	говорили выше	1	2
1462	другом случае	3	2
1463	только к	1	2
1464	они обладают	2	2
1465	понятно почему	1	2
1466	как же	1	2
1467	то чего	2	2
1468	в гневе	1	2
1469	есть чисто	1	2
1470	а из	1	2
1471	это для	1	2
1472	здесь это	1	2
1473	к тем	2	2
1474	пор не	1	2
1475	он наконец	1	2
1476	в нашей	1	2
1477	уже видели	4	2
1478	таких случаях	2	2
1479	время они	2	2
1480	которому принадлежал	1	2
1481	еще на	2	2
1482	которой можно	1	2
1483	четыре дня	1	2
1484	стал он	1	2
1485	при таком	1	2
1486	от времени	1	2
1487	эту голову	1	2
1488	только после	2	2
1489	если на	1	2
1490	что мотив	1	2
1491	иногда даже	2	2
1492	дело обстоит	1	2
1493	говорит не	2	2
1494	они надели	1	1
1495	еще несколько	2	1
1496	переходил на	1	1
1497	на большую	1	1
1498	было так	1	1
1499	предметы которые	1	1
1500	они имеют	2	1
1501	идти на	1	1
1502	ее начало	1	1
1503	что почти	1	1
1504	только что	3	1
1505	теперь что	1	1
1506	себе целью	1	1
1507	только самые	1	1
1508	природу в	1	1
1509	которые должны	1	1
1510	нечто подобное	1	1
1511	и откуда	1	1
1512	а у	2	1
1513	найдена в	1	1
1514	на своей	1	1
1515	это значит	1	1
1516	является в	2	1
1517	его он	3	1
1518	входил в	1	1
1519	и пользуется	1	1
1520	особенно если	1	1
1521	жившие в	1	1
1522	ссылкой на	1	1
1523	мы встретимся	1	1
1524	обстоятельство что	1	1
1525	этим объясняется	4	1
1526	к тебе	1	1
1527	стоит в	2	1
1528	в помещение	1	1
1529	так описывает	1	1
1530	в мифе	2	1
1531	достаточно примеров	1	1
1532	именно он	1	1
1533	героя как	1	1
1534	и позже	1	1
1535	лет в	4	1
1536	каким образом	1	1
1537	уходят в	1	1
1538	не хотят	1	1
1539	это те	1	1
1540	части человеческого	1	1
1541	что весь	2	1
1542	часто эти	1	1
1543	взаимоотношение между	1	1
1544	уже на	3	1
1545	из всего	1	1
1546	рта из	1	1
1547	эти черты	2	1
1548	так это	1	1
1549	я могу	1	1
1550	уже нет	2	1
1551	всего с	1	1
1552	он стоит	2	1
1553	в соответствии	1	1
1554	другое место	1	1
1555	герои в	1	1
1556	не становятся	1	1
1557	здесь дело	2	1
1558	черный или	1	1
1559	но связь	1	1
1560	становится понятной	1	1
1561	пор этот	1	1
1562	и ребенок	1	1
1563	из героев	1	1
1564	мы считаем	1	1
1565	еще придется	1	1
1566	играть в	1	1
1567	матери и	3	1
1568	не его	1	1
1569	смысл этого	1	1
1570	заставляет себя	1	1
1571	ход действия	1	1
1572	всем его	1	1
1573	и легенд	1	1
1574	нельзя провести	2	1
1575	своей будущей	1	1
1576	возникновение и	1	1
1577	моменты которые	1	1
1578	происходило и	1	1
1579	и дело	1	1
1580	на природу	1	1
1581	отца в	1	1
1582	вопрос о	4	1
1583	известных условиях	1	1
1584	вот теперь	1	1
1585	и каждое	1	1
1586	в борозду	1	1
1587	другу и	1	1
1588	представляет собой	6	1
1589	где не	1	1
1590	это очевидно	1	1
1591	к своей	4	1
1592	изо рта	1	1
1593	одна с	1	1
1594	ее превращение	1	1
1595	увидим что	2	1
1596	мне то	1	1
1597	план выдвигается	1	1
1598	на ногах	1	1
1599	что же	2	1
1600	в две	2	1
1601	здесь несколько	2	1
1602	некоторых элементов	1	1
1603	с другим	1	1
1604	ты должен	1	1
1605	ее оттуда	1	1
1606	на себе	1	1
1607	мы проследили	1	1
1608	а сам	2	1
1609	такая же	1	1
1610	формы этой	1	1
1611	царства и	1	1
1612	можно понимать	1	1
1613	увидим в	1	1
1614	и вступает	1	1
1615	еще существует	1	1
1616	из трех	3	1
1617	страхом смерти	1	1
1618	это почти	1	1
1619	имеется у	3	1
1620	до нашей	1	1
1621	узнает что	2	1
1622	есть некоторые	2	1
1623	должны стать	1	1
1624	нет никаких	2	1
1625	нему к	1	1
1626	огромное большинство	1	1
1627	придется остановиться	1	1
1628	превратился в	1	1
1629	о связи	5	1
1630	и посуда	1	1
1631	была одна	1	1
1632	и иной	1	1
1633	быта и	1	1
1634	перед нею	1	1
1635	в верхней	1	1
1636	из желудка	1	1
1637	этих запретов	1	1
1638	часто имеет	1	1
1639	приведенных примеров	1	1
1640	она сама	1	1
1641	не за	1	1
1642	лет он	2	1
1643	возвращение к	1	1
1644	с огнем	1	1
1645	похожи на	1	1
1646	не слишком	1	1
1647	этот культ	1	1
1648	жизни так	2	1
1649	он к	3	1
1650	она в	1	1
1651	еще больше	1	1
1652	здесь имеют	1	1
1653	есть просто	1	1
1654	как тесно	1	1
1655	времени их	1	1
1656	ты уже	1	1
1657	однако этот	1	1
1658	с тех	1	1
1659	своем пути	1	1
1660	гл iii	2	1
1661	тебе и	2	1
1662	объединены в	2	1
1663	глаза на	1	1
1664	целом но	1	1
1665	под землей	1	1
1666	приходили в	1	1
1667	согласии с	1	1
1668	погреб но	1	1
1669	как можно	1	1
1670	совершенно ясно	2	1
1671	бы только	1	1
1672	бы думать	1	1
1673	мне на	1	1
1674	что там	2	1
1675	к отцу	3	1
1676	одного человека	1	1
1677	этим и	1	1
1678	другой характер	1	1
1679	имеются в	2	1
1680	на характер	1	1
1681	менее он	1	1
1682	из характерных	1	1
1683	как говорит	1	1
1684	где была	1	1
1685	дома в	8	1
1686	с отцом	1	1
1687	стал на	1	1
1688	в явление	1	1
1689	спускаются в	1	1
1690	если я	3	1
1691	и хранится	1	1
1692	к вопросу	1	1
1693	а другой	1	1
1694	речь была	1	1
1695	что как	2	1
1696	бог не	1	1
1697	птицы и	1	1
1698	явление у	1	1
1699	как свиней	1	1
1700	у брата	1	1
1701	свою историческую	1	1
1702	этот в	1	1
1703	приведем несколько	3	1
1704	стране смерти	2	1
1705	этой фигуре	1	1
1706	только путем	1	1
1707	из носа	1	1
1708	становится и	1	1
1709	женщинам и	3	1
1710	же иногда	1	1
1711	процесс переосмысления	1	1
1712	иногда на	1	1
1713	тебя не	2	1
1714	героя и	1	1
1715	бы она	2	1
1716	время ее	1	1
1717	ходить на	2	1
1718	именно той	1	1
1719	чтобы он	3	1
1720	берет его	1	1
1721	не один	2	1
1722	этих трех	1	1
1723	имеют ничего	1	1
1724	помещали в	1	1
1725	на самый	1	1
1726	еще яснее	2	1
1727	внутри этой	2	1
1728	семь лет	1	1
1729	из каких	1	1
1730	с браком	1	1
1731	еще будем	1	1
1732	это или	1	1
1733	смерти эти	1	1
1734	сохранились в	1	1
1735	простой бытовой	1	1
1736	им самим	1	1
1737	и серебро	1	1
1738	неотделимо от	1	1
1739	в особом	3	1
1740	которой изображен	1	1
1741	обстановка и	1	1
1742	здесь действительно	1	1
1743	или иное	1	1
1744	себя за	1	1
1745	место куда	1	1
1746	того кто	1	1
1747	дней не	1	1
1748	они находятся	1	1
1749	целом и	1	1
1750	дома с	1	1
1751	огне и	1	1
1752	и становился	1	1
1753	этому мотиву	1	1
1754	или о	1	1
1755	у ней	2	1
1756	затем он	1	1
1757	также имеют	1	1
1758	еще встретимся	1	1
1759	уже перед	1	1
1760	всю жизнь	2	1
1761	не сразу	2	1
1762	путь и	1	1
1763	происходит уже	1	1
1764	муж в	1	1
1765	под страхом	1	1
1766	отнюдь не	1	1
1767	по нескольку	1	1
1768	двух минут	1	1
1769	встречается и	1	1
1770	животное и	3	1
1771	чем обычно	1	1
1772	еще одно	1	1
1773	и выпивкой	1	1
1774	раньше чем	6	1
1775	где мы	1	1
1776	дальше что	1	1
1777	он действительно	1	1
1778	вырождаться и	1	1
1779	не единственная	1	1
1780	утверждать что	2	1
1781	только момент	1	1
1782	изображение его	1	1
1783	этому времени	1	1
1784	существует но	1	1
1785	он у	2	1
1786	по всем	1	1
1787	мифе о	1	1
1788	время своей	1	1
1789	они помогают	2	1
1790	характерно и	1	1
1791	и луга	1	1
1792	нужно прибавить	1	1
1793	вместе со	1	1
1794	это весьма	2	1
1795	глубокой древности	2	1
1796	художественного творчества	1	1
1797	другие женщины	1	1
1798	очень сложен	1	1
1799	следовательно более	1	1
1800	давали им	1	1
1801	всегда были	1	1
1802	мне и	1	1
1803	так далеко	1	1
1804	действует в	1	1
1805	социального положения	1	1
1806	объясняется та	1	1
1807	его таким	1	1
1808	два типа	2	1
1809	красная потому	1	1
1810	сводится к	1	1
1811	формам в	1	1
1812	он слышит	1	1
1813	под этим	2	1
1814	там в	2	1
1815	во дворце	1	1
1816	и мотива	1	1
1817	можно дать	1	1
1818	сами по	1	1
1819	овидия он	1	1
1820	особого рода	3	1
1821	превращаться в	5	1
1822	в огонь	4	1
1823	своему отцу	3	1
1824	предмет и	1	1
1825	с целью	2	1
1826	в саду	2	1
1827	на месте	2	1
1828	обоих случаях	1	1
1829	в царстве	1	1
1830	к которым	3	1
1831	к таким	1	1
1832	берет только	1	1
1833	историческое явление	2	1
1834	свое лицо	2	1
1835	этих примеров	1	1
1836	человека на	1	1
1837	и т	33	1
1838	с животными	2	1
1839	мир для	1	1
1840	им здесь	1	1
1841	он ее	1	1
1842	этом нет	1	1
1843	думают что	1	1
1844	а под	1	1
1845	трех основных	1	1
1846	пр но	1	1
1847	период когда	1	1
1848	к другому	1	1
1849	и было	2	1
1850	что бы	1	1
1851	ах как	1	1
1852	то здесь	1	1
1853	два из	1	1
1854	стали на	1	1
1855	конечно все	1	1
1856	перехода из	1	1
1857	и многое	1	1
1858	пляски и	1	1
1859	прочим и	2	1
1860	о значении	1	1
1861	свою очень	1	1
1862	более чем	1	1
1863	тогда я	2	1
1864	чаще и	1	1
1865	героем и	2	1
1866	тех пор	1	1
1867	живых в	2	1
1868	работе о	3	1
1869	что новая	1	1
1870	становится особенно	1	1
1871	итоги мы	1	1
1872	вступает в	4	1
1873	материал не	1	1
1874	в приложении	1	1
1875	но сам	1	1
1876	говорят что	2	1
1877	как если	1	1
1878	от других	1	1
1879	объяснить их	1	1
1880	не заметил	2	1
1881	тогда как	6	1
1882	и наоборот	2	1
1883	обряде и	1	1
1884	он весь	2	1
1885	свое существование	1	1
1886	состоит в	4	1
1887	поцелуй и	1	1
1888	связью с	1	1
1889	не открывать	1	1
1890	и положение	1	1
1891	совершенно отпадает	1	1
1892	которые его	1	1
1893	к двум	1	1
1894	указано в	1	1
1895	найти достаточно	1	1
1896	проходит по	1	1
1897	собрал все	1	1
1898	и дать	1	1
1899	он никак	1	1
1900	ушей и	1	1
1901	небом и	1	1
1902	мать и	2	1
1903	более ранние	1	1
1904	довольно много	1	1
1905	она может	2	1
1906	это просто	1	1
1907	иногда по	2	1
1908	другой раз	1	1
1909	в согласии	1	1
1910	еще некоторые	1	1
1911	же ты	2	1
1912	в год	1	1
1913	известных нам	1	1
1914	другого и	1	1
1915	герой ее	1	1
1916	это звено	1	1
1917	с каким	1	1
1918	смерти как	1	1
1919	как основной	1	1
1920	дать еще	1	1
1921	образов нет	1	1
1922	весь комплекс	1	1
1923	эти представления	3	1
1924	нищим и	1	1
1925	океана на	1	1
1926	хранится в	1	1
1927	выражены в	1	1
1928	встречается очень	1	1
1929	то они	1	1
1930	стоит на	3	1
1931	заимствована из	1	1
1932	в брюхо	1	1
1933	стихиями в	1	1
1934	оживает и	1	1
1935	мог быть	1	1
1936	берет и	1	1
1937	огня в	1	1
1938	было уже	1	1
1939	объясняется что	1	1
1940	почти как	1	1
1941	драматические представления	1	1
1942	запрет на	3	1
1943	искать в	1	1
1944	посев или	1	1
1945	в определенном	1	1
1946	грязи и	1	1
1947	находились в	1	1
1948	видит что	1	1
1949	на чисто	1	1
1950	также имеет	1	1
1951	нет мы	2	1
1952	силу и	2	1
1953	уже знакомый	1	1
1954	у многих	2	1
1955	одинаково так	1	1
1956	многое другое	1	1
1957	основана на	1	1
1958	все равно	3	1
1959	содержат в	1	1
1960	мы рассмотрим	6	1
1961	и пошел	2	1
1962	его совершенно	1	1
1963	говорят в	1	1
1964	явления на	1	1
1965	в свои	1	1
1966	в стране	2	1
1967	объяснить и	1	1
1968	воедино как	1	1
1969	быту в	1	1
1970	некоторых случаях	6	1
1971	с них	1	1
1972	которые как	1	1
1973	полубогов и	1	1
1974	всегда лежит	1	1
1975	из дальнейшего	1	1
1976	и сыном	1	1
1977	более что	1	1
1978	этом в	1	1
1979	верхом на	3	1
1980	далее мы	1	1
1981	совершенно точно	1	1
1982	и полубоги	1	1
1983	или где	1	1
1984	можно предположить	1	1
1985	но нельзя	1	1
1986	становится понятным	3	1
1987	рассказывает что	1	1
1988	действительно есть	2	1
1989	перейти к	2	1
1990	чем приступить	1	1
1991	и могут	1	1
1992	здесь говорится	1	1
1993	что им	3	1
1994	носа из	1	1
1995	по миру	1	1
1996	пока не	3	1
1997	а так	1	1
1998	действующие лица	2	1
1999	жили три	1	1
2000	бы это	1	1
2001	развит в	1	1
2002	эти же	1	1
2003	но этим	1	1
2004	и приобретает	1	1
2005	и привязал	1	1
2006	буквальном смысле	1	1
2007	огнем и	1	1
2008	сам не	1	1
2009	образом мы	2	1
2010	чтобы как	1	1
2011	и молодой	1	1
2012	ей в	1	1
2013	мы выделяем	1	1
2014	по дороге	1	1
2015	жизнью смертью	1	1
2016	и героев	1	1
2017	мы рассмотрели	1	1
2018	римлян и	1	1
2019	которые очень	1	1
2020	может даже	1	1
2021	действительно был	1	1
2022	жизнь одного	1	1
2023	земле в	2	1
2024	животными и	2	1
2025	особенно ясным	1	1
2026	чтобы я	1	1
2027	то обстоятельство	1	1
2028	своему сыну	1	1
2029	а по	1	1
2030	самое что	1	1
2031	при известных	1	1
2032	сильны в	1	1
2033	шире чем	1	1
2034	нечто что	1	1
2035	но вместе	1	1
2036	у нашего	1	1
2037	на смерть	3	1
2038	гл xxii	1	1
2039	означает что	1	1
2040	и никому	1	1
2041	сжигают или	1	1
2042	берет в	1	1
2043	люди не	1	1
2044	но дурак	1	1
2045	он их	1	1
2046	дичи мы	1	1
2047	но самый	1	1
2048	являются не	1	1
2049	в большой	4	1
2050	оно касается	1	1
2051	своей цели	2	1
2052	нам необходимо	2	1
2053	не верит	1	1
2054	не похожи	1	1
2055	лежит вне	1	1
2056	она находит	1	1
2057	и кричит	1	1
2058	приложении к	1	1
2059	здесь опять	1	1
2060	в голову	1	1
2061	здесь довольно	1	1
2062	даже из	1	1
2063	все еще	7	1
2064	дело конечно	1	1
2065	времена и	1	1
2066	к совершенно	1	1
2067	это подтверждается	1	1
2068	частности необходимо	1	1
2069	второстепенное значение	2	1
2070	они приобретают	2	1
2071	люди которые	1	1
2072	животными здесь	1	1
2073	несомненно что	2	1
2074	но античный	1	1
2075	разные формы	1	1
2076	с человеческим	1	1
2077	между мужчинами	1	1
2078	автор сравнивает	1	1
2079	в момент	1	1
2080	исходя из	2	1
2081	через несколько	1	1
2082	если вы	1	1
2083	иного мира	1	1
2084	случае мы	4	1
2085	жизнь ее	1	1
2086	она всегда	2	1
2087	или по	5	1
2088	см выше	1	1
2089	она уже	2	1
2090	сын не	1	1
2091	заставляет видеть	1	1
2092	остановиться на	1	1
2093	ты не	3	1
2094	во-первых как	1	1
2095	и постоянных	1	1
2096	литература но	1	1
2097	то не	2	1
2098	точности соответствует	2	1
2099	домов в	2	1
2100	использовать его	1	1
2101	обращается в	1	1
2102	исторический процесс	1	1
2103	также на	1	1
2104	некоторых местах	1	1
2105	в третью	1	1
2106	он имеет	1	1
2107	несколько примеров	3	1
2108	не следует	2	1
2109	наиболее полное	1	1
2110	напомнить о	1	1
2111	они хоронят	1	1
2112	здесь слишком	1	1
2113	к более	2	1
2114	и подымается	1	1
2115	образом эта	2	1
2116	под землю	3	1
2117	найти еще	1	1
2118	часть ее	1	1
2119	нам уже	2	1
2120	если этот	1	1
2121	однако это	4	1
2122	которые ему	1	1
2123	индивидуальный и	1	1
2124	находит его	1	1
2125	нелишне будет	1	1
2126	представляла собой	1	1
2127	у которых	1	1
2128	за меня	1	1
2129	с историческим	1	1
2130	он сделал	1	1
2131	чтобы найти	1	1
2132	находит в	1	1
2133	животных с	2	1
2134	на острове	5	1
2135	восходит к	1	1
2136	чем за	1	1
2137	были настолько	1	1
2138	черты этого	1	1
2139	не создает	1	1
2140	над ними	2	1
2141	которые иногда	1	1
2142	на очень	2	1
2143	непосредственной связи	1	1
2144	выходит из	1	1
2145	мальчика который	1	1
2146	очень близок	1	1
2147	она получает	1	1
2148	а позже	1	1
2149	оно переходит	1	1
2150	анализ этого	1	1
2151	он получает	1	1
2152	отмечает что	1	1
2153	в домах	1	1
2154	стороны она	1	1
2155	наконец как	1	1
2156	приходит к	1	1
2157	самый факт	2	1
2158	и должно	1	1
2159	этому мы	1	1
2160	яснее в	1	1
2161	особого вида	1	1
2162	одну деталь	1	1
2163	и требовал	1	1
2164	очень многих	1	1
2165	его собственной	1	1
2166	нам что	1	1
2167	главная часть	1	1
2168	это разнообразие	1	1
2169	здесь пока	1	1
2170	по которой	2	1
2171	тех случаях	2	1
2172	как правило	3	1
2173	в большие	1	1
2174	следующим образом	3	1
2175	материал в	1	1
2176	противоречие в	1	1
2177	исходит из	1	1
2178	тьмы эти	1	1
2179	с ребенком	1	1
2180	присмотримся к	1	1
2181	побоище и	1	1
2182	особенности этого	2	1
2183	идут в	1	1
2184	и двери	1	1
2185	все ужаснулись	1	1
2186	так говорит	1	1
2187	с королевой	1	1
2188	появлением в	1	1
2189	есть также	1	1
2190	смысле как	1	1
2191	указывалось что	2	1
2192	приступить к	2	1
2193	месяцев и	2	1
2194	к общему	1	1
2195	связан со	1	1
2196	него как	1	1
2197	идет к	1	1
2198	миром он	1	1
2199	не противоречит	5	1
2200	и функции	1	1
2201	мертвых и	2	1
2202	произведение которое	1	1
2203	несколько иной	1	1
2204	есть форма	1	1
2205	в поисках	2	1
2206	была большая	1	1
2207	из моментов	1	1
2208	обычно не	1	1
2209	уже с	3	1
2210	и длинные	1	1
2211	и указывает	1	1
2212	не соответствует	1	1
2213	тем не	6	1
2214	происходит с	1	1
2215	по мнению	1	1
2216	чтобы иметь	1	1
2217	выходят из	1	1
2218	образы создают	1	1
2219	древнейшая форма	1	1
2220	к столу	1	1
2221	то станет	1	1
2222	могилы и	1	1
2223	человека говорит	1	1
2224	эта форма	3	1
2225	богу не	1	1
2226	лежит в	1	1
2227	женщину в	1	1
2228	в зависимости	1	1
2229	столько же	1	1
2230	хлеба и	1	1
2231	и говорят	3	1
2232	к чему	2	1
2233	не говорит	2	1
2234	ее задачи	1	1
2235	это мы	2	1
2236	связь эта	1	1
2237	с сохранением	1	1
2238	мальчик которого	1	1
2239	изменения и	1	1
2240	смерти где	1	1
2241	его иногда	1	1
2242	фигурирует и	1	1
2243	на тот	2	1
2244	очень рано	1	1
2245	текстов и	1	1
2246	думать о	1	1
2247	же функцию	1	1
2248	прибавить что	2	1
2249	и столько	1	1
2250	насилия в	1	1
2251	их может	1	1
2252	это одно	1	1
2253	и героем	1	1
2254	и узнает	1	1
2255	дальше летит	1	1
2256	к приобретению	3	1
2257	например как	1	1
2258	знакомая нам	1	1
2259	могло бы	2	1
2260	совершенно прав	1	1
2261	пребывания в	7	1
2262	такое предположение	2	1
2263	родная мать	1	1
2264	отцу с	1	1
2265	ею как	1	1
2266	не окончательно	1	1
2267	он обладает	1	1
2268	поля и	1	1
2269	коров или	1	1
2270	него а	2	1
2271	не годится	4	1
2272	как следует	2	1
2273	действия в	1	1
2274	земле и	2	1
2275	том свете	2	1
2276	что всю	1	1
2277	которой и	1	1
2278	детей в	3	1
2279	здесь она	1	1
2280	и животным	2	1
2281	смерть от	1	1
2282	ему на	1	1
2283	нет но	1	1
2284	иного характера	1	1
2285	создает совершенно	1	1
2286	за столом	1	1
2287	цвет и	1	1
2288	всей этой	1	1
2289	и напитки	1	1
2290	и комнаты	1	1
2291	к ее	1	1
2292	целью его	1	1
2293	чтобы их	1	1
2294	еще упомянуть	1	1
2295	он приобретает	1	1
2296	это может	1	1
2297	в которое	1	1
2298	прийти в	1	1
2299	например не	1	1
2300	только первый	1	1
2301	всегда имеет	1	1
2302	свете этих	4	1
2303	оба они	1	1
2304	вера в	1	1
2305	и каждый	1	1
2306	но нет	1	1
2307	иногда это	1	1
2308	образом становится	1	1
2309	столь же	1	1
2310	каждый год	1	1
2311	даже позже	1	1
2312	ней в	2	1
2313	видеть как	1	1
2314	они ясны	1	1
2315	и могилы	1	1
2316	не существенно	1	1
2317	в немецких	3	1
2318	вот он	1	1
2319	и живут	1	1
2320	души умерших	1	1
2321	брак и	1	1
2322	центральное место	1	1
2323	каждого из	1	1
2324	затем когда	1	1
2325	большого дома	4	1
2326	которого она	1	1
2327	а более	1	1
2328	и ничего	1	1
2329	то для	1	1
2330	были бы	1	1
2331	черты характерные	1	1
2332	черта и	1	1
2333	может он	1	1
2334	не нашел	1	1
2335	этого мотива	9	1
2336	они иногда	1	1
2337	одном случае	5	1
2338	как таковой	3	1
2339	самые отдаленные	1	1
2340	был очень	1	1
2341	видит здесь	1	1
2342	друга в	1	1
2343	встречается у	1	1
2344	такова же	1	1
2345	коня с	2	1
2346	принято называть	1	1
2347	прямо говорит	1	1
2348	видел и	1	1
2349	показывает что	13	1
2350	здесь сам	1	1
2351	живет в	8	1
2352	на ее	1	1
2353	во власти	1	1
2354	с развитием	1	1
2355	и религиозных	1	1
2356	своим родным	1	1
2357	действительность но	2	1
2358	тогда он	1	1
2359	смену и	1	1
2360	культом и	1	1
2361	эти отношения	1	1
2362	очень сложное	1	1
2363	формы мышления	1	1
2364	на лице	1	1
2365	в германских	1	1
2366	как воплощение	1	1
2367	и предок	2	1
2368	не ставит	1	1
2369	все поле	1	1
2370	этот институт	1	1
2371	мире мы	1	1
2372	это особого	1	1
2373	бы при	1	1
2374	и герои	1	1
2375	только они	1	1
2376	двух сторон	1	1
2377	чтобы установить	2	1
2378	мы понимаем	1	1
2379	человеческое сознание	1	1
2380	на историческую	2	1
2381	и делают	1	1
2382	однако что	4	1
2383	дома но	1	1
2384	очень существенной	1	1
2385	показать что	1	1
2386	другом почти	1	1
2387	если это	4	1
2388	какая же	1	1
2389	переосмысливается в	1	1
2390	на моих	1	1
2391	связь все	1	1
2392	удается но	1	1
2393	представления об	2	1
2394	дать ему	1	1
2395	не знал	2	1
2396	как не	2	1
2397	к нам	1	1
2398	более подробное	1	1
2399	торчит из	2	1
2400	мяса и	1	1
2401	ниже и	1	1
2402	находит там	1	1
2403	боги и	2	1
2404	много но	1	1
2405	вообще на	1	1
2406	не знать	1	1
2407	можем здесь	1	1
2408	на стол	2	1
2409	частности из	1	1
2410	характерное явление	1	1
2411	камень и	1	1
2412	и ругаются	1	1
2413	убит и	1	1
2414	один пример	1	1
2415	с мертвыми	1	1
2416	о движении	1	1
2417	которую обычно	1	1
2418	знакомый нам	1	1
2419	все члены	2	1
2420	для героя	1	1
2421	только одно	1	1
2422	же остальное	1	1
2423	им из	1	1
2424	но тот	1	1
2425	функцию в	1	1
2426	он поднимается	1	1
2427	были формы	1	1
2428	и мифы	1	1
2429	что ты	5	1
2430	он привык	1	1
2431	важный для	1	1
2432	не имеют	2	1
2433	чего она	1	1
2434	и помогают	1	1
2435	пока они	1	1
2436	то и	7	1
2437	на шее	1	1
2438	как мне	3	1
2439	мужей и	1	1
2440	над природой	1	1
2441	это то	1	1
2442	нам то	1	1
2443	и другой	1	1
2444	зависимости от	1	1
2445	этом явлении	1	1
2446	короля в	1	1
2447	говорит только	1	1
2448	жизнь с	1	1
2449	из которого	3	1
2450	ночи и	1	1
2451	ощущается как	1	1
2452	нельзя понимать	1	1
2453	вводится в	2	1
2454	возвращается домой	3	1
2455	от малой	1	1
2456	порядка но	1	1
2457	друга и	1	1
2458	надевает на	1	1
2459	на короне	1	1
2460	а во	1	1
2461	видели но	2	1
2462	потому и	1	1
2463	на более	1	1
2464	или вообще	1	1
2465	в точности	4	1
2466	это слишком	2	1
2467	также имеется	1	1
2468	видим в	3	1
2469	в состояние	1	1
2470	имеется и	1	1
2471	также очень	1	1
2472	она переносит	1	1
2473	до трех	1	1
2474	вело в	1	1
2475	нам и	1	1
2476	думая что	1	1
2477	то она	2	1
2478	и лицо	1	1
2479	определенные сроки	1	1
2480	перед мертвецами	2	1
2481	сторону женщин	1	1
2482	при смерти	3	1
2483	этого же	1	1
2484	силу того	1	1
2485	жизни является	1	1
2486	видел в	1	1
2487	убежден в	1	1
2488	все с	1	1
2489	только наиболее	1	1
2490	лет после	1	1
2491	время пребывания	1	1
2492	представления и	2	1
2493	у входа	1	1
2494	среди женщин	1	1
2495	что автор	1	1
2496	почему и	1	1
2497	мире так	1	1
2498	близок к	1	1
2499	вдруг превращается	1	1
2500	известные нам	1	1
2501	более поздним	1	1
